Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_23,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_23,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_23,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_23,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_23,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_grad_c,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c
0,30320.955757936834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,30121.94129352829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.486438340934066E-7,0.0,-2.3396583812619294E-7,-2.6330016697041076E-7,-1.7289826227603773E-7,-5.722925107716308E-8,0.0,-1.7650597338614545E-7,0.0,-1.3183630326312916E-6,-3.1128811563403986E-7,-3.1393132478490005E-7,-3.905970484443597E-7,-6.787033268160075E-7,-1.6939985686810655E-7,-4.082180380336587E-7,0.0,-1.5180858388217775E-7,-4.418930732505393E-7,-7.176701826807111E-8,-1.0393832794061799E-7,-1.6142744949562277E-7,-2.6852089697723784E-7,-5.7894071069453825E-8,-1.2971303146406553E-7,0.0,-4.980886508590023E-8,1.8886034583510467E-6,1.7840237491742082E-7,5.17192994698399E-7,6.794043328537717E-7,1.0322396441890076E-6,2.7923322782487314E-7,0.0,0.0,2.1972455161458892E-7,2.7402118879630075E-4,-0.002749417546275793,-0.10000101740291806,-0.09997115274080165,1.5406186808997882E-9,1.2596319418131854E-9,5.244665680315863E-10,0.0,7.818189646015321E-8,3.543138083644486E-8,-1.936920429395985E-6,-1.7629680870669974E-6,-1.3537990807738252E-7
2,29326.095204958743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.886009620066398E-5,0.0,-1.3145710945600158E-5,-1.5415382071001773E-5,-1.7586075416143783E-5,-5.272470796563431E-6,0.0,-1.5654991376369712E-5,0.0,-7.130017206128885E-6,-2.344963408808187E-6,-1.9453447739944323E-6,-2.0626470942138224E-6,-3.586817765204968E-6,-5.523928873242025E-7,-2.4307147586914023E-6,0.0,-9.167890785673929E-7,-2.239526926905301E-5,-4.304550007544031E-6,-5.161294870975465E-6,-7.7322468870591E-6,-1.314150732636056E-5,-3.0314988137077582E-6,-6.571773761434591E-6,0.0,-2.4359037935050366E-6,7.036311737266536E-5,6.408752558117046E-6,1.9343016389575523E-5,2.5403373494798654E-5,3.848392369729453E-5,1.039162274745749E-5,0.0,0.0,8.223650222531885E-6,-0.0060197920616628705,-0.00377483832709164,-0.1000772365162234,-0.09892103490912027,1.0239145103013099E-7,6.356756307384098E-8,3.533443800674945E-8,0.0,4.061940171422645E-6,2.429003380149497E-6,-7.241637612698532E-5,-6.593055835389436E-5,-4.835283922084561E-6
3,25035.95536749502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016042638085913775,0.0,-6.068210334654775E-4,-7.035741160103601E-4,-7.039207818032142E-4,-2.1520242017456902E-4,0.0,-6.432865178231617E-4,0.0,-2.7506180538874154E-4,-1.0124520868188794E-4,-7.90453120755163E-5,-7.847360188149012E-5,-1.3648361894796793E-4,-1.492340314166647E-5,-9.795452604155049E-5,0.0,-3.7496233252023986E-5,-0.0019185841656520577,-3.91596870913445E-4,-4.4221996789066143E-4,-6.224650983352632E-4,-0.0010696680208418258,-2.573388488562387E-4,-5.736141542950858E-4,0.0,-2.1457759139979218E-4,0.0036201667406000415,3.250009487772818E-4,9.966788633560342E-4,0.001308554602446465,0.001980856644630546,5.349927585766122E-4,0.0,0.0,4.235618787198023E-4,-0.007025684817989832,-0.003936390010180672,-0.12255045862537198,-0.04469013008233667,2.480965331996369E-5,1.0690166818446666E-5,6.813628827719156E-6,0.0,8.110273616342118E-4,5.228870582685514E-4,-0.0036985526583803844,-0.0033675312352263267,-2.388818793626049E-4
4,23661.565674791418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040075143607177045,0.0,-0.016648103400741875,-0.01895902129152904,-0.016674603548873075,-0.00531841985346156,0.0,-0.01610026991095107,0.0,-0.00807336262969147,-0.0030568194454377875,-0.002352691845776472,-0.0022902325759819393,-0.003979836666031729,-3.7690264816442884E-4,-0.002927941935388447,0.0,-0.0011273965691804618,-0.03697438962389328,-0.006392742697630071,-0.008705457704917308,-0.012915553827893195,-0.021628716834589813,-0.004894341910935721,-0.010918080745325376,0.0,-0.004111075389481816,0.07175904218647884,0.001792744192970217,0.021209303001019163,0.02807241121716111,0.040244698911223196,0.011099088256490364,0.0,0.0,0.008594067576640638,-0.01590190805085578,-0.005463999086006288,-0.2818728846576325,-0.09683055522941915,5.468197002691434E-4,2.6395191520962706E-4,1.4698524415061908E-4,0.0,0.019750051940666466,0.011706175490293765,0.0028504911369407137,0.006250324185164781,0.008678882001288407
5,21279.638164813743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6939709742685946,0.0,-0.2948045776792407,-0.33120331046593193,-0.2794540249988278,-0.09200030944246307,0.0,-0.2772772674558075,0.0,-0.10733878676649307,-0.04771832329196805,-0.03363367400977679,-0.031524940814191375,-0.050832232478665855,6.285740394401811E-4,-0.0446732674388242,0.0,-0.01732667840976053,-0.6933135225279449,-0.11456202617151942,-0.1657109903167022,-0.24217442847729,-0.3934574830652474,-0.09167425336353853,-0.2026231119521006,0.0,-0.0750153013495949,1.2305478801027232,0.016775176730157968,0.3667927582940357,0.4838667937042341,0.6838067082627687,0.19122823526056476,0.0,0.0,0.147296873158344,-0.02926415430843777,-0.007938077030586735,-0.46619899308497503,-0.21247459390737627,0.03173344713086795,0.01348081094642853,0.008269483127830728,0.0,1.0147434911379674,0.6625401762239883,0.03201262165193286,0.1056587435400963,0.23202468794642916
6,18849.751030705265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1997875871138235,0.0,-0.4966697242764735,-0.5468944143186416,-0.46241337749991496,-0.16406571867483244,0.0,-0.4595238006863237,0.0,-0.15301570192984093,-0.08092554677466798,-0.05062076460868628,-0.04115793000552884,-0.07189206658916882,0.0083402686273612,-0.07102141891084142,0.0,-0.02705630330122477,-0.99148886166521,-0.13278961028040878,-0.24013465793763167,-0.36062531666283076,-0.454019578895692,-0.12362040556948753,-0.2934648232302365,0.0,-0.11360062065221198,2.0332207575696697,0.016863059763044135,0.6037793285175109,0.7854531174842818,1.054127773396724,0.31120198211661,0.0,0.0,0.24677661408644436,-0.018938812944962947,-0.006320781738115517,-0.29861011241525603,-0.19825692139089587,0.04416878939440681,0.0095149157628025,0.006993165797397064,0.0,0.6819732765228741,0.4990843453252827,0.005581834509020601,0.10540180779083534,0.36085014764792045
7,18174.83923606541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0105107106368463,0.0,-0.5717016434484201,-0.5561709959919027,-0.15749250742736476,-0.14624171395535973,0.0,-0.30323994907191426,0.0,-0.26014707645335144,-0.16422895014961197,-0.08380985593624066,-0.06409453171404027,-0.11421393477364013,0.022940624800762928,-0.1298346818372885,0.0,-0.04944676998049191,-1.2311717092055625,-0.20564703463762793,-0.26647213194403396,-0.41309564623432665,-0.31230851835092,-0.1342483776005881,-0.36518720793781834,0.0,-0.14825747116325183,2.427658120017916,-0.058190257340363975,0.7162869229427273,0.8789969147116722,1.0123509238343775,0.35491529859282694,0.0,0.0,0.3090457490592218,-0.017847137747136012,-0.005974123859687344,-0.26443442529444394,-0.175308379760384,0.08453355006985822,0.007127868478114682,0.014924602565666427,0.0,0.3709599858271779,0.7913732549813611,0.1831443302597529,0.2429701686472137,0.6073219284716553
8,17647.329162593553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1682280432116658,0.0,-0.8549100770624867,-0.6106384800224759,0.4931588714514744,-0.201575277842111,0.0,-0.08843582187170304,0.0,-0.6027615268494233,-0.47132717723009865,-0.19556922502331842,-0.1331844924351036,-0.23610687902380123,0.08800479685652413,-0.3357803462530987,0.0,-0.12940330311251938,-1.1968221689681342,0.12007723714992904,-0.26829603957931175,-0.41909211105391253,0.5544438516515205,-0.0120594318629524,-0.3023990248352122,0.0,-0.21800640771353735,3.1022901061583577,-0.2633702704420323,0.8252490090492719,0.8251562852837815,0.5500583707337829,0.3871004550764146,0.0,0.0,0.42837864469136505,-0.01791465492230936,-0.0056657231420529025,-0.2816710371181279,-0.17545824712302352,0.2809902645523066,0.02534592137972915,0.024167202227852333,0.0,0.5861013904364845,0.6377118968247789,0.18908440738506896,0.27330250169990566,1.0745073799115457
9,17476.14321566829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3922261119435335,0.0,-1.013566927776412,-0.6711814971379455,0.6968737537182876,-0.2200363420449281,0.0,-0.0681053443235678,0.0,-0.7714919600694727,-0.6520728097756431,-0.261050005656691,-0.16725768454761933,-0.27546112022933905,0.13747901607580032,-0.4499161762319454,0.0,-0.1776846415532344,-1.2873348721024755,0.13679801635172134,-0.239666928378794,-0.3821308853494011,0.8574538870854558,0.024233806912521506,-0.2813036644036141,0.0,-0.23744632020726789,3.29201395685949,-0.20516054462820943,0.7149495416917389,0.6217350602569192,0.37438124037627873,0.3761613033416526,0.0,0.0,0.44446682630551937,-0.01724654154657372,-0.005460273802273703,-0.27631631994875966,-0.15026559420479713,0.3864956761701029,0.037336952914107026,0.032875610247566495,0.0,0.6124094889899757,0.6497930103411295,0.38575979698451823,0.4577354463343156,0.9111594018535921
