Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_23,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_23,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_23,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_23,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_23,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_c,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed
10,18036.138719277304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.529978695712777,0.0,-1.4590169711926277,-1.000953858930224,1.0619259136092194,-0.1714051754452868,0.0,0.014468930186011933,0.0,-0.28285771895425205,-0.5893957780648713,-0.2067937804926503,5.748708190059758E-4,0.0819933957918955,0.32054668734427394,-0.42290766150419884,0.0,-0.1727156213668254,-0.6974666872140465,-0.2213079294922081,0.04083743213420578,-0.10001463276445746,0.08786498703407414,0.09857086693873629,-0.1223577053395264,0.0,-0.10083540287644915,3.8769469013576576,-1.3509932792330996,1.0909027708723242,0.9999835021104275,0.474979529161152,0.403622094522846,0.0,0.0,0.591197801552261,-0.008741157137497537,-0.004207891161561597,-0.15629054278991794,-0.14901987131359856,0.07217325106625815,0.03292928565971691,0.48475455911191995,-0.026408366192658073,0.09412756021256731,0.6749875824092048
11,17883.087575054276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.844150222647404,0.0,-1.844985178312203,-1.125126034866294,1.2058475997551859,-0.0463782888902175,0.0,0.1097582095915624,0.0,-0.3751655798209851,-1.0533244836850162,-0.34355123228855583,0.03395377158427702,0.20905563958848128,0.5992544575259859,-0.715736881782885,0.0,-0.3043437044243911,-0.9554392595101324,-0.7208012181720374,0.20351050570386575,0.018416208136911333,0.1744483276241881,0.1143790712958321,-0.08469795711453136,0.0,-0.05186050834792964,4.066450668596872,-1.887184749672814,0.6334075019314271,0.444728846365681,0.286972072615734,0.3177152355599713,0.0,0.0,0.5847495803461588,-0.008620313967023176,-0.004175284440127112,-0.15189237661187077,-0.14496409181754843,0.12356496697469953,0.06364948680928675,0.39413207768854014,0.2782902618621496,0.03208977470841869,0.7427474039731327
12,17756.197304787973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0651921436287273,0.0,-2.2429790663330555,-0.8226545925250847,1.2893221771130667,0.36554435089802984,0.0,0.6287373425901934,0.0,-0.761593859245461,-2.676613140162513,-0.8350628556949757,0.07523816633381641,0.5587521266726538,1.5079464246340317,-1.6888293350930448,0.0,-0.7674981037659293,-1.0535796068025234,-1.1630177026419033,0.27081805234825934,-0.08142305246261002,0.22161334997903037,0.2539086501332344,0.46201076180520056,0.0,0.11196790771467809,4.519615035796187,-3.6420640328601857,-0.8990528704458838,-0.5228409184076414,1.2871666592420508,0.16465329874457202,0.0,0.0,0.3946062120018583,-0.007978489646523148,-0.0036662158907781787,-0.14130843010477706,-0.14475079135562433,0.31130898431793946,0.13851096669085944,0.49327146117607773,-0.1670475039533783,-0.0017167650359043093,0.6952561339401826
13,17565.859135130577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.114943642565685,0.0,-1.8071786455060237,-0.5219358647795831,1.0932156355072937,0.5360950267591167,0.0,0.5561294281071896,0.0,-1.1112649937968455,-4.042438764311222,-1.2900674397501801,0.006650936302618482,0.8347243681075196,2.171040524726764,-2.452922976341829,0.0,-1.1667592581659334,-1.030198113393719,-1.4762713764538997,-0.4331250748831677,-0.16534729346105778,0.6097309498219519,0.41702230353589415,0.463557536998705,0.0,0.3128188034991206,4.912337285354006,-4.089444488911181,-1.17271177895307,-0.8534464604725778,1.1435493645251407,0.3659765751280417,0.0,0.0,0.15020369574306414,-0.0070863268230330545,-0.0031606996643323373,-0.12764437640520232,-0.14290028754349904,0.46745269681055945,0.1995597680908791,0.5049417475949505,-0.24695888086384937,0.22620803827781158,0.4346395165234591
14,17386.549713140786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4129117546157275,0.0,-0.9751164566282398,-0.4444150535481036,1.3083253020716332,0.5713522077057339,0.0,0.3118797080410378,0.0,-1.702666780996312,-6.476571020011066,-2.116624922210895,-0.26598100275068276,1.2901731760956165,3.1516794986060597,-3.7404744731580335,0.0,-1.881608911406041,-0.4362935146605885,-2.050071129644314,-0.4836906430812498,-0.8773491306870953,0.13903370989166247,0.8829586652700201,0.41799287633473575,0.0,0.44683002623423423,5.095786186120161,-4.259475707874201,-1.5879769382919648,-0.712685315801018,0.7690764131412775,0.6823518685287071,0.0,0.0,-0.07141764499020156,-0.005537636734105711,-0.002276283249962558,-0.10903106002312656,-0.1375441710668401,0.7587755614106917,0.30972218651130645,0.48024735859776424,-0.20126278364616793,0.4109856721553492,0.19133258256959318
15,17342.438782208406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.577035028676683,0.0,-0.6292506732183485,-0.4315989000329616,1.2766466933072844,0.6297416928959454,0.0,0.4705210874118104,0.0,-2.3506930455653245,-9.006959622419412,-2.93637807331171,-0.8155664907229572,1.5461369812285486,3.6055500156743863,-4.906656903412062,0.0,-2.5973551198541864,0.14190633819071263,-2.6948412420923864,-0.5579870260708205,-0.9107043474138926,-0.41698269521369485,1.13953623864539,0.2964798220046954,0.0,0.12511276571437896,4.816558646151123,-4.226153728092374,-0.782526471025721,-1.199990022792246,0.8979981624744666,0.9619847890825389,0.0,0.0,0.08058317878116544,-0.003710811498924642,-0.0012021543389423121,-0.08546536586157048,-0.13432715882046442,1.097444555919925,0.426756200996944,0.5060771653137901,-0.3946298697471781,0.2431180941227679,0.2627102140806349
16,17297.33719358648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5874998916114538,0.0,-0.6916206596166292,-0.3653314337875213,1.0089884373609088,0.924263337580125,0.0,0.5536776159293578,0.0,-2.7663876802183816,-11.121136273890075,-3.4492946892396894,-1.4964201963229835,1.5373158458943157,3.2265221420113726,-5.562573938483346,0.0,-3.1245416297253303,0.1285713138386165,-3.2074661886685467,-0.47214709798271814,-1.0818558979615012,-0.12436616598368927,1.032563180398083,0.07968231493445696,0.0,-0.27451281788116627,4.367507541171222,-4.232962710461349,-0.647892683359314,-0.6859851610779788,0.8081703172006152,1.1659294065649632,0.0,0.0,0.3024003710477001,-0.0023092112863370966,-3.367570750795857E-4,-0.06119905930203535,-0.13145405829673232,1.4222230899098114,0.5308990880968958,0.5329427089326638,-0.6586235910426848,-0.08143695123958011,0.4881878581152437
17,17098.800340025893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7335598317354113,0.0,-0.6635382742640046,-0.1372777058675366,1.2367211901612638,1.1637362407940401,0.0,0.40330199657964005,0.0,-1.993344503283071,-12.84743343964929,-3.4993370801742283,-1.6838915806363424,1.885863274003723,2.6272347373689264,-5.4896670557022365,0.0,-3.419795192317792,0.10208176436267802,-3.4219756660937635,-0.7294755365859995,-0.967742086512144,-0.16307699307428206,0.9925242236154286,0.10477367656409751,0.0,-0.4268531282974022,4.0909657584491645,-4.161683363952002,-0.5688171544435415,-0.3998761283273386,0.8921085191987201,1.1958962180591153,0.0,0.0,0.3454104703061628,-0.0029702063283030848,-6.273151800884221E-4,-0.06928561245419348,-0.1332180523338385,1.760332281953854,0.6391361211551242,0.5143718547964099,-0.6500428425045187,-0.2433367975234642,0.6487752810661299
18,16828.008365899546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9844025536186685,0.0,-0.5144008202380868,0.18358996520745793,1.4700337583630847,0.9390758955775217,0.0,0.7460611220504705,0.0,-0.936456988935503,-15.727136932791097,-3.288461531120724,-1.7524241668172849,1.4456045706785514,1.5239317642442076,-4.783548913747671,0.0,-3.8003188065399187,-0.003481502648829529,-3.363172063509267,-0.5574482061961091,-1.2256596548653196,0.1397052194050857,1.263008507184624,-0.32692605193664076,0.0,-0.40955932925327043,3.9854292949863135,-3.7922319316207735,-0.47741408294904975,-0.5516358059910105,1.0822173041276424,1.2522255373257396,0.0,0.0,0.17045661671215295,-0.0032427328291973266,-7.546309199261616E-4,-0.07315334430392857,-0.13386423601140265,2.3864059502807464,0.833481207748449,0.46529911368318033,-0.52928888629202,-0.11756950113892187,0.516555684237886
19,16435.95554015356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8042633156530696,0.0,-0.08482315524761924,-0.2919444989874934,1.52224257222482,0.7542885317494602,0.0,0.45428640967941086,0.0,0.18910568780807702,-20.266014271323197,-2.6220203141757823,-1.6702742824316255,-0.2155756370574493,0.35580375528189756,-3.010111664289406,0.0,-4.261355448386919,-0.34584546322159837,-2.9204556760611378,-0.484557911332182,-1.40623722628734,0.024927041424210858,0.9268005507901078,0.0865076148680709,0.0,-0.3842781219128492,3.7143233045545534,-3.9371927091071863,-0.10787733247212883,-0.6711641884934283,0.9008587505896442,0.9874510914962913,0.0,0.0,0.113717952656061,-0.003232077010230383,-6.562126607107172E-4,-0.06938538892146698,-0.1267212677235875,3.440484756877372,1.1544261276663126,0.34262815058440654,-0.2673732601281939,0.1847353940417706,0.1485686194937873
20,16180.603529049451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.287359237210067,0.0,-0.24431213902696097,-0.25470463932469994,0.8178667330206515,0.287185335834969,0.0,0.6794004335537259,0.0,0.6681445747064039,-23.01544347432896,-1.8486296094235473,-1.53752635555442,-0.46437233636397734,0.5413459984314617,-1.1321187660824537,0.0,-4.274387521419865,-0.37628356914416794,-2.830526183411135,-0.23249541096100806,-1.0461975284116143,-0.3203352463815335,0.6486907860775488,-0.021464731791699998,0.0,-0.4552889792610238,3.8897267226657735,-3.667541475617819,-0.1097706133765327,-0.41582293654946223,0.3986676584443134,0.5320024949111368,0.0,0.0,0.31026933716702293,-0.0037791547797517222,-9.480546362449943E-4,-0.07521705664273935,-0.12731531622614214,4.219644479098921,1.3856472113447547,0.3604490266629276,-0.434005194478396,0.30336577019864724,0.022535067587807045
21,16060.624338328857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1169798585668422,0.0,-0.5395031322535174,-0.03216397292136322,1.002317130208299,0.234464018647418,0.0,0.2808095664527474,0.0,0.10346108561568579,-23.471164160413842,-1.5737686956502919,-1.5089970084002235,-0.29241347963123593,0.4683988742808849,-0.5562872457981215,0.0,-3.830708330595144,-0.37210299998610136,-2.600124052863668,-0.18649351083624438,-0.9637378410205746,-0.35646708291679396,0.4297180301476673,-0.08142106199738881,0.0,-0.4858363155966864,3.9217960609042852,-3.357074045806479,-0.18057167216236847,-0.5281071115096917,0.4103772186307012,0.48813873079359926,0.0,0.0,0.218630816171131,-0.0034077358082939676,-7.389915328446349E-4,-0.07006241487273182,-0.1259466691752046,4.571462879081687,1.4821926853355363,0.3361484525605575,-0.39707357679453636,0.39728856717530836,-0.09275340274274071
22,15796.593903065737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8566346075407711,0.0,-0.7268301579395131,-0.5778071817252862,1.0921259664157463,-0.02950900843438703,0.0,0.2501600048834127,0.0,-0.5701165172730817,-23.506982124113225,-1.2141401017308877,-1.0313712471486025,0.3778350017472943,0.49336752230676967,-0.2469183845437854,0.0,-2.5641757155984313,-0.577785312610413,-2.117609005838586,-0.23906195095059657,-0.9878961752319474,-0.1904557158549754,0.16190837914268136,-0.316819247124059,0.0,-0.6720014638517402,3.5725294561118126,-3.1882338116046123,-0.11276320859309047,-0.44379956057189873,0.5341974708154773,0.40382771945758245,0.0,0.0,0.04914041818671355,-0.0037766063083850268,-8.453755494605089E-4,-0.07195384737951896,-0.12114417970472767,5.235474662195329,1.6587473092577354,0.25629984088855484,-0.20558570933625023,0.6477764137131228,-0.36933210996110266
23,15490.126144220892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7005238005044208,0.0,-0.7174229936267532,-0.5112109355794303,1.0979849215369333,-0.1673147441908339,0.0,0.31112397409028536,0.0,-0.8397586635630943,-22.77445422848335,-0.9739697235526158,-0.777624130458539,0.22260339217977246,0.8117700919442602,-0.6957458866675776,0.0,-0.7435725071271597,-0.9346685544019282,-1.7213101748307436,-0.2025715030325001,-0.8212224781478692,-0.11807456847569395,-0.011825163126823496,-0.011492241783136126,0.0,-0.8465013020880992,3.575163850460795,-2.4916040549134992,-0.2043697897525438,-0.3913325590800896,0.3903847393706147,0.05965334983950471,0.0,0.0,0.21440556769861935,-0.003981372010912167,-8.665887347008979E-4,-0.07185593603161526,-0.12151418709809589,6.076613445991511,1.8772584967977954,0.21219026116579653,-0.16813411087109914,0.6491831675907103,-0.38091938004550346
24,15257.850984357368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4498546007776272,0.0,-0.6822486614834603,-0.13343103391465977,0.6910324430115846,0.06783642274098192,0.0,0.02193436447913444,0.0,-0.8987624684417016,-21.324028812653925,-1.2985681547008228,-0.9306240782845638,0.009465466903494285,1.0034732234924053,-0.6174203943816755,0.0,0.27566792790792505,-1.0276168397285657,-1.5083432599786224,-0.01733857690029364,-0.8626219698767437,-0.363179205457586,0.3665749970851342,-0.3198829862559978,0.0,-0.514269179438507,3.467037438807264,-2.90127088006131,0.031932323995168654,-0.34611235734573653,0.1630481410256895,0.24908798581025574,0.0,0.0,0.2784926805183105,-0.004555000614915414,-0.001043494455758672,-0.07990748572824254,-0.12105439654298308,6.830527351438807,2.0716819168810545,0.14256800951067605,-0.01477713441609893,0.4916183378746414,-0.24672068581353626
25,15056.381558004738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.424997391505354,0.0,-0.28121172111967985,-0.4241626351972953,0.6926639085705218,0.37219572264633105,0.0,0.22603237275531937,0.0,-1.2189866592727925,-19.41665868680129,-1.6713248675818368,-1.2578048109537743,-0.1798659501716789,1.152606028271889,-0.19394429109487005,0.0,0.10867511974488497,-1.120933872550549,-1.5129981706775326,-0.16817657608957376,-0.49245831443008914,-0.5429803936419557,0.5069619291841183,-0.4103922151268141,0.0,-0.11729172494615397,3.4601480469308994,-2.735471728822822,-0.26383583271379685,-0.366526720769092,0.06373437597942713,0.8363138536974037,0.0,0.0,0.30698098337979945,-0.004672083588504659,-0.0010105083137783878,-0.08048867461444957,-0.12221180186144429,7.561679395610748,2.2533034489055828,0.14521317074202772,-0.14183986721712508,0.25655384641856516,-0.03189720246216732
26,14861.507747218231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2906854324268282,0.0,-0.7532009770389885,-0.3982920976383731,0.6685716082756776,0.7857325594333728,0.0,0.3681461242519939,0.0,-1.385502990110476,-16.889834937011994,-1.9778125975549372,-1.3316323750425245,-0.14346723873672806,1.7502360185585677,0.05146434583683707,0.0,-1.4227019898024662,-1.4014958321516617,-1.3693407463327123,-0.3083818025598758,-1.0717356117699053,-0.35459457966185404,0.6440968505359175,0.001064343055379724,0.0,0.1069318208175927,3.202630362337152,-2.2414694694934734,-0.0063741914468131156,-0.33185800484269445,0.00885710537129613,0.5884510394812492,0.0,0.0,0.4704215828206316,-0.005214224123662313,-0.001203609362966305,-0.08418483324742143,-0.11926220441385389,8.380645782024873,2.4452150356540177,0.0870879356322096,-0.056027434089219244,0.43614237169130177,-0.21524007917176247
27,14814.16959826008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0939355082090265,0.0,-0.8402429289129477,-0.40896895151612306,0.6640315739686982,0.33234705742588616,0.0,0.12398751128860658,0.0,-1.4303502829224843,-16.352859978099893,-1.943086743416881,-1.371359793422292,-0.1962767586454497,1.7500833693200777,-0.14062165690625994,0.0,-1.9398950321961694,-1.486658583229361,-1.2056058555836489,-0.3934126507528057,-0.8903423677189972,-0.35565092376842533,0.831590718439126,-0.0934369889941501,0.0,-0.05137415773216861,3.1837897307321046,-2.258773416427086,-0.11165796456260664,-0.2811679581066872,0.04192510692002188,0.3533841037386106,0.0,0.0,0.3991598573601121,-0.005194989154996023,-0.0011661384913209136,-0.08350935822947948,-0.11880588645265262,8.530098451718336,2.475885973128164,0.054387136566334995,0.03302430029084634,0.3714009104099632,-0.1609084182355222
