Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_speed
10,18852.496613604097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.663399018836364,0.0,-1.4532830948064088,-1.0948392922257861,0.7064602382991968,-0.14415952052609252,-0.06582711656957276,-0.244889456875687,-0.012761438860914295,-0.441269353038015,-0.13273479063706042,0.06395114616964705,0.17568776123248314,0.313994329703278,-0.31175119696439824,-0.12671196693068787,-1.1062022324824945,-0.6319369051606033,-0.00807576751864871,-0.2052202477085314,-0.18458571892731762,-0.0418982671266483,-0.17514052524467036,-0.11564661265821938,3.6870314869395107,-1.003400671871263,0.9886894910556216,0.9627399666888843,0.5985849128296041,0.40445165152258467,0.0,0.5494662415680959,-0.010264951611412323,-0.004847753819089977,-0.15294348512598818,-0.1226018622734196,9.992985452444264,0.5393815908353834,-0.2927141692611077,0.2463308584909836,0.5965979633673205,0.49628152727062785
11,18685.183616637038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9457552710258903,0.0,-1.782727102655219,-1.17885331738034,1.0015566979558959,-0.11999577616718862,0.008229520881850652,-0.2354779290483826,0.03554490962442884,-0.6989174185127349,-0.19131463483043512,0.11934510930257052,0.2992687114134047,0.5022026876940386,-0.472591046039935,-0.19522015619911148,-1.5109419081987558,-0.7476954627587584,-0.061829588941797825,-0.33018385211046597,-0.1546664851203977,-0.013961342814811137,-0.25073753352361056,-0.16145189548105005,3.7834355555025536,-1.4262028150659156,0.7696780375989565,0.5951777517766357,0.26647246455751084,0.3318454833678238,0.0,0.5613735143933469,-0.010766346996580191,-0.005010628065233557,-0.14819110244498332,-0.13167861618971624,9.98908495914709,0.5370451730838558,-0.31258374948225337,0.232454295435164,0.5970647400439067,0.318525758799972
12,18493.085085283226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.083164752839362,0.0,-2.110041711143719,-1.1035700944845024,1.2680065981344975,-0.012313081743026366,0.1648233393924497,-0.10719950002049122,0.00636434138387116,-1.2351886743494216,-0.32536894037655023,0.1688816529608356,0.4388545282207778,0.8297659539150645,-0.7972825049688679,-0.33734312959678414,-1.6313810518483887,-0.8310095435168376,-0.05690968974763355,-0.37229539439833376,-0.02437770276396678,0.07357222259538371,-0.11207955431396255,-0.1668483633052914,3.993307741091462,-2.095846569568646,0.22904418655876213,0.13318894381264762,0.5967888612761482,0.25166339328528087,0.0,0.48399095976403583,-0.010344686200315398,-0.004863821339299165,-0.13791462538333424,-0.1282039272083921,9.97931561793161,0.2775395444033227,-0.07147626973101581,0.22284593523176502,0.6202566021444578,0.292019172962038
13,18382.00121496629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.212987188392237,0.0,-2.2661523121011955,-0.9563764958496451,1.2677372086161756,0.11014061928192106,0.2552719742245943,0.08688357633368612,0.003755474732334198,-1.9059880965374307,-0.4991206557173682,0.19704556743890647,0.6348878054641245,1.219451065354984,-1.1702298956284327,-0.5195348543201257,-1.6576040854212089,-0.9485365217519296,-0.1275674444235519,-0.3554853183398821,0.03499677133738856,0.15928347667074635,0.044661719842648745,-0.10578137686545983,4.1263147533086775,-2.6400985539373836,-0.37075585501474895,-0.23169442546197172,0.9509320733941868,0.2494696400838341,0.0,0.3042996981132288,-0.010635657405611934,-0.004857398327033828,-0.1485013553135241,-0.13010150311098548,9.962268259452053,0.6620343495246164,-0.4319766978748302,0.23860761227930324,0.5999056932841014,0.3037197436216463
14,18174.3077736984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2660597906383075,0.0,-1.9348933765948644,-0.5917300661111873,0.9246478475556439,0.3318898908600323,0.2668481895393254,0.5161140987216607,-0.3198037223546344,-3.4541132460295305,-1.0288101958702311,-0.007722207336966214,0.9047083071168643,1.8825700980037876,-1.970660414128535,-0.973923616463858,-1.5765496774462753,-1.273357084958629,-0.4725246772467755,-0.35627792381398254,0.25390436828081403,0.3019576882807794,0.04263278778593517,0.12368542156273782,4.55640711040903,-2.932887167513693,-0.6594531897457924,-0.3077802764635641,0.5459394167256679,0.5945490817511243,0.0,-0.047069922997920344,-0.009406989889153424,-0.004249982374458463,-0.13316217049003742,-0.1297353764163965,9.928601547033002,0.6505714156410229,-0.4789334699022507,0.3433660915974411,0.5315546687777853,0.3111181626422281
15,17921.53645625646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.473242613591985,0.0,-1.354906659394572,-0.5454279379857139,0.9089817063002338,0.563938985541728,0.3616624322495195,0.6575838825052517,-0.7907990614035023,-5.681597488230787,-1.8695154983406388,-0.4401233239122184,1.1490237090188162,2.6704953553413637,-3.048502506753495,-1.658933078134797,-1.261775753330392,-1.3718044231104176,-0.5102894387746032,-0.7582131253260075,0.10699725490565945,0.6460650438320479,-0.03245970303724398,0.1772161961975976,4.427683413512743,-3.3069662935056794,-0.13041252872466924,-0.45960841705405364,0.5290367087971963,0.6282064749252314,0.0,0.17283241434783855,-0.007594054060206975,-0.0033146954646040123,-0.11193309426800975,-0.12741495390100083,9.882600199479961,0.7649350233479163,-0.5878784316929127,0.32624155660922544,0.572377501708585,0.12921763919705548
16,17731.075502369917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0367735965239686,0.0,-0.6594073326202948,-0.9811378259101423,1.3373855654585423,0.9730450745200494,0.3950622459035846,0.4836156372443532,-1.9753129356489512,-10.096245999101413,-3.5111383714080278,-1.6069527852612453,1.2327057873502838,3.5702897666041045,-5.024482463446311,-3.0082694148447273,-1.0603631394509496,-2.5772844274449067,0.03755171412690417,-0.9244011923726622,-0.07569430460584797,0.8101421391650655,0.10298170501493602,0.057677282650103606,3.7186245332132875,-3.0616607410367807,-0.2582172033925527,-0.026514963379638212,0.5788868664381659,0.7857131439996572,0.0,0.8333354525106055,-0.003211811521719333,-0.0011470108787587216,-0.05266729247916201,-0.11826227440821663,9.805493261473263,0.9138311845836024,-0.7449355997938164,0.27816775591845244,0.5565481537746941,-0.13669559886628857
17,17638.548996929225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1438135326192036,0.0,-0.6646557659597674,-0.9541885123959737,1.4939655671308234,0.9870901152374165,0.4119647361136863,0.4387625317550552,-2.2475666932847784,-10.874815073340244,-3.75185608321416,-1.8354848945665518,1.120234816548069,3.415908859181437,-5.279922530171557,-3.2277724423441834,-1.0726782199385767,-2.5839178126773548,-0.10254884250731727,-0.8099559492403606,0.008523542771892365,0.8118806956821762,0.08979885157043259,0.007315710400207669,3.581487291483239,-3.044521008658463,-0.17880065404039247,-0.041773831365424896,0.6330119719651672,0.881956276771723,0.0,0.879724323683815,-0.002276715138639483,-6.702399087205313E-4,-0.04060266195052558,-0.11662136840953873,9.791041718696293,0.9613646658411629,-0.8056437690206875,0.28763255505535906,0.47275642424689873,-0.11626222325717711
18,17502.857817081393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1939275324010246,0.0,-0.7971364190066925,-0.6985989092403752,1.5569924194336389,1.0327890022588402,0.3718554858953632,0.4291641110734566,-2.1482696264150527,-12.255853543694998,-3.898380217093183,-1.9073981111004528,1.1540784039077507,2.705743755396246,-5.293845346960312,-3.5224533276473964,-1.116591346731587,-2.490355785305716,0.1269125168431789,-1.0698299771806616,0.17390450482125236,0.949149413242109,-0.07245597128750518,-0.0433780936412992,3.443290319590866,-3.097150235895631,-0.14837293003829383,0.2541219976891992,0.6026758541486774,0.7318799361035695,0.0,0.7720591217288888,-0.0018981961307625475,-4.390488608702946E-4,-0.03643880964363321,-0.11586098072743406,9.749831950257962,0.9919440484664437,-0.8582470566155964,0.3203014788594531,0.2473919082581836,0.07566118255619514
19,17238.743760601454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1784217106565946,0.0,-0.9108060817831597,-0.3316881482058951,1.5810109636459753,1.1406638877473734,0.1880298343821594,0.39124134912596725,-1.0097932698554137,-15.699165769363242,-3.9018440702675283,-1.598595521740724,1.5407784666115931,1.1596228004979572,-4.809059908876254,-4.151348354579748,-1.2817363364526524,-2.859045620337824,0.26838951872972555,-0.9154360576540903,0.14692130417113614,0.7896334330331816,0.12801100005151916,-0.13593083669747658,3.253793874594002,-2.784175024250829,0.44118589345854337,0.09056223811129302,0.6496797999060077,0.3490478617542604,0.0,0.6340324007895395,-0.002659798660766514,-7.859853243540557E-4,-0.04490537758786809,-0.11691212677915261,9.632374757823145,0.9449557388500716,-0.7969036264989019,0.2818759501450852,-0.15236663335704012,0.5447557118483828
20,16909.203249644634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.167988559561372,0.0,-0.5291899736566437,-0.4806186422001842,1.6982021304806632,0.6529298688261616,0.46801665094641576,0.33228943145165785,0.1368016647359882,-18.938732340786945,-3.4021395264127046,-1.1325944579783949,1.1696431956627433,0.2155072967994871,-3.6290408833520367,-4.597854926010582,-1.1923895865075107,-2.648492445344843,-0.08504488446106362,-0.7040393647295196,-0.12745585687982353,0.5487619364343196,0.06203439165266708,-0.14132768904577028,3.1334815717614037,-2.872116807303497,0.30356570613924105,0.5116868527012716,0.5561074511435966,0.2630225909150574,0.0,0.6915292573958194,-0.0035037261580769725,-0.0011877452112922279,-0.0554637886896846,-0.11788544090373504,9.506307636158493,0.8823232625781483,-0.6769071093601662,0.17546060267109004,-0.07812147701792045,0.4958040983250162
21,16607.014864361914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8549563510189775,0.0,-0.15749920988755073,-0.3423489393702266,1.5311606705173761,7.740475488049459E-4,0.3864797551895199,0.33038123381899726,0.941687403091388,-23.72986910214496,-2.044039668324498,-0.9480612989947488,-0.646891721566184,-0.6576933242781384,-0.9238412102425255,-5.027174086923994,-1.0262137143003112,-2.7097434366527846,0.32695354846623326,-0.8343683594075816,-0.13064722636481704,0.16129593834679468,-0.1500300600584625,-0.1320316330285819,3.476874759608665,-2.7616659950814095,0.3447791063318648,9.460950307428329E-4,0.380038364109245,-0.022601483204716277,0.0,0.6817376740450638,-0.002908942923337954,-9.528561266715161E-4,-0.05053276824071011,-0.11837413206316787,9.29731364472442,0.9236060497048677,-0.7071968056024838,0.1801902640918244,0.13524492515968306,0.256507575541998
22,16502.855390457895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.575767187172741,0.0,-0.34106107372149536,-0.294674461639042,1.334808769781384,-0.06627265702844677,0.15366619235090054,0.1782312816240293,0.6994492615835636,-24.64005319928939,-1.1833826241701524,-1.3938079717579255,-0.45837181708359176,-0.5677617363050974,-0.17715748060628456,-4.772302134410408,-1.0403431031655692,-2.566355588505998,0.19810352406675832,-0.7351717398181752,-0.29228364502462645,-0.0703375719613484,0.027302770573677,-0.30048579113572216,3.430605608419123,-2.983964464373223,0.4043064870088266,0.18194961280618502,0.24080254961180061,-0.32848818428329113,0.0,0.6767672945538893,-0.0029845837016095715,-9.498532313637199E-4,-0.050535116523924874,-0.11809560456597669,9.227963262932388,0.9012773347465582,-0.6747709747813366,0.142571624035135,0.063533370271855,0.3020737332949491
23,16258.527414856217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.303523108521351,0.0,-0.5061098318234476,-0.29354917666496017,1.2371838417527061,-0.5386231960740232,0.37234191834177055,-0.12000946110962735,0.15122382816476487,-24.786475898139948,-0.5257151316780582,-1.0480621774478802,-0.06046549783635369,-0.39296281438410086,-0.12518692373689916,-3.9215923724774275,-0.9803677124955775,-2.286394587455058,0.3342512955675673,-0.7039703812023426,-0.36231146942689696,-0.1754543575193412,-0.12312560280574364,-0.47784012484715,3.504722784642761,-2.6839751970207995,0.39839967858981845,0.04726549512248185,0.17137757387416747,-0.30555827964292465,0.0,0.4825475316752087,-0.003001865952040723,-9.193187837027785E-4,-0.05187458521773671,-0.1182520137680838,9.144371840089688,0.8989470212152644,-0.6629945929190201,0.12504747266111937,-0.0600997805773265,0.4363436239076969
24,15868.664551644231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5547133253228518,0.0,-0.5970314623152346,-0.7016559482333564,1.0475891359951264,-0.6066335146273457,-0.3335507131883535,-0.321669970497267,-0.6975325508170209,-24.29473228511041,-0.424283694075186,0.049439682606708724,-0.07471684285125792,-0.14002364135174306,-0.22488101334508287,-1.70899540155792,-1.1272167000526108,-1.7314605121469895,0.2972563010740309,-0.5871531819668789,-0.26998487164154594,-0.5003711609420527,-0.08060816445057731,-0.7262422285638109,3.5004706143917144,-2.711393268703752,0.4487997491289093,0.12705627630028635,0.05411249252327191,-0.59186603302255,0.0,0.01792826827003169,-0.0029911869974160897,-7.908010429046018E-4,-0.051322610485472354,-0.11744678646376079,8.969187120321012,0.8785227604354332,-0.6531026620277434,0.12939312583390733,-0.12755983367702908,0.465189441987492
25,15495.559558806704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.310839809132496,0.0,-0.6624467824874393,-0.3502101040504234,0.8237949869555304,-0.32211085720261934,-0.22001781716245428,-0.31704600176915765,-0.4692497122856762,-23.09761612632518,-0.7723158302619668,-0.3971261930416686,-0.061080293339509366,-0.031801758161292215,-0.2866728043631845,0.3345251442952817,-1.23945738934419,-1.5029288891957078,0.20274767084172154,-0.3896308139276984,-0.06153402544591097,-0.33250080069205756,-0.3357798507050518,-0.6642258469010105,3.562197400250621,-2.6063737755031795,0.35731062361727883,0.0840769151133208,0.08682099956801995,-0.5146953284501935,0.0,0.197847605602949,-0.003725399046074987,-0.0010692053995677707,-0.0625142284040034,-0.118980243692341,8.8172696471879,0.8434257027407615,-0.627175453412749,0.1744809282393089,0.15110881725087974,0.22680269808237724
26,15178.569913170488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2513819102546766,0.0,-0.5304841349031544,-0.5785217577120249,0.8924260007015714,-0.09096011038448265,-0.003372469125669464,0.6625977168558841,-0.6933536598094728,-20.737234440282094,-1.3186143998137307,-0.8478871942472817,0.16169919836132401,-0.04242609606181796,0.16672713003913225,0.10364502253533628,-1.4041406481519407,-1.1667395284034963,0.1818634774606801,-0.6729785192146218,-0.2636432401745249,0.07969106750334587,0.1144350380867114,-0.3228567078798611,3.5839259034332764,-2.531701436761228,0.13604066790042924,-0.17794582933262573,-0.028448702754368616,0.09602345781288912,0.0,0.4095478567907015,-0.004327958917462614,-0.001227171179682843,-0.07052250936731112,-0.12002283877784997,8.66850372662889,0.8182697668581246,-0.5647270998365652,0.08427831170766155,-0.1831830555863815,0.585963591466518
27,15101.223206250674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0222613680971924,0.0,-0.860568512367281,-0.6625938578668822,0.29271900507458704,0.4351249109874427,0.6867090975717471,0.4222803522270925,-0.9170646580759517,-18.886592931637956,-1.5720529481606986,-0.7558347601873135,-0.08194157600571966,0.0760850887865828,0.24938260518381192,-0.8265360107056196,-1.4786235036795512,-1.337601556312346,-0.11867116067642158,-0.6017804826771854,-0.2393418549836765,0.41860067061836786,0.07704120611195642,0.29181991808904173,3.4766652802554434,-2.6931256858053456,0.1502151328652345,-0.16675958687349338,-0.10155929179361854,-0.06279385802378856,0.0,0.573710027626578,-0.004474957192011507,-0.0012186357431523984,-0.07285134623219999,-0.11851785461168406,8.56800602957887,0.7611671073303519,-0.5485433744777906,0.14197814059373634,-0.3751709452378922,0.7722891390039827
28,15054.666166134853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.011155991828603,0.0,-0.9556909188251685,-0.20134170927601486,0.5600517460137255,0.6175500531556385,0.339307547004324,0.015433402542039787,-0.8529474998460942,-17.76465962030965,-1.4009944696899745,-0.6863149202154666,-0.19551542135837086,0.3028484281364397,0.01846319206696853,-1.7236626639962973,-1.3970809587375412,-1.338913522966103,-0.4516970079822488,-0.6108881237204166,-0.2793456202130832,0.7159957604388257,-0.05522335702765507,0.6521443175523653,3.5406554397757444,-2.4455032700050543,0.0402456624018428,-0.08941023945802593,-0.032802951439981964,-0.26489521578897146,0.0,0.4419759529001087,-0.00469573687489386,-0.001300075298518356,-0.07642487238085457,-0.11965280301302936,8.5135615240217,0.7547883026997806,-0.5148719687739631,0.09691876576099309,-0.18715684841903654,0.598868386691097
