Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_bike_stressLink_e,g_walk_vgvi,g_walk_speed
10,16434.136499136705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7952960335013872,0.0,-1.0799905593416856,-0.742126180533592,0.7979521551345046,5.72580420439478E-4,0.2988339181627796,0.07238641831507775,-0.9660605113430645,-1.517581170276908,-0.8766777730516566,0.33257722181976423,0.07606432496379117,0.6534115281156427,-0.9393906183287998,-0.4376504232406214,-1.6756140745402788,-0.6769214994500707,0.27326926880368024,-0.21013807455919958,-0.11358425668626154,0.1936915587039041,-0.148430788051028,-0.1661672714919135,3.261646778344099,-2.5790385742593602,-0.3672242133477153,-0.5217657966346847,0.3251921281352577,0.06070351192215456,0.0,0.2002380593573898,-0.017030931636788933,-0.005279373937312081,-0.24693751011955947,-0.18331697869721686,0.2878495145491024,0.3247575872949404,0.391648266546624,0.38333517309859866,0.1382235559538538,0.07977459405072002
11,16389.887656490308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.823588245539424,0.0,-1.0446697550536133,-0.7194889105390199,0.8125512120233146,0.03003389630631255,0.33748182704782714,0.13947646328052463,-1.0467585638695842,-1.7247854627671262,-0.984425103315541,0.3789905339760861,0.1201424781081476,0.7481411823950491,-1.0430961050454506,-0.49478614755667966,-1.7001813708724607,-0.7229137940734351,0.24438569448255995,-0.14557993519896403,-0.075176615360264,0.22967228317493155,-0.09832400131723226,-0.16752499643464186,3.350832725989164,-2.788588759335553,-0.4494184162121121,-0.6982574687297328,0.40561673079527183,0.04502807051295986,0.0,0.1666051639866126,-0.017198194851480463,-0.005240067830907396,-0.2503745397983365,-0.19806015394654183,0.3332652392206182,0.3675042231355368,0.28320035805464877,0.28084137840625023,0.09138940356579708,-0.05588248810056742
12,16340.734274002709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8730455404295339,0.0,-0.9557828286337825,-0.6530265372225443,0.8044497377693554,0.09258941386465117,0.39343247919888635,0.2821779760720948,-1.1981829501129726,-2.1533330864229403,-1.2045027303777416,0.4724439196493554,0.22203175498408467,0.9450794746473166,-1.2485844495726586,-0.6122841177609142,-1.7364899004184693,-0.8568378473001339,0.17338355088693186,6.624181894386016E-4,6.424505512336864E-5,0.2943057849507562,0.009138884859157245,-0.16305754416798576,3.4624641950658566,-3.1360985739197753,-0.6080386280126132,-1.061048299652407,0.554241840489228,0.02078016560168268,0.0,0.08368359297495527,-0.016443791582531224,-0.0049830340097092645,-0.23716135738740307,-0.1800234784230356,0.4295299215048389,0.443849983043066,0.14218058587726462,0.027040937322804992,0.32128378974543925,-0.10657414433438228
13,16339.76825782857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.968320173669225,0.0,-0.5055565146422016,-0.2055286640325954,0.7397956871283864,0.2678887093490874,0.24631821983445262,0.6758218826462821,-1.4269089694104538,-3.4197405488795365,-1.8040353729614442,0.6891706796193485,0.6718076301521076,1.5313647600827922,-1.7274647743172875,-0.9519479563317204,-1.4866605878082728,-1.4080601370448913,0.0660538203585618,0.001719135689607675,0.3865502201683086,0.39578256910699583,0.3756650601594452,0.0019380455470333902,3.877971715812512,-3.230925649919707,-0.5719359757408423,-1.3109346230146728,0.5306256902816079,0.2057931839973286,0.0,-0.14906830704642238,-0.015341753808913929,-0.004542409418890963,-0.23439300726010948,-0.18087989969398974,0.7618874979830936,0.4133190418554158,0.15893511843765074,0.3632929634338576,0.8221630691449191,-0.6309443189764061
14,16297.958362401936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2601739868064454,0.0,-0.18901180579254256,0.1567343564964896,0.7266845774032376,0.38605131493009087,0.2687026084769808,0.7618018848383951,-1.5553201528569345,-4.7888494111849464,-2.382083310534563,0.7755016302167118,1.1962540312697194,2.103324552712481,-2.122811101292602,-1.3074602390180183,-1.5427824679162037,-1.9615971046175398,-0.35765847909781445,-0.026889615118606144,0.10059548214057212,0.5292201841130076,0.1998279514442259,0.18998862731330848,3.788949483188583,-3.163166118132584,-0.526704375670537,-1.0179523316542278,0.14510623878687845,0.3346396995571954,0.0,-0.26237175057781437,-0.015121055582613719,-0.004389728069029713,-0.2182962151631993,-0.18301917385485286,1.1683457021760475,0.4228902527420919,-0.014690430871385635,0.2993267588602456,0.8203572612345119,-0.7009466489122624
15,16230.356218495423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.36393193782168,0.0,-0.11311132132880788,0.3803846059417071,0.686548838984855,0.49494473202372447,0.3648299783779468,0.7266375240659025,-1.6822299713189204,-5.767105350470542,-2.7474196866185894,0.7080855493018196,1.463084196078292,2.393435460740954,-2.3306503217335264,-1.5503682545894961,-1.2533740919986731,-2.2547806860716095,-0.3900997644161956,-0.05727550668838049,0.006028342994338937,0.6679879273422507,0.17873906882423282,0.3166883080571796,3.6389059906324674,-3.267058322713078,-0.40279070394383376,-0.7064888550430128,0.2600878622139897,0.40476511566734713,0.0,-0.1999210114940267,-0.014388550947695507,-0.004106395163666656,-0.21465891012294433,-0.1767016496743602,1.4867583625311518,0.42036547739241653,0.014983262895585658,0.2942824762706379,0.6334734245891411,-0.46288472384361523
16,16160.365515270994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4627801947377836,0.0,-0.19823181924251998,0.4373278758695071,0.8353631029500332,0.6374233898172228,0.21713910950801582,0.7183085082676636,-1.9090433252610979,-6.846973866185487,-2.986852811580146,0.3168311096483575,1.4062341964689034,2.2912970270277935,-2.3007449117097125,-1.7802649804571704,-1.2801009849922234,-2.4882670497751684,-0.26092014786753326,-0.17404339503962182,-0.07670259653380967,0.6667446822435106,0.2069588648808362,0.17095902691617695,3.2875538806268425,-3.2067100503232084,-0.2147617707402689,-0.5790013667303513,0.3604552772486501,0.602126233200048,0.0,0.099491751978248,-0.013525547889026735,-0.0036961375893864237,-0.1986968725612769,-0.17429734735644906,1.9234236045113053,0.42096556217879794,-0.055765226991654676,0.24345921330301995,0.6547804120734806,-0.5460369141560057
17,16079.045527176895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.510228696481887,0.0,-0.05114714214801827,0.268096293628338,0.8390130300246053,0.5850084999187501,0.3887960839801985,0.8097466150908564,-1.7846040874055602,-8.079557380274899,-3.0492383018414277,-0.08221623214245449,1.3640957322975438,2.0228783686776564,-1.991113249745972,-1.9882052524905003,-1.4076079411799312,-2.4898350013527817,-0.13999943825155892,-0.30864276244280753,0.2617180021916007,0.7132361807422484,-0.055814025847560456,0.04332128289406287,3.2171793431333318,-2.9434251254012658,-0.21558125031896383,-0.5586980873362772,0.4256474090294708,0.6862503072277637,0.0,0.20681538770995872,-0.01289677563221838,-0.0034859798097434808,-0.18816218333047569,-0.17245820927549818,2.525616097545377,0.4240516169589946,-0.10079386240348376,0.17731754427876867,0.5806900357340552,-0.4677317449030556
18,15921.736003879212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4881302445133113,0.0,-0.10847802575810109,0.03640919957753999,0.9312611087699063,0.6131501938085029,0.38451576447831165,0.8822368114709472,-0.9740771971018176,-10.20916463074175,-2.91002529839913,-0.5599373356753012,1.4442705922124541,1.5643659637822027,-1.1865983272022713,-2.2781393544235016,-1.5334576833219498,-2.1007033297034967,-0.19096710033482522,-0.4712151838930233,0.2608820059680434,0.589995372644045,-0.007503850423359951,-0.043609498275714975,3.137047927793442,-2.8604849132510246,0.02281703203351812,-0.6925693425984941,0.4276977294621607,0.4048128864675513,0.0,0.09571310758347423,-0.013147357145825142,-0.0037236959853865497,-0.19202329201387638,-0.17436111719512057,3.7027079967981447,0.3538355138426214,0.06699223638351454,0.16265407926549438,0.5096357614921712,-0.41843318782462036
19,15908.651539417744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.230708523478042,0.0,-0.35956968842072257,0.08471714892119053,0.9256635416903545,0.42983972530234527,0.399814394757414,0.6521638457365202,-0.10719391815019741,-12.9847999682061,-2.5180904007722016,-1.1050044185350079,0.9489949468482568,0.8545843203429763,-0.1662941926861965,-2.564610880286523,-1.4515810010176253,-1.518317423346764,-0.1562185575484405,-0.5141316691813282,-0.07860827950719873,0.31756905579195466,0.32123913890003386,0.10472411637897908,3.4464229212996487,-2.634752185442187,-0.675618461454091,-0.21834497952743148,0.42325595575365704,0.35980688226669266,0.0,-0.3004083467932697,-0.012431121832442125,-0.003627426151495786,-0.18611539602082428,-0.1746719372067119,5.417946397715136,0.34183851616522304,0.11031941758984229,-0.025277947200230105,0.6357404529229651,-0.5636666277064388
20,15828.047479666684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8837004443440364,0.0,-0.6997831595090912,0.31511296772440905,0.5262395559478454,0.117500958199663,0.49988052200181443,0.1879651481649539,0.11930821609825903,-14.425599117379818,-2.120623265066417,-1.182396040275252,0.109944094161747,0.5065025643750654,0.08915532670724985,-2.5864186266223195,-1.3628158432185864,-1.308467504295109,-0.31855023117199227,-0.39950108348536534,-0.19826058892092907,0.25610469805719327,0.24843444947714616,0.3183538115030814,3.622725219348,-2.5332667899852894,-0.6037146297018235,-0.4352094384666544,0.08436893579991267,0.29245323811838586,0.0,-0.3428379183448672,-0.011356744107805544,-0.0032538838405409653,-0.1727962723134281,-0.1716086144819509,6.5468086036761335,0.28383938717033436,0.17487499434655313,0.041995167506172784,0.6205549334776882,-0.5815176332526671
21,15730.363773497422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5524401071715053,0.0,-0.49903417623578394,-0.1120129305043186,0.3699820890818814,-0.12383702335781197,0.044321384855406154,0.051581258372045996,0.23517013785085272,-15.291202564197464,-1.6489688098060369,-0.9523271316472468,-0.6287475653705195,0.38222594588554576,-0.1316108489374226,-2.4037868165757326,-1.243478689776383,-1.255079584610049,-0.3777954952723961,-0.22110585477496583,-0.3900963722268021,0.23784028148923902,0.20827458025970658,0.3198062727081902,3.729612214560412,-2.424506485893041,-0.6263377489149975,-0.42953366781436686,-0.056158751469540885,0.07931653251805004,0.0,-0.24604771807361442,-0.010378439771910185,-0.0029150349897199526,-0.16020534596012012,-0.16745562348487,7.586363865976537,0.23519504523007984,0.2149028321037042,0.1024110611906481,0.4923195646888745,-0.444447523723806
22,15609.914571243604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4045976176756378,0.0,-0.6285664515709464,-0.29027729290499504,0.42300270388085975,-0.3746283024033148,0.10785418232222896,-0.07468971377899486,0.46960124030579686,-15.566749246589122,-1.1506173077871917,-0.578308878005704,-0.7011794583401741,0.36504353888006863,-0.5428761905700091,-2.0054988242418506,-1.1704680148401452,-1.2660381372353815,-0.1530181396948454,-0.14661197400686332,-0.48886624091329434,0.12642902576852055,0.021069832472837807,0.16405818277142595,3.632647958972256,-2.3505546724174566,-0.5504951892713837,-0.3563513788047891,0.018543506139234167,0.11610670442875828,0.0,-0.12861931690664075,-0.010357534548591906,-0.002989985382381089,-0.16139586553754565,-0.16898412436376803,8.579463078212354,0.23433240232984634,0.14011921465248942,0.11443153765648813,0.5950891838608197,-0.5794095884602549
23,15422.72935520807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3082726963445368,0.0,-0.7603370235369695,-0.03127967435710549,0.4172839936909684,-0.26453364485762015,-0.05239419851405211,-0.07918335316853842,0.19334743147487027,-15.454479123941304,-0.7337160228793616,-0.2754988137180825,-0.5422833160493175,0.0951826535794324,-1.013221186982304,-1.2715510178979064,-1.3434008877769816,-1.1242518540240658,-0.10614611752937325,-0.17434854296602048,-0.3223770338784725,-0.2237705452414484,0.001062743495452538,-0.14552842686018344,3.5669055355660935,-2.2375239384087275,-0.5466150195912429,-0.29920347234316935,-0.004784903641100815,0.17749432717972533,0.0,-0.27882716184528133,-0.009625580494395736,-0.002798841689447735,-0.14869781322162168,-0.1655768964685195,10.114180590910347,0.19069420929947456,0.15466222200908256,0.0525331369064195,0.37181264094033123,-0.3539625158937741
24,15173.530393055502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.44501736338307,0.0,-0.3741066023208188,-0.03575586976131748,0.46522695503467487,-0.13634029505631304,0.23066881294724853,-0.20783222036716525,-0.7852293947094802,-14.776345339078322,-0.7448105532762909,-0.05254943595896713,-0.3839155466220566,-0.3455731965092351,-1.105681361283753,-0.3262142303529958,-1.2868330099880627,-0.6613891728883726,-0.2565013147107167,-0.2267443070293557,-0.44906530276745327,-0.2355008345606558,-0.14900432399708555,-0.17762759015227805,3.433620510922217,-2.277329527748088,-0.34314101051072876,-0.060158468587707625,0.025955416558582856,-0.12607714903284387,0.0,-0.3204807940846854,-0.007939977416945205,-0.0021792317049718875,-0.12812915369804498,-0.16115745548390664,12.411657136446314,0.07383584678115362,0.39777346134549063,0.026353232519929243,0.502256766278508,-0.5640570916578604
25,14969.283545125221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3461386912987532,0.0,-0.4269073587422818,-0.05728587685055862,0.7261610203607674,-0.41358317089734753,0.10022240009824304,0.02741334086794034,-1.4605963473965262,-13.593052817894797,-1.1557523859984675,0.22563059238055352,-0.07475803879166959,-0.20106236023302165,-0.3047054278167505,-0.005637231306525214,-1.2865159157743207,-0.8200875859418667,-0.0037172260757336595,-0.13778621989258816,-0.7877002624385574,0.20814294782074494,-0.10721169872883192,0.33447790808755284,3.4477438935632234,-1.9906464622253663,-0.3523135771913779,-0.4156551057159082,-0.003825885244647921,0.08625601404557212,0.0,0.0094039663456712,-0.006869845563420398,-0.0019275345160728594,-0.11632184062576613,-0.15921139449495492,14.650441273564374,0.038229718733376265,0.31130807942689953,0.04600425329852914,0.2988010121183021,-0.3761267143296342
26,14915.323170807736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7971151918678577,0.0,-0.7934002668668434,-0.4669707910022799,0.21690321537246726,-0.20595834757514356,0.017866084182327185,0.2575321777540605,-1.7752967272505735,-12.488827001075755,-1.498646999070631,0.3351733866035042,0.05953225311443486,0.3902929616069997,0.4791096314559429,-0.13377757489563566,-1.6820777918382244,-1.1059709430081837,-0.08113661934414813,-0.15079025009527325,-0.492400990435988,0.4527365787313306,0.04235641095923105,0.6540097939903022,3.289163400741617,-2.2663164945770387,-0.28936638193294495,-0.013811273710882088,-0.11168583507323632,0.2282810509937264,0.0,0.40933473330486475,-0.00644202582615405,-0.0019011962115327045,-0.10441293021659803,-0.15563314236600367,16.353905314376558,0.04079266963185784,0.08737539058396426,0.01812408393706819,0.323767336627322,-0.4257458854682387
27,14850.728866003847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8893651177225488,0.0,-0.8250067905244737,-0.5091659928163037,0.3928884583555427,0.04824889116700262,0.1649212331173534,0.11160576696279137,-1.7081183960935697,-12.0600260543119,-1.5139577966417521,0.15875312633841274,-0.24289164479138128,1.0415712395447134,0.5437480771712049,-0.5036802656529225,-1.8072838733565049,-1.0620730903342899,-0.2443894780173726,-0.2065950883507771,-0.3217853469490015,0.46377280040442853,0.19286991888755928,0.5813169057607944,3.198322515019792,-2.103658949213243,-0.3249208998625769,-0.022750621655908056,0.010515700091377311,0.23217507600089987,0.0,0.43416305567944974,-0.00629770254269008,-0.0018752909703721662,-0.10191050259058022,-0.15586660066819846,16.805953885915176,0.016789437392518754,0.10548576902937695,0.03387469038493918,0.28894312556182855,-0.4042240488567218
28,14817.680175277135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9234218746769239,0.0,-0.7653687464812048,-0.4197759895617817,0.40356146652792607,-0.011054438153138606,0.12901679494509585,0.2736393289678348,-1.6593995311537864,-11.745116403100193,-1.4915391104102589,-0.145877610873849,-0.5024517966118182,1.531455751108154,0.47332977537256066,-0.9342170284381824,-1.8483755762410576,-0.8214207301811777,-0.15887967561579408,-0.34658904348129815,-0.3445670292944698,0.5568738066044268,0.08838116375349718,0.4031554419300293,3.1146542785701232,-2.2095173650209983,-0.20820134554159014,0.006503209264922358,0.015341002211018244,0.42691186013285876,0.0,0.1817797283185592,-0.006157142429971154,-0.0018195766624362905,-0.10003770683769869,-0.15521223428134726,17.04703868455931,-0.007855826747035353,0.20840098370666915,-0.04011344308891178,0.280235866142338,-0.4138736307493479
