Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_speed
0,30282.173678332514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,10.0,0.0,0.0,0.0,0.0
1,29840.517790283462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3624410114744927E-7,0.0,-2.243328233269068E-7,-2.528128018587978E-7,-1.694590904339989E-7,-5.578319431751005E-8,-1.0575652924560793E-7,-6.61559280145031E-8,-1.2611622627387908E-6,-2.982947299187338E-7,-3.000894569892025E-7,-3.735220604761365E-7,-6.493094688438405E-7,-1.621448223586651E-7,-3.9048141447017325E-7,-1.4522118815944E-7,-3.9048722115653606E-7,-6.196927068757606E-8,-9.16823713171007E-8,-1.4420959050658948E-7,-2.3970138124164266E-7,-5.107881564966254E-8,-1.1433376814092613E-7,-4.36776612049666E-8,1.7913084568252408E-6,1.6905775678625764E-7,4.905919538320379E-7,6.444577819032151E-7,9.790851386640734E-7,2.6485333540243935E-7,0.0,2.084032415387679E-7,2.5637978203988944E-4,-0.0026256145522736206,-0.10000074017553802,-0.09997263813488015,10.000000000909187,5.007881833509277E-8,7.89670646006156E-8,-1.8372444239135336E-6,-1.6721938900167724E-6
2,28290.88754987353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6336785360858214E-5,0.0,-1.2198106558015233E-5,-1.4316549709985952E-5,-1.6476748501632243E-5,-4.935027035055446E-6,-1.0101622031479781E-5,-4.547818371239156E-6,-6.834031674531358E-6,-2.2157991965436622E-6,-1.853485386277563E-6,-1.9852185065145163E-6,-3.447800271745052E-6,-5.497654127855861E-7,-2.3144032696128712E-6,-8.701010460119055E-7,-1.924217468180364E-5,-3.6398525049839556E-6,-4.4310323945845E-6,-6.700782185667045E-6,-1.1376828620946395E-5,-2.6045276635359524E-6,-5.632593546037942E-6,-2.0763987918419928E-6,6.461337557969168E-5,5.87705110638622E-6,1.7764578993032265E-5,2.3330291064646633E-5,3.534045910090281E-5,9.54288984938924E-6,0.0,7.5511596283460675E-6,-0.005792340766328083,-0.0036143819223561475,-0.10006293535680766,-0.09900936560771714,10.000000065240643,4.400048408621155E-6,4.222105823058738E-6,-6.649232646866529E-5,-6.0533844167953745E-5
3,24023.860618619008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015308811610849323,0.0,-5.919942491667998E-4,-6.851053955308124E-4,-6.667342749299638E-4,-2.0436722531871584E-4,-4.1147293003730874E-4,-2.0427481436652758E-4,-2.783163313350289E-4,-1.0177506531375704E-4,-7.976551192459674E-5,-7.966068227758601E-5,-1.382471633377194E-4,-1.5341367447334337E-5,-9.89486919476456E-5,-3.791413929142465E-5,-0.001990703708141949,-4.0918511681711924E-4,-4.588001245717233E-4,-6.421085630936282E-4,-0.0011068966874863953,-2.674409940853381E-4,-5.953081851431704E-4,-2.1940789057001896E-4,0.0035772058554411736,3.1834056563994896E-4,9.857067419705278E-4,0.001293945354194892,0.0019578298485280372,5.288534220966636E-4,0.0,4.1863567304707466E-4,-0.006842628350830083,-0.0037842676143279032,-0.12374405103007881,-0.04547091951788641,10.000019370893867,0.0017714866441229816,0.0010020535500429853,-0.0036418515518142187,-0.0033155597660845092
4,22585.126127824446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03609331384908172,0.0,-0.01509182854182351,-0.01719243117518778,-0.014995962529118462,-0.004766941574097086,-0.00951767619993595,-0.0050360047273762054,-0.007508032031995038,-0.002810135273768298,-0.0021781242299474288,-0.002141637349700099,-0.003709635963168485,-3.649142302589504E-4,-0.002712942212015988,-0.0010431154407244605,-0.033214647258582274,-0.005700270905171131,-0.007839981597039893,-0.01159639995224374,-0.01944412420704913,-0.004417363140088246,-0.009794010143196146,-0.0036205024623069586,0.0645530077788283,0.0013275061602519187,0.01916218739922875,0.025350436974736174,0.03622955966390448,0.009983436976458572,0.0,0.007731375080442131,-0.016063926191417905,-0.005371278141094303,-0.27934934537657496,-0.09923627095873899,10.000307032809738,0.02924974746650566,0.01859165663876969,0.00327837124064747,0.006350222806926962
5,21110.25092650015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41639931736871816,0.0,-0.17133960399651024,-0.19361429855184412,-0.17122182576520814,-0.05489765295687609,-0.10984899327889525,-0.057817015213559114,-0.05921567559846158,-0.026212469137445963,-0.0185426801784789,-0.017595940922416908,-0.027996491874095968,4.599287543407539E-4,-0.024735948517458115,-0.0096139734982733,-0.34496701846730077,-0.0546275226000086,-0.08279570284687959,-0.12238941677022523,-0.19946993864100038,-0.046479390638330356,-0.10015552924996098,-0.03588833464120799,0.6904848205781083,0.006260223811961535,0.20685924882156184,0.27276672856133516,0.3847855295213224,0.1072095737647352,0.0,0.08254056524587294,-0.029815489209186495,-0.00782797118875449,-0.44378418252051044,-0.19560302196883184,10.007047240711305,0.7522694242824937,0.42850864069132677,0.016897656108267076,0.06092926122996063
6,17813.577481729393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.191062844363759,0.0,-0.4863869011602273,-0.5405766648033338,-0.4559155901630231,-0.1589197018617061,-0.3054581165444793,-0.16214871811229936,-0.12343516650662492,-0.06460027916888428,-0.04381217551720781,-0.03362589917161586,-0.053399863562041266,0.010773376442752808,-0.060295703922099556,-0.02371793671419286,-0.7883550626914722,-0.12707023872783213,-0.18389198971789622,-0.28460068188416127,-0.44530454913649764,-0.10240962877545995,-0.22906876753560995,-0.08437633661420828,1.91035247016337,-0.0045259585393371046,0.5750898859637616,0.7485153190393609,1.016391062381299,0.29197789528093876,0.0,0.23276997005028527,-0.01783713739722201,-0.006003788383416402,-0.26736389461518073,-0.18231207158845816,10.004810635985711,0.4791030370479363,0.3365546337382199,0.09139063044950922,0.1654701374763315
7,17491.787527966597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5184822967612546,0.0,-0.5901774311521066,-0.5018108498749105,0.3120945041241051,-0.06496729749375794,0.02985688676229631,-0.11101960414356218,-0.3065553705977979,-0.2064567264177249,-0.1041831543039109,-0.07362444084249034,-0.11485369457824557,0.043149398087888306,-0.16590819036752175,-0.06527614701743123,-1.2776534845908025,-0.34171259550531596,-0.226820976612703,-0.3898663493400905,-0.5133518293614777,-0.14304118079507877,-0.3694741870228973,-0.13330468182490318,2.8017395534007985,-0.29996458400998627,0.8803108997015089,1.0435647412883098,1.0360434587660101,0.38480084343063303,0.0,0.3845161125197829,-0.015640746449237967,-0.005242265084513378,-0.17942709037574178,-0.1710660934555491,10.010234335297518,0.4919428466682128,0.08375511123055401,0.15564862116703965,0.2645068491751301
8,17162.48977081456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5643290571889636,0.0,-0.9118910502599105,-0.6743056981919485,0.8247010509427819,-0.049574336682626105,0.1422066997296566,-0.13547373902361362,-0.43604230714020364,-0.3798785611326183,-0.16481858652805348,-0.09661593070825436,-0.1250526773268251,0.11547707889066208,-0.28840236978077005,-0.11489682173926626,-1.0108911835005239,-0.4084745103750947,-0.07613600344153176,-0.22907780736696148,-0.04117725659437488,-0.06051342128173259,-0.2498462431341733,-0.10906369191311269,3.4130398967025974,-0.7256080541050048,1.0750269557760184,1.1391440997587803,0.6837049425621008,0.4099556974425919,0.0,0.5140928386568397,-0.014916732986929125,-0.004962460581009289,-0.18682949792836878,-0.15463921135599104,10.031093367169177,0.7562062032803002,-0.30395886216896423,0.3185844079975726,0.4039924537257302
9,16963.851892092473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7812190036076601,0.0,-1.2324758413473476,-0.8483060392120368,1.241093752712958,-0.01739481633603847,0.15718841848573445,-0.15210394480523132,-0.6396934769708924,-0.6504738954738543,-0.2636689829896936,-0.13365452150019297,-0.1263549547744997,0.22422437175590101,-0.4707729071046025,-0.19332767313937393,-1.0247027387986845,-0.5322098429960487,0.007986562158809232,-0.13652417106037573,0.01768834890365481,0.01320662529206762,-0.19216512250528983,-0.11584392164969452,3.7445885622928503,-1.2036002029840218,1.0462580852459407,0.9247920303696603,0.1933663393246265,0.35450692793316885,0.0,0.5965017528947507,-0.014752265940055553,-0.004809724237649271,-0.18974641766040165,-0.16369095907362838,10.0527253330436,0.5692771970419359,0.07586825668610803,0.25770480392660944,0.30329296080727974
