Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_bike_stressLink_e,g_walk_vgvi,g_walk_speed
59,13639.359299718188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.141182674996647,0.0,-0.711832957822107,-0.43265142727174294,0.7150708467755083,0.19854281280121655,0.15655916431136346,0.11382045809930127,-1.507121007572144,-2.3311702541865063,-0.8681771706302308,-0.5448619861831463,0.32565243525321735,0.6083646604458385,-0.4006246392861225,-0.5870242973651709,-1.670255420132743,-0.6624914303344932,-0.1838450176244068,-0.7134430884421811,-0.01994209812573808,0.40986126815585183,-0.1373860642920445,-0.48043676497352994,2.9061299232927262,-2.0624705753826755,-0.2433465175429562,-0.23157599473180485,0.25230977912734326,0.2519178167512338,0.0,0.18077724113777763,-0.0028088311161038144,-7.100411829095113E-4,-0.09002591186797942,-0.07927874280915856,3.8954422569785385,-0.4455641604932867,0.6893366762497287,0.8320367200595788,-0.036808809396343095,0.21068043257255303,0.45430292448257703
60,13637.190391239665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1308592412836473,0.0,-0.7021032015904922,-0.42439118207140836,0.7138770088899924,0.19637364549848027,0.1493028033452737,0.1098701102525277,-1.510180115007641,-2.376181913640209,-0.8865766450516847,-0.5570968103411665,0.33244417845477336,0.6274718441130537,-0.37197990955786286,-0.6198542266867768,-1.6724108283145407,-0.6349990160195237,-0.18554224912088707,-0.7168513945593984,-0.02015806633875148,0.4256988241432182,-0.158786925323125,-0.4497448632909588,2.891741273768075,-2.03520962562275,-0.21967577298823499,-0.20997580618088013,0.25238838350244674,0.25581609315229686,0.0,0.19513309119806635,-0.0027291622591283297,-6.90246743796537E-4,-0.0889973229911638,-0.07706217309321019,3.3202591176830345,-0.43980633559868376,0.6872641981580836,0.8640671317809138,-0.03913750475814045,0.23798514076286553,0.47409609746608816
61,13633.570230204898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1208396359159396,0.0,-0.6975302631437786,-0.4170966179028112,0.703405839283974,0.19382109239443523,0.14126440570089877,0.1080373340717415,-1.4737274223553902,-2.424485211289377,-0.8810194940900187,-0.5673103466592129,0.3131155080284669,0.6294053247464988,-0.38200395328226705,-0.6443935887521002,-1.6833423196645707,-0.5298444484086349,-0.18525740908061467,-0.7196583342418513,-0.020020512992476484,0.4481069504299883,-0.19619673952333316,-0.432635043645962,2.868736532773562,-2.0049387430090153,-0.2037581010818994,-0.19753967960741056,0.24955223707949026,0.25597257122852196,0.0,0.20577234839533856,-0.002756739717108125,-7.036220935696188E-4,-0.0903026034894783,-0.06941057726151331,0.7895202942084993,-0.40919096806220706,0.6792644911539452,1.0080476623368062,-0.047457625211460935,0.3709786199447226,0.5389583254431121
62,13631.457089659541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.122114123878616,0.0,-0.698139693321284,-0.4164465321433101,0.7044754472934494,0.19635074294631677,0.14569542398015198,0.10845240010472977,-1.4662756655895577,-2.429662014132358,-0.9052406112583613,-0.5643194260733597,0.3222660892806628,0.6315313484830513,-0.3741905354808647,-0.6328479152745262,-1.6877298046175806,-0.5422978875134129,-0.1924620778573104,-0.7240732652453131,-0.012302249321179876,0.458107586131079,-0.19647949147550198,-0.4182693186659888,2.868888440187356,-2.012207651066427,-0.20813651647393946,-0.19974950540408606,0.2538706552977265,0.25899948773532333,0.0,0.20253176311429621,-0.002818747747489548,-7.208480041321439E-4,-0.0910005902427776,-0.07123642155219556,0.8673281631213752,-0.4009889102513936,0.6679093355280755,0.999228841030219,-0.05023748098853782,0.3692333353359354,0.5163392492195642
63,13629.328941702972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1261269106183653,0.0,-0.6985401161504584,-0.4146666437455025,0.7097550900119698,0.2012304187840855,0.15259711029658699,0.10983891575885271,-1.4621783179370798,-2.432365861807561,-0.9247570640968579,-0.5731873853927237,0.3254207245684386,0.6309679327123705,-0.37704673531160376,-0.6066432679684324,-1.6880782980001972,-0.5118120804481839,-0.20698223358065823,-0.742472579368235,-3.414009793561157E-4,0.47436919655204157,-0.19321132316052167,-0.4125907250191997,2.8707817341018775,-2.021432949106456,-0.2150518464188213,-0.20201860033641583,0.26030366336598787,0.26710687006666795,0.0,0.19675974602531693,-0.0028751741240908325,-7.336931720067693E-4,-0.09238609255113935,-0.06901119419070377,-0.31564924476596046,-0.38092161540385105,0.6575513821558846,1.0810793687206164,-0.05622940881325833,0.41460450577100816,0.5672418265458044
64,13628.349113912971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1272491112410667,0.0,-0.6987593407732151,-0.41531012401403294,0.707923818790816,0.20064335430966007,0.15077410354700893,0.10955389732832756,-1.4547861697914002,-2.4313210501652067,-0.916102467773162,-0.5686211304788631,0.32206603197893485,0.6292301974530341,-0.3848694799750142,-0.6124181516324269,-1.6910742259000857,-0.4805051661499467,-0.2088210114922028,-0.7465705513746198,0.008129908433549346,0.47218166103395326,-0.19999666708027836,-0.4066560363001952,2.8724625506721444,-2.0199062257582363,-0.21537122825919958,-0.2041400760068882,0.2574425561680538,0.26456503184440305,0.0,0.19793530504146245,-0.0028915140243013678,-7.404897971509832E-4,-0.0930364407357357,-0.06723622552533241,-1.0260593324009557,-0.3753511224372959,0.6596090624633542,1.144802934378184,-0.057931661503478234,0.4535382096240296,0.5945656629566073
65,13627.692771848884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1281324190511939,0.0,-0.6995955944442815,-0.4159227068771616,0.7092314304688883,0.20129301951087114,0.15208802412980382,0.10964859682075676,-1.459074971470877,-2.4275310029636423,-0.9158533580615063,-0.5720927776188011,0.3216810203490047,0.626998123606426,-0.38493654289402573,-0.607551303800473,-1.688662725987771,-0.46477678423887087,-0.2097333467070286,-0.7490377067715769,0.00896529019021981,0.4713956981729974,-0.19906933724327436,-0.40555398515139984,2.874924624959864,-2.0210001103733704,-0.21750748152311647,-0.20593685865630576,0.25882836971393297,0.26546398723122117,0.0,0.19691760326495952,-0.002881242712834499,-7.361244955852083E-4,-0.09318669338992475,-0.06624113312939046,-1.3089445622039748,-0.3737043557858413,0.6594046986691655,1.186430232086218,-0.05771762579716702,0.47168571668514064,0.6180301767204347
66,13625.00639607674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1306407876170212,0.0,-0.7052952609544167,-0.42275197509123796,0.706661680542224,0.1981208746463261,0.15058281046190328,0.10916660112783573,-1.4724342192829851,-2.4082990002875095,-0.9018410606017939,-0.5577914837916796,0.31766996552454246,0.6204684821741483,-0.3881496417684599,-0.6215312289475785,-1.6854367101172882,-0.33531995883261145,-0.2045679236054391,-0.7380742053212395,0.009901877509252904,0.4466999667556599,-0.213367639282955,-0.38660704947071783,2.8889839629626284,-2.0170775447938585,-0.22588693074940275,-0.21788293301516015,0.24770483347894348,0.25630600151307265,0.0,0.195056642844528,-0.0028417296430577523,-7.249342128784367E-4,-0.09438191840193035,-0.05947554726630344,-2.5495400020601733,-0.3785115298867027,0.6632281324644351,1.4862109514367783,-0.04800744076596354,0.6299292198352334,0.7379097911783863
67,13623.215765249843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1322651536792976,0.0,-0.7096195605780681,-0.42661096533457576,0.7076742781351293,0.20079568371420775,0.15265571179258852,0.10756233888014342,-1.4804866251095694,-2.393333699050531,-0.8705665990908312,-0.5710195845316252,0.3029420942743457,0.6065390952266723,-0.40950420421766676,-0.6089276633843865,-1.6753867756714864,-0.30199799459532395,-0.19905041736969215,-0.7255804231203994,0.0022426414280683465,0.43676422034608375,-0.21257736869540172,-0.371976340801561,2.900639940283684,-2.019133610788367,-0.23123650234643475,-0.22407437224518673,0.24695111285490817,0.25590594582236753,0.0,0.19232064487001294,-0.002786979333637505,-7.056506931413156E-4,-0.09418525211547005,-0.05868162058903175,-1.7073985316443185,-0.3971950800284203,0.6605775580108609,1.6126439992521453,-0.037917402738916944,0.6765115664165531,0.7760787963703605
68,13621.70940187499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1337697993375773,0.0,-0.7079241895459002,-0.42533767513063186,0.7117580658478838,0.20169545213753837,0.15817428139034753,0.10898098876648601,-1.508087499635385,-2.396415818636939,-0.9053382674355556,-0.5660376310754645,0.3286026330023263,0.6180189941528499,-0.3703364371408485,-0.6100717557070778,-1.6692452470803636,-0.22178320914702215,-0.1951574176214701,-0.7218180878347135,-0.005765129017096906,0.44168025637545755,-0.20588936259804785,-0.37720905987408493,2.8994894033334853,-2.017540055361723,-0.232635878807352,-0.22444363437869563,0.2549609136699789,0.25875898541583914,0.0,0.18741742096222216,-0.002756600506662821,-6.936504618680666E-4,-0.09458527258741103,-0.054698580878277205,-1.34396330200614,-0.4083788727810639,0.6507169929029077,1.8281311993626765,-0.03327512912998418,0.7902450464438175,0.8498772089468223
69,13620.6139578661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1317039371468733,0.0,-0.7032012168693266,-0.42079686066040406,0.7116085715654148,0.19977720584246905,0.15689252424231123,0.10948002987369419,-1.5033467231157678,-2.4187556269557358,-0.9249157757517186,-0.55935476650783,0.3350441633804696,0.6326444318667973,-0.35739805960545074,-0.6171071889150224,-1.6748017695986004,-0.17755962670023068,-0.1925646635663049,-0.7171932991654897,-0.0106988400448613,0.4537651513654227,-0.20497820784077356,-0.38982855196111255,2.889847070385385,-2.01096493777709,-0.2250704332129621,-0.21629616486031344,0.2530313122758185,0.26077582626389634,0.0,0.1886220629738024,-0.002776784289993329,-7.019886983408904E-4,-0.09468819695998452,-0.05333460732715783,-0.255100551532365,-0.42017505226971036,0.6380449586452815,1.9333085070535527,-0.03361157460126736,0.8522697651097736,0.8679581267327693
70,13620.270268173119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1312372570939153,0.0,-0.7024590881954094,-0.41939264835639284,0.7106813050440604,0.2005817119871258,0.15589627712624038,0.10993223227956489,-1.4911636523655578,-2.4237982549787063,-0.9087625966409972,-0.5692716995174345,0.3247730115444015,0.6256675698178162,-0.37432608921409977,-0.6133374147884311,-1.6749966143115917,-0.17330309257405865,-0.1930737587819064,-0.7200783016077767,-0.014521230653611996,0.4592205792400175,-0.2045992838572567,-0.3968269835693829,2.8860698623619867,-2.009462608511369,-0.22338499875315543,-0.21501001540675754,0.25446913602927274,0.2621957664209462,0.0,0.18991695940713244,-0.0027765946183796967,-7.02800435743414E-4,-0.09430539720343435,-0.05339534689872956,0.4304402904688105,-0.4248712848344269,0.632215058473242,1.9409465453903667,-0.03682649018101674,0.8604800706327602,0.8619836233195652
71,13620.268982760736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.131240991484491,0.0,-0.7024535905124554,-0.4193902657241891,0.7106839095855549,0.20057201871161096,0.1558929071363363,0.10993607585372459,-1.491149714217631,-2.4238193147040237,-0.9088028283023433,-0.569242258812198,0.3247740751487093,0.6256859377481233,-0.374312726300525,-0.6133365495241129,-1.6749937672616084,-0.17301497439685656,-0.19306985233130874,-0.7201041800862612,-0.014556149917044575,0.4592253312222528,-0.20458728372908894,-0.3968686153395322,2.8860704090748444,-2.009449946228118,-0.22337861799838848,-0.21500742731823116,0.2544519236527773,0.2621935694811215,0.0,0.1899110948702759,-0.002776626399868107,-7.02816167986514E-4,-0.0943045198056353,-0.0533845601094488,0.4361090416052953,-0.42492438273233624,0.6321425785798594,1.9416458272692636,-0.03684984998577812,0.8608816588744171,0.8621614427545764
72,13619.735556844766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133660834859369,0.0,-0.6993490818331924,-0.41703088309068365,0.7122331109181151,0.19829756030513454,0.15555456875301238,0.11244457691278803,-1.4834893220473704,-2.4340420037363093,-0.9334817983074385,-0.5582647880560095,0.33231152126298785,0.6329391944796857,-0.3649156314035478,-0.6110326537066748,-1.675970598970189,-0.1026792349179961,-0.19300341733636944,-0.7369439018099359,-0.031077125904774502,0.4660687690777189,-0.19297180809881165,-0.4171119515638344,2.8835736414800355,-2.008520948718159,-0.2215583565939936,-0.2132511894638947,0.25397169190156177,0.26302767112037206,0.0,0.1880479913153777,-0.0028004516287379235,-7.124598848144325E-4,-0.09313470135309505,-0.05123799746012954,3.096011447103804,-0.4393769075645005,0.5975167082010725,2.1092594236786515,-0.05239791176252534,0.9644148297875488,0.8942166329992632
73,13619.708065218661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.131855392957552,0.0,-0.7006914909072296,-0.41670784407415196,0.7109810049262346,0.200433094110285,0.15295841672794447,0.11230879117251547,-1.4608722200045767,-2.44001251620818,-0.8988684253173718,-0.5795127163851627,0.3071428097568708,0.6189041646565674,-0.40156379388624686,-0.6062559636140711,-1.6816568970912604,-0.03220218508635207,-0.1913098597996153,-0.7329137026264657,-0.0568066064909106,0.4745722825894128,-0.1931665523600048,-0.41045052790603503,2.8819412274861747,-2.001317711829633,-0.220061770653397,-0.21270735366628124,0.25110156404238576,0.26579326490122124,0.0,0.19043889809151962,-0.002785177566959413,-7.088873277823338E-4,-0.090997755519406,-0.049146833320946645,5.88125676763933,-0.45681099452191143,0.5610636153062437,2.264744286911584,-0.0585721802253808,1.0581843994615416,0.924821543591496
74,13619.494501204124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1324056846914314,0.0,-0.6999078946330862,-0.4170363354053638,0.7112301986077098,0.19915296341263716,0.15380981658915452,0.11289883324687934,-1.472031731594993,-2.435104184171921,-0.9186316917661064,-0.5679553081380978,0.319861493288503,0.626576973557423,-0.3817364580152297,-0.6083222597778075,-1.6791451973953053,-0.06578986276958687,-0.1935873885392839,-0.7387339636305573,-0.05570805593756844,0.4696813038013999,-0.19080599462258713,-0.41042941057783294,2.8830809101592307,-2.004538670627267,-0.221167917890089,-0.21342983627400247,0.25161403517364994,0.26455067999233595,0.0,0.18927021222374438,-0.0027943956542441865,-7.111686748900102E-4,-0.0909196696761765,-0.050263812819163735,5.7195706316349275,-0.4529284401576607,0.5653658748853981,2.199296925001009,-0.06042335221543867,1.021144774937719,0.9077086095682595
75,13619.338193062305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.132438715906597,0.0,-0.6998703147975053,-0.41704670222201434,0.7110705290861075,0.19947972485162743,0.15395864151579394,0.11295362080086624,-1.4735641920493494,-2.4344927069963416,-0.917775695179743,-0.5680163564960747,0.3205008513853736,0.6266513394979634,-0.3815577215826652,-0.6082715071541049,-1.6781446529027444,-0.06555602596820899,-0.19404616206044692,-0.7405505985287911,-0.058525123496969964,0.4692728990481628,-0.19071458097944713,-0.40804602086346875,2.883190825573836,-2.0047140670408257,-0.22148437377954755,-0.2137261373877651,0.25184201917239707,0.2646177176010764,0.0,0.18921365773912607,-0.0027906538106099695,-7.099307030585452E-4,-0.09062305378881258,-0.05012802781239278,5.931113074202725,-0.45317652348949977,0.56213182762109,2.207963936240201,-0.06158767291801085,1.0258368779751927,0.9110991331154253
76,13619.292992194336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1324123355728,0.0,-0.6998396980857216,-0.4170744971297248,0.7109316461263965,0.1996679171987916,0.15403609593189915,0.11295148377391774,-1.4746217205530114,-2.4339876571541037,-0.9171194142112827,-0.568041049220727,0.3207952507973415,0.626728334604867,-0.3814419198353275,-0.6081429245305767,-1.6773896883875874,-0.0653433867150958,-0.19420413916025997,-0.7422126838205703,-0.06100131109020132,0.4689426214358007,-0.19066034676943885,-0.4062478536202932,2.883297880797427,-2.0047843491496793,-0.22164331766288595,-0.21393869717374583,0.2518662155698722,0.2646624355127791,0.0,0.18918207667577888,-0.0027879884448539166,-7.090422191135914E-4,-0.09037553967515115,-0.05001971640447101,6.107073119910734,-0.4532048441346154,0.5592743064252925,2.2148718636669464,-0.06279525529845666,1.0296647125218157,0.9138431100546613
77,13618.957111668144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1311494337989365,0.0,-0.701324661248552,-0.4183628009895543,0.7085287245995209,0.20296897353117285,0.1548977571989658,0.11014971038879212,-1.4901079730753632,-2.422443695535514,-0.8993124803624045,-0.566611903323458,0.32152330981880384,0.6270121164901155,-0.38434927950198133,-0.6085961011040004,-1.671139400505848,-0.09887677860220166,-0.1937397471425717,-0.7556108841483046,-0.08975048823413032,0.4631950288419408,-0.19469696933900638,-0.3687595831684977,2.886373325110076,-2.0066638594742683,-0.22285639262233897,-0.21666343754822207,0.2502022258091793,0.2640743184060249,0.0,0.18967872953122986,-0.0027462016359284533,-6.951714851261276E-4,-0.086777581960919,-0.049251785354342104,7.358002704306763,-0.43898240718353393,0.5272025190618869,2.2430071177499813,-0.07459957785882163,1.0430050574417535,0.9437420198773464
78,13618.786276779532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1289712335616189,0.0,-0.7036949704317185,-0.4197019482380123,0.7069974177770372,0.20323672588731292,0.15466700369901387,0.10664463547754585,-1.4938635990212952,-2.4145545588626116,-0.8998678436184303,-0.5621574308206316,0.3202560219627575,0.6284979394572456,-0.38166818225738447,-0.6121787705887455,-1.6799393469999095,-0.12321898286733188,-0.18711932885772545,-0.7436806693040405,-0.11737848677442618,0.4612149838887604,-0.19698217252700448,-0.3500970306813984,2.88847695565456,-2.0066998998366357,-0.22275343191714567,-0.21730763308734063,0.24747058997247573,0.2627480259056271,0.0,0.1902722744057283,-0.0027402232157297253,-6.925018361880901E-4,-0.083051396615257,-0.048720021001433356,8.69399723824641,-0.4245248899021392,0.4927308354202136,2.269039113900761,-0.07797998617223159,1.0551556698528404,0.9705843065998211
79,13618.782291187686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.129023157649666,0.0,-0.7035813518340177,-0.41967134166247133,0.707021713797522,0.20327272670598345,0.1547009285326499,0.1068249325518786,-1.4937224393359145,-2.4146822680624638,-0.8999238424568385,-0.5623112464722972,0.32044314476107755,0.6284674683172439,-0.3819018328865275,-0.6120875366967017,-1.6802023913447965,-0.12367409474453163,-0.1872639407073183,-0.7431893369437146,-0.11668905186727052,0.4613950092512284,-0.19679389536499514,-0.35116534737575344,2.8882849552762297,-2.0067717936664686,-0.22280568784692772,-0.21722153799675495,0.24766550823203057,0.26283841553499615,0.0,0.19023787411471224,-0.002740571835717186,-6.92619907061613E-4,-0.08308234106042653,-0.0487437858845199,8.651372994762884,-0.42441310128814086,0.49340923828667527,2.267415065404706,-0.0774918044577717,1.0541691579250536,0.9700345581236485
80,13618.720036209854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1293467207146681,0.0,-0.7006662555259298,-0.41942117596931633,0.707397641969769,0.2030344804485767,0.15492312639189942,0.1119228568819971,-1.4854014884173286,-2.4169616936044003,-0.9061028162441073,-0.5652463062413183,0.32287106724821035,0.6271893443252345,-0.38685544108200254,-0.6086453665409988,-1.697258610624841,-0.1429325737148295,-0.19000514989899914,-0.709965273978206,-0.1036912169464424,0.46711508131254886,-0.19033273493309438,-0.3898767574329112,2.881939940190543,-2.00774681033345,-0.22292935845530415,-0.21388275640403842,0.251542603030485,0.26528713923638597,0.0,0.18946480963987863,-0.002758851644274468,-6.987296781758127E-4,-0.08250312562490786,-0.04920733633852873,7.52777722663982,-0.4130445924310444,0.5038272807792894,2.233331018277318,-0.05352712621016674,1.0330585464978503,0.9616446841245
81,13617.968532464844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.128702811583913,0.0,-0.6989632233299335,-0.4198651150520574,0.7071627641338829,0.20177451503336843,0.15357861848298318,0.11403231294153689,-1.4774791401309473,-2.417223467045778,-0.9078196781399972,-0.566363121604077,0.32163482950016425,0.6256173180380239,-0.3869620476375771,-0.6070284075471898,-1.7062211747456346,-0.16538918508127554,-0.19371847249726262,-0.6896809250778062,-0.09263390873128641,0.4677602459300453,-0.19010294104663175,-0.40911969890871586,2.878340524535826,-2.007298662706959,-0.2212538914014188,-0.21228961626032788,0.2523414096470973,0.26552661539919364,0.0,0.19011857360374382,-0.0027781808936491177,-7.051539297706E-4,-0.08178578142226996,-0.04948397725854127,6.184476800397076,-0.3971906460754955,0.5178662746491517,2.2096549721840244,-0.031609476985159105,1.021855207905988,0.9535343532963851
82,13617.556867193485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1285594927095046,0.0,-0.6990685744163607,-0.4200132168283879,0.7073135640646985,0.2015388911017043,0.15320180334731412,0.1127373257323161,-1.4784566273884827,-2.4159261422941487,-0.9063033816531407,-0.5660258806585967,0.32155795903150186,0.626780437397086,-0.38606972831199426,-0.6069644485416155,-1.7029869954412298,-0.16783543181041197,-0.19319201112888926,-0.7016667069780705,-0.08836215493361561,0.4657107029422733,-0.1911437090422352,-0.4033295691708833,2.8792345559064016,-2.00787007620743,-0.22141695456051608,-0.21339875314932372,0.25183375409829045,0.26514566211484714,0.0,0.19003081638706987,-0.002780593669023451,-7.0564313848094E-4,-0.0816465353487083,-0.0493880619357102,5.7949820816024324,-0.3915125134722498,0.5262672940482881,2.2168789925488848,-0.032976897729072155,1.0300953577807523,0.9505325495406473
83,13617.162564042319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.128934973182834,0.0,-0.7010806781041168,-0.4189746314828661,0.7080054104027754,0.20204255313409705,0.15313523818146307,0.10784721878138064,-1.4848634479378195,-2.4149395911411324,-0.9037070334832878,-0.5638639014045108,0.31997078905341636,0.6305016685805043,-0.3841188790806523,-0.6066345076707808,-1.6977299318571106,-0.15260912215206732,-0.18709207403565864,-0.7344141870668393,-0.0813411587988163,0.4618787388625123,-0.19223695828122478,-0.37320251596639814,2.8834679507715975,-2.0103445627419014,-0.22378036653804229,-0.21688307169583887,0.2509911669859544,0.2650350619191136,0.0,0.18951921573787647,-0.0027742931661249065,-7.026712883623973E-4,-0.08111146133610095,-0.04871170941959612,5.4434499545842545,-0.38487428722757794,0.5499567317220341,2.2794419011650566,-0.043344652044637576,1.0709219640567205,0.9543344377522445
84,13616.871218920664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.129353320249591,0.0,-0.7021812909371323,-0.41779312718466716,0.7081553820537285,0.20259698363211587,0.15368369462500847,0.10663382752042712,-1.4879610228835123,-2.4149356444645926,-0.9022957162313854,-0.5632298348908799,0.31836722674022455,0.6309285310594127,-0.3839377518162438,-0.605488477495639,-1.6964753229040717,-0.13831600621896942,-0.18282073420722034,-0.7486209049504035,-0.08208454945325797,0.4619871382593902,-0.18984878490038234,-0.35714488233892305,2.8865363684018135,-2.0126877993096772,-0.22554304636321715,-0.2188483543551425,0.25026627169430093,0.2658025054087437,0.0,0.18847387437820126,-0.0027656410886160907,-6.998390319120186E-4,-0.08021932401182749,-0.04795372331497943,5.381074489340051,-0.37764766211859924,0.5685337083899888,2.351663099137685,-0.05027705230899609,1.1195332708325767,0.9584899328147247
85,13616.726537575987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1295242011663655,0.0,-0.7022945958049777,-0.41681614430008157,0.7078871762492472,0.20309311944961136,0.15377348732928414,0.10720144540353847,-1.4919796460323964,-2.4156847856025245,-0.9018059221748136,-0.5625535726580351,0.31589947344401165,0.6316485802718108,-0.38418995180784055,-0.6044548876789949,-1.696496669016772,-0.1276836388652319,-0.18235055451083013,-0.7517347218518297,-0.08847523078910749,0.4643658333693881,-0.18609311686534777,-0.35293351933066897,2.8867976556014963,-2.013137393458944,-0.22613426795946212,-0.21895652677323793,0.24959340676650188,0.26684691003936045,0.0,0.18771679739801675,-0.002754545750362896,-6.958610094203468E-4,-0.07895295251950774,-0.04703636403515001,5.662983528597922,-0.37010604545438297,0.5884241429367002,2.443374206309724,-0.05685016153060537,1.1756467046836732,0.9704210323150383
86,13615.885473613436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1294790745456393,0.0,-0.7016683933343028,-0.4163759679189642,0.7072724029203976,0.20340029361224457,0.1546949616648645,0.10977703350373498,-1.4969155280224689,-2.4188926909112207,-0.9046786847353147,-0.5604120252020115,0.31765308187979824,0.6307824365656876,-0.383555522681269,-0.6032519867657913,-1.6986752582759073,-0.11336952929073935,-0.18614164453384582,-0.739847673104224,-0.09848164334565326,0.4699009748351254,-0.17918986540706278,-0.36794587283869257,2.885498054101347,-2.0135634792946915,-0.22595475416975103,-0.2177561516699888,0.25061785559189975,0.2676343924636865,0.0,0.18600235997336592,-0.0027423150374399634,-6.920007874537458E-4,-0.07630408347593859,-0.04498880457366224,6.109253835170329,-0.34899287358619957,0.6342761944519981,2.6516000256474803,-0.06419126695143579,1.2888758849312805,1.016048663160565
87,13615.378882048493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1278609512466768,0.0,-0.7011499416475799,-0.4173191021301227,0.7071020424899538,0.2010853651606478,0.15275153224770288,0.11283422957628882,-1.4922285921821108,-2.421499395707589,-0.8991016142450124,-0.559544702623314,0.30816609049202714,0.6243432034326414,-0.3878230590224686,-0.6031970720349334,-1.7059063899346898,-0.09777000665803218,-0.19948338404559218,-0.7148401019550512,-0.0886618621462384,0.47802957985792277,-0.17472958764773297,-0.41337775404270916,2.8838866502184524,-2.009841314786641,-0.22085631937439423,-0.21567997418521695,0.24869761588593595,0.26660871705571404,0.0,0.18446895309802713,-0.0027414232244146733,-6.922630502963639E-4,-0.07047115184703175,-0.040778002012259715,6.15676645711412,-0.28907290727924756,0.7965914073905043,3.1464544407982853,-0.07794692701122975,1.550240059882117,1.1191394520058733
88,13614.647378122138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1259635010479108,0.0,-0.7013172320911388,-0.4188315489746979,0.7061146113296998,0.19890603943486332,0.15114719908332744,0.11380051990343354,-1.4830450140575517,-2.4215603797735126,-0.8943214169381059,-0.5620470835062327,0.30154854404694853,0.6171447372769842,-0.3917735285918825,-0.6018525328162938,-1.7042094034177069,-0.1393982382161443,-0.2085731494744843,-0.6940524437590413,-0.0792646469998407,0.4753931346279319,-0.17988322173243518,-0.43938639774224175,2.8837819250125443,-2.0084697413759227,-0.21754485046625904,-0.21405845187241668,0.24751483572220323,0.26454514184300304,0.0,0.18584059412231232,-0.00275224397470776,-6.965417560463248E-4,-0.06997491214119198,-0.041608381864226454,5.844121053228695,-0.27363107749072113,0.8556548701379219,3.1561686995637226,-0.07543521772009121,1.5436561314438908,1.1209696081244012
