Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_grad_c,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed
10,19791.83522019737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5836876410934209,0.0,-1.6611766968692785,-1.2522924322551712,1.067370669535197,-0.1787381234642335,0.05863721241165683,-0.27995194567817616,0.45739208324528713,-0.3706285125800728,-0.032611747587564854,0.19926895251196414,0.42911295992279763,0.4170521026034042,-0.23161208579361958,-0.09262002300284511,-1.283850732287127,-0.5717927330824344,-0.01948713414862116,-0.10857183879539788,0.1277637961533437,-0.01162525917265217,-0.10984019074026562,-0.14831367026031075,4.284404321271538,-1.3049661568992372,1.2795869652135647,1.2440639361828998,0.4503105086615088,0.4579826093823557,0.0,0.6820560625627025,-0.012219900508347615,-0.005553981489239136,-0.17562677101803978,-0.15288294912055406,0.21957162283861098,0.07857148154799354,0.06628283635930443,0.3221803391088629,0.015565880761455347,-0.06527013757082265,0.29411827912385397,0.5956458448769519
11,19643.16313297649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1106392218737664,0.0,-2.161033747386324,-1.430363315413566,1.2728046324780837,-0.1609295695209953,0.0842452682394528,-0.30078140285931576,0.8727531722093986,-0.6442631818506981,-0.0217275959413231,0.36400359075592936,0.7571002677575092,0.7237816512075901,-0.37344983062306225,-0.1493455151215447,-1.756276500180434,-0.8184115576355657,-0.012616421588373117,-0.13461792959482255,0.2989347220002121,0.03555176599116626,-0.13838321178952603,-0.1569462586366519,4.333867771574312,-1.8295587584720934,0.9279458858897442,0.6976041045534834,0.03805544766888541,0.3461166236945279,0.0,0.6775535767196993,-0.014582102931868448,-0.006352420199594959,-0.21041373847529876,-0.1415565784557175,0.3918256097913282,0.15014182058223108,0.11151015280988427,0.327076987907228,0.06923584276862538,-0.0782282869753025,0.5363850226541892,0.6605231457239034
12,19554.892135471193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1386098083273395,0.0,-2.3116742955564833,-1.4105159677376784,1.4089934216475153,-0.12172790223648922,0.15423935132543032,-0.2678247325679541,0.97981234884785,-0.8147012903205377,-0.03321542077904003,0.4100550685062073,0.8466483272534524,0.8531595365359226,-0.4656740888510333,-0.18537857278720632,-2.038715200160539,-0.9164091512219393,-0.03725623735077069,-0.19517994642653383,0.3221224289021758,0.04805180085171682,-0.17035603296462676,-0.16630584360166897,4.397868451295592,-2.0443856072371296,0.7293171660839597,0.47626417083231476,0.052148388201847605,0.3103280819809392,0.0,0.6568376604798984,-0.014726508064032676,-0.006429417328216954,-0.2032856430269447,-0.15209255184004924,0.4756516515347403,0.18546300135855537,0.1326907224572516,0.3025991462898089,0.06651815993979966,-0.12133387186544814,0.4570568600895754,0.552131689170875
13,19451.76708391098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.510256354816909,0.0,-3.277720575043584,-0.8902228169748696,1.869503912025015,0.25062853191486734,0.5260826611169489,0.1843182588797901,1.140775247833168,-2.673343019962032,-0.30349113628781726,0.46157391331135333,1.0543488751919288,1.832612424467741,-1.4881578447419432,-0.5961182085353196,-2.538782205713164,-0.9613691226239713,-0.005400453537724469,-0.32131763492904764,1.4914087324037955,0.41917069627571857,0.3342194948940528,-0.0843989451942242,5.108473022129893,-3.9208068555869113,-1.2390300327104675,-1.063047343851921,1.3957686780278695,0.14801965867271827,0.0,0.3180260626078337,-0.01451705175763078,-0.006202407414785544,-0.20798269594071975,-0.14088257074324345,1.283797393140223,0.5311822774131938,0.33448715288945985,0.20712949096042027,0.26225002642178585,0.02426515312785918,0.43945931209364314,0.7473543617158265
14,19299.340157351988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7625390478091427,0.0,-3.2228769110116566,-0.6887629245602904,1.9181411388955594,0.4224488575565257,0.45476935435834415,0.46337732713848456,0.7177701665085909,-3.7386968258329767,-0.6795780690785402,0.008212589827099936,0.9572584526562451,1.9512437264567988,-1.9788482762981907,-0.8724401925450669,-2.710085594208369,-0.8966463954385768,-0.4168735002163552,-0.33125240343306944,1.6593360332533484,0.5716819382856232,0.3189209397341011,0.06183573129850639,5.358097288877786,-4.4023084905838745,-1.6354414532897814,-1.2208155242701109,0.9814370197261422,0.4992571948077667,0.0,0.033713706630735585,-0.013239273119094484,-0.0055544704012797635,-0.18646084609669075,-0.13899493993496623,1.7813811910847739,0.7582021215197616,0.45074075788196977,0.15245182870497762,0.2802697176451826,0.100168664253962,0.48225918361941494,0.5916839365961539
15,18989.87180835285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0672631253036093,0.0,-2.6442217258244343,-0.596998620327098,1.880203520724392,0.801777791767341,0.6310360011403012,0.7930791446641502,0.8498139115881498,-6.060905362102241,-1.5364496834097798,-0.6219382946705436,1.2871940204785388,2.5502885632481322,-2.920805910307526,-1.4963766375840266,-2.338510759792857,-1.435238261463784,-0.32566749548954865,-0.2878322952747987,1.0513452089015147,0.9106144494073256,0.2721079930605057,0.47127591381876033,5.410807848539679,-4.604017160197283,-1.1678273244121273,-1.5918746708634248,0.8414879983824581,0.6928313133837705,0.0,-0.11237228364973995,-0.01213073368230777,-0.00500403628587031,-0.17196678407924426,-0.13365819862828393,3.0509792161131823,1.3471736324996262,0.7474791682911914,0.2256671685830685,0.13947191016237587,-0.05446390303276226,0.5083383955384408,0.5665734644675902
16,18785.534967101587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.221038958772107,0.0,-2.1666677407217247,-0.63902717528712,1.74959229754267,1.0794117731945816,0.7596140028164806,0.934451382431652,1.1908483141108073,-7.865437893574758,-2.1493895598993107,-1.1505719608442622,1.572772971631207,2.9200370766031294,-3.56013967393784,-1.9755666848322149,-2.1691816778878286,-1.9693652391029564,-0.0404615917554661,-0.5055765391723719,0.7565717782228467,1.052453949619719,0.37423960048384,0.5440669826328597,5.249018512700265,-4.714647451559848,-1.3576732590684963,-1.0126075682125615,0.6669530197095346,0.7312644592845419,0.0,0.058975927529214794,-0.011742507618628384,-0.004778998034670656,-0.16650978884704226,-0.13165020014483797,4.1250561504541725,1.844623475154689,0.991750642659633,0.2523325981268008,0.08714747905695397,-0.155259681002672,0.5340887239872402,0.5252533397434049
17,18506.584898614183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3842323294339325,0.0,-1.8261971822087217,-0.5407557660995351,1.7780824771928585,1.0687993070356852,0.9197494307219224,0.7962377813314753,1.8251088941639653,-9.825666031572565,-2.7884054232764566,-1.7224644024564202,1.378663869934383,2.416487266721802,-3.8173470678846506,-2.443862836998692,-2.2934048838024714,-2.4742201835668904,-0.3590607532756144,-0.43792744295940805,1.0805734877012902,0.9753419179080643,0.5612729019960916,-0.0659141943890944,4.743544191062043,-4.555091587779514,-0.9773188731484368,-0.8542349868358597,0.7852655130162964,0.9640221866081382,0.0,0.8547949807943774,-0.011533080015887253,-0.004580380699560854,-0.16139264517700558,-0.1309230945907616,5.616386937763977,2.538202119823202,1.298448801814248,0.19442317995048233,0.1544175148823264,-0.15877755550784495,0.4426988893612823,0.5973608709724069
18,18219.19962366954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.717398882308498,0.0,-1.6771895119138596,-0.32631010247518427,2.431491691416033,0.8059820490770172,0.7921092675651763,0.6390092433665504,2.531322089615458,-11.72940840737978,-3.1872903800870445,-2.0128461042299177,0.773538381563592,1.491754693680913,-3.5962876954992655,-2.841156814800235,-2.178392805907434,-2.3494674666436213,-0.17000613092621622,-0.867670647885884,1.1869918846262812,1.00075209316638,-0.1334885283654298,-0.24106488606860652,4.32756975587494,-4.208450020865302,-0.7839941792270051,-0.6254191173734787,0.9142420322627641,0.8097743818308869,0.0,0.9686617677023328,-0.011631485238917333,-0.004475111575933963,-0.16261293783596303,-0.12751396759252612,7.364387880269207,3.3697996708827676,1.62063163310264,0.13328313435915942,0.17623079177715845,-0.06960707845855833,0.3199022530533849,0.7650009723625176
19,17875.645645447148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3992913150541795,0.0,-1.5463745445482011,-0.5724052704176896,2.556155403288603,0.7540241132754655,0.09561691016804053,0.5199730244047843,3.0497853311016483,-13.624888006815592,-3.2147950074910816,-1.8946162984792876,0.055230153650901115,0.5856112748367126,-2.87161320545704,-3.176075272536565,-2.2442854082416512,-2.384333016903398,-0.12739728808787715,-0.7381455233770826,1.163263965389001,0.23933496113699948,-0.016299862659863176,-0.1145591416416531,4.21737964660535,-3.932219887879688,-0.5538035770672577,-0.4292274347816051,0.9152439174466863,0.17404241309008572,0.0,0.37328262367514586,-0.011716830350848072,-0.004393630791348142,-0.16265741172153575,-0.1259470780318738,9.41517640242829,4.359041674181246,1.9743644000801082,0.11000343903627356,0.17406451712514326,-0.12020020247489763,0.32471720567669354,0.7819004247898191
20,17415.97103099507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.580669593151905,0.0,-1.4077947646795397,-0.888072039647956,1.6074812077087446,-0.3810328026384795,0.7535214876117268,0.04898386330156512,3.123837273996381,-16.04620233766715,-2.824931517212044,-1.4719210168173755,-0.507456339410413,-0.3910828433740615,-1.4662885452636472,-3.5252142279811505,-2.236277966817246,-2.085243883857488,0.01810876938472092,-0.4349115495214942,1.0470961079250314,-0.26667172346681056,-0.22179970413384492,0.005907037574582011,4.478350770604251,-3.6034725623000368,-0.4280394558421632,-0.3028695812158926,0.5304893471478429,-0.5791157565570197,0.0,-0.2105770611548291,-0.011462959830842516,-0.004169304529674667,-0.1588205113493266,-0.12662346724703497,12.374400599282078,5.819170320757719,2.4342267103609374,0.052425118480786355,0.19565485491560647,-0.11385003015348102,0.46035719370320344,0.6228253524568256
21,17056.45380741866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.996545770092037,0.0,-1.5120211219544721,-0.6555448447017698,1.3554275581200066,-1.1082963634078769,0.37066802711363106,-0.25614922576178784,2.358290810632395,-17.36774111255017,-2.102967086310575,-1.2686492875094493,-0.3173564174470693,-0.7032860955369622,-0.47510994583393906,-3.5623411989611897,-2.04413364451048,-1.4649762663399022,0.33369715052326476,-0.5176241852602019,0.18561373963109018,-0.4393835724215004,0.23144660003096879,-0.4972075795096086,4.746184353806941,-3.1324597469541926,-0.5484643083378573,-0.5398136456529237,0.10774167029438475,-0.8685117778979732,0.0,0.24977056286197596,-0.011026782897946858,-0.0038376942867001155,-0.15126578469710988,-0.12396445859463466,14.631365260258393,6.968250262213454,2.730007735587883,0.08420565657544501,0.016771756894835843,-0.12918383573818903,0.5113977196173364,0.5965279203944461
22,16667.075361496347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3727413692712649,0.0,-1.7395382345482273,-1.135743700379761,1.1168195943382622,-1.0076212792835955,-0.07849160040375402,-0.6139295608120858,1.1985229580851002,-17.684213303265604,-1.185579481103685,-1.1699558509936694,0.10836344807033882,-0.4466878293641905,-0.31656442751193115,-3.206016401556627,-1.7903204097114105,-1.1716133520211134,0.2556443217835979,-0.28959404172365977,-0.03767843251734229,-0.5738025209747198,-0.5038224128767173,-0.6964323057721139,4.299829470080224,-3.1061520304085803,-0.3857641951808429,-0.3754371587113141,0.23310994058700404,-0.733265403744791,0.0,0.6198970207680086,-0.010477157040663473,-0.003432246325041561,-0.14292009464192318,-0.11910514192676315,16.56855106163182,7.987267676931481,2.9157312936592485,0.0627356741879237,-0.01851396650627963,-0.1513826489657456,0.5101010114933588,0.5648916592355805
23,16317.259487704227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0451818278060285,0.0,-1.7232930101278616,-1.028573104633563,1.0731889175257476,-0.732193098282499,-0.06476437236169835,-0.7556701731124396,0.04323142042979744,-17.355796688842727,-0.5496564416126672,-0.6199713538611519,0.5208016322333701,0.17311084383927822,-0.6650289596597087,-2.486113868845518,-1.702797727632369,-1.3339712528859304,0.38394482023571774,-0.3889126810709521,0.40694128366928217,-0.8769473363316594,-0.7710913318903843,-0.7920083004962035,4.186282479129356,-1.790496597076542,-0.2755188168724611,-0.25541687030701593,0.16312871826420083,0.0037811092213144715,0.0,0.3489972214185145,-0.009888014672629208,-0.003028673318152964,-0.13594488309884198,-0.11845223216789103,18.641576066584758,9.108618462304742,3.0482991791421883,0.00401304704133288,0.08828780555083168,-0.18621017467813428,0.6067534789160176,0.49897806675816
24,15992.788952419127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2293604591619076,0.0,-1.3083681322689706,-0.8386535390842718,1.0891474826019147,-0.44316535089845605,0.3643446268115857,-0.5378597713178157,-0.7051586065985669,-16.48197891773699,-0.7340183126603114,-0.014640314305635393,0.4718803892975385,0.6562205301736498,-0.9903209350174567,-1.686656359867936,-1.817260220501215,-1.0862624275507882,-0.06419162207144258,-0.7616477950093483,0.2731433832825353,-0.49116831291267954,-0.2697795839691257,-0.8681937714773789,3.7682250517453557,-1.7059306380183208,0.18932181308500967,0.18074260778590523,0.17636905856046475,-0.18303173870016784,0.0,0.034646544261705214,-0.009918995264313396,-0.002843729109762212,-0.13467695624370613,-0.1172733612881618,20.04233370824141,9.924523577433881,3.0510563890867903,-0.05298350411509979,0.07124302515888818,-0.0719309018393138,0.6131891193855492,0.46202287345319526
25,15767.627879759568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2332268166328815,0.0,-0.7965990652108409,-0.4946747612754297,0.7802038456004388,-0.23785620491988074,0.28149503149881366,0.07384744377360664,-1.0452949425606242,-15.417924734764885,-1.306466776111108,-0.17941243972862125,0.14599087424717705,0.5075514144797091,-0.7982497601812991,-1.1079220602218662,-1.942494091892296,-1.7269223877664621,0.24438547526255727,-0.46149792670813217,0.13931903632006784,0.2617337218763575,-0.22806124612449122,-0.5551749307888895,3.8443616839562718,-1.9499940101540247,0.07448526428167902,0.16834809887824617,0.11941567528628519,-0.155596805909736,0.0,0.2291694395268393,-0.009421336096360304,-0.002588643935001771,-0.1276594847813744,-0.11773831578041723,20.705282913909446,10.396481732973378,2.9435335556656974,-0.026710916506213052,0.05353218770557669,-0.20091691575874657,0.5461624530886217,0.5017024830648757
26,15690.026450589101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2768472790635297,0.0,-0.7533580088857759,-0.38306912295192697,0.7618310299148714,-0.1178641279387762,0.4981855526230976,-0.05859538945251702,-0.9603754158438201,-15.034544130789563,-1.6311632743024276,-0.5218267761402969,0.11788160264027839,0.45680580246117,-0.6420750324207878,-1.0663644931013496,-1.8582587277770475,-1.6966998534115076,0.20922535749058735,-0.39548211829885427,-0.15809084315817676,-0.017511575468174112,-0.10516338349924655,-0.07242010769871288,3.8025683008493183,-2.099510286177911,-0.12814523705766795,0.12096924947009104,0.15754611521463716,0.18530968137799508,0.0,0.3567301894928875,-0.009464948253170869,-0.00259152286261152,-0.12945558856161593,-0.11609062174135971,20.663114472136794,10.479628872280868,2.802586324267739,0.007137628926889662,-0.00671806600436782,-0.2443990555212275,0.4696616950760786,0.597856392284524
27,15556.45799323468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.755805977236917,0.0,-0.95442670732576,-0.6849768974866419,0.4220033361726598,-0.25512720924073207,0.3341544170654942,0.21432085359037933,-0.7078893225764161,-14.744655253792317,-2.451779863124803,-1.2980497181041142,0.36425743230430707,0.7237179115302019,-0.5478962030644093,-1.4934032701995685,-1.8163875913506096,-1.2543854387326132,0.08257810370870852,-0.902058145306925,-0.034576095812033775,-0.2438439589315498,-0.09785347165959828,0.3042099806227688,3.832325595151311,-1.91086346799926,-0.07156795246809997,-0.12769650980653618,0.05899635091809621,0.1718120330304478,0.0,0.5040869322792747,-0.009220458873604868,-0.0025063616355945413,-0.12703298377885766,-0.11631036321096391,19.922665445857714,10.395183288925239,2.329190076254137,-0.035787637955587516,0.03651733201404757,-0.13813614903932225,0.26140407081911127,0.7647713971022275
