Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_23,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_23,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_23,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_23,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_23,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_grad_c,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
110,13609.856765759961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3161151825313888,0.0,-0.44100932425464745,-0.20846074543284848,0.7161873700266574,0.1829439445082377,0.0,0.18160723887207017,0.0,-1.715654969962861,-2.3655989842548415,-0.6838390105249889,-0.18889160317498735,0.3243142821541932,0.6119062427412958,-0.34569797526349416,0.0,-0.46432405433710977,-1.7929439176032054,-0.3053242894877036,-0.10396607325318574,-0.8539686974255686,0.013659529852615865,0.45148243993847237,-0.1852620303387606,0.0,-0.4243019873484454,2.7540938396411034,-1.5660356171580332,0.01822767636073455,-0.41353557223977083,0.2365039628798173,0.2617885861274636,0.0,0.0,0.15431088155318617,-0.0028063645323210262,-7.11659631753016E-4,-0.062170007208645794,-0.04968455307310043,-4.063227521136148,46.43895859368592,59.95177589064446,0.0,0.6095865309553825,1.9910248990466428,0.9814145991471485,0.9128832497026192,1.0921877994605993,-0.21399668702451327
111,13609.7720165087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.315733292073511,0.0,-0.4392747049666507,-0.20921887023651228,0.7159806504829097,0.18339032081206455,0.0,0.18109278186428615,0.0,-1.7110575408325563,-2.3680489811941454,-0.6861488931530759,-0.1878425595244294,0.32564425352118176,0.6088946736141464,-0.3469574372183274,0.0,-0.4683527122745212,-1.7914383170832886,-0.30596221333297746,-0.10521645232857514,-0.8525189841815679,0.014535488966265738,0.45192539903388224,-0.18468338542232934,0.0,-0.42267267291610505,2.751595516076776,-1.5515921027679087,0.016990886445041382,-0.40790113304332615,0.2364895726711507,0.26157754854169746,0.0,0.0,0.1538664378284753,-0.0028215731902521326,-7.168322456206514E-4,-0.0624938255232439,-0.04969072465953128,-3.978246842329598,46.75448750670302,60.30634768873806,0.0,0.6103639048836841,2.0016899984763614,0.9898673181678727,0.9091446363784671,1.1053134460780123,-0.2099364134031269
112,13609.704153371767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3163674360775064,0.0,-0.441609760600683,-0.20818956570539654,0.7164188508497022,0.182849241218069,0.0,0.1818240777441419,0.0,-1.7187763786713326,-2.36490547724443,-0.6828123902265012,-0.18923423805765366,0.32380525139152627,0.6128718124463349,-0.34498560665031874,0.0,-0.46293454394112765,-1.7959426074599936,-0.2960280468884099,-0.10341322845416448,-0.8541789588225602,0.015681023128999612,0.45169760703021544,-0.18566936896157862,0.0,-0.42454375150841156,2.7540769440490434,-1.5677455270188823,0.01852709607209303,-0.4143508269300115,0.2366693136787214,0.26181567151093316,0.0,0.0,0.15420967205273609,-0.002795092296045719,-7.079947908989137E-4,-0.06165587787407978,-0.049252271370569436,-3.8895517517798512,47.40816200396429,61.135716401583544,0.0,0.6143305377816953,2.0255441117461763,1.0009492893562881,0.9185320654121486,1.1023075852593027,-0.21469235936475947
113,13609.661041920452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.315638084703544,0.0,-0.43838731962257416,-0.20966305589467127,0.7160023873623866,0.18365007804653588,0.0,0.18083552334343408,0.0,-1.7095145718415485,-2.3695148126433394,-0.6873898419540325,-0.1871494869942634,0.3263757618631972,0.6073664664831234,-0.34759981751050306,0.0,-0.47037502639096623,-1.7919161113256572,-0.30167406629169086,-0.1058349738543818,-0.851551413161221,0.016353799111574897,0.45234647886319485,-0.1845282352890062,0.0,-0.4218307393230534,2.7499508468699685,-1.5428671442148176,0.01612955430553665,-0.4039517452668175,0.2365657555644325,0.26140605871237715,0.0,0.0,0.15349801895238657,-0.0028258775067451576,-7.183975325250149E-4,-0.06245903263290986,-0.04947877502909635,-3.839888359824485,47.47247275569454,61.16853841378525,0.0,0.6138514642691811,2.028154477725182,1.0066197726232922,0.9086782006330928,1.1195909513842892,-0.20714573023539817
114,13609.534829729895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.315961197030001,0.0,-0.43961587574242866,-0.20908709321982208,0.7162280952074678,0.1833759164681073,0.0,0.18122687437453247,0.0,-1.713897747294237,-2.3677916862074464,-0.6854848532826654,-0.18795006175569948,0.3254003986410414,0.6093886158428774,-0.3463398426879629,0.0,-0.46753493462895906,-1.7949128717910947,-0.2945630990687798,-0.10484920056261016,-0.8524101834657783,0.017507714197827172,0.4523143729305391,-0.1851028192748858,0.0,-0.4226843158944712,2.750963602319421,-1.5505058260665583,0.017019264474805344,-0.40715762056299204,0.23671072255063738,0.2615253896374636,0.0,0.0,0.15366930797104236,-0.0028108420210513547,-7.134184858809386E-4,-0.06193415543972757,-0.049158972256486404,-3.763311784219707,48.0225707267979,61.862168739173285,0.0,0.6173607839831954,2.0489458036352133,1.0163787476981985,0.915277165020427,1.1210581863132836,-0.20956435965332262
115,13609.444660412308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3160600767173571,0.0,-0.4396892544215957,-0.20908440974541917,0.7163283440146628,0.1834091902773847,0.0,0.18127967164788217,0.0,-1.7147684874386862,-2.367848849022782,-0.6854578007247015,-0.18791389127141897,0.3254268719952359,0.6094258434571573,-0.34613514577901255,0.0,-0.46739348155967747,-1.7963087477591866,-0.2897408682340167,-0.10478065129996654,-0.8522135206396078,0.018873627917103543,0.452426988198132,-0.18532217500830164,0.0,-0.42252489562652473,2.7505652375124954,-1.5496162041726786,0.016955802444769415,-0.40624365185612743,0.23683297775287726,0.26147942557920234,0.0,0.0,0.153595335921724,-0.0028072263243684396,-7.122873471797719E-4,-0.06171574443006656,-0.04894490880267831,-3.6702891512696123,48.54859855069214,62.50880366437846,0.0,0.620427823577414,2.069208581650263,1.0267563538885367,0.9185825542828497,1.1279350018876448,-0.20898186587915654
116,13608.920131964687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3178311743332856,0.0,-0.4405354030537552,-0.2084888807423578,0.7187386706452185,0.1833532778843839,0.0,0.1819730624028575,0.0,-1.7311865155500477,-2.3684747900564163,-0.6824970738026305,-0.18934004381860506,0.32311655185532434,0.6093176308570126,-0.34455044896373194,0.0,-0.466154462131845,-1.8200442606232505,-0.2002772414828508,-0.10327631748592389,-0.8496985296002739,0.04509285734699189,0.4551083307073238,-0.18778694552864145,0.0,-0.42145214132833236,2.745272698073153,-1.5281312003979508,0.016343739218836927,-0.40298583989661374,0.23871305351644942,0.261736383542979,0.0,0.0,0.15153745054419465,-0.002741140949287684,-6.910571051249852E-4,-0.05799312309593879,-0.04505081330872172,-2.11834015783254,58.12889762928972,74.35008762197182,0.0,0.6807192625394287,2.448080339452799,1.222420254727071,0.9745620515710056,1.2568774079685587,-0.2045995881168237
117,13608.675054513862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3173086925058919,0.0,-0.4405561804764692,-0.20902104828070658,0.7177481800705771,0.18350450716713496,0.0,0.1817320132303245,0.0,-1.7282898078817317,-2.3678670467635192,-0.6834909051699032,-0.18714334309544708,0.32496642459591174,0.6107750778151401,-0.34477128185006994,0.0,-0.46473283923847464,-1.8137077881331605,-0.22748921276675257,-0.10364047509098283,-0.8492464642232718,0.036381824474303805,0.4538823045769237,-0.18783970853873574,0.0,-0.421557651600335,2.7474183468820623,-1.5396389998796942,0.016044320942216528,-0.3959517126998008,0.23801205259310756,0.26108624262702,0.0,0.0,0.15249763851587433,-0.002753242356828673,-6.951801240656024E-4,-0.05879156831516467,-0.04626706222700391,-2.368143931630916,55.60377577398083,71.20821506284733,0.0,0.6638631026275481,2.353002199440899,1.1746928787473092,0.9523474831279728,1.2196721157192212,-0.1999256297903463
118,13608.633172466207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3173373654288967,0.0,-0.44061652692523867,-0.20846026068084275,0.7181654439284069,0.18329825845410214,0.0,0.1818856695467457,0.0,-1.7292321388484673,-2.3677395813302224,-0.6819617581081684,-0.18898057973461907,0.3232272442050163,0.6093682159292235,-0.3434749723165448,0.0,-0.465676057580205,-1.8166674469795694,-0.21194662520224145,-0.10426917053977139,-0.8492668703510066,0.04258404794511786,0.4543752740450389,-0.18738750755384448,0.0,-0.42098228901253787,2.744384378871609,-1.5299978374425836,0.01668026800420483,-0.3983849601967998,0.238425117759673,0.2615476171482059,0.0,0.0,0.15170075995641685,-0.0027506171590296327,-6.941818608289107E-4,-0.058456463483966055,-0.04553977972647687,-2.209662298893958,57.2648339450944,73.30919036542747,0.0,0.6781234386371039,2.4256036750544943,1.2084534086554855,0.9650292776545236,1.247009441597521,-0.20006797783307426
119,13608.619677989978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3173053840298685,0.0,-0.4403164322050157,-0.2093407024327215,0.717619034471553,0.18370467768190232,0.0,0.181616361060972,0.0,-1.729897761732902,-2.3675058066713968,-0.684340930558066,-0.18584307279073684,0.3267300410761871,0.6107437044394042,-0.34393010649372313,0.0,-0.4646707520650887,-1.8157933163091815,-0.22189895780648533,-0.10350758846877167,-0.8486110009319952,0.03886202104903508,0.45410062133930607,-0.18801189691687367,0.0,-0.4215447232216402,2.746411019952388,-1.537983761396097,0.015570171047220758,-0.38945054862888057,0.23839823129518212,0.2606727726942537,0.0,0.0,0.15268875143966315,-0.002745060081287943,-6.930024087249778E-4,-0.05839869958484895,-0.046041131206273636,-2.1907813774597185,56.389130492997985,72.22555961098088,0.0,0.6727565739440244,2.3985499717381535,1.1912761947340642,0.9577922579006034,1.2319674977360955,-0.1945332296357002
120,13608.558757479055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.317453543759897,0.0,-0.4405366442089728,-0.2088124701612073,0.7181095606982998,0.18345474544861465,0.0,0.1818326457822178,0.0,-1.730207962388622,-2.3678198138484143,-0.68305709362543,-0.1878193421953705,0.32483741144780853,0.6096721263106735,-0.343490131325908,0.0,-0.465418721328269,-1.8178163896671464,-0.21040861070716696,-0.10387781334845568,-0.8487311888093019,0.04322645941882889,0.45431867862287667,-0.18777330438712386,0.0,-0.42118441407906737,2.744946226945741,-1.532248451907782,0.016183804442517682,-0.3938233552472399,0.23862026694293606,0.2611841826064669,0.0,0.0,0.1520453902001559,-0.002745082335963547,-6.926925865471592E-4,-0.05822073812044788,-0.045525598657035565,-2.1101093205691046,57.470665893993896,73.5915078011715,0.0,0.6816472579309723,2.443281937551523,1.2118532000873903,0.9683755494478374,1.248968241927629,-0.19658749598294442
121,13608.526127918394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.317491213410953,0.0,-0.44053658879505303,-0.20879423789569046,0.7182177383733798,0.18339482755662187,0.0,0.18183054683948194,0.0,-1.7306978891660498,-2.367755172062204,-0.682907488763174,-0.18792287933765184,0.32463245327714163,0.6095550512581513,-0.3434188558731339,0.0,-0.46541188982724796,-1.8185488860151802,-0.20688136989361125,-0.10386405852038436,-0.8486059732911229,0.04469534625254902,0.4543948187532959,-0.1877817465768557,0.0,-0.4213747599429553,2.7448666664198407,-1.5316693486940087,0.016157975334578367,-0.39367915827198874,0.2387225829425139,0.2612230789955236,0.0,0.0,0.15200776873934654,-0.002742680456511566,-6.919143846851798E-4,-0.05811514840655019,-0.04539991972582289,-2.0726691103048642,57.7859919686183,74.01483053680433,0.0,0.6861262510591649,2.462808998693586,1.217994061348735,0.9725989079466708,1.2536861786117504,-0.19592673801362684
122,13608.499310019062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3174510381390536,0.0,-0.4404476229485615,-0.2088706970381745,0.7181417004424252,0.1834026319589122,0.0,0.1817647128332714,0.0,-1.7310379362520385,-2.3675761934117308,-0.6829584205097521,-0.1876784941302428,0.3248356309180045,0.6095457559574609,-0.343446694473105,0.0,-0.46539730417979774,-1.8184275447054215,-0.2071394840940189,-0.10380941578399612,-0.848591354523271,0.04472618891785825,0.4544387173951816,-0.18772272452156827,0.0,-0.42166683591858606,2.744736156298402,-1.5318189989210775,0.016112579617233037,-0.392901505098434,0.23869671750497592,0.26121641429998793,0.0,0.0,0.152096357926652,-0.002740922913308163,-6.913976205153764E-4,-0.05810943946746058,-0.04542930505660776,-2.097606189986485,57.68463433359412,73.9241819737449,0.0,0.687952954297214,2.466176018262847,1.216058521487229,0.9738695858229761,1.2530113202006312,-0.1952237270202561
123,13608.47706804337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3175814058907767,0.0,-0.4404990302014585,-0.20877695771926486,0.718379651315927,0.1833048833389542,0.0,0.18183391566149218,0.0,-1.7316281782256482,-2.367785940704566,-0.6827354805623157,-0.18807814986318808,0.3245246571728164,0.609203839108812,-0.34338777209291105,0.0,-0.46569370171719915,-1.8195818981267349,-0.20121479709227458,-0.10386381807817685,-0.8486313615875754,0.047005749051336775,0.4545640439945121,-0.1876639727525385,0.0,-0.4219355685545693,2.7442643529114608,-1.5302603014397465,0.016173749476333717,-0.39355900410279243,0.23884818229169355,0.2613479316058544,0.0,0.0,0.15186852481692903,-0.0027387037923841686,-6.906204993275311E-4,-0.057966817696696024,-0.04518544743735685,-2.0594443468924633,58.1663810232317,74.5602400810092,0.0,0.6938109399634846,2.4919883271290324,1.2256449377965768,0.979948167961022,1.2604634141815845,-0.19536496047794574
124,13608.458436760207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.317467264618096,0.0,-0.44040215789014864,-0.20900762484609875,0.7180764011847802,0.18344215015785398,0.0,0.1817158774866876,0.0,-1.73148670761184,-2.367529542431552,-0.6831906282976732,-0.18712183558166895,0.3253696530744759,0.6098143049748156,-0.34351910338648367,0.0,-0.46518824958696353,-1.8185568744464666,-0.20723746677160246,-0.10361708979853064,-0.8485367833148171,0.04489584786294443,0.45442312524086753,-0.1877483131876124,0.0,-0.42212480170333044,2.745012671231317,-1.5332765083420896,0.015982040450982213,-0.3909751665146684,0.23869211119476766,0.261072557966293,0.0,0.0,0.15230149984794605,-0.002738752021445334,-6.907965427463483E-4,-0.058083455559565234,-0.04549582764962363,-2.126984586935549,57.484300462717634,73.74107289778304,0.0,0.6913452653332312,2.4728806484665244,1.2127970592892874,0.9759577406336893,1.2509914478459212,-0.1936972703860595
125,13608.43571748776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3175656026128162,0.0,-0.4404857078786296,-0.20877950154207306,0.718356284797595,0.18331761073098415,0.0,0.18181728052925772,0.0,-1.7317940824072844,-2.3676879867147846,-0.6827026375846821,-0.18805145086845182,0.3245913920238106,0.6091821576354893,-0.34327119076034507,0.0,-0.46565566059540436,-1.8199087580115016,-0.20006898804964435,-0.10378722283009958,-0.848586800781989,0.04754060887184774,0.45459181942547894,-0.187678241618066,0.0,-0.42205832052136144,2.7442082136444066,-1.5302736386351696,0.01622546191093977,-0.39300971878472923,0.23889348071606445,0.26131975167023,0.0,0.0,0.15198884226126952,-0.002737824196926893,-6.903726054636936E-4,-0.05793952077777225,-0.045177023311667,-2.07511991691042,58.12156553700401,74.55317969861761,0.0,0.6970218023761041,2.500615724001969,1.2247126034495692,0.983128929682024,1.2608618333487216,-0.19483268828976774
126,13608.412357832869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3175563931309913,0.0,-0.44044439632461,-0.208952220074157,0.7182450342502136,0.183389508159613,0.0,0.18176111712252396,0.0,-1.7318147445632468,-2.367634831841657,-0.6831300496882212,-0.18741152862609814,0.325185666820862,0.6095251660592809,-0.3434377222389255,0.0,-0.465379009032568,-1.8194671379956244,-0.2026486726327183,-0.10366035537094158,-0.8484364483170402,0.04673171042226446,0.45449601521806504,-0.18778727638880036,0.0,-0.4222586399378129,2.7447325686671404,-1.5323647746852849,0.016034980741826677,-0.3912882380527496,0.23885337170050863,0.2611520967209509,0.0,0.0,0.15224367303933434,-0.002737168811255257,-6.902608412859523E-4,-0.057977766421060756,-0.045328884451400146,-2.106292205015193,57.76910626444683,74.1436837345911,0.0,0.6967760154131091,2.4940032912274406,1.217957855849683,0.9823268996346014,1.255900302080168,-0.19376795592249912
127,13608.399278017125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3176767194902739,0.0,-0.4405515187453824,-0.2086165849580593,0.7186144510390398,0.18322991037610506,0.0,0.1818883528229744,0.0,-1.7323847129674168,-2.367798640581499,-0.6823452019557997,-0.1887169680471735,0.3240545503730737,0.6086979137626192,-0.3430413162030837,0.0,-0.46596824121149827,-1.821591176673484,-0.19192223798705824,-0.10382252641577001,-0.8485177269744654,0.0506388777076877,0.4547919651963008,-0.1876807401797691,0.0,-0.4221576983594456,2.743609860977013,-1.5278898536766938,0.016415285583781865,-0.3941356420340742,0.23912082508121577,0.2614793840283559,0.0,0.0,0.1518490910817444,-0.002735267190610482,-6.894901828063809E-4,-0.05775198220917059,-0.0448682953072896,-2.0306340548630084,58.68735010345795,75.32363421596735,0.0,0.7057652429708066,2.536617985712314,1.2351989724892254,0.9933480492427903,1.2704234902884517,-0.1953873927526048
128,13608.371310492232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3176307106106482,0.0,-0.44048401522658664,-0.20886684490021803,0.718420857782493,0.18330456925176924,0.0,0.1817866330186099,0.0,-1.732034849835542,-2.3677639482383666,-0.6829054072271263,-0.18768358021780054,0.3249187357684241,0.609428037324208,-0.3433704176008598,0.0,-0.4654557312991657,-1.8200049136866236,-0.1998471340290433,-0.10373954884645384,-0.848499311525942,0.0484277386850186,0.45459939378924263,-0.1876970488188085,0.0,-0.4224507885566976,2.7446139814188903,-1.53173092832521,0.016140776091675794,-0.39185714483869305,0.2389489746853901,0.261212008340971,0.0,0.0,0.15219151247395465,-0.002736526496397356,-6.900181971990719E-4,-0.05794936928370607,-0.04522962317685646,-2.1324488042593654,57.891133855876404,74.35366760312152,0.0,0.7016718652000505,2.509079782660463,1.2206127052281206,0.9869441192178234,1.2587737991689212,-0.1940561544764758
129,13608.350189650879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3178148447237061,0.0,-0.44049975109603395,-0.2086983152353674,0.7188044497907788,0.18318000848387989,0.0,0.18183413798293172,0.0,-1.7330737056422814,-2.3680424005844793,-0.6825049339906074,-0.18820737731906073,0.3244813273703036,0.6091620980810695,-0.34305171338738544,0.0,-0.4657007673659964,-1.8222781773240324,-0.19099625708517406,-0.10370259173065662,-0.8487536983026437,0.052608553039359456,0.45505547192777224,-0.18759044539460942,0.0,-0.4227483114032481,2.7440829000733826,-1.5289055136502596,0.016251340116083413,-0.39314690894806126,0.23921349204234893,0.26130368807721277,0.0,0.0,0.15195438007262888,-0.0027325320799369856,-6.887207246107452E-4,-0.05771685476624451,-0.04484618847635812,-2.1134120208263125,58.64627991325268,75.3604687984379,0.0,0.7110326176894836,2.5472967796712673,1.2361653889141782,0.9955744084054463,1.2704797368491458,-0.19497713945147374
130,13608.327379579236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3177084814590352,0.0,-0.44044787254070267,-0.20886926063567418,0.7185546799974581,0.18324432962683937,0.0,0.18176046154588857,0.0,-1.732561457999514,-2.3678652571966126,-0.6828260569313279,-0.18757053186794462,0.3250117605186322,0.609559348875041,-0.3432568274097219,0.0,-0.4653642222267031,-1.8208036273621435,-0.1978751145868851,-0.1036492670516514,-0.8486730404775692,0.05042160725582983,0.45479991712102597,-0.18764742822180167,0.0,-0.42284874466076156,2.7447939497665224,-1.53190687517524,0.016145722060027158,-0.3916927524361672,0.23904582276651193,0.2611589282960469,0.0,0.0,0.15224813347370064,-0.0027345054405098924,-6.894126944695519E-4,-0.05790660129318724,-0.04516740159840541,-2.203161584164738,57.925789949076716,74.48515578799113,0.0,0.7073536242937969,2.522540351019312,1.222726595249401,0.9902612532025288,1.2602265343021692,-0.19412891031304813
131,13608.306041849088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3178463001989422,0.0,-0.44045471116324386,-0.20873075855522316,0.7188270315517507,0.18315471722131246,0.0,0.18183285370869487,0.0,-1.7333977225563892,-2.3679659229708507,-0.6824380193231281,-0.18816371294323211,0.3244166387616585,0.609069068873672,-0.34310019158020816,0.0,-0.46572771992063283,-1.822472581464788,-0.18980682654743125,-0.10369220298723952,-0.848687843993292,0.053705262425021355,0.45502895416400646,-0.18763881427555906,0.0,-0.4229653623945783,2.7440872781395016,-1.5291269935341234,0.01625462973310501,-0.39304230576792376,0.23925467411385992,0.26136877691471555,0.0,0.0,0.15195681194276137,-0.002731069908637678,-6.882166281178205E-4,-0.057714704631461736,-0.04483475052611605,-2.179999128532445,58.55796411521299,75.33445270773275,0.0,0.7153731722801223,2.5555564734470257,1.2363632142588197,0.9971296130489683,1.2704196003285217,-0.19495902573844806
132,13608.28451852011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3177589236930982,0.0,-0.44043161782728757,-0.20889775481274714,0.7186065794791474,0.1832253226669011,0.0,0.18176180640494158,0.0,-1.7329611262691353,-2.3678527943617245,-0.6828139021770542,-0.18749014110141216,0.3250532516994058,0.6095134835964479,-0.3432777881453121,0.0,-0.4653633831670547,-1.8213042880999248,-0.19572948356431977,-0.1036141600933146,-0.8485934277730431,0.05185731240886916,0.4548003750045175,-0.18770833770266282,0.0,-0.4230676237109433,2.7448225375410735,-1.5320776458844212,0.01612159120550816,-0.39140618138429367,0.2391169647967343,0.261174066558489,0.0,0.0,0.15225532879586773,-0.002732730049160613,-6.888393637901508E-4,-0.05786868338511951,-0.04512164955770747,-2.2549461059800247,57.9217368798814,74.56837717410322,0.0,0.7124782659299117,2.534808778105461,1.2247098031630292,0.9925244964360372,1.2612822955270835,-0.19402496178281156
133,13608.264910183807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3178739233648504,0.0,-0.4404823036331143,-0.20868724194598307,0.7189078746990855,0.18312096602068717,0.0,0.1818461964001002,0.0,-1.7335639639353913,-2.3679382576369594,-0.6823288336629215,-0.18832078908334748,0.3243369685850601,0.608921919306565,-0.3429936904890745,0.0,-0.4657878560528515,-1.823021463950507,-0.1873368911434511,-0.10374078213139444,-0.8486095570482978,0.05527604534893136,0.45504267040569735,-0.18764843250009547,0.0,-0.423052183083555,2.7439800079776755,-1.5288014704519108,0.016316142289672018,-0.39327718239175513,0.23937406959247753,0.2613961088660865,0.0,0.0,0.15195690491591718,-0.0027303836790248713,-6.879895026133517E-4,-0.05768917765235465,-0.0447677489526406,-2.229745498146495,58.5793281645374,75.45200728190738,0.0,0.7207160590689213,2.5686588143722444,1.2384296648089785,1.0003640227959854,1.2721696112411869,-0.19522489252231545
134,13608.242609025754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.31780374523595,0.0,-0.4404363805425961,-0.20888268592999668,0.718694264564342,0.18319869764912433,0.0,0.18176999004474675,0.0,-1.7331731575020546,-2.367841168619215,-0.6827618593733343,-0.18756052400710424,0.3250088464864734,0.6094114664732339,-0.3432517344877791,0.0,-0.4654132880348805,-1.8217337269057978,-0.19366478954199115,-0.10364944552124823,-0.8485099572337444,0.053263408296709266,0.4548210604481301,-0.1877150447284373,0.0,-0.4231971850826229,2.7447896427921616,-1.5319139462607407,0.016134337002674463,-0.3915925046684442,0.2392210845133454,0.2612006103473,0.0,0.0,0.15225264733726898,-0.0027317633864562324,-6.885210297516049E-4,-0.057849268058688605,-0.04507022578434181,-2.3071999013994704,57.90761014009699,74.63969631467565,0.0,0.7173977377421785,2.5460907880283163,1.2262660190480383,0.9951107920213335,1.262489609001505,-0.19426523082243696
135,13608.220016466177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3179111932396608,0.0,-0.44047350144908587,-0.20871616179759295,0.7189615294559688,0.18310313331220954,0.0,0.1818344799207557,0.0,-1.7337337177829897,-2.367928740958136,-0.6823734169122699,-0.1882311504673136,0.32444262013646213,0.6089286162009708,-0.34303812139423234,0.0,-0.46576948348215996,-1.8232436529895306,-0.18642460921676884,-0.10373719325963081,-0.8485284751429423,0.056266305985762564,0.4550507442165978,-0.18766093236911832,0.0,-0.42326889337048895,2.7441787649428253,-1.5292834304762501,0.016273656962661382,-0.3932419824216561,0.23944066818575319,0.26138032435059544,0.0,0.0,0.15200457408384263,-0.0027295293211554456,-6.877271811157806E-4,-0.057691292017009725,-0.044767375961235256,-2.290478481046006,58.452919079774084,75.38689530153495,0.0,0.7248755664489588,2.5756330689460567,1.2381376234521375,1.0017605170913508,1.2716829786702286,-0.1954078417084413
136,13608.202089453453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3178366430766841,0.0,-0.44042523477091156,-0.2088908082361923,0.7187522275215624,0.18317476608284894,0.0,0.18176518672047537,0.0,-1.733360035843327,-2.3678045755704535,-0.6827396831877646,-0.18757914170745132,0.32499449198508634,0.6093296685197859,-0.3432904979438408,0.0,-0.4654528840487919,-1.8219832590387002,-0.19228153594959782,-0.10365731700260232,-0.8484205993680742,0.05430406998103287,0.4548372708922427,-0.18771592916723095,0.0,-0.4234027533574916,2.74488026946674,-1.532037982459622,0.016118298947513914,-0.3918896376069644,0.23928656493001516,0.26122905979651045,0.0,0.0,0.15226127317083332,-0.002730820360495701,-6.882082231480307E-4,-0.057842912732993364,-0.04504755744323538,-2.361027518561825,57.82152277920113,74.62386782942293,0.0,0.7217433136131256,2.5545235229303667,1.2269006229128845,0.9966749013132673,1.2627321575513513,-0.19465822707995853
137,13608.18028637802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3179321282690828,0.0,-0.44047284551198534,-0.20872881695545742,0.7189837389415362,0.1830982207796397,0.0,0.18184194221257968,0.0,-1.7338805459315794,-2.367866753110699,-0.6823646777927729,-0.18821814208767695,0.3244723856188288,0.6088330359096608,-0.3430191996261864,0.0,-0.46579887096565004,-1.8234668713940811,-0.18486763999405798,-0.10376954258528062,-0.8483717183727505,0.057162119887087214,0.4550128165056844,-0.1877038880591715,0.0,-0.4233515993496564,2.744144465073428,-1.5293356479711004,0.01627293486613413,-0.3931389275921057,0.239497934518036,0.26139906360233617,0.0,0.0,0.1520125687578925,-0.002728780972775321,-6.874832588487714E-4,-0.05767463774481366,-0.04473898199200192,-2.32441976743463,58.38239080472569,75.3844356918633,0.0,0.7289155047616303,2.5842366183809444,1.238929250732204,1.0034049890366594,1.2721518740912696,-0.19557958598606398
