Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_23,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_23,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_23,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_23,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_23,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_grad_c,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
10,19882.12522713698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.332377834518821,0.0,-1.6758089990636538,-0.7326377994376108,1.2673913574355524,-0.38484026874564237,0.0,-0.0060766306623897745,0.0,-0.40312823727030656,-0.8594234514184882,-0.41648638146773354,0.2590186863107432,-0.050117485694179655,0.3784363625688244,-0.5447377319241251,0.0,-0.19941326535452747,-2.12129644418437,-0.3316297149919556,-0.0011199867679287934,-0.5250019440288592,1.79136497584874,-0.023033379612616055,-0.3647613212532971,0.0,-0.30673285837711506,4.916992405642279,-0.28682325735832304,0.9068322937316127,0.5057050086382656,-0.30039431222692536,0.6100625649669914,0.0,0.0,0.5306030485729227,-0.01376148326350519,-0.005317719298846165,-0.21565949984518393,-0.15170152381924518,0.7717574277027353,0.04333548448879528,0.06844418483009197,0.0,0.4249751209527879,0.4501257876554696,0.8185628920237662,-0.033867647855320926,2.336935047378668,0.48138113405181976
11,19686.25285891219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4903285981378005,0.0,-1.7762256755291752,-0.7668651767467698,1.7072787171763226,-0.3860472803073215,0.0,0.1265635827398172,0.0,-0.44376468103960615,-1.0946990624991448,-0.5108615371930475,0.34168483666028904,-0.021717076959121544,0.495082940054734,-0.6754425578899557,0.0,-0.2492449318060349,-2.584164908477856,-0.4422092874362092,-0.0013938267791164143,-0.5941645910802609,1.9166986766909668,-0.03660566709069099,-0.38330241446878155,0.0,-0.3417299935281407,5.103568858365061,-0.11119274643368526,0.5555103640840002,0.42567333631136156,-0.4981606448576523,0.597112317180721,0.0,0.0,0.4783149651608947,-0.014147527627718025,-0.00532969673294737,-0.20640513977631575,-0.15383387642879856,0.9803327217048672,0.06175059940217166,0.08413988496274281,0.0,0.49193813710366474,0.24995391598357533,0.9480813087183133,-0.16568982770723367,2.241266607744352,0.5074459262979041
12,19567.40036250207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.67191958814156,0.0,-1.8172333023806593,-0.7960253631889144,1.9356746077988174,-0.3493880517771676,0.0,0.18601053389962036,0.0,-0.4959209622177315,-1.351067072802398,-0.6160794548658657,0.42072520044025474,0.007960532833176923,0.6175366272806908,-0.8141210254908043,0.0,-0.30565964846002924,-2.676537283588837,-0.43741679089794583,0.017252827409238503,-0.584826832407462,2.0513197316803535,-0.010592509791699636,-0.24305010583135503,0.0,-0.3289322776162381,5.167596727038305,-0.03431256738849771,0.22545921256219015,0.4462135911982796,-0.3919106630546405,0.5392389619777439,0.0,0.0,0.4033677198353661,-0.014214333112702164,-0.005290277673201601,-0.2093499276132259,-0.15274363629737228,1.2022135944576136,0.08351454357352811,0.10297841237646722,0.0,0.4854736313668278,0.2862561765505657,1.0705122321211136,-0.20238458478533267,2.2428674265931035,0.22840829887482422
13,19318.52927966298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9957777688583787,0.0,-1.7864804386956095,-0.7683731461349148,2.5046019574777287,-0.09942919066054831,0.0,0.45360072224077425,0.0,-0.6992484275211506,-2.3652013344389484,-1.0441006783295645,0.7245473535939236,0.14086304759838458,1.0940278733810256,-1.3462480881690986,0.0,-0.5356489762424437,-2.850286504737656,-0.313588647020849,-0.15973584936769622,-0.3834397476156691,2.2851033813037014,0.12528313243804207,0.25207206262269144,0.0,-0.23706318920348873,5.171294283523642,-7.6623398587293E-5,-0.329218625508926,-0.04378011568190032,0.4605794715840017,0.23686093447992307,0.0,0.0,0.1991876876908703,-0.013781231136828843,-0.004945789175629818,-0.2052510495770582,-0.1516649211342201,2.0602461227337745,0.1747560855877042,0.17541802147024885,0.0,0.4524204199740163,0.293364342221246,1.2105142730764185,-0.41615307138602264,2.5635104777485385,0.4179372037073897
14,19210.968307275227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.602788075523235,0.0,-1.6584142945914238,-0.7608016094009745,2.196765894252555,0.3570921426911805,0.0,0.7333645816889869,0.0,-1.0375276424249753,-4.38256437007913,-1.9117955199508287,1.2196419076159546,0.5121348891487039,2.014394704083807,-2.340748387516901,0.0,-1.011545128227585,-3.5641181343100996,-0.514038967897885,-0.59458276723969,-0.2652402682308845,2.432278752460092,0.43848670162830183,0.03840137838000676,0.0,0.1287387263138638,4.470187908202421,-0.2124465852888546,-0.3254526034063058,-0.8627845172050631,0.6318830560820126,-0.2421443676012141,0.0,0.0,-0.04943759129143627,-0.015814278965090262,-0.005039727297667026,-0.2283062792344567,-0.14413725518347198,3.775292632918228,0.36220493842192375,0.3244796311914746,0.0,0.3887728805748671,0.233278767726893,1.3444575564035532,-0.4715371869659138,3.3730240074619537,-0.03720662030340982
15,18851.46040150832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.830285554247813,0.0,-1.545068386209333,-0.5119960518573228,2.369533554331612,0.8443522195200073,0.0,0.9769827587300777,0.0,-1.6387943991517049,-6.8997481862433006,-2.946225554513145,1.4601686011247135,0.9074828249855427,2.862476386070939,-3.4260687544047865,0.0,-1.5939301610909444,-3.3230127425591744,-1.217030174730629,-0.2069864429014282,-0.036983716501053865,2.1254421395098384,0.8005321317246895,0.13811966360643552,0.0,0.6948340879919896,4.42815322616655,0.0021261417357539836,0.5437848009358283,-1.6167419362762712,0.4929478225961069,-0.032876173661686076,0.0,0.0,-0.07804414176029309,-0.013070300608474871,-0.003907067980331557,-0.18990151374232866,-0.14182241839976908,5.845248044721886,0.5947681817419813,0.5090514619683683,0.0,0.3679957575894057,0.10845773054045767,1.0658957409986218,-0.22826181263631468,3.1514315721442174,-0.5368776521692794
16,18582.931724583254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8579909791175284,0.0,-1.2229113083231529,-0.16438085396740132,2.040130718599545,1.1127099986351379,0.0,0.9754521982173552,0.0,-2.614855943579726,-9.0543745864977,-3.608486705280466,0.7499592568848247,0.8392719965307094,2.6741726887774164,-4.03345938725602,0.0,-2.030313212021167,-3.1670235998419933,-1.5235648677071325,-0.09010741362057921,-0.07427447878625856,1.689606364378821,1.119526458139047,0.22312083178658554,0.0,0.683142202945971,4.426433779210239,-0.22632863089513328,0.237050289377779,-1.690270536391093,0.21740735666011352,0.7863942220424279,0.0,0.0,0.1183595712714278,-0.010787860499265495,-0.0026503140973567546,-0.1539246037763246,-0.13836447496141174,7.750716718475603,0.8109900055105368,0.6491056316849113,0.0,0.2923922962505224,0.041778589755923135,0.6873584994316394,-0.015196299114732748,3.236357107283301,-0.4878067483267718
17,18302.50087990461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.856076371360393,0.0,-1.3372785419105035,-0.10959385690531405,1.9748573579234132,1.2164841078395212,0.0,0.9432597653719157,0.0,-2.081006077824598,-10.727445576420955,-3.6072105868867244,0.21504526855025785,1.3802137046416085,2.3875178616325203,-3.790573896113876,0.0,-2.222791447628221,-2.6579395096367504,-1.9888350477194736,-0.074398969539179,-0.15983578725757863,0.9130731923311036,1.4080138955059642,0.11151904390977951,0.0,0.32821880183149643,4.497780334515881,-0.7957881117492471,-0.05032756154957074,-1.3669006675440647,2.5126874741293603E-4,0.6754390039359596,0.0,0.0,0.5578289816399787,-0.010738493063571896,-0.0028129067024608837,-0.15498567249968426,-0.1378337197431278,9.459298604861148,1.0111165974161567,0.7431213929773779,0.0,0.24280988892126934,0.023930678800207685,0.7183821141748238,-0.09662017918204457,3.194660489832639,-0.2941048861650191
18,17885.313656604194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3354447112588725,0.0,-1.2592537244711604,-0.013492800215752956,1.5389128976334163,1.252425325019497,0.0,1.1756964172807796,0.0,-1.2127289083932404,-13.027655758682505,-3.3195190315615997,-0.5741254435333132,1.6079745011828672,1.7300054874807251,-3.013011337203231,0.0,-2.417707531792658,-2.146427015685504,-2.370433064461983,-0.5850623943591816,-0.5184930341036033,1.235990872357151,1.047053662413249,-0.29634207737715745,0.0,0.01810580468266637,4.689405854910788,-1.3237480348361745,0.0714119944620556,-0.8558795278817659,0.1803237557991329,0.5314069905684226,0.0,0.0,0.6149193197134453,-0.01110479478937743,-0.002997608457530029,-0.15920901951694302,-0.14022985080620118,11.928618408441343,1.2891469366136659,0.8414806382020783,0.0,0.30179078494509726,-0.030693758048392143,0.9555767711089276,-0.2222469352072587,2.3392800484005507,-0.12118179071355553
19,17521.38133702825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8750341315092967,0.0,-1.0745411057098817,-0.2703539591208962,1.75038670157842,0.8988008783246864,0.0,0.2836858607248095,0.0,-0.26179899681220387,-15.369235260572918,-2.693336851336018,-1.029477803862725,1.0099448731708796,1.0664108950809146,-1.6908719542000872,0.0,-2.531139207755611,-2.0142339401453206,-2.035179910241126,-0.8543286266450969,-1.1123715821739424,1.0025990124729056,0.18351082730087354,-0.14481275724252454,0.0,0.045732350032566184,4.627278616235981,-2.3104430686986617,0.5125415843995172,-0.7450370055308143,0.01549862127731258,0.41537098544329026,0.0,0.0,0.11218166532801122,-0.0122533768495867,-0.0033844711866515688,-0.1733762986733953,-0.1381918599665505,14.601268450346387,1.5910122745462294,0.8931905793352005,0.0,0.2350367926195835,0.021458935334614227,0.9714354739422977,-0.11218868846644033,1.6636889106262363,-0.09639846877805815
20,17299.654779897788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4125974768383216,0.0,-0.8588749929216939,-0.7342668547132416,1.491156503325402,-0.5379242434174341,0.0,0.47369210356770597,0.0,0.4014939335347987,-17.083558155839512,-1.960595965399541,-0.9304333431217191,-0.11655624916967744,0.7106431640274937,-0.38994192136626027,0.0,-2.4999306585440593,-1.8939182628263644,-1.6729517294328833,-0.2829672321562995,-1.2304438165194975,0.6959115752124286,0.1926705197308416,-0.6013640949219878,0.0,0.11865874979245641,4.822252289937102,-3.2048837885785635,0.46233563717689746,-1.051022060197842,0.114125162788893,0.19723704234584186,0.0,0.0,-0.3198038396798939,-0.012318680784979451,-0.003461294605338333,-0.1751077574161204,-0.13753304940734284,16.739070873512745,1.8350646591482729,0.8841961267414015,0.0,0.17602802246604143,0.08124332014508785,0.7125085036424182,0.23072628153315372,1.0334924973226813,-0.10072231714758303
21,17142.766342568524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8570629429339327,0.0,-0.8952483022892503,-0.7342813192075559,0.9970778941331079,-0.6919342848080146,0.0,0.18567487020760348,0.0,0.4264007730976176,-17.37757596035899,-1.5362750789002888,-0.666125236497705,-0.6517875077434381,0.7238540489610464,-0.12052530557879365,0.0,-2.283141617238836,-2.0054593603593864,-1.8510575495272086,-0.041454337740288255,-0.7909580136716926,0.7114762770037998,-0.057360725742952146,-0.41084344064454426,0.0,-0.04385838594761157,5.151598335724056,-3.5752616306908784,0.21461668654855826,-1.31632648610613,0.021942515367613047,-0.2495800624183002,0.0,0.0,-0.09213785257052698,-0.011745292840484452,-0.003304938521978841,-0.16445617651149722,-0.13929512446449965,17.404151896814064,1.9109019326561771,0.8327179233929543,0.0,0.20668294264695722,-0.009151605790152728,0.5048667233430287,0.43797497528715584,0.738402603974057,-0.18915816862526297
22,16958.347366461137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6855650781877396,0.0,-0.8412142730871613,-0.522363740768107,0.8411094656241184,-0.8120250430218633,0.0,0.25436744058491956,0.0,0.1670545594911798,-17.15027965498251,-1.1469337984845658,-0.4434915047627935,-0.7941999416524117,0.7296122742963178,-0.2709526414132344,0.0,-1.8710972185624766,-1.8715224434958009,-1.4396615682290812,-0.3951460660565549,-0.3289721443620319,0.461537544790096,-0.21214236703367492,-0.4379135612549278,0.0,-0.2043537401623305,5.4220541560974285,-3.8597416106354787,0.19146665511628005,-1.5905113267634947,-0.2540383679889531,-0.38060400899203095,0.0,0.0,0.05771222949464799,-0.01143200047748788,-0.0031545707927025106,-0.159035426386419,-0.13796350058953002,17.71790353369168,1.954408777537731,0.714324227321628,0.0,0.16889561618474946,0.06475344164166133,0.5748869689783742,0.4336160499828695,0.34057786575779003,-0.3459322600487573
23,16639.710828267525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4541142811297296,0.0,-0.8367378915866536,-0.36653936515852564,0.6284954907350644,-0.6093563161895738,0.0,0.1980676126587681,0.0,-0.23358663215666192,-16.283680660510413,-0.8239055951468536,-0.15509322154933047,-0.4531172749957528,0.6353403234196756,-0.5761120704403031,0.0,-1.1227622235049457,-1.779686131039687,-1.303554990980674,-0.07131451736239863,-0.369870331502265,0.30052632216055475,-0.4724361240573258,-0.7069946083610374,0.0,-0.07647068957553166,5.449800983740503,-4.3304917868691915,0.04530237093864886,-1.936632566418803,-0.1237141613915948,-0.07188646489981632,0.0,0.0,-0.0864708214930785,-0.011055734721075095,-0.003085751964168535,-0.1540961271407163,-0.13612568831447666,17.89297270725592,1.9857093344901513,0.496836992058285,0.0,0.16498490169902086,0.06992302835851402,0.7160005362748362,0.3084789172069603,0.040525935618976716,-0.4295645512331566
24,16283.722048468708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3797124768313942,0.0,-0.17622157694224072,-0.8139718874545352,0.7585170251209012,-0.41508510555545397,0.0,0.005289404696355582,0.0,-0.8463544146566242,-14.971066025694416,-0.9677565821020874,-0.08766207455212982,-0.1885333099667612,0.4888454096860211,-0.617202639848954,0.0,-0.4328774015154091,-1.8499215123730144,-1.4617784774603189,-0.13388395164062825,-0.618374335013411,0.4049321922756262,0.10051192685188226,-0.6680019118542644,0.0,-0.31566228920470285,5.1643433016048315,-4.287927157123897,0.25257407685191136,-1.9492231027622793,0.0925912081801438,-0.14291664745654264,0.0,0.0,0.06933346730930057,-0.010474467571945902,-0.002867314514788712,-0.14475877981171936,-0.13527122385225593,17.828265115221317,1.994911524758795,0.20059390607831362,0.0,0.16557571514393934,0.05104893349484323,0.4702293300547628,0.5504134245623723,-0.2525248347266062,-0.49303682191320586
25,15939.214300543776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4384689137695321,0.0,-0.9497772238471157,-0.3929199770621004,0.8341979948418891,-0.3723688130702672,0.0,0.3335303493552382,0.0,-1.4782493138825106,-13.388257847661958,-1.415387286383572,-0.22064478847033356,-0.27922823959400644,0.5309368095764464,-0.21808739895881118,0.0,-0.08574926964195984,-2.06747298094827,-1.6984117090483326,-0.3851974823499944,-0.9320534960420837,0.3769666528840221,0.6036590877462954,-0.1308310576783447,0.0,-0.5114136771787738,4.242163251495166,-3.732822860784729,0.6330835050364609,-1.5856213829924393,0.36562237340713455,-0.11528523246731093,0.0,0.0,0.1356620363094005,-0.009807791098933273,-0.002622130067021829,-0.135170214471257,-0.13059463537850763,17.4702927279543,1.9806649572302415,-0.18237039402677752,0.0,0.13233910376381747,0.022959634324104784,-0.07825922850094674,1.0262331748982412,-0.2435620880632151,-0.5042561538725383
