Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_23,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_23,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_23,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_23,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_23,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_grad_c,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c
10,17204.528602564267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6846738714378369,0.0,-0.9057247422705267,-0.4440544261570346,0.9007303323000255,-0.25858623946176973,0.0,0.01949452048947667,0.0,-0.9151402633613458,-0.8188263858936655,-0.46998885192637957,0.08027227822974112,-0.31606423047950327,0.18574731510254588,-0.5558864032899676,0.0,-0.21492909899098905,-1.467321095484115,0.37938523662522516,-0.16439191078164167,-0.49480159971480814,1.2690079327489863,0.03958205172121736,-0.2676894525239005,0.0,-0.2707002227986441,3.4588155212750262,-0.25486774834153453,0.5452433892319617,0.25822547189872713,0.028432625040462567,0.3866915725931313,0.0,0.0,0.3616482179490351,-0.01663402113483017,-0.0052646096588067305,-0.2763070049869749,-0.18311080722669695,0.41231307032069575,0.014048527193192986,0.006805810709928625,0.0,0.5937315788437278,0.47618772733514314,0.2947261806450669,-0.040502803114220054,0.7937696586391756
11,17083.893984441816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7580655542199317,0.0,-0.9443259881579513,-0.4632023873297537,1.1236372751295103,-0.2373787738463361,0.0,0.10163785055803551,0.0,-1.0482658977972006,-1.005049215620018,-0.567145355831353,0.11601538507276711,-0.32858768785922016,0.24734509525672652,-0.6634798412026652,0.0,-0.2615670086356109,-1.6641557628095225,0.3504642507649395,-0.11940800988870863,-0.509599593260406,1.3711451173716682,0.048907511179514404,-0.2555880988503529,0.0,-0.28508011651958276,3.592732787402811,-0.22409827167135618,0.37737515777506186,0.09767194172370242,0.04224481736126345,0.361908166070328,0.0,0.0,0.34144980866075675,-0.016336032934664447,-0.005104423657453855,-0.26449715201600627,-0.1875784107464163,0.49265965004688134,0.01629767104295958,0.007282786469898143,0.0,0.5964349888240263,0.4567285964654766,0.324574668287414,-0.11028991930525264,0.5211699193617517
12,17046.61305096069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.378960013652905,0.0,-1.2959686308565594,-0.7350799737458705,1.6188014167065676,0.17858026924642534,0.0,0.2911726528650235,0.0,-1.8063756154331627,-2.5081849527313365,-1.3434479751109363,0.4725331900285776,-0.15884718422983898,0.8431916280177084,-1.462813203225846,0.0,-0.6374695511950839,-2.6451435909153282,0.31155056907780426,0.09026434484962191,-0.4104655122104619,1.6840767824686274,0.16082042184304396,0.13963291421470636,0.0,-0.26963551009205877,3.3269271280423474,-1.2166042740802123,-0.6235193183767145,-1.2845858923436362,0.964110699568258,-0.16366352764366993,0.0,0.0,0.11158209549242146,-0.015574956597590386,-0.004502310624034273,-0.23904061114192512,-0.17049752765551246,1.1313880920906827,0.03676360217998114,0.011392356503338315,0.0,0.5154963991089204,0.38148778159453267,0.6623800883725045,-0.4348582974228412,0.827275209832713
13,16891.602752657385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3641635405668304,0.0,-1.2938605597266286,-0.8168705011999715,1.7371723735818816,0.4175592110483486,0.0,0.5006732138870517,0.0,-2.0369735260567654,-3.6822162908167293,-1.8808870046467099,0.7571300930766562,0.2872560585909405,1.372538868367167,-1.9515257599424205,0.0,-0.9157843922812843,-2.4036901670844295,0.03476075274696949,0.22513669458850422,-0.11517754933431074,1.6759459911292842,0.3453460103089243,0.5232442162757918,0.0,-0.026082031358376778,3.4628126344358185,-2.0037782913534143,-0.4146968287951052,-1.256130938357037,1.2355437616502805,-0.13462014250374432,0.0,0.0,-0.03887813575690946,-0.01397281501016509,-0.003965944328453837,-0.22366334867737742,-0.16005246827433528,1.6119544994654271,0.05530630346018646,0.013657486927036028,0.0,0.5557128235768326,0.33148009242452947,0.6453192316137816,-0.32653712665113666,0.5471267077301225
14,16711.790556037482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4906500085372967,0.0,-1.2220906233492355,-0.8439887844068775,1.5159298807236874,0.6057190358288538,0.0,0.5636261996349139,0.0,-2.285632751255409,-5.151017367060137,-2.5181793424790495,1.031231379959716,0.8739643062083425,1.99354813820106,-2.5031131656910683,0.0,-1.2585108721291234,-2.5858522939733324,-0.4779085880565213,0.13945804283733576,0.0022609883402103514,1.5192647948358002,0.546455047346757,0.445091546847625,0.0,0.24973355239638245,3.372096898921523,-2.930175906131704,-0.34281386356908783,-0.9826151249596762,0.8935836306229223,-0.030466924012123878,0.0,0.0,-0.15933454218746926,-0.013567241058215317,-0.003729036127876813,-0.20903241545262827,-0.1556720841149134,2.224229002864469,0.07923835223973395,0.015587133321642882,0.0,0.5457315792842714,0.25633958248494515,0.5701093409390784,-0.2609217672765399,0.2623880283441905
15,16600.77146113803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5327525028951907,0.0,-0.9079316645096409,-0.3011583555910585,1.5114315794223583,0.5542776685007382,0.0,0.33801984677247965,0.0,-2.542516063098078,-6.25796948973968,-2.81951940958023,0.7565495584358978,1.0951872078673084,2.089006489784832,-2.6536057019876584,0.0,-1.4768516817733215,-2.3441146995154902,-0.6790334565300471,0.08477491601315466,-0.17371700822456126,1.3324240031925996,0.7133889164343629,0.32386425466864055,0.0,0.20717718779954103,3.3418706129219458,-3.2095279481889847,-0.48735386861076746,-0.871234892030074,0.9766396153860006,0.29771040581039654,0.0,0.0,0.2080711323935097,-0.012597166476512298,-0.0033131348838033783,-0.19496355510707453,-0.15027120678391767,2.744032348880113,0.1014584526615051,0.009239651696478309,0.0,0.5139069623840983,0.2608626497073903,0.6194865237953515,-0.293795698629322,0.22985430189962638
16,16533.922913355273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6745638713200637,0.0,-0.7604920401578162,0.03146429435282189,1.5042642679957225,0.5732415615504268,0.0,0.3900298491484402,0.0,-2.4748290339025236,-7.422433238045802,-2.907607730949531,0.29252502045952367,1.2968721869972788,1.986817328643479,-2.4894662726317884,0.0,-1.6538027532052866,-2.116438013696325,-1.133875650414764,-0.0959240799703678,-0.18838719238958318,1.223178369215412,0.6203008421148959,0.21763056977143078,0.0,0.039617335684764415,3.287345604965095,-3.092814342634616,-0.10565447003239892,-1.271284097409913,0.8273021282594619,0.3332474012924793,0.0,0.0,0.3929481501783177,-0.012297167375815293,-0.0031976211790530106,-0.1907169993556186,-0.14943517847112692,3.3659618799882063,0.1283713703521737,-0.005063817417124075,0.0,0.5113098532915327,0.2169340491283,0.6041061264293763,-0.29844216911294086,0.3169699315514661
17,16340.848169046454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8943436285213475,0.0,-0.48898808894025786,0.05501240227265339,1.4788083978894229,0.6736159671774485,0.0,0.7213442340175162,0.0,-2.0561248950250746,-9.657299415866452,-2.8625158437168574,-0.6981191633168149,1.5563337880116492,1.5882154561808042,-1.870634449817973,0.0,-1.9448428277540042,-1.6927196918912215,-2.0315430146030837,-0.06606488398462146,-0.41302229648293043,1.029430898321248,0.2478582665375918,0.17322811604983823,0.0,-0.23246266320495731,3.325202769709705,-2.6682730606239984,-0.2480957922072814,-1.0783597503677615,0.8102438649734973,0.16363620025153647,0.0,0.0,0.21386183847558335,-0.011838663556436237,-0.003119349093621846,-0.1869597724125728,-0.14659580274463105,4.6213709481392335,0.18348544972802674,-0.042738828314918896,0.0,0.5331566510487088,0.08773842987537794,0.5557986916783056,-0.24350689069501769,0.6676203468512949
18,16195.74503226476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6821714941840007,0.0,-0.5875381320087115,-0.14059736104977516,1.6234455919311004,0.5829813370067081,0.0,0.3154351388379995,0.0,-1.676544220280769,-11.192265788114495,-2.708229571062382,-1.1208564558969243,1.3215059363020911,1.2028904046572002,-1.2818944682621325,0.0,-2.10650735672955,-1.6148118387180495,-1.9309481310334782,-0.3998748244608503,-0.5599079178526466,0.8822212324103746,0.29987583406112295,0.17361982095171527,0.0,-0.24890061647755918,3.205190576601785,-2.503869540317236,-0.08665599055914688,-0.8704064484822844,0.8230926416884028,-0.08665219871124435,0.0,0.0,-0.07822726857542198,-0.011687235516836163,-0.0030766917876550717,-0.18244818787278888,-0.14588968142753583,5.500003817593443,0.22275408392531237,-0.08761066883573736,0.0,0.47802131016582716,0.10800975385605148,0.5506189206770246,-0.2551502904235135,0.6311664885499443
19,16067.536483368993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372636601312957,0.0,-0.9101767588019292,-0.4265938503567695,1.0556058273015383,-0.14906048693106977,0.0,0.5072396519253177,0.0,-0.8900301387482396,-13.41147773523923,-2.360641781534432,-1.3353712603930286,0.710076632274376,0.6948512940214745,-0.391733611390521,0.0,-2.2800915955558905,-1.6308104949105768,-1.3834242761227973,-0.38785391077880316,-0.6626499905080235,0.8009715921651239,0.44828968680893627,-0.09282262483942658,0.0,-0.17267331721938622,3.131048079111353,-2.312617934393796,-1.5857991456764975E-4,-0.9104616984226681,0.9163716756881853,0.11878457807051024,0.0,0.0,-0.1980182153882218,-0.011793367580447276,-0.003124510409774443,-0.18269278383481757,-0.14699249929538058,6.801786541383101,0.28272896194042785,-0.17682560345440046,0.0,0.41916410496823764,0.1604228532681585,0.5143461115886371,-0.21717264691524976,0.5218688884948416
20,15984.89115714372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.471232633451856,0.0,-1.2078606400717955,-0.6213097612138851,0.7140603842648287,-0.2921829344912307,0.0,0.13701198989013097,0.0,0.0019023726224585147,-14.990127325219278,-1.9240878981487,-1.1421825698814654,0.09760569421237342,0.42822911054235663,0.1553364281493287,0.0,-2.273529329173365,-1.7170083424814824,-0.9510493911657341,0.10511723113094595,-0.511180739274613,0.2528515664765868,0.05400472068723727,0.18450659521064663,0.0,-0.10875472570515818,3.3527797893828373,-2.1783428646934464,-0.1690218703903249,-1.0674723807654627,0.45484354487837975,0.3226378567773338,0.0,0.0,0.28651715496658736,-0.011788255223666121,-0.003303165026323678,-0.18130238353971098,-0.14595762231114917,7.798973292632467,0.3313854282765253,-0.2738314450951662,0.0,0.3660975995057713,0.1572192014595676,0.4692990530858409,-0.15738474681047332,0.5525348451066231
21,15879.786372852577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.373747394424076,0.0,-0.9905317631019962,-0.6503458109208176,0.5071838444972339,-0.16170459497945075,0.0,0.22034845436750372,0.0,0.17039831250858825,-15.405385267529043,-1.611862978293865,-0.9577949649439055,-0.43040965532561803,0.3786398908940404,-0.11952352941678834,0.0,-2.0705306556211664,-1.5542207396863923,-0.6304951559915967,0.04858737886121012,-0.1875747645132702,-0.08792798164925941,-0.02902570971883374,-0.036704406785945165,0.0,-0.07272007276309098,3.5126203629829105,-1.9860749809102098,-0.2544674327127353,-1.0137368306426016,0.3095239432988902,0.04113396861458646,0.0,0.0,0.483453549128893,-0.011250693083766732,-0.0031180016602913186,-0.17362426296869507,-0.1438261873414373,8.193002040338337,0.3536409075299372,-0.3474126186424241,0.0,0.31447301012487916,0.200175876909161,0.47095956010138185,-0.14762182855638503,0.5804954735495977
22,15675.038799744718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3727457728390704,0.0,-1.024669735926952,-0.26653160092757994,0.5382919086657993,-0.20948572726284304,0.0,0.18616904838281176,0.0,0.20855748153084444,-15.269579903662992,-1.0382438239087644,-0.5472521595922626,-0.7626792220813132,0.2614621403577249,-1.018901021204329,0.0,-1.3371383423994327,-1.536854170399882,-0.5169412969304221,0.285626433565447,-0.2603902638920652,-0.4408891867120495,-0.15216506338771696,-0.11490374560714615,0.0,-0.04080243947486947,3.3031501193222446,-1.6337896957472062,-0.024436047922225923,-0.8129594310458368,0.22242828412004667,0.3633648562719461,0.0,0.0,0.001200794530555216,-0.010660338230751085,-0.0029615716475248836,-0.16447355740174546,-0.1395904351351609,8.645613179702835,0.3880311275557955,-0.523097699252846,0.0,0.2539459239879464,0.20822483983906886,0.5119776486218586,-0.20428348014346398,0.7129620267344597
23,15431.821352769392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0894940801822939,0.0,-0.6145656131208892,-0.38784259825687206,0.36102709570400526,-0.2247641908538434,0.0,-0.02501885639453602,0.0,0.062734229671528,-14.655636571116682,-0.7403232591600905,-0.1203112066396479,-0.4422642286064022,0.131405202469303,-1.411772267347359,0.0,-0.6203086273698559,-1.7917899572450087,-0.6743496580380152,0.28442661122070856,-0.26810087559847773,-0.139485744157393,0.03804385912196018,-0.008723991741704282,0.0,-0.29124992201298017,3.1164678592098354,-1.3945827045439232,0.1387858539437019,-0.5863621430220776,0.34570030374132404,0.4414426715040411,0.0,0.0,0.26960691124303066,-0.010655487354991767,-0.0030117804146674795,-0.162604304490605,-0.13898722892864337,8.923833143359547,0.41913525020108455,-0.7280564752933557,0.0,0.2722551434676366,0.15877555810274696,0.4979471509282195,-0.16210035763856293,0.6881272872478397
24,15176.700569685214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1735775054805542,0.0,-0.8819644091394467,-0.5291048722737621,0.7171681943011763,-0.4000228107134802,0.0,0.16287914137376652,0.0,-0.7484363021781136,-13.136588084558715,-0.8553199433822676,0.14905756061399666,0.15469580143285128,0.024009625572000218,-0.8990228047147172,0.0,-0.04048569551059844,-1.7142778832787071,-0.7952016844765706,0.4198870049895048,-0.08292898972012555,-0.6330272196087549,0.5798181355268063,-0.3157099923261017,0.0,-0.2106308576412329,2.8550493291314143,-1.6167962635451505,0.13573671004323687,-0.30157231552896174,0.24429255459988103,0.3329013648450795,0.0,0.0,0.8663892132632511,-0.009244053668718786,-0.0027561033230437994,-0.14253544586820344,-0.12863472991934666,8.982304888002261,0.45832369768606873,-1.0724032988202399,0.0,0.21427870248258357,0.13840478338753803,0.3030357055730265,0.04489843209038291,0.6113765917952485
25,14955.765725827521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9380687287481019,0.0,-0.7575928079309565,-0.09643793709777271,0.3226021125169108,0.06886105693599043,0.0,0.2388348023074672,0.0,-1.8492968489675827,-11.81497512522252,-1.347013779234217,0.12772076762939644,0.2902653547799249,0.18061084073167677,-0.01919022973839779,0.0,-0.04688705854824946,-1.7488345878716982,-0.6409844926132493,0.17606538489350337,-0.03336198797360143,-0.6680650039424741,0.23515399930712122,-0.26064854695529815,0.0,0.24410845239045453,2.9930528206692966,-1.7983242312661696,0.03760254063899107,-0.277807191081073,0.11382100848463717,0.4645164940141636,0.0,0.0,0.6356412865453163,-0.007681540929170023,-0.0021625527315073433,-0.11767669394616144,-0.11972219469046624,8.817038570701758,0.4843320236790536,-1.360387679578706,0.0,0.18329112863159647,0.1289970145345466,0.10279507910323918,0.2854216368376463,0.4637485652440393
26,14934.000273958336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0387087036307052,0.0,-0.1956406802828653,-0.32295683863929947,0.4052940597601228,-0.11816347221544735,0.0,0.2115418370219964,0.0,-1.9593968997214275,-11.487686113643495,-1.6073611706948847,0.17011668095046517,0.23011800374453026,0.6253574909598649,0.25429850308172997,0.0,-0.3410634646517056,-1.7046016168125042,-0.5463817968204346,0.14873204448867688,-0.15228009875829646,-0.8605604534841067,0.14575217528953238,-0.21390870909532478,0.0,0.2959208456874127,3.0072547745531324,-1.7168297311011322,0.10772159105911028,-0.3875342559399281,0.036234397797632475,0.6595111874842241,0.0,0.0,0.43778679088931194,-0.007422844689109146,-0.002100839275075174,-0.1140569854520662,-0.11809915521660957,8.566583386242316,0.4890893079351313,-1.4495548776242364,0.0,0.1455294487879205,0.17002907597518568,0.1828571925527498,0.20182647331469963,0.5320922614812259
