Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_23,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_23,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_23,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_23,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_23,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_grad_c,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c
12,18885.82989484388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.391284215304654,0.0,-1.5664858125246353,-0.699459563391457,1.4748375909614388,-0.3176704019810275,0.0,0.24315925461317844,0.0,0.0492156374770147,-1.1083473887801962,-0.3959159164625415,0.4585524366394261,0.36814073668860264,0.6327005410369692,-0.6136389161798722,0.0,-0.24075274543736264,-1.8458340173701535,-1.286024544370477,0.23541061652750164,-0.19309051152917192,0.2836426525967002,0.006949714367700133,-0.13979808966250323,0.0,-0.17672978148286017,4.707735756830194,0.6774206024363614,0.3411978534332845,-0.1448252425553373,-0.012903333030145459,0.5193544434668558,0.0,0.0,0.38440438444287983,-0.016204806854242967,-0.006000536913702389,-0.2331601821939742,-0.16397156062649643,0.3532736988301214,0.12751126342124974,0.10793529426296021,0.3044988691213203,0.10098439686437011,-0.13531966175903654,0.599688188131042,0.15717995133000584,2.5176888010228082
13,18661.693231155517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6274169414317456,0.0,-1.4091700529024282,-0.5152926643788543,1.6774829767322064,0.033766870269133886,0.0,0.6256784343284327,0.0,-0.25499979947003004,-2.3862621363540084,-0.9098936707493326,0.7684945242836093,0.5233658999338315,1.1924035621736389,-1.2566232709630627,0.0,-0.5365432702046535,-1.9660927028321304,-1.3384793045106744,-0.20855506496241974,-0.15724672389033822,0.9119196986883789,0.1754603168692094,0.2569697921448772,0.0,-0.15334332363796283,4.8673263568165455,1.3070855879324808,-0.2236621379604195,-1.110464112203084,0.7093624401916006,0.19601739889534447,0.0,0.0,0.21511486911118982,-0.016021935054304264,-0.005604852082679036,-0.23522189043663225,-0.16203247627218786,0.7206378237287545,0.2843530805805576,0.19769223443546985,0.2578928758197926,0.18580629360529577,-0.05177339010641911,0.5047842238759347,0.2600668755901889,3.1265816486385027
14,18599.66254666678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.922266285339994,0.0,-1.238942604524706,-0.4698624212159258,1.5291993451370742,0.43455453814065814,0.0,0.3562018742976626,0.0,-0.6109891743494766,-3.7718657052931617,-1.5169237425353042,0.8759113584932596,0.7423185946608828,1.7439720087176438,-1.878914773519373,0.0,-0.8842678354942343,-2.3828668609973005,-1.3422311834924776,-0.4876881791904423,-0.63119872198396,0.9369217479131224,0.33339699608716944,0.17735335956647136,0.0,0.05948868532269044,4.4359657778054,1.68776390890194,-0.5691408743440853,-0.9439368689085632,0.5953566095703364,0.0026313611905682543,0.0,0.0,0.026948793145069982,-0.017015787294250462,-0.005523175274365492,-0.24465043808969578,-0.1620141359257823,1.176109501553174,0.4932320834559183,0.3016219412767061,0.2005902484182136,0.20295313905756301,0.022615460951360453,0.5449093874188431,0.10587820858127711,3.8582307661250566
15,18405.822807167635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9619187349195184,0.0,-1.022068353789894,-0.300822866834369,1.7704127038569408,0.8133536491065068,0.0,0.28868859363174637,0.0,-1.4221320755105513,-6.026160884477093,-2.5257739468912073,0.7518369536845594,0.9383838322230311,2.4211967234822787,-2.7887607004710837,0.0,-1.4584866751440195,-2.104575157934798,-1.276313774755721,-0.43038960887795386,-1.1167118323338276,1.01540107599314,0.7554230274959077,0.1834777021955944,0.0,0.4364916289894397,4.273757256425901,2.4618511365523816,-0.13615192634753032,-0.18748877225389726,0.5680449239268487,0.18326290910807264,0.0,0.0,-0.07496508352490187,-0.01405838662428951,-0.004203548874578168,-0.20494270663244793,-0.1543696332800855,1.9386425131171778,0.845367936988414,0.4741592466217618,0.19614276873491743,0.1647121672271173,0.03444895104233586,0.6409785569484254,-0.08125743772621005,3.965672880822046
16,18272.374293688543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.036347983859696,0.0,-1.254595373715699,-0.3519369008179515,1.5970799816907497,0.7912982277595291,0.0,0.459763894328851,0.0,-1.6824868502560786,-7.749222831640524,-3.146318337251808,0.4929320658728517,1.2607441370787,2.7208817080441436,-3.208887011088038,0.0,-1.8697083112535728,-2.036274197630427,-1.6650785855072259,-0.3236068537060911,-0.8468367603000653,0.644577514189373,0.9281884649807233,0.1787143463996561,0.0,0.35693646721140215,3.6606314142304015,2.7490966346120467,0.6189485297520496,-0.25108776134110544,0.4242432018733342,0.5921683635517946,0.0,0.0,0.16857975120246466,-0.01336398821110666,-0.0037760814664483553,-0.19446051943973802,-0.14909503726722528,2.6339262256314617,1.168091876893671,0.6294569090004523,0.21196854845900415,0.11291267170854594,-0.04724998227597975,0.5253834800208029,-0.03481725175957059,4.187597457960789
17,18154.371356947773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.943117033188674,0.0,-1.467865836100644,-0.4258218172285765,1.452962399726106,0.8576704294216849,0.0,0.5008371202218939,0.0,-1.811402065846341,-9.277566758982367,-3.4759999016050696,-0.011936903179115055,1.3806465883241636,2.514298965234895,-3.213910811495356,0.0,-2.1832492326952946,-1.9294703977443808,-2.044013525865956,-0.03496467345331561,-0.41223881764257253,0.3421188382968075,0.8518616610818641,0.28931593097590536,0.0,0.15885813685133132,3.4001036992061238,2.681324343925426,0.2227986621834686,0.15500309555895314,0.6342947959814353,1.0537484907461045,0.0,0.0,0.40192975155238625,-0.012376256517283576,-0.003333812800995706,-0.18066505158134424,-0.14442587159704984,3.3468631326692337,1.5012174928771338,0.7762936428785145,0.24297041728496535,0.05891146978259019,-0.1638670448064929,0.33323578758052674,0.12394880184063037,4.294670351671082
18,17799.678332419262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.820791186428798,0.0,-1.6563410248737107,-0.2432260460478735,1.5181086249790026,1.0836039285800674,0.0,0.19601496736391222,0.0,-1.3870776421807158,-12.367826052548502,-3.6313776485433467,-0.9951748015523876,1.4827410934894447,1.5826310773714,-2.4037245283748057,0.0,-2.691535616046746,-1.7597717997685434,-1.7507447987263918,-0.4630353876822516,0.07866162562751877,0.2563553707611881,0.829736885693005,-0.2641045112008693,0.0,-0.10698614531342765,3.5631760164410293,1.8161197351238867,0.05135097429574109,0.13957673808163823,0.27620111284467036,0.8687271136800518,0.0,0.0,0.7928061537779809,-0.010926177789547827,-0.002923595298170175,-0.1584339155873164,-0.13741712073389714,4.944648177148492,2.266629776247815,1.054615682369306,0.19568159170168847,0.02968828972968572,-0.09310806491149705,0.18357018906235745,0.27893075420483016,3.8784378103464365
19,17309.47183906215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.496274244535078,0.0,-1.6990241231289878,-0.24779183566404359,1.2461092471909327,0.7677177974489243,0.0,0.2076715485358683,0.0,-0.3317451900423598,-16.301980698797777,-3.504978372407906,-1.8123334062769865,1.451606226436579,0.597440367843274,-1.0514444614907175,0.0,-3.249763332162658,-1.8017375368352355,-1.629939998885231,0.015466762868012185,-0.4945615861791024,0.2422744399911052,0.5029330392527055,-0.2388070089389359,0.0,-0.17381989037411588,3.6511437633773602,0.32882097122181997,0.11980819137361269,-0.14618960085848515,0.37704126012499734,0.5976898208052085,0.0,0.0,0.563757088383468,-0.009709106858939363,-0.0028013586077019993,-0.1401895012043537,-0.13093301244676253,7.1299709851315445,3.3181295339478867,1.4220939329578461,0.14645116918455314,0.02665484313657983,-0.06641009774515952,0.5868622283140265,-0.12111686217584522,3.2692815872952012
20,16978.55358587517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.466269381481155,0.0,-1.3042942512659428,-0.7072088357944408,1.2475862903684247,-0.05216129047081308,0.0,0.24417135144461463,0.0,-0.142442290752307,-18.755840347817347,-2.921132033001244,-1.8727671575738505,0.2737370181576442,0.2630972824940717,-0.4137913222184586,0.0,-3.399821709645073,-1.8350216046121626,-1.6579033896899533,-0.21505544248611935,-0.755367224883034,0.008262809324490139,0.2776024919585798,0.09926640248331772,0.0,-0.15062952367283705,3.675272811438797,-0.8085452404032558,0.16972348555906647,-0.20523348133140845,0.05292809576527008,0.5740642077470319,0.0,0.0,0.023609155274363913,-0.008053775161774293,-0.002245437753639719,-0.11310302598288122,-0.12224521211109932,8.737226981381985,4.102820093766971,1.6767953720723527,0.10599819883820108,-0.032554304316771504,-0.026960376882514465,0.27870849611908427,0.17012857443490703,2.83392380703017
21,16720.292299989578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.195140696698358,0.0,-1.041056233356159,-0.7586806525109074,1.0689602806651106,-0.19082230059958455,0.0,-0.021948965547069016,0.0,0.11689329787758626,-19.89615786810878,-2.0106496780470215,-1.344695159441088,-0.25632749922902465,0.5318282214830655,-0.47987011394553414,0.0,-3.1631761295971876,-1.6082519981545609,-2.2088779997587205,-0.08286183799703445,-0.7097240344652542,-0.03678041076828192,0.09873316587341746,-0.1683981669334649,0.0,-0.005920777061756866,3.7509273722543552,-1.4006129167416639,0.21818908373793042,-0.08920149150315322,0.053718993172408934,0.1436268597423841,0.0,0.0,0.2180937529664112,-0.007230119532657328,-0.0021272895270240174,-0.10207333148468986,-0.1204564944236353,9.838570401569758,4.649362411507802,1.8369515967493553,0.10604498785180266,-0.02633823195295581,-0.11858659775199551,0.12187049812896306,0.3412984986712858,2.488595623226614
22,16439.841581668723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.152884476219229,0.0,-0.6582971062523557,-0.26910938113851784,0.983068199295027,-0.45365076261196763,0.0,0.06298195193495712,0.0,0.10321706025440029,-20.585225774182316,-0.8254670812923297,-0.6389033822446026,-0.2407663807203841,0.6781593391975606,-0.8118015528350211,0.0,-2.5769811012047614,-1.2728551154967782,-2.0086843114120274,-0.23787630376141272,-0.7039224850131438,-0.5344733196438236,-0.08682735623520449,-0.3235610580284618,0.0,-0.2592878507318397,3.7713273808916874,-1.7725691149115665,0.0668221415707693,-5.601545294161014E-4,0.042052215932797246,0.424426425278783,0.0,0.0,0.40481203222552264,-0.007082942940691724,-0.002179903348302149,-0.10058290717185586,-0.11799424557565374,11.039352761814575,5.266753753095342,1.98168673702648,0.10729262493861767,-0.10038871489153439,-0.08506130170160314,0.3893527149147376,0.10316931922873179,2.351084182846856
23,16147.696256607285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91369776713597,0.0,-0.49293431259512177,0.23136547815205316,0.6114391556376316,-0.20413816853772299,0.0,-0.08282890055763623,0.0,-0.6916417645977867,-20.603096389907446,-0.2580043493491293,-0.24207559655492777,-0.17625809341964166,0.2831967906584792,-0.9708628576595653,0.0,-1.7219455076863446,-1.3963938534192921,-1.9579298786567265,-0.023809499623578118,-0.7939882940466554,-0.37268638391704717,-0.372890306063726,-0.28286851371501864,0.0,-0.5239329705778881,3.807831556768458,-1.7481702575412292,0.2296497033932302,-0.14769524739466008,-0.21979139961195726,0.6614581934570338,0.0,0.0,0.18373909865562488,-0.005890140157379709,-0.0017076065430200425,-0.08238316420340644,-0.11606936518629228,12.155013293218847,5.856661557845899,2.08728220112509,0.061809382293553226,-0.07637740128593455,-0.073693517878892,0.32196572641284404,0.10583148993415482,2.3003753763384314
24,15690.922884335565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9453735152023006,0.0,-0.22677840365738877,-0.1744051247813147,0.7253320752718062,-0.10966618759408464,0.0,0.22251467445167747,0.0,-1.6477292687528369,-20.010528347590338,-0.1445417106732874,0.17188140821952463,0.31205038086659564,-0.19338588441630816,-0.8001989671788214,0.0,-0.33331163353128046,-1.5527566759261098,-1.6280804703449245,0.3050013403996994,-0.7887013044848006,-0.42399247551761515,-0.0899192622881293,-0.6168224355684392,0.0,-0.6933457916360752,3.409807338479648,-1.383640392654493,0.37812674671120816,0.012479132420808337,0.034889986705115394,0.1973272788579309,0.0,0.0,-0.15387599598033214,-0.005152480631779972,-0.001397995883828103,-0.0721277674559726,-0.11048677793159427,13.774333950120432,6.732078567889336,2.214044164450626,0.012016302477223968,-0.08066918586646098,-0.03295961807555495,0.19114078290446718,0.2280120908585256,2.313222358068339
25,15479.171026720885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6238770515243832,0.0,-0.5255177354169733,-0.28937368607168673,1.3162619086345564,-0.15063650010375265,0.0,-0.44032172198312713,0.0,-2.0848867968545433,-19.01368648501796,-0.5511770799087877,0.30569149949774993,0.5279016358986978,0.0559885423377203,-0.33112333598235555,0.0,0.43392644328720875,-1.8321839359384862,-1.3019010175168098,0.03728671735909028,-0.8603047522554697,-0.5601179676835094,-0.062206718502088754,0.16317262270728683,0.0,-0.40513490300510335,2.923395001055975,-0.8594176578866962,0.46975787679053843,0.06297102431721802,0.33259389768030884,-1.443948303601894E-4,0.0,0.0,0.26547659692145176,-0.004729298381097963,-0.0012914421980743942,-0.06578019818270313,-0.10592312432497648,15.14776495893173,7.504068300080576,2.294608908062448,-0.018789652110358882,-0.1066457601283474,-0.03333437519589455,0.2317028601518107,0.186899417744097,2.2417736429790507
