Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed
60,13624.273690444455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1288653367971202,0.0,-0.7032857175715238,-0.4213191102132558,0.7098617548845894,0.20010086378144773,0.1513156262270222,0.10779341011775706,-1.4641400482271862,-2.3946011119478383,-0.8922309533326551,-0.5594930799491711,0.3107232925406236,0.625384183070006,-0.3860449523391329,-0.6002753385016908,-1.7032823969687725,-0.37292580501402856,-0.1962022285494926,-0.639010702733094,-0.0648936298590879,0.44947818980244,-0.18243852097066693,-0.39514409729119104,2.868927091933814,-2.0141934043546987,-0.21809297365825447,-0.20376295218755083,0.2489391102632974,0.2638888696563976,0.0,0.19682824005515856,-0.0027861518002922233,-7.125631393208855E-4,-0.0812473334390636,-0.07551894346058725,8.19392008351274,-0.4220199922510176,0.6110124590066621,1.532893227317596,0.2971296868885966,0.4410507203111033
61,13623.896021054443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1293402603492229,0.0,-0.7033801627949565,-0.42094562969686633,0.7099238421310632,0.19897529026637245,0.15122768811578863,0.10791335597596942,-1.4645957537334688,-2.3973240392765036,-0.8930158211788888,-0.5677355392460104,0.32154218202879375,0.6271275709279923,-0.3904973213069136,-0.6037176616965072,-1.7031487671413306,-0.36018451524950756,-0.19689384498069984,-0.6402951897135173,-0.06793868720232385,0.44752406234977005,-0.18330175531231485,-0.39624513541332806,2.8711824756414335,-2.014832344061652,-0.21986448422863042,-0.20541682360158575,0.24865049496742336,0.2621149017485531,0.0,0.19590920278096388,-0.002808244210570229,-7.190502718828326E-4,-0.08173628920178505,-0.07536593390331744,7.690456771978068,-0.4172676380343796,0.6078707652868663,1.5673629176368185,0.30741684075637354,0.43946021698140664
62,13622.989481629163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1290212388734335,0.0,-0.7029395453202002,-0.42096182657296854,0.7096747013650968,0.20046135181832136,0.1517024116381161,0.10833049734904966,-1.4648828677883148,-2.398915731228666,-0.8952844974270076,-0.5599293598104107,0.31103260100748775,0.6250420192644243,-0.38594216167047796,-0.6016769151940763,-1.7050764965472989,-0.3484655456379011,-0.1946802757883414,-0.6428988445308952,-0.06784641680738238,0.45266520511642366,-0.1836952635604776,-0.39445056303902876,2.869673096517638,-2.0135180088166083,-0.2182110341387057,-0.20417732112437414,0.24896178519324977,0.26416483798088225,0.0,0.1968696073378463,-0.002792463067543736,-7.135918690174183E-4,-0.08172400460244261,-0.07490906360627746,7.245521822368736,-0.4144909345607754,0.606630275462461,1.6003336396735781,0.3106927863002809,0.4469909363772736
63,13622.595730320361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1292955277022674,0.0,-0.7031847252252357,-0.42053040943100695,0.7100020773355178,0.19903667098208264,0.15135442231597807,0.10805840808211453,-1.4633259241055097,-2.4003698399347386,-0.8943621953054164,-0.5683450949738298,0.32281474796019616,0.6292508842940125,-0.391013872040392,-0.6056893868800632,-1.7047866348912815,-0.33744827912087144,-0.1973891022003093,-0.6453214241570719,-0.06482866786548899,0.4491759569178618,-0.18581957740611532,-0.39578966291606416,2.8715555033043114,-2.0140530889927,-0.22032593441789544,-0.2057078016406181,0.2491841130327263,0.26224455099783933,0.0,0.19582222562312168,-0.0028202891355201347,-7.221965302834591E-4,-0.08231270463539868,-0.07490262455590596,6.8434618219186945,-0.4126418879767065,0.6075017013853198,1.6326272260496981,0.31506597923593904,0.4490740911125738
64,13620.654967281087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1305962429702785,0.0,-0.7023942219803564,-0.4198794142603564,0.7112417594483493,0.20053285955950012,0.15293556297633293,0.1106854270157709,-1.4662814858605182,-2.4147120736937664,-0.9057719770091639,-0.5779612790637746,0.33510348368779963,0.6320258298782352,-0.3946439249083517,-0.6110755093368828,-1.7179237022433171,-0.24411397797446766,-0.19429829885643063,-0.6618743648061135,-0.04881006402413938,0.4579976029828897,-0.1910785809377098,-0.38630191372907907,2.8735235170621407,-2.010071232898007,-0.22260316180364367,-0.20801883662493184,0.2520008698063207,0.26248517772413765,0.0,0.19709428441277985,-0.0028544978370759135,-7.298807450024714E-4,-0.08448412312701989,-0.07293065460796844,3.814675107895351,-0.3972515680717088,0.6067717833523851,1.8821475559501455,0.3525194345560609,0.4802992075302152
65,13618.35454109879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1310373788446588,0.0,-0.7017698905568072,-0.41776266441879756,0.7096942840926941,0.20029049236360325,0.15317466796918508,0.10995942442784029,-1.4739529039920736,-2.4286582544870923,-0.9115873068428945,-0.5687497085178442,0.32210128085061224,0.6306980755953911,-0.3842574999579262,-0.6110316295715338,-1.7189621884555526,-0.1417641706402526,-0.1911460535584566,-0.6726410259280152,-0.052315636804957,0.46537794622575673,-0.19856793476710283,-0.3966551960283201,2.877025471392739,-2.0076646892961327,-0.22118138632340165,-0.20767896173064163,0.2505476422731205,0.26383223014380136,0.0,0.19603252728377313,-0.0028440223818736263,-7.232062654930324E-4,-0.08633245961036415,-0.07053344168930237,0.08106033367585175,-0.37285492985210034,0.5981856232901165,2.185994761339201,0.4086732714487318,0.5051923984379888
66,13618.345120639873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1304437863839558,0.0,-0.7017483041748843,-0.41830826116976877,0.7098301316843836,0.20101356198855586,0.15331353960162014,0.11061692758088723,-1.4746231144075743,-2.4252686820674563,-0.9118881801994785,-0.568699973457273,0.32368123667598164,0.6311548151865503,-0.3865219062123691,-0.6109475733290771,-1.719553249988834,-0.14830382770761835,-0.19214533738761666,-0.6723295473683326,-0.0531082287171666,0.4657009329279889,-0.19713787543053551,-0.3953423292097031,2.876765154503755,-2.0076457635738265,-0.22144774813522589,-0.20771198215745612,0.25087907470219933,0.2642001140619093,0.0,0.19643657257353253,-0.0028367069134157103,-7.213715627545673E-4,-0.0861408962514017,-0.07066647572957296,0.37534880674687054,-0.3748541536618259,0.597793273471854,2.171008864359868,0.40573589851205816,0.503964167425306
67,13618.337820121455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1304423436849351,0.0,-0.7017480646951711,-0.41831165552404564,0.709832352651617,0.20101863356654903,0.15331599693193684,0.11062023875415405,-1.4746231709475284,-2.425252164566472,-0.9118783925426955,-0.5686987054982765,0.32368672854255937,0.6311576398597316,-0.38653199137635863,-0.6109471046135948,-1.719559245860602,-0.14832208162259994,-0.19215003204218398,-0.6723262052591471,-0.053109624309200944,0.4657052665246038,-0.19712908230827528,-0.39533240097176287,2.8767633856287125,-2.007644177381751,-0.22144945700863153,-0.20771401496664982,0.2508805790019852,0.2642014177712909,0.0,0.19643734237456306,-0.0028366663581594416,-7.213628949416003E-4,-0.08613996681812132,-0.07066653080264876,0.3768822005641899,-0.3748672045904848,0.59779228328462,2.17097396103486,0.40573551044565914,0.5039584437638374
68,13618.345001775979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1304423436849351,0.0,-0.7017480646951711,-0.41831165552404564,0.709832352651617,0.20101863356654903,0.15331599693193684,0.11062023875415405,-1.4746231709475284,-2.425252164566472,-0.9118783925426955,-0.5686987054982765,0.32368672854255937,0.6311576398597316,-0.38653199137635863,-0.6109471046135948,-1.719559245860602,-0.14832208162259994,-0.19215003204218398,-0.6723262052591471,-0.053109624309200944,0.4657052665246038,-0.19712908230827528,-0.39533240097176287,2.8767633856287125,-2.007644177381751,-0.22144945700863153,-0.20771401496664982,0.2508805790019852,0.2642014177712909,0.0,0.19643734237456306,-0.0028366663581594416,-7.213628949416003E-4,-0.08613996681812132,-0.07066653080264876,0.3768822005641899,-0.3748672045904848,0.59779228328462,2.17097396103486,0.40573551044565914,0.5039584437638374
std.err,,,,,,,,,,0.06496262474616496,,0.07201054084570514,0.06494716292639258,0.05391365709995799,0.08601197578985724,0.056288270579518955,0.08333266668929985,0.1228952192851218,0.15831947621613104,0.12302051844138222,0.10709273216064522,0.09010800278160255,0.1226657269612212,0.10917866196218612,0.16614841685129017,0.12389382566896817,0.19042384578731134,0.1259096891292853,0.13360712774772773,0.12851870189623738,0.13293757607586476,0.11061643928057706,0.17873728416957319,0.0706535756168469,0.08321972251411706,0.0674543794660055,0.0636852082880636,0.050470020629810014,0.07683765495848903,,0.07914262923876104,1.814611971724799E-4,5.9824181649724845E-5,0.006882508763350841,0.006146762863596501,3.248910174846638,0.07182477347209534,0.15575783197829426,0.40710122235427015,0.15196456075200857,0.1320699760190384
t.test,,,,,,,,,,-17.401426560303356,,-9.745074213493076,-6.440799515725365,13.166095398343328,2.3371005225792487,2.723764566817627,1.3274534843171892,-11.999027948567665,-15.318722765704583,-7.412408954992289,-5.310338937335131,3.592208444871301,5.145346263339408,-3.5403620490442855,-3.677116617731111,-13.879297346544865,-0.7789049790973354,-1.5260940867297548,-5.032113305576105,-0.41324432573307707,3.503187588277037,-1.7820957137144877,-2.211807138104995,40.716458587026786,-24.124619942600532,-3.282951511254118,-3.261573928236351,4.970883226740809,3.4384367653336603,,2.482067430208087,-15.632357784254967,-12.058048686152285,-12.515780187133817,-11.496544176311598,0.11600265328418331,-5.219190906827218,3.837959707656471,5.332762079367135,2.669935071952599,3.815844137740964
p.val,,,,,,,,,,0.0,,0.0,1.188458220724442E-10,0.0,0.019433957857380557,0.006454249785159627,0.1843587173661998,0.0,0.0,1.241229341530925E-13,1.0942154782256353E-7,3.2788740737643707E-4,2.6702780764331635E-7,3.995784686314785E-4,2.3588521802375695E-4,0.0,0.43603569069591175,0.12698643452722003,4.851024009155935E-7,0.6794276154944201,4.597255808576062E-4,0.07473362468017264,0.026979993696901072,0.0,0.0,0.001027263335118933,0.0011079553775232842,6.664858405169838E-7,5.850831687299607E-4,,0.013062255464364458,0.0,0.0,0.0,0.0,0.9076504389774498,1.797064541619875E-7,1.2406083222704645E-4,9.673001466481423E-8,0.007586591556777433,1.3571815677293486E-4
