Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_grad_c,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed
10,17669.208339229343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4524010274456094,0.0,-1.428314418385677,-0.9200454119620834,1.0649050936973188,-0.0676747065133286,0.033681154081798254,-0.1292321321742852,-1.1141962238974876,-1.145016378791245,-0.4614984026190879,-0.24736814969921606,-0.27550522001205957,0.3356423309225749,-0.7597417922335972,-0.3238378459091011,-2.460595388409456,0.3491298109643557,-0.46163605119830686,-0.5940144580008738,0.9655553018660556,0.012699865048142713,-0.432674784646414,-0.36142093582527274,3.512711273804771,-1.5223006860406931,0.49547041648540935,0.21074559525604897,0.2448529403340528,0.2159352422539609,0.0,0.5255058720881872,-0.01760136436757746,-0.00530687313855784,-0.23556046890500967,-0.14136375366150783,0.6923718863028507,0.07655828051756179,0.06724615204340376,0.0,0.40760310560855983,0.8060979689893872,0.6127131548502467,0.43390602705702164
11,17590.397737947842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5905807897975426,0.0,-1.5211232338601823,-0.9735896187875386,1.075899162937692,-0.04735129112082984,0.02150864320351821,-0.11417017591848712,-1.2138991757745012,-1.3369786478343257,-0.529001758362575,-0.26993083374818116,-0.25475723969585684,0.4144480422738423,-0.8672373555839636,-0.3769685494908315,-2.5450837000243243,0.36010099425748304,-0.4124214891749315,-0.5232080447657168,1.0711974999965257,0.04155190085432357,-0.3659633703314764,-0.3538344566306396,3.5359395589869904,-1.6876354548051236,0.27702746857733557,0.0010174679377902007,0.321815641612895,0.1776497887315493,0.0,0.49692577819826217,-0.017490438878625645,-0.005247365101731749,-0.23818333781820827,-0.1382933226125744,0.8122605239369284,0.09445439284036546,0.0825221360256953,0.0,0.34017998386180204,0.932576383972809,0.649104671323444,0.43192979393929537
12,17409.743275473735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5906321666479062,0.0,-1.7121717607343336,-0.9952359887819062,1.390428428493252,0.07974616769628623,0.18832152733369067,0.026867605845235273,-1.5360022613160678,-2.127175978021093,-0.7996644841593588,-0.34397550831532986,-0.09882017705346699,0.7581799714622833,-1.2826562948336904,-0.5946942309942258,-2.729820479152289,0.3652249784258396,-0.1454745499484011,-0.2095387938438666,1.1377452830177055,0.16103615720529943,-0.05620128971668398,-0.2614506890721331,3.856098378758958,-2.3300635174195254,-0.5513944250383236,-0.529170956584865,1.0110346018168996,0.10575763410465894,0.0,0.3575253984733796,-0.016279300394339974,-0.00472846526468446,-0.21880361474422272,-0.14254188633724482,1.2750026155212195,0.17552343271170684,0.13971324818738826,0.0,0.37829763097750785,0.801876928150101,0.6322311858265961,0.3079267336522247
13,17249.944234815255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6838416548192248,0.0,-1.573124683156847,-0.9638452579200829,1.2703837186213232,0.13931826680617523,0.32707487564055737,0.1533704630098794,-1.5321467809361085,-3.1051063043618488,-1.1233923855030168,-0.36551946097497756,0.4113524922419136,1.2653386986912731,-1.6675291261940366,-0.8713074349015453,-2.6474191785045367,0.03119374911359024,0.03351547299399371,-0.056485769758290366,0.8147114021242003,0.30207387122214613,-0.05888376775266155,0.09546140006068282,4.185371171231447,-2.636964666611088,-0.8246054915472405,-0.565496842080237,0.6178546862740206,0.2609681018048896,0.0,0.11289462052156385,-0.015922660848000512,-0.004633180615688186,-0.21450403590429296,-0.14320161952199603,1.816122462661789,0.2943438290432555,0.2242844446915217,0.0,0.3778005945698526,0.7584598497609745,0.6695930176733316,0.23907628099623207
14,17148.350233076006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6406060473723891,0.0,-1.1020030301312418,-0.38576378361370856,0.809100592326994,0.43584739859041866,0.1908905174442441,0.43408684494445365,-1.5388354416147807,-5.136372379227415,-1.8284366654669149,-0.5323712607834261,1.318981297800993,2.2141706700733836,-2.371659197582885,-1.461935282613442,-2.3990164782068493,-0.15899839214555808,-0.260268762499497,-0.21709945547240211,0.5207106009458249,0.5358193891972354,0.07362349027291124,0.3452273463595007,4.39388678139667,-3.075584347643318,-0.19388536574296067,-1.0128866686531348,0.5649454546115346,0.3041412277348321,0.0,0.05296788089174986,-0.015391119268030839,-0.0043676457228068125,-0.2075077392780757,-0.14649428940630058,2.956097151420379,0.5416756102751408,0.3966177716796778,0.0,0.334930546325283,0.7528828390539876,0.6881740121843453,0.15643634647042556
15,17054.318843877747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7659110093177177,0.0,-0.6197906387684735,-0.2712252921042892,0.7879708291616945,0.6080305634847509,0.04693163068327921,0.48806167869177597,-1.5900443656928591,-6.863214173439409,-2.4293418982955415,-0.9104448273314782,1.7825960683289412,2.7314371406130022,-2.7766072161569584,-1.9688110547247213,-2.23459404691732,-0.2506915227944013,-0.5013178355787947,-0.7411198950797062,0.4881505144301018,0.7037884304445683,0.02757379062469749,0.11672361942941453,4.026479824760774,-3.0181341733186704,-0.3175524558828608,-0.39688920756184587,0.6637579095810185,0.2851725142100364,0.0,0.36343359176269197,-0.015011548213770643,-0.0040710667395127105,-0.2001043377945695,-0.14481051041510326,3.9562105550415856,0.7603642688558723,0.5537868455209117,0.0,0.28143187912108725,0.7594113450380783,0.7033616790436562,0.11225738438381094
16,16912.049406691884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.069931586616913,0.0,-0.6450377048266109,-0.30101032912325476,1.2461102768913763,0.5893840833855877,0.17335288606831212,0.3354218557905604,-1.5628785170222272,-8.609022710013544,-2.9887327783416104,-1.4647001798279344,1.9163560588530113,2.8018237358332487,-2.862418715926554,-2.4654867641308194,-1.9609397578607262,-0.8230011246898071,-0.6662647282866103,-0.6524596104441238,0.3457495377192806,0.7676224712758494,-0.18168092023919152,-0.16976999058360595,3.5684212696566027,-2.431124990933417,-0.013066511650985546,-0.3022901454454814,0.8259823985650889,0.6184747915434059,0.0,0.6952856894202741,-0.01375511491204363,-0.0035863924893094366,-0.18190044995763022,-0.1419468636782618,5.012400278256779,1.0053178030210437,0.7420762844929271,0.0,0.26012320194900673,0.6783242103841314,0.647305823473525,0.11786943543168499
17,16781.773660383984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9328876385869493,0.0,-1.042314489692263,-0.3734513115317349,1.0948485944477333,0.8213275863666409,0.05394663355350607,0.3359451769687927,-1.3340028777076474,-9.864466683380076,-3.268880695672762,-1.8282721302348768,1.661115897667961,2.3283501170743346,-2.4860128544989784,-2.781944992515138,-1.9378364196802262,-1.2290709990030448,-0.5443313228081992,-0.689632409238548,0.29644025815635094,0.5701680611164471,-0.16289454364236877,-0.2849306635655185,3.1981898645063738,-2.5550052020126586,0.24457314128443264,-0.01968160654514306,0.8421841346399179,0.7625606672936316,0.0,0.5728775191010141,-0.013238699673010442,-0.0033635599495863587,-0.17263828077896765,-0.13963016544693052,5.805899031949611,1.2165196635351707,0.9090022571118879,0.0,0.26816025363132284,0.567959381399674,0.49487973234695015,0.2158349344284538
18,16577.500138752446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8500290911932689,0.0,-0.98582875478918,-0.24933868034094875,0.9941231678010456,0.6958911820697505,0.11727599256587039,0.42565942769998455,-0.6475697533107012,-11.170468421580054,-3.3670296911838173,-1.9481515402853786,1.2256535848415067,1.6240070173611771,-1.6923223154773503,-3.0550712767058603,-1.917728739830875,-1.1375067640733767,-0.6147217028386672,-0.7788009298814182,0.26120044343860316,0.596497373563404,-0.2413080736456226,-0.34562230550152223,3.320577686322277,-2.353242705184541,0.1382855372639599,-0.05316865844998431,0.7838045789626303,0.5704024686759718,0.0,0.36298367167032863,-0.013391395441282443,-0.003460006752615358,-0.17473296628329035,-0.14090234963092843,6.647816792213373,1.4788304481702095,1.1116622264872627,0.0,0.24585871706814072,0.550629441100639,0.2818387792864647,0.4511165573545891
19,16482.129098641337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6822442936357624,0.0,-0.6548231549098829,-0.8943929789375991,1.0997937006062617,0.39333085973977544,0.12130692256075275,0.1296797365228986,0.6227216560977502,-12.847904008411582,-3.2271266835943013,-1.848755058364242,0.5545742559968857,0.8887915115312166,-0.578383130483914,-3.302976359008622,-1.7835893797870899,-0.8494161487255201,-0.839371752210136,-0.6583862408436328,-0.31119516913768686,0.326991577485787,0.1840904147286083,-0.4220542604310344,3.3811374893330797,-2.566720876835219,0.23623710796338368,-0.13601359951163244,0.6375090517927684,0.05936737483658272,0.0,0.6320845851414616,-0.013732990887747322,-0.0038466993085000912,-0.183360857884296,-0.14091602487675445,7.685404002787917,1.8760083056722672,1.42277905033768,0.0,0.16542154387150826,0.6038297183231689,0.5431270882970877,0.17772966888447506
20,16339.985879806956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4495220832607365,0.0,-0.6874041561433685,-0.7619282466926761,0.8334076405044009,-0.002412291003241418,0.19841478876294172,-0.13789830953670956,0.7516717531017133,-13.313580115296658,-2.9267662817564046,-1.796459461336172,-0.013913015664979267,0.7992121277501475,-0.5144776847543822,-3.246717692508783,-1.6821329643279477,-0.7264606192003925,-0.6544584342489969,-0.8246616930627758,-0.4090857580961713,0.06061795390245012,0.16654053292353407,-0.3623509508906089,3.450424890913144,-2.4671316528525487,0.17214778652209317,-0.21242636956125255,0.5746104076888079,0.09207909566659009,0.0,0.8376887720361288,-0.013275199164879127,-0.003672021152640518,-0.1781460066239436,-0.13993195595370037,7.928525607715191,2.050679236179694,1.5704379203632226,0.0,0.16180024197997225,0.5974716647398728,0.8915830685222812,-0.19789062430913817
21,16211.264943535576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1236437170190774,0.0,-0.7507198038817184,-0.6571564413346778,0.840551088700343,-0.13250356839403388,-0.5260284962345512,-0.07657678652938454,0.6641113659560487,-13.600111226404122,-2.288947202427189,-1.735948841437893,-0.5471760649400146,0.7436454177021744,-0.732702826721161,-2.9545346160357346,-1.5130436826449447,-0.6447230828835457,-0.6891214530726493,-0.6010249689462651,-0.5143695458282563,-0.19041900019644786,-0.05071515255188827,-0.41161258037366294,3.6363520523720445,-2.085102904137756,0.04297694695444407,-0.16831190346779204,0.45219220167710045,-0.09188805423331625,0.0,0.6317253527239576,-0.012245581407965531,-0.003324021264117898,-0.1659044460572344,-0.13893484160883196,8.010142991220828,2.3080432946390257,1.797067093815031,0.0,0.16385343213437367,0.5728129585464242,1.3586538900312441,-0.7144185013842927
22,15919.603315532102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.879111529112186,0.0,-0.9245055672143443,-0.9317072295971118,0.674191647612971,-0.2977584585041537,-0.3793437287784285,-0.1211309016909427,0.47122152113284765,-13.492501883519068,-1.3623011433088643,-1.487029907377528,-0.5566181098731902,0.81450320118545,-1.2826857225436024,-2.3227019112206873,-1.349609509148638,-0.45283338530026307,-0.8178555485682706,-0.41104875444900696,-0.5927958332549585,-0.23142762705651876,-0.637663116772154,-0.6577202232533153,3.46012374700234,-2.0707531591064687,0.106506913820673,-0.05412834138517393,0.5389266470341119,-0.33516736979840767,0.0,0.2506709657815469,-0.011668464636958765,-0.003201436506212127,-0.16082856788213892,-0.1361071547093754,7.765358706580476,2.6466094673783167,2.1011590729456153,0.0,0.14176200173774622,0.5611230277943352,1.2970212936027403,-0.6875085636348547
23,15465.832417961066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8391195613773526,0.0,-0.9836303594887184,-0.8602183761050319,0.8628782863652851,-0.14467513153001954,-0.44185903537017907,-0.3983387540015411,-0.14747650167812765,-12.833698228337198,-0.1722445942976174,-0.8701610061175948,-0.011099546681486272,0.7013897959265134,-2.0719698514237788,-1.0279433285497235,-1.2672224352986843,-0.3119857531569391,-0.48581952222156644,-0.744599308374663,-0.9392928349832144,-0.6206527923437162,-0.07250575510880031,-1.2561437529850874,3.4050053982741204,-1.750881044247794,0.01411698991102768,-0.1448088548865621,0.2884227541637416,-0.059556904238508124,0.0,0.012521488523770302,-0.010297413591030096,-0.002971582037485401,-0.14871763789417877,-0.13483897560176616,6.938595969854342,3.2652220932682336,2.663013956458891,0.0,0.06637949408407416,0.5706000471155184,0.6627968158781898,-0.11925930339200497
24,15151.61922521864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8592210631211866,0.0,-0.3671713205881496,-0.7949945506077709,0.5432326099823765,0.19822110085013567,-0.20632610197243262,-0.3309729179081474,-1.2224905230919978,-12.050636251230285,-0.5707036740893696,-0.5409362582224655,0.25040717710043303,0.24700093112234306,-1.9701525613887445,-0.3958534393527601,-1.4181623116037854,-0.5782853941780915,-0.48965886890959104,-0.4209779318390067,-0.8341673492446259,-0.4092778026586427,0.03440370716325973,-1.2503563116374634,3.4004517877503857,-1.7822364986423629,-0.06428949117745986,-0.14049774789078384,0.1675330252864125,0.09306816221509434,0.0,0.3504184517559258,-0.008464727964992376,-0.002305785356679732,-0.1252590245064147,-0.13407799795722197,6.045257155294965,3.6394403988424746,3.0110405704389223,0.0,0.1022464004661105,0.4726636598368443,0.6213860770486975,-0.19490787697940853
25,14989.446695839297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.308322307451204,0.0,-0.7684086916003675,0.0034233649010434464,0.812777102041464,-0.032176213461741404,-0.1022676618207148,0.2245626657874935,-1.8888259889071994,-11.046028099635992,-1.3270974252116212,-0.1628705867807631,0.8096430287509911,0.22106013537450472,-1.317077374682903,-0.10693692055311915,-1.4759599941340678,-0.775137747133227,-0.3481551225038802,-0.44399935766834925,-1.0689760724364317,0.2797567626968784,0.056004343211693355,-0.8421699424647775,3.0188848865360582,-2.1696931573382994,-0.045112994551026436,0.16568334136776958,0.2341561438735149,-0.03814863493269405,0.0,0.711942751886528,-0.007364346811600912,-0.0021293899666803163,-0.11741761854659116,-0.12839007959387513,4.782384017321123,4.007117425111545,3.3510998386779995,0.0,0.0501077245878602,0.5399111477072088,0.8960971766884365,-0.5299735275895954
26,14912.707593769825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3148524654276392,0.0,-0.6693351264830253,-0.2453193544326312,0.9645976483519396,-0.2029813334073744,-0.14304879297349465,0.49504386833347763,-1.9258655778113003,-10.752245696005854,-1.620118988688527,-0.22272737499173867,0.8622118831217218,0.6752814401577178,-0.9421920031051076,-0.35623311050112993,-1.6585742911375894,-0.8524227377548074,-0.2387484117905423,-0.7033665401121241,-0.7687952918705179,0.2819716055572286,0.10907961654572246,-0.3849273981658169,2.845653819719538,-2.087289211089609,0.05053755241748674,0.10834843211063835,0.40620468597759884,0.18133757787224353,0.0,0.44786045940743346,-0.00731500663702977,-0.0021571887755504125,-0.11795935235295481,-0.12703616472120396,4.191866445984018,4.102426991165945,3.4363444431387,0.0,0.08388355991904523,0.5002072369700689,0.9410626051040837,-0.5749318835046926
27,14846.267646974784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2755599026742541,0.0,-0.8141833347581238,-0.25560690521554613,0.9923711682034461,0.12297792930598722,-0.07946322008368802,0.15821983967863124,-1.822724807269829,-10.524731511426578,-1.8432392180887698,-0.5461367460761909,0.8268074870695512,1.4004291031837748,-0.5347391443009495,-0.8190977492699472,-1.8371317121099386,-0.918363852029697,-0.2926302081216504,-0.7312985254368961,-0.48743523349329415,0.22006867573958233,0.1656981276561606,0.13934001486438818,2.8283480230762876,-1.8670121368624206,-0.006268065396500655,0.11105632577170307,0.46541949639797386,-0.011767356101754639,0.0,0.3496067081223273,-0.007227563214496346,-0.002185028613929576,-0.1180080696019609,-0.12683649072967934,3.4629460408658055,4.177032535606767,3.4997830894487967,0.0,0.1293284680731513,0.4436288875839739,0.8612002292534925,-0.49266716787425585
