"","Estimate","Std.err.","t-ratio(0)","p(1-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"carD.asc",0,NA,NA,NA,NA,NA,NA
"carP.asc",-1.2788970490657,0.0863593166835514,-14.8090223287894,0,0.089057907184273,-14.3602863518844,0
"pt.asc",-3.60361249590791,0.195217434984258,-18.4594808153201,0,0.200592920485347,-17.9648039780703,0
"bike.asc",4.38777503917301,0.68735593025036,6.38355595124469,8.65111315917488e-11,0.681901117771714,6.434620687397,1.23782095684533e-10
"walk.asc",11.0341927054021,0.413770818329609,26.66740189641,0,0.44984578022617,24.5288345260334,0
"carD.p.age_group_agg_5_14",0,NA,NA,NA,NA,NA,NA
"carP.p.age_group_agg_5_14",16.8071747949736,64.6344275591141,0.260034403176262,0.397418618124654,0.0872804468262289,192.565178182874,0
"pt.p.age_group_agg_5_14",15.3371468260037,64.6345170918175,0.237290344479813,0.406215776107827,0.130947393868395,117.124490781526,0
"bike.p.age_group_agg_5_14",16.1371207814184,64.6347918676412,0.249666167634049,0.401422762033581,0.230371152526731,70.0483572028226,0
"walk.p.age_group_agg_5_14",15.5624209142438,64.6344615220118,0.240775904181454,0.404864402980856,0.109265808764569,142.427179098409,0
"carD.p.age_group_agg_15_24",0,NA,NA,NA,NA,NA,NA
"carP.p.age_group_agg_15_24",1.6576714723718,0.0877065816653826,18.9001947276447,0,0.0886246359183967,18.704409391291,0
"pt.p.age_group_agg_15_24",2.10464250268232,0.113396558893851,18.5600208966875,0,0.114812511578291,18.3311250119911,0
"bike.p.age_group_agg_15_24",3.04158692025,0.199846455127476,15.2196190736026,0,0.193098165021221,15.7515060793857,0
"walk.p.age_group_agg_15_24",2.32498878006636,0.103433890149451,22.4780173761906,0,0.108875971790661,21.3544709803986,0
"carD.p.age_group_agg_25_39",0,NA,NA,NA,NA,NA,NA
"carP.p.age_group_agg_25_39",-0.214426409058394,0.0536933800635037,-3.99353530742132,3.25476901351651e-05,0.0543301525053942,-3.9467293789964,7.92260188264837e-05
"pt.p.age_group_agg_25_39",-0.601712817137415,0.0972718881339179,-6.18588606308345,3.08773007162699e-10,0.0953359517784228,-6.31149955408112,2.76344502836423e-10
"bike.p.age_group_agg_25_39",0.565570024970929,0.190634430839329,2.9667779449957,0.00150469108899687,0.198909444185033,2.84335430772615,0.00446414138164752
"walk.p.age_group_agg_25_39",0.538843616181039,0.0605020502483892,8.9062042355397,0,0.062038837754888,8.68558528304448,0
"carD.p.female_FALSE",0,NA,NA,NA,NA,NA,NA
