"","Estimate","Std.err.","t-ratio(0)","p(1-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"carD.asc",0,NA,NA,NA,NA,NA,NA
"carP.asc",-0.97211367708804,0.103160100368102,-9.42334946960387,0,2.0134141228551,-0.482818544904981,0.629224582000143
"pt.asc",-3.39335925641471,6.96586165113024,-0.487141351115425,0.313079082078469,1217.84157267283,-0.00278637166981186,0.997776799940771
"bike.asc",2.84255115365031,1.21441258970139,2.34067991204641,0.00962433090200765,215.02822359638,0.0132194328079738,0.989452725856184
"walk.asc",17.4184803967182,8.31863006186274,2.09391213062525,0.0181339042304843,2265.73912599591,0.00768776960986713,0.993866107742018
"carD.p.age_group_agg_5_14",0,NA,NA,NA,NA,NA,NA
"carP.p.age_group_agg_5_14",15.1205524277277,1.01376642662746,14.9152231032447,0,8.5695017831648,1.7644610865748,0.0776543813385704
"pt.p.age_group_agg_5_14",13.7272926593112,10.4615700907586,1.31216371349817,0.0947324511467108,900.799676291593,0.0152390070962543,0.98784150210702
"bike.p.age_group_agg_5_14",14.4139545378943,1.39811087958843,10.3095932864333,0,16.56252358927,0.870275260904826,0.384149995201198
"walk.p.age_group_agg_5_14",14.0470734397017,1.59292394338312,8.81842067730364,0,35.5852590042258,0.394744167466468,0.693031703355618
"carD.p.age_group_agg_15_24",0,NA,NA,NA,NA,NA,NA
"carP.p.age_group_agg_15_24",1.67286435299252,0.116338807381844,14.3792461917019,0,0.523277606253635,3.19689650961612,0.00138914756603881
"pt.p.age_group_agg_15_24",2.18465703591654,1.55157436109778,1.40802599649226,0.0795616861527065,55.1758998038007,0.0395944070451944,0.968416486475572
"bike.p.age_group_agg_15_24",3.15653055252921,0.325934629278735,9.68455103869858,0,1.67747031818477,1.8817206589652,0.0598739532441188
"walk.p.age_group_agg_15_24",2.4405926823603,0.301517490184924,8.09436520867646,3.33066907387547e-16,4.20127632283688,0.580916963041436,0.561296419195675
"carD.p.age_group_agg_25_39",0,NA,NA,NA,NA,NA,NA
"carP.p.age_group_agg_25_39",-0.119983092457011,0.00784321804089381,-15.2976867188226,0,0.0336517726891824,-3.56543156181429,0.000363257947939788
"pt.p.age_group_agg_25_39",-0.512433413104393,0.446028935527915,-1.14887930420452,0.125302876285522,10.7328157520084,-0.0477445457878566,0.961919832157441
"bike.p.age_group_agg_25_39",0.654318434615997,0.0476131520512358,13.7423885297889,0,0.421046912172088,1.55402739148593,0.120177883005838
"walk.p.age_group_agg_25_39",0.436767386868551,0.0364243489450488,11.9910828750152,0,1.09555230061646,0.398673241453454,0.690133986955229
"carD.p.female_FALSE",0,NA,NA,NA,NA,NA,NA
"carP.p.female_FALSE",-1.05266610612526,0.0476708934037225,-22.0819462561836,0,0.2897285530151,-3.63328396587268,0.000279836753938723
"pt.p.female_FALSE",-0.578044576109668,0.335359656767106,-1.72365567666088,0.042385010499511,8.37530463595257,-0.0690177374119984,0.944975500752092
"bike.p.female_FALSE",0.936382905896686,0.0577216616908375,16.2223830442034,0,0.670908403285265,1.39569410863161,0.162806629163074
"walk.p.female_FALSE",-0.232854421816331,0.0176547979597704,-13.1892997216355,0,0.0878272607620491,-2.65127728903222,0.00801879778074799
"carD.hh.cars_gr_0",0,NA,NA,NA,NA,NA,NA
"carP.hh.cars_gr_0",4.45322165367521,0.469892722211171,9.47710284321859,0,7.19147366995398,0.61923631484334,0.535760691747887
"pt.hh.cars_gr_0",7.61189812330113,14.8162983061691,0.513751678456133,0.303712807929719,2833.52270108226,0.0026863727332743,0.997856587249584
"bike.hh.cars_gr_0",8.64610479582981,1.16360343335674,7.43045658681817,5.40678612992451e-14,59.9111768059065,0.144315389160866,0.885251426721595
"walk.hh.cars_gr_0",6.52743976330462,1.01900437978209,6.40570334418044,7.48389128446547e-11,84.2564465722653,0.0774711019613929,0.938248779459698
"carD.hh.cars_gr_1",0,NA,NA,NA,NA,NA,NA
"carP.hh.cars_gr_1",0.492887677878626,0.0499734173940055,9.86299724096416,0,0.734075747932122,0.671439806133198,0.501940393697585
"pt.hh.cars_gr_1",1.25194457129879,2.45995614523335,0.508929630198765,0.30540077503122,439.925775428788,0.00284580863687412,0.997729376290462
"bike.hh.cars_gr_1",2.46216962888176,0.305418385351626,8.06162872627028,3.33066907387547e-16,13.7898323249397,0.178549642291791,0.858291338563227
"walk.hh.cars_gr_1",0.572169163023196,0.0811344807479733,7.05210852091993,8.81184014644987e-13,6.29232549361673,0.090931272325889,0.927547201396189
"carD.hh.cars_gr_2",0,NA,NA,NA,NA,NA,NA
"carP.hh.cars_gr_2",0.2259530085982,0.0237609530829059,9.50942530839622,0,0.325035401940282,0.695164302870966,0.486952340531757
"pt.hh.cars_gr_2",0.512001745391993,1.03405092908283,0.495141710134258,0.310250046525192,179.646992280002,0.00285004351530682,0.997725997360046
"bike.hh.cars_gr_2",1.87061166749711,0.239335795530636,7.81584577998347,2.77555756156289e-15,10.0010772684694,0.187041017410657,0.851628473154492
"walk.hh.cars_gr_2",0.468791221080593,0.0682348369559478,6.87026220027818,3.20421467137066e-12,4.80642816009994,0.0975342198958084,0.922302160219437
"carD.carD_time",-0.173383297480639,0.00412338588244871,-42.0487682752782,0,0.584539305980938,-0.296615292943694,0.766760233974227
"carP.carP_time",-0.153233896666546,0.00371897694561066,-41.2032391992645,0,0.535832839439581,-0.285973321132782,0.774898555269073
"pt.pt_time",-0.0316209116985011,0.0054872444239395,-5.76262131873456,4.14087364397631e-09,0.27843414306091,-0.113566933102683,0.909581101276672
"bike.bike_logDist",-1.46378733658559,0.090005010936124,-16.2633982415093,0,15.9540780399596,-0.091750042397893,0.926896636950607
"walk.walk_logDist",-2.63448455554207,0.173123818624099,-15.2173431505823,0,38.0475264610932,-0.0692419402937022,0.944797039671457
"bike.bike_stressLink",-1.59994027255448,0.298054941406269,-5.3679374178657,3.98210884267058e-08,6.20064610783433,-0.258027993330083,0.796385302990756
"walk.walk_stressLink",-1.01119734240612,0.270383976291956,-3.73985676323603,9.20625734474045e-05,3.76717326918411,-0.26842336950037,0.788373453074361
"bike.bike_stressJct",1.12304122013766,1.69437391093631,0.662806015182957,0.253727400341142,43.0890411037736,0.0260632678604516,0.979206875103984
"walk.walk_stressJct",-5.40409451206152,13.751539422387,-0.392981058052588,0.347166735860861,1084.30360078793,-0.00498393116847952,0.996023414731351
"bike.bike_vgviDay",3.24320416721877,0.938841347391508,3.4544752169573,0.000275682444269454,29.8612216518441,0.108609225872662,0.913512442858407
"walk.walk_vgviDay",0.196518349401186,0.0695829876700878,2.82422982946541,0.0023697193147969,5.98435278384637,0.0328386972659183,0.97380321888688
