Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_speed
10,5766.883887759938,0.0,0.0,0.0,0.0,0.0,0.0,-0.557122770448278,0.0,0.06898249058736715,0.3535006380802899,0.0,-0.37478006250946777,-0.4747834463913553,-2.2234059902572296,-0.2986357160797972,0.29226043806837476,-0.2826270386851173,-0.8888394385630252,-0.8590996672017874,-1.285360145177222,-0.5130018017722802,0.0,-0.001911224508707579,-0.4147630221487846,2.673904205255356,-1.9360570969460231,-0.06055520203247708,0.6070912434722723,0.0,0.0,-0.0022364408584875164,-2.120830604180239E-4,-0.0849237253169025,-0.17434063401945246,0.025623875788637857,0.017614510248073402,-0.27397827825942467
11,5757.828518965736,0.0,0.0,0.0,0.0,0.0,0.0,-0.44065967675791184,0.0,-0.00665300087644137,0.3411143089183585,0.0,-0.3585315744165743,-0.34954020744627945,-2.2099728558687475,-0.15401379430001053,0.34658003099487933,-0.4055731503403812,-0.8841064127019919,-0.707348425156553,-1.2853030852747116,-0.40567800532779075,0.0,-0.011488169236229723,-0.5376690883391001,2.992475639068407,-2.0786344120202185,-0.22428743958325692,0.6407436027076658,0.0,0.0,-0.002561090612898118,-3.0883620598043523E-4,-0.0894030684108526,-0.17192751020502414,0.03625749817570066,0.20671702823109867,-0.19670376826240366
12,5753.4041565191155,0.0,0.0,0.0,0.0,0.0,0.0,-0.45056904636610184,0.0,4.3169802914490556E-4,0.3468262125653406,0.0,-0.43495989386438944,-0.3107330392625093,-2.1638196659781426,-0.23626146445506685,0.2948069408592432,-0.40150104774825923,-0.8466346335322519,-0.5728698183557954,-1.3313189424142715,-0.46162836000970764,0.0,-0.09342859518591251,-0.6371654141696396,3.130756972483248,-2.0719901181351577,-0.40378318657972523,0.6106511971971684,0.0,0.0,-0.0026692684827098584,-3.3930481125045447E-4,-0.09286998301084284,-0.17203721747855505,0.04633410252710087,0.24895045525012885,-0.1614989306948683
13,5745.663342041938,0.0,0.0,0.0,0.0,0.0,0.0,-0.23412094216974452,0.0,-0.2968650696017389,0.31590829794430525,0.0,-0.57458965725874,-0.2544788894374783,-2.1308782932291326,-0.3838702614070659,0.18732602009299407,-0.34759086966621566,-0.7876311391302546,-0.21989522586312243,-1.473924719474895,-0.7117634312826946,0.0,-0.2781555523596313,-0.9002413410157476,3.2992559824605467,-2.1261955753610997,-0.5788508620423258,0.5118120207712228,0.0,0.0,-0.002607310382975788,-3.2241941843706094E-4,-0.09551717266744889,-0.17326194742170264,0.07424322942776065,0.2178862975862825,-0.1967468980594602
14,5740.706133114475,0.0,0.0,0.0,0.0,0.0,0.0,-0.14659082673405627,0.0,-0.3658105711764198,0.1620030847134662,0.0,-0.5610715463640402,-0.1567351576125952,-2.145867096229419,-0.4709062166610296,0.24354073641411883,-0.35539196721523514,-0.8298281438498301,-0.011427537489922562,-1.538095466235661,-0.9624431802805773,0.0,-0.28594904731650134,-1.0743249979377172,3.3565632020258014,-2.0932305068750727,-0.663118254935533,0.5050831918800393,0.0,0.0,-0.002610365843320718,-3.335978590942905E-4,-0.09837768743492545,-0.17354371180887837,0.09580216157587715,0.18660580146152142,-0.18723698239146225
15,5736.55147601795,0.0,0.0,0.0,0.0,0.0,0.0,-0.14147007522010846,0.0,-0.43153442737902414,0.2522155612353711,0.0,-0.5191043274440481,-0.05360871952241712,-2.20345916079499,-0.5154894027227523,0.2347759246466416,-0.36430988700671474,-0.9155420256413226,0.1091271282667885,-1.559471112297867,-1.1387872028233903,0.0,-0.17342322072102723,-1.2149411399960122,3.32327900949091,-2.0419650259632665,-0.7185190764578828,0.44103500105596055,0.0,0.0,-0.0027346571265000853,-3.719036576487482E-4,-0.10220096361945759,-0.17367427356745188,0.12252569537424735,0.25288693354304737,-0.19757928441595446
16,5729.5304310692745,0.0,0.0,0.0,0.0,0.0,0.0,-0.13368434225658593,0.0,-0.5195833631405058,0.28035733988819483,0.0,-0.5214052158148051,0.004912095024262403,-2.176688945788091,-0.6437949850812899,0.170597360875074,-0.5046115644921443,-1.0190574271179476,0.05786144619034444,-1.6694944550196895,-1.0783869508720858,0.0,-0.06551009458947267,-1.3754891558405518,3.1627453092175393,-1.97152747247417,-0.777057215054764,0.6141260923355136,0.0,0.0,-0.002833137737369785,-3.8796257975777515E-4,-0.10429871870870004,-0.1739444383681124,0.18820343023622682,0.24993365806284115,-0.22683904609083755
17,5714.520222281358,0.0,0.0,0.0,0.0,0.0,0.0,-0.12470964986486273,0.0,-0.3709592372775036,0.41924069256972407,0.0,-0.6338648014887709,0.16027571178375413,-2.2947272289180556,-0.4078021674532093,0.10283274850420705,-0.4242669611467478,-1.1142594977752007,-0.1706706443281221,-1.557445907739413,-0.9283685268026405,0.0,-0.23708545256871588,-1.669834510811667,2.9539086164256214,-1.6529294794556046,-0.6126594114826462,0.8703909691738566,0.0,0.0,-0.0027172994707289648,-4.386220061609928E-4,-0.11077443549150093,-0.17854356377876843,0.39571836049236303,0.016555666431710414,-0.21984893279148268
18,5696.551245530269,0.0,0.0,0.0,0.0,0.0,0.0,-0.2867118890164567,0.0,-0.20648603305333582,0.4118458384632674,0.0,-0.7624123482443868,0.014400341503809921,-2.2251540926485722,-0.32774358008030785,0.2938719018541765,-0.4602015230681712,-1.0813251882545039,-0.4589139252427288,-1.3013726357791418,-0.8655354362525374,0.0,-0.5063085914783687,-1.8990174184940667,2.647988721751786,-1.6698401597848016,-0.28039670673931366,0.8056936543396581,0.0,0.0,-0.003223476180649378,-5.671472898677712E-4,-0.11945767716679519,-0.1797240272074236,0.6303431168396506,0.14940812995380934,-0.23816599485556433
19,5688.707790938218,0.0,0.0,0.0,0.0,0.0,0.0,-0.34759965641550933,0.0,-0.17044624522470886,0.37021798187754057,0.0,-0.5374438000455258,-0.30920658016645464,-2.114926190573842,-0.17168192353231893,0.3552192892071891,-0.4383127204768786,-0.9196103883942595,-0.6235163222626726,-1.3628996122458557,-0.8308299703867152,0.0,-0.4126379041024455,-1.9004394599553434,2.6554816070436544,-1.6141295359619512,-0.3081219119522412,0.5804715724415647,0.0,0.0,-0.0031306356528134926,-5.241462304612658E-4,-0.1209359758420591,-0.18280259994934916,0.7390343124804126,0.030554803145460815,-0.2490086021164828
20,5686.0812874562735,0.0,0.0,0.0,0.0,0.0,0.0,-0.3659087986504502,0.0,-0.16094317087013701,0.28987476063176226,0.0,-0.45945886355565607,-0.3428919284761942,-2.123943369194526,-0.16234535358281388,0.2896070662862811,-0.30442636611414764,-0.7834759334864353,-0.6479649253656953,-1.387073229900766,-0.8222612879626253,0.0,-0.3132457423971975,-1.8253499318171291,2.65718283729128,-1.6550076359901864,-0.3029786808617022,0.5750182559600376,0.0,0.0,-0.0032230554272203444,-5.53536170822854E-4,-0.12299064588805012,-0.18245641752456543,0.7767424038315127,0.07589800935134805,-0.2423224101051023
21,5684.732451092167,0.0,0.0,0.0,0.0,0.0,0.0,-0.36244091232410863,0.0,-0.15035780406071952,0.2703198285874641,0.0,-0.46937156499422483,-0.27520008331345747,-2.146911875268687,-0.17915984881779584,0.27092364749310316,-0.34361851216480443,-0.6519646377618482,-0.6491975298214997,-1.4231081672689747,-0.8382268995837714,0.0,-0.24800825186018344,-1.6953200363578202,2.6778850917546166,-1.6685894386970739,-0.279341105297306,0.5280359590905797,0.0,0.0,-0.0032101014058858787,-5.665089487505761E-4,-0.12382793123296038,-0.18287482971617933,0.8031625301083322,0.05613483843435805,-0.24317142971577663
22,5682.608109938099,0.0,0.0,0.0,0.0,0.0,0.0,-0.28278746203112365,0.0,-0.25194271971489485,0.18861042070637574,0.0,-0.3633498229930264,-0.09869139900009627,-2.2101715426771777,-0.30948440966683133,0.2075678683200824,-0.3886741885067441,-0.7775042583460627,-0.5351389983833871,-1.5016739388271914,-0.8974868504514901,0.0,-0.2954313344067121,-0.7773050319131956,2.787812126561933,-1.662240238129856,-0.4042730461371222,0.37844146078043395,0.0,0.0,-0.003279133629731815,-5.876291987998022E-4,-0.13005048102623545,-0.1836630016492389,0.9395637907485859,0.09047980881227533,-0.2480512979344863
23,5681.766760960439,0.0,0.0,0.0,0.0,0.0,0.0,-0.26628330826600005,0.0,-0.25868417544233546,0.19867675800593543,0.0,-0.38745152689112855,-0.12196451853013543,-2.1709489084899833,-0.28683790606982085,0.16477936955168618,-0.42248152075484335,-0.8020254710639219,-0.4956080194385701,-1.489382669703691,-0.9822618724053244,0.0,-0.2689532920234332,-0.613185774055849,2.8197662815971873,-1.6752408475643672,-0.41730183765107826,0.4229764570177049,0.0,0.0,-0.0032936333515665773,-5.844960856339108E-4,-0.13154277048017077,-0.18370010653258034,0.9728451478351247,0.09578993339968675,-0.2419073441083088
24,5680.89078798883,0.0,0.0,0.0,0.0,0.0,0.0,-0.21914734051358303,0.0,-0.2997600837757151,0.2750347920028301,0.0,-0.4794632982440673,-0.16087781764334144,-2.1469994647845074,-0.3260246695158687,0.33209911001865994,-0.34785678497990036,-0.7778334850194122,-0.46693929283813107,-1.4905986840998084,-1.0202442952787532,0.0,-0.19888621958436659,-0.6008756315633949,2.8480185832109335,-1.6475796552410387,-0.47371435088024716,0.5101351123168165,0.0,0.0,-0.0032756886093679334,-5.754457797947465E-4,-0.13165689856357046,-0.1835603045662895,1.0650566340674277,0.09883674805346061,-0.24012187619224765
25,5677.704257892977,0.0,0.0,0.0,0.0,0.0,0.0,-0.22719152783966054,0.0,-0.33846398232647074,0.4353686332542347,0.0,-0.3211560546254135,-0.17656217290988863,-2.1556817019394536,-0.4116447835975483,0.4238721305115387,-0.36432278251485606,-0.6467252902168752,-0.40795351668783014,-1.4826664112379526,-1.1607548486699213,0.0,-0.30175928005098884,-0.8863920586668241,2.8595752742706915,-1.6783868549239684,-0.5278159445602277,0.7223604712902953,0.0,0.0,-0.0031885323240040966,-5.405652045183849E-4,-0.12667419269826766,-0.18232990683167938,1.3675019500743935,0.09184916296201273,-0.24120549723539325
26,5673.05772598648,0.0,0.0,0.0,0.0,0.0,0.0,-0.23145818977525154,0.0,-0.20896296664089917,0.31603413825673954,0.0,-0.49521348016524036,-0.22719244940299754,-2.157256960575908,-0.35974355808977265,0.25942883105057457,-0.3789458764801403,-0.8160004071370899,-0.2194276765148474,-1.7063578660229233,-1.1443731213955892,0.0,-0.21736767134258583,-1.5200205338118913,2.865528616813232,-1.7078028255363618,-0.4229217468027686,0.6286406638245392,0.0,0.0,-0.003119180609143292,-4.923555300852239E-4,-0.1243225033159566,-0.18047453700857236,1.88823056235446,0.12441662157934116,-0.23825346543270734
27,5672.846295554545,0.0,0.0,0.0,0.0,0.0,0.0,-0.1807902208388242,0.0,-0.25439364822560573,0.25293421972999397,0.0,-0.5297950509737679,-0.19354592483413918,-2.148329718487349,-0.40793266671402145,0.1901404203443503,-0.38512542988295295,-0.846648292386974,-0.3687507537680096,-1.5646157131660148,-1.1818461128829285,0.0,-0.1716187512598047,-1.5873748472767153,2.9216896211758354,-1.705577160093492,-0.47532367329210595,0.5674036755977495,0.0,0.0,-0.0030696345162941124,-4.785888560419281E-4,-0.12013489993645636,-0.17991472629617722,1.9894483293179057,0.10216572058342667,-0.2305000939282307
28,5670.0154058923,0.0,0.0,0.0,0.0,0.0,0.0,-0.23042971457002548,0.0,-0.240031948425832,0.2816434173719578,0.0,-0.45189461656743624,-0.19151175240178164,-2.197082461979477,-0.39365576917434697,0.22641353521361712,-0.39549664179028604,-0.8097869258430813,-0.33708244751669786,-1.6465105277817007,-1.1912726810122505,0.0,-0.25549819260769024,-1.44004605756429,2.8852866643717734,-1.7210421255413644,-0.43762530165949176,0.5607341943568582,0.0,0.0,-0.003027141814740504,-4.747313040675415E-4,-0.11883827929255371,-0.1745957415150267,2.7760349416892676,0.1264950886477689,-0.1785190126228483
29,5667.355815080806,0.0,0.0,0.0,0.0,0.0,0.0,-0.2550957448592551,0.0,-0.23092869802888344,0.2996231149309079,0.0,-0.418310137274468,-0.2057032166054594,-2.2108229689909837,-0.37212576714956025,0.25649082665673995,-0.39439097658054045,-0.7899532934949757,-0.3045719854850054,-1.707190027245565,-1.2287777444761576,0.0,-0.29897280444853425,-1.372734091720313,2.859178453551378,-1.7234239062537458,-0.41289488832225746,0.560769127994771,0.0,0.0,-0.0029607693575718443,-4.616370361463272E-4,-0.11451209104452471,-0.16566376665050012,4.323925203738058,0.17494917381432382,-0.1120166880117561
30,5665.6969503625405,0.0,0.0,0.0,0.0,0.0,0.0,-0.25170910612056374,0.0,-0.23272248899223005,0.29770694411758775,0.0,-0.4279560394142323,-0.2096280531311189,-2.200202886842433,-0.3720282312144003,0.255416404662526,-0.39012641919927177,-0.7901449479383628,-0.30028786891021053,-1.7117769495728044,-1.246286037204227,0.0,-0.2986020130484054,-1.3968558582875057,2.85026824470617,-1.7199960000047887,-0.4171822117716433,0.5622414975679697,0.0,0.0,-0.002936827887886634,-4.5498947588818323E-4,-0.1107815812873658,-0.1586097559331498,5.301822539176203,0.2051962334798345,-0.05741439473450123
31,5664.354313421647,0.0,0.0,0.0,0.0,0.0,0.0,-0.24920630219800008,0.0,-0.23408105039013566,0.2959525532691239,0.0,-0.43374695457544865,-0.21214365075879318,-2.1924033146113664,-0.3714313475720511,0.25433403895319756,-0.38747052679935023,-0.7901104772890849,-0.3006523540690976,-1.7111769980590643,-1.2524880082380472,0.0,-0.29577719065200436,-1.4101597327178734,2.8395390532911207,-1.7153877078177662,-0.41920361832665026,0.5628159568793534,0.0,0.0,-0.0029246655104202086,-4.5180168070447835E-4,-0.10766392327233239,-0.1521183983454844,6.161927420769826,0.2322487958755522,-0.004298294886999163
32,5663.323268511463,0.0,0.0,0.0,0.0,0.0,0.0,-0.24677824512077806,0.0,-0.23553040684449456,0.2939734888032487,0.0,-0.4395742385997256,-0.2141192416548956,-2.1873383320469917,-0.371101617095622,0.2525622713396327,-0.38591469684477514,-0.7910591862259605,-0.30445675026180863,-1.7073092293892143,-1.2529964397190685,0.0,-0.29056217915412913,-1.419237176896746,2.8281889954751795,-1.7099979053310375,-0.42105506008439636,0.5631797171459128,0.0,0.0,-0.002919352682398784,-4.503308548375532E-4,-0.10509990828643641,-0.14639954890026727,6.913824640686071,0.2547159573951001,0.04546592290370054
33,5662.115014200611,0.0,0.0,0.0,0.0,0.0,0.0,-0.24228330438039375,0.0,-0.2382158220192626,0.28997020089380776,0.0,-0.45027432754387037,-0.21718928646902963,-2.181090255498571,-0.3704930761046463,0.24853114516273705,-0.3842856762740641,-0.7939750514911379,-0.3148901232807159,-1.6966480258790273,-1.2479340057262898,0.0,-0.2783563931956686,-1.4299374324267284,2.8080594403644086,-1.6992310070205692,-0.42410640968784835,0.5634698419857257,0.0,0.0,-0.0029179422634548757,-4.4973698254458964E-4,-0.10137333172354449,-0.1376360436212357,8.121438300876761,0.2871210931290401,0.12630414365186918
34,5661.554831751003,0.0,0.0,0.0,0.0,0.0,0.0,-0.23140437261537963,0.0,-0.2446701317313559,0.27948955978630546,0.0,-0.4758123811165537,-0.22296724751120184,-2.17199037490404,-0.36899642350890255,0.2371746775142378,-0.382860615073995,-0.8035832052364484,-0.3450275079658134,-1.6647451106652007,-1.22471146166893,0.0,-0.24430673804962783,-1.4427969341126319,2.769491902629823,-1.6729812608198076,-0.4308128960816944,0.5629829208757862,0.0,0.0,-0.00293508111142056,-4.535120777678272E-4,-0.09663680662842593,-0.1256937379004584,10.10837563098405,0.32517381925054334,0.2477180322782942
35,5661.143346644592,0.0,0.0,0.0,0.0,0.0,0.0,-0.23335512150594445,0.0,-0.24338486694822223,0.2809824685842286,0.0,-0.4708164745485428,-0.2211468668535347,-2.1760166274600192,-0.3692165179397155,0.2384874909029865,-0.38419980195421594,-0.8028533948009535,-0.3414041627795365,-1.667863711147819,-1.2237667347514458,0.0,-0.2481380338716692,-1.4332638897591117,2.7815206571614186,-1.6778834392830004,-0.4292499874994664,0.5624644507425699,0.0,0.0,-0.002940570502465017,-4.5506519717959724E-4,-0.09925199070206156,-0.13183053246371865,9.461311500613078,0.30038008685220385,0.19357000503517446
36,5660.74630489239,0.0,0.0,0.0,0.0,0.0,0.0,-0.23570237564783797,0.0,-0.24154283201205115,0.2826922268266853,0.0,-0.46488068789433756,-0.219395403710408,-2.1822691932343896,-0.36933013823501154,0.2400161734656775,-0.3861333643370133,-0.8018558864512987,-0.3405711996442805,-1.6691885065740528,-1.2181755620606345,0.0,-0.24966986422715218,-1.4128416514521045,2.782490346570912,-1.681736619471857,-0.4271439429992473,0.5622751217112417,0.0,0.0,-0.002943439668193929,-4.560974404260885E-4,-0.09868854056444781,-0.12995743503253923,10.179101872436368,0.3007921379687189,0.22055689800618877
37,5660.434309253678,0.0,0.0,0.0,0.0,0.0,0.0,-0.2363924111440689,0.0,-0.24103435231430345,0.28332873956741594,0.0,-0.4632877255232461,-0.21883838675414086,-2.1851179438593937,-0.369172438434719,0.24038429311266898,-0.38709090680697394,-0.8021146417646662,-0.33956620891527484,-1.6692089120359825,-1.2158507004349453,0.0,-0.2504295848483209,-1.4036549988298521,2.7824878687251724,-1.6827477986766575,-0.4262409685999116,0.5621921332699318,0.0,0.0,-0.0029475137129227878,-4.571999444442617E-4,-0.09831943204046953,-0.12853401284397348,10.82336811137267,0.30008345627870664,0.24240195938435727
38,5660.174217311966,0.0,0.0,0.0,0.0,0.0,0.0,-0.2369233169976169,0.0,-0.2406570026322848,0.28382119760537866,0.0,-0.4620302679108292,-0.21830967275081595,-2.187150634483051,-0.3691889873125062,0.24078008611692459,-0.38765805981693363,-0.8021960857515094,-0.3383002157418823,-1.6696959791533112,-1.2149607088481031,0.0,-0.25141967128534615,-1.3977969275956692,2.7826705585798055,-1.6837544510117841,-0.42567737338176803,0.5621912324366644,0.0,0.0,-0.0029497424598442395,-4.5782597722514155E-4,-0.09802167632011582,-0.12736977911537126,11.41691282854076,0.2984317033432644,0.26067341344499856
39,5659.949973943751,0.0,0.0,0.0,0.0,0.0,0.0,-0.23727357290413506,0.0,-0.2404105821062812,0.28418934966701226,0.0,-0.4611720923473069,-0.2179420034598673,-2.1884243742694642,-0.36919167641172435,0.24110481440953677,-0.38799053958176544,-0.8022257872268385,-0.33699492040444423,-1.6702091654013613,-1.2146615660244378,0.0,-0.2522146888811939,-1.3941078930612587,2.782709688649143,-1.6844537160473323,-0.42529631600968415,0.5622222149335234,0.0,0.0,-0.002951062736814819,-4.582116817249785E-4,-0.09777617994894336,-0.1263686807981565,11.97304010433442,0.296416360189389,0.2765609731128213
40,5659.75244002744,0.0,0.0,0.0,0.0,0.0,0.0,-0.23752473590069537,0.0,-0.24023971063433708,0.2844886756003663,0.0,-0.4605312701110232,-0.21767273581649418,-2.1892464768736417,-0.3692150261328424,0.24138186850772678,-0.38818794941067847,-0.8022114746928568,-0.3357109712256228,-1.6707173203277912,-1.2146418874426559,0.0,-0.252845365541864,-1.3916895038533228,2.782671007402675,-1.6849988678671863,-0.4250330182406582,0.5622816684393597,0.0,0.0,-0.00295167653035021,-4.5840913491487876E-4,-0.09756440073699527,-0.12548694575942684,12.498721447077557,0.2941947760190364,0.2906438585065783
41,5659.575868148885,0.0,0.0,0.0,0.0,0.0,0.0,-0.23771026393634334,0.0,-0.24011756910422186,0.28474068053112966,0.0,-0.4600364845128849,-0.21747936728011594,-2.1897730662344332,-0.3692454241965332,0.2416207380850813,-0.3883035861830073,-0.8021700003267495,-0.33447571802123255,-1.6711896240648723,-1.2147514086512032,0.0,-0.2533423272615532,-1.3900570748891499,2.7825783439735137,-1.685431061849612,-0.4248428267637957,0.5623568615432758,0.0,0.0,-0.0029518432594083316,-4.5848570647572835E-4,-0.09737818607181449,-0.12469963346842525,12.998529040269734,0.29186264818983476,0.30329468168173496
42,5657.716614308293,0.0,0.0,0.0,0.0,0.0,0.0,-0.24054398045277192,0.0,-0.23832372618409892,0.28909425269905753,0.0,-0.45214113014753293,-0.21467237582669732,-2.1965649653674695,-0.3699520171893944,0.24578578378458074,-0.3896226383323385,-0.8010366260883963,-0.3110798053588115,-1.6797658728161864,-1.2181217069628452,0.0,-0.2612915595787701,-1.367375064758005,2.78011112540369,-1.6925009196501564,-0.422012738292944,0.5640284717940592,0.0,0.0,-0.002949561554041262,-4.584691406346334E-4,-0.09404221188618189,-0.1105309733696284,22.511208022250692,0.24434956861349585,0.5323050264070791
