Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_vgvi,g_walk_speed
39,5644.041333904367,0.0,0.0,0.0,0.0,0.0,0.0,-0.25164204819115676,0.0,-0.2443992928139105,0.3195266514405065,0.05533617230061759,-0.45296514779610586,-0.21122786091956164,-2.1947211134473066,-0.3826796770220741,0.26147984207869607,-0.36616811035147484,-0.8063935633448688,-0.053776088669153004,-1.6672653139849622,-1.144651457915154,0.10549261276948538,-0.20806311324299795,-1.3673775830342567,2.8817554262021456,-1.686924510240043,-0.436699228977072,0.5572108226334116,-0.05179364858402622,-0.10714736245551658,-0.003066649949116975,-4.8322442850464597E-4,-0.08240225497657633,-0.09687397604185012,16.113758201792884,1.4226025722535183,0.0910763527399326,0.9217403658141359
40,5642.895469876526,0.0,0.0,0.0,0.0,0.0,0.0,-0.257097101882751,0.0,-0.24245999161240825,0.33034090665087695,0.06153744379860274,-0.4525734481444125,-0.2178800809320292,-2.198242774512636,-0.379378434885707,0.27144732221930923,-0.36150863459531324,-0.8042268357959471,-0.08476709592242683,-1.6670571886498193,-1.160048964575131,0.12259393901689888,-0.19870079099056492,-1.3591387658091438,2.871601789540897,-1.6864121359185418,-0.434162583507159,0.5686228169073582,-0.043971690710588984,-0.10455429166977578,-0.003047833417709022,-4.796223496136663E-4,-0.08103789931144466,-0.09568893198701535,17.43218477838753,1.4771385897258218,0.10124627712579513,0.9302677439683658
41,5642.176942829943,0.0,0.0,0.0,0.0,0.0,0.0,-0.261927665811281,0.0,-0.24031814070437807,0.33533867359326586,0.06569639317455238,-0.45167754612092686,-0.22083717167892844,-2.20075643214225,-0.3770234043632018,0.27510848509958186,-0.3586123974173978,-0.8040845168727254,-0.07758176161807016,-1.671957870867089,-1.1695919178727554,0.12643962751670393,-0.1973060729645412,-1.3505072182859643,2.865025104459008,-1.686314044724202,-0.43144120188683305,0.5743274171871746,-0.038453934360314475,-0.10289232015585784,-0.0030359458165879413,-4.7733002374885904E-4,-0.07665068967138725,-0.09424349929357392,19.71207639219309,1.6288779272071083,0.12393072869632514,0.9369624547489804
42,5641.708210883502,0.0,0.0,0.0,0.0,0.0,0.0,-0.26584590740926295,0.0,-0.23876778575506707,0.3408544056615813,0.06924512640024058,-0.45123825168974446,-0.2240296633293853,-2.2007446463038725,-0.37451547939707824,0.2798736991526154,-0.35532069873069605,-0.8029568712475025,-0.0852187251829529,-1.6791089612380088,-1.1799921237123179,0.13224823328086466,-0.19449879804604792,-1.3448379194228999,2.858297970035891,-1.686029793251941,-0.4294118087059879,0.5800991674782192,-0.03392260270218212,-0.10117230247899038,-0.003026137285958874,-4.7558189193591547E-4,-0.07825944975336027,-0.09380332853971274,20.17699826861083,1.6252652132441014,0.12403151300513782,0.9454669965256034
43,5640.526911021124,0.0,0.0,0.0,0.0,0.0,0.0,-0.2733985384419638,0.0,-0.23583901684888753,0.35071787274098914,0.075956818690593,-0.44951230346209003,-0.2311221141780379,-2.2009995962853144,-0.3700182412087382,0.28865475786385725,-0.3487868631164034,-0.8000155328471562,-0.08580835653354461,-1.6877584992005938,-1.2046415569751032,0.1411829640216716,-0.19170551088198767,-1.3365554451013417,2.8444843443922725,-1.6854755098608154,-0.42553402951612485,0.5905397333302832,-0.025005520508389705,-0.09694125105152948,-0.00299105143559267,-4.682866889370967E-4,-0.07259611550325595,-0.09096226359398639,24.654537655072147,1.8791948069134166,0.16418560416086375,0.9661736915604341
44,5639.776126742822,0.0,0.0,0.0,0.0,0.0,0.0,-0.2784236158873923,0.0,-0.23414963672482633,0.35719713545749554,0.0803116204899544,-0.4480780520089331,-0.23719875395336437,-2.197832076755996,-0.36684178234166165,0.29490383202837495,-0.3430788757583235,-0.7961411590522317,-0.1006956724008416,-1.686821030342254,-1.2283551533890218,0.14644752212943443,-0.1910329254106253,-1.3369009670747805,2.8327130442325137,-1.684503802819655,-0.42275060653257635,0.5971759425919818,-0.01908179403705826,-0.09334664463390714,-0.0029433720745804227,-4.5785451862120186E-4,-0.06418553032537799,-0.0875371442015507,30.899106499043373,2.227674625524935,0.20769671676124396,1.0093673104989525
45,5639.425052931227,0.0,0.0,0.0,0.0,0.0,0.0,-0.28095471053005105,0.0,-0.23328657595298222,0.35791881613585785,0.08108992456527048,-0.447025806070805,-0.23811732031213323,-2.1940833258927497,-0.3650668239989079,0.29565331273346107,-0.34085534966653364,-0.7951688743182447,-0.0868077958276644,-1.6939029020461018,-1.2353993351331287,0.1414578560302741,-0.19492201044949298,-1.3392768447911725,2.830655794524957,-1.6864555869673328,-0.4219637189437779,0.5980035296868165,-0.01746805071822653,-0.09250764991706549,-0.0029308832858536095,-4.552397551592341E-4,-0.06312654388583311,-0.08626407722871272,33.89077066442239,2.3756400731677774,0.2521692586646147,1.0003653886369783
46,5639.321264773197,0.0,0.0,0.0,0.0,0.0,0.0,-0.27868981097420165,0.0,-0.23432888315500708,0.35565095070634634,0.07918871354764091,-0.4478605621904237,-0.23759249676788,-2.1924153839048013,-0.3661306481679812,0.29421556602388427,-0.3417271743060985,-0.79471024573074,-0.08816843618071674,-1.6873546651057967,-1.2311898761752518,0.1419088657809261,-0.19467506181253746,-1.346489757579734,2.834024500066842,-1.686267452189231,-0.4236790594851422,0.5956967430736121,-0.02013115919509263,-0.09382321283303352,-0.002927051604001994,-4.539176436259214E-4,-0.061891309616204246,-0.08572064019349632,35.566557958427914,2.463300745564281,0.25836345196860866,1.016440315765935
47,5639.2695785255255,0.0,0.0,0.0,0.0,0.0,0.0,-0.2772720145308916,0.0,-0.23493580909400383,0.35349950008108016,0.07778893759845602,-0.44823542394485966,-0.23712149008181757,-2.1919785381568366,-0.3668140976050801,0.29258460809722514,-0.3426726757665479,-0.7946416227528802,-0.0899090778774091,-1.6833224550937034,-1.2262613122032335,0.14109325736292272,-0.19473774706771796,-1.3483195436491098,2.8366700910206215,-1.6862429930139917,-0.4246806716801183,0.5936184520218394,-0.02210805741570325,-0.09424512147000305,-0.002927495253998263,-4.536899537995786E-4,-0.061900753418015604,-0.08569394164304703,36.08120856267087,2.483558245695321,0.2525956078335567,1.0293751091372911
48,5639.233388085915,0.0,0.0,0.0,0.0,0.0,0.0,-0.2765818552278081,0.0,-0.23521211426054506,0.3521625064537503,0.07696342723674064,-0.44829479795895527,-0.2371729486930112,-2.191692361761413,-0.3671450096712864,0.2916139853617989,-0.3431319567658612,-0.7945074999152086,-0.08969640111410142,-1.6805809692676619,-1.223766699497612,0.13965356984794103,-0.19550314682723266,-1.3496668559727758,2.8379653183562916,-1.6862352354350227,-0.4251206028550887,0.5923490956840147,-0.023207317586024442,-0.09432960795605183,-0.0029254000171999505,-4.5295459566899865E-4,-0.06118136662488479,-0.08536511137277496,37.03294019086679,2.5309843382574573,0.25575189821005273,1.0384938886017685
49,5639.1939982198965,0.0,0.0,0.0,0.0,0.0,0.0,-0.2766452482788108,0.0,-0.23519976106449209,0.3517920744656432,0.07678204447372249,-0.44813810051742303,-0.23720879142491447,-2.191452490938271,-0.36711449321698747,0.2913483105447235,-0.3431466549213442,-0.7944647657493431,-0.08507894775186542,-1.6805696146890408,-1.2235725561887374,0.13824621827357716,-0.19639919330861622,-1.349476065932608,2.8383768686225697,-1.6865478060553758,-0.4251907434301784,0.5920085013587431,-0.023354077235571456,-0.09426261022247734,-0.002923773165837294,-4.5254606503794304E-4,-0.06049125691152868,-0.08489833148431568,38.19162280874916,2.590210118711296,0.26934028519100717,1.0385094476197931
50,5639.165572898361,0.0,0.0,0.0,0.0,0.0,0.0,-0.2764163766103651,0.0,-0.235322710052819,0.351793182247976,0.07669950224946634,-0.44836225926520407,-0.23727596930173875,-2.191464054485207,-0.367229354320491,0.2914499750738256,-0.34317834179411366,-0.7943472599247323,-0.08528784938037758,-1.6791433747456652,-1.2227338277542685,0.13923984619204643,-0.19572729610774708,-1.34939714639045,2.8388413972118456,-1.6863017081735348,-0.42542323282019645,0.5920252039184539,-0.02360741605227514,-0.09439077291865772,-0.0029227458633153355,-4.522861661862162E-4,-0.06016251120236987,-0.08468834575810069,38.89902340080529,2.6221870556993108,0.26794497113724824,1.049430150508815
51,5639.080239580546,0.0,0.0,0.0,0.0,0.0,0.0,-0.2738124984153331,0.0,-0.2363094968474435,0.34846163307872574,0.07433594686526017,-0.4484489101214017,-0.23757997518004156,-2.1918078955566056,-0.36860150011356957,0.2891787499031494,-0.34491884235611603,-0.7938602780028046,-0.08718747584678334,-1.669713607366232,-1.216745537845755,0.13619488045866368,-0.19730672425889947,-1.3516319040019689,2.841854617013829,-1.6859589809649904,-0.4265667689001817,0.5884874293040346,-0.026658340093824402,-0.09481770340021159,-0.002916805694431627,-4.502956874560355E-4,-0.05823913069848256,-0.08350934277384359,42.62895507302663,2.789894156081959,0.29681425592986305,1.0631169799285036
52,5639.021032935598,0.0,0.0,0.0,0.0,0.0,0.0,-0.27457144750437884,0.0,-0.2359001105026522,0.3482374147099509,0.07458229257922777,-0.44842555986029436,-0.23843274025553904,-2.192282992807118,-0.3682544985769262,0.2890683747143766,-0.34451919399021746,-0.7937580950084393,-0.0797714201476302,-1.6667480921988742,-1.215444580777567,0.13580942737258592,-0.1974503523392817,-1.3493261265340792,2.8421421279870334,-1.6859517846535923,-0.4263739204992438,0.5886248831965093,-0.02645974817009224,-0.09487694722469706,-0.002910916188045426,-4.487473013778654E-4,-0.05567471097660249,-0.08199238999183467,46.66430141530769,2.9872412263405694,0.32423726906935707,1.0849155805865502
53,5638.996468754219,0.0,0.0,0.0,0.0,0.0,0.0,-0.27445011592602886,0.0,-0.23597977705766296,0.34822986785094695,0.07452880779703877,-0.448461346477065,-0.23806596660969467,-2.192570067995925,-0.36834711249586966,0.2890303982379363,-0.34474354012820957,-0.7939468461176622,-0.07877992569477045,-1.6675643587522577,-1.214803570036438,0.1357453578240093,-0.19724365546784384,-1.3479847532512066,2.842740373149557,-1.6860935534141537,-0.4265136430169199,0.5885749943101338,-0.026556310140961974,-0.09485596886177912,-0.002914056730728838,-4.495474810126327E-4,-0.05639725064358602,-0.08221514452586325,46.45692633363285,2.967168742029847,0.3218857018792732,1.083161881009498
54,5638.978409099212,0.0,0.0,0.0,0.0,0.0,0.0,-0.2742459962082009,0.0,-0.23603996748752945,0.3481584046133709,0.07443432233072596,-0.4485165646116981,-0.238465503064841,-2.193043675435091,-0.3684623698843018,0.28908339986282644,-0.344851212218313,-0.793787079232676,-0.07930229879116775,-1.6653387775937798,-1.2144672683921862,0.13593963225987335,-0.19702619779286984,-1.3473675626572112,2.842975440412739,-1.6857981746479214,-0.4265533599356357,0.5885218672303023,-0.026735093660108684,-0.09477343465395895,-0.0029110770921881757,-4.4879728750053495E-4,-0.055593860336509426,-0.08170524513425236,48.158059219992104,3.039036334660009,0.329922403140353,1.0945755468251892
55,5638.970864181689,0.0,0.0,0.0,0.0,0.0,0.0,-0.2744904899325024,0.0,-0.23589207980590404,0.3483441536808158,0.07465588375208938,-0.44853331191497925,-0.238818261647989,-2.1933563756711547,-0.36835714063772856,0.2892177222472026,-0.3447012800692446,-0.7937751523270101,-0.08108677823101404,-1.664614592688214,-1.2146142639815387,0.13635360771113697,-0.1967126232076047,-1.3470034983880046,2.842654000425857,-1.6855596049003478,-0.42633960839257284,0.5887992841360568,-0.026510049043775446,-0.09469657575999081,-0.0029099971121808346,-4.484854900218824E-4,-0.05532839796953573,-0.08157525347295698,48.68085800378219,3.056669361745955,0.32857764591875266,1.101783117961438
56,5638.94800342077,0.0,0.0,0.0,0.0,0.0,0.0,-0.27563866045818636,0.0,-0.23524897909320922,0.3492283695236202,0.07564327228016202,-0.44859630119510346,-0.2402701295969403,-2.194794243194926,-0.367808527031739,0.2897885885337051,-0.3440913167900602,-0.7938399038849525,-0.08691089942920399,-1.6627762751886228,-1.2158697886062155,0.13765014816728602,-0.19586309156692494,-1.3455678521743832,2.8411311075463144,-1.684208381400606,-0.42528808376004673,0.5901019558232075,-0.02550173182224217,-0.09409833429386878,-0.0029049288723329136,-4.4714134029497993E-4,-0.054227485182144486,-0.08107411534936322,51.21668815700481,3.1269226331344018,0.3111055340368715,1.1453534128789455
57,5638.938507223536,0.0,0.0,0.0,0.0,0.0,0.0,-0.27532591231036774,0.0,-0.23542860313011546,0.34895208833270436,0.07536067351213065,-0.4484917273158207,-0.23995604313266047,-2.1945302199695433,-0.3679870163188355,0.2896272152134996,-0.3442980935210389,-0.7937997094595037,-0.08227933741838182,-1.6634541279190664,-1.216053215324489,0.1364521104552664,-0.19660000614220582,-1.345761744027237,2.841602516696232,-1.6842478658403528,-0.42548820798514364,0.589718385224553,-0.025842033026078817,-0.09387176099647727,-0.0029046855925048244,-4.4715559658285465E-4,-0.0539882124080499,-0.08088081099043677,52.080638455982985,3.1548443561429695,0.3138029872317574,1.149718039932357
58,5638.929851143729,0.0,0.0,0.0,0.0,0.0,0.0,-0.2750288688879421,0.0,-0.2355556686731504,0.34881318255293436,0.07518586434558246,-0.4484953082510061,-0.24001352333799789,-2.1943781468205463,-0.3681445368951186,0.2895932375766541,-0.3443946695027584,-0.7936605754178291,-0.08371834763897255,-1.6626612857921421,-1.2161015123777226,0.13627715683439903,-0.19664576751913768,-1.34649348329428,2.841634658333902,-1.6841387569532562,-0.4255640664713755,0.5894840586827356,-0.026076086527275524,-0.09386851796237096,-0.00290375906627301,-4.469023699171459E-4,-0.053832131335939164,-0.08082667232715599,52.522132964703964,3.162232067633545,0.31493105759657447,1.1508867647151462
59,5638.921843709428,0.0,0.0,0.0,0.0,0.0,0.0,-0.27506430081405453,0.0,-0.235539009281301,0.3487770487746287,0.07518153656501955,-0.44849480703054484,-0.23996259257035077,-2.194254077991953,-0.3681243077157412,0.2895556115738752,-0.34436491957248716,-0.7936692570293057,-0.08375369788716248,-1.6628706974655019,-1.2160711857411102,0.13619744440526327,-0.19663516701474637,-1.3465682465252056,2.841601877216416,-1.684250125364144,-0.42557948293816167,0.589449942885888,-0.026074491522736123,-0.09393681071666317,-0.002904146461616861,-4.469808949168515E-4,-0.053877775859828544,-0.08086301349923702,52.548858026856436,3.155693189676078,0.316198497924528,1.1476312829376047
60,5638.9141908939055,0.0,0.0,0.0,0.0,0.0,0.0,-0.2751226182269089,0.0,-0.23551401832991048,0.3488055541039707,0.07521928728301246,-0.44850486451977445,-0.24001162124103118,-2.1943057352814246,-0.36808855790279627,0.28956594227487503,-0.3443349374373894,-0.7936762789622475,-0.08390907126989022,-1.662846110072107,-1.2161724911634562,0.13620036804401683,-0.1966145161461968,-1.3464525062197008,2.8415491149839447,-1.6842072565853121,-0.42554502983246156,0.5895053157467244,-0.02603029902820727,-0.09392044242401391,-0.0029037417614016956,-4.468894587523941E-4,-0.05375673676860307,-0.08081736254258333,52.922973713464216,3.161263558363294,0.31594467307130614,1.1497896235122076
61,5638.906867675198,0.0,0.0,0.0,0.0,0.0,0.0,-0.2750591309468019,0.0,-0.23555321948910551,0.34876785213877864,0.07517261402178359,-0.44850245370146313,-0.23991011107331534,-2.1942130813719203,-0.3681227313684535,0.28954460048818353,-0.34436122122996715,-0.7936710077234651,-0.08397177026973744,-1.6630240864261545,-1.2161551250788991,0.13611399467379814,-0.1966238402773257,-1.3465413016527696,2.8416032451088666,-1.684302848613267,-0.42561423035325935,0.5894421960060952,-0.026076368435074496,-0.09394544458891115,-0.002904180385875214,-4.4700196167115063E-4,-0.05383103091030421,-0.0808803895748147,52.8779484774843,3.1519573935788077,0.316519880853868,1.1464843486347298
62,5638.728313306841,0.0,0.0,0.0,0.0,0.0,0.0,-0.27427923646019065,0.0,-0.2361294943505408,0.3478738491950335,0.07433855093484457,-0.4483614172499602,-0.2379638853523315,-2.192669525647698,-0.36852382333381095,0.2889249776422505,-0.34480660697060866,-0.7937748896904738,-0.07688710951908012,-1.6679890438430847,-1.2167469552107306,0.1326460284367125,-0.1976555493624494,-1.3459222601718692,2.8439444782492154,-1.6867007164857073,-0.4269726172990632,0.5882557382281164,-0.026765245884099682,-0.09432560420187078,-0.002910838031531366,-4.4880259938940507E-4,-0.05380871603923623,-0.08128053898662517,56.49367226976326,3.0700998969359277,0.34679646944557946,1.0898096967853392
63,5638.633835419108,0.0,0.0,0.0,0.0,0.0,0.0,-0.27480494770741193,0.0,-0.23583760566622788,0.348494124687243,0.0749923594017646,-0.4485720979101131,-0.2392196110864963,-2.193884953837498,-0.36823933641988094,0.2893725693605059,-0.34441520712820406,-0.7936325165697841,-0.09087745075625239,-1.6654500385342805,-1.217627634108881,0.13431395549969893,-0.19609078615673817,-1.3447889772780228,2.8418456160688836,-1.6855885626201725,-0.4262946642218871,0.5890693654068754,-0.026122313127418202,-0.09425201568842785,-0.0029067084060343256,-4.476832173635537E-4,-0.052876484668985944,-0.08130789091666511,60.03315854947632,3.0566397293876983,0.33234698823621844,1.1078297648493465
64,5638.552009337554,0.0,0.0,0.0,0.0,0.0,0.0,-0.27482858263165666,0.0,-0.23591865105568194,0.3482296476809147,0.07483565247724974,-0.448476759492638,-0.23841088352607484,-2.1932716750001164,-0.3682019798507537,0.2891165754740293,-0.34446846517125035,-0.7938422575952669,-0.08840350886249981,-1.6689538511422994,-1.2179402307478278,0.13273648004242772,-0.19661236255876027,-1.3439834858926862,2.842623013072496,-1.6867746856481403,-0.4267201037544539,0.5887381412481405,-0.026146307897354747,-0.09454026297494127,-0.0029115293019782206,-4.488946742645633E-4,-0.05319843581865031,-0.08176085805480988,61.53334089085349,2.9743045257154503,0.34152070780069665,1.075483695187028
65,5638.471410806271,0.0,0.0,0.0,0.0,0.0,0.0,-0.2751749141086972,0.0,-0.23575387840315076,0.34885302403933716,0.07534288248975861,-0.44862516462870655,-0.23901697018237936,-2.194086887134778,-0.3680245064045046,0.28952305803181744,-0.34424349037049395,-0.7938434829371914,-0.10032869805813703,-1.6679829985081167,-1.2186707531045236,0.13399619408528193,-0.19556516148093003,-1.3434921558790873,2.841168397099197,-1.6860224903568424,-0.4262091760862355,0.589447400713562,-0.025621291618865998,-0.0943907814462209,-0.00291034084958553,-4.4859452051427385E-4,-0.05304627304927219,-0.08220664473747456,63.058894100469836,2.9061937811177643,0.32272299218932426,1.0819981424626288
66,5638.426753246445,0.0,0.0,0.0,0.0,0.0,0.0,-0.27522745013593813,0.0,-0.23581904924710154,0.3487156288890342,0.07529784523793533,-0.44851195379377945,-0.23847638476086644,-2.193868027799128,-0.3680102406984202,0.28937952143331125,-0.3442982751542041,-0.7940062029132416,-0.09695430846352021,-1.6706374475350327,-1.2188738594795276,0.13260883355849762,-0.1960870967985153,-1.3426023187327807,2.8412426961424972,-1.6864966014217566,-0.4264201583110127,0.5892444268134612,-0.025606854171779374,-0.09436067575103436,-0.002913398866452007,-4.4941052655624546E-4,-0.05325425858466356,-0.08250605085985759,64.20191245864208,2.8573573846705997,0.32192706972508717,1.069651525893945
67,5638.368197547221,0.0,0.0,0.0,0.0,0.0,0.0,-0.27518968315058145,0.0,-0.23584458953342186,0.3489428067757164,0.0754019404494437,-0.4485990111050171,-0.23850955703565785,-2.194025253485379,-0.3680156420402565,0.289539098594958,-0.3442872113452157,-0.7940128617765825,-0.10442236566658192,-1.6706918179974348,-1.2192613547064153,0.1329902532238772,-0.1956205087862378,-1.3428837687997426,2.840845425198612,-1.6863896383887012,-0.4263418260629814,0.5894279317372197,-0.025500876182154145,-0.09432420842198778,-0.0029143723641925365,-4.496399605967223E-4,-0.05351367645382332,-0.08305953718908622,64.60252220894974,2.7750761977186955,0.30953666248319694,1.063102881967078
68,5638.3353636115535,0.0,0.0,0.0,0.0,0.0,0.0,-0.2760462776172694,0.0,-0.23559174556107365,0.3496226547386612,0.07613918456960372,-0.44857152990929183,-0.23803550463485412,-2.194694010816447,-0.36762471719913775,0.28979074741392713,-0.34404001806294804,-0.7945345611150939,-0.11017346117793436,-1.675392043415097,-1.2199592090453102,0.1321565026683414,-0.19528648387290956,-1.340189153935077,2.8390532116396536,-1.6862558179292222,-0.42592198562266237,0.5901334310710548,-0.024651425164887036,-0.09390052869204053,-0.002921009824183279,-4.513969143068249E-4,-0.05456651939850004,-0.08452690841118145,65.78901336860774,2.5694697418005124,0.26968649083992235,1.0547686905747151
69,5638.3274541860765,0.0,0.0,0.0,0.0,0.0,0.0,-0.2750199672715638,0.0,-0.23606465776650065,0.3490084395660498,0.07537341887249455,-0.4485112213379401,-0.23776832631196526,-2.1942289560523447,-0.3681332485089467,0.28954733113105385,-0.3445335635636418,-0.7942150855003787,-0.10671189764469133,-1.6738117501967769,-1.2195858658723915,0.13120064933397696,-0.1961054866387897,-1.3416408006855682,2.8400102276758137,-1.6862966252023102,-0.4264550758064506,0.5892434724264932,-0.025554970489581,-0.09379293136148355,-0.002918670932068183,-4.508795333147206E-4,-0.05429156526243313,-0.08416019858706471,65.68562072616878,2.6287978939519947,0.2806210089699863,1.0568432121639144
70,5638.3271944533535,0.0,0.0,0.0,0.0,0.0,0.0,-0.27492444450071646,0.0,-0.23610852442518987,0.34879710543616926,0.07523932396346605,-0.44847537349507677,-0.23764062471790112,-2.1939077434263736,-0.3681781768837829,0.2894348305135555,-0.3445432578764348,-0.7941695462193943,-0.10513300211642312,-1.6740073941839806,-1.219292536068754,0.13083805516874786,-0.19623491772005952,-1.3418315540054426,2.8402499880734715,-1.6865346896388094,-0.42662412162455937,0.5889862084421754,-0.02572960318008139,-0.09385930476877802,-0.002919442145270287,-4.5102010215659476E-4,-0.05439353506973145,-0.08418354762552441,65.38869981634944,2.626656874689572,0.2828598277977965,1.052511095068171
71,5638.326983770648,0.0,0.0,0.0,0.0,0.0,0.0,-0.2750183492396581,0.0,-0.23605542185209238,0.34889544094336755,0.07533467179758935,-0.448498251839401,-0.23776786790651888,-2.194043028458389,-0.36813053351707314,0.2894954146888207,-0.3444898184170637,-0.7941741845537613,-0.10617085089997048,-1.673765298157055,-1.2193317820401226,0.13110279362572283,-0.19607917441352327,-1.341723769161839,2.8400568958745764,-1.6863661449160239,-0.42652210160031034,0.5891215132072125,-0.02564441341362864,-0.09380578838147716,-0.0029190518561853056,-4.5091840478591374E-4,-0.054364667338918655,-0.0841913448386794,65.39488535646092,2.627289792938162,0.27927630988207724,1.0569849538899134
72,5638.326706017214,0.0,0.0,0.0,0.0,0.0,0.0,-0.2749316827908352,0.0,-0.2361076389956163,0.3488373924274732,0.07525477554337238,-0.4484998667377081,-0.2376618109259457,-2.1939220316097447,-0.3681652465994885,0.2894573931143586,-0.3445359537498358,-0.7941658618394013,-0.10580527093056923,-1.6739036409389934,-1.2192813581404862,0.1309815443792338,-0.19616266243171515,-1.3418422236904834,2.84018761281851,-1.6864363321354001,-0.4265981875194251,0.5890342839606667,-0.025736942970889798,-0.0938108092601029,-0.002919241894214747,-4.5098159873298884E-4,-0.05442155227061368,-0.08423563456813593,65.25774135958454,2.6235338718411194,0.2790969269247186,1.0555059470878903
73,5638.326552913904,0.0,0.0,0.0,0.0,0.0,0.0,-0.2749129552300181,0.0,-0.23611894964611102,0.3488141338866109,0.07523436440723137,-0.44850030411175396,-0.2376328916190438,-2.193863724844068,-0.3681732413296137,0.2894432548686633,-0.34453885700985276,-0.7941603192340273,-0.1057033683356856,-1.6739608929664482,-1.219248569725781,0.13095268322429954,-0.19617161884371992,-1.3419117825383324,2.8402180087556754,-1.686473886762674,-0.4266258835032657,0.5890035758345191,-0.025761340875866876,-0.09382355909260114,-0.0029193787390369413,-4.510115635028152E-4,-0.05446045393156424,-0.08426629020033943,65.14404558498087,2.621325904795339,0.27897473122076516,1.0544680831013202
74,5638.326428270908,0.0,0.0,0.0,0.0,0.0,0.0,-0.27491157720786863,0.0,-0.23612139356654915,0.3488075483735502,0.07522959106111735,-0.44850225977102715,-0.23761936583009247,-2.1938375496297646,-0.3681717065132022,0.28943738653928147,-0.3445366553090671,-0.7941606682385793,-0.10563697579147206,-1.6740081497148414,-1.2192378220943627,0.13095326942177204,-0.1961720886477206,-1.3419477974147014,2.8402248613216616,-1.6864829349256922,-0.42663585816626814,0.5889967817219609,-0.02576874911248555,-0.0938246645448833,-0.002919444100357727,-4.510271204862368E-4,-0.054487370642901205,-0.0842914757004385,65.0580385719747,2.6199973868423783,0.2784015737266336,1.0542286688476377
75,5638.3263240636115,0.0,0.0,0.0,0.0,0.0,0.0,-0.27490484177444324,0.0,-0.2361262054230649,0.3488021950403952,0.0752235875232798,-0.4485036652595762,-0.23760543224653152,-2.1938180303436052,-0.36817424774693475,0.2894331218335321,-0.3445384195155915,-0.7941607719678844,-0.10559614062785497,-1.6740425002579011,-1.2192347970481545,0.13094994770943394,-0.19617478623095566,-1.3419832838501267,2.8402358638921754,-1.6864904626043535,-0.42664560330756074,0.588989254668052,-0.025776426363245477,-0.09382372933895633,-0.0029194996590966894,-4.5104123141879223E-4,-0.05450824423648432,-0.08431452935127152,64.99346219409246,2.618842435254999,0.27792428472305786,1.0539547246379335
76,5638.326231692406,0.0,0.0,0.0,0.0,0.0,0.0,-0.27490152776731025,0.0,-0.23612868805830203,0.34879831719502513,0.07522026482159029,-0.44850463058699647,-0.23759650955879547,-2.1938046582376582,-0.36817546480734764,0.2894299078667246,-0.3445389411661074,-0.794161199260741,-0.10555898016006757,-1.6740672042165485,-1.2192317151435927,0.13094865173493525,-0.19617571346731108,-1.3420074636602564,2.84024275451668,-1.6864966843291174,-0.4266518851026936,0.5889839642083169,-0.025780790755833415,-0.09382349248288033,-0.0029195448813448513,-4.510519894812806E-4,-0.05452370275288805,-0.08433397122088597,64.94362749092338,2.618084749280154,0.2775375765538912,1.0537013842797265
77,5638.326146072827,0.0,0.0,0.0,0.0,0.0,0.0,-0.27489842963781363,0.0,-0.23613095459577632,0.34879568237348924,0.07521756945714281,-0.4485055046814497,-0.23758920094952374,-2.1937953219122743,-0.3681766703367081,0.28942761617888735,-0.34453993789045695,-0.7941617729132948,-0.10553422751003254,-1.6740862924527546,-1.2192302429851496,0.13094784292605122,-0.1961766717256209,-1.3420255346823626,2.840247966744233,-1.6865016899615575,-0.4266568253052579,0.5889798669216861,-0.025784079162226223,-0.09382308320070099,-0.0029195807206299743,-4.510608261507506E-4,-0.05453573246192205,-0.08435195813545235,64.90568833691863,2.617454307995325,0.2771945190715593,1.0534475208736434
78,5638.326064838136,0.0,0.0,0.0,0.0,0.0,0.0,-0.2748964613843839,0.0,-0.23613251401937163,0.3487939714200584,0.07521598075015291,-0.4485061823289571,-0.2375838127621087,-2.193788738136175,-0.36817751702655,0.2894260484624773,-0.344540505753224,-0.7941623947871509,-0.10551663429111337,-1.6741008914520064,-1.2192292683860553,0.13094759842067064,-0.19617695095550364,-1.342038127926924,2.840251193734712,-1.6865059576940995,-0.4266605258677954,0.5889769209821297,-0.02578595398310768,-0.09382270914452,-0.0029196105294423346,-4.5106805747921014E-4,-0.05454503316126874,-0.08436854036008255,64.87665936382784,2.616959611171709,0.27688794257285937,1.0531997618865307
