Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_vgvi,g_walk_speed
10,5936.609104284751,0.0,0.0,0.0,0.0,0.0,0.0,-0.7538938002490919,0.0,-0.15137344509773196,0.1623436011684261,0.01645413872984168,-0.19282344536450394,-0.2741306270512018,-1.956635588560121,-0.27367677792162654,0.23188430205580496,-0.2147213309924161,-0.655848850106969,-0.847411669717218,-1.0250423019821702,-0.553042842405832,0.002624764175506139,-0.03118294441776928,-0.3291680558320666,1.7872560687418018,-1.5553309526232764,-0.10617250917704082,0.36654524303168706,0.07961169198505273,0.1892576934019701,-0.005448796139155975,-0.001046594883740777,-0.19510138395634571,-0.10109002369299665,0.009365195499931398,0.3538511754968632,0.17931755175348757,0.07029829292690769
11,5923.771818556672,0.0,0.0,0.0,0.0,0.0,0.0,-0.6570435040661585,0.0,-0.24562317549909785,0.31506239618023874,0.20605475307815518,-0.03589976334733397,0.027435294580229364,-1.9132159974857554,-0.15493478653282475,0.28822027473080897,-0.21746234075379894,-0.7964474087144295,-0.7655019975663676,-1.2056497195864633,-0.5198073763585778,0.15314220073514667,0.03554543485551895,-0.46469473752947743,2.2502339404847036,-1.6890907773903965,-0.10747578949081871,0.39873069974511804,0.0852612728480431,0.1220724201790018,-0.005768089989610339,-0.0011953499914077964,-0.19550101186316318,-0.10478852062540067,0.004687356842516222,0.2871720112541142,0.272381065656699,0.11106760019056643
12,5914.564246282527,0.0,0.0,0.0,0.0,0.0,0.0,-0.5924132427315194,0.0,-0.2872748253151361,0.4385016550718235,0.10544869095334855,-0.03439148671255619,0.09088726311222942,-1.9390550679087881,-0.17667916988934812,0.24238986018645806,-0.17958115998358432,-0.8146028074309211,-0.6335019137438328,-1.3418551742747196,-0.509826381867098,0.2988910302856911,0.10836724738303494,-0.5820529802511567,2.4123180770391714,-1.6607570593417234,-0.30800371959675554,0.42823399884754776,0.12701248476017057,0.04784601745791074,-0.005708923632753481,-0.0011899403631550466,-0.19723091927084424,-0.10554338228984166,7.849567691260977E-5,0.29442050479509063,0.3394935914174379,0.06712790238437806
13,5897.542227036318,0.0,0.0,0.0,0.0,0.0,0.0,-0.464756956728677,0.0,-0.500119852438221,0.44256202461085714,0.17137027431379498,-0.1571881062847295,0.11511500822134349,-1.965442687205654,-0.3420049280024061,0.23468671469423702,-0.23757432462144307,-0.7909818574066044,-0.32842828774053956,-1.5751607977278617,-0.5685466358709543,0.601007827817026,0.21874702324528209,-0.8222599118953869,2.5597381851153838,-1.664805057265544,-0.5615262168363717,0.5861745318984286,0.017375273622179097,-0.09046249158174487,-0.00540551441328797,-0.0010960508814633427,-0.19965240809458323,-0.10493196462581855,-0.010195780317104258,0.3251633694334026,0.4157338051656071,-0.05893928852819984
14,5878.529671485911,0.0,0.0,0.0,0.0,0.0,0.0,-0.3323868296563496,0.0,-0.6279235079020956,0.48968395350012095,0.07107352643727917,-0.3200829553194714,0.19443868893330984,-1.8822118255731937,-0.5557408122912856,0.3570301123100297,-0.2736459164907067,-0.7758222405806822,-0.09032003253532095,-1.8249346434428688,-0.8924610050157713,0.8369887375981894,0.2326070991631332,-1.08341105131375,2.613189419554611,-1.7244312655640326,-0.5744022152546685,0.6325804159321438,0.054385135326076466,-0.22901768650337678,-0.005371513443447021,-0.0010956354634913353,-0.1912222483900355,-0.10471242251243504,-0.02319508543383154,0.29409890522807397,0.4610487656306136,-0.09442255780654935
15,5854.726993329306,0.0,0.0,0.0,0.0,0.0,0.0,-0.29556366668345696,0.0,-0.5761300837252408,0.5470159113651982,0.06198162716933607,-0.49914171949838876,0.3065903498380135,-2.0158303155387642,-0.4898121603090067,0.6034836965264774,-0.28466449942752037,-0.824882521214017,0.3016637733659024,-1.76926248345573,-1.3902402716610864,0.9166379011095463,0.1246409503760649,-1.4437622734882107,2.683233839229593,-1.6121972111627545,-0.6978801373609557,0.7343932137083864,-0.0054015765684318415,-0.386353609320643,-0.005155456417361089,-0.0010753904757930934,-0.18849302272067736,-0.10435589864885653,-0.040384234603889416,0.35952311876924764,0.4092034500173957,-0.018493119785717924
16,5835.604541975277,0.0,0.0,0.0,0.0,0.0,0.0,-0.17194579386187367,0.0,-0.7365788915285649,0.7743401246113032,0.03311245730156771,-0.5685921622633423,0.22381041829811948,-2.096360127793044,-0.4782917822031444,0.6151592440534461,-0.24663662112265286,-0.9169486382272842,0.5024246330127337,-1.6623924811224657,-1.54340321663184,0.7720492729566426,-0.051354762006128984,-1.7178147146005764,2.6846811397918473,-1.6399321201805608,-0.6849946379672377,0.8204662482982243,-0.07733924064337458,-0.4827413825680566,-0.004665643203259837,-9.30833970241417E-4,-0.18291113860837951,-0.10200996840705616,-0.05423950152681942,0.3579154688309025,0.28752690508262213,0.06524755241243159
17,5805.044228032798,0.0,0.0,0.0,0.0,0.0,0.0,-0.1739717745367855,0.0,-0.7414025015148205,0.8503535757372694,0.019163806753485273,-0.6075269285216964,0.1332742943375227,-1.9514578116856216,-0.5924184273181419,0.6497926641622136,-0.274549999468941,-1.0566866423854209,0.5040667675571345,-1.6670168803061831,-1.563751777251454,0.44146339372523674,-0.409210313020224,-2.0793278771283736,2.7315792948165107,-1.6077034170138333,-0.8482825425393841,1.0213203762601053,-0.14223827284428814,-0.583176770280291,-0.004520609260693231,-8.831127371170184E-4,-0.16475511951410154,-0.10142717022880966,-0.07235198345504892,0.3344017947602741,0.17280546315256307,0.23609836926220373
18,5774.207392278421,0.0,0.0,0.0,0.0,0.0,0.0,-0.039246269744709655,0.0,-0.7208422884739066,0.6052453625523362,-0.12546473531471392,-0.6285377379876441,0.11572550817267545,-2.068507410549408,-0.52077311465028,0.7721274912664621,-0.531013568330629,-1.0195469624593279,0.38222263586792704,-1.5974108005201093,-1.2191821436180854,0.1977831810361158,-0.6209787346941409,-2.4220790087727364,2.7232698257777006,-1.615817227716738,-0.8183718701671876,0.8751726114128227,-0.02479561057310878,-0.5651193755041336,-0.003913082034795024,-7.26817857742197E-4,-0.14898954998182282,-0.09960146342412188,-0.08796077609372922,0.30641811922579765,0.17095448054407822,0.23053876400742207
19,5727.958710204981,0.0,0.0,0.0,0.0,0.0,0.0,-0.0758541683145035,0.0,-0.3890535437587826,0.3149809424657951,-0.27909446073423494,-0.786026157447229,0.20080994318886786,-2.184846275471035,-0.4404300308363569,0.4253923007366104,-0.4862697823935253,-0.8503248791965079,0.02250551605487039,-1.54996504337156,-0.8556138924519692,-0.01931108429292311,-0.6340003326893776,-2.81061896302363,2.750767739943329,-1.5849379301145106,-0.4709605565142897,0.5238952029591306,-0.3852558471590525,-0.371966651167227,-0.0033788291087743253,-6.456039493426669E-4,-0.1226920938971677,-0.09927940402249376,-0.10370597050346375,0.2719197516455338,0.3238916886344591,0.11985882555923558
20,5713.543103683672,0.0,0.0,0.0,0.0,0.0,0.0,-0.16656483908252118,0.0,-0.2761996045704454,0.15506200960289546,-0.21617570034186379,-0.6651487387706062,-0.051011030603984764,-2.082514336571217,-0.25077496898850726,0.07617441809777387,-0.6266842988600811,-0.9284389753752277,-0.12102415811701417,-1.4985660566971566,-0.950932141347062,0.028404684385697293,-0.47937333880171185,-2.79866883944984,2.749498621307358,-1.6480926594004637,-0.41226540232507286,0.3376954532456691,-0.31088678771357037,-0.36863665642911364,-0.0031467731106879517,-5.469864597393973E-4,-0.11412484885763113,-0.0991159222370717,-0.0998289121334495,0.2639464954963528,0.3645289262735766,0.08339180400912
21,5707.828395245471,0.0,0.0,0.0,0.0,0.0,0.0,-0.1590283116212592,0.0,-0.30098966391356385,0.013025435523777884,-0.11501117006310294,-0.5858407697912792,-0.1074211043732605,-2.1198535822785085,-0.2781002416320348,0.06154770261018459,-0.3989952594091663,-1.0588188585031586,-0.19530372853362285,-1.5009155607959332,-0.9771341156516752,0.02326205675528669,-0.2972132671310805,-2.5702277600817194,2.6958273279414713,-1.6357031875709143,-0.41884128379997865,0.30480939590881545,-0.18073434524988913,-0.3854891624643071,-0.0030571934056542365,-5.17643778351095E-4,-0.112003376134574,-0.09861296406031107,-0.08334360588825562,0.25459315612758476,0.35493986063621835,0.10055057874756163
22,5700.604991822323,0.0,0.0,0.0,0.0,0.0,0.0,-0.23887909046714542,0.0,-0.33111512509671975,0.0863847359353561,0.1431378266415486,-0.6618251093624733,-0.11412417344634695,-2.150618941434004,-0.35800805808437447,0.07978976077934397,-0.2818760613397987,-1.05861475579648,-0.29154181685926017,-1.5166201672102915,-0.992657006805987,-0.035336570492454596,-0.035421748529163855,-2.1411476692475224,2.6380863340080434,-1.606408995138652,-0.48728192957253474,0.19595599266743197,0.03876001883332475,-0.36371475596730435,-0.0029579846815167236,-4.96012138513146E-4,-0.11090233287062293,-0.09834330778056898,-0.05213490434842544,0.248242361342736,0.32671708675562794,0.1366541595565555
23,5693.547742595561,0.0,0.0,0.0,0.0,0.0,0.0,-0.24195403405368218,0.0,-0.31231268447966204,0.13525655417992902,0.19057078934247967,-0.6413681538952792,-0.09196926095243338,-2.160174844107064,-0.34988929962798665,0.08396492801950073,-0.24737421379328034,-0.8459977395488187,-0.35003356223800364,-1.504452080995744,-1.0258042826125227,-0.059494807226300836,0.19738040450538252,-1.565035848729861,2.6473551116139795,-1.6717607025533814,-0.4771213203307944,0.44191295056473134,0.18549587545112473,-0.33868445383039314,-0.002922788549270282,-5.028900698363064E-4,-0.11318055732373244,-0.09859504652177395,-0.0064229250380994155,0.24676271853311219,0.28841482871770613,0.21007977514408382
24,5681.698247622478,0.0,0.0,0.0,0.0,0.0,0.0,-0.32611847099074154,0.0,-0.308613717336404,0.3553220323030484,0.18878691756905833,-0.3365179754103203,-0.22537315668263105,-2.195512035797948,-0.37273416765355805,0.3265180383987287,-0.22292882339189868,-0.6213926034713848,-0.4284878370867408,-1.5715870030287005,-1.0442646462673528,0.298598003671721,0.09824120093408426,-0.47510331397798167,2.6385592598354832,-1.6880879200074566,-0.5027160932544412,0.5610520331594226,0.08595420170265056,-0.14941416752423112,-0.0027940494624615697,-4.589034391725441E-4,-0.11477117244440238,-0.09835664523015196,0.09435103865389999,0.22889589114789277,0.24319584944242556,0.28881220640192734
25,5679.097341827563,0.0,0.0,0.0,0.0,0.0,0.0,-0.3016781829475826,0.0,-0.28848538259545353,0.41252805176098944,0.15672952794940637,-0.4029293184920283,-0.24975218613410807,-2.157139772573875,-0.34861820712970604,0.370326014952777,-0.2643589519638835,-0.7632716778092444,-0.43069781697918036,-1.5547628527543795,-1.0265163825624668,0.3866074804939792,0.09973963245719088,-0.39100250384449126,2.6273514980631645,-1.6588554261112176,-0.4799577600431314,0.6763445918456639,0.09794068106374557,0.10771389540295792,-0.0028326973243059774,-4.561687922203506E-4,-0.11875144423919545,-0.099094075025296,0.1431560876832242,0.22242683604994062,0.27790593144950304,0.2793469303952411
26,5675.078297801173,0.0,0.0,0.0,0.0,0.0,0.0,-0.3783077437976273,0.0,-0.2787484589540944,0.513531165869064,0.19468643794683316,-0.2113696029192691,-0.10263059159144544,-2.2776010008792054,-0.4278585746981693,0.29459632668269514,-0.35935268409192345,-0.7919131615793047,-0.5360000342815585,-1.5420756885033098,-1.0510252487163148,0.49525279699928393,0.05162241403670006,-0.7320267862196883,2.4318084982338117,-1.5947193040698813,-0.4406284287249716,0.8264180953241699,0.15334640354440887,0.25870266592925484,-0.0028777302159702692,-4.72513652908976E-4,-0.11862280861791333,-0.09865088783785646,0.3003263928385596,0.18967049898308722,0.27911408831935997,0.30368031055421174
27,5668.565540687904,0.0,0.0,0.0,0.0,0.0,0.0,-0.4132274497986559,0.0,-0.17038759572654644,0.524773983483085,0.20686729353815136,-0.2413149229347299,-0.49426526423100153,-2.144170919094186,-0.2874702668742818,0.522614459519998,-0.15632766325197534,-0.4502189751909759,-0.6424613681714906,-1.5320446308256277,-0.9605140413001705,0.5388919542875388,0.03783764340058757,-1.7990825136290436,2.6042698259795474,-1.6593134790431674,-0.39226281696343335,0.7579848665889172,0.08814749276191994,0.24141021547439193,-0.0030820370628431345,-4.8097105273509126E-4,-0.1289836442516515,-0.10088751184761487,0.738887018052405,0.11777473686249079,0.17961157962869076,0.5590709027314751
28,5665.5991120600775,0.0,0.0,0.0,0.0,0.0,0.0,-0.3736977890365073,0.0,-0.10386731125948329,0.4355759419210276,0.0684361670190263,-0.41412703716176114,-0.43061665642372515,-2.166113605518483,-0.25297657387091793,0.43551944180940433,-0.31970644837984086,-0.700107962638008,-0.49055037209885277,-1.658194334387613,-0.9232652134292954,0.3112898116389717,-0.05124136608192684,-1.8165406049517634,2.6691630963916992,-1.6574773679517347,-0.31649271254312117,0.6395429370045115,-0.09063579605523342,-0.1555436167779696,-0.0031494249463819794,-4.875346278761755E-4,-0.13367367371777425,-0.10129056248618305,0.8893181564503387,0.11552303281686221,0.22010336747018328,0.5412872942765901
29,5664.413821481848,0.0,0.0,0.0,0.0,0.0,0.0,-0.3291222138139568,0.0,-0.10798507807822555,0.345066776010591,0.04874177158679192,-0.5208953812502485,-0.3603779318025384,-2.179071084795389,-0.26422167381130796,0.3094266152981793,-0.33322777991393415,-0.7461627160191368,-0.42262215605370623,-1.6523878307191122,-0.9356367424721499,0.2741986034402347,-0.1982577333381454,-1.788077069310622,2.738810048463231,-1.6836812568844628,-0.3259648380354108,0.5756335685833326,-0.08407786093227569,-0.24104074856120467,-0.003170299439060136,-4.977253209015103E-4,-0.13493727527955554,-0.10164124374223188,0.9455155747456694,0.1178423371892,0.21315975208476132,0.5620984611825957
30,5663.6210694136,0.0,0.0,0.0,0.0,0.0,0.0,-0.14964100736087693,0.0,-0.26357498974871285,0.14324102411224016,-0.08242813455665393,-0.5236104369410746,-0.18414562728193656,-2.177403666712074,-0.40864004270025284,0.14185346915838606,-0.4602114426233701,-0.7862792025405837,-0.3335371880479931,-1.5936389855343385,-1.1438587591498175,0.02446291643768067,-0.24625045715533211,-1.6920849654421568,2.9466587237286963,-1.6851847227336023,-0.49962706279912594,0.347827692143744,-0.23228472476152268,-0.1529309475793188,-0.003185111046218948,-5.03998475860887E-4,-0.13237706075727756,-0.10191563138224095,1.0682385878015621,0.11573134986582298,0.1433070308362475,0.6563695753572161
31,5661.380088800298,0.0,0.0,0.0,0.0,0.0,0.0,-0.2179203955270858,0.0,-0.24436297374199475,0.18126674041434404,0.001621529599487359,-0.4228526582891366,-0.19374573310140275,-2.2158119266267704,-0.3890316842203097,0.1535433870609479,-0.40108413307361795,-0.7550115725774912,-0.1253570895059382,-1.7829970231962349,-1.1932236680195694,-0.0893487111770329,-0.27062523897990604,-1.546156053826943,2.9015248537277083,-1.7168459061868204,-0.47008482488043213,0.40723388030190466,-0.12049929428576658,-6.59994878458553E-4,-0.0031047919349870734,-4.912573923409419E-4,-0.12910874225800884,-0.10216094503515814,1.2358831805839656,0.15354415851105863,0.16262267397399197,0.6283814143452429
32,5658.696465258385,0.0,0.0,0.0,0.0,0.0,0.0,-0.24129832850952998,0.0,-0.2573715692458772,0.3044674411132312,0.04417781484002048,-0.45666904063134905,-0.17547855891454484,-2.2369222517179925,-0.3979393497686893,0.2435203897548246,-0.38147806225850034,-0.8127384524125844,-0.27102047111387806,-1.7136941990108863,-1.2132723589612386,0.06644394945402197,-0.21436528884359965,-1.3899714304310236,2.8584322648363583,-1.7116571171952333,-0.468676167399344,0.5479403680498127,-0.0573899671940586,-0.0562125869587859,-0.0029982449716446633,-4.730561533576299E-4,-0.11906479831670021,-0.1018140509956388,1.4246730805074717,0.17358166251485624,0.11407711561869752,0.6736998743013418
33,5658.597748936988,0.0,0.0,0.0,0.0,0.0,0.0,-0.24409415983977154,0.0,-0.262644085439488,0.32101533592217746,0.05576320668766588,-0.4493772083663329,-0.18478789397609272,-2.227764331710241,-0.40360310682704265,0.2624912724608415,-0.368476179500817,-0.8063988806516718,-0.2937562829479095,-1.6761154619732228,-1.2304281153015773,0.05951504490166543,-0.2248873544488172,-1.3741157130135415,2.8658991069443878,-1.7126116821640025,-0.46904764233647583,0.5646200149416507,-0.0443377499250093,-0.06864084340829067,-0.0029933554429502217,-4.7156870732661396E-4,-0.11788521911389871,-0.1020533570965414,1.4844763897519602,0.1775447265202309,0.1652313565034989,0.6199145074000683
34,5656.746977357729,0.0,0.0,0.0,0.0,0.0,0.0,-0.3756115640017712,0.0,-0.19662231726644222,0.47758241197600604,0.15408217005608327,-0.44469315485268585,-0.29786741507794245,-2.214722875201617,-0.3129152979135156,0.38681610196418403,-0.2853241607045557,-0.8080364214769837,-0.46072163881624717,-1.6390148903880242,-1.1687472557426841,0.284095929255693,-0.12813621043314805,-1.1140876914742632,2.7378229911532332,-1.7001882024180206,-0.3663963768747668,0.7394715637195886,0.07585264150082523,-0.11610977477472183,-0.002898890966412037,-4.507958205726016E-4,-0.1045100385568101,-0.1021534095315279,2.961375027760003,0.307958138335391,0.04125280892778366,0.7775899029684156
35,5654.778211695488,0.0,0.0,0.0,0.0,0.0,0.0,-0.33933748993989943,0.0,-0.21478664382184764,0.4357673867219431,0.12137460697077723,-0.44787860320315753,-0.2760326573538857,-2.2080012883988593,-0.33346342813762875,0.3599433082202598,-0.30682085145532334,-0.8003772578447701,-0.37242329674311525,-1.6569076467822723,-1.1850937383070679,0.22897505058652454,-0.1581620552505934,-1.1835882788012941,2.785047700844936,-1.7043557613657305,-0.392948112265836,0.6900888059089358,0.03472799629255317,-0.1026901118588549,-0.002937186779988287,-4.5736689307081187E-4,-0.10579060883680852,-0.10225072054993865,3.4393536165775562,0.3593879495041888,0.028280955258564014,0.8058361189447575
36,5651.0468697834285,0.0,0.0,0.0,0.0,0.0,0.0,-0.2711664941870863,0.0,-0.24442012153845036,0.34615197985231366,0.0631351224347708,-0.44911617172438495,-0.2345072620185754,-2.1829163749473217,-0.3686394447130985,0.2957150110850103,-0.34633450538672855,-0.7875843931689948,-0.19821680367013186,-1.686110050802253,-1.1980131236604235,0.12359372161380698,-0.20844940088788066,-1.2800150911202774,2.866181696917858,-1.705051117398006,-0.4363810985395223,0.5865383431986448,-0.03938842903396343,-0.08040715522801556,-0.0030033221740504512,-4.690061243484855E-4,-0.09981259874684995,-0.10204613469328017,5.802931452208132,0.6066022267079054,-0.025500390080084298,0.9086975647059156
37,5649.181251174616,0.0,0.0,0.0,0.0,0.0,0.0,-0.24806043779105497,0.0,-0.24669993980944155,0.30985013795448346,0.04599079430948849,-0.45562326829170313,-0.2195745166410755,-2.175451548198472,-0.37640277447651604,0.2598208078390279,-0.36436348032579213,-0.7939996948531282,-0.15648018219361565,-1.666368083754589,-1.1573143179992798,0.10779822864740984,-0.20815285002935452,-1.3517193819906275,2.88572688437984,-1.690249719380809,-0.4391358116144936,0.5437427264749095,-0.06580664123439878,-0.10090190369198751,-0.003053591904012619,-4.797894872244416E-4,-0.0998916281547246,-0.10141028513680153,7.8669081313940445,0.7705612019908523,-0.026288800966656298,0.9459941426676911
38,5647.020703488936,0.0,0.0,0.0,0.0,0.0,0.0,-0.24057400576938387,0.0,-0.24981590109494797,0.3056825741207011,0.04181729147548864,-0.45344089892458234,-0.21559552662047504,-2.1767044233258286,-0.38342499008466996,0.25783014378800445,-0.3676718756753804,-0.793563725223004,-0.09316526695979681,-1.6628243049285933,-1.14750704288693,0.09426936880761991,-0.21727990762020247,-1.3920120782893985,2.894896357981774,-1.6890021027253446,-0.4434587831073395,0.5388256914790337,-0.07028478114732173,-0.09915837081844117,-0.003045118548190981,-4.7655463521690714E-4,-0.08491513971195613,-0.0994331255097055,12.19691711712651,1.1536007234550811,0.003200099716412677,0.9681787080831801
