Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_speed
22,5683.242339732575,0.0,0.0,0.0,0.0,0.0,0.0,-0.24492855515306072,0.0,-0.3183055798608526,0.22266595686049692,0.0,-0.29009275144656754,-0.12218094548281058,-2.1805498722063223,-0.4030672924448167,0.2094477284070621,-0.41521584353618657,-0.7071919574254755,-0.4549757466305288,-1.4162113421252998,-0.9342268273563051,0.0,-0.3408083882871383,-0.8972473629241352,2.7712296008621196,-1.6212847671442376,-0.39032575301971273,0.40566026881345185,0.0,0.0,-0.0032208723614028894,-5.474575940392024E-4,-0.13385084610155817,-0.17777661422914134,1.1849503409344981,0.11052040777210745,-0.17234649347374958
23,5681.764626461596,0.0,0.0,0.0,0.0,0.0,0.0,-0.21570278829036965,0.0,-0.3301194119680821,0.2266255171184724,0.0,-0.3454580178188877,-0.14533641862809626,-2.133865762045202,-0.37781921442345395,0.1692413724643984,-0.4393501884839126,-0.7606285636281651,-0.38879264185425944,-1.4216973250395166,-1.022359514340881,0.0,-0.28506594869167184,-0.6364444343421737,2.810242505759304,-1.6293692012844514,-0.4149049152673352,0.45673854880220616,0.0,0.0,-0.0032588859846347934,-5.489835248252646E-4,-0.1365360962550521,-0.17784907894167773,1.230666020250757,0.13208929394897317,-0.1677160302119598
24,5680.958146286449,0.0,0.0,0.0,0.0,0.0,0.0,-0.19455838792113828,0.0,-0.327347231242527,0.22884878104178039,0.0,-0.43340917914869276,-0.13203083583787262,-2.1456839160131986,-0.3900699615154697,0.2405143409297069,-0.395157704148639,-0.7816166742813123,-0.3474179985545996,-1.4775334107037683,-0.9847433844722278,0.0,-0.24003415294883554,-0.6102572008716947,2.8134137856304813,-1.6112679112229902,-0.4175281354996473,0.45434229173119917,0.0,0.0,-0.003264748670376791,-5.537653964717154E-4,-0.13764975545527564,-0.17790047596608038,1.2720825114509626,0.14415413178738148,-0.17149663953560332
25,5673.418218173835,0.0,0.0,0.0,0.0,0.0,0.0,-0.2912523281087407,0.0,-0.1841211776925422,0.3220132609596232,0.0,-0.40007799227937246,-0.21481727169795428,-2.178074497083023,-0.30217131044583345,0.26394022149555924,-0.3871869983974372,-0.7727963194530931,-0.06187717346578586,-1.7999877756552645,-1.033471318800513,0.0,-0.28710938866250457,-1.128310466403942,2.781326855608951,-1.687161762745474,-0.3664660299363388,0.5991714549050116,0.0,0.0,-0.0032137891446536258,-5.290054711598383E-4,-0.13401210992169413,-0.17794513667683898,1.7235990301773145,0.2012483962715805,-0.22301277712397535
26,5672.345175981596,0.0,0.0,0.0,0.0,0.0,0.0,-0.17077331339214125,0.0,-0.2844024390495691,0.2913957969186483,0.0,-0.5231317125054022,-0.17364242233180296,-2.1447164461821906,-0.4107645761074516,0.23349540106615643,-0.36894561328136843,-0.8341186311469303,-0.40050193688483854,-1.483444440316114,-1.185240266773232,0.0,-0.14897039582428004,-1.5124107467239043,2.9147151624752663,-1.6719007152268286,-0.5453736716348769,0.600172054163413,0.0,0.0,-0.003055714801222927,-4.857429960759095E-4,-0.11984784193034488,-0.17826212365789454,1.9935975461591333,0.1458957139157125,-0.2472307282615026
27,5671.505797630463,0.0,0.0,0.0,0.0,0.0,0.0,-0.18077697447803,0.0,-0.24198987023309515,0.1785171267322372,0.0,-0.552378191841448,-0.14928825070187512,-2.1625362793388976,-0.3796112290839922,0.10373013043786844,-0.3898769545573337,-0.8923337713057514,-0.3828074819503042,-1.5408018035482545,-1.1473434688475896,0.0,-0.13164649326162806,-1.5169271874301309,2.92812390889626,-1.69449296237943,-0.500725607828495,0.4692055139321534,0.0,0.0,-0.0030641804371189106,-4.883985801387162E-4,-0.11969446221803172,-0.17707254830096922,2.0990495207523097,0.16688551609064353,-0.2315831353029633
28,5665.569023112643,0.0,0.0,0.0,0.0,0.0,0.0,-0.3115579468701248,0.0,-0.17499121510479831,0.34053505882189816,0.0,-0.41042500705659973,-0.21557675570216508,-2.2222332087089045,-0.32651355401690924,0.28333570945346453,-0.37439818585299667,-0.7637383742943915,-0.0662473327409826,-1.863967211697957,-1.179976959843848,0.0,-0.3335366089565742,-1.3167269211382175,2.8660527674923646,-1.783266557510116,-0.3829435768344637,0.6276209227071592,0.0,0.0,-0.0031117006747234718,-5.021255857581486E-4,-0.11757698186805948,-0.16484198411210257,3.035960908577543,0.34560832226508476,-0.08166884691712198
29,5661.082399618626,0.0,0.0,0.0,0.0,0.0,0.0,-0.285986709746457,0.0,-0.19258631298952011,0.32040274987774936,0.0,-0.4309050269520094,-0.2059548464753435,-2.2096297501557722,-0.34029256599196833,0.2549536803530084,-0.3730691205205717,-0.79220417327363,-0.04441428064294728,-1.8686101680739846,-1.2237959331643016,0.0,-0.32548548574873265,-1.3509484855143892,2.8611228046391033,-1.7572949118833705,-0.3845469731657439,0.596397098349807,0.0,0.0,-0.0031036112954816487,-4.979240288417488E-4,-0.10933533940448029,-0.1571602997043228,3.84794194791648,0.4915098955997198,-0.020964895088664753
30,5656.713863752856,0.0,0.0,0.0,0.0,0.0,0.0,-0.21727843821890705,0.0,-0.2528342753364193,0.27572682042913577,0.0,-0.47623195325919065,-0.19086897594231564,-2.1731606433936372,-0.38239917307061977,0.2387099061247183,-0.38327862961926784,-0.8276772018567562,-0.19273407507725218,-1.701771326408381,-1.2963621302015416,0.0,-0.26579585419631074,-1.4094727589306792,2.830881684133989,-1.68787427185748,-0.44405617169990025,0.5488674697434647,0.0,0.0,-0.003039493248647691,-4.812685463271845E-4,-0.08322358038829097,-0.1269096293208457,6.77986046775123,0.9129878048566482,0.2249320825847649
31,5654.438277885897,0.0,0.0,0.0,0.0,0.0,0.0,-0.22073238545087034,0.0,-0.2584555942754838,0.26787038124788304,0.0,-0.47257938470318667,-0.1938166258135068,-2.182930335409355,-0.37829190242266536,0.23308724126537117,-0.39238720805641814,-0.8253575967352441,-0.22755093389630704,-1.6623759263407307,-1.2261502673254772,0.0,-0.24360760540194282,-1.341186681152636,2.804449536851096,-1.6602777953619587,-0.4335650963204208,0.5407873469753698,0.0,0.0,-0.0030864419127704223,-4.938757437645849E-4,-0.09878800011768431,-0.14156597770645551,5.893246998133822,0.7436360011689036,0.1076616185298652
32,5652.2501686196365,0.0,0.0,0.0,0.0,0.0,0.0,-0.2372725427766941,0.0,-0.24452803745893092,0.2823083017499633,0.0,-0.46343988679654124,-0.19999033421875007,-2.1937421657042218,-0.37036340246945926,0.2388166721959994,-0.38847848968987375,-0.8147457668116921,-0.15834044795922692,-1.705651956848349,-1.2202424350502927,0.0,-0.25796656847146693,-1.3393091523560308,2.8180657216123746,-1.6846782197802561,-0.42665275273713016,0.5583910068591827,0.0,0.0,-0.003070962271493738,-4.895009569779782E-4,-0.0949301780646564,-0.13484922952499526,6.641297786390215,0.8717016464113444,0.18430087523254407
33,5650.5297298284895,0.0,0.0,0.0,0.0,0.0,0.0,-0.24173226558465666,0.0,-0.24139141982121806,0.28661212263985064,0.0,-0.46118234010355086,-0.2053832280772143,-2.198673004623336,-0.3684071251819393,0.2405094667966746,-0.3884155746728597,-0.8099007705675808,-0.1195918856935847,-1.7113919308518066,-1.2096471853293875,0.0,-0.2597358211233763,-1.3491445130883426,2.8198001842776597,-1.6891487533674348,-0.4258541241576303,0.5652419517716405,0.0,0.0,-0.0030502437408996426,-4.834470105122262E-4,-0.08963529243201955,-0.1261082195574348,7.7841018938175015,1.045571062043872,0.2891856831098636
34,5648.8539509415195,0.0,0.0,0.0,0.0,0.0,0.0,-0.25413105984569584,0.0,-0.2303067375846477,0.2953326590427545,0.0,-0.45073187553005334,-0.21374103208386253,-2.2100631547251854,-0.3648346771926272,0.24228436742378612,-0.38859520693746136,-0.7983363310718751,-0.07778024353150532,-1.7266038886432264,-1.1927948279281968,0.0,-0.26625817256193296,-1.3677128812102337,2.83365791136158,-1.70783706080533,-0.4223473853621147,0.5758783036589721,0.0,0.0,-0.003005398152143042,-4.7090519367470434E-4,-0.08577886561096239,-0.12214603912101372,8.792839334787612,1.1819035709853658,0.36186333640343005
35,5645.724706200537,0.0,0.0,0.0,0.0,0.0,0.0,-0.25725032804260095,0.0,-0.2215333841959494,0.29449217449571213,0.0,-0.4422760751639331,-0.21960092917365048,-2.2120218861189933,-0.3595504611312278,0.245643538445219,-0.3935981262691209,-0.7888715640565034,-0.017769822937134583,-1.7180354749624551,-1.1624139585460262,0.0,-0.2579339695321161,-1.3590460363086596,2.857246798060553,-1.7200690247031176,-0.42253731330936933,0.577353055118952,0.0,0.0,-0.0029899835126560737,-4.66035155931253E-4,-0.08296563785741254,-0.11552975558804929,11.350481594730324,1.473512746454701,0.5139724227798679
36,5644.2623321305555,0.0,0.0,0.0,0.0,0.0,0.0,-0.24581791328428454,0.0,-0.2305966770833323,0.28353000850306526,0.0,-0.4469857578363657,-0.2161072752025145,-2.205098284303926,-0.36772306591808307,0.24216894652848317,-0.3956740852264925,-0.7937464174498193,-0.054814825681415956,-1.6841449900673866,-1.1760785676907788,0.0,-0.2509183822890589,-1.3728914357217976,2.843279888836585,-1.7030079690081157,-0.42686666856257705,0.5655166564070205,0.0,0.0,-0.002963275395182737,-4.6018573900733514E-4,-0.08005361605814422,-0.11426631640218843,12.99248456599607,1.5907409539126864,0.5713815686025328
37,5642.816382022089,0.0,0.0,0.0,0.0,0.0,0.0,-0.2139367628098539,0.0,-0.2549531399676743,0.2565759643154252,0.0,-0.4675476041644305,-0.20304932182760801,-2.178925821390203,-0.3806593704757621,0.23782826853262767,-0.3971984823145788,-0.8135922586797915,-0.10978887210588864,-1.6150569093875102,-1.212755805686846,0.0,-0.23325370656678437,-1.3627448062854386,2.8038866053435365,-1.6536841396954587,-0.43770520031924476,0.5370069150440826,0.0,0.0,-0.0029705452083420678,-4.651096784242375E-4,-0.07195342972525015,-0.10156467621068946,17.82900148599218,2.002990006518797,0.8085938397094599
38,5642.6688220936085,0.0,0.0,0.0,0.0,0.0,0.0,-0.2469424381196267,0.0,-0.23016345147645553,0.2858595379213386,0.0,-0.4532284148631636,-0.2129904262791092,-2.1977563759578755,-0.3657782919084701,0.24123384366233397,-0.3873754186772882,-0.7995938013591423,-0.03828294780027694,-1.7030310521198813,-1.2043463201862454,0.0,-0.26372553883903604,-1.356737015675402,2.8392109864363775,-1.6969056298647351,-0.4215074292975947,0.5659893353819675,0.0,0.0,-0.0029652705303217235,-4.623873317626401E-4,-0.07332966395419374,-0.10632181450494761,17.581436505488565,1.9663522166624294,0.770877025714424
39,5642.108343914375,0.0,0.0,0.0,0.0,0.0,0.0,-0.23726271369969726,0.0,-0.23791998995527636,0.27849237610815414,0.0,-0.4589941003756927,-0.21051778403354748,-2.191485820669119,-0.37036168723045854,0.2402446552476283,-0.3888096044131925,-0.804413409843251,-0.056187364634474886,-1.6793602980912945,-1.2137037885522175,0.0,-0.2572537926018118,-1.35920045388579,2.8278871634385183,-1.68353839373456,-0.42677153802223206,0.559383738539781,0.0,0.0,-0.0029572469003860753,-4.608580718637926E-4,-0.07044915148601452,-0.10179305101549657,19.234721744889573,2.100905798529156,0.8500244472797629
40,5641.964160139987,0.0,0.0,0.0,0.0,0.0,0.0,-0.23732770992251914,0.0,-0.23774681412266055,0.279527989619687,0.0,-0.45979108811620784,-0.21095804207558178,-2.190540727975825,-0.3697090701146125,0.24082355098417768,-0.3881780511021545,-0.8045130593732297,-0.04805725269198742,-1.6833902872847102,-1.2160033885597243,0.0,-0.25828811987998784,-1.3572679900585827,2.829644254145375,-1.684076729862243,-0.4269919702673792,0.560860210205841,0.0,0.0,-0.002956757960794729,-4.606468728029188E-4,-0.06990595797131825,-0.1003345350107178,20.26183331727649,2.170496158259049,0.8881759289881916
41,5641.872435925045,0.0,0.0,0.0,0.0,0.0,0.0,-0.23697587400146358,0.0,-0.23864512066792348,0.2794059550657506,0.0,-0.46019422829999734,-0.21266537491011975,-2.1905588061303454,-0.3708629791790702,0.23994995914617887,-0.3880053981369095,-0.8043665303733165,-0.053935712191231604,-1.6793411444812378,-1.2174612772013955,0.0,-0.2585612421955505,-1.3653388946974532,2.826824432894406,-1.6813441320215117,-0.42652793998987965,0.560633878240729,0.0,0.0,-0.0029412481050988155,-4.564865017225743E-4,-0.06816564467423014,-0.09928163402964953,21.1371492690032,2.2283285440887513,0.9160660198002355
42,5641.811186382974,0.0,0.0,0.0,0.0,0.0,0.0,-0.2374554328474662,0.0,-0.23740162182351243,0.2802148280705429,0.0,-0.4602335179868023,-0.21203385381585726,-2.1896556077224165,-0.369266121026898,0.24139706361054353,-0.3877547826787853,-0.8040960152113674,-0.04195738367697795,-1.6846662419682095,-1.2173494570049967,0.0,-0.25887401060295395,-1.3585736458542998,2.831909292943352,-1.6842425161602843,-0.42704500577869187,0.5620312768985753,0.0,0.0,-0.0029515124988338413,-4.591713509001097E-4,-0.06899668476088323,-0.09871178733466257,21.74841967813499,2.2594370268225106,0.9355492759946745
