Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed
42,5654.4236963530575,0.0,0.0,0.0,0.0,0.0,-0.2740275593902657,0.0,-0.24397811970718852,0.35313596180954254,-0.09584127230954018,-0.22024035560429256,-2.2030105193229854,-0.3771613141129095,0.2906017990301801,-0.5072645054978226,-0.09827057350187499,-1.6710692599336452,-1.2191718250861066,0.1442582323332394,-0.43127566141020324,2.8587955194444206,-1.7219628357762267,-0.4360013942009736,0.5909868092809899,-0.1286175318483265,-0.0029246038834460373,-4.567932204671194E-4,-0.11344237330713801,-0.13543954444138429,10.732804565463542,-0.5699648891311544,1.3916847696984735,-1.7525849881475717,-0.22541850000095698,0.49151918674843825
43,5654.218799787882,0.0,0.0,0.0,0.0,0.0,-0.27412131921286575,0.0,-0.24395042995307048,0.35302180437590663,-0.0959881474978075,-0.22021864777883948,-2.202917688578138,-0.3770538698127038,0.2905487358406659,-0.5072952015991229,-0.0984124011472601,-1.6711029814387588,-1.2187656159591642,0.1438768503521737,-0.43155313889554525,2.858498350628392,-1.7219615692491725,-0.43603464495732536,0.5907355565898915,-0.12884903760692362,-0.0029250986772708875,-4.569282946468232E-4,-0.11252131990419419,-0.1349081636601306,11.123525838458606,-0.564880201970859,1.398037165904874,-1.7362219383370663,-0.2215660571207761,0.493782036954044
44,5654.145740865122,0.0,0.0,0.0,0.0,0.0,-0.2741818408481942,0.0,-0.243895669439681,0.3529100873952547,-0.09607558656478832,-0.2202937425957695,-2.202888484739764,-0.3770004038621073,0.2905445252691114,-0.5073090897051925,-0.09767729221188791,-1.6710618245606605,-1.218759875935644,0.14365331218301922,-0.431714117826174,2.858275345050808,-1.721906872264181,-0.43598992355637906,0.5905726136486438,-0.12896010504457853,-0.002924832490674907,-4.568598331671304E-4,-0.11176055311124478,-0.1343345760329974,11.56965927841524,-0.5637159394212772,1.4086590867138875,-1.7181551170243647,-0.2171484676494866,0.49600506489684837
45,5652.377383321498,0.0,0.0,0.0,0.0,0.0,-0.2747102851798605,0.0,-0.24521105716777516,0.3525597870672199,-0.09415411817483005,-0.21970792210128723,-2.202050564138829,-0.37751301364018747,0.2899029889108734,-0.5063510739085866,-0.09832092773890651,-1.671412126206555,-1.2172569122021604,0.14470847765408285,-0.42391354821021354,2.8584697266746293,-1.7215515823718242,-0.4362319803894635,0.5895616391078644,-0.1273556734456706,-0.0029271001023652102,-4.57449655467692E-4,-0.10017646984731565,-0.12714099150430055,17.07973125309345,-0.505602568616601,1.5125061145234258,-1.452998010363213,-0.13341267191043762,0.49509940274789765
46,5652.2177633241035,0.0,0.0,0.0,0.0,0.0,-0.27464538631094865,0.0,-0.24593831506159153,0.35195062462662813,-0.09397558968664782,-0.21963596533807345,-2.2009571390884237,-0.37760643670812805,0.2897283187213738,-0.5056872891790162,-0.09914919310812664,-1.6722278265240766,-1.2171003156379372,0.1451106307513273,-0.4212583489862112,2.857662229516346,-1.7210547511858643,-0.43671696454964987,0.5885650145755881,-0.12723645567644112,-0.0029274222797378065,-4.57615316485926E-4,-0.09447188823911815,-0.12342830742292088,20.01870300233878,-0.4778631381782402,1.568340397678438,-1.318856860124677,-0.09464323639303293,0.5004277918352108
47,5651.410206704378,0.0,0.0,0.0,0.0,0.0,-0.2733864946667305,0.0,-0.2475015009880102,0.34903076893499674,-0.09640504259193282,-0.22029935059575473,-2.195238709632696,-0.3771590107696186,0.29038072390345054,-0.5032294131200604,-0.1087392019675599,-1.6770642998679766,-1.2200038727404128,0.14396422801874867,-0.42388065173404754,2.8515030346267833,-1.7185426025297321,-0.438660086984857,0.5852117234497802,-0.12908666429620783,-0.002926809102779753,-4.5794114645012764E-4,-0.08874590334137072,-0.11928368138832716,23.910988172923002,-0.4413883174466841,1.6273879976505599,-1.1871375788108767,-0.06429639396407333,0.5279776981222449
48,5651.320990644965,0.0,0.0,0.0,0.0,0.0,-0.27341879936382674,0.0,-0.2472762568664222,0.3489321386506434,-0.09667143800646276,-0.22039545132568128,-2.195070164314738,-0.37700176191600765,0.2904152498442858,-0.5033214641095031,-0.10881151751319795,-1.6772682544169077,-1.220353249072912,0.14355650891416985,-0.424942806674171,2.851158528911974,-1.7185283803561202,-0.43850308167164215,0.5851908887292333,-0.12931446673763994,-0.002926373020605044,-4.578383587078513E-4,-0.08958268420576604,-0.11972022342934244,23.664349558446965,-0.445670782626565,1.6225618429755462,-1.2058990822142233,-0.07001984966290016,0.529818293507916
49,5651.147707629666,0.0,0.0,0.0,0.0,0.0,-0.27405116042600874,0.0,-0.2455696801689691,0.348286538202924,-0.09840790934697516,-0.22099981078520106,-2.194103189855028,-0.3755808929835997,0.2900893241185099,-0.504371871668647,-0.10742584605954011,-1.6785615913161676,-1.222150797346935,0.13945222614961267,-0.4316826928474263,2.849006911493026,-1.718546657507501,-0.43723596730159314,0.5846772223216726,-0.13121345007960947,-0.002922591079759162,-4.569120587903604E-4,-0.0921924630360812,-0.12071279928593169,23.66030612622518,-0.45849503508335104,1.62350995961543,-1.2816153602978715,-0.09446903834161403,0.5545858374879007
50,5650.276511236627,0.0,0.0,0.0,0.0,0.0,-0.27751804499448635,0.0,-0.2411848252168347,0.34767380084130156,-0.10017714077856739,-0.221634213268226,-2.1941290768760764,-0.3716426729786705,0.28691757779358795,-0.5084983887296619,-0.09676876174759669,-1.6789617393515812,-1.2229091534507248,0.1256658567210154,-0.44120304258769955,2.848008664373957,-1.719981959869369,-0.4330477902750828,0.5831384222831731,-0.13506794852128284,-0.002911971582935379,-4.54068580694601E-4,-0.08115340480457062,-0.11235506260875808,32.413606161735025,-0.3983316432229788,1.8000110483889713,-1.1350132444982475,-0.049659302628668134,0.6476677275058622
51,5649.983583483574,0.0,0.0,0.0,0.0,0.0,-0.27562250385937886,0.0,-0.24464759571323713,0.3486520722104159,-0.09747568236027915,-0.22149740438465484,-2.19572182025098,-0.3746390559988527,0.2887681254174815,-0.5055056693222343,-0.10665659701242956,-1.6740260338594963,-1.2226560087069414,0.13131566223368762,-0.43482896711613594,2.8522806720534737,-1.718662963991598,-0.4360625117405519,0.5852488537218234,-0.1315049401634377,-0.002912968087050361,-4.544076274812021E-4,-0.07956028431192902,-0.11187602362925987,34.12267048555188,-0.3776319478174421,1.8233816963896639,-1.1985825666498648,-0.05043530230259999,0.6764502164392467
52,5649.919565622147,0.0,0.0,0.0,0.0,0.0,-0.27554392329084987,0.0,-0.2436258700802672,0.34862397780116866,-0.09690116154879387,-0.22079208184918583,-2.1959946234005674,-0.37466039453822797,0.28833520165098153,-0.5062403025573239,-0.10021363016719301,-1.674617170869929,-1.2241686595074723,0.12998913824200697,-0.43276021089296984,2.857925939408718,-1.719697777679474,-0.43484546166199406,0.5863654035663465,-0.1309055888008107,-0.0029146213320810693,-4.5476529624396164E-4,-0.07583925904599376,-0.10861684203195691,37.69786076300093,-0.35168514782802973,1.8949469550610607,-1.152783822443249,-0.018511826749653848,0.7006534134123639
53,5649.865097380963,0.0,0.0,0.0,0.0,0.0,-0.2748681798262437,0.0,-0.2443384777036908,0.3490212802208052,-0.09664418707021676,-0.2207140959729614,-2.1971998065867884,-0.3755704365284876,0.2890687737920271,-0.5057302406189481,-0.10347757574128613,-1.6736812522590927,-1.2236262863890046,0.13287926219949842,-0.43241075878473684,2.858957187683951,-1.719661592003036,-0.4355386986935386,0.5871236449815123,-0.13024478310012985,-0.002915956258983358,-4.551087007647411E-4,-0.0774301932667211,-0.10999186939720858,36.86613141160585,-0.35601904727019534,1.8734219547597353,-1.199651325791063,-0.026838502328567427,0.6949699142066926
54,5649.698736672246,0.0,0.0,0.0,0.0,0.0,-0.2744739718549996,0.0,-0.24458187104660628,0.34925148583971954,-0.09630147508332881,-0.22051294937317478,-2.19860634271602,-0.37613952410491686,0.2891786864594591,-0.50573015538993,-0.10523170579958056,-1.6728041806470977,-1.2229990825755261,0.13406310657597023,-0.4314866868185641,2.860475711657589,-1.7197295604752791,-0.43569677865288425,0.5876899554146685,-0.12978919123478488,-0.0029173444728231145,-4.5540775747158514E-4,-0.07533608480062357,-0.10846660212089825,38.93285778764396,-0.33397032696535844,1.906176958191457,-1.1618334023928423,-0.0026522999441928596,0.7003650854203554
55,5649.653163858356,0.0,0.0,0.0,0.0,0.0,-0.2741450268126975,0.0,-0.2444708387179796,0.3492169370658441,-0.09636400646404962,-0.22022286652061357,-2.1990164079074237,-0.3762910424116061,0.28908151017195294,-0.505931467346126,-0.10261638680487355,-1.6731615384399054,-1.2233685111081525,0.13379166566938197,-0.43106732723365715,2.8623550393790937,-1.7200628721721227,-0.4356452125108888,0.5878050880058864,-0.12988982853853878,-0.0029183977852350962,-4.55704108487781E-4,-0.07395033349349853,-0.10708300524172555,40.75585082178402,-0.3179982035642904,1.9380390690866551,-1.124355446642647,0.016608474006730836,0.707478721092123
56,5649.5990896391295,0.0,0.0,0.0,0.0,0.0,-0.2740774035032362,0.0,-0.24456559235973555,0.34924069089279,-0.09660200647228914,-0.22033552892769093,-2.1995453004085426,-0.376298418018945,0.28906313706634534,-0.505984974751469,-0.10524112002363636,-1.6725658525733142,-1.2222620437899823,0.13403129821298884,-0.4311755570736195,2.8618390570803176,-1.720028242059314,-0.43587654345481286,0.5876124075556827,-0.1302607432067068,-0.002918686836055684,-4.557618536591467E-4,-0.07261442293881494,-0.10623632679595925,42.02444782777037,-0.29855487364689337,1.9534831048029893,-1.105554592291039,0.027991791574328153,0.7143004747091396
57,5649.436440582989,0.0,0.0,0.0,0.0,0.0,-0.2738957924808438,0.0,-0.2445439990837254,0.34923613509244894,-0.09647667163056388,-0.22002062670350003,-2.19941995533445,-0.37639366167658994,0.2890226291615745,-0.5059969493080365,-0.1031404497760188,-1.6732864280451127,-1.2227065822859462,0.13376619921493368,-0.4304175079622321,2.8632641948357302,-1.7201922676573096,-0.43582291661133515,0.5877732244497234,-0.13016494820608207,-0.002920199014741533,-4.561722841389485E-4,-0.07183016741652073,-0.10540629150283842,43.14618065838722,-0.2838117458094004,1.9700204823048664,-1.0873138524180426,0.038838924096128505,0.7204402552370727
58,5649.37837337006,0.0,0.0,0.0,0.0,0.0,-0.2741280443846291,0.0,-0.2442548918701639,0.3491544305042023,-0.09686090866342663,-0.22041665318054232,-2.200076248296341,-0.37620966826954816,0.2890000267295371,-0.5062720411898893,-0.10352407158623354,-1.6725481534066777,-1.2219969917882196,0.13362603048087515,-0.4312765225637894,2.862211454389512,-1.7201680224173173,-0.4356177890819637,0.5874585344161556,-0.13062642985667133,-0.0029186409808579666,-4.557253083578733E-4,-0.07097120775980156,-0.10460104105419919,44.28027688012804,-0.2748450548514045,1.9907125412021307,-1.068431930013743,0.04758933834559634,0.727612756490932
59,5649.377511097105,0.0,0.0,0.0,0.0,0.0,-0.2741324624856884,0.0,-0.24425579455415258,0.3491550856659508,-0.09685766947924722,-0.22041699552287977,-2.2000939586569537,-0.37621248487043213,0.28899937678471693,-0.5062726650773454,-0.10349010041394342,-1.6725205211869427,-1.2219645217700954,0.13363597734439997,-0.43126124274435285,2.8622235900964195,-1.7201651387204597,-0.43561928745093703,0.5874564838604863,-0.13062674207575894,-0.0029186478491928353,-4.557276308384049E-4,-0.07092532908736993,-0.10455364421906391,44.35064719303738,-0.2743282834569289,1.992098515842627,-1.0664732773199783,0.04822472776648206,0.7279667229549468
60,5649.377279605586,0.0,0.0,0.0,0.0,0.0,-0.2741328247118751,0.0,-0.2442558961874484,0.3491551512517954,-0.09685743992845475,-0.22041703710260674,-2.200095475130214,-0.37621270986946886,0.28899931398379664,-0.5062727206808892,-0.10348760695964979,-1.6725180555144314,-1.2219616305988965,0.13363681747741443,-0.43126013229804644,2.8622245430763504,-1.7201648935802158,-0.43561946713027766,0.587456289362875,-0.1306268371748579,-0.002918648427623656,-4.5572782395537296E-4,-0.07092127761041751,-0.10454956130632585,44.35672770508679,-0.2742818134346737,1.992217286099634,-1.0663041004927893,0.04827952645961859,0.7279974954648932
61,5649.377042149315,0.0,0.0,0.0,0.0,0.0,-0.274133191535207,0.0,-0.24425599920687552,0.3491552178014525,-0.09685721106483103,-0.2204170830049114,-2.2000970143113165,-0.376212936998846,0.28899925120931075,-0.506272777425557,-0.10348511472179912,-1.6725155493701453,-1.2219586954795212,0.13363766763029422,-0.431259015720795,2.862225498273042,-1.7201646443140302,-0.4356196499202748,0.587456091625915,-0.13062693711141293,-0.002918648994714295,-4.5572801452057113E-4,-0.07091715674842662,-0.10454541464042066,44.362903891864214,-0.274234546318733,1.9923378705139907,-1.06613225585685,0.04833517054657041,0.7280287671403216
62,5649.377016969377,0.0,0.0,0.0,0.0,0.0,-0.27413322737326934,0.0,-0.24425600927986962,0.3491552243151648,-0.09685718905868916,-0.22041708786671482,-2.2000971650306895,-0.3762129591184953,0.2889992451601758,-0.5062727830111242,-0.10348487441332756,-1.6725153036666145,-1.2219584080135815,0.1336377506057264,-0.4312589074093276,2.8622255906255436,-1.7201646198609362,-0.4356196678559828,0.5874560722324222,-0.1306269472328254,-0.0029186490482588407,-4.557280326412067E-4,-0.07091675236734467,-0.10454500832992707,44.363509136656056,-0.2742299078827627,1.9923496820289213,-1.0661154149995815,0.04834062181989522,0.7280318331177671
63,5649.376999285222,0.0,0.0,0.0,0.0,0.0,-0.2741332631295,0.0,-0.24425601932539642,0.34915523081429956,-0.09685716713987597,-0.22041709275908825,-2.200097315432533,-0.3762129811779435,0.2889992391346953,-0.5062727885878947,-0.10348463498415456,-1.6725150584688047,-1.22195812112633,0.13363783336220192,-0.4312587994351862,2.8622256826622032,-1.7201645954556384,-0.4356196857514427,0.5874560528768533,-0.13062695736638152,-0.0029186491014746014,-4.557280506649763E-4,-0.0709163487646956,-0.10454460285884105,44.36411313819638,-0.2742252784063012,1.992361468786772,-1.0660986086153548,0.04834606173931584,0.7280348929259175
64,5649.376976002274,0.0,0.0,0.0,0.0,0.0,-0.27413329889697724,0.0,-0.24425602938158472,0.34915523731885334,-0.09685714524589231,-0.22041709768285894,-2.20009746591807,-0.37621300323910134,0.2889992331130178,-0.5062727941697976,-0.10348439583619336,-1.6725148130531788,-1.221957834064241,0.1336379161514842,-0.4312586915046479,2.8622257746470163,-1.7201645710338143,-0.4356197036705057,0.5874560335060911,-0.1306269675363062,-0.002918649154577404,-4.5572806865925897E-4,-0.07091594482498174,-0.10454419711482142,44.36471755296651,-0.27422064497311893,1.9923732629878534,-1.0660817908089197,0.048351505201873764,0.7280379550105456
65,5649.37695529934,0.0,0.0,0.0,0.0,0.0,-0.27413333467218187,0.0,-0.2442560394396224,0.34915524382609014,-0.09685712338117695,-0.22041710264525963,-2.2000976164658863,-0.3762130252970797,0.28899922709888454,-0.5062727997562878,-0.10348415695260892,-1.6725145675023219,-1.2219575468752244,0.13363799895033432,-0.4312585836248437,2.8622258665559666,-1.7201645465976119,-0.43561972159976026,0.5874560141247583,-0.1306269777418383,-0.002918649207512597,-4.5572808660929794E-4,-0.07091554063294969,-0.10454379117500244,44.3653222662575,-0.2742160086420622,1.9923850625074857,-1.0660649646185112,0.048356951193445116,0.7280410187482841
66,5649.3769259560695,0.0,0.0,0.0,0.0,0.0,-0.27413337114441105,0.0,-0.24425604969920503,0.3491552504620713,-0.09685710112404688,-0.22041710773584072,-2.2000977699911073,-0.37621304778111336,0.28899922097320974,-0.5062728054569325,-0.10348391368964029,-1.672514317057893,-1.2219572540003878,0.13363808335013844,-0.43125847372266024,2.862225960178599,-1.7201645216739045,-0.43561973989214064,0.5874559943554439,-0.13062698818510746,-0.00291864926131985,-4.5572810486704075E-4,-0.07091512834781032,-0.10454337716855559,44.365939003141634,-0.27421127940167433,1.9923970960684838,-1.066047803881893,0.048362505298607514,0.7280441435677447
67,5649.376909037285,0.0,0.0,0.0,0.0,0.0,-0.2741334067784884,0.0,-0.24425605971573783,0.3491552569451158,-0.09685707941396414,-0.22041711275487405,-2.2000979200117436,-0.3762130697384916,0.28899921499959547,-0.5062728110295519,-0.10348367631093354,-1.6725140723527345,-1.2219569678076856,0.1336381657957452,-0.4312583664105945,2.8622260515363065,-1.720164497313664,-0.43561975775970424,0.5874559750377484,-0.13062699842041195,-0.00291864931365416,-4.55728122642049E-4,-0.07091472541583069,-0.10454297260634587,44.366541678468764,-0.2742066575196577,1.992408854837718,-1.0660310341906307,0.04836793262641544,0.728047197244478
68,5649.376905942631,0.0,0.0,0.0,0.0,0.0,-0.27413341034355804,0.0,-0.2442560607187059,0.3491552575941258,-0.09685707724497838,-0.22041711325980676,-2.200097935024445,-0.3762130719347864,0.28899921440243764,-0.506272811587401,-0.10348365259779868,-1.672514047856173,-1.2219569391665899,0.1336381740452925,-0.4312583556815072,2.8622260606684726,-1.720164494875546,-0.4356197595492211,0.5874559731042128,-0.130626999447629,-0.00291864931887777,-4.5572812441705156E-4,-0.07091468508256887,-0.10454293211650068,44.36660199675428,-0.2742061948609134,1.9924100316417375,-1.0660293558187959,0.04836847579833459,0.7280475028880692
69,5649.376905078321,0.0,0.0,0.0,0.0,0.0,-0.2741334139083775,0.0,-0.2442560617215299,0.34915525824297877,-0.09685707507674414,-0.22041711376519163,-2.20009795003689,-0.37621307413087374,0.2889992138054395,-0.5062728121453736,-0.10348362888852664,-1.6725140233599556,-1.221956910525966,0.13363818229342592,-0.43125834495560544,2.862226069799282,-1.7201644924375017,-0.4356197613385876,0.5874559711705504,-0.13062700047550446,-0.0029186493240986014,-4.5572812619130363E-4,-0.07091464474956444,-0.1045428916274227,44.36666231397057,-0.27420573220748895,1.9924112084212333,-1.0660276774733632,0.04836901895922904,0.7280478085269698
70,5649.376901753955,0.0,0.0,0.0,0.0,0.0,-0.27413341747154374,0.0,-0.24425606272418976,0.3491552588916452,-0.09685707290971561,-0.22041711427037794,-2.20009796504316,-0.37621307632606305,0.2889992132086388,-0.5062728127031754,-0.10348360519167867,-1.6725139988728581,-1.2219568818973061,0.13363819053822362,-0.4312583342350271,2.8622260789257754,-1.7201644900003548,-0.4356197631275859,0.5874559692376679,-0.130627001503286,-0.0029186493293165915,-4.5572812796463994E-4,-0.07091460443153198,-0.10454285115407867,44.36672260781435,-0.27420526972188614,1.9924123847370108,-1.0660259997823591,0.04836956190769717,0.7280481140499986
71,5649.376898261235,0.0,0.0,0.0,0.0,0.0,-0.27413342103350763,0.0,-0.24425606372627637,0.34915525954000504,-0.09685707074385043,-0.22041711477602283,-2.2000979800442293,-0.37621307852026536,0.2889992126122581,-0.5062728132607657,-0.10348358150730128,-1.672513974394821,-1.2219568532781109,0.1336381987796656,-0.43125832351928384,2.8622260880475343,-1.7201644875640938,-0.4356197649157319,0.5874559673054053,-0.13062700253100512,-0.0029186493345300848,-4.557281297366246E-4,-0.0709145641272013,-0.10454281069498068,44.36678288050435,-0.27420480739627184,1.9924135606368085,-1.0660243226755441,0.048370104664327715,0.728048419466423
72,5649.376897600005,0.0,0.0,0.0,0.0,0.0,-0.2741334247471915,0.0,-0.2442560647709814,0.3491552602158406,-0.09685706848627748,-0.22041711530357153,-2.2000979956853324,-0.37621308080797444,0.28899921199046014,-0.5062728138423621,-0.10348355681607269,-1.672513948870624,-1.2219568234394012,0.13363820737368381,-0.4312583123476093,2.8622260975573606,-1.7201644850237565,-0.435619766780148,0.5874559652906663,-0.13062700360304902,-0.0029186493399635917,-4.557281315835458E-4,-0.0709145221027125,-0.10454276850952603,44.36684572505339,-0.27420432534117295,1.9924147867100945,-1.066022574001981,0.04837067057946179,0.7280487379154872
73,5649.376890299904,0.0,0.0,0.0,0.0,0.0,-0.2741334283096587,0.0,-0.24425606577334205,0.3491552608643979,-0.09685706632068235,-0.22041711580986992,-2.2000980106893313,-0.37621308300243544,0.2889992113940644,-0.5062728144001094,-0.10348353313408094,-1.6725139243866538,-1.22195679481449,0.1336382156164635,-0.4312583016311221,2.862226106678903,-1.7201644825868718,-0.43561976856885565,0.5874559633580089,-0.13062700463155938,-0.0029186493451745774,-4.557281333549276E-4,-0.07091448178845776,-0.10454272804169681,44.3669060108949,-0.2742038628991269,1.992415962854687,-1.0660208965302864,0.048371213451171256,0.7280490434019616
74,5649.376592382526,0.0,0.0,0.0,0.0,0.0,-0.27413343186727485,0.0,-0.2442560667734497,0.34915526151171583,-0.09685706415885985,-0.22041711631665437,-2.200098025672541,-0.37621308519346885,0.2889992107988439,-0.506272814957224,-0.10348350948838382,-1.6725138999388278,-1.2219567662283866,0.1336382238460426,-0.43125829093095425,2.862226115785516,-1.720164480153483,-0.4356197703540858,0.5874559614279519,-0.13062700565907462,-0.002918649350372306,-4.557281351222274E-4,-0.07091444153157286,-0.1045426876315094,44.36696621095222,-0.27420340112499286,1.9924171373291504,-1.0660192214311244,0.04837175555024899,0.7280493484514143
75,5649.376893347754,0.0,0.0,0.0,0.0,0.0,-0.27413343186727485,0.0,-0.2442560667734497,0.34915526151171583,-0.09685706415885985,-0.22041711631665437,-2.200098025672541,-0.37621308519346885,0.2889992107988439,-0.506272814957224,-0.10348350948838382,-1.6725138999388278,-1.2219567662283866,0.1336382238460426,-0.43125829093095425,2.862226115785516,-1.720164480153483,-0.4356197703540858,0.5874559614279519,-0.13062700565907462,-0.002918649350372306,-4.557281351222274E-4,-0.07091444153157286,-0.1045426876315094,44.36696621095222,-0.27420340112499286,1.9924171373291504,-1.0660192214311244,0.04837175555024899,0.7280493484514143
std.err,,,,,,,0.1080403662946057,,0.10085072175213328,0.1573426444859272,0.10850851553487208,0.13250496701617975,0.09285056135111512,0.10411546810207492,0.1613600587134415,0.11332228474277754,0.22363466862488648,0.1638367014413289,0.17278343060428342,0.24035127980495213,0.1813201355690421,0.1686052524171091,0.10973241082816973,0.12058174660959686,0.17754423146959777,0.13167953417099557,1.9823475213356467E-4,5.5068559720987565E-5,0.021792215630617135,0.022226331396790977,21.41811236733543,0.39103809184550925,0.708273258960188,2.1721758331856234,0.2927302586145279,0.2696932179389265
t.test,,,,,,,-2.5373241619689133,,-2.4219565564812924,2.2190758433766153,-0.8926217788661229,-1.6634630480662655,-23.69504280488788,-3.6134216370676944,1.7910207340223896,-4.467548603581174,-0.4627346472024954,-10.208420245434246,-7.072187199633559,0.5560121167421765,-2.3784357406171366,16.975901253092122,-15.675992782543464,-3.6126510239105762,3.3087865292235437,-0.9920068937170284,-14.723197214208975,-8.275650161021765,-3.254118017809125,-4.703551196334776,2.0714694857337608,-0.7012191570158457,2.813062772204907,-0.49076101719985743,0.16524344213402867,2.699546373525363
p.val,,,,,,,0.0111703467626314,,0.015437195915542823,0.02648156516434308,0.3720597520927489,0.09621978169281831,0.0,3.0218271153525933E-4,0.073289967819264,7.912103856977382E-6,0.6435545803548988,0.0,1.525002346625115E-12,0.5782025716050678,0.017386266982458043,0.0,0.0,3.030824777494612E-4,9.370125094212423E-4,0.3211941625835588,0.0,2.220446049250313E-16,0.0011374501506542511,2.5567494605915897E-6,0.03831494319736195,0.48316625627675225,0.0049072070626829944,0.6235954846809486,0.8687523733458491,0.006943407821814684
