Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi,g_walk_aadt
34,1559.3515650385991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1066241553590923,1.902612523926292,-0.3403807321082832,-0.6076872045306391,0.6256753053730989,-1.0082672508153303,2.2395326036066225,-0.5313560571081017,-2.231113093254621,-5.62101602409811,0.0,0.0,0.0,1.4391375456953357,-0.6560925603312916,5.756040866481963,0.0,0.0,-2.249230384763762,0.0,0.0,0.0,-1.8148279013113957,0.0,0.0,0.0,0.0,1.853773615565863,-0.9189054507696764,-0.751216884581688,-3.5347088452366338,0.7198867554491825,-0.49311131040084283,5.150204185551439,0.0,-1.468080110948562,-0.26595783681343005,-0.05600995360830306,-0.45742536887858776,-0.20313051704679183,-0.02436258827122125,0.08992908312608147
35,1558.5011357611409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1050826309653767,1.830332452664723,-0.425051682478458,-0.682448662942756,0.6183621403406679,-1.0413254306689994,2.067553636936761,-0.529894475865199,-2.224175434231372,-5.466999282335075,0.0,0.0,0.0,1.1349540610552238,-0.9643536176289935,5.702276060549097,0.0,0.0,-2.966161927884751,0.0,0.0,0.0,-1.459947393260253,0.0,0.0,0.0,0.0,1.9091248703597754,-1.0141404051027092,-0.7851857770385086,-3.7891519831358473,0.7355853743754059,-0.5698126595661089,4.825415941116659,0.0,-1.3322269465593373,-0.2858443340406296,-0.05813075074998162,-0.38568374298475705,-0.20365177777473253,0.0023104766253809923,0.05334682515028678
36,1557.5473110958128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0625890316657642,1.8271614465017847,-0.4093939235878033,-0.6826685916713947,0.6218068644354922,-1.0316372044825495,1.9398547485722024,-0.5247739221286845,-2.1991676920965446,-5.616090022836396,0.0,0.0,0.0,1.2584414237942363,-0.8805422048615709,5.554385225705332,0.0,0.0,-2.697657173511134,0.0,0.0,0.0,-1.9601262028025936,0.0,0.0,0.0,0.0,1.947135475040656,-1.0013519390999424,-0.7735055286068826,-3.4198966926673013,0.7365793395498077,-0.5638234037018509,4.764293110364741,0.0,-1.4201094058465182,-0.29332826990276656,-0.05500331094239987,-0.364534815888039,-0.20224164394272873,0.03268083848028497,0.05414509361921566
37,1556.7992582011002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.099931250572616,1.8435718555551563,-0.3668690874446969,-0.6284399361388155,0.6150563820022991,-1.0235656146535368,2.1096158514238734,-0.5373176911019868,-2.0791807296054947,-5.419455658165536,0.0,0.0,0.0,1.1834786776420765,-0.765274138977923,5.63718883728646,0.0,0.0,-2.6683330969537784,0.0,0.0,0.0,-1.7090514797700032,0.0,0.0,0.0,0.0,1.9065418978753919,-0.9872176694829858,-0.7445391621295554,-3.493628152195783,0.7144463393689977,-0.5332635524004895,4.941725317363669,0.0,-1.407855512437513,-0.28088859220442103,-0.056556792264770506,-0.3725153145369158,-0.19740954934815622,0.056625163923106965,0.046045619163536826
38,1556.1496335656893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1136988352208177,1.842896178797067,-0.36741635619005325,-0.6458840596117219,0.6254075859959108,-1.0209075659817601,2.109614071862015,-0.5348087211282858,-2.1270662100007445,-5.5009010782013315,0.0,0.0,0.0,1.2364419097315176,-0.7103708479855508,5.638236341968087,0.0,0.0,-2.6964369106735253,0.0,0.0,0.0,-1.6540645241724932,0.0,0.0,0.0,0.0,1.8816170567601707,-0.982994553291349,-0.750342138731781,-3.5315660824803667,0.7208271936481004,-0.5308895636311598,4.904660587950372,0.0,-1.3787054888996826,-0.2927579092112237,-0.05907457471219909,-0.388149809332187,-0.19681989430003027,0.08982790475322791,0.01275933732388277
39,1555.0538128154153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1157756283883273,1.853716581614071,-0.3772264501045087,-0.6635368951217904,0.6316934585068991,-1.0424881022404047,2.145722416060302,-0.5358879157069564,-2.080380094546218,-5.38134315161369,0.0,0.0,0.0,1.1377005511423999,-0.813459570620186,5.704916409089436,0.0,0.0,-2.58200384309876,0.0,0.0,0.0,-1.7721600420845014,0.0,0.0,0.0,0.0,1.87744482976265,-0.9792158011997668,-0.7463914672433062,-3.3990804891161757,0.7093664500656721,-0.5408168987938297,4.899794318545797,0.0,-1.3228287317067422,-0.32292723901668213,-0.06751492782058893,-0.4314082296260157,-0.19393361147795904,0.22829815962775424,-0.11189881014390979
40,1554.8820282500542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.115085876787702,1.8436465411690464,-0.380552946800933,-0.6578257791872028,0.6345694813357615,-1.02372287535939,2.0991601672403366,-0.5272889014097181,-2.161105553047341,-5.4949112726676095,0.0,0.0,0.0,1.2769965166255668,-0.7085534206144343,5.626735463504326,0.0,0.0,-2.514169208234996,0.0,0.0,0.0,-1.6944781526347559,0.0,0.0,0.0,0.0,1.8991659248701773,-0.9953928932696137,-0.7471060110469118,-3.4039089812832994,0.7166354295326216,-0.5381742517032919,4.888551066164521,0.0,-1.3630072520676129,-0.3202544550431696,-0.06575445337596177,-0.4437590287685445,-0.19283569704998335,0.24972422656978524,-0.10979789881836322
41,1554.6583433413846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1075836489412416,1.8387279353073585,-0.380261427079684,-0.6405907850238969,0.6264218873033182,-1.0114715503110339,2.106928742105127,-0.5200187010457431,-2.1016824129104252,-5.521787771478618,0.0,0.0,0.0,1.283609916863866,-0.6917712975224318,5.644208642455596,0.0,0.0,-2.474271954751006,0.0,0.0,0.0,-1.7716917406102413,0.0,0.0,0.0,0.0,1.9177551662812076,-0.9981116804553887,-0.7399818992221531,-3.3474763435861816,0.7116961981306901,-0.5423126766817371,4.896937558795687,0.0,-1.3792852963403037,-0.31935412557103066,-0.06474593515773037,-0.44787616689474447,-0.19257139922671843,0.26761532427600243,-0.10925678963199284
42,1554.2236068201532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073697203485898,1.8314046485589057,-0.3828160516014565,-0.6136277300624982,0.6097510585464092,-1.0260912451076283,2.075333343968783,-0.5224695069766028,-2.181207797785563,-5.4161777678351575,0.0,0.0,0.0,1.2566089811668804,-0.7184821228316595,5.577089199551114,0.0,0.0,-2.4582340861370064,0.0,0.0,0.0,-1.8338604602497968,0.0,0.0,0.0,0.0,1.9672111105399186,-1.007491350877434,-0.7305265926819071,-3.297653232101308,0.711004490207908,-0.5611756928177255,4.90681657552649,0.0,-1.419072714335049,-0.30915703444481507,-0.06333301153284973,-0.4403963959985982,-0.18802609010164978,0.34199766767999296,-0.11613990385222495
43,1553.0583516043118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0764570619921403,1.8298088129800234,-0.3800510869202198,-0.5948165334346314,0.5955458588495696,-1.0175315884735328,2.0501127183486245,-0.5172226387350355,-2.060806891766427,-5.335671019709771,0.0,0.0,0.0,1.1867780712044702,-0.7440323322617394,5.51471304027393,0.0,0.0,-2.491997423994362,0.0,0.0,0.0,-1.9718769000375729,0.0,0.0,0.0,0.0,1.9963685685185748,-1.007628177393619,-0.7198334880189265,-3.3303497613022084,0.707056928763598,-0.5739637066850106,4.864054313359632,0.0,-1.4374849473282023,-0.2919424748762639,-0.05843693853573094,-0.4210227718263666,-0.17722507228876572,0.477904539230173,-0.12801711214581915
44,1552.0902528475444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0877092334671654,1.8390221406756322,-0.3807407255643694,-0.6171312208942409,0.6094022511698934,-1.0425996380831266,2.0304209384247685,-0.5288446738885221,-2.13770621504604,-5.292475035101675,0.0,0.0,0.0,1.1597863172840137,-0.713108187723053,5.491726339933433,0.0,0.0,-2.520606743583438,0.0,0.0,0.0,-2.191306623555273,0.0,0.0,0.0,0.0,2.0040059473201985,-1.0129730368171461,-0.7280635752128075,-3.383156925532174,0.7104435787758892,-0.5794189091824778,4.862146896628246,0.0,-1.4400252266460014,-0.28546678678613474,-0.05822510505786741,-0.4148088760628862,-0.16318346086111785,0.685839851381947,-0.1667461187266299
45,1551.7659571133104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1062431734941076,1.8539635954854887,-0.38412011113151556,-0.6442740470866078,0.6217923542415063,-1.0553781229528831,2.0609886012425083,-0.5372679048236584,-2.164235448531664,-5.357590978442645,0.0,0.0,0.0,1.178857375161692,-0.7854276783423665,5.55619937733631,0.0,0.0,-2.5379065131959524,0.0,0.0,0.0,-2.3077164268317762,0.0,0.0,0.0,0.0,1.9631746625069029,-1.0072069214243609,-0.7481593637933399,-3.439680704923214,0.7088684414509411,-0.5709667920265301,4.890132808919027,0.0,-1.4101120042393835,-0.2808779451066068,-0.05704453719586593,-0.4161169112841561,-0.1615110405684374,0.6772822368318511,-0.13276737291750892
46,1551.599198330564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1112084724755316,1.8613974119511907,-0.38905687603157385,-0.659301105706217,0.6204277491580003,-1.0437851940073553,2.080243815860482,-0.5332269649119955,-2.1276496399517573,-5.354389686277968,0.0,0.0,0.0,1.1744319397798382,-0.8015930320052677,5.518502708200054,0.0,0.0,-2.5409871952731504,0.0,0.0,0.0,-2.2348245473621873,0.0,0.0,0.0,0.0,1.9429312097462834,-1.004747828768252,-0.765029096728919,-3.504587792187031,0.7103780875955756,-0.5695810466054068,4.885653531635126,0.0,-1.399915351240916,-0.25852492472671723,-0.05085027515908759,-0.4072167703799752,-0.1531307866480378,0.7116888956963037,-0.11422149496423542
47,1551.5023151135208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1171832051754573,1.8553145336992827,-0.39096900709253385,-0.6642192817655739,0.6276086851660124,-1.0400275431550765,2.0664959917631482,-0.5304900210346397,-2.139366269335197,-5.402517556417887,0.0,0.0,0.0,1.1965752849531557,-0.7358077656611707,5.555873159552205,0.0,0.0,-2.5325666573442973,0.0,0.0,0.0,-2.2392467310068254,0.0,0.0,0.0,0.0,1.9492264657127747,-1.0139902704717172,-0.7593079616421609,-3.498280840179773,0.7115258033930681,-0.5640460976677769,4.883133110128226,0.0,-1.4053164053781468,-0.2681255976013075,-0.0536415670055357,-0.41636093837986565,-0.15409268075561966,0.7192567659374453,-0.10702201411388858
48,1551.3757429534535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1188250657032373,1.8502779454603402,-0.3898534949848739,-0.6542228205489313,0.6294592639828555,-1.0400679672128468,2.086219319466034,-0.5294229498556617,-2.159458532535768,-5.476568935414647,0.0,0.0,0.0,1.2459046911584524,-0.7397724632992855,5.615811790149765,0.0,0.0,-2.5051987254046697,0.0,0.0,0.0,-2.2397822593587984,0.0,0.0,0.0,0.0,1.9525096229335768,-1.019456615150736,-0.7515782575654876,-3.459272409464639,0.7087867406540675,-0.5638634657256282,4.898436690297577,0.0,-1.4064252387119225,-0.2781750525753576,-0.05581085721982502,-0.4295824136169667,-0.15410157111899034,0.7255288339311499,-0.08482643323363956
49,1551.270607281396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.110257372708767,1.8492564536698015,-0.3875809736092826,-0.6527915642445153,0.6256967086468672,-1.0409362697166957,2.0832403355365394,-0.529260238203507,-2.1462824176507485,-5.501619346440651,0.0,0.0,0.0,1.2368844953251934,-0.7626577872097684,5.641647068200062,0.0,0.0,-2.4746998805394456,0.0,0.0,0.0,-2.2213858695675603,0.0,0.0,0.0,0.0,1.9511505148301533,-1.0144271577726969,-0.7508309300218976,-3.4187851391113435,0.7067927537779858,-0.5687844431616607,4.894322605091168,0.0,-1.4073003101874633,-0.28084544554214347,-0.056110073053251906,-0.43742182673998026,-0.15378960888291598,0.7164787687618852,-0.06713528077217296
50,1551.2524210429199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1092142355395507,1.8471356681912963,-0.38515276413395383,-0.6434425438595963,0.6232359814630474,-1.039226675151757,2.092332025493633,-0.5277575955565099,-2.138561152479311,-5.522292254284254,0.0,0.0,0.0,1.251719144681011,-0.7995098715271722,5.657449464332835,0.0,0.0,-2.4699655482650007,0.0,0.0,0.0,-2.2101711596809293,0.0,0.0,0.0,0.0,1.950075034933268,-1.0137560081008532,-0.7484119832039262,-3.4119585231718883,0.7042130057552225,-0.5714812435267956,4.895273695412365,0.0,-1.4045924560210252,-0.2827689284993102,-0.056182021931489495,-0.4395086252016184,-0.15423306387124985,0.712351964441655,-0.0725873249081445
51,1551.252399160628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1092120103721492,1.847136471743417,-0.38515125734992584,-0.6434447848255039,0.623236397766745,-1.0392281472733367,2.092327029599189,-0.52775848571724,-2.1385642444648094,-5.522299341779191,0.0,0.0,0.0,1.2517097939003288,-0.799522104700473,5.6574552709545625,0.0,0.0,-2.4699675733593267,0.0,0.0,0.0,-2.2101277151488974,0.0,0.0,0.0,0.0,1.9500737572612403,-1.013752641263037,-0.7484140099144986,-3.4119626716568314,0.7042135599605528,-0.5714813284334769,4.895268819958836,0.0,-1.404592277588175,-0.2827691085521195,-0.056181925934583904,-0.43950753935118103,-0.15423401513684531,0.712338988050135,-0.07259519146645585
52,1551.252398573074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.10921201050073,1.847136489225643,-0.3851512455008816,-0.6434448612380532,0.6232364271446229,-1.0392281365126435,2.0923269547303716,-0.5277584891873034,-2.1385642788672268,-5.522299607709002,0.0,0.0,0.0,1.2517098153063442,-0.7995222427460921,5.657455435173905,0.0,0.0,-2.46996784210687,0.0,0.0,0.0,-2.210126466067276,0.0,0.0,0.0,0.0,1.9500737102506198,-1.0137526007668702,-0.748414063395961,-3.4119629559235527,0.7042135824208665,-0.5714812975881618,4.895268752306046,0.0,-1.4045922739785088,-0.282769131070383,-0.05618193142829136,-0.4395074724449094,-0.15423404231318005,0.7123386457846098,-0.07259537013089408
53,1551.252397849243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1092120293790884,1.8471365138720208,-0.38515123151687314,-0.6434449679839223,0.6232364747376338,-1.0392281340989769,2.0923268762317364,-0.5277585045126961,-2.1385643772056393,-5.522300003309252,0.0,0.0,0.0,1.2517097915457278,-0.7995222846111879,5.65745569256175,0.0,0.0,-2.4699681560735818,0.0,0.0,0.0,-2.2101249084042154,0.0,0.0,0.0,0.0,1.9500736608836389,-1.0137525685487936,-0.7484141332547584,-3.41196328550836,0.7042136169565504,-0.5714812441157655,4.895268688241526,0.0,-1.4045922640124922,-0.28276916211518477,-0.05618193787863554,-0.4395073900126539,-0.15423407361362634,0.7123382772722966,-0.07259557352732601
54,1551.2523970408022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1092120497570135,1.847136541954978,-0.3851512249788073,-0.6434450979953176,0.6232365253858099,-1.0392281185769665,2.09232678659293,-0.5277585139208393,-2.1385644335733165,-5.522300429714894,0.0,0.0,0.0,1.251709822959897,-0.7995223214455678,5.657455955466917,0.0,0.0,-2.469968549378337,0.0,0.0,0.0,-2.210123162858603,0.0,0.0,0.0,0.0,1.950073609057547,-1.013752537675186,-0.7484142134866937,-3.4119636623084264,0.7042136571708152,-0.5714811852533415,4.895268622110948,0.0,-1.4045922583743204,-0.2827692005460226,-0.05618194724265781,-0.43950728919713483,-0.15423410630982703,0.7123379101196567,-0.07259578946285695
55,1551.252396121015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1092120785787123,1.8471365696177593,-0.3851512146672506,-0.6434452360051885,0.6232365846432194,-1.0392281038155289,2.092326696264563,-0.5277585265543575,-2.138564527202079,-5.522300941216012,0.0,0.0,0.0,1.2517098390017587,-0.799522341138937,5.657456274905769,0.0,0.0,-2.4699689792525086,0.0,0.0,0.0,-2.2101211683172517,0.0,0.0,0.0,0.0,1.950073557419668,-1.013752511896568,-0.7484143024619316,-3.411964086809432,0.704213702305796,-0.5714811178399257,4.895268552904456,0.0,-1.4045922517693614,-0.28276924012429294,-0.05618195609385007,-0.439507173120022,-0.15423414022214535,0.7123375448083351,-0.07259602780146725
56,1551.2523951348687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1092121057896005,1.8471365982899874,-0.38515120639993017,-0.6434453869958952,0.6232366450000432,-1.0392280827398606,2.0923265944885645,-0.5277585368098913,-2.1385645906948643,-5.522301477519123,0.0,0.0,0.0,1.251709879069639,-0.7995223678655801,5.65745659667087,0.0,0.0,-2.4699694530813088,0.0,0.0,0.0,-2.2101190220489246,0.0,0.0,0.0,0.0,1.9500735066898047,-1.013752485533271,-0.7484143973482976,-3.411964536120807,0.7042137506605765,-0.5714810495746968,4.895268477196524,0.0,-1.4045922490840381,-0.2827692804211109,-0.056181965504482456,-0.439507044121386,-0.15423417354346644,0.7123372018861304,-0.07259627763693878
57,1551.2523940930503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.109212135417947,1.8471366251511996,-0.38515119597303127,-0.643445538047245,0.6232367078230887,-1.0392280606963893,2.092326493515193,-0.5277585471612714,-2.138564669017106,-5.522302052988653,0.0,0.0,0.0,1.2517099135141696,-0.7995223914966589,5.657456942110698,0.0,0.0,-2.4699699431341724,0.0,0.0,0.0,-2.210116746759311,0.0,0.0,0.0,0.0,1.950073459209172,-1.0137524624600975,-0.7484144950243934,-3.411965008025656,0.7042138006069668,-0.5714809798957474,4.895268400071324,0.0,-1.4045922479714283,-0.2827693184660751,-0.056181973945192545,-0.4395069060960703,-0.1542342056218644,0.7123368876921748,-0.07259653705081295
58,1551.2523929974307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.109212163912836,1.8471366515983743,-0.3851511858174808,-0.6434456960992299,0.6232367714184651,-1.0392280347676344,2.0923263849171194,-0.5277585560983343,-2.1385647297874124,-5.522302652119994,0.0,0.0,0.0,1.2517099609741884,-0.7995224210366114,5.657457292235071,0.0,0.0,-2.469970461515474,0.0,0.0,0.0,-2.2101143461723654,0.0,0.0,0.0,0.0,1.9500734140677904,-1.0137524397977298,-0.748414596330949,-3.4119654978114693,0.7042138526383229,-0.5714809103637114,4.895268317632165,0.0,-1.4045922502127164,-0.2827693551976321,-0.056181982167513744,-0.43950675798187894,-0.1542342364561592,0.7123366025641596,-0.07259680587569955
59,1551.252391853939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1092121931121373,1.8471366765057264,-0.38515117433104057,-0.6434458549906604,0.6232368362778656,-1.0392280069874764,2.0923262751982827,-0.5277585643894863,-2.1385647949045854,-5.522303280485614,0.0,0.0,0.0,1.2517100084233286,-0.7995224513407319,5.657457657275421,0.0,0.0,-2.4699709963246295,0.0,0.0,0.0,-2.2101118334859065,0.0,0.0,0.0,0.0,1.950073372209616,-1.013752419301947,-0.748414699881211,-3.411966005854636,0.704213905967279,-0.5714808406504361,4.89526823307411,0.0,-1.404592254732276,-0.2827693895671305,-0.05618198957413691,-0.4395066015670332,-0.15423426582780578,0.7123363482831216,-0.07259708285328471
60,1551.2523906428826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.109212222112446,1.8471367009029385,-0.3851511623328439,-0.6434460209664071,0.623236902944547,-1.0392279757182645,2.0923261582797976,-0.5277585716903056,-2.1385648503099834,-5.52230394293307,0.0,0.0,0.0,1.251710065151776,-0.799522486605895,5.65745803509938,0.0,0.0,-2.4699715624053202,0.0,0.0,0.0,-2.210109165153096,0.0,0.0,0.0,0.0,1.9500733324875115,-1.0137523994627098,-0.7484148079402712,-3.411966538414724,0.7042139618307443,-0.5714807701106913,4.895268142869229,0.0,-1.4045922623549252,-0.28276942261153076,-0.05618199662944783,-0.43950643358370284,-0.15423429425634652,0.7123361205617751,-0.07259737280821324
61,1551.25238939383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1092122510671314,1.847136723799923,-0.38515114944523143,-0.6434461875597305,0.6232369701249034,-1.0392279424633424,2.09232603984237,-0.5277585781024856,-2.1385649048693924,-5.522304627083109,0.0,0.0,0.0,1.2517101241240487,-0.7995225236926016,5.657458422059155,0.0,0.0,-2.469972142155627,0.0,0.0,0.0,-2.2101064064972027,0.0,0.0,0.0,0.0,1.9500732961626994,-1.0137523814687754,-0.7484149175233541,-3.4119670842659104,0.7042140186333371,-0.5714807001423111,4.895268050630686,0.0,-1.4045922724260878,-0.28276945320473795,-0.05618200293334819,-0.43950625853480507,-0.15423432103804433,0.7123359249105371,-0.07259766870649619
62,1551.2523881115237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1092122793307135,1.847136745433259,-0.38515113615363045,-0.6434463558705498,0.6232370374031814,-1.0392279069255528,2.092325918368924,-0.5277585834727998,-2.138564951736988,-5.52230532783835,0.0,0.0,0.0,1.2517101887818738,-0.7995225639663802,5.657458813088127,0.0,0.0,-2.4699727358909676,0.0,0.0,0.0,-2.21010356807549,0.0,0.0,0.0,0.0,1.9500732630305264,-1.0137523648370432,-0.748415028490378,-3.411967640193197,0.7042140763367479,-0.5714806311379625,4.895267955713018,0.0,-1.4045922851427874,-0.28276948153721576,-0.05618200863818817,-0.43950607690272564,-0.15423434616204698,0.7123357607905183,-0.07259796954251654
63,1551.2523879803791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1092122821200237,1.847136747454099,-0.38515113476134916,-0.6434463727239583,0.6232370441383926,-1.0392279031892298,2.092325906082257,-0.5277585839182697,-2.1385649561176914,-5.522305399513438,0.0,0.0,0.0,1.2517101955384826,-0.7995225681935678,5.657458852737292,0.0,0.0,-2.469972796321,0.0,0.0,0.0,-2.2101032772025366,0.0,0.0,0.0,0.0,1.9500732600444057,-1.0137523633381957,-0.7484150396809512,-3.411967696716776,0.7042140821706296,-0.5714806243320751,4.895267946049489,0.0,-1.4045922866464517,-0.2827694841338275,-0.0561820091402893,-0.4395060581629465,-0.15423434850894474,0.7123357474474626,-0.07259800003462835
64,1551.2523878466795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1092122848458037,1.8471367493455786,-0.3851511333285699,-0.6434463896379166,0.6232370508605715,-1.039227899266736,2.0923258936011595,-0.5277585842694936,-2.1385649599077245,-5.522305472487698,0.0,0.0,0.0,1.2517102027183977,-0.7995225726684091,5.657458892680013,0.0,0.0,-2.469972857754073,0.0,0.0,0.0,-2.210102980118427,0.0,0.0,0.0,0.0,1.9500732573677966,-1.0137523619795865,-0.748415050950753,-3.411967753972207,0.7042140880616442,-0.5714806176373739,4.8952679361956415,0.0,-1.404592288381905,-0.28276948650789463,-0.05618200958227957,-0.4395060388952273,-0.15423435069393687,0.71233573705937,-0.072598030863796
65,1551.2523877089982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1092122875563786,1.8471367511271668,-0.3851511318291224,-0.643446406756711,0.6232370576518336,-1.0392278951321523,2.0923258808459098,-0.5277585845376077,-2.1385649633642374,-5.52230554761059,0.0,0.0,0.0,1.2517102102839759,-0.7995225773908332,5.65745893346447,0.0,0.0,-2.469972920786251,0.0,0.0,0.0,-2.2101026736753813,0.0,0.0,0.0,0.0,1.9500732549644664,-1.0137523607531975,-0.7484150624188505,-3.4119678126228488,0.7042140940701963,-0.5714806109679764,4.89526792607526,0.0,-1.404592290352109,-0.28276948868915586,-0.0561820099673527,-0.43950601890642615,-0.1542343527475543,0.7123357294007261,-0.07259806236825816
66,1551.2523862953162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.109212314380839,1.847136767896394,-0.385151116280342,-0.6434465800138248,0.6232371261135853,-1.0392278517031428,2.092325750431308,-0.5277585863846669,-2.138564993375791,-5.522306318294048,0.0,0.0,0.0,1.2517102902703054,-0.7995226272346585,5.657459348264392,0.0,0.0,-2.4699735662509594,0.0,0.0,0.0,-2.2100995222932296,0.0,0.0,0.0,0.0,1.9500732335808197,-1.0137523497071301,-0.7484151789171508,-3.4119684116572624,0.7042141552490006,-0.5714805446440127,4.8952678222215935,0.0,-1.4045923123634216,-0.28276950863526146,-0.05618201328648798,-0.4395058122308566,-0.15423437198239998,0.7123356794229376,-0.07259838356453056
67,1551.252386150743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.10921231703577,1.8471367694651724,-0.3851511146710313,-0.6434465974759814,0.6232371329977558,-1.039227847174962,2.092325737170221,-0.5277585864898381,-2.138564996013089,-5.522306397076189,0.0,0.0,0.0,1.2517102986222384,-0.7995226324414556,5.657459390357229,0.0,0.0,-2.469973632069526,0.0,0.0,0.0,-2.210099199551943,0.0,0.0,0.0,0.0,1.9500732317060419,-1.0137523487282438,-0.7484151907105782,-3.4119684726375077,0.7042141614551313,-0.5714805380615597,4.895267811619111,0.0,-1.404592314778448,-0.28276951044236115,-0.05618201356451693,-0.4395057909626025,-0.15423437377530372,0.7123356770072902,-0.07259841619748295
68,1551.2293532099784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1100465292997947,1.8476029993854208,-0.38462391389221195,-0.6490432525550311,0.6254366210820055,-1.0377308063374941,2.0880382171857037,-0.5277674196721956,-2.1392747825857743,-5.54786714168492,0.0,0.0,0.0,1.2544824585270602,-0.8012494676017573,5.671017551981245,0.0,0.0,-2.4912903496671874,0.0,0.0,0.0,-2.1051836756552147,0.0,0.0,0.0,0.0,1.949557327696686,-1.0134784838828497,-0.7522084768235687,-3.4316780506596625,0.7062143227003337,-0.569403891666943,4.891828525243519,0.0,-1.4054260926655424,-0.28328712208392465,-0.05625428516987318,-0.4325609752304297,-0.1547644186366443,0.7123567035891781,-0.08312855480900304
