Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi,g_walk_aadt
10,1894.825489149331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5558335563217125,2.020591727295059,-0.5422010485904114,-1.1347064671790306,1.8416822375105255,-2.401645361078326,-0.8528323257859517,-0.892163316901236,-1.5090218669524527,-4.047394178978619,0.0,0.0,0.0,-0.7064035236757112,-2.5851459455350576,3.441128574877882,0.0,0.0,-2.2947249584590645,0.0,0.0,0.0,-2.6806014372301057,0.0,0.0,0.0,0.0,1.6822621509477607,-1.5145305679606862,-0.007494909390609039,-3.0321261916711157,2.148014585942824,0.26658142510804017,7.9938790513029545,0.0,-1.5012065347799386,-0.5232932994727193,-0.14201997793595636,-0.6910899058252696,-0.32315401860453047,0.34878785442702853,-0.46521860739229665
11,1848.8988889569885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.983112901238445,1.8216301453477397,-0.2513829876233808,-1.2823111543959806,1.9536666937108267,-2.1918179283694457,-0.7892586603963384,-1.0091764053014005,-1.756904482562307,-4.562324185040172,0.0,0.0,0.0,-0.6649364057625095,-2.988987697370317,4.237914513589194,0.0,0.0,-2.5347323737944185,0.0,0.0,0.0,-3.1660664206202616,0.0,0.0,0.0,0.0,1.1135383678467878,-1.638242851875131,-0.17709988647060818,-3.567267461261822,2.269828636560542,0.08404121861140135,8.286395180975756,0.0,-1.671376864594009,-0.5621706770981093,-0.13326535988175192,-0.6006717241767079,-0.308960711635871,0.21711896197694872,-0.4266933335244547
12,1802.9641369768492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1883601620532254,1.6679492450694637,0.11907322776728307,-1.358050280884425,2.0852987254051887,-1.491789417226017,-0.5640215114377738,-0.8021303462401362,-2.0777366514833417,-5.1769949267113535,0.0,0.0,0.0,-0.3710342696028061,-3.4090605043885107,5.538330179469066,0.0,0.0,-2.846997426093105,0.0,0.0,0.0,-3.6718069317512585,0.0,0.0,0.0,0.0,1.5151395609906164,-1.3538396423046684,-0.32305839062945463,-4.150246237848147,2.1249404496360516,0.12361656964325812,8.279009678925343,0.0,-1.7142215452368614,-0.596896271209187,-0.11876181704700203,-0.6118871997831583,-0.3214440194517713,0.29979186355361465,-0.4345072422956119
13,1750.5019999454166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1780056230634135,2.4621925693100826,-0.32559824180414754,-1.2805898137700065,1.651559261680753,-0.8021025119136266,-0.001013882647308173,-0.5048867188874155,-2.5385090671881803,-5.564445836715289,0.0,0.0,0.0,0.7873672111040493,-3.42696408500397,7.860796529978084,0.0,0.0,-3.241936053925401,0.0,0.0,0.0,-4.425286325403031,0.0,0.0,0.0,0.0,1.7330601452632495,-1.394939903652783,-0.1842698632113278,-5.080062908843994,1.8614395499641752,-0.1362823169689963,8.054423025082247,0.0,-1.6962172131783446,-0.7047159126883543,-0.15427591101804655,-0.4860080829287031,-0.3255593934332212,0.315803470247968,-0.4102501638656125
14,1734.934561756556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.683781506461265,2.355814593778816,-0.17351349080195966,-0.7689758664070147,1.6902185415461473,-1.6524380269465944,1.099137103611806,-1.1254241824366626,-3.0798150264806825,-5.493624975774649,0.0,0.0,0.0,2.3802016354986737,-2.5368348113718997,10.241414130331329,0.0,0.0,-3.1677384253757355,0.0,0.0,0.0,-4.804245348865083,0.0,0.0,0.0,0.0,2.062247828470522,-0.9624795902287058,-1.1449642264197002,-5.971645312999623,1.4296910604233524,0.056944839348559984,7.977361768252329,0.0,-1.4011971955026037,-0.7958087903450761,-0.22711914243510772,-0.46684279229423103,-0.3277117005204473,0.24444890587419615,-0.33681372186467207
15,1730.7433164193972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.195405575621968,1.65936095542248,0.21464019312139626,-0.2711387354780401,1.3228671739901174,-1.9726527549857211,2.6673036838796476,-1.3132447153516678,-3.5792727459879337,-6.003760476309497,0.0,0.0,0.0,3.2039309380301684,-1.3086255155307305,11.416791067732767,0.0,0.0,-2.2884519432631167,0.0,0.0,0.0,-4.2708813553626905,0.0,0.0,0.0,0.0,2.415399455174743,-0.565872566279157,-0.4645799712758907,-6.496953754197787,1.1786611199442507,-0.9658952754305391,8.486557482801912,0.0,-1.1351744186465214,-0.7762943524117882,-0.24477867411982912,-0.7727208667910825,-0.3364224778615977,0.1773506998550025,-0.29513986053336083
16,1682.7235906197573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6865918017618928,1.3489311100388508,-0.01030263856498892,0.01766256318393017,0.11217515263228162,-1.6805080004625756,4.98704043038088,-0.7341391269963112,-4.088446276631271,-7.329823461615231,0.0,0.0,0.0,3.173776740344032,0.020748768660667327,11.392599631632512,0.0,0.0,-1.244162147952642,0.0,0.0,0.0,-3.601616179087313,0.0,0.0,0.0,0.0,2.2999687066708097,-0.7304652518572525,-0.9413147162862379,-6.670191066824563,0.7129039522665568,-0.3673938761561766,9.123813945515698,0.0,-0.7912727529537955,-0.7887265850669877,-0.22247243473970613,-1.1300891338110897,-0.3402766560869427,0.07628110198385156,-0.2495642047730515
17,1668.3757815516803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.028664253444622,1.4695654819924298,-0.9641192884015424,-0.4423899420933906,0.9809954274011647,-1.5325892161608934,6.077120777137286,-0.7802485997688094,-4.216593866925857,-7.941900669819385,0.0,0.0,0.0,2.7395797555752743,0.37112467067605137,10.893959837397214,0.0,0.0,-0.9687127495290863,0.0,0.0,0.0,-3.5175045678295778,0.0,0.0,0.0,0.0,2.4183284897656847,-0.855999761140023,-1.1981400967578748,-6.12836726381878,0.5767476528540452,-0.6054865415398891,8.608506865247625,0.0,-0.8213214706676651,-0.8046374247991888,-0.20317875316952239,-1.2161017223826822,-0.3396492282081267,-0.007713310398910558,-0.20568109423711028
18,1647.4442072475385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3487461331898825,2.0937214349548268,-0.3142127521604906,-1.2031884934471035,0.997192002829564,-1.6223536932738827,5.687392710147033,-0.7374455359263394,-4.04667063778058,-7.939944543072252,0.0,0.0,0.0,2.4117446962519407,0.17705271675389828,10.401013975928137,0.0,0.0,-1.2378279849566713,0.0,0.0,0.0,-3.630498176811953,0.0,0.0,0.0,0.0,2.5553588268851244,-1.383963265568224,-1.1676680862369335,-4.933616494225601,0.3792128390623723,-0.780626116742267,8.137949781735138,0.0,-1.2230212607281847,-0.8097216612897655,-0.1934771002764856,-1.1487387498881811,-0.3351150600629202,-0.04665437022866973,-0.18823166687310453
19,1629.074917593835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.324892060984537,2.037778991156639,-0.45591216394503997,-1.139255687339007,0.989843061665107,-1.2738874777844602,4.679362826640605,-0.7172277149242858,-3.75675800245439,-7.650249898921893,0.0,0.0,0.0,2.2536176031031787,-0.24531372481902775,9.941589596661624,0.0,0.0,-1.731078095386274,0.0,0.0,0.0,-3.8812427880758817,0.0,0.0,0.0,0.0,2.3136538873063706,-1.155408572745039,-0.996783533360313,-3.847135584034291,0.43602808297139883,-0.7185383918964678,8.180082933496314,0.0,-1.623183244970957,-0.7939371661828369,-0.1880202983983826,-1.0271399328278668,-0.3292183250372903,-0.05608863030485587,-0.18562425721419012
20,1621.8842885068195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.188731636345821,1.9853434440546764,-0.46312990908761115,-0.8269317417763946,0.8505953852908597,-1.2945169335489977,4.7171154359200465,-0.8305589503762685,-3.57745975041839,-7.631516826541632,0.0,0.0,0.0,2.1086992768905715,-0.7034428953359892,9.73625591138175,0.0,0.0,-2.017001637712678,0.0,0.0,0.0,-4.10306954126843,0.0,0.0,0.0,0.0,2.3024854382240427,-1.2277155366885455,-0.8554173021526208,-3.4431033007126035,0.45440166741408416,-0.7335260489696853,7.9753758854579715,0.0,-1.688276465015561,-0.7883321999492494,-0.17622046027430494,-0.9350872139302804,-0.32667868787551435,-0.0371730550080266,-0.19144503219739634
21,1614.5064794603593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3726741184116618,1.8979938766393591,-0.3953027695739291,-0.6230156036468255,0.8807671330852828,-1.3076405499626642,4.699461840871785,-0.3491911068121282,-3.3135871225691753,-7.2498450710468845,0.0,0.0,0.0,2.0658963223022346,-1.0696861617476197,9.49111422502191,0.0,0.0,-2.2377392540558536,0.0,0.0,0.0,-4.3581901778731345,0.0,0.0,0.0,0.0,2.198384381314302,-1.2606949294196235,-0.7668218289509645,-3.0987721711658516,0.5617341497156623,-0.7044596952064293,7.788735622332903,0.0,-1.5747997758057208,-0.7674005670362251,-0.1767928487016916,-0.8619681562841084,-0.32283343232845574,-0.03839386335003873,-0.18945274713791493
22,1609.0819290605007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4833078681024205,2.064394768252294,-0.2719453642087779,-0.6345990633923124,0.8835046311046697,-0.8983702622139698,4.5130457026184745,-0.5426077631081849,-2.9859951112681675,-6.897009694895027,0.0,0.0,0.0,1.9895099938288003,-1.2574990122956033,9.246344013264894,0.0,0.0,-2.271134957865135,0.0,0.0,0.0,-4.467405166726627,0.0,0.0,0.0,0.0,2.1016620546062383,-1.2079864878536888,-0.7421872203656781,-2.9513669258702517,0.6979798443026226,-0.5856575540566191,7.629184013519385,0.0,-1.3709653662109496,-0.7345787049437003,-0.17559077849608942,-0.8464169424693295,-0.32026085067771964,-0.03212583224631886,-0.19483019714492877
23,1603.55447977693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.430118819329375,2.3033236381644544,-0.26668220975759177,-0.5904632751464356,0.7628398303396771,-0.9997710785497581,3.821743302195661,-0.5167498027830383,-2.531998594434791,-6.989453060454648,0.0,0.0,0.0,1.6355308518077862,-1.4807391989611831,9.048986033134922,0.0,0.0,-2.1910545476024335,0.0,0.0,0.0,-4.5219141594828915,0.0,0.0,0.0,0.0,1.916229753225312,-0.8353428293306049,-0.6979514319016008,-2.9959161674568406,0.8241205797740678,-0.499750808515101,7.0345151221463,0.0,-1.206465823283985,-0.7084439637541592,-0.15640383434508884,-0.816695890220496,-0.31390661944775755,-0.04309809641458319,-0.1930663705045135
24,1597.4498139290347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.189160441906502,2.0204128834386808,-0.32808546369032265,-0.5207582656745601,0.590936048565843,-0.9796585501785626,2.9196112096507654,-0.49797782690810966,-2.1171515709216804,-6.942022687674766,0.0,0.0,0.0,1.497767331932889,-1.3584872810501556,8.29370973181663,0.0,0.0,-2.489840933494463,0.0,0.0,0.0,-4.991251696648836,0.0,0.0,0.0,0.0,2.0332464890306445,-1.0200012138095356,-0.7311574346053379,-3.222217511569341,0.7882208610309289,-0.546762897299985,6.244219514029178,0.0,-1.494297089016633,-0.6862421453751472,-0.1496307922211302,-0.6872279437998392,-0.3049575602340815,-0.04315008366196326,-0.18850442750132032
25,1591.9223998725872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0403430485621437,1.909426544342038,-0.3259940320741607,-0.6399859193803566,0.4819412848833432,-1.0531051604111221,2.2869054759268863,-0.5117406961382405,-2.128468801858606,-7.075046598560768,0.0,0.0,0.0,1.8736411129579453,-1.5305514794629902,7.365030523354728,0.0,0.0,-3.0245057578581562,0.0,0.0,0.0,-5.127122955542262,0.0,0.0,0.0,0.0,1.8189474233153515,-0.8367413178822977,-0.652283560447198,-2.8335599496256085,0.7783973627658934,-0.49548601262574365,5.460503497402332,0.0,-1.1150273177038235,-0.6553214572164293,-0.14082192571966246,-0.5354618916628047,-0.29163747491010855,-0.07688863810443126,-0.16595364234789475
26,1589.0690993566604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.082916464195286,1.8419245465189327,-0.3955382430632554,-0.4830232680464468,0.5304143258798995,-1.0167188507582237,1.9666467650347466,-0.5010988456525148,-2.1856492578301756,-7.126296628713844,0.0,0.0,0.0,2.004342054041647,-1.6263837839167061,7.210053762298649,0.0,0.0,-2.927161513789855,0.0,0.0,0.0,-4.855176809992241,0.0,0.0,0.0,0.0,1.7524649841262052,-1.0022998388866098,-0.7132087633611583,-2.6146253767294434,0.7589490452512017,-0.3948132375002252,5.0363565935311625,0.0,-1.3294722545089195,-0.6333965936837412,-0.13566767315063827,-0.5724427201266876,-0.28689941781868483,-0.10792837860899364,-0.1498754448741103
27,1585.461356427792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1350639254180273,2.0562469956257328,-0.28769033994408755,-0.3518639893757506,0.5759660260541595,-1.0140512760957139,1.8324688077476439,-0.5319925788425748,-2.5336441221564168,-7.0889807838507215,0.0,0.0,0.0,1.4865921312575723,-0.8524305582259433,6.762829176907157,0.0,0.0,-2.520175881018039,0.0,0.0,0.0,-5.084356816533226,0.0,0.0,0.0,0.0,1.6903538101578723,-0.6142749068755442,-0.669911382424916,-3.131341796345623,0.6757378528292926,-0.4004100463181761,4.342187201873388,0.0,-1.6094739075154711,-0.543213135059971,-0.11779288691192234,-0.5580423909043919,-0.26955065592681,-0.14557176258967847,-0.12617374160800238
28,1582.7750019420298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.016455174469504,1.7929162505035359,-0.4383498667796054,-0.579920361709199,0.5910072892824456,-1.0316082754252331,1.6661053022448165,-0.5548867285980139,-2.5009114410015236,-7.197701832914872,0.0,0.0,0.0,1.4726374869192997,-0.7665597431745399,6.846612459770633,0.0,0.0,-2.234557421714219,0.0,0.0,0.0,-5.016987331106061,0.0,0.0,0.0,0.0,1.790774287883112,-0.9447611766148543,-0.7129246561627879,-3.322649955690332,0.6145542642190328,-0.47420735614507903,4.320218756586516,0.0,-1.156778415359193,-0.5133652160982943,-0.10885528385625978,-0.5995860164791726,-0.26631942061880765,-0.16401618422526432,-0.10895563903076641
29,1579.9796535429755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9495050668000653,1.6310008814382264,-0.5088441401759244,-1.062720556927609,0.5930171411560968,-1.1254980556054315,2.005647678106439,-0.5611598690492182,-2.103916392667231,-7.363299487031776,0.0,0.0,0.0,2.0295728380916342,-0.9355928203167527,6.874588019108226,0.0,0.0,-2.1413840507631443,0.0,0.0,0.0,-4.562831812691087,0.0,0.0,0.0,0.0,1.8417782585310887,-0.9358154160953971,-0.7443897916374491,-3.5140290583955265,0.6896007908453278,-0.4721578383546926,4.6191212338102305,0.0,-1.3776463128759255,-0.512913666581884,-0.10913596370706818,-0.6575552538168415,-0.2694315083980359,-0.13871317148258416,-0.10045178909263229
30,1577.2950742395412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.245068585460282,1.8340141141452264,-0.3302796266001128,-0.5723329803612821,0.792328939777593,-1.0870720572894501,2.088102775453751,-0.5844080530214296,-1.871664948679582,-7.456809040495787,0.0,0.0,0.0,2.343238413201149,-1.0249983333492674,6.725624972921873,0.0,0.0,-2.2694489861995226,0.0,0.0,0.0,-4.145965390435852,0.0,0.0,0.0,0.0,1.9136040048028378,-1.1137424169243633,-0.7889024867776725,-3.5556814398259244,0.7210417759892908,-0.5273905570160093,4.901101575698348,0.0,-1.2327917373175983,-0.5130702428948314,-0.10718313280408213,-0.6603221002795543,-0.26971986434350176,-0.11906254357710833,-0.08598474823967675
31,1571.8749272771804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.119928041359788,1.779576471259991,-0.3958965139500423,-0.5858970005672749,0.6763876153106687,-1.0381491288356328,2.263414735238062,-0.5510785890424413,-2.344882496640117,-7.135016049078978,0.0,0.0,0.0,1.8310776447041304,-0.8842109183164684,7.023029699864345,0.0,0.0,-2.75305858791457,0.0,0.0,0.0,-3.523598692084404,0.0,0.0,0.0,0.0,1.9374868856383,-1.1830260615600114,-0.7605921547930372,-3.065810169185121,0.7628064732011702,-0.5595855599019398,5.1222030051692204,0.0,-1.329085467803989,-0.471159750012508,-0.09384794841990607,-0.5563184298335706,-0.2587066690978487,-0.07328627101663845,-0.06488700040366756
32,1564.457385097075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.936895145466755,1.865054342914349,-0.4844433009882417,-0.6533718340912524,0.4678050599389778,-1.0478190373892928,1.8466100331682043,-0.5127423559332415,-2.6717361757353797,-5.980449909682349,0.0,0.0,0.0,1.424613853919354,-1.694652974517521,5.911118610145167,0.0,0.0,-2.7714244095281733,0.0,0.0,0.0,-2.460298955564201,0.0,0.0,0.0,0.0,2.080096247461634,-1.1120772551364841,-0.7666239631023491,-3.4444042160092585,0.7301566793218011,-0.6457903948339186,4.815094039281004,0.0,-1.478224281332204,-0.3051512708394032,-0.05337250142680079,-0.4104072874291532,-0.22159745290256128,-0.026011836553194632,-6.348448079803309E-4
33,1561.6164324474241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.148494230372543,1.7892805898025401,-0.3408248228300717,-0.603217101808688,0.6017093953946141,-0.9615672979529264,1.8359801728406968,-0.5126156075626068,-1.8230446459359917,-5.677174515851997,0.0,0.0,0.0,1.1067078612932741,-0.4281917574743048,5.504465971839373,0.0,0.0,-3.100680236415432,0.0,0.0,0.0,-1.5203184691544105,0.0,0.0,0.0,0.0,1.9436912183703625,-1.076777165740823,-0.6712864626554448,-3.3589212960655033,0.7260519065874479,-0.5064390018259126,4.82666403242729,0.0,-1.5578922012966254,-0.20166822754455996,-0.033108993896111105,-0.23329538476107364,-0.18883678033337653,0.031485879234298346,0.09186567729539437
