Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi,g_walk_stressJct,g_walk_speed
11,1866.8496292075802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9428892939597437,1.9890609828454795,0.3694750371166144,-1.309921411326361,0.1127406901954115,-0.2529980390885647,0.36436157328069396,-0.647717670299878,-1.125392747153966,-2.6166315883425324,0.0,0.0,0.0,-0.04111850954971086,-2.4077177279558173,3.4963183112804286,0.0,0.0,-0.2580272692760595,0.0,0.0,0.0,-1.0026553845363715,0.0,0.0,0.0,0.0,1.4378549162357495,-1.5837137507492696,-0.3559171823150236,-2.1830680326924337,0.12124070744299356,-0.23115225203251766,1.9879962146563135,0.0,-1.2776488420100134,-0.164304183624645,-0.14299068452821656,-1.6516114523203538,-0.2638399769922764,0.5269407791219277,-0.005742788425448438,-1.2566859006226236
12,1823.1731602685177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8926597406976373,1.823635255117867,-0.02639265984522282,-1.1817396983184938,0.4066450880522473,-0.5618925223934577,0.6139233223074352,-0.4892956202323512,-1.411266097089596,-3.4531126843641675,0.0,0.0,0.0,0.10858220710555916,-3.073888555452637,4.691361230630591,0.0,0.0,-0.06756975112804309,0.0,0.0,0.0,-1.1980211919533486,0.0,0.0,0.0,0.0,1.3437912183856007,-1.4131358884892506,-0.49599560826231365,-2.8760997184649733,0.2703697596242632,-0.10149262662524836,1.7096891748161374,0.0,-1.533854335681737,-0.2357126110670551,-0.12458638293460429,-1.7097962626574754,-0.2757454537578936,0.327054371371438,-0.015281032417456802,-1.104357361443019
13,1779.9653395346932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7469547684959026,1.4095036526178997,-0.17929574671543563,-0.9530827129731998,0.2600858454305539,-0.5689250442658346,0.6880700326721129,-0.36176603393111567,-1.5677048528896733,-4.440798792410924,0.0,0.0,0.0,0.03122203452126361,-3.4800622923449627,5.195584834455931,0.0,0.0,0.11129511030892117,0.0,0.0,0.0,-1.3396487235010546,0.0,0.0,0.0,0.0,1.2261687865540594,-1.0135548740321652,-0.3109342570004302,-3.379322128383807,0.26822026562981216,-0.22153976254057972,1.9206505900495088,0.0,-1.6738488617350786,-0.26001936537500764,-0.08990188065658417,-1.7682820401393746,-0.28224536313081455,0.23743720662458373,-0.022641601098714676,-1.0718913713964815
14,1764.565766366864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5621563093466273,1.5068906078884272,-0.1193831121459426,-0.8241688127869693,0.010342557915322348,-0.5928398248687521,0.8695490716531642,-0.5939144037522595,-1.5602529837934904,-5.073914650481148,0.0,0.0,0.0,0.06973205388039909,-3.4869698534295206,5.170292717694313,0.0,0.0,0.1679105190017076,0.0,0.0,0.0,-1.4397771805409412,0.0,0.0,0.0,0.0,1.1714838360513082,-0.9483795142975034,-0.5528402700061984,-3.546518325269112,0.30754796923360017,-0.08880406467686036,1.863453362454225,0.0,-1.5972679694904597,-0.3378414438632918,-0.08280249773538079,-1.81024903827126,-0.2922436880844454,0.11555280588018087,-0.013131881994295063,-0.9748645938091889
15,1746.3897059177577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5899217546315199,1.9763535128257437,-0.39480931733707164,-0.6488767267892224,0.404901819080363,-0.7198011527754571,1.0802743133179953,-0.9353163455253068,-1.342408782952644,-6.194006615088982,0.0,0.0,0.0,1.0011295259661446,-2.8711381839232826,5.088384185935495,0.0,0.0,0.01001863272619924,0.0,0.0,0.0,-1.8547760038604175,0.0,0.0,0.0,0.0,1.5687444858612634,-0.6448038685915432,-0.4398677703628275,-3.5378179959901974,0.24615865129652567,-0.7482271016166375,1.7265135003020589,0.0,-0.9971523265206458,-0.36455488497231625,-0.0776516607183487,-1.7375584458877105,-0.2995685598776047,0.10748011636309278,0.09345999693967816,-0.9710940498155404
16,1714.505378972625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8970497841735605,2.158711277945711,-0.24221198133989782,-0.5954212463618549,0.6366804215415894,-0.8018163388994106,0.7424725420822544,-0.5714102869575017,-1.0765758031184367,-7.121481148403724,0.0,0.0,0.0,2.3866971414507687,-2.049001932367781,5.285886858949278,0.0,0.0,-0.19155366463593165,0.0,0.0,0.0,-2.3201351430346064,0.0,0.0,0.0,0.0,1.7994595541892424,-0.2807354519021597,-0.747686812974151,-3.384041972308095,0.013625815177310485,-0.7058998633405764,2.0442894503196074,0.0,-0.3558635803855792,-0.4453974224402859,-0.10178925384841686,-1.6967120645176164,-0.3147008955219054,0.055860740522552,0.20701293108293503,-0.9110573512838668
17,1698.2486168004345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.002597399253377,2.2168224957470866,-0.22789180390099922,-0.636481340408153,0.5004336198465051,-0.7240996460976428,0.7591074301936399,-0.3345256484085125,-0.981959718665483,-7.557293914063513,0.0,0.0,0.0,3.177640204974744,-1.5406212932383916,5.499406393052564,0.0,0.0,-0.2830981211969524,0.0,0.0,0.0,-2.5979346240845578,0.0,0.0,0.0,0.0,1.4549674977401097,-0.5424180215633254,-0.5592366501665099,-3.230087172941127,0.32806266529828226,-0.7971489754873206,2.2579035126953406,0.0,-0.3061083544571335,-0.5519182518448331,-0.1308557262320031,-1.6939932940459006,-0.3256406720745999,-0.043594849787122934,0.2577625823591231,-0.8073528430520908
18,1685.7468047785005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.373786697524824,1.0397909756473385,-0.2181000297127529,-0.8418957647877222,1.1438065832161506,-0.5813740962673932,1.7824057140846556,-0.8680036277682405,-0.9645117301189238,-9.016324164864724,0.0,0.0,0.0,5.054883954348169,-0.003382685651928119,6.001867932314618,0.0,0.0,-0.7064353962082015,0.0,0.0,0.0,-3.5661541728805024,0.0,0.0,0.0,0.0,0.6847419640650401,-0.9939775325921374,-0.5609231993425936,-2.649706001486544,0.8770874608408021,-0.4382286095215106,3.467758435767955,0.0,-1.0933310066140705,-0.7162532656681543,-0.1787488005472574,-1.5742650698387644,-0.3391931842709127,0.06813048538631492,0.375748847527543,-0.747577214434996
19,1668.1751425168202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.422604129936881,0.9241068468676773,-0.4012407777402207,-0.8043452841115972,0.99218659961558,-0.6610551387584156,2.193781100040042,-0.20668208484691297,-1.2677170304163572,-9.497645152194364,0.0,0.0,0.0,4.929630626238046,0.18383354439137217,5.909812155811026,0.0,0.0,-0.6104607034966298,0.0,0.0,0.0,-3.585152940365486,0.0,0.0,0.0,0.0,1.0876573348263312,-1.2489129570716284,-0.7581898353639801,-2.368921545472614,0.6986703067637259,-0.5156078410905944,3.411672402845864,0.0,-1.6618699883217238,-0.7176487048540814,-0.1626910913468977,-1.592375642737801,-0.34382683925880664,0.12767741779098435,0.3645344665299203,-0.7535906057349158
20,1641.9071107019874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9168914940675634,1.0594840728142882,-0.31216047153559395,-0.41954923220489476,0.7067599935915965,-1.0890827532753315,1.5040853941535706,-0.47633516667713327,-1.7244673198875868,-9.194072733228209,0.0,0.0,0.0,4.396760664814141,0.033121935753530646,6.1800867731210385,0.0,0.0,0.03759418181259022,0.0,0.0,0.0,-3.0636836801685337,0.0,0.0,0.0,0.0,1.5805746470262427,-1.318427775122863,-0.7504758932666649,-2.2001880641942257,0.5460314292951567,-0.7157449190170305,3.4253566364297434,0.0,-2.310878359588578,-0.6644807792507034,-0.14827588166623032,-1.738146915589546,-0.35054356447531604,0.15638389939018693,0.3272044529419999,-0.7750752116446973
21,1630.9012132288096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8737628724216449,1.4457884379014543,-0.9084387043083202,-0.5037426069887845,0.6915550338697724,-0.39044444876595763,0.9925888941688271,-0.6846172440529625,-2.091413405864253,-8.632149982866581,0.0,0.0,0.0,3.434085790904076,-0.5021742843257491,6.152856507719662,0.0,0.0,0.3849086622977067,0.0,0.0,0.0,-2.4577761310370323,0.0,0.0,0.0,0.0,1.60945193447523,-0.9997349965194737,-0.8788290017087982,-2.3687023841224404,0.6778670346558122,-0.534207159347458,3.5107636136755915,0.0,-2.2849072941164983,-0.607820658523333,-0.12655114391475905,-1.8613859326607258,-0.35509703015299415,0.16994046845578875,0.32625762356171234,-0.7957428479010583
22,1613.838009622874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9798818032392411,1.6485437434522003,-0.5573282123582457,-0.7692151698814844,0.7723914304568126,-0.6997684342807775,1.1716897855468655,-0.5830954259195121,-2.309680892122376,-7.977750587453152,0.0,0.0,0.0,2.3824699710353663,-1.00969351435802,6.008731789215578,0.0,0.0,0.18818951475439172,0.0,0.0,0.0,-2.0451401166373833,0.0,0.0,0.0,0.0,1.3935356749040695,-0.6509405724479581,-0.7294864326512244,-2.796095204755956,0.9164456053010773,-0.4925882639082849,3.6074243866168114,0.0,-1.7639128650843556,-0.5651775712900836,-0.10974281895402344,-1.8613819787099475,-0.3550373585586761,0.1633420254875435,0.3748539779344886,-0.8096053746435905
23,1604.4993635383082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.668091021317477,1.600743324100639,-0.6704508351809646,-0.5134923583475925,0.2648839857195775,-0.7703237511324901,1.7101713660856313,-0.5589914875363985,-2.240598885522224,-6.925381340943072,0.0,0.0,0.0,1.6930202771015213,-1.265565097697635,6.3439823713655965,0.0,0.0,-0.5574589610301638,0.0,0.0,0.0,-2.0529747558189118,0.0,0.0,0.0,0.0,1.6126622501215933,-0.7313299937285367,-0.7672490413686496,-3.3041106727456704,0.6557156842193392,-0.547414384620563,3.99844395391482,0.0,-1.1602890826244092,-0.5624251897433206,-0.1255374871770032,-1.6919224864130369,-0.3527108615269728,0.21874229244338383,0.47805995949845653,-0.853632342335161
24,1596.8550356369178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.815657909714796,1.2710395329450965,-0.6366697201244444,-0.40439425996406697,0.47014916393041994,-0.8595461939613886,1.5085340492613628,-0.5149046090397222,-1.72811485117296,-6.512173546068899,0.0,0.0,0.0,0.8935763198090926,-1.278140793962156,6.295053068952842,0.0,0.0,-0.9612164909118273,0.0,0.0,0.0,-2.605487749005027,0.0,0.0,0.0,0.0,1.7553523996310176,-1.4372460921239598,-0.8325519160274326,-3.403771937909561,0.5793228671517727,-0.563219674124924,3.9986391973827073,0.0,-1.2861347498088134,-0.571878710201455,-0.12384984384417665,-1.5596130858263106,-0.35435797344972236,0.18796713589553088,0.623088071433416,-0.8632118823097898
25,1583.547030494926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7357715178022228,1.8243374611847911,-0.5353584796774239,-0.9739562877843809,0.29795858438985867,-1.1322006545048984,1.6084713959659056,-0.43482919617394733,-1.14859110852346,-6.273295507741874,0.0,0.0,0.0,0.5768187190788048,-1.1642861809471257,6.551260451375676,0.0,0.0,-1.1764755251249515,0.0,0.0,0.0,-4.236221928254286,0.0,0.0,0.0,0.0,1.8201173079209676,-0.7841396073219236,-0.8168911482970286,-3.261473124152481,0.5204876986750402,-0.5825073217465786,4.141457522749,0.0,-2.1276521993156683,-0.6031204227000443,-0.12868796394387239,-1.2919794787236702,-0.35626265335551277,0.2412783381855988,0.7780452695202189,-0.9190190419341562
26,1570.8554934224621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.895808208171524,1.9611266878717442,-0.3320396358021762,-0.8620190704383377,0.3801925162057255,-1.195826826346433,1.8435929685041077,-0.41504153418245404,-1.9253505959504762,-6.4079789341796705,0.0,0.0,0.0,1.0176761350126111,-1.1395428227754385,6.514345167200862,0.0,0.0,-0.6706124100348958,0.0,0.0,0.0,-5.884549687455571,0.0,0.0,0.0,0.0,1.9081512624720791,-0.8101293435520496,-0.7621663613742375,-3.1815619963375297,0.5115712577498709,-0.5631549495095645,4.432863383570139,0.0,-1.6781991502698959,-0.6035591680875904,-0.12954414004392587,-1.154621216818839,-0.36147246658561244,0.28462977263947725,0.8160687359743423,-0.9528213898011041
27,1565.193945997631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.954542162746609,2.036481944046955,-0.27776969687639014,-0.6531831882285657,0.44766930745337874,-1.2028318022005011,1.6627687466821395,-0.44969707376922613,-2.251074863574576,-6.682338157505067,0.0,0.0,0.0,1.28957223570657,-1.1736743958755063,6.463592634778077,0.0,0.0,-1.3094066388639423,0.0,0.0,0.0,-6.323816970982147,0.0,0.0,0.0,0.0,1.872702323188217,-0.8259917469251609,-0.7499015945065265,-3.2575341334111516,0.5584624775602133,-0.5675569740964104,4.459453438463783,0.0,-1.6047530158075556,-0.6302120555714379,-0.12844555686871129,-0.9717926201930982,-0.36113074052606137,0.3240241000160682,0.8294942894826989,-0.9596756893303281
28,1561.0401172828417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.026612790266163,2.0362411585196774,-0.2693497196612001,-0.6290673965434049,0.523695752101517,-1.189187981549643,1.6839108500334583,-0.4369923863450753,-2.4684749944934117,-6.665612349738541,0.0,0.0,0.0,1.5918343363450063,-0.9168682989051147,6.305702539721648,0.0,0.0,-1.6655607519404456,0.0,0.0,0.0,-6.492921932810021,0.0,0.0,0.0,0.0,1.9074574265054258,-0.8660919816483822,-0.7566320811168135,-3.3979094858859353,0.6090787971120428,-0.5708330364059534,4.562189060686791,0.0,-1.6797415157146098,-0.6217546243919189,-0.1356082660635744,-0.866100338184123,-0.3609770987639294,0.3507115969658219,0.8597341924733909,-0.975873777754397
29,1556.274392512166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.042067101712094,1.8396172909682176,-0.32243623063711957,-0.8818117132513812,0.5544905034512551,-1.1758396950403192,1.8373923446280978,-0.5062017932706915,-2.233876002310228,-6.81136102729995,0.0,0.0,0.0,1.7057467218127473,-0.8400429114078779,6.535821167646118,0.0,0.0,-2.006070163633712,0.0,0.0,0.0,-6.811372753660159,0.0,0.0,0.0,0.0,2.0459114797352678,-1.057686357565752,-0.7755186837397895,-3.2277246020500368,0.6431851856444227,-0.6242029447802636,4.778551004858781,0.0,-1.2844033722980983,-0.5983714663178572,-0.1277563993531798,-0.726699278623396,-0.3625576622852952,0.38985881491982854,1.0452416368618773,-0.9973246663016909
30,1554.7234651395656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2488752448924947,1.9403616701515498,-0.25365018285315855,-0.4495815900666179,0.6457795213988077,-1.0770966408666678,2.0168516503502927,-0.4980471086857737,-2.120187474769506,-6.667931651593312,0.0,0.0,0.0,1.7046436440413981,-0.9100593466372483,6.539480710784319,0.0,0.0,-2.1732018912049016,0.0,0.0,0.0,-6.950131955217559,0.0,0.0,0.0,0.0,2.0244912197403937,-1.0268111668288062,-0.7649140980113979,-3.3104483127428668,0.6897609837448108,-0.6079192806825962,4.933911817475958,0.0,-1.402447133451765,-0.5855016635139931,-0.12701205125290566,-0.6587227419997066,-0.3611369717308088,0.4043922862042206,1.2289024385904588,-1.009707928564988
31,1553.3423285619656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1559923794641063,1.7934753541207935,-0.38756743461672716,-0.594313252846403,0.6665263515945244,-1.0158592137597469,2.0830095365244814,-0.5775957054190364,-2.4660838255104567,-6.367634977129913,0.0,0.0,0.0,1.6827229398895653,-0.9885361701462928,6.451265642990383,0.0,0.0,-2.709583177489214,0.0,0.0,0.0,-6.2767312360695175,0.0,0.0,0.0,0.0,2.090470837062816,-1.0955722753518295,-0.8016433935847671,-3.6200868450195594,0.7189737702433191,-0.6500956812352904,5.115469980558745,0.0,-1.6187618200560656,-0.5489715020917108,-0.12397777503487867,-0.5977725598755775,-0.35594684854179387,0.410173237900351,1.4626272115652816,-1.0168563602917473
32,1553.249604029472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.104391663700759,1.8480711501752227,-0.46151947849084485,-0.6753900104271041,0.6688035236782185,-1.0117213712241073,1.9795384956784456,-0.5614770433465813,-2.5047764348445916,-6.201904063165238,0.0,0.0,0.0,1.3194038092354365,-0.623629291668401,6.515324932919241,0.0,0.0,-2.9072858328259787,0.0,0.0,0.0,-6.605286198742233,0.0,0.0,0.0,0.0,2.0602448048005773,-1.0729126928066048,-0.8257669705710832,-3.8967114420968847,0.720185023959756,-0.652776566229122,5.1442540772362495,0.0,-1.5585943490778706,-0.5324725951908211,-0.12135534360456027,-0.47214741544325073,-0.3470367645484382,0.4294995439145185,1.462684370576511,-1.0228423647432914
