Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi
10,2458.3660552128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8078124535670397,3.0709896235431495,-1.7462376572291771,-0.0954475531161284,0.3671633730622838,-2.2459123445694202,1.0657748231970228,-0.9672142295996737,-2.0580727553826903,-4.8751115675669,0.0,0.0,0.0,-0.14681677415329386,-2.974446452058273,5.693192515528921,0.0,0.0,-1.6434084888412257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9110830906188045,-1.796430705481749,-0.6964760754062195,-4.368097605947179,0.9846824949446032,-0.48870183940981504,4.2239971019750735,0.0,-1.7524818637702668,0.7708968496066371,0.1250738377281458,-10.672316822546552,-0.04515352765762554,-1.28988675493877
11,2435.6661494694163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.81602635137131,2.6761319447013223,-1.7496085082637987,0.26652306811470733,0.5960832401658622,-2.407020899849505,1.1773193184614712,-0.9578614086687285,-2.3490614694544996,-5.249735158034299,0.0,0.0,0.0,0.22094502847158937,-2.8850455688579,6.494051234528451,0.0,0.0,-1.4088321949547482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1091473443541477,-1.4673970859924514,-0.7875531457432678,-4.951847601009066,1.0196271885632215,-0.47508023004900946,4.510081938550553,0.0,-1.84548531289729,0.8812081509855186,0.15053668156127445,-10.542538609413677,-0.03533877864166874,-1.6371753305058532
12,2383.5354136649694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1391496155000485,2.258292170973071,-1.2128249384887453,0.25867312170753765,0.4465869588931394,-2.313831789300082,1.599705641546403,-0.5581237435504048,-3.269437605005459,-5.781436867570083,0.0,0.0,0.0,1.2729848683895613,-1.1699290097750048,7.155258928351918,0.0,0.0,-0.9137833104358624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931349989395369,-1.0157666722619072,-0.21519439617507807,-6.6470131733556785,1.1680241139090086,-0.5380663475806247,5.6943149238249395,0.0,-1.8769043288689256,0.9616051782618422,0.12941126763662453,-10.31041617670247,-0.02804967979381453,-1.7017914719630702
13,2359.987325154251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.279512801558674,2.1298369961251415,-0.9963655219265504,0.1230672351370451,0.5487430903340625,-2.164127352070453,1.9760611673430593,-0.5358982726311989,-3.7339142876644664,-6.064894027611029,0.0,0.0,0.0,1.5761805174907155,-0.24268396433358252,7.24432571709862,0.0,0.0,-0.6820835273884371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9266589648326654,-0.8244888229093459,-0.8060101223796572,-7.300481422931215,1.1962926916046799,-0.15092714724415396,5.722021426812109,0.0,-1.7178483869370713,0.9293737698143553,0.11296694901955688,-10.36800875685838,-0.03024352572156784,-1.6373296847663843
14,2340.598499605734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3019627067091117,1.9641467724906592,-1.0210252773233384,0.0668220314560839,0.8782950059655379,-1.9694682019283218,2.3616432580771924,-0.715602321624709,-4.137654467992964,-6.410822560017089,0.0,0.0,0.0,1.58770882033613,0.45014194957616505,7.1831965280932,0.0,0.0,-0.45407242680355037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1354865039174658,-0.6882052790287292,-0.7115115530746744,-7.562597414377725,1.0651393095631467,-0.43212141620085837,5.170187099588847,0.0,-1.4334706305372236,0.8670229885859921,0.10871915678254537,-10.607718816945349,-0.03750336302545779,-1.633981302115565
15,2322.8635431968864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1627983089238345,1.6951838676049094,-1.189703975749357,0.19073076159080943,0.6593705537914094,-1.7764874992208268,2.099003232349335,-0.5917122474209574,-4.544702322046735,-7.164072403349209,0.0,0.0,0.0,1.1331927674157354,0.4422264001720532,6.598914901069261,0.0,0.0,0.03148805469742055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3154093913501568,-0.7673854911283251,-0.7430691532974163,-7.227004424428676,0.8631653429183508,-0.5262652341833549,5.102664816475771,0.0,-1.006905899192153,0.8392320705561211,0.14361685450058778,-10.657496700305607,-0.04080704214719583,-1.6061336780799065
16,2280.955178753726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9383648723602191,1.250209477678819,-0.8802663078808322,-0.1936054247405264,0.1667231641397191,-1.2115745891735354,0.9287365639818639,-0.2812146979542722,-5.254691521276299,-7.282637080532772,0.0,0.0,0.0,1.3336677032953632,-0.11940492671379282,6.615531933669051,0.0,0.0,0.8762631820637963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4135865613107401,-1.2125039553437755,-0.7984980365363757,-6.108804769003792,0.6034282843665124,-0.6929323313871982,4.3972087651041845,0.0,-0.4533837465417181,0.633506195125699,0.12125504809256002,-11.072062584604195,-0.06027309440203827,-1.1040283823181545
17,2243.133961126795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0789003643488297,1.3201166818598524,-0.3749762855909511,-1.0220436198443241,0.752888627453128,-1.2447602716953632,-0.08932914890053945,-1.1420202325173765,-5.866975444267471,-7.047502038457205,0.0,0.0,0.0,1.4643675461572134,-0.9259692136378037,6.069988327013792,0.0,0.0,1.8227061819803962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2919310078319062,-1.384931957729473,-0.7804466246193705,-4.704447919519821,0.8699917768930163,-0.7969714516900333,4.286347241873451,0.0,-0.7324859814615831,0.5719363106622344,0.11418566057695313,-11.00080696302692,-0.06691794343356933,-0.902027522386048
18,2217.686641026934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.487861724236758,2.090974356807802,-0.5202863908012658,-1.5337683331661331,1.0261460172260217,-0.9703899572368744,-0.2885459744732841,-0.7197570016473593,-6.023480490924636,-6.677645041232729,0.0,0.0,0.0,1.65199228791136,-1.3595388389066732,5.82682835875275,0.0,0.0,2.5637236277416897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8096450165151956,-1.0302045032302305,-0.8698714122487952,-3.581661411044135,0.609146180798552,-0.9194903225474418,4.25893781450026,0.0,-1.442356054760252,0.609318465772517,0.11426102506966729,-10.808450817860304,-0.06566558070771784,-0.8106570822356142
19,2189.741435492083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5272305527973145,2.2176020948881696,-0.03766454551533338,-1.452266365465815,0.8099885018052613,-0.9522146273990485,0.13188468634379197,-0.5107483829412476,-5.913143657475252,-6.562337185007599,0.0,0.0,0.0,1.4870466387681698,-1.6040066049285633,5.889897720557222,0.0,0.0,3.180266561084326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5954618264314775,-0.63299618142843,-0.769333173848188,-2.7608850410708747,0.6751243176584651,-0.8024312127087722,4.1256723542224,0.0,-1.9536771851222485,0.5044193413773614,0.10214523160101852,-10.91224004419237,-0.07517924981694807,-0.4732633661546789
20,2150.3351887089198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.356853294205221,2.0671941368430007,-0.13017813675241444,-1.7174639077832479,0.5473065819032422,-0.4378100282933679,0.6085942588668857,-0.8768200719485689,-5.313372399005726,-6.177450606070364,0.0,0.0,0.0,1.337249080812268,-1.75075183604115,6.230327215870253,0.0,0.0,3.8303489793333174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.676410656291035,-0.8764483404403942,-0.7384791926990406,-2.3219568790305964,0.6171710600703261,-0.6854376034366793,4.512840166518071,0.0,-1.898336694060933,0.45274507860634217,0.08344898885259648,-10.684639671085424,-0.08022478178458932,-0.06561213889566953
21,2088.020927368177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4185811034719285,1.5324828984091514,0.029148318843321697,-3.0988535972991427,0.7401280550798051,-1.3752680508261705,1.4071514610068572,-0.08381625334638276,-3.9739222365379656,-5.741619557438668,0.0,0.0,0.0,0.7836144385885317,-2.0901815194281013,6.898480819075996,0.0,0.0,4.69738350659186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.809832659124229,-1.619656334593835,-0.7311996149791739,-2.16859206142262,0.8230679727814796,-0.6810008393204162,4.904957032659336,0.0,-1.2248221802574495,0.34822726065149484,0.0544206160232595,-9.810693325379557,-0.09072036058840428,0.6136846496178794
22,2006.3928817019225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.269617406946882,1.9939710089693183,0.027362363949163155,-4.789654796906247,-0.40999490119092474,-1.9730151621512781,2.5147750555806474,-0.4382609687757662,-2.150971738260253,-6.245570874277444,0.0,0.0,0.0,1.1126273910564963,-2.9183386663560764,7.6503811397425485,0.0,0.0,2.067864111369326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8129963778768812,-0.0413680781364425,-0.5937780133098962,-3.4907417412568464,1.0734413664641838,-0.5339599415320907,5.217608797680593,0.0,-1.3023066539739716,0.2078299378561428,0.03393974608923952,-7.524931593703434,-0.09970046696093328,1.2612554566792693
23,1955.4845945210197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6825205001122654,1.7474118540061652,-0.3825856104594895,-4.8553893694134755,0.07810973455169834,-1.4166441393511437,2.7417916684730628,-0.1709033139162141,-1.6349454451965784,-6.630695527529398,0.0,0.0,0.0,1.2277582570965153,-2.923248897684362,8.128716054055454,0.0,0.0,0.8773960626933253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3354552567469171,-0.05826997618241361,-0.4866699014412667,-3.8558686612250925,1.549705519678655,-0.286664812831106,5.625117666041653,0.0,-1.6900380561318697,0.0983847819107926,0.01519647945547933,-6.500801803424994,-0.10567521135392637,1.5502092403426095
24,1853.045215922851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6655409411203284,1.8547920693659454,0.46214096913224084,-4.312297024004498,0.6064863699661995,-1.057432004874032,3.4747173762822667,-0.3151195944170215,-0.9320261895742954,-7.570667155696214,0.0,0.0,0.0,1.7081949711882616,-2.4375702196760463,9.299805809158574,0.0,0.0,-1.3796313203393562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9656955113036751,-1.5215424462595313,-0.5872502931057052,-4.268070998265647,1.4697121450072579,-0.16303429234069033,6.915177657828653,0.0,-2.569262975040797,0.0855399687186651,-1.2481932022659174E-4,-3.764880355937069,-0.09981220096172248,2.0550377855067476
25,1789.8613867618371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.077728848158925,2.422075804273913,0.712094682034296,-3.967992399933101,0.8515393551563406,-0.8815708840364072,3.0479250720818034,-0.5460508528900674,-1.2960771595509368,-8.098428968518332,0.0,0.0,0.0,1.8855965069308616,-2.530874441296289,9.87572288715131,0.0,0.0,-2.0131411967801633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.241151920514865,-1.564440160326056,-0.6611563928198262,-4.6888270015911075,1.3734641866780075,-0.19860834825778623,7.321030925879761,0.0,-2.39400009371766,-0.021030027965255535,-0.01941583850501377,-2.3216372944757806,-0.10725141601381247,2.5043594055319742
26,1750.4866984525327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0112412369200703,2.264677883686133,0.4134831149025105,-4.3815618276488815,0.8630790056480628,-0.8187301099771499,3.7447568606807495,-0.6272464495622039,-2.380893030649798,-8.529930919182094,0.0,0.0,0.0,2.3336428011134425,-3.151840786275808,10.478043703305413,0.0,0.0,-2.844985053311186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6106366041892244,-1.696582345489999,-0.7465923618950757,-4.913369286117379,1.362008604785037,-0.24940172444062594,8.156829349458459,0.0,-2.444758325770608,-0.11263435391908573,-0.03975652767890765,-0.1628301126230176,-0.11123160846662117,2.97721310795871
27,1732.7975183469784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2029387436119365,1.465536086294943,-0.673382042932892,-3.2167931777078644,0.6302221057737044,-0.6238987885892169,3.944536768134098,-0.6791633842478008,-4.875967911196417,-7.909996298668633,0.0,0.0,0.0,3.5510890408309317,-4.2186105948562185,7.868449352233983,0.0,0.0,0.9345829543974951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7021089340926943,-1.5162333625652167,-0.950314795104089,-6.031492142799593,0.9464131108689862,-0.6758757657995369,7.169849894193958,0.0,-2.3657380145498506,-0.14882147672455479,-0.03333422596936287,-2.648220752740117,-0.11486571268789215,2.2565642771157712
28,1729.7817850134893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.866954784678206,2.8341031412352846,0.13932226192941766,-1.371223940475291,1.260472517806423,-0.973972662699663,1.0299360999396558,-0.6203622650928969,-2.931808532754248,-8.125766407122276,0.0,0.0,0.0,0.9926490967029689,-1.7738098199956878,9.467886480941539,0.0,0.0,-4.352954344662551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9602270277082579,-0.8226122652284913,-0.7007198321285153,-3.3269504709742557,1.0774970124634746,-0.541493929846594,6.613618844271109,0.0,-0.9876275735588091,-0.14639581953399683,-0.029008461275053916,-1.9798550689276082,-0.11191139912788041,1.6477038099454018
29,1704.5884113426382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6623823095717607,2.1020875651285436,0.12057123255052021,-0.6230575476534542,1.0974609147254062,-1.031905928817233,0.8867209350752686,-0.5690125717206941,-2.1063869269191358,-8.24422019472501,0.0,0.0,0.0,1.3193004347733266,-2.050376209745238,8.565437749305934,0.0,0.0,-4.830582227814537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2075083076113127,-1.5828618824309295,-0.8361194230771021,-3.8355242581588795,0.8312849615664484,-0.6574455340295888,5.880909876052389,0.0,-2.508679761273197,-0.2896340778434616,-0.04886749671926555,-1.8987898469555122,-0.12188148334138746,1.8087657323954804
30,1691.326321806882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3449596072041476,1.4817979887262975,-0.5400461068066404,-0.6495746817268473,0.7705710116906944,-0.6481966644944176,3.9262982386684335,-0.6815449097143916,-1.839520721290492,-9.151860073468717,0.0,0.0,0.0,4.628068452208798,-4.155843722465212,6.547048332960471,0.0,0.0,-1.0337426786290673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.178632902475496,-1.3138485967613098,-0.7569570434596595,-4.610145090927258,0.717833486033761,-0.6154350679962455,5.904115293587531,0.0,-1.3912230830264685,-0.45302488645427313,-0.04863780136697261,-1.979799015427794,-0.13363790025612798,1.7970866916315165
31,1683.7145497420177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3049278163337894,1.2550226846985653,-1.2781368779335607,-1.4613545015617797,0.012416823646485997,-1.1524419846824197,2.695261113334664,-0.9122314740311355,-3.8636156789545777,-7.220438832656412,0.0,0.0,0.0,0.5823855059483707,-1.6919033088768134,8.69957999791429,0.0,0.0,0.7795967524120955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.428738340197082,-0.521098548434533,-0.8132009376661868,-5.1237673940444965,0.5714078012959344,-0.5805066122251511,6.3210183231409385,0.0,-2.6612317037822315,-0.32228439627148414,-0.062749698631231,-1.8912790153467072,-0.12242817371443696,1.5852124755351271
32,1657.4751557237464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.895069014156606,1.389485328924098,-0.7143685462998252,-0.44500094697727755,0.4695642267055021,-1.1180873173484154,2.288578047455211,-0.5247166190339905,-4.367007273131426,-6.481578073934548,0.0,0.0,0.0,-0.4282820952756303,-1.222349628954675,8.917675510278135,0.0,0.0,-3.358023858416112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.430333347762561,-1.1946465869339873,-0.8363475231065443,-4.089576069766959,0.5352135424793827,-0.5877948437732736,6.112169055557257,0.0,-1.7631187783047717,-0.28863069768370975,-0.08267256586207616,-1.3393610427799776,-0.12054198806739631,1.6179504755637828
33,1618.8983557913218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3785917214553653,2.058576890653245,-0.1116931985955375,-1.0133413587076712,0.8932763962321728,-1.098091946954403,2.0947998759641298,-0.5412318331218116,-2.1365372493022368,-8.412182144967378,0.0,0.0,0.0,1.706967952420805,-0.5445474099102704,8.579985500399154,0.0,0.0,-2.5426682072496023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0556703686832254,-1.2967978363546464,-0.7342088734923861,-3.3385517907988134,0.9173620443444973,-0.5135196329079676,5.845819422379694,0.0,-1.4275394346269783,-0.38717310062622423,-0.0824763958919208,-1.1731987023152173,-0.12662753301236707,1.9090603913568973
34,1604.1397150841099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.607387613313648,1.9800146811020314,-0.06084119371738399,0.028827457019110714,0.9872950245348096,-0.8618919177253371,3.037457219875646,-0.4804426581186783,-1.4774606179128784,-8.162088674468295,0.0,0.0,0.0,2.9486180476063013,-1.4710254997900198,7.2840202909742775,0.0,0.0,-1.8576786233962865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0143133659863426,-1.2513540549161994,-0.7513065832732048,-3.850454574886841,0.844732105845842,-0.6075363650436929,5.549810422519604,0.0,-1.098270058464392,-0.5405819804240806,-0.11227684677458483,-0.7123647633408094,-0.13508857007508668,1.875505707879091
