Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi,g_walk_stressJct,g_walk_speed
11,1859.3861486495612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8868262259679467,2.00595835792976,0.36720966568129393,-1.3054165615427216,0.11678059174099964,-0.27878217582804926,0.3847754709161536,-0.6046966075037206,-1.18474426638338,-2.8349658858879643,0.0,0.0,0.0,-0.08177425524108645,-2.611658332762253,3.721589718460372,0.0,0.0,-0.17283115299789667,0.0,0.0,0.0,-0.9992488575513966,0.0,0.0,0.0,0.0,1.3368787858456486,-1.8659645233618773,-0.44434623258523015,-2.302836479913193,0.23553397948675567,-0.26768299055477707,2.255654886268654,0.0,-1.326473698075851,-0.17930726352914958,-0.13460818554911108,-1.683315085527617,-0.262495137689166,0.42661541221603316,-0.054727743967979095,-1.1345958513905443
12,1811.4150832826654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.861553113163631,1.7564526037203811,-0.05477355094877745,-1.1609338878955298,0.48933575163378057,-0.5768038451931898,0.6012267889413603,-0.48202884644220484,-1.439556388441464,-3.6408022418838115,0.0,0.0,0.0,0.059747439189156065,-3.2696998567998423,4.875853316354739,0.0,0.0,0.0057369926801652815,0.0,0.0,0.0,-1.174908431592604,0.0,0.0,0.0,0.0,1.3736046532218493,-1.656278566753314,-0.49338077298046434,-2.9526841782557947,0.23710806210620577,-0.21774537870768687,2.0469593318753936,0.0,-1.5728470437292768,-0.21205840558666905,-0.11036617414591111,-1.7246354772389731,-0.2713239335711924,0.27363918238297313,-0.08788585823368456,-1.0356934976796826
13,1769.7336123999473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.672874597271662,1.3915338798601693,-0.1616960636546903,-0.920436274772244,0.2183447690125795,-0.568978142400157,0.6907297314169717,-0.36471211066699794,-1.5562749472036237,-4.620168880432815,0.0,0.0,0.0,-0.013765828917390477,-3.6542614546913974,5.314194064104912,0.0,0.0,0.1757611002703731,0.0,0.0,0.0,-1.2957511189546,0.0,0.0,0.0,0.0,1.2712156277382127,-1.2555180880069026,-0.38738420446973953,-3.4176428102023277,0.19664556903412453,-0.26425357746095524,2.255852956772484,0.0,-1.6926703991595287,-0.2484616858515168,-0.07810143234338587,-1.788848006572892,-0.279451548941948,0.17472379856152576,-0.11542210824108369,-0.9979829637476267
14,1754.8831782800692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5059970630909192,1.5856559102900145,-0.18589984068884938,-0.8269693655275642,0.09077040056162144,-0.6524299019014584,0.9544887335921017,-0.6436289725233271,-1.5292186107882968,-5.2044032597218415,0.0,0.0,0.0,0.06214137703057401,-3.636101561492787,5.285422302974147,0.0,0.0,0.2153270423879214,0.0,0.0,0.0,-1.394578299078103,0.0,0.0,0.0,0.0,1.1930503621917583,-1.1609129312038924,-0.5461157435811834,-3.565721071466877,0.33116092565310673,-0.2328960654628754,2.0810223017379146,0.0,-1.6105582596191081,-0.3186983056906637,-0.07248155187005782,-1.8182360193489036,-0.28843244593188677,0.06562088827820046,-0.1251673035664882,-0.9156459239051025
15,1733.223624422634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.820460072819144,1.9124983485423561,-0.15563015393286414,-0.8788530789538361,0.6491091046581015,-0.6821560747515297,1.0724462609670553,-0.840457950695751,-1.2900627524820578,-6.265811241050155,0.0,0.0,0.0,1.0133901241620094,-2.956133864150614,5.134575346690309,0.0,0.0,-0.009377854109834244,0.0,0.0,0.0,-1.8075706669039753,0.0,0.0,0.0,0.0,1.5646771548700045,-0.42337750053501566,-0.5292675276337627,-3.5660711457297802,0.12190309141212541,-0.6129540504788356,2.162256688960369,0.0,-1.0459105411500589,-0.30850534009195707,-0.06440835031977218,-1.7386526975043455,-0.29443813442094285,0.11340038119948334,-0.10735405545515576,-0.9679390965723961
16,1710.4639248908886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.082206862457692,2.2728431636373956,-0.09381513309065731,-0.9189127540264397,0.6103725360988477,-0.6752867630645152,0.8656919323203122,-0.3145671461108356,-1.0753731874826793,-6.8914948699046725,0.0,0.0,0.0,2.144440831122051,-2.2644944895842025,5.314793858366535,0.0,0.0,-0.16605203104001692,0.0,0.0,0.0,-2.150585537361537,0.0,0.0,0.0,0.0,1.4589918502038566,-0.2536822347971938,-0.623733446276655,-3.4477707207665196,0.22780807839941838,-0.5951039392419261,2.2446449759160174,0.0,-0.5913446731676324,-0.421297431104643,-0.09711822886012221,-1.7288472647449156,-0.3110597509062234,-0.014270785157306398,-0.09484548396555387,-0.8659148063946595
17,1682.0573394435137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0302646323704403,1.7463595830707552,-0.19180292502475454,-0.7981316691933404,0.6304094428161531,-0.613568681690938,1.1500763226133939,-0.6815730081203085,-0.9528879348510784,-7.568089877144082,0.0,0.0,0.0,3.558325382605936,-1.2926978570484358,5.874694190930234,0.0,0.0,-0.48478772582378227,0.0,0.0,0.0,-2.743359757865532,0.0,0.0,0.0,0.0,1.0161193262954105,-0.6125652756515201,-0.4431355237083954,-3.1077345066492503,0.5521073177544605,-0.5879475234781661,2.902953678306403,0.0,-0.7103142723973848,-0.5562059562639876,-0.14555736306158001,-1.6443429696092442,-0.32316752311543534,-0.002215023327261166,-0.027095532290765348,-0.8120736485759302
18,1669.7756947740565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.111400180225659,1.350480663500194,-0.16648799825023314,-0.7622525156538157,0.6632181356804109,-0.6503433769934401,1.4356277862515716,-0.5410012703661708,-1.0432486758129793,-8.098118015198686,0.0,0.0,0.0,3.915722848410623,-0.8446145282987931,5.9559118696748055,0.0,0.0,-0.6000555721012798,0.0,0.0,0.0,-3.008040133996892,0.0,0.0,0.0,0.0,1.1002489298339935,-0.8211396670877619,-0.7936184590975642,-2.881497339280265,0.45119855823105526,-0.3181639626476924,3.104450970484437,0.0,-0.9331589004167267,-0.6040530490340226,-0.15180160264925557,-1.6159448019606129,-0.3293137934425361,0.038912023780862774,0.01459130111547162,-0.798795349258429
19,1655.5389342194667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1692496567952118,1.1278095199766245,-0.3801350830372542,-0.6979579188599677,0.6418125849506356,-0.7223044873833073,1.7927055317978677,-0.128382924477775,-1.2560782072317216,-8.81039991607657,0.0,0.0,0.0,4.066267658183716,-0.37496836764154545,5.944931877132272,0.0,0.0,-0.6100874660360882,0.0,0.0,0.0,-3.2411627097946423,0.0,0.0,0.0,0.0,1.2953418218069745,-1.2735337682463481,-0.7254191002442012,-2.5818359190259623,0.462207543991319,-0.5665202829443222,3.0583322618912576,0.0,-1.2928102440314597,-0.6371952301077543,-0.14496510845406468,-1.5970859866608775,-0.3349628979500736,0.08224832569853419,0.06847583127014048,-0.7911999595598874
20,1636.189396427526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9213334323470863,1.268594556672575,-0.2518715511634966,-0.4571468373689238,0.6531502349642128,-1.0191734976680014,0.9021688879309243,-0.43477280245346817,-1.6713235407515947,-9.192028395962687,0.0,0.0,0.0,3.786835746163349,-0.25193244357125644,6.163495492339559,0.0,0.0,0.013012157304084893,0.0,0.0,0.0,-3.0552835254626807,0.0,0.0,0.0,0.0,1.5645287764747804,-1.2334153316040362,-0.7475973571889062,-2.330884654608125,0.47035236709306905,-0.6394342923303192,3.015993698086991,0.0,-1.6843016859320685,-0.636899258853695,-0.12732042280368108,-1.730238778205292,-0.3471133766104991,0.1021896500305188,0.17178502557898162,-0.7855366172342837
21,1629.1446570712737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.842202102589293,1.5637044316407303,-0.8068467818384996,-0.5092609918468249,0.5523398582756349,-0.4503957298567708,0.8092741215438851,-0.5941571403969085,-2.011301964406834,-8.887456457871437,0.0,0.0,0.0,3.375655802892844,-0.2997464899138248,6.2511850082301725,0.0,0.0,0.3420552773670147,0.0,0.0,0.0,-2.771371549333279,0.0,0.0,0.0,0.0,1.65078767537155,-0.8830595830535589,-0.8889581678086126,-2.4815656213329977,0.5527840717262805,-0.5279798889235363,3.2080968828175833,0.0,-1.7133574434745862,-0.6202136847238496,-0.12361715434083748,-1.8151348243103327,-0.3540471353975163,0.16012654617004102,0.2842230045327523,-0.8117282916426707
22,1612.0866411800873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7506955872707157,1.8005375974099302,-0.47944839865599176,-0.7744457678461594,0.3592602209218402,-0.941907627153604,1.6430355444528084,-0.48012404279167253,-2.6029885857100403,-7.434137518360773,0.0,0.0,0.0,2.2746895450976474,-0.5097186715077506,6.231114208665481,0.0,0.0,0.42556420078457496,0.0,0.0,0.0,-2.120280412305621,0.0,0.0,0.0,0.0,1.5151499224956773,-0.19848423123383985,-0.6895327862858622,-3.253886538440334,0.8683975110602566,-0.5101496736320715,3.8291663687641893,0.0,-1.3601059569927585,-0.5759321037160259,-0.13477281418984915,-1.8741632375847028,-0.3624813611646875,0.22991220738872392,0.562602084523447,-0.8576790467207688
23,1597.2926221299554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7041385084215113,1.5132609843499747,-0.5405545810792579,-0.287603902256092,0.35629273499231917,-0.9976343181786067,1.4763140401041812,-0.5979870787793344,-2.4063088539017046,-6.423128993538225,0.0,0.0,0.0,1.1045946249671883,-1.0963157022715593,6.0993318632354665,0.0,0.0,-0.8301285288795943,0.0,0.0,0.0,-2.134216138976668,0.0,0.0,0.0,0.0,1.720827013801516,-0.9032750523607856,-0.7607400217469582,-3.5682478725773326,0.7223169587095766,-0.5858760553563634,4.043131819462438,0.0,-0.93360944124312,-0.613730626257637,-0.14038690455652833,-1.649794156232788,-0.36631446414109275,0.23237773764807135,0.860080859501543,-0.8638547295634275
24,1589.368570203624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8214618993481642,1.4405863654913666,-0.5492927769770661,-0.9119745020619471,0.5271784262639421,-1.050972020122301,1.433371303014398,-0.5638026326138923,-1.7455490188172238,-6.119808689845464,0.0,0.0,0.0,0.6023127065413079,-1.3154857364668653,6.008800968827847,0.0,0.0,-1.161803786555721,0.0,0.0,0.0,-2.785823953642145,0.0,0.0,0.0,0.0,1.6100218284900203,-0.948403457537613,-0.7448459259292654,-3.3055139560274513,0.8481570146027985,-0.53509191620293,4.141682061048378,0.0,-1.7955005622297513,-0.6340000073320906,-0.13842374412802533,-1.5186987870922477,-0.3688855831646806,0.21418424625345006,1.0892187435530147,-0.8741252678152606
25,1583.4034604972212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6402897391563673,1.621918775083316,-0.5676978287191559,-0.9095733086568004,0.2408172085130839,-1.1749362212458951,1.6632622896548774,-0.5435693170930572,-1.4383978778629762,-5.92544414110277,0.0,0.0,0.0,0.7502282030236418,-1.2717354319348493,6.271388840507219,0.0,0.0,-1.1393157269416831,0.0,0.0,0.0,-3.5970199842082486,0.0,0.0,0.0,0.0,2.0037021167592703,-0.925213515968036,-0.8323897649415167,-3.1084653267658844,0.5510075315661458,-0.6664199945662036,4.305744008158187,0.0,-2.1527571153740612,-0.6365189126556005,-0.14685323814844894,-1.3964984248525496,-0.3702921784402772,0.2563191129916086,1.2431485319243207,-0.9129610824010197
26,1573.1179133627088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8850132974923712,1.7153503157882433,-0.44174387822065636,-0.7371211251737482,0.37489915715387373,-1.1273056765174676,1.901502520219052,-0.5016417805005435,-1.5870312221377827,-6.225790915707824,0.0,0.0,0.0,0.9684030362980282,-1.1906885642695033,6.471230058914107,0.0,0.0,-0.8517047570377235,0.0,0.0,0.0,-4.9841717468711755,0.0,0.0,0.0,0.0,1.9984183398604904,-1.0387401495002386,-0.7976543151480148,-2.989955787468347,0.5390005031562374,-0.6292939822901257,4.539835304881589,0.0,-1.828121428392477,-0.6435205203454953,-0.14213528478626747,-1.2661075483877413,-0.3721487189401622,0.26872548772975474,1.4042027105934303,-0.9327508083427477
27,1569.6616831559245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9144030346916123,1.7906633156764247,-0.423421198640722,-0.7086971010230633,0.4016951989795819,-1.129654336312488,1.877117545886489,-0.4887881248072803,-1.804955089537987,-6.345567706452783,0.0,0.0,0.0,1.139216915866278,-1.025141756412921,6.4757701748486785,0.0,0.0,-1.063784619403104,0.0,0.0,0.0,-5.4250124283342025,0.0,0.0,0.0,0.0,1.9689724603019068,-0.9923105895486122,-0.7909649507229106,-3.115168050111584,0.5592360011040614,-0.6159972003515061,4.580293094519991,0.0,-1.8560997605107215,-0.6503435142835644,-0.14451941271092933,-1.1619036389439927,-0.37063898671373463,0.28812955468170576,1.4010283056728785,-0.9421079795770816
28,1563.0658105414004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9549422851907692,1.6495101261725442,-0.4492276388969684,-0.9320077419187246,0.5201443090093737,-1.1257215987794154,1.9189244937114676,-0.5185261275637891,-2.0926513194757956,-6.6015619458892,0.0,0.0,0.0,1.664788964450905,-0.737693547708913,6.4607795158082135,0.0,0.0,-1.4211098878274169,0.0,0.0,0.0,-6.421292864917691,0.0,0.0,0.0,0.0,2.085511141495987,-1.2371798602785669,-0.8012447078977505,-3.138180983126027,0.5872153821928152,-0.6199151084452473,4.797033614312306,0.0,-1.5255415521849323,-0.6118931669615172,-0.1403102688499639,-0.9243068206373245,-0.36847250228801637,0.3177712223728182,1.2692425303034223,-0.9656936315236895
29,1560.5887893013762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0231085342037964,1.7545351143548609,-0.4081288293435722,-0.8738738071521389,0.5372207240811723,-1.119476964011847,1.9979109469076273,-0.4969796874609123,-2.0578059318193676,-6.7602691572821625,0.0,0.0,0.0,1.7716337081339346,-0.8556351435926569,6.572424613490087,0.0,0.0,-1.7666593054127542,0.0,0.0,0.0,-6.82357174317653,0.0,0.0,0.0,0.0,2.0421453965943357,-1.117399634518037,-0.782900968008389,-3.1035249435256596,0.6250893471205502,-0.6116303551719918,4.862057543635449,0.0,-1.4201243874637195,-0.6120260115151495,-0.13399161780582686,-0.7933761008546535,-0.3665047312134973,0.34343179633516385,1.2396086314133747,-0.9728748645368179
30,1559.1316397641779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.239484597668293,1.8897852354370106,-0.32145088335596417,-0.46390519351223936,0.6686912556659698,-1.0341386525083653,2.0876763437046697,-0.4752670445184425,-2.0664735207823384,-6.718759673539525,0.0,0.0,0.0,1.8079124683779106,-0.7964954579717781,6.568370546073293,0.0,0.0,-1.9802993353254086,0.0,0.0,0.0,-6.953974018278663,0.0,0.0,0.0,0.0,1.9930189029252923,-1.0718331557333414,-0.7584550930804075,-3.204551185350045,0.6913894605106912,-0.5792892748389241,4.95593092327114,0.0,-1.5971643217208074,-0.5931073281298149,-0.13190843376749567,-0.7194531253234935,-0.3642057812173443,0.3476044319414002,1.2502845196108496,-0.9787218946294322
31,1557.0560266646623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.196520552418245,1.9617522778689809,-0.342894904923334,-0.6054530956826802,0.6940964824674236,-1.029789419182963,2.0594178737477,-0.5334558331083294,-2.463206671477983,-6.695493797393809,0.0,0.0,0.0,1.6991043939789139,-0.7826465021500371,6.7430507057897096,0.0,0.0,-2.8150384604101633,0.0,0.0,0.0,-6.6181956708245195,0.0,0.0,0.0,0.0,1.9973172544876323,-0.9361950592630965,-0.7642811199779145,-3.65162118813556,0.7499551174857012,-0.6087272373132834,5.0740672490844005,0.0,-1.3945767013666281,-0.5525279166052225,-0.11897649662461962,-0.5465302149271818,-0.3565467486459278,0.3417960263603905,1.4194269190288606,-0.9659208042578892
32,1556.6953824409832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.142831174776457,1.8821475021259888,-0.3783771610109575,-0.6115852816078191,0.6766850818577148,-1.0493558204737579,2.0637295502227975,-0.5380248431474979,-2.521713456501907,-6.308820313541337,0.0,0.0,0.0,1.9533737360540318,-1.3981121004084023,6.222216855789983,0.0,0.0,-2.8312591874820248,0.0,0.0,0.0,-6.6363543300874905,0.0,0.0,0.0,0.0,2.025536481529823,-0.9991130021678235,-0.7826797988903254,-3.831131869890725,0.7351854749013588,-0.6346834718226294,5.119723387435083,0.0,-1.5289020089424206,-0.537144520905073,-0.11905590268197028,-0.5052324202891427,-0.35120286090679975,0.34003305170645276,1.3751504366373442,-0.9489244649439451
