Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi,g_walk_stressJct,g_walk_aadt
10,1765.6802596724424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8853049614367436,1.9115167824912673,-0.22701317050360192,-1.1142964320830462,0.47117972552212495,-0.8833271299860489,0.43389260440101424,-0.5233144291975803,-1.0401145185576415,-2.5816403233962495,0.0,0.0,0.0,-0.271805442097862,-1.8408618736893367,2.38392433236874,0.0,0.0,-1.0228281695386985,0.0,0.0,0.0,-1.3583400266989423,0.0,0.0,0.0,0.0,1.5003507738808395,-1.1443730907161727,-0.7696585529415059,-1.738255810445585,0.40369429931040657,-0.5942502357857112,2.8830351457953722,0.0,-0.9864102684923209,-0.5984826170127321,-0.22207645873186005,-1.5662814799409346,-0.30038855550242394,-0.19145891728050685,0.09995320158404324,-0.24880489606386264
11,1742.5389757287974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.048477941770768,1.8662582506690673,-0.08327140076567674,-1.149744299127441,0.5582664456489301,-0.7536439997779338,0.6850840073647219,-0.5044332906979676,-1.3118385018476644,-3.1807946180773987,0.0,0.0,0.0,-0.10088462706162524,-2.323369053222115,3.3926049652982226,0.0,0.0,-1.0658180089264195,0.0,0.0,0.0,-1.6394123685685638,0.0,0.0,0.0,0.0,1.5710352924489213,-1.1266366590086552,-1.0148627501082088,-2.265782726427888,0.5865020303738653,-0.7800956884227865,2.7248121178936797,0.0,-1.2058486849292245,-0.3359224083747128,-0.15399794047669907,-1.414963897234888,-0.2659008508423084,-0.5085102309231718,0.13030939587601145,-0.0333593325716689
12,1712.0645470170696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0145153117153276,1.6553575197874637,-0.3463282099651855,-0.9266941737924954,0.6938197982227043,-0.9089304936530201,0.8479136254912882,-0.40728373554341546,-1.5532347931769908,-3.7398806853691995,0.0,0.0,0.0,0.18698979506493887,-2.787488886184161,4.543344526049626,0.0,0.0,-1.0484796228999695,0.0,0.0,0.0,-1.918730069118197,0.0,0.0,0.0,0.0,1.4701187707077925,-0.9509722984921567,-1.0525756114844713,-2.7453758038560534,0.6643768253076703,-0.6855012914811127,2.582896078135562,0.0,-1.364444654316144,-0.43174756273223897,-0.155520208439572,-1.4183739711213577,-0.2758232392040379,-0.47790361195398134,0.18344900176826545,-0.028234472564290094
13,1696.4701310339162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7405215467438766,1.440761334376725,-0.3587453056089442,-0.5777828099089664,0.25065525734564065,-0.8048302896676249,0.8086131033566049,-0.3406020863357415,-1.6779246064774436,-4.451780244038072,0.0,0.0,0.0,0.42800142606339325,-3.0478283506127246,5.352389411105484,0.0,0.0,-0.932838633274503,0.0,0.0,0.0,-2.1527946412070262,0.0,0.0,0.0,0.0,1.3225725617773818,-0.8130359007355608,-0.7044570381410573,-3.0191179463326576,0.7078256249155099,-0.8089934575060289,2.954535784042745,0.0,-1.4294721081179014,-0.40191809910015075,-0.1288552654239324,-1.400048666441708,-0.27128949533036095,-0.4858502627809475,0.23453688211959367,-0.028204629722836858
14,1687.7322447441807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5383868832512604,1.345743892984944,-0.25249137908023733,-0.3607033959711399,0.01617987547254071,-0.8224544890335694,0.9129256001471566,-0.5566645483320181,-1.7034423992532721,-5.160770918437164,0.0,0.0,0.0,0.556949910750276,-3.0197675770686048,5.608665787056454,0.0,0.0,-0.7833928803766865,0.0,0.0,0.0,-2.320731231143529,0.0,0.0,0.0,0.0,1.303582274856573,-0.7474088734916718,-0.9271889424981388,-3.0752906056531892,0.662655992718975,-0.557074915521187,3.0850214291071785,0.0,-1.3688678430254864,-0.43372359326592347,-0.1142194894703207,-1.4223043543611764,-0.2753844667095391,-0.4734559460983843,0.28579138576307916,-0.02654510093569525
15,1677.5230205905234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4357077417580923,1.4326187195084599,-0.5915447637751513,-0.10406134029687447,0.11823546086644932,-0.9287015534974319,1.3788998921202438,-0.835207427060279,-1.6919142519780013,-7.2875893873414395,0.0,0.0,0.0,1.0366925171234735,-2.446604820164216,5.926096330718121,0.0,0.0,-0.28034484450592645,0.0,0.0,0.0,-2.810641872579994,0.0,0.0,0.0,0.0,1.431692886332382,-0.8269343629562691,-0.709996149827306,-3.006332925014085,0.650097835967588,-0.7680264396328506,2.8938952725083995,0.0,-1.0698329086954836,-0.5328985670667858,-0.08084227442070294,-1.4817542798141592,-0.291927872330272,-0.4993620739069939,0.437151456429117,0.021788159765375823
16,1656.6769455943256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.883927036527856,1.2715407841463129,-0.4621929539238213,-0.3512818267448583,0.49651504771120564,-0.8463403721238376,1.4767967772420492,-0.37294902984464734,-1.6720986520285848,-8.995465699042889,0.0,0.0,0.0,2.4513056623135023,-0.9898229019642109,6.670859382155467,0.0,0.0,0.1666232730374197,0.0,0.0,0.0,-3.489162138935543,0.0,0.0,0.0,0.0,1.8709663875126428,-0.7202820274648631,-0.6744227645700429,-2.918668557474909,0.28496384245828005,-0.608504252497096,3.261935899905897,0.0,-0.7683436013819642,-0.5737779710910719,-0.08391761891643228,-1.507232100323026,-0.3093245692325007,-0.4512206512785132,0.6134423727059708,0.03719369258930201
17,1644.784008537116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9313106387404178,1.5137946608788622,-0.45874663749993744,-0.4583545362426243,0.4495895932582832,-0.877841605730829,1.6327460362278814,-0.40253535641267524,-1.6711663357559101,-9.302061246520315,0.0,0.0,0.0,3.2007408347293067,-0.2623285040430605,7.0302746006499195,0.0,0.0,0.2097093285575448,0.0,0.0,0.0,-3.786203111946721,0.0,0.0,0.0,0.0,1.763338677717686,-1.0174773734676572,-0.6794975916957567,-2.9612218706733526,0.3990763052393569,-0.5248370160415468,3.3657336678077416,0.0,-0.7671872406006404,-0.6195271802778498,-0.10923014038565415,-1.464917896873421,-0.31224171824591146,-0.4444406072682356,0.6818529663876841,0.025763783496272473
18,1634.0324757691028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9859580273886634,1.3385252540365298,-0.46751286462791525,-0.5244192257899771,0.693023424945321,-0.8226341695531033,1.8354355294370788,-0.7206943382148124,-1.7409978324436723,-9.244692543496157,0.0,0.0,0.0,3.436720655464237,0.07348852291488156,6.822093744836988,0.0,0.0,-0.4622670522854171,0.0,0.0,0.0,-4.02507292222003,0.0,0.0,0.0,0.0,1.534259407933708,-0.8735474515509511,-0.5095280971727935,-3.198724755188444,0.54895580334249,-0.4316400943986534,3.6498275948649352,0.0,-1.1372287012076119,-0.5916846562894673,-0.1153456713899534,-1.2799406326800655,-0.30400747481575396,-0.4279037895246984,0.7021295257749633,0.016850734799531066
19,1627.4214611292587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.129637060065832,1.4616895780964216,-0.5817515030679873,-0.6539490750923147,0.5059175301502312,-0.8154584122523211,1.862044952683391,-0.01677760512272486,-1.8877265842754758,-9.14460732251361,0.0,0.0,0.0,3.342757324961353,0.07795030192929299,6.091917675987784,0.0,0.0,-2.0013353880015368,0.0,0.0,0.0,-4.424981792119453,0.0,0.0,0.0,0.0,0.9962000744818916,-0.8026913755398043,-0.586738179658331,-3.6143405690181347,0.8781171024585581,-0.08516252791058199,3.7520913548641284,0.0,-1.7807760362818321,-0.6405454421920435,-0.1219369994581175,-0.923446686085547,-0.29320361451829663,-0.4002969233064878,0.6488375465043266,-0.01251812390982971
20,1613.385909924404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9253346191518292,1.7004239869692366,-0.5397525469057108,-0.5250752118721027,0.34690658198251134,-1.0529750582224395,1.6156206665698272,-0.025402224545177716,-1.9345568829729411,-8.61075359002813,0.0,0.0,0.0,3.2145879160185937,-0.2623672217018707,5.93837826197022,0.0,0.0,-2.803451469886091,0.0,0.0,0.0,-4.679824214402527,0.0,0.0,0.0,0.0,1.454815484408937,-0.7928880501859524,-0.6699119474377866,-3.7292584492153176,0.5875046148691582,-0.27340569675505166,3.632944064153956,0.0,-1.798536291930116,-0.6060100384573852,-0.12260276281898667,-0.6805309916080231,-0.2845975590240224,-0.35478915359217933,0.5344588036414084,-0.029555002081345125
21,1603.114364698887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9482094982917477,1.7016411139065653,-0.6079625907513162,-0.7329056587064748,0.45907940908614187,-0.8596960445244676,1.2059645174577711,-0.2727084330853737,-1.9112802662124841,-8.18646593901869,0.0,0.0,0.0,2.908409508433547,-0.7963171371015867,6.0252407607144125,0.0,0.0,-3.056307122560445,0.0,0.0,0.0,-4.939193506383509,0.0,0.0,0.0,0.0,1.4467010693912867,-1.0017957521492926,-0.7202040404053154,-3.590458590037872,0.6368252369172565,-0.24787642727475212,3.7011226166774946,0.0,-1.4018721602709383,-0.5725570886285017,-0.11522529182858285,-0.5650915166729723,-0.2780427786074813,-0.3403948475595397,0.3838268051542424,-0.035863005308426524
22,1598.7453936392783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9897132770873587,1.5742583785926378,-0.20766052828221143,-0.9127936834254716,0.5617234178366319,-1.2779071541688367,1.3217626716631536,-0.31385493395722003,-1.9138915068704194,-7.8317709229744406,0.0,0.0,0.0,2.4838973134322933,-1.1479560746108342,6.167277238001887,0.0,0.0,-3.0054297153824634,0.0,0.0,0.0,-5.149480869970664,0.0,0.0,0.0,0.0,1.360781296992152,-1.13122127131423,-0.5984966613791503,-3.3831592914734987,0.7568121189734435,-0.30340377852093225,3.846986559149594,0.0,-1.1869441241805208,-0.5345749087213385,-0.10562052029876723,-0.5096935225067063,-0.2727512100233026,-0.33269448065157475,0.24124912111345256,-0.034441879906680926
23,1589.9985613784854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0416940799905037,1.6515020262992899,-0.3323103176889576,-1.0113736061885403,0.4823217266012775,-1.0922322054273261,2.271495896082711,-0.2805527492499733,-1.9234176787967319,-7.136710468632115,0.0,0.0,0.0,1.6549108538832398,-1.439804650233246,6.545878416864404,0.0,0.0,-2.6036465862714087,0.0,0.0,0.0,-5.334649768700129,0.0,0.0,0.0,0.0,1.6571014065223888,-1.0056653812948162,-0.6400785264132092,-2.999928653758942,0.6990761965056672,-0.32981013623765304,4.303358784163227,0.0,-1.2739776538479721,-0.400740432177214,-0.0807413670485084,-0.4673899124677291,-0.2617651845095971,-0.25614468892568126,0.02969779195149569,-0.05944317597082275
24,1584.431838736636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.203129158891302,2.08854889536019,-0.19899881460877525,-0.7057537103135721,0.6492930922762535,-1.0037009116621964,1.845057154035336,-0.5329381222686836,-1.9283215462691308,-7.075078589822442,0.0,0.0,0.0,1.25677917321671,-1.267846006391992,6.8882714665856195,0.0,0.0,-2.4638855889325963,0.0,0.0,0.0,-5.129686314082572,0.0,0.0,0.0,0.0,1.7247860630385305,-0.738767781566604,-0.6457561621248159,-3.0582925159219734,0.7642672252150703,-0.37628174629151884,4.34888005646622,0.0,-1.7854589718803,-0.38748719640836093,-0.0737246785928127,-0.4833156243093431,-0.26128750382193694,-0.2314584557651802,0.18047600763548652,-0.06115879885073492
25,1579.7760208674667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2149320234787955,1.82603417374615,-0.2817369244332001,-0.34421010964194776,0.7144002371791636,-0.9331951501404042,1.7091982408750657,-0.5937762421931957,-2.240034912506141,-7.206803975411194,0.0,0.0,0.0,1.3852566014106595,-0.9827623059190984,6.843680832512222,0.0,0.0,-2.8030626680554014,0.0,0.0,0.0,-4.931536004568798,0.0,0.0,0.0,0.0,1.942007820865501,-1.1833429911331632,-0.7311367828755394,-3.5938100268117505,0.6982540151307648,-0.48527388940628374,4.492437187192819,0.0,-1.5325646406773645,-0.39209703768932397,-0.0754253316151372,-0.41704668228950337,-0.25909116816821,-0.1835408245305553,0.46632382083354984,-0.07445097278440711
26,1577.339217054941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0237165433196203,1.895833252774513,-0.37937895181241416,-0.7107760684765868,0.6095653091312583,-1.0113621059072027,1.7385372657273221,-0.6862553113123006,-2.4020887424203377,-7.28974612277137,0.0,0.0,0.0,1.765988986449255,-1.040256897261072,6.729079209284618,0.0,0.0,-2.983103719490316,0.0,0.0,0.0,-4.468472769584345,0.0,0.0,0.0,0.0,2.000318612231141,-0.9514003096933179,-0.7547538543955603,-3.9048831598266687,0.7220256413590047,-0.5675884878753182,4.6032483064593706,0.0,-1.2010213196696713,-0.40118325163371904,-0.07804147774586401,-0.41659248264794757,-0.2597037865569947,-0.16326497681554242,0.6156578030982292,-0.07158652804749291
27,1576.6164140242065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9492517679154264,1.58218709046925,-0.4679340894590899,-0.9313590020191959,0.6109546514951782,-1.0722022085026233,1.8851350464255834,-0.7000152350252639,-2.3070143915697585,-7.091108615866888,0.0,0.0,0.0,2.5240310873463514,-1.7146102643156054,6.376453217154226,0.0,0.0,-2.852441019911571,0.0,0.0,0.0,-3.8811386417110287,0.0,0.0,0.0,0.0,2.1882355444989017,-1.3407769275820767,-0.844125254501547,-3.624148776982552,0.6989167800770936,-0.6116851389772977,4.897712019517391,0.0,-1.9157669529848687,-0.43497672375400115,-0.08738403017568998,-0.48059387323622926,-0.2622757852279213,-0.09177458375821503,0.7433334371159609,-0.08354006789570707
28,1571.8142237805243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.385308499974524,2.1070437979371306,-0.27990061023669455,-0.30619473048223755,0.7701966415785263,-0.971280240870041,2.3686937948637388,-0.5248165433356551,-2.426041805162804,-6.461665753829866,0.0,0.0,0.0,2.0635213292324854,-1.4526331565881792,6.421804946390806,0.0,0.0,-2.958771944666983,0.0,0.0,0.0,-3.9458616885012865,0.0,0.0,0.0,0.0,1.9217978529822333,-0.950143712830825,-0.7960331702772043,-3.528440416218903,0.7881534832950854,-0.5238508827600243,5.37617143973485,0.0,-1.3671405193155701,-0.4815100847572515,-0.10302383681162229,-0.3920574320377669,-0.2565181118929316,-0.032154930106248585,0.8411991817575497,-0.08762074116177096
29,1569.289343853121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.446181009688459,2.090818828973242,-0.26565775559917404,-0.23762711135016895,0.792947971588889,-0.9710902102865895,2.4515484211999827,-0.45402305209107097,-2.5124962345295896,-6.159577894628138,0.0,0.0,0.0,1.369170244295876,-1.094524218521066,6.6204525729414945,0.0,0.0,-2.7042595953870814,0.0,0.0,0.0,-3.237432419775763,0.0,0.0,0.0,0.0,1.8940654604150644,-1.0201771187602635,-0.7880725797436507,-3.6834467169102965,0.8051631957601135,-0.49858297684096503,5.526756552538026,0.0,-1.183283949246834,-0.4810497921307191,-0.10224757342155785,-0.5122403144909355,-0.257384629484683,-0.03107472831432871,0.8556926252668734,-0.09020639565695306
30,1567.5754179927894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.210718669925694,1.9265908206988485,-0.3982282633180905,-0.6055756491814674,0.6653065999454053,-1.0573766891908203,2.363705495505242,-0.4706718686569933,-2.4824180019676976,-6.169545154471943,0.0,0.0,0.0,1.0393974562649662,-0.748100849094225,6.746061683324872,0.0,0.0,-2.7486501569699935,0.0,0.0,0.0,-3.276703178802697,0.0,0.0,0.0,0.0,1.945913612841221,-1.0373943369833676,-0.8030364197217555,-3.7137820783555804,0.7739504127019347,-0.5263242858870938,5.491088871288975,0.0,-1.3203119320565209,-0.4711550265370019,-0.09732659964556287,-0.46858164753119985,-0.2521976128493405,-0.019079852870257596,0.8286403235321559,-0.09008709630018202
31,1563.4719480388378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02869562266753,1.8023805379179902,-0.46101189999371284,-0.7657168597057848,0.5880039033988473,-1.1130869994905706,2.3222154967685484,-0.5270744138074511,-2.390450949207596,-6.158423800480137,0.0,0.0,0.0,1.5286113528117562,-0.8325954672589738,6.2618864423815275,0.0,0.0,-2.4756493510887565,0.0,0.0,0.0,-2.7656931434125385,0.0,0.0,0.0,0.0,2.0275311786315444,-0.9986139143175876,-0.7653193964628195,-3.8150986541595695,0.768056353242091,-0.5557174866304774,5.482513786917181,0.0,-1.5683738250315786,-0.398080070267386,-0.08313541955298902,-0.48649316626067135,-0.23727854895542289,-0.0046360096434811,0.6941341812899849,-0.07867642785457545
32,1561.641175391086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0231384190268233,1.7337205239405757,-0.4050784033615069,-0.7244855858178081,0.569336859611813,-1.0850438452046414,2.5602430107430547,-0.5709227720527972,-2.035570543521078,-5.952287309822834,0.0,0.0,0.0,1.6358604643145482,-0.9317268816799924,6.39490031108304,0.0,0.0,-3.133305134980315,0.0,0.0,0.0,-1.5001703756359737,0.0,0.0,0.0,0.0,2.0247076571157354,-1.0849890944380993,-0.7515404522409079,-2.8529661982823433,0.7193801076761289,-0.567557818266119,5.521699359377978,0.0,-1.5068206636067063,-0.35653393599786454,-0.0711839192901443,-0.4054714868196728,-0.21680801918498419,0.041176813279170416,0.6139110511583152,-0.04644528814461417
