Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi,g_walk_stressJct,g_walk_aadt
33,1558.153088901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.035398862638255,1.7725239156077717,-0.4009402723966289,-0.6860226804784254,0.5940998711432075,-1.055592244691969,2.44011543367154,-0.543342682085757,-2.093889162918409,-5.409588925027833,0.0,0.0,0.0,1.2774225505804198,-0.8753224100540713,6.01709346723983,0.0,0.0,-2.5239599045304364,0.0,0.0,0.0,-1.628106397065623,0.0,0.0,0.0,0.0,1.9200320324327234,-0.9671480558592811,-0.7565381145791709,-3.3015286129466266,0.7208636593332735,-0.5470255001708735,5.448982030924209,0.0,-1.4239744047059655,-0.355885987107937,-0.07683610798824947,-0.47008681523940665,-0.20845484370987594,0.06933743154379397,0.3829758725543344,-0.03117721421359468
34,1556.7075243980673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0732281264921344,1.8221393114290059,-0.37661476534946514,-0.6164284002877443,0.6122568172940059,-1.0133086522733523,2.249308047268529,-0.5243314587617074,-2.0701507597723134,-5.540533998643482,0.0,0.0,0.0,1.190679009630828,-0.8219093197723801,5.964735639202393,0.0,0.0,-2.440068389518171,0.0,0.0,0.0,-2.0498273207555355,0.0,0.0,0.0,0.0,1.8528271027953434,-0.9411278623475776,-0.7486870381782569,-3.3635943354220785,0.714433517010594,-0.5342709002920732,5.116024595361179,0.0,-1.3300281321060772,-0.34150081982625635,-0.07235572003476834,-0.4535732985866234,-0.20438438032519232,0.05494190147317771,0.35668395399455755,-0.005266365107847934
35,1555.4734924236627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0840764456098464,1.8421255131372383,-0.37673873997719737,-0.6027399269115309,0.6165632336205782,-1.0054916638559623,2.1189219048299064,-0.5174972314303624,-2.065628889401398,-5.505008309803487,0.0,0.0,0.0,1.1783948173056913,-0.7663080032842421,5.762345765682956,0.0,0.0,-2.510432916516231,0.0,0.0,0.0,-1.7585688909021497,0.0,0.0,0.0,0.0,1.8595975761310537,-0.9705549587862801,-0.755863077551902,-3.4885219935852696,0.7118672777460898,-0.5428601970077931,4.9021965565193515,0.0,-1.3150214197136088,-0.31115279704333054,-0.06418706523839482,-0.4203939527016326,-0.19165335475221532,0.10643068333238201,0.38616037203916637,0.014351834512215472
36,1554.5374413110394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.091511372769307,1.8413127708898187,-0.38264360753190846,-0.6483163822579532,0.6243288675691482,-1.0127842364328832,1.9935389833515975,-0.5236709102035366,-2.198923741614475,-5.532916933493666,0.0,0.0,0.0,1.2631661758441772,-0.7959076976033662,5.577125079325186,0.0,0.0,-2.5946800204989224,0.0,0.0,0.0,-1.5377631427082163,0.0,0.0,0.0,0.0,1.909800522820492,-1.0163116609195544,-0.7633436717537612,-3.518053424381857,0.7107010561375294,-0.5553633045319685,4.747111629723205,0.0,-1.3877021780086478,-0.29926001078037295,-0.05997343349378748,-0.40283420792600555,-0.1851384506260344,0.19151604308652365,0.5783198732063624,-0.002358336148986742
37,1553.6840240588153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1275820736612903,1.8350583960576403,-0.38022538894234476,-0.6606409657269933,0.6307747636058798,-1.0217090916841836,1.94681588947275,-0.5171176498092972,-1.9580314153412348,-5.533952317172365,0.0,0.0,0.0,1.260412466272834,-0.7596881274127938,5.461591038157893,0.0,0.0,-2.6924554384023436,0.0,0.0,0.0,-1.3993352287300918,0.0,0.0,0.0,0.0,1.9643947338693335,-1.0357471764993917,-0.7631360568050845,-3.600619472223716,0.7103023086304951,-0.5656359866724384,4.673068536578942,0.0,-1.4264857296974727,-0.28462935631942776,-0.0553124897700589,-0.3761073945907352,-0.17734943018767313,0.31753856997299496,0.777875462845875,-0.040205500490213694
38,1553.556848779473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1291513410024008,1.8421017832494055,-0.3776919113086802,-0.7051146338978733,0.634472802013138,-1.0166481279138817,1.879016805139928,-0.5204225012780339,-2.260159974594663,-5.4349271303096005,0.0,0.0,0.0,1.2153197200491677,-0.7270980311869935,5.2970809932881675,0.0,0.0,-2.7371140061898567,0.0,0.0,0.0,-1.3440788768746974,0.0,0.0,0.0,0.0,2.049013718863855,-1.031560143837702,-0.7484705233366977,-3.474679056626291,0.7185983916146956,-0.5715573846828992,4.634809515424819,0.0,-1.522326912582899,-0.27377368603777047,-0.052695096166321585,-0.35628191504357654,-0.16705898660028312,0.5582732916847682,1.4779540455272433,-0.1432466826024767
39,1552.7273213431893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1231988099143826,1.832801399506133,-0.37450147794314864,-0.6715504218821583,0.624240810827038,-1.0159905121337576,1.9674094192098788,-0.518168525818282,-2.061020261538088,-5.486287083323341,0.0,0.0,0.0,1.2461825125024,-0.7711895441568155,5.434914772124345,0.0,0.0,-2.654291389597944,0.0,0.0,0.0,-1.5366183406928502,0.0,0.0,0.0,0.0,1.9873981176025008,-1.020176346574767,-0.7503497150929661,-3.4750633386893766,0.7172002348581737,-0.5654595099874337,4.72299415316463,0.0,-1.448574069325794,-0.2785332204180215,-0.05451876513980808,-0.3803521859068301,-0.17098372347223922,0.47759945050562014,1.3527999740255061,-0.11633386174649984
40,1552.2712481323474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0886157842531308,1.8265908191978162,-0.3769361529994633,-0.634039446694243,0.6071245143557995,-1.0094711584846379,2.053473698345104,-0.517799162925244,-2.0417762541194278,-5.4462837125951875,0.0,0.0,0.0,1.1885543116882316,-0.7669156485204086,5.537360618766936,0.0,0.0,-2.5915740124154434,0.0,0.0,0.0,-1.6217844764124412,0.0,0.0,0.0,0.0,1.923430701590717,-0.9944140841717604,-0.7497800996916942,-3.461930807105673,0.7204212424339449,-0.5600477776547348,4.825070185827983,0.0,-1.3841606735184828,-0.25471501540850106,-0.049541098856077756,-0.3745124271024875,-0.1648049799244847,0.436410200561084,1.2173006639940187,-0.08628229518357353
41,1551.9975947820697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0855914113125094,1.8332627527943646,-0.3809699234171061,-0.6252202375898345,0.6092532503959148,-1.0158123211845722,2.0668358280467194,-0.5233095000550748,-2.0792999880907175,-5.464859154344159,0.0,0.0,0.0,1.2119723368696242,-0.7361727642879471,5.570492128153463,0.0,0.0,-2.5997451918422128,0.0,0.0,0.0,-1.7005567525142933,0.0,0.0,0.0,0.0,1.9308700064726845,-1.0054422298389383,-0.7522533065305026,-3.4785390131401717,0.7170097489053187,-0.5607444133961301,4.873931936136264,0.0,-1.3874057126715795,-0.26319054879798787,-0.051938511585663816,-0.38232955513087385,-0.16395787702832534,0.4831326273725359,1.2563320001258613,-0.09628986377506976
42,1551.3345559087322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.083150748938996,1.837957462316966,-0.3885882074680979,-0.6372049613633258,0.6158168574833087,-1.0308587112359515,2.094498583978675,-0.5262712941782656,-2.1415855807404847,-5.415731922952932,0.0,0.0,0.0,1.2056191519412218,-0.7933289924591879,5.619140971227353,0.0,0.0,-2.5496338181850797,0.0,0.0,0.0,-1.930738357883982,0.0,0.0,0.0,0.0,1.9440537293467777,-1.0282210182903402,-0.7556276567989216,-3.4684718103659176,0.7107174175069242,-0.5634867425867307,4.95281451971747,0.0,-1.3928373775870417,-0.2699275661215571,-0.054470238692207504,-0.4027674470310475,-0.15833090926194218,0.5799341422498154,1.3268221962076918,-0.08984937949461955
43,1551.086061787002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0909654789866816,1.8466271917325014,-0.39113372399447416,-0.6426777908063123,0.6181586334656671,-1.042179503643108,2.0963056913347122,-0.5300907588097193,-2.141559942427099,-5.497881753824238,0.0,0.0,0.0,1.2516433103361218,-0.7545059842441925,5.647885319361963,0.0,0.0,-2.5209300898777984,0.0,0.0,0.0,-2.1055501473366887,0.0,0.0,0.0,0.0,1.9518340042256237,-1.0179243250242775,-0.753807889796155,-3.4705137842021037,0.7088886448741278,-0.572408171376701,4.944187800048322,0.0,-1.4076488694820086,-0.26986378288405427,-0.0539350143425071,-0.4166589097580906,-0.15067138244247633,0.6771703321398785,1.3564917710883928,-0.07546940857072319
44,1550.9640276147643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1034588549631996,1.8511285903773098,-0.3890355443066773,-0.6487740587113952,0.6242319878019728,-1.0430698966374479,2.0860530488587137,-0.5308012572873296,-2.210895384412825,-5.520879044972869,0.0,0.0,0.0,1.2403009534263107,-0.7799523553422467,5.6709180435175615,0.0,0.0,-2.4889714857943375,0.0,0.0,0.0,-2.188499722641432,0.0,0.0,0.0,0.0,1.9544250971748678,-1.0165759464441855,-0.7526125038490661,-3.4153059739919196,0.7051750838523276,-0.5724702709693846,4.918953306861452,0.0,-1.4130321787908209,-0.27950885198765235,-0.05575272518439497,-0.4320998758202935,-0.15196756751423227,0.6724885520225327,1.2345598246252787,-0.04859666404254313
45,1550.920784806835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.109368772880967,1.8465993236756812,-0.3871380559647049,-0.6527396303457543,0.6237303367176779,-1.0403877128473924,2.0868620547574026,-0.5251441324748625,-2.139067097841387,-5.508964381274243,0.0,0.0,0.0,1.23998520673733,-0.8127132263994409,5.648830323489974,0.0,0.0,-2.481012597915027,0.0,0.0,0.0,-2.1736248965444043,0.0,0.0,0.0,0.0,1.956000781747248,-1.0186054676583978,-0.7541516309167426,-3.441209892648601,0.7051549740189947,-0.5729069119838627,4.9046196185064534,0.0,-1.4063980209614377,-0.2755059309027487,-0.054688590459075585,-0.4309327947395476,-0.15128291085537288,0.6674503526669698,1.2619561113136242,-0.045492634593116976
46,1550.8847235214375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1068985609098876,1.846375502692519,-0.3868290151487635,-0.64974163523617,0.6218077722929124,-1.0385926159521228,2.083718621803474,-0.5256513820964758,-2.1356338381426636,-5.524042620209245,0.0,0.0,0.0,1.2469008435421995,-0.7932870437441993,5.642672558760765,0.0,0.0,-2.487874998807208,0.0,0.0,0.0,-2.1382204980602895,0.0,0.0,0.0,0.0,1.9527814056344242,-1.0144977814702292,-0.7535866447997102,-3.442284970951771,0.7057607397509862,-0.5725418198468212,4.898713414792658,0.0,-1.40685252849017,-0.27448941818509787,-0.05432543220551257,-0.4285005930594139,-0.15159215155054123,0.6552999830131508,1.255348427264207,-0.043475601044853866
47,1550.884211146123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1065348531171475,1.8462544340646874,-0.3866232276065164,-0.6499267738219779,0.6215702060477158,-1.0383196901483698,2.084143105090884,-0.525623144261966,-2.134476490840117,-5.524208207599159,0.0,0.0,0.0,1.2455817157222768,-0.7927906750698195,5.642990956943274,0.0,0.0,-2.4910220177824005,0.0,0.0,0.0,-2.1268711620470713,0.0,0.0,0.0,0.0,1.9526039016716108,-1.0139611659455523,-0.7534230822150846,-3.443243574386562,0.706166960323436,-0.5722936167053013,4.898658295729403,0.0,-1.4070805414065173,-0.2743300850471001,-0.054257336702739196,-0.42757279456627023,-0.15182292296440697,0.6513191645750692,1.2633013402367048,-0.044095150531535315
48,1550.8836049455333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1064660352313562,1.8462180334388103,-0.3865938325736556,-0.650161276944272,0.6215973547628705,-1.0383381295359173,2.0843971967582826,-0.5256464199407423,-2.1352509934811135,-5.523955621668936,0.0,0.0,0.0,1.2449025113128562,-0.7934132921039856,5.6437695779169275,0.0,0.0,-2.49191545455784,0.0,0.0,0.0,-2.1237680552906424,0.0,0.0,0.0,0.0,1.9526586794320266,-1.0139287423396737,-0.753378020561335,-3.4428680422032603,0.7062711740432737,-0.5722173711566588,4.898984703278781,0.0,-1.4072746758576662,-0.2744503288281636,-0.054279930491622594,-0.4274062447876107,-0.1519100519508872,0.6501080167599959,1.268433852688372,-0.0442715414267465
49,1550.8825903463744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1064214756791637,1.846182238091994,-0.386577960246506,-0.6503144598537896,0.6216411549133314,-1.0383692518530634,2.0846630254093013,-0.5256684773281713,-2.1357871397504606,-5.524352886182013,0.0,0.0,0.0,1.2447384835161586,-0.7939701128247787,5.644822504477668,0.0,0.0,-2.4926150925451522,0.0,0.0,0.0,-2.1209684957316295,0.0,0.0,0.0,0.0,1.9527020097581422,-1.0139005330548954,-0.7533371417002589,-3.442649651936219,0.7063545175607179,-0.5721441009783816,4.899387113277528,0.0,-1.4074358147827093,-0.274650039877726,-0.05432171560137346,-0.4273226745874824,-0.15200644297148866,0.6488043396376538,1.275685203746217,-0.044502868654978385
50,1550.8824418354493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1064159990438096,1.8461773192315978,-0.3865742288091204,-0.6503421494455223,0.6216471228004044,-1.0383726004183806,2.0847100221132004,-0.5256669274176176,-2.1358813177238822,-5.52446807738011,0.0,0.0,0.0,1.2447280771066498,-0.7940712258100147,5.645027049121857,0.0,0.0,-2.49269544065065,0.0,0.0,0.0,-2.1205175606053834,0.0,0.0,0.0,0.0,1.952716431244022,-1.0138956746925447,-0.7533287847344868,-3.4425889477325824,0.7063671388484316,-0.5721328291439424,4.89945749047264,0.0,-1.407457869568602,-0.2746895331628983,-0.054330071630090765,-0.42731865468793495,-0.15202287544625379,0.64857181766951,1.277546484054013,-0.04455758436770463
51,1550.8823369217828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.10641737875858,1.8461757297010277,-0.3865697768994345,-0.6503480891307493,0.6216550760079792,-1.0383729314945307,2.0847389174733295,-0.5256692185638571,-2.135950991410603,-5.52457570944525,0.0,0.0,0.0,1.2447385259181145,-0.7941492905504131,5.645192580815688,0.0,0.0,-2.4927374793607946,0.0,0.0,0.0,-2.1202620961382492,0.0,0.0,0.0,0.0,1.9527242593132292,-1.013899085778807,-0.7533254113544207,-3.442550127977897,0.7063726027084801,-0.572125103753389,4.899505525942849,0.0,-1.4074697754993055,-0.27472119480006896,-0.054336808353345416,-0.42732391097527966,-0.1520338455248822,0.6484222845757884,1.2788244846825243,-0.04459436448819993
52,1550.8822250029395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1064201096175132,1.8461742348627868,-0.38656531585711035,-0.6503509134279125,0.6216636129836127,-1.0383724782628694,2.0847642710491825,-0.5256711669774026,-2.1360237565724125,-5.524706287845029,0.0,0.0,0.0,1.2447623840440432,-0.7942305319081809,5.645369400480659,0.0,0.0,-2.492761683468526,0.0,0.0,0.0,-2.120028196148769,0.0,0.0,0.0,0.0,1.9527321026810582,-1.013904298365291,-0.7533221733620212,-3.4425024797458503,0.706376378198004,-0.572117689885977,4.899552137186257,0.0,-1.4074797566158062,-0.2747565232840449,-0.05434441877391247,-0.42733529576988566,-0.15204497923100246,0.6482732794603693,1.2801714173415994,-0.044633787865045405
53,1550.8821105335082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.106424618340933,1.846173637474284,-0.386560280311407,-0.6503507256603182,0.6216726315308957,-1.038371300260361,2.0847882987507,-0.5256729590599694,-2.1360937855962505,-5.5248535312247045,0.0,0.0,0.0,1.2447955496367127,-0.7943125726949815,5.645554451606611,0.0,0.0,-2.4927743967116873,0.0,0.0,0.0,-2.1198149756176057,0.0,0.0,0.0,0.0,1.9527400077811525,-1.0139106294664257,-0.7533193391207044,-3.442453237365487,0.7063789279290694,-0.572110520364922,4.899597064458511,0.0,-1.407486931069187,-0.2747939664864148,-0.05435249591024416,-0.42735094710820515,-0.152056056084137,0.6481282208326172,1.2815322170862662,-0.04467490021513298
54,1550.8819958653642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1064301122272227,1.8461734337448823,-0.38655499025929985,-0.6503486939169058,0.6216817703902408,-1.038369564198964,2.084810757851223,-0.5256745360405112,-2.1361621379353504,-5.525010113784756,0.0,0.0,0.0,1.244834966237627,-0.7943942867369244,5.645742055732632,0.0,0.0,-2.492777647564271,0.0,0.0,0.0,-2.119619336160282,0.0,0.0,0.0,0.0,1.9527478569221344,-1.0139177502116803,-0.7533167964054636,-3.4424015887686767,0.7063805533962535,-0.5721036361669194,4.899639902090941,0.0,-1.4074922646490955,-0.27483256946263634,-0.05436084620020916,-0.42736964955751533,-0.15206699469058302,0.6479879311939291,1.2828778897610085,-0.04471703809499643
55,1550.8816974349904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.106436360531212,1.846173613076018,-0.38654949190405796,-0.6503453566272299,0.621690950595715,-1.0383674474496667,2.0848322307869567,-0.5256759269217406,-2.136228515800855,-5.525172880200878,0.0,0.0,0.0,1.244878550793311,-0.7944753571846233,5.6459310272201035,0.0,0.0,-2.4927742988851174,0.0,0.0,0.0,-2.1194370503166695,0.0,0.0,0.0,0.0,1.9527556519631522,-1.0139253423820533,-0.753314467596089,-3.4423488159745568,0.7063815460038705,-0.572096959016501,4.899681052761291,0.0,-1.407496060709392,-0.27487192185492526,-0.05436937120259939,-0.42739048843010996,-0.15207783189926155,0.647851587116319,1.2842009803087602,-0.044759956679472225
56,1550.8816126563775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1064426188048357,1.8461737886318006,-0.386543410876824,-0.6503288128237098,0.6217029856739057,-1.03836490705898,2.084850134361329,-0.5256846059751218,-2.136293650903089,-5.525302575302471,0.0,0.0,0.0,1.24492160796611,-0.7945412813293489,5.646099066035714,0.0,0.0,-2.492794841736669,0.0,0.0,0.0,-2.119289930869834,0.0,0.0,0.0,0.0,1.9527573989267353,-1.0139380623418532,-0.7533143506362607,-3.442319954990303,0.706381846131453,-0.5720901632468596,4.8997249918728105,0.0,-1.4075070553157525,-0.2749046186028065,-0.05437650565238002,-0.4274046105453063,-0.15208651514270707,0.6477725419860165,1.284870304381989,-0.0448086249007465
57,1550.881503431592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1064498410093253,1.8461743132920805,-0.3865386009608188,-0.6503267991574913,0.621712775792491,-1.0383633616234649,2.084869150010029,-0.5256853160193928,-2.136361373587347,-5.525467039528574,0.0,0.0,0.0,1.2449677431464492,-0.7946248242312529,5.6462883482735,0.0,0.0,-2.4927825841046682,0.0,0.0,0.0,-2.1191208118733926,0.0,0.0,0.0,0.0,1.9527650856870566,-1.0139468907756535,-0.7533110993815687,-3.4422611178003653,0.7063821158790562,-0.5720833038943198,4.8997637683764825,0.0,-1.4075094427132042,-0.2749466211290076,-0.054385752132122274,-0.42742840518362624,-0.15209789486620112,0.6476637435349614,1.2857761564674568,-0.04486460533022167
58,1550.8814925487666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1064506752623857,1.846174460215861,-0.38653798175303195,-0.6503264290405831,0.6217137503553112,-1.038363109464504,2.0848713409026765,-0.525685404177192,-2.1363676162923855,-5.525484354513587,0.0,0.0,0.0,1.2449726903171399,-0.7946330699645952,5.6463077986008825,0.0,0.0,-2.4927811660196224,0.0,0.0,0.0,-2.119104329442825,0.0,0.0,0.0,0.0,1.95276579558314,-1.0139477041971676,-0.7533108569814858,-3.442255362612345,0.7063821179459454,-0.5720826173772305,4.899767434049329,0.0,-1.4075093980731446,-0.27495086100181243,-0.05438667512607447,-0.4274309237015046,-0.15209902904684855,0.6476524829640352,1.285867834138079,-0.04486984066532131
59,1550.8814816354752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1064514950645448,1.846174576709814,-0.3865373634457276,-0.6503260087616275,0.6217146984231569,-1.038362824675946,2.0848734598038567,-0.525685475753193,-2.136373839729831,-5.525501963955737,0.0,0.0,0.0,1.2449778557640723,-0.7946412232144509,5.646327197718598,0.0,0.0,-2.492779332332755,0.0,0.0,0.0,-2.1190883277923356,0.0,0.0,0.0,0.0,1.9527664689740565,-1.0139485286570373,-0.7533106294232647,-3.4422493680590933,0.706382093658086,-0.5720819465264293,4.899770969931521,0.0,-1.4075093196941775,-0.27495514063364435,-0.0543876077026354,-0.4274335557354838,-0.15210016571245386,0.6476409267398424,1.2859607916034086,-0.04487487087931058
60,1550.8814707206952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1064523318982333,1.846174704869567,-0.3865367333258593,-0.6503255290580029,0.6217156430184619,-1.0383625252202537,2.0848755567513026,-0.5256855499778765,-2.136379972182084,-5.525519764018669,0.0,0.0,0.0,1.244983130616905,-0.7946493200506873,5.646346647000202,0.0,0.0,-2.492777347728128,0.0,0.0,0.0,-2.1190727343066253,0.0,0.0,0.0,0.0,1.9527671190670668,-1.0139493506447774,-0.7533104117254134,-3.442243385737658,0.7063820543197946,-0.5720812791591723,4.899774452485652,0.0,-1.4075091918004126,-0.27495943784831245,-0.054388543676098,-0.4274362444754473,-0.15210130279253548,0.64762919115277,1.2860546675834172,-0.044879773329057786
61,1550.8814598156468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1064531728654403,1.8461748324966243,-0.3865361022768215,-0.6503250216622174,0.6217165831989792,-1.0383622188218626,2.0848776141973695,-0.5256856259844346,-2.1363860848011504,-5.525537620217045,0.0,0.0,0.0,1.2449884705650542,-0.7946573711158962,5.646366056874563,0.0,0.0,-2.492775241744709,0.0,0.0,0.0,-2.1190574640451953,0.0,0.0,0.0,0.0,1.9527677530027834,-1.0139501718384782,-0.7533101984520177,-3.4422373667454975,0.7063820037789096,-0.5720806144405268,4.899777893830726,0.0,-1.407509047800774,-0.2749637421039616,-0.05438948166600515,-0.4274389698369933,-0.15210243967229545,0.6476173321392797,1.2861493186035482,-0.04488459771060928
62,1550.8814489250333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1064540203438247,1.8461749645187318,-0.3865354704893259,-0.6503244940404294,0.6217175214707186,-1.0383619099736843,2.084879643566314,-0.5256857043892326,-2.136392175095649,-5.525555487186611,0.0,0.0,0.0,1.2449938397464682,-0.7946653812705646,5.646385426848597,0.0,0.0,-2.492773068071591,0.0,0.0,0.0,-2.1190424532707675,0.0,0.0,0.0,0.0,1.9527683774143874,-1.013950991455752,-0.7533099881085995,-3.442231346886108,0.7063819463590888,-0.572079950716715,4.899781307181905,0.0,-1.4075088900452515,-0.27496804834690514,-0.054390420413518256,-0.4274417173229909,-0.15210357657198434,0.6476053814803886,1.2862446347033691,-0.04488937429137325
63,1550.881438051066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.106454871554659,1.846175099395631,-0.38653483973281066,-0.6503239546214409,0.6217184578825992,-1.0383616006628407,2.084881647239586,-0.5256857849462139,-2.136398258164483,-5.525573328979777,0.0,0.0,0.0,1.244999218793728,-0.7946733564635099,5.646404743016019,0.0,0.0,-2.492770847417603,0.0,0.0,0.0,-2.1190276534341934,0.0,0.0,0.0,0.0,1.9527689957623544,-1.0139518095703839,-0.7533097794389396,-3.4422253225713306,0.7063818844167158,-0.5720792874577457,4.899784697577981,0.0,-1.407508725302283,-0.2749723536890964,-0.05439135936941134,-0.4274444791551037,-0.15210471363008388,0.6475933580201126,1.2863405341142367,-0.04489412132765051
64,1550.8814271949532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.106455725782242,1.846175237349292,-0.38653421044156433,-0.6503234073179359,0.6217193927440796,-1.0383612921578973,2.0848836296601925,-0.5256858675176288,-2.136404336528555,-5.525591129269808,0.0,0.0,0.0,1.2450045953815747,-0.7946813001170238,5.646424004132963,0.0,0.0,-2.492768597040222,0.0,0.0,0.0,-2.119013029578208,0.0,0.0,0.0,0.0,1.9527696103352996,-1.013952625982736,-0.7533095718499261,-3.4422192998504233,0.7063818197057946,-0.5720786242310144,4.899788069419434,0.0,-1.4075085558094516,-0.2749766566532833,-0.05439229817569806,-0.42744725014844837,-0.15210585102034482,0.6475812737861847,1.286436944477069,-0.04489884965360635
65,1550.881426110715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.106455811404973,1.8461752514052125,-0.38653414769680333,-0.6503233520913172,0.6217194860792208,-1.038361261449794,2.0848838260372564,-0.5256858759599234,-2.1364049442601765,-5.525592904158615,0.0,0.0,0.0,1.2450051320817463,-0.7946820916400824,5.646425924626507,0.0,0.0,-2.4927683700027825,0.0,0.0,0.0,-2.1190115822101663,0.0,0.0,0.0,0.0,1.9527696715402054,-1.0139527074449444,-0.7533095511561315,-3.442218697793024,0.7063818130655025,-0.5720785578896991,4.899788405011604,0.0,-1.4075085385905646,-0.2749770866251692,-0.054392392021303616,-0.4274475278397058,-0.15210596480103697,0.6475800601256899,1.2864466302481554,-0.044899321253141423
66,1550.8814250264347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.10645589724686,1.8461752657098398,-0.38653408509092574,-0.6503232964902916,0.621719579353999,-1.0383612308893904,2.084884020959009,-0.5256858845813984,-2.1364055525480214,-5.525594675087027,0.0,0.0,0.0,1.2450056679049195,-0.7946828812587101,5.646427841344684,0.0,0.0,-2.492768141444278,0.0,0.0,0.0,-2.1190101465823186,0.0,0.0,0.0,0.0,1.9527697326210673,-1.0139527887924118,-0.7533095304836728,-3.442218095540542,0.7063818063215058,-0.5720784914562433,4.899788739518603,0.0,-1.4075085211929457,-0.2749775166136191,-0.05439248590380078,-0.42744780615567607,-0.15210607873030335,0.6475788407561652,1.28645636383824,-0.04489979242236039
