Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi
10,2081.477299377614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.69467436853706,2.728578716348103,0.4799037169763195,-1.7250224704517811,0.4363148273366326,-1.3320282291342274,0.349155080824631,-1.32723540212842,-2.197910825218401,-4.688283145437607,0.0,0.0,0.0,0.285058057728349,-3.4826119726175024,5.576505875408056,0.0,0.0,-3.8249829940444204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7884054984710704,-2.2169636530244667,-0.8621660615185439,-4.184259467196031,0.8044567195362413,-0.8707570198176302,3.0199050901373954,0.0,-2.240623449088681,0.22815125526236524,0.03489293010976108,-1.506599273309754,-0.18437758219625464,-0.7040926611183723
11,2064.1506200232643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8568427251020827,1.9590043728430064,0.6793274693024883,-1.653233359785632,0.7728350062959015,-0.6807888453343356,0.8408183834924959,-1.0924431547320128,-2.9979760202545944,-6.515630845992794,0.0,0.0,0.0,0.3353792448442211,-3.3467132521832377,5.546807163652041,0.0,0.0,-5.3548775112114395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.783222846601841,-1.4658037199568281,-0.8149862166303233,-5.665416478826932,0.6871494013154854,-0.8125739430475738,3.095188921179491,0.0,-2.706314858693418,0.11545390713458603,0.07266515191398068,-1.4948501853509375,-0.1952603309134569,-0.6672076973079405
12,1985.0735478551642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0195073581746334,1.2140929405123315,-0.6461966169506342,-1.1209854647970978,1.332833692223811,-0.41537539500261716,1.9488032805055098,-0.18636986462935212,-4.769564826618295,-8.168761898755337,0.0,0.0,0.0,2.7595347672866897,-0.9470015430140659,5.8256748458101635,0.0,0.0,-9.209451464795249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2336771557904715,-0.21937949580691551,-0.7964780427517961,-9.24865438712104,0.9593642997170715,-0.5705716422750003,3.3564918258807,0.0,-3.677489199643861,-0.20653635441011736,-0.01668173920155655,-0.8684830067637235,-0.20243740158151288,-0.5679610680267307
13,1955.292805827407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.544542043882827,1.5096052991870923,-0.5949204672050511,-0.727558493646525,0.6527091465525224,-0.7200284929265637,2.0983079827890188,-0.22013405013601323,-5.186601664132836,-8.926121159786788,0.0,0.0,0.0,3.1529313180694136,-0.1397336503763983,5.412998838541435,0.0,0.0,-10.441624552633135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7217842777093392,-0.5707797045118441,-0.69230948412032,-10.149668508591555,1.3076297122664609,-0.4609028576529495,3.256694821329488,0.0,-3.6941332122668173,-0.41392063194623696,-0.046541937499719264,-0.6390267332456763,-0.20703337303160577,-0.5479248872337372
14,1952.51845033685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.779488866423566,1.453195501794826,0.8051614242502018,-0.06822487803901944,-0.09935165608566832,-1.2545365474773629,1.2796082835389992,-1.1793879513767636,-5.64434592395126,-8.797729332363346,0.0,0.0,0.0,3.80225857837321,1.23507220535789,4.969530981494448,0.0,0.0,-12.183971666791116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3534524268915775,-0.8433477838420718,-0.811199664671995,-10.854359552884775,0.6869186239138129,-0.5085028769381683,3.945755881662853,0.0,-3.062208243913452,-0.4234158256604563,-0.07986529786213761,-0.3161349428972615,-0.20351771299411173,-0.4983417944360785
15,1943.578127601138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.768745175050982,1.4802512886442194,0.743965735114597,-0.02428415757611012,-0.07575246493554694,-1.2758909989889788,1.1809575494970075,-1.2198854482520438,-5.658248898559698,-8.776753179678948,0.0,0.0,0.0,3.7681140014913317,1.2430257458460336,4.9382224491635744,0.0,0.0,-12.29723767411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4207704877897533,-0.8922018420702881,-0.7975568490049368,-10.832315319664378,0.640000865545169,-0.5580525257670451,3.9108348194957956,0.0,-2.9448440728437526,-0.4204266133407119,-0.07939830136132928,-0.27348644799876487,-0.20249640222274787,-0.4944793822194637
16,1928.2939781410319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.812403207735723,1.5488308382444198,0.696863956692382,-0.09162368718306312,-0.0707630844632834,-1.2465731148945929,1.0265752248413047,-1.1333818002202598,-5.675438945319248,-8.665785576331636,0.0,0.0,0.0,3.6913448995764235,1.1876900613800752,4.8817195646404885,0.0,0.0,-12.504629059434304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4376136565081685,-0.9624615165979542,-0.9209707881963133,-10.725402514353293,0.6120672873789442,-0.4593271697214587,3.910407612417243,0.0,-2.7132286000648147,-0.414970328234995,-0.07919110561273135,-0.21072091460935097,-0.20045907898162607,-0.4923930918599908
17,1912.8681343498367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8636507685959025,1.600671348942829,0.7129779855959312,-0.2414187917206334,-0.05768516637953653,-1.2163356501773863,0.9659361213356054,-1.0438680332132684,-5.688696072128632,-8.494582668299646,0.0,0.0,0.0,3.623650080467539,1.0981982482549877,4.838774668787952,0.0,0.0,-12.746020162986682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3604386614134547,-0.9762585280849567,-0.7837298370647907,-10.556655914039892,0.669618541873505,-0.5011955501481248,3.998824867462472,0.0,-2.5026116528211997,-0.4050821775248996,-0.07959189516239977,-0.15242010113446441,-0.19853303101477143,-0.48911427188516793
18,1899.1136518926912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8599912358750998,1.613210167132928,0.6872972110041844,-0.30917131405273396,0.008355447525504468,-1.3189561857829373,1.057110054620054,-1.1419531987122786,-5.687283706205035,-8.368721660216817,0.0,0.0,0.0,3.5536004417707496,0.9822367002807337,4.830182127178889,0.0,0.0,-13.01228811760801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2669567717143675,-0.8982328013186103,-0.7686964968160611,-10.353947707379797,0.7323532983066113,-0.4573543828733409,4.037989658554537,0.0,-2.3637056924071036,-0.3952310571512109,-0.07868254564110276,-0.06516044457116077,-0.1954175958641582,-0.4830348841363154
19,1896.2384986647264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8197578954236255,1.6593836886827145,0.6192333013155483,-0.2899497832968918,-0.06516488989067659,-1.2798225103408072,1.1619705960262061,-1.1294435834260967,-5.670769239939761,-8.313619359484033,0.0,0.0,0.0,3.527704940411798,0.9260507271977044,4.8638699506367935,0.0,0.0,-13.262728409308464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3005797771337084,-0.8637424491422512,-0.7657519434649716,-10.159846281333882,0.7017450542548764,-0.45761635363407693,4.084562194183228,0.0,-2.329868396049097,-0.38084483917498535,-0.0759837043902473,3.9547185886419645E-4,-0.19297274213718077,-0.4762855874830715
20,1868.4018210027032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5028461115801874,2.0122131399873924,-0.18350088764701633,-0.06165585254058625,-0.6091733616116584,-0.39407303613864386,2.651283631542248,-1.3955743987299931,-5.089915336427035,-7.6005286493340165,0.0,0.0,0.0,3.120944309320665,0.26434122782943636,5.192279138597558,0.0,0.0,-12.611965441408438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5896929758506064,-0.8860598435139652,-0.7524085589041772,-8.24750556666623,0.5518412292348169,-0.3348206970955777,4.732192478014246,0.0,-2.2203423544331087,-0.2114688466229566,-0.04588929002212912,0.003948991689914826,-0.18204578445800795,-0.4588707565811349
21,1816.321241923876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8268695246556346,1.8589944177284987,-0.2026171760526875,0.3071348782100053,-0.4470720929795525,-1.2977029542602438,3.0964995565889986,-0.23111684829056145,-4.188316034389265,-7.467549439121882,0.0,0.0,0.0,2.704584051547116,-0.06246341571268704,5.721994613429906,0.0,0.0,-11.210016025771285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8966448536434073,-0.9935365294875665,-0.6478986069680844,-6.001447028752622,0.4129074159355259,-0.3692481512344715,4.794582947092054,0.0,-2.5293096273002327,-0.08250127493693327,-0.01411754849548117,0.002372034919428833,-0.17206604868667447,-0.4239955401915131
22,1757.585827975508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4068314990962043,1.973701187692513,-0.4280830126304288,-0.3476738557877447,0.5100797504741388,-0.9307687757861131,1.8756632541799185,-0.5656922069278926,-3.1168700271125713,-7.647060444645713,0.0,0.0,0.0,2.5708113364665266,0.28495786706657994,5.994395610684121,0.0,0.0,-9.98337868253386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6298261846892779,-1.3896902481156987,-0.5873885209503743,-3.455223376833144,0.8160956094113059,-0.21575126518762625,4.8134913624878,0.0,-2.8793959363054515,-0.03611065264063025,-0.0023763447325164232,-0.004697537907553057,-0.1632105368932259,-0.35619573551676276
23,1715.2069311956288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2150785503696016,2.0647121903224632,-0.6951742834960266,-0.7093437966127916,0.6583570849393622,-1.2543302820786777,1.2516655936540988,-0.4666275336031822,-3.0216697561170314,-6.683901616956749,0.0,0.0,0.0,2.4227097098147534,-1.237921552024857,5.594435110406884,0.0,0.0,-8.291209356573233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7425395332187468,-1.0541069768065616,-0.6655732855529127,-2.9713697309781377,0.8447598562199957,-0.5100184564750626,4.852444070685304,0.0,-0.3426798258083057,-0.04440523303401804,-7.531458317101135E-4,-0.017223719509132686,-0.15262540925916174,-0.27965085722238603
24,1687.4657276565501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.221533415841449,1.6827771271825616,-0.874173269281969,-0.6911355152779691,0.9468133842779621,-1.361488167708015,1.0068708195719909,-0.47177489173376136,-3.0300368982150676,-5.34017186013594,0.0,0.0,0.0,1.2700492402626902,-1.7917102297323222,5.233568421736486,0.0,0.0,-7.1016647556982955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.693703557378733,-1.5321503981055777,-0.7426009583514018,-3.3620642109886827,1.0176269487784237,-0.6108943114392006,4.886935830596533,0.0,-0.9415674174050416,-0.06582365587602637,-0.012762963276790149,-0.02636571118201958,-0.14027374067769613,-0.21015989941704694
25,1675.7303429293188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2173105645882343,1.992050535037481,-0.9173752382463809,-0.8379311315438847,0.9214907383061363,-1.4211024490822861,0.9659943036182538,-0.4852886863356134,-2.8421906276981623,-5.111490057640649,0.0,0.0,0.0,0.8766507563362869,-1.7861180271467234,5.372204436420584,0.0,0.0,-6.340971127940532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6962161076746984,-1.1373680488794615,-0.7446092439038808,-3.390416591455348,1.025467269319829,-0.652127455601352,4.870466892872026,0.0,-1.128307182157382,-0.042217445100605655,-0.0067989247751472255,-0.027058912643820023,-0.1326552004401345,-0.18818201993941358
26,1664.3034729648298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.282243462586566,1.8430071659707308,-0.9719777856102902,-0.7726703589967628,0.9804784350176285,-1.4007902393633291,1.0987611532652188,-0.5033455308015877,-2.6507709148280814,-5.132664828730725,0.0,0.0,0.0,0.8043140918361152,-1.7391659371075647,5.685282793158073,0.0,0.0,-5.581885037223376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5725169046685625,-1.1955025663869057,-0.71702493918285,-3.328631632484784,1.0732348732852748,-0.591295226816004,5.080166057372406,0.0,-1.022969954467826,-0.014540490433009149,-2.0001685836886288E-4,-0.027684175239824894,-0.12363913138901964,-0.16570541831752333
27,1656.0854213446746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.498691010951549,1.9735658182425917,-0.8542181762619359,-0.9754813492522622,1.183884007589707,-1.4126174431187866,1.541945171865202,-0.5270480549149548,-2.530362447475945,-5.220561569415235,0.0,0.0,0.0,0.9859620929070634,-1.641339244038159,5.532195651946992,0.0,0.0,-4.977986819454605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.727460339628175,-1.36493018235148,-0.7714903245198016,-3.303485232559143,0.9892617401566881,-0.6616928763109096,5.085201520540348,0.0,-1.0622900682299543,0.017792532759294755,0.0051695175958806645,-0.02706168611821701,-0.11581809463859843,-0.13691991156323066
28,1643.5547917605877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5803864590438703,2.070987434819973,-0.7739084045308177,-0.698749562615317,1.160638487235756,-1.317425136440096,1.6618399668344699,-0.524247724105721,-2.377898317539272,-5.5239979689707175,0.0,0.0,0.0,1.3769979411850937,-1.68607089349543,5.8348536952286585,0.0,0.0,-4.100639259064957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4849471884473924,-0.9994672526094517,-0.7019080333256169,-3.642672294233863,0.9950561994082228,-0.566009902413473,5.344434182491683,0.0,-1.5095666648186055,0.07111719255334466,0.019277343753233308,-0.026445375191445346,-0.09969086245323516,-0.12362886899522317
29,1636.7314674616814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.619643569781934,2.0184687010813316,-0.6772490919320316,-0.8717675040820587,1.1886716789038374,-1.265547278205112,2.2641413464423517,-0.47384097727556945,-2.297495240540644,-5.77759656712462,0.0,0.0,0.0,0.8474951099298056,-0.7791153210801952,6.483341608609909,0.0,0.0,-4.0151328387506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4314724223048882,-1.0299711438397265,-0.6967265919149618,-3.7302973379881554,0.8890811530269356,-0.5329877994922464,5.462198888781949,0.0,-1.3193926518451586,0.09602363548918358,0.026614124310805048,-0.024706083585065586,-0.09179276213966167,-0.12387873991021327
30,1629.9259525610585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.284245247644459,1.6884066768687953,-0.6048151468991227,-0.9973278947895146,0.8516537318847637,-1.162210707214404,2.827235200001789,-0.44855037691183564,-1.7512143746814235,-6.109603641334948,0.0,0.0,0.0,1.4860468695653986,-0.9767209363593359,6.481772851735942,0.0,0.0,-4.263552329240182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4806403057399466,-1.0566811922162762,-0.6676498840908954,-3.00510345217035,0.7196181706540347,-0.5054869878546372,5.566535248204872,0.0,-1.7561455878553027,0.1675157361953098,0.043306567664405,-0.014815867614477852,-0.0808296020898818,-0.11301739758569547
31,1628.735207766011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6054897917983317,2.2542249855892824,-0.07061569864675721,0.06763473811410692,0.8926964990965062,-0.8118140912868911,2.7699298173542917,-0.487806691495948,-2.716186596319689,-5.964954147644147,0.0,0.0,0.0,1.562296583194145,-0.8022007348008877,6.151797727738123,0.0,0.0,-4.197858981644954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2607591426426745,-0.8800389067395271,-0.6521694301239959,-3.547962976455462,0.9153634976812567,-0.4496412544716965,5.43000593246471,0.0,-1.3654557088823278,0.16458728860599914,0.03616697064557045,-0.017294788606738495,-0.07457537004709758,-0.052856724339384
32,1623.6548425219999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9992976026250429,1.8684691700175464,-0.33760554375440865,-0.5940924175297879,0.5169865032733048,-1.0669755994889991,2.395325795148891,-0.531305585064893,-3.0358076566117522,-5.8229764933655,0.0,0.0,0.0,1.381516322302563,-0.8808545046143388,6.134271661453539,0.0,0.0,-3.923249583763762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.426662529649438,-0.8710083785826531,-0.6972191884033933,-3.668153500926086,0.8582873970719146,-0.5456670972978596,5.2658159358097185,0.0,-1.2461430953210804,0.14741368037965946,0.03319887003561631,-0.021760645983144956,-0.07532542725338243,-0.00932148366884078
33,1621.4067687990332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1277198178340297,1.7916554075902353,-0.4000407570248421,-0.7606746235159041,0.6672183069721872,-1.102608017946932,2.3063879670161573,-0.5771186713358125,-1.8249182196121727,-5.483710781822833,0.0,0.0,0.0,0.9676301049995112,-1.2321302270228756,6.203144373159419,0.0,0.0,-4.2203449597286316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5328719251141047,-0.9630796891134666,-0.6978899978389186,-3.051470327622564,0.7774774487768661,-0.5955371880357389,5.219748521321197,0.0,-1.2608039196247838,0.07499094342606087,0.02117296537206,-0.027800316861634818,-0.08721883701060576,0.016141054653423387
34,1619.2732170674724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.06693135170048,1.744181088883426,-0.40581591123645827,-0.8050519583585396,0.6382228171240986,-1.0927921501250564,2.3429896819732687,-0.5513323661598067,-2.219905309771381,-5.80377246720834,0.0,0.0,0.0,1.2577236552989133,-1.0390453137937639,6.19224073709542,0.0,0.0,-4.093410282224085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5120418364668637,-0.9527882625088273,-0.7003410304631357,-3.2857654542405745,0.832898371003245,-0.5694246046395821,5.131006444873134,0.0,-1.3281880302818816,0.10024218133392011,0.027281183776477688,-0.027812765864250723,-0.08364148809380165,0.045580115325941556
