Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost
36,1618.2647101713108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.090475489254664,1.787416466636454,-0.4086277815454279,-0.6948512169175853,0.6275964948028548,-1.044384217269348,2.1098304340805782,-0.5157277846280712,-2.149418978604963,-5.675089262524892,0.0,0.0,0.0,1.1896081730803088,-0.9497394131938023,5.764679091005692,0.0,0.0,-3.545046709747997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4465506528725407,-0.9500342248653928,-0.6812933230895852,-3.3838348424206828,0.8179210720839668,-0.5328521622528919,4.835515371372386,0.0,-1.3264104068065177,0.09227791410792216,0.026646595860333556,-0.08232786244965533,-0.08578377793510725
37,1618.2520387857755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0955160981272045,1.793957610849275,-0.4055046571826201,-0.6959949856831432,0.6282846397001869,-1.0438401111372877,2.1111423602484907,-0.5186363847761297,-2.1574924889759886,-5.693293091813635,0.0,0.0,0.0,1.1937847844630805,-0.9638611028844953,5.780330925338579,0.0,0.0,-3.569358064498791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.442790822723328,-0.9489260046714344,-0.6790064191471286,-3.3692022922515754,0.8160496364547694,-0.5317093194162282,4.823469001683688,0.0,-1.3313472602446268,0.09153110570019134,0.026623914084786763,-0.08072493429405758,-0.0855955532201298
38,1618.2494340985138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0973145044146744,1.7947453957924,-0.4044569776863306,-0.6952636905096472,0.6293802264569064,-1.0432043367425048,2.1181121430010554,-0.5202146727980195,-2.159529647119161,-5.700226497268225,0.0,0.0,0.0,1.1984706924077446,-0.9699708040967199,5.793963836445564,0.0,0.0,-3.576514928842497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44363470715797,-0.9519590891422718,-0.6784308968779139,-3.3704012742783305,0.8148750923032057,-0.5313223472417233,4.826245473624602,0.0,-1.3308026240341668,0.09288580062527456,0.02691832136876366,-0.07987563904056333,-0.08541918239166084
39,1618.2484287446002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.097421149985269,1.795040277291491,-0.4042996730730449,-0.6930398760562813,0.6301687906658654,-1.0439378502418253,2.124072769678084,-0.5211295735868003,-2.161181029216436,-5.702258421255719,0.0,0.0,0.0,1.2017708755742673,-0.973110489856285,5.803676209358701,0.0,0.0,-3.580973842139784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4448352491732237,-0.9540584288880349,-0.6788139659591466,-3.3712468467286234,0.8143258248633602,-0.531676388024794,4.832314641764695,0.0,-1.3296731341544559,0.09288093047988061,0.026911193100526726,-0.07963860971550343,-0.0854287029239503
40,1618.2478600719005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0975131024278695,1.7951920304788356,-0.40452436968463495,-0.6921884990796415,0.6306690127666345,-1.0446585007858313,2.129270656014859,-0.5214227632522237,-2.162268089228626,-5.703413718041302,0.0,0.0,0.0,1.203513446214889,-0.9736596843568777,5.810551805706778,0.0,0.0,-3.5819531907696334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4458011253961958,-0.954784683077815,-0.6790544003036247,-3.3719093019981763,0.814442326703104,-0.5319800244360029,4.839955499736874,0.0,-1.3291212578982696,0.09334599399112838,0.02698076304595048,-0.07953188606220364,-0.08541575468769552
41,1618.2475967958542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.097471707315824,1.795423734579967,-0.4046862201452264,-0.6922395584539323,0.630744376704299,-1.0452401973258894,2.131618572934827,-0.5214099207506444,-2.163653930741788,-5.70393698649379,0.0,0.0,0.0,1.2037667852847658,-0.9733028495841156,5.813272322111785,0.0,0.0,-3.583453775746648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4460606743479867,-0.9543987542524435,-0.6793327226268066,-3.3732752294536965,0.8149238150799055,-0.5321621609238611,4.845125545946819,0.0,-1.3296792810719915,0.09327304639319177,0.02696240000927734,-0.07947876103975915,-0.08545233081849594
42,1618.2475416146983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0977565686626414,1.7958179147643298,-0.4046476127112169,-0.6926808555653986,0.6306882260380213,-1.0453378167424534,2.131811899344534,-0.5213745249367223,-2.164284625472683,-5.704201078124953,0.0,0.0,0.0,1.2033149029626202,-0.9729528989692326,5.812936036439506,0.0,0.0,-3.583294563031854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4459319140283362,-0.9539594704288256,-0.6792670720673709,-3.3734332598107835,0.8152200549121351,-0.5320910377200555,4.846313181338646,0.0,-1.3302403271857113,0.09327825526557285,0.026972003948041574,-0.07946694927840711,-0.08546419147440973
43,1618.2475346858546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.097861199759302,1.795908152100529,-0.4045519207039273,-0.6928809948046298,0.6306292188507475,-1.04521925284749,2.1313908869533638,-0.521417921791319,-2.1645532525172326,-5.70434678473183,0.0,0.0,0.0,1.2030853997530822,-0.9729592869217901,5.812267354776042,0.0,0.0,-3.5836506155064347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4458838548795883,-0.9538687159719963,-0.6792586788243345,-3.3738255060030866,0.8152664073254654,-0.532056649281774,4.845973928090019,0.0,-1.3304309911047065,0.09321958268539463,0.026969943628825176,-0.07945047387844513,-0.08547367348923793
44,1618.2475340220249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0979282701200943,1.7959821334829393,-0.40452401999339693,-0.6928771283105418,0.6306328943906693,-1.0451976758436825,2.1313615647096786,-0.521451281130908,-2.164605347332614,-5.704415828304028,0.0,0.0,0.0,1.2030589641166953,-0.9730287058100789,5.81213965965032,0.0,0.0,-3.58352747609517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.445878552726929,-0.9539197246342122,-0.6792369984653023,-3.373787007423231,0.8152534309139182,-0.5320318135545764,4.845822623228311,0.0,-1.330427587057726,0.09321576579929562,0.026972737481256514,-0.07945267347418906,-0.08547422149218789
45,1618.2475339602338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.097928775661369,1.7959741442042134,-0.4045176254127187,-0.692869559213312,0.6306354873282846,-1.0451794304221282,2.1313580042960556,-0.5214673984584425,-2.164614242765412,-5.704449705405488,0.0,0.0,0.0,1.203072507921533,-0.9730482955589344,5.812140818284568,0.0,0.0,-3.5835754470178602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4458959963113536,-0.9539464587889556,-0.6792411688682796,-3.373830572574495,0.8152411496666425,-0.5320356163331951,4.845794615182327,0.0,-1.3304046612485025,0.09321741066008303,0.026974032987101635,-0.07945079424754824,-0.08547436154247713
46,1618.24753395646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.097927013135992,1.7959745222634311,-0.4045197557547186,-0.6928625638898294,0.6306369811713513,-1.045181469731749,2.131374981820971,-0.5214700822343562,-2.164615561509364,-5.704457732228501,0.0,0.0,0.0,1.2030771965344198,-0.9730503608723767,5.8121571054301375,0.0,0.0,-3.5835730386153233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4458988139275462,-0.9539518872453845,-0.6792430926979979,-3.373831795907697,0.8152393666883171,-0.5320366574397474,4.845806397242608,0.0,-1.3303986614450714,0.09321688175893529,0.026974113739800343,-0.07945119899865105,-0.08547439079823609
47,1618.2475339561365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.097926367585644,1.7959744560097601,-0.40452074313416314,-0.6928620433199323,0.6306373291977986,-1.0451817081756996,2.1313786772398338,-0.5214706974838607,-2.1646150832129303,-5.704461337393142,0.0,0.0,0.0,1.2030770661667263,-0.9730481993160279,5.812159752283319,0.0,0.0,-3.5835719072485794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4458991300162687,-0.9539515878975341,-0.6792432765694918,-3.3738306031061485,0.8152392275677303,-0.5320370658264296,4.84580964268493,0.0,-1.3303976106673214,0.09321717986750795,0.02697425129832871,-0.07945130328464736,-0.08547434997633145
48,1618.247533956108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.097926078501631,1.7959743934283952,-0.40452102767919,-0.6928621299992125,0.6306372536922124,-1.0451817537817027,2.1313789672358694,-0.5214707192128787,-2.1646148178756803,-5.704462091087881,0.0,0.0,0.0,1.2030764850429592,-0.973047352667461,5.812159334295249,0.0,0.0,-3.5835718899109534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4458988429514719,-0.953950995451373,-0.6792433481615174,-3.373830360564322,0.8152392853027656,-0.5320371154718954,4.845809471422738,0.0,-1.330397709695763,0.09321709745721497,0.026974261241371665,-0.07945132855463247,-0.0854743439273909
49,1618.2475339561072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0979260645715163,1.7959743811883022,-0.40452104023488233,-0.6928622134309674,0.6306372436071229,-1.0451817255192217,2.13137877474435,-0.5214707062052898,-2.1646147309861465,-5.704462129385474,0.0,0.0,0.0,1.2030763716726778,-0.9730472211365979,5.812159094797022,0.0,0.0,-3.5835718975149664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4458987711659643,-0.9539508728999782,-0.6792433170517984,-3.373830236902109,0.815239296642997,-0.5320371120602595,4.845809207022873,0.0,-1.3303977683100083,0.09321709861219866,0.026974263424684737,-0.07945132738550104,-0.08547434124445262
50,1618.2475339561074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0979260645715163,1.7959743811883022,-0.40452104023488233,-0.6928622134309674,0.6306372436071229,-1.0451817255192217,2.13137877474435,-0.5214707062052898,-2.1646147309861465,-5.704462129385474,0.0,0.0,0.0,1.2030763716726778,-0.9730472211365979,5.812159094797022,0.0,0.0,-3.5835718975149664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4458987711659643,-0.9539508728999782,-0.6792433170517984,-3.373830236902109,0.815239296642997,-0.5320371120602595,4.845809207022873,0.0,-1.3303977683100083,0.09321709861219866,0.026974263424684737,-0.07945132738550104,-0.08547434124445262
std.err,,,,,,,,,,,0.24748293574398694,0.26521037635192896,0.20544187699586797,0.37391055017319896,0.19772891789125904,0.19205465471245384,0.4618651383032059,0.18268776773369416,0.6473708818512496,0.5930922854356457,,,,0.4568528258769026,0.4145660673166899,0.49077203901224253,,,0.4074501490785183,,,,,,,,,0.1808428603657929,0.2752803136780896,0.12224215611765359,0.6043694193510666,0.13830355307133682,0.12068673451866142,0.396024307450692,,0.359311826498708,0.06246268077496818,0.014027963793806306,0.041069086017980844,0.007526399441175302
t.test,,,,,,,,,,,-8.47705341083295,6.771885798333469,-1.9690291295528732,-1.8530159502320194,3.1894032007697612,-5.442105670826247,4.61472104730524,-2.854436904420678,-3.343701101903319,-9.618169498184182,,,,2.6334003064629012,-2.3471463244320003,11.842889636693494,,,-8.79511740422603,,,,,,,,,7.995332346775143,-3.4653799254803235,-5.5565390747693595,-5.5823973365904465,5.894565096404266,-4.408414182239658,12.236140852607166,,-3.702627273012379,1.4923646800883907,1.9228922900837926,-1.9345774422814206,-11.356604431176082
p.val,,,,,,,,,,,0.0,1.2711387498143267E-11,0.04894974612862346,0.06388007251926608,0.0014256687659333078,5.2654423710052356E-8,3.936236391499648E-6,0.004311319469644914,8.26687531824355E-4,0.0,,,,0.008453464864936588,0.018917823794671218,0.0,,,0.0,,,,,,,,,1.3322676295501878E-15,5.294829066067042E-4,2.751761418728904E-8,2.372256457938704E-8,3.756694733070276E-9,1.0413026538813597E-5,0.0,,2.1337825562350865E-4,0.13560356901836657,0.054493578233455464,0.05304217037380221,0.0
