Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost
10,1902.590524592547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8480826930229408,0.511941997537072,-0.9696012698120502,-0.29030760632241237,0.7535679397910475,-1.219375589460546,0.6707644282223661,-0.6715387844277045,-1.905150853863114,-3.8722326467366166,0.0,0.0,0.0,0.3289161182807544,-0.8495762095970828,3.992041458029945,0.0,0.0,-5.636316790296235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5384788680255832,-0.7510547983274545,-0.7048130147199273,-4.000885277208131,0.8536734544074623,-0.4917710427702605,2.0910219044866727,0.0,-2.2196203574434215,-0.05329376061225627,-0.048099171691623074,-0.4298266677431063,-0.15157370605712064
11,1881.4449684932752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8139895107777786,0.5078811860919233,-0.9824776701686442,-0.21276483146412767,0.6028947038395434,-1.193754450116252,0.6890188547973469,-0.565216605354829,-2.0168515243414165,-4.093233767491217,0.0,0.0,0.0,0.3190652527768363,-0.7018431248382022,4.021735784312694,0.0,0.0,-6.064999165485753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3733798499955112,-0.8072370630075658,-0.6546699797334408,-4.275212304844791,0.9307260821890316,-0.4620573264994895,2.1483041054329357,0.0,-2.2974217269420705,-0.07896885808503516,-0.04769233031746826,-0.3536991975516945,-0.14919288644924625
12,1867.4319043961875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8023153068930855,0.5109864084366111,-0.9379765336063094,-0.22515630924090682,0.596975294902178,-1.2099817603539211,0.6545877168091355,-0.6216438869381355,-2.0700203516820106,-4.131410423702789,0.0,0.0,0.0,0.3962926538680334,-0.5641578843572189,3.9734920558937623,0.0,0.0,-6.370846636763177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3755183976200238,-0.7511773978219484,-0.7148590326613762,-4.400981874566262,0.8965554340095028,-0.4216306422233566,2.2301964638811933,0.0,-2.2589863411480673,-0.08268475133966269,-0.05021768912075791,-0.2908148318425458,-0.14735969222453488
13,1843.6779455657916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8101553986359487,0.6374852955255155,-1.0125894551228278,-0.30237966813304495,0.6744557756802361,-1.2890691962216998,0.6134503755019948,-0.7056940053020101,-2.151787993466177,-4.129505554584764,0.0,0.0,0.0,0.5229797619839329,-0.41403015552006006,3.9363593991173476,0.0,0.0,-6.904787850900168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3815786379356627,-0.7695093064056858,-0.6164612469816074,-4.543829494689958,0.9325526151650083,-0.5621351342053144,2.2135451284952543,0.0,-2.1071420730750927,-0.0625725017183581,-0.05085460492056507,-0.1479804062426652,-0.14094280351180102
14,1823.6894275712173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.868760319930228,0.7208317738310902,-1.039595986155259,-0.3989151276964375,0.7104828760395899,-1.2827360844885813,0.5826392845108923,-0.6370713758599005,-2.2131108353922286,-4.1727912082282765,0.0,0.0,0.0,0.4883302501032726,-0.5284769558707042,3.9436780905276763,0.0,0.0,-7.329076166455092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.362800004974377,-0.8320270334222806,-0.7053255311516357,-4.570347298099858,0.9456318885020516,-0.526852760099842,2.181822135953138,0.0,-1.9348636986580294,-0.0531578174340966,-0.0448927914516275,-0.04946428422511366,-0.135961363521644
15,1814.7041826176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8863151139349315,0.6983548114130718,-0.9976767752276737,-0.40425578445838267,0.7041222798584383,-1.2440548880883622,0.5842328782832026,-0.63121474005196,-2.236261396089934,-4.212893324918896,0.0,0.0,0.0,0.44705785674705967,-0.6158376360730644,3.962596896649299,0.0,0.0,-7.500190656668746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3762575600650648,-0.82560349566059,-0.6457576400140166,-4.555433043829261,0.9078223932028133,-0.5601912827689232,2.2460638382332054,0.0,-1.8774227286878242,-0.05123929416122347,-0.040793832489426085,-0.019403351309874674,-0.13500995018648368
16,1807.6329626907823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8680366465749974,0.7294818603342944,-0.9760815879293122,-0.35512328658173614,0.6797410624269246,-1.2611390833615919,0.6569305720693065,-0.6754847172745313,-2.244923894686471,-4.246305519889149,0.0,0.0,0.0,0.456623476916526,-0.6374533656935564,4.044718142531543,0.0,0.0,-7.483677217216444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3646485099899979,-0.8458360352669833,-0.6503651665838746,-4.535006299661591,0.9121965553551981,-0.5425493527118697,2.29448344622813,0.0,-1.8762422482748933,-0.04992057957963609,-0.03922834903739744,-0.010849124980316413,-0.13398451185255594
17,1705.9448282181975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.629310011431219,1.7220283297082029,-0.33704243540950385,-0.4636672774655836,0.8264969535085047,-0.42493388278304745,2.3008433746696304,-0.2879191551889078,-2.6450226424152072,-6.169032138848657,0.0,0.0,0.0,0.9315809783224657,-0.6033731112675079,5.829471411624475,0.0,0.0,-4.662145400895506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7260464935683002,-1.132916197115172,-0.4022616684591519,-4.579183485322196,0.6216743475080322,-0.36849935478333795,3.872117887525354,0.0,-2.0290771060148973,-1.1443068978091164E-4,0.028071291882051624,-0.3364851465285006,-0.1249961720919197
18,1695.2479561420726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7044584136698138,1.554684773024179,-0.27213795573390126,-0.4937208663096248,0.9331606990596198,-0.6976927094814812,2.149550671083681,0.06358749705197458,-2.642547229110905,-5.81878549042978,0.0,0.0,0.0,1.2344183880036979,-0.7004013226168495,6.02820212295694,0.0,0.0,-4.354932503293272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6053660518118038,-1.204473989393987,-0.33330591465610815,-4.618449333793442,0.7046899241562041,-0.2977972359804507,4.2262397363573445,0.0,-2.199501647825021,0.023506715906948115,0.0172395243169483,-0.3401868104549392,-0.12061170535162251
19,1673.0356820611983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.440009590487759,1.367422327246754,-0.17927939544254576,-0.9101199925877175,0.9762204776016593,-0.9490089371733663,1.947952130430263,-0.4638548551216742,-2.53490046590194,-5.457170204643591,0.0,0.0,0.0,1.4240873201304745,-1.359951709844824,5.327586106213292,0.0,0.0,-3.6915697890899066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3979049396422056,-1.5301549657954432,-0.3672519922082542,-4.8331653516649284,0.9812109441831922,-0.287309753683861,4.374369851365271,0.0,-2.620868989844039,0.06168943760967159,0.0222855638971044,-0.365245380846364,-0.10960408403306418
20,1656.240885512219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9823842151728037,1.6144451522963623,-0.7865419552696182,-0.8967965169328445,0.5701321396885601,-0.9406153681984346,1.8086513664976842,-0.45455937629811427,-2.363148269015731,-5.0869579897313235,0.0,0.0,0.0,1.4533395518815606,-1.5465495821385895,5.034990871488977,0.0,0.0,-3.3319371529281447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8365359329903705,-1.2592190462660948,-0.6129200843900267,-4.832608633051078,0.6956737518095275,-0.4562053318651077,4.343512818187139,0.0,-2.631074182708036,0.09464651240921101,0.022023734938460663,-0.3235077565827535,-0.10257871021396858
21,1643.27468573149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8811342179138901,1.9356347608184064,-0.4695091819349458,-1.0351822110260995,0.4559943489412685,-1.4038781945224108,1.667660800733492,-0.41947342421476985,-2.320643437765046,-5.122604369802608,0.0,0.0,0.0,1.0567554257306695,-1.2532225980092453,5.107890428418684,0.0,0.0,-3.1474486025413904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9146433959878766,-0.9925270733004925,-0.6710638640834676,-4.6140703479370435,0.6302461473453141,-0.5787346430091422,4.221989227037325,0.0,-2.0819202408314177,0.1181438721112282,0.03066251259181345,-0.28655064990316986,-0.09604164248219473
22,1633.2633780006965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.042172183022034,2.1363195955319285,-0.5644007869277091,-1.1778598136697256,0.6343994852133892,-1.0723489316916361,1.552849662962776,-0.6883686474299999,-2.311500332806516,-5.056407151805507,0.0,0.0,0.0,0.8625560913792494,-0.7748970751066913,5.3905382208856905,0.0,0.0,-3.1440705606303885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5494067810846581,-0.8868448588612801,-0.6872785444627296,-4.1681240878147685,0.816777449377146,-0.4696778013413453,4.505805897033998,0.0,-1.2899280780971751,0.1075986652354009,0.02181476554454164,-0.25556069494155054,-0.09097555540951804
23,1627.8789502631935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2369165317228794,1.9514170338120824,-0.5252540374684874,-1.028861130954321,0.7740248091905364,-1.1059574068913272,1.9152558824879795,-0.500434639826481,-2.3266615568233595,-5.349086519920403,0.0,0.0,0.0,1.2829035265574935,-0.6101954733825963,5.141146661802536,0.0,0.0,-3.3730589731124603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5551190438717284,-1.1009024073645766,-0.7720455707079419,-3.5052597166446278,0.8198090048897548,-0.5227732895950014,4.549540545257797,0.0,-1.113753585087072,0.09561612629822212,0.018750528457498243,-0.2028685297605378,-0.08875479711106866
24,1625.6832734628076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2062368804224213,1.9387858708155368,-0.5401025116294008,-0.9908068527345345,0.7571193405837993,-1.127714150152566,1.7456404714700016,-0.5011402757702839,-2.2869362167092757,-5.513824372146699,0.0,0.0,0.0,1.399695405437983,-0.6589958674107895,5.180357573424172,0.0,0.0,-3.420117338327622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4822355168653534,-0.9864892241902707,-0.7615967536860846,-3.2729775973328907,0.861561291012839,-0.5206607977664501,4.5264102665539285,0.0,-1.1891989388904056,0.09528075803705452,0.022364822750597008,-0.17906133827722423,-0.08693046537014251
25,1622.93252396903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1519170670933336,1.7946667158041119,-0.5133594253956445,-0.8325541162735984,0.7057525227554088,-1.126421570747226,1.6177750838432567,-0.5523992019155128,-2.2728041919784996,-5.35368908991888,0.0,0.0,0.0,1.0367756864534718,-0.5819131770359676,5.298940206611436,0.0,0.0,-3.546861574221336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5344153828785052,-1.1694249161187915,-0.7733870713657495,-3.165949078570301,0.7492698625887463,-0.573723955060813,4.586676920558808,0.0,-1.3851997553255921,0.08895322749093795,0.021246320843260055,-0.13234770278734412,-0.0835481093369232
26,1621.7131801834055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1413061430277427,1.8109352324384538,-0.49096497130884126,-0.8088282203045809,0.6673508781786537,-1.1400344195315346,1.7399592547092138,-0.531974928651624,-2.2940191513862143,-5.29253779772644,0.0,0.0,0.0,1.0158890439275627,-0.6794458837783187,5.304359107519012,0.0,0.0,-3.5967540419585498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4734876916174142,-1.0321171259324227,-0.7390754634882419,-3.2306498712986973,0.7708728874966116,-0.5774216108368891,4.6346976681340735,0.0,-1.3386438357252644,0.086552081160381,0.020881813375747706,-0.1166653127245744,-0.08273186312922533
27,1620.8076139859988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.10110270394922,1.7435263786732145,-0.408720218722752,-0.44263886890804705,0.6069939588736044,-1.1206572224367375,1.7175517979184376,-0.5493447866042148,-2.3194952472139847,-5.508093582589935,0.0,0.0,0.0,1.222707293000668,-0.9162878052217208,5.429436416450872,0.0,0.0,-3.7336795580098525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4112010457611697,-0.990181745853216,-0.6555951478907358,-3.3288520100006362,0.7844963988082311,-0.5429909966794441,4.681971297764106,0.0,-1.017139997669272,0.09796464446764505,0.028682380687702545,-0.06771303632846863,-0.08185216202527754
28,1620.2683835318815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1145877786976217,1.7723000663028128,-0.3960032549558871,-0.48880039637747186,0.6101076334311454,-1.1069209205281794,1.791415158579892,-0.5401237194467654,-2.298498427809548,-5.498604130311191,0.0,0.0,0.0,1.2003464890351128,-0.8995092395518232,5.446081367043355,0.0,0.0,-3.7838755654483562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3857560706783405,-0.9319637983511114,-0.6433696216986002,-3.2934285593089045,0.8032739088765654,-0.5303918971078859,4.6919585706709235,0.0,-1.116850772404512,0.09679285813286116,0.028264689474514694,-0.05905381221688346,-0.08201284018597506
29,1619.2934363319487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.075373209289407,1.776475757169737,-0.3922921729878153,-0.6803239662589095,0.5646140645648083,-1.09364855195139,2.0920198726365,-0.5352946514389352,-2.2421559874762034,-5.384336659616765,0.0,0.0,0.0,1.1187510979432707,-0.9398972807130711,5.572495339272302,0.0,0.0,-3.644857247302675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3692000006438685,-0.8707674545044622,-0.6282738363548407,-3.2963835937450527,0.8260523497280056,-0.5114809841145733,4.81115177290401,0.0,-1.2790605853126737,0.0865274592850932,0.024690311392803397,-0.09165267041323324,-0.08453113617937673
30,1618.98959660008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1739697659612154,1.8898849180816226,-0.35845044943789534,-0.5925598927221104,0.6481369203015136,-1.041911255377789,2.098735949510858,-0.5266634894063399,-2.2351701479618327,-5.332110703216789,0.0,0.0,0.0,1.0752626761995188,-0.935740356266956,5.546424366689225,0.0,0.0,-3.6465251647208476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3918522763262802,-0.877141976083324,-0.6524378145005237,-3.357318059284282,0.8309784691203842,-0.5194318869615573,4.803338539844986,0.0,-1.3703760482299085,0.09048880675823542,0.024436242595666426,-0.08790643621891757,-0.08436052618054789
31,1618.688229579832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1061545544077647,1.818639978109316,-0.42052673179265787,-0.7677215724764133,0.6315494906449362,-1.0529929055060145,2.1361364018349427,-0.5195068460017843,-2.1938283659430224,-5.369792683770714,0.0,0.0,0.0,1.0634676747092664,-0.8730450794963903,5.608253262169838,0.0,0.0,-3.670136148950046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4342369773157566,-0.9437505976545666,-0.6837924509536245,-3.375912288098893,0.8149787663685865,-0.5288933620944386,4.821910277377752,0.0,-1.3623814883400533,0.08987577927274976,0.024135101406699798,-0.07585014567803827,-0.0847750889145979
32,1618.5288581799305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.104956427720841,1.8149304989603334,-0.4023180080606874,-0.7104739640645519,0.6296630792477181,-1.0429868534840618,2.1645461521331155,-0.5307529148296523,-2.1315646860036375,-5.425583384527245,0.0,0.0,0.0,1.1019737917220056,-0.8995857322369993,5.667356137101488,0.0,0.0,-3.6421133741990412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.446553811877986,-0.948184238733808,-0.6770162202869917,-3.3398877170114294,0.8111057841102668,-0.5309003983882856,4.851788373048108,0.0,-1.3455242795241749,0.09201346294613885,0.025096076243865055,-0.07386164046646064,-0.08552564452097004
33,1618.4427295443463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0860984626770023,1.7981637917048707,-0.40392667749745714,-0.6842777087845175,0.6253356180210656,-1.0426362966114933,2.1554456125763926,-0.5283203018700628,-2.1933700000659933,-5.490603538703885,0.0,0.0,0.0,1.1435222564363534,-0.9212317025950614,5.707549176413426,0.0,0.0,-3.5776053881641467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4528319351298755,-0.9562765235169258,-0.6784406388920365,-3.38841489869409,0.8145497825362966,-0.5302197907776987,4.871884915864774,0.0,-1.3343435160514598,0.0939365255483374,0.025988094143906886,-0.07763720769598481,-0.08583557858235462
34,1618.3869858409464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.096467965141958,1.7883921540633754,-0.40190125198732857,-0.6686991519980543,0.6328333040695339,-1.0444456723411357,2.1502283619114184,-0.5217391157319807,-2.0705382704658377,-5.559132528623897,0.0,0.0,0.0,1.1694316135433243,-0.9285145919146628,5.73535014310953,0.0,0.0,-3.549868866550254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4553952148961344,-0.9669370747523979,-0.6805399263795116,-3.420136479551998,0.8150146177873615,-0.533138157410995,4.876341807852531,0.0,-1.3119789978113603,0.09192341539228864,0.026170082354134493,-0.0811705655313076,-0.08625822132344595
35,1618.3164213487091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.087424362355364,1.7875340815155496,-0.4076563568613036,-0.6741994644528061,0.628687655566503,-1.0450756210692655,2.128737225472052,-0.5199035869418612,-2.136149020332037,-5.611644461618564,0.0,0.0,0.0,1.17857820951846,-0.9393848009436851,5.7477077303258675,0.0,0.0,-3.531636686530038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4579077106856855,-0.9567137232323794,-0.6826034778451759,-3.3674917728666465,0.8137767202827814,-0.5373469412995695,4.8622060639739315,0.0,-1.306227755288356,0.0915984804754969,0.026094610098886445,-0.08317529951568163,-0.08634846090844528
