Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi,g_walk_stressJct
10,2167.732675350603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4823568494642863,1.7274833180727498,0.382164605212279,-1.3441024611154375,0.7655393295237258,-0.409294770425072,1.4989555460739181,-0.7185124537018873,-2.0833067463521533,-2.8766342594281102,0.0,0.0,0.0,0.047050643435475256,-3.4573618855127632,5.46865648099508,0.0,0.0,0.3383427146777482,0.0,0.0,0.0,-2.1478885078748027,0.0,0.0,0.0,0.0,1.9063116143886076,-1.7614757990212617,-1.063964734990554,-4.133223364853785,0.4760163936805428,-1.136183767985001,4.9882150950333966,0.0,-2.038746320286929,0.3924113197496286,-0.25085748103068517,-4.018453414932025,-0.05545212040213951,0.6981350376671043,0.04114859652100609
11,2104.027728420144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4594784881835032,1.7506414869965994,0.1671093556804808,-1.1556753391663552,0.779330027198266,-0.4455893507160521,2.046136419711474,-0.5979579331907313,-2.482283925731693,-3.637932711320857,0.0,0.0,0.0,0.1354391548529174,-4.445574527577282,7.147578879153029,0.0,0.0,0.7207423101699262,0.0,0.0,0.0,-2.5979163503279423,0.0,0.0,0.0,0.0,1.8164128708963017,-1.9017552210258362,-1.1266374954297307,-4.970431702600878,0.5646590625217092,-1.1045779205940098,4.595095295980566,0.0,-2.323894162829839,0.26869860312531224,-0.23330711721738276,-4.132397146343794,-0.06667712498385758,0.6425535630893385,0.047220182427309555
12,2088.355005447299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6544370739638115,0.28081316780270127,-0.15264490452601814,0.3903223891397054,0.29384153641088545,-1.740310620573609,1.6265558116767973,0.030283360152210892,-3.563345147972967,-7.939927142529914,0.0,0.0,0.0,-0.21304389720217753,-8.77392761441607,13.656382376065073,0.0,0.0,2.462453714606112,0.0,0.0,0.0,-4.532390122948496,0.0,0.0,0.0,0.0,1.5842479153532574,-0.2912413395975999,-1.0463773398780007,-7.0608799715995065,0.7185519751200867,-0.7672588471777129,5.049919050372274,0.0,-2.765672103631048,0.3111330768465632,-0.02016105238399804,-3.813333798061801,-0.06308870767303969,0.7178629622554972,0.10746846872025541
13,2045.4115475304816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.340719777524311,0.2413848479693654,-0.45343452783463106,0.5954081008405425,-0.07509666617321892,-1.5740932494918958,1.7351537611884666,-0.09859571402629774,-3.791043125889174,-9.668150630019834,0.0,0.0,0.0,-0.7563691213021903,-9.508551226348349,14.112481785019392,0.0,0.0,2.673138443337542,0.0,0.0,0.0,-5.1726958275397426,0.0,0.0,0.0,0.0,1.3604027398144471,-0.18199082897460733,-0.6352037709455496,-7.4340928915854985,0.691903716249541,-0.8414868184926202,5.1393539237016785,0.0,-2.7071214824811016,0.2020077496183756,0.04463305877152397,-3.790077760076336,-0.0732797731673844,0.6317584604917634,0.12078130061161976
14,2003.7568392303008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2679531791555652,0.41167455995161717,-0.3810512816061006,0.19390706824508785,-0.17124443882552404,-1.59028518769463,1.748059285874376,-0.19970838841719296,-3.876936210213732,-10.939434721476232,0.0,0.0,0.0,-0.8369255798517723,-9.717370257987918,14.032326995504405,0.0,0.0,2.555004053814216,0.0,0.0,0.0,-5.802563234627899,0.0,0.0,0.0,0.0,1.3570158463960225,-0.11354490102214117,-1.2341771069635517,-7.434458827109728,0.7669650152256436,-0.4497649618392198,4.913116739851147,0.0,-2.411810698225145,0.13439317916730165,0.07970617820568277,-3.622540546190537,-0.08029779926210318,0.6917749228967275,0.14450290272937208
15,1866.270400390722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4504557792990327,1.4991734694338732,-0.27532704607790565,-1.6384067570648737,0.42792362520725574,-2.0905654359392676,1.1331814833910405,-0.3822222172938795,-3.7317158615807866,-13.385369059113026,0.0,0.0,0.0,0.9200447668893632,-9.056243586181347,13.558136320726144,0.0,0.0,1.2170177756680187,0.0,0.0,0.0,-8.175730056540718,0.0,0.0,0.0,0.0,1.7681335249545527,-0.1956248158157889,-0.8157763443661968,-6.566447549137781,0.5506011041256353,-1.1484952715026207,3.9337491800128332,0.0,-1.0577401702055202,-0.1301219797918171,0.05744936887794094,-2.767968174644838,-0.11241783445357431,0.5850805516237234,0.22473559202036447
16,1804.2523653031114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5941538121057979,1.9086042503707739,-0.9353806645529121,-1.3097724294033768,-0.07239005531181658,-0.5035419388816018,0.5844417121708724,-0.8170341529477251,-3.3402578145108577,-14.00143204095155,0.0,0.0,0.0,3.2174020255901006,-7.437942826280745,13.271076991793983,0.0,0.0,-0.42349494591581305,0.0,0.0,0.0,-10.54346122215114,0.0,0.0,0.0,0.0,1.7009377216390196,-1.145955788915061,-1.0031661459544359,-5.247013010073778,0.29182283757458816,-0.4477788084256721,4.397696668545816,0.0,-0.5985560757915955,-0.29719053775998877,-0.04365488230958181,-1.7708643464235947,-0.13253121429278494,0.6658444520362755,0.3165821770477331
17,1767.4234360474252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.22239413915979,1.216442354973621,-0.9739548036160991,-0.1560608796486913,0.9781677311532115,-0.8611983002621477,1.3025921564313925,-1.0624683431914574,-3.230296701514818,-14.553208100348158,0.0,0.0,0.0,3.8905542188681093,-6.022547827276828,12.530110251807043,0.0,0.0,-1.4996619416428358,0.0,0.0,0.0,-12.308174025551988,0.0,0.0,0.0,0.0,1.4761315327988815,-1.6357343696237803,-1.059283186303299,-4.404087165244129,0.7398954348283221,-0.22699246994453143,4.6598088620009595,0.0,-1.334601321462464,-0.23946367384229694,-0.07047345031353117,-0.8661791894730444,-0.12918040981999657,0.760465919684079,0.3772172501591794
18,1760.4206719869467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6411393259197173,1.5457557970294054,-0.22692980861179046,0.2107086971079542,0.6626959161727657,-1.1813101585742292,1.7162985512600102,-0.09360202499822312,-3.13478269301554,-15.202710030484328,0.0,0.0,0.0,3.9856115277748,-5.455894671066383,12.617553545167741,0.0,0.0,-2.2135938984275594,0.0,0.0,0.0,-13.372584615774825,0.0,0.0,0.0,0.0,1.248830055367798,-1.908149561302501,-0.8439440719329065,-3.650922126804217,0.7126303479856421,-0.06645732808111945,4.69245750389255,0.0,-1.9992135610803636,-0.3814292036206065,-0.08882311150272329,-0.5256230309311996,-0.14299994541955843,0.7294972788607867,0.4314774689516972
19,1745.5517151699928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7652699657412034,2.0300687214485595,-0.2772355190365703,0.2698730184877371,0.770571694505664,-1.0703884005028637,2.008424427804011,-0.14904246256190787,-3.0112172132471136,-15.702115556699258,0.0,0.0,0.0,3.870660779800606,-5.249910901634381,13.00648385581563,0.0,0.0,-2.433285328012388,0.0,0.0,0.0,-13.524577711044794,0.0,0.0,0.0,0.0,1.5147099822627705,-1.5292369101490355,-0.8617661163339346,-3.0875133709007683,0.5638191769776854,-0.1632252400208134,4.581874482435123,0.0,-2.2663234150889973,-0.355605013960794,-0.0674583995609228,-0.4004218227496108,-0.1419262268031426,0.771430167132357,0.48310535630298895
20,1728.6019908647245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9568500805053852,2.5158065923757498,-0.03139530373561969,-0.0074686115770113415,0.9545736008750463,-0.9340154693994734,2.3884078831774427,-0.40496651039740594,-2.6720363094607675,-16.41324893632294,0.0,0.0,0.0,3.6504373423398864,-4.687106957314956,13.69509909258401,0.0,0.0,-2.172358684050244,0.0,0.0,0.0,-12.739124173341498,0.0,0.0,0.0,0.0,1.2940299705319942,-1.2457992451823177,-0.667555434389822,-2.184880107894324,0.7530158013347172,-0.19584587228796468,4.462613069750204,0.0,-2.456122363112994,-0.4140697865539005,-0.04586020888873309,-0.7151791402707871,-0.14784486969671062,0.743913703754297,0.5910308978588846
21,1711.9013794140456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8952506063001664,2.236504932964709,-0.33585738226165085,-0.3897520882232774,1.006141003447309,-0.8803163996577833,2.4283177644836704,-0.13985626158622305,-2.6551264411754487,-17.066263027234875,0.0,0.0,0.0,3.5894989956597065,-4.162489918388348,14.185047178218342,0.0,0.0,-2.0888556548989192,0.0,0.0,0.0,-12.615151451155718,0.0,0.0,0.0,0.0,1.4547407962103331,-1.1895887596116947,-0.6643440472880909,-2.4242615802347274,0.6996137627538193,-0.32268646602785767,4.489032491544364,0.0,-1.878394958890103,-0.4039103236888607,-0.024000209387755645,-0.7438163029503414,-0.147692640808805,0.7533587455136768,0.6725419189291982
22,1700.6593617085416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1304318305139955,1.9911940052844312,-0.17899997252970218,-0.8159842568053196,0.6137448375797625,-1.3437726261675345,2.393780818581463,-0.8903187741600884,-2.6522816204133557,-18.170688949849257,0.0,0.0,0.0,3.688477850805601,-3.17852225134658,15.160668346644698,0.0,0.0,-2.121226304181274,0.0,0.0,0.0,-12.753530449677205,0.0,0.0,0.0,0.0,1.7158810412850094,-1.303430774124821,-0.6339360989105345,-3.153177514102252,0.5652269822957614,-0.5372865597390056,4.43372092531113,0.0,-0.9040067843494408,-0.4679944031257056,-0.00935871983938651,-0.6603610572281772,-0.1549187479703205,0.7177385750656184,0.8180305932874548
23,1692.828299816614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8605352976326905,2.1182432173873673,-0.3691848860317098,-1.0230411887125406,0.4358068944925172,-1.3535094128253913,1.8543798221156682,-0.8296786803448017,-2.690715151156342,-18.180661634603982,0.0,0.0,0.0,3.95382655167032,-2.5811877722965253,14.831131995960579,0.0,0.0,-2.0696374784854035,0.0,0.0,0.0,-12.423999887466028,0.0,0.0,0.0,0.0,1.6830134841625717,-0.588120478632095,-0.6613559487721044,-3.987426492695771,0.6751707033882506,-0.5659547406860453,4.366521126607227,0.0,-1.5890912720405477,-0.49394134684073815,-0.018783358064988192,-0.700448418791119,-0.15636904574250143,0.7443259292065036,0.8790904166214314
24,1683.1712104739788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0025148256131375,2.0016654631157045,-0.4486539663318461,-0.5653011921566425,0.5999598524115675,-1.286381950598851,1.4554290307697553,-0.5182329438745266,-2.6745407217715953,-17.90289417325621,0.0,0.0,0.0,4.0875441427067285,-2.5567122844144237,14.031916038743146,0.0,0.0,-1.8705452010078747,0.0,0.0,0.0,-11.846140961005355,0.0,0.0,0.0,0.0,2.2687525533247572,-1.0432867253292306,-0.8747727870332589,-3.8744231443490578,0.42554692370195485,-0.7326421339488522,4.268081126406433,0.0,-1.6629965637186188,-0.4431832408845785,-0.004782777534797906,-0.7927167720112844,-0.1528013705168819,0.9037092892963543,0.9829535275366154
25,1675.200631737295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.202794689126416,1.8651548459728766,-0.5326419040655817,-0.6536753002838076,0.8387134831331813,-1.0386729888242976,1.4475471775628876,-0.4610054067053023,-2.6724502867344815,-17.661871170003,0.0,0.0,0.0,4.2488878497886375,-2.7513735410249804,13.637737808140418,0.0,0.0,-1.9782840169389366,0.0,0.0,0.0,-11.909476509753402,0.0,0.0,0.0,0.0,2.077255396005051,-1.0679251033147965,-0.8362439001512576,-3.599956955503279,0.6785430331971152,-0.696923864014071,4.416282984406553,0.0,-1.469425393192453,-0.4418672585806976,-0.003028961915813877,-0.7205059013990327,-0.15253049138142155,0.9683390375395847,1.0637993161614072
26,1669.4564156476138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0524430151472877,1.6345351653143283,-0.5938118339452639,-0.7969084008782477,0.6484204587144793,-1.0772557728455072,2.150238490834238,-0.31323877069877915,-2.552382916876101,-16.958793046282143,0.0,0.0,0.0,4.435168640010292,-2.8341188133222803,12.91641909873134,0.0,0.0,-2.087568433050682,0.0,0.0,0.0,-11.646085032597602,0.0,0.0,0.0,0.0,2.1107081148016222,-0.833871801293423,-0.7955981794416416,-3.36447331821678,0.6751568872975002,-0.6766475984729833,4.775210684322925,0.0,-1.259768936801978,-0.3866824944487665,-0.005047164325851507,-0.6806738420635731,-0.14731625744784235,1.0233893458783692,1.1681349971608879
27,1651.7751276934346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.121922805926285,1.2952016500005095,-0.5481606364751456,-0.8142595115498072,0.7090022942341601,-0.8330398127186402,2.3449570060420335,-0.3246131839442462,-1.4598968832915267,-15.195981555687661,0.0,0.0,0.0,4.801519887554332,-3.0975858220390013,10.464048723004325,0.0,0.0,-2.518558932745035,0.0,0.0,0.0,-11.18028009322687,0.0,0.0,0.0,0.0,2.0911785824085496,-1.2585149802164801,-0.7305879786261507,-3.1236194614350214,0.7502558591585586,-0.6335948178525055,5.1042680570141075,0.0,-1.5320362046068676,-0.4986706201865124,-0.023394017881954096,-0.5565187328752977,-0.15561486178441708,1.044579396438561,1.71272137902975
28,1638.3883280967996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.441871775836299,1.8391763970632238,-0.1443789176691735,-0.32157791061395147,0.814394316845097,-0.6608387830463788,2.259399342405945,-0.3659798924135826,-1.4353461032840416,-12.598691777934402,0.0,0.0,0.0,4.246377234380931,-2.148484330720596,8.572075990455634,0.0,0.0,-2.3086968242707586,0.0,0.0,0.0,-10.633184721660445,0.0,0.0,0.0,0.0,1.9887842254723134,-1.1287952806194756,-0.707235029372328,-3.1834490110531184,0.8990140694907007,-0.598550647208158,5.434034208304978,0.0,-0.9885494554540236,-0.5474382785217264,-0.07238979471072052,-0.5334168756615554,-0.15845147219741035,1.0802180974854407,2.1308829314034394
29,1620.8176484946637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7082623939520563,1.419878427067336,-0.3383137874195092,-1.242166862535425,0.4276677706926322,-0.8939425014963096,2.2873952325470825,-0.7057302378249226,-2.5129370911944795,-8.707463568279488,0.0,0.0,0.0,3.1417651371568187,0.374872089794438,6.365344674497159,0.0,0.0,-1.75362318100942,0.0,0.0,0.0,-8.296192067495923,0.0,0.0,0.0,0.0,2.4015218858594807,-1.5168627699007124,-0.7587362352384527,-2.5447532403649475,0.7361546071144366,-0.6826437403981959,6.046252817119461,0.0,-2.0204723977409116,-0.6364187824316968,-0.1427377284645146,-0.7425226423344532,-0.16610562866117679,1.3255055987169113,2.6174327142923763
30,1617.772263857294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.275868145142537,2.4154329630504967,0.027132629791923102,0.0019316940609612754,0.5889679997851283,-1.0926807555453555,2.6018478510811063,-0.5946676228659922,-2.3128795436515976,-6.599285301698959,0.0,0.0,0.0,1.9835566774243298,0.6459325764184299,5.426643635022598,0.0,0.0,-3.089269468204268,0.0,0.0,0.0,-4.751358074728159,0.0,0.0,0.0,0.0,2.2206119924467767,-0.8471850294977907,-0.8153773720363215,-4.436217075358676,0.7760437858786087,-0.6129018850277577,6.485391924415715,0.0,-0.9853470545623177,-0.6627270199486125,-0.1429052186656053,-0.7603228897499748,-0.16437667577746135,1.3485709035040825,2.9070452772773323
31,1604.1602590777986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4261207210845126,2.54502216588394,-0.09016852715924986,0.007562475768836732,0.7328892994896049,-1.2221056195879194,2.4821486497142633,-0.7207393182050179,-2.036841394865691,-6.641038063994297,0.0,0.0,0.0,0.9299284994158465,-1.0243053888965825,6.784552096958844,0.0,0.0,-3.8223744548774174,0.0,0.0,0.0,-3.9649006780853666,0.0,0.0,0.0,0.0,2.198798777958095,-0.8852853046327002,-0.8185871137248363,-5.440960572657804,0.7413343816283541,-0.6264814007573875,6.448434453759736,0.0,-0.9987791802536292,-0.46862893297245595,-0.08830485387195017,-0.6136794750061574,-0.14320350884679367,1.2989222399280338,2.7713649094886916
32,1583.7753029607707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2015039309646864,1.939534242292198,-0.47410793500026205,-1.0318385195393742,0.7231467662443828,-1.0548186566307538,2.6085417867005067,-0.7240410320440858,-2.0803473156039463,-5.492538715494808,0.0,0.0,0.0,1.163548714097983,-0.9387042283640331,6.017036449014757,0.0,0.0,-2.4567369064975626,0.0,0.0,0.0,-5.0737327298747195,0.0,0.0,0.0,0.0,2.3202844223188395,-1.2839539792848251,-0.7638786676373925,-4.4441249873281805,0.69981675507634,-0.6504770558336939,6.583762798074427,0.0,-1.7950016026772393,-0.4204679786092574,-0.09627573918136845,-0.6210987846646794,-0.13739062747810402,1.3502021687894858,3.1505316418391756
33,1583.3564729200248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1632087925343253,1.8612398557188186,-0.4935110971011489,-1.1981596335824924,0.6812165105290898,-1.0598164594804895,2.8832267073765565,-0.5155570590015155,-3.3287729713879637,-7.287086159520933,0.0,0.0,0.0,1.8958370381101801,-0.45652918411451227,7.324119683288404,0.0,0.0,-1.4566047699066096,0.0,0.0,0.0,-6.887469207947786,0.0,0.0,0.0,0.0,2.1282646961011156,-1.0485855310941945,-0.7437025930800164,-2.9513424055932,0.7380688293012445,-0.5831762885656281,6.32195418269911,0.0,-1.5944676268896092,-0.434814225051926,-0.08024833050851753,-0.6040631518686231,-0.14028518431967912,1.3378354633232787,3.2075970824779385
