Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi,g_walk_stressJct
34,1572.0708924104583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.121161490940285,1.8015161703643958,-0.42648792051832335,-0.9520256812683557,0.6819393830107543,-1.135348253992837,2.7506558664009315,-0.5599222234829533,-3.5445895186620344,-5.982233885883025,0.0,0.0,0.0,1.3027848971737495,-0.8818421831929365,6.68491521623055,0.0,0.0,-3.1222052705054253,0.0,0.0,0.0,-5.2307031596775495,0.0,0.0,0.0,0.0,2.071921616784425,-1.1599262072738097,-0.7645569705569166,-3.3399308202529046,0.7988623932127745,-0.5756997347174191,6.27511021743663,0.0,-1.5310417170311095,-0.3761044628102909,-0.07525439263483437,-0.39495720003606105,-0.13134339565592015,1.356011515549433,3.448209645280374
35,1570.3361573215973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.298117583998768,2.1099583515016884,-0.3546839521499231,-0.49810261364519154,0.7033185262794348,-1.1219730783422865,2.8807322216577185,-0.593395246206883,-2.035210214920359,-5.144745351328261,0.0,0.0,0.0,1.6277077584488229,-1.1706330723294107,5.79039377802504,0.0,0.0,-2.2825848639883484,0.0,0.0,0.0,-4.839980066287162,0.0,0.0,0.0,0.0,2.210877044434836,-0.95868079846528,-0.8164795097063519,-3.9188855400336093,0.6789512450567686,-0.6026855516023899,6.163147979606449,0.0,-1.4532520294035407,-0.2596268959271274,-0.059482425971288194,-0.5508240197880543,-0.11677117758768153,1.4032610918544977,3.6950886414152193
36,1566.6096184865582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.25101467833163,1.9860030604616583,-0.4325410858833305,-0.7331030467890983,0.7085858161448334,-1.1260500106238882,2.6350654938256635,-0.5410225428846049,-1.6818416572306965,-5.2424689414653,0.0,0.0,0.0,0.7553417173150265,-0.27739291577466063,6.508605182673645,0.0,0.0,-2.6240204990541462,0.0,0.0,0.0,-5.07248875110287,0.0,0.0,0.0,0.0,2.128248292012452,-1.090158638902401,-0.8296882052559744,-3.739087486042551,0.6478751382539858,-0.6039039302316958,5.649583124181071,0.0,-1.5324494361606726,-0.2954767576867069,-0.06815907663231481,-0.4924609889357204,-0.11904048754429868,1.3436029474318685,3.7746450525777435
37,1562.5297559817782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.132502032399641,1.863857590362983,-0.44584739527668915,-0.7258483011540157,0.662400489551998,-1.1293655819461068,2.412692877225194,-0.5129327703330815,-2.5631676005557553,-5.516942052008846,0.0,0.0,0.0,1.1232187539530183,-0.83869598852558,6.3552832402077035,0.0,0.0,-2.8176481334241252,0.0,0.0,0.0,-5.447198191483121,0.0,0.0,0.0,0.0,2.0038311490850873,-1.1210784632073645,-0.7994522387167128,-3.3386942658774736,0.6951367851824454,-0.5925912807112197,5.358120697142841,0.0,-1.49595747005192,-0.32229906203842457,-0.06929067242266265,-0.413814983951558,-0.1216434330974867,1.2992490144943856,3.7911903763246033
38,1560.4077568973344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1287887261519933,1.882195175926973,-0.4095129422608226,-0.6469500780232719,0.6526029100164169,-1.1040085863822413,2.3086019419007173,-0.5147067175610353,-2.5498837773544705,-5.507553864786976,0.0,0.0,0.0,1.3428317720938001,-0.8773166900085202,5.963052395802705,0.0,0.0,-2.6456623839495483,0.0,0.0,0.0,-5.251407835100385,0.0,0.0,0.0,0.0,2.0093794307447466,-1.0469807195514667,-0.7559088878638917,-3.244274761496355,0.7090870338963903,-0.5990279088823588,5.210384403982662,0.0,-1.412786336861827,-0.25267386718220985,-0.05080218319419118,-0.3854936091386586,-0.11367109773851636,1.3165932616179938,3.917116765662763
39,1559.3426202846206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1539427011932992,1.9299780581044796,-0.37072378138459544,-0.569054366789819,0.625817620288512,-1.0908738171002357,2.1157702796662052,-0.5461647429066929,-2.001653478085016,-5.1366097018994035,0.0,0.0,0.0,1.2638250602380983,-1.150017505382597,5.478344501795494,0.0,0.0,-2.4228457729103945,0.0,0.0,0.0,-4.853944895279828,0.0,0.0,0.0,0.0,1.9898371196040583,-0.9758210206528546,-0.7587311831631525,-3.40128095516178,0.6861153276067102,-0.6059094138475319,4.9592690692544315,0.0,-1.3584532610643176,-0.24283546940448075,-0.050103120032382785,-0.42077346432880963,-0.11185281644357642,1.329973996988317,3.976721612581617
40,1557.9174678939717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.144745153248085,1.904657801606158,-0.3789926208482781,-0.5418402623901316,0.6066605038196841,-1.0816540294676524,1.9959126013226358,-0.5233476451856375,-2.0443194156505275,-5.535877042896172,0.0,0.0,0.0,1.4208262943059662,-0.844830394167228,5.473207327964857,0.0,0.0,-2.428949564220369,0.0,0.0,0.0,-4.323115082247093,0.0,0.0,0.0,0.0,1.9622752424348506,-0.9381870821132668,-0.7438988696044789,-3.398831138621191,0.6928698366250167,-0.5927115451131449,4.781517698728346,0.0,-1.373556577517549,-0.2219129998038523,-0.04358644987173952,-0.4124147311608785,-0.10972321176138912,1.3304260132007317,4.0027550802908225
41,1556.330346118999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.105724695621226,1.8511528665544061,-0.4121127275905524,-0.6735348320076286,0.5912280235692525,-1.0639150649310836,1.7130600594927357,-0.5309045174501784,-2.492801544108721,-5.4239368502576975,0.0,0.0,0.0,1.0075845454231684,-0.519003323496078,5.304578201849248,0.0,0.0,-2.4348227233697273,0.0,0.0,0.0,-2.575707731662714,0.0,0.0,0.0,0.0,1.9494217045604625,-0.9819157507981637,-0.725357815064882,-3.3601217537034964,0.7017276536607422,-0.5893247792885533,4.593539482476922,0.0,-1.40635552148454,-0.1895319724184797,-0.033775410255338666,-0.3827843414356642,-0.10656296356681946,1.3447058607116158,4.084868003618864
42,1555.2677797447907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1301194687652014,1.8473006235011482,-0.4019640009996107,-0.6711760276065295,0.60495054192403,-1.0688787652761305,1.8814493504969931,-0.5275768978282138,-2.2411319365513895,-5.775311207785676,0.0,0.0,0.0,1.265329043673334,-0.6375949102362062,5.507150110343603,0.0,0.0,-2.515289529070021,0.0,0.0,0.0,-2.338394234339383,0.0,0.0,0.0,0.0,1.949653515221705,-1.0033862809897687,-0.7418861711920344,-3.44499914108281,0.7051743169411089,-0.5806411431520954,4.757013125044049,0.0,-1.4288822476171497,-0.21055366788797739,-0.03676632042955523,-0.39105259864982855,-0.10954212390838491,1.3384715693360814,3.9923915797160645
43,1554.745057768528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.121420880818984,1.852341468600761,-0.40539791440657486,-0.6757452895199695,0.6245170161365667,-1.0587091712734136,2.0266138607348427,-0.5210672485278489,-2.1963223262490374,-5.718886874715557,0.0,0.0,0.0,1.2923092768630826,-0.7829845810806816,5.593813281554359,0.0,0.0,-2.495795012352118,0.0,0.0,0.0,-2.3152110405982356,0.0,0.0,0.0,0.0,1.9683842059388543,-1.0366479413464853,-0.7610713905891302,-3.4560990431598393,0.6946054202101787,-0.5901816388635821,4.861564041338752,0.0,-1.4295502482021025,-0.22380257950853522,-0.04030218878885128,-0.405231909658636,-0.11107026544189369,1.314739130029005,3.9845185082012184
44,1554.5422386719945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.106272419855641,1.8487057471205053,-0.3980611925675816,-0.6817038532101549,0.6303901604049207,-1.0446587149207807,2.121292182936999,-0.5296912316793385,-2.1321199842131633,-5.644372779320605,0.0,0.0,0.0,1.3146370016310203,-0.8666611852380178,5.6606614013739565,0.0,0.0,-2.510904139458732,0.0,0.0,0.0,-1.8501205891672763,0.0,0.0,0.0,0.0,1.9644136571726796,-1.0479515115653792,-0.7649568548371021,-3.435662499984512,0.6904288898092841,-0.5957280567844973,4.9383540699087884,0.0,-1.4197155671385826,-0.2294936133880757,-0.042487970832200406,-0.3998842909502962,-0.11184445229058501,1.2833594757635491,3.9937399410774748
45,1554.4272009723309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.099821320633644,1.8551636759236645,-0.39057653090188893,-0.6742293882048975,0.6265502714291042,-1.039122602933739,2.1474062059344554,-0.521026590142252,-2.1380113161219194,-5.5792712364012225,0.0,0.0,0.0,1.2828363261709697,-0.9002263396992675,5.7143423513815375,0.0,0.0,-2.48247152017602,0.0,0.0,0.0,-2.1727870834544523,0.0,0.0,0.0,0.0,1.9617194025719533,-1.0362461093815751,-0.7610007559884276,-3.404548887866328,0.6849734117901707,-0.5990880894360822,4.956126999586339,0.0,-1.4018681838695681,-0.23882236140948795,-0.045266820102941724,-0.4083174284296718,-0.11286540561125613,1.2599994513326007,3.9667802673575228
46,1554.3505928102159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.101718269884948,1.8562829929860745,-0.3913271960752981,-0.6623264544706826,0.6210933033902268,-1.0439628431420094,2.117212722978523,-0.5144151978439473,-2.1603036302814833,-5.590364606533893,0.0,0.0,0.0,1.2651594464479365,-0.8650035081140693,5.7059688620524405,0.0,0.0,-2.4571282188356736,0.0,0.0,0.0,-2.131195157844079,0.0,0.0,0.0,0.0,1.9584585459695265,-1.023738350970272,-0.7582762909039692,-3.4022868431238606,0.6850348445511308,-0.5967527443585198,4.9309680072321,0.0,-1.4001370730740432,-0.2396915445266175,-0.04544606601794435,-0.4160638504564935,-0.11320747006622124,1.2515798859960743,3.9321508787156745
47,1554.1788278896374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0965049238712816,1.8324795825009297,-0.39567562120391814,-0.6418088538882556,0.6076643392375175,-1.0539310102888801,2.0618912472777957,-0.5091640935504986,-2.141841735601945,-5.60192366157882,0.0,0.0,0.0,1.2444312592893771,-0.7906658914711485,5.693743145816204,0.0,0.0,-2.4702518398673674,0.0,0.0,0.0,-2.0370465507591664,0.0,0.0,0.0,0.0,1.9412135607591978,-1.004622769225881,-0.7520540215425927,-3.364250228156109,0.6937791589974791,-0.5885402955232483,4.872995797157509,0.0,-1.4032928068724961,-0.24683645811945265,-0.047535086858382494,-0.41414149059448907,-0.11494696911988445,1.2134031322188161,3.7998157588444634
48,1554.0112049098939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0988285054983025,1.835935692809789,-0.39008373630177506,-0.6131974116621555,0.5992005454741,-1.0570325810194734,2.0420254864500866,-0.5020738605886963,-2.1539203942776046,-5.6177805578283255,0.0,0.0,0.0,1.2386905222657907,-0.7858865592599236,5.715069539533902,0.0,0.0,-2.4340202877723502,0.0,0.0,0.0,-1.9641629931821767,0.0,0.0,0.0,0.0,1.931751554561564,-0.9831183885476965,-0.7470122336330994,-3.3379590932045513,0.6944808117820115,-0.5841174817369579,4.841625925060371,0.0,-1.3925120244157552,-0.25604246652559604,-0.049384910964931694,-0.4286864252291105,-0.11739850062910664,1.160996695459275,3.6125427505903076
49,1553.6356322171712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0999761570648743,1.82424629981586,-0.38623462672288017,-0.5956134084116832,0.5914276931668155,-1.0617106644414198,2.0227069082684976,-0.5014724055729155,-2.141599327277265,-5.624842770584814,0.0,0.0,0.0,1.2502884725348142,-0.7737315867264841,5.715836893332882,0.0,0.0,-2.4414259766715576,0.0,0.0,0.0,-1.9207603896076355,0.0,0.0,0.0,0.0,1.9243015308712321,-0.9743439609831381,-0.7426896944607065,-3.3078831797469554,0.7024665080811435,-0.5771809665345606,4.80775749710401,0.0,-1.394315754044367,-0.26678948903486516,-0.05206350966732564,-0.43356396149539045,-0.12163388499168923,1.0860014423697815,3.200188122075022
50,1552.8523234227598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1114458040509665,1.822187015984483,-0.37436541158925357,-0.5757305705148047,0.5872696123862537,-1.0621249430869752,2.014614006221603,-0.5039702070664821,-2.13380252520957,-5.629298727243645,0.0,0.0,0.0,1.280923419803015,-0.8019551781082244,5.714031046772505,0.0,0.0,-2.4488604239208986,0.0,0.0,0.0,-1.8727818310102318,0.0,0.0,0.0,0.0,1.9201540518074298,-0.9641563645720788,-0.7375842161341064,-3.2907129727459403,0.7139122408872347,-0.5662373873662088,4.75812142073485,0.0,-1.3935699627938,-0.2808944812459957,-0.05520501601983068,-0.44346892095731216,-0.13190894415753923,0.9088110511640575,2.0208164491637026
51,1551.9870840639455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.122974519695705,1.82799044282112,-0.36313943262879445,-0.5908231761626822,0.5950405986893798,-1.0583303161854247,2.032006885917986,-0.5166735128123519,-2.11888612576575,-5.623015357019613,0.0,0.0,0.0,1.313234453276526,-0.8363380487357585,5.672326504509006,0.0,0.0,-2.4863705144966954,0.0,0.0,0.0,-1.8951440182688892,0.0,0.0,0.0,0.0,1.9313870284947954,-0.9738816969633621,-0.7406337009313417,-3.329169983784454,0.7219380843353622,-0.5651592726605348,4.75670383648423,0.0,-1.40072010863709,-0.2643948322482108,-0.05103900690457563,-0.42878726615770135,-0.13527374001055964,0.8722787236781586,1.3128539485874586
52,1551.3831332977963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.112470862469651,1.8371322034747597,-0.38626322721501966,-0.6600142519229615,0.6248282537929076,-1.0361614715706324,2.077668335716094,-0.5248102176419736,-2.1508676961777624,-5.515337468965704,0.0,0.0,0.0,1.2638828127820194,-0.8438821560670049,5.624749188287241,0.0,0.0,-2.4970077534629618,0.0,0.0,0.0,-2.0566927598253333,0.0,0.0,0.0,0.0,1.9632584728875866,-1.0265867836708815,-0.7549404915497699,-3.4186364799618887,0.7061336921744752,-0.5780564858244437,4.859530442971984,0.0,-1.4235609437555474,-0.2544975021881802,-0.050096382742822944,-0.41795257222131266,-0.13673885539835784,0.8737146082889174,1.2280209418076296
53,1551.2004930212265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1068899468530633,1.8476648897231438,-0.3952147629367956,-0.680044597530205,0.6352632001661125,-1.027937579333621,2.1020874719538902,-0.5257261353021501,-2.1646350749417484,-5.49471867394382,0.0,0.0,0.0,1.2306935920467201,-0.8344695682901907,5.651500638910294,0.0,0.0,-2.491882337948537,0.0,0.0,0.0,-2.1401284894203965,0.0,0.0,0.0,0.0,1.963934647457814,-1.0370703395494254,-0.757897912672368,-3.451659081396615,0.6965654805576991,-0.5815425741745344,4.912136166762195,0.0,-1.4183779592444627,-0.2650343195752926,-0.05268218734653699,-0.4217364835511922,-0.14264643053991014,0.7683007484178376,0.8154339347718111
54,1551.0677969846067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1093773511817187,1.8557034554952518,-0.38580882863043364,-0.6653651437066392,0.6300900144954162,-1.0357633475204184,2.1093554189217762,-0.526790153191654,-2.143879070512228,-5.547617552709237,0.0,0.0,0.0,1.2460248569057986,-0.8288995139109837,5.675570933780071,0.0,0.0,-2.4963191710589068,0.0,0.0,0.0,-2.1409900276222618,0.0,0.0,0.0,0.0,1.9479091240354223,-1.0172594355187832,-0.7556811410073698,-3.4460025504674383,0.697355616073091,-0.5793679606650041,4.914745817564655,0.0,-1.4020476123495045,-0.2623584546495587,-0.05094744520421938,-0.41833581957272803,-0.14307778914937802,0.7397719296541665,1.0869098320980757
55,1551.007790705713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.106139786095893,1.8484549911045114,-0.3842813400996709,-0.6555197911683837,0.623768803679733,-1.04158826219497,2.088924605783624,-0.5276095367591758,-2.134796347780781,-5.555976042472465,0.0,0.0,0.0,1.256095496706182,-0.8025272785249724,5.652060651310075,0.0,0.0,-2.4935068182299402,0.0,0.0,0.0,-2.1209396481465865,0.0,0.0,0.0,0.0,1.9418521940541036,-1.0153087594947596,-0.7555947656939076,-3.440466158389575,0.7012458009374346,-0.5768340195987774,4.907396795850793,0.0,-1.4039816443832562,-0.2634938615324844,-0.051308706497401504,-0.4203387688806914,-0.14536978908878154,0.6970531270237934,1.1622888569340752
56,1550.9750807886157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1039715157167307,1.8446545313261347,-0.38627718477849793,-0.650198916061942,0.6201733615871269,-1.0418942306233014,2.0791611493547797,-0.5269284652642182,-2.139846655544368,-5.555411515934,0.0,0.0,0.0,1.2475773213854764,-0.7948202378665198,5.649257391844983,0.0,0.0,-2.4897331411239008,0.0,0.0,0.0,-2.104127742199449,0.0,0.0,0.0,0.0,1.9382408882005782,-1.0112334497434488,-0.7551248462627191,-3.4388215196413547,0.7040604610705015,-0.5733212982530586,4.90213270158143,0.0,-1.4032188999702497,-0.267992558288166,-0.05229323627187388,-0.4240872411290835,-0.1492502255789131,0.6338605355660422,1.204522972484492
57,1550.966305469783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.103477749060879,1.841526283637819,-0.38859663588949755,-0.6503998461801643,0.6202449395171508,-1.039761913947885,2.0775734006549493,-0.5259333974622006,-2.1439911141407584,-5.541935216428743,0.0,0.0,0.0,1.243265818646529,-0.7985098874135742,5.64954068954365,0.0,0.0,-2.4870569179624282,0.0,0.0,0.0,-2.0964392954588345,0.0,0.0,0.0,0.0,1.9428755695033435,-1.0138471606268464,-0.7548239981214401,-3.4362138229777512,0.704926103609826,-0.5724727452223352,4.900444157780731,0.0,-1.4071732823632679,-0.27084975395229316,-0.053253487843379195,-0.4265956938008597,-0.15023480156045002,0.6254263166196086,1.3273945092806847
58,1550.962275920886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.105925992146668,1.8441508722291955,-0.38673592895602565,-0.6509782330546128,0.6220684981973791,-1.038821281853386,2.0845926667419277,-0.526205206847558,-2.141434288840197,-5.542823462191835,0.0,0.0,0.0,1.2471643718706107,-0.8056167808931751,5.6574040538066415,0.0,0.0,-2.4890077329499443,0.0,0.0,0.0,-2.104387218785085,0.0,0.0,0.0,0.0,1.946084311076045,-1.0140587880770418,-0.7545129176484124,-3.43723391694476,0.7043156843590925,-0.5730067816147398,4.903212799131759,0.0,-1.4065766666439459,-0.27105383335415767,-0.053306519818605375,-0.4261553393483398,-0.1498514683546696,0.6380885438208451,1.267119379814182
59,1550.960959982113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.106780763313241,1.845090447354039,-0.38628742235058705,-0.6503119465870641,0.6228688224213217,-1.0385449740132162,2.08729843502027,-0.525907683334229,-2.1406383709568733,-5.54322013518625,0.0,0.0,0.0,1.2491823651899827,-0.8078030475426831,5.661598478776166,0.0,0.0,-2.489551819694695,0.0,0.0,0.0,-2.107954482473359,0.0,0.0,0.0,0.0,1.9462740784155008,-1.0140052174542171,-0.7543767835686009,-3.4358576297471437,0.7038105649918102,-0.5727298132769714,4.903295084971232,0.0,-1.4058941968101455,-0.27275665982391595,-0.05372625264079131,-0.4267996238859871,-0.15035747892882223,0.6309807146267454,1.266836698975741
60,1550.9608613254002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1069229304621118,1.845063484295448,-0.3864736630190847,-0.6504300963266757,0.622960368895128,-1.0384664767204754,2.086883789045179,-0.5257199111683665,-2.1415346662151036,-5.543130661795387,0.0,0.0,0.0,1.2494115116141244,-0.8079709271398299,5.661673727328004,0.0,0.0,-2.489404817147503,0.0,0.0,0.0,-2.1064784578232385,0.0,0.0,0.0,0.0,1.9466640852504833,-1.0141161312974432,-0.7544074971799338,-3.436122384251233,0.7038439252206242,-0.5726094416437488,4.902396415575609,0.0,-1.4059909683361689,-0.27333968902611494,-0.05387215867488349,-0.427182772789555,-0.15052331163015562,0.6291431728787786,1.2825436742375937
61,1550.9607794845938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1070072450003976,1.8450590308120938,-0.3864343419993498,-0.6505428120116362,0.6229777931465144,-1.0384841802318767,2.086579967236468,-0.5257658991834652,-2.1418052634022784,-5.5431730517367885,0.0,0.0,0.0,1.2494552462809114,-0.8075925000967403,5.661121142742356,0.0,0.0,-2.4894916287062165,0.0,0.0,0.0,-2.105832390039215,0.0,0.0,0.0,0.0,1.9464957607718407,-1.014117555439128,-0.7544162447400894,-3.4362971531684297,0.7038818197338766,-0.5725307513783109,4.9020334674400186,0.0,-1.405939611449914,-0.27334726770109086,-0.0538728210109488,-0.42720827182751503,-0.15059948485087896,0.6281104409751638,1.2777730666699507
62,1550.9607794192468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1070103422423285,1.8450598384637362,-0.38643038241091404,-0.650554726663919,0.6229801028008815,-1.0384855084673175,2.0865652815445337,-0.5257714918261831,-2.1418180957435937,-5.543169513807658,0.0,0.0,0.0,1.2494551590093548,-0.8075687994630625,5.661093156849656,0.0,0.0,-2.4895013578976752,0.0,0.0,0.0,-2.1058148408413233,0.0,0.0,0.0,0.0,1.9464788909817,-1.014118203990982,-0.7544167131228523,-3.436296853925949,0.7038813840433864,-0.5725265708939519,4.902017093748709,0.0,-1.4059330296938166,-0.27335006078769,-0.05387355031319904,-0.4272092670342895,-0.1506045420050275,0.6280494211272983,1.2771652110080702
63,1550.9607644784105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.106992856020012,1.845032438411568,-0.3864020631062144,-0.6506850423466763,0.6229895599375214,-1.0385213950699026,2.086461956320373,-0.5258291465251244,-2.141817645192783,-5.543107017502676,0.0,0.0,0.0,1.249411091480492,-0.8072879796214096,5.660790866459787,0.0,0.0,-2.4895659905299423,0.0,0.0,0.0,-2.1057868535280275,0.0,0.0,0.0,0.0,1.9464085131009263,-1.0141767595090516,-0.7544295836647034,-3.4362667395272024,0.7038542073037936,-0.572563645550305,4.902092358091472,0.0,-1.405958604307849,-0.2732789919028346,-0.0538582372806744,-0.42716343229145204,-0.15055550311381785,0.6288596553895088,1.2745532931888388
64,1550.9607634889057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1069943223228016,1.8450366764438588,-0.38639945969615486,-0.650692874448769,0.6229914698910896,-1.0385238695930945,2.086462785033846,-0.5258301566584132,-2.141812860325582,-5.543120765561679,0.0,0.0,0.0,1.2494186056407024,-0.807285545058904,5.660791081130409,0.0,0.0,-2.4895680968841565,0.0,0.0,0.0,-2.105788899033978,0.0,0.0,0.0,0.0,1.94641101756574,-1.0141770620430646,-0.7544303168700954,-3.436275460158481,0.7038514913564762,-0.5725674912531917,4.9020941093630634,0.0,-1.4059580970955199,-0.27327856950162005,-0.05385786652383348,-0.42716274783342845,-0.1505510968455552,0.6289507034076876,1.2742688581489716
65,1550.9607616197827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1070061340775763,1.8450751142146808,-0.3863863469081188,-0.6507072207886141,0.6230047874042363,-1.0385312279445378,2.086523338990175,-0.525823208572339,-2.1417752912265544,-5.543206906049692,0.0,0.0,0.0,1.249474789386917,-0.8073256498008125,5.6609336319490735,0.0,0.0,-2.4895712795199874,0.0,0.0,0.0,-2.1058537076778983,0.0,0.0,0.0,0.0,1.9464182425505019,-1.0141547168611922,-0.7544268071624272,-3.436281396755121,0.7038324541268293,-0.572571323777914,4.902116200232961,0.0,-1.4059278057202143,-0.27333769331793534,-0.053870284110634485,-0.42718963450081215,-0.15055325939478956,0.6289916745355839,1.2744798675762987
66,1550.960761463626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1070069181052062,1.8450766594776913,-0.38638591750006823,-0.6507069108346146,0.623005623124876,-1.038531634234691,2.086526999525847,-0.5258224973441942,-2.1417723663542,-5.5432120227299455,0.0,0.0,0.0,1.2494790021895523,-0.8073273833611084,5.660940768005353,0.0,0.0,-2.4895711573551993,0.0,0.0,0.0,-2.105856421155646,0.0,0.0,0.0,0.0,1.9464192272305554,-1.014153985577007,-0.7544266362355571,-3.436281736867742,0.7038314561649263,-0.5725716673749073,4.902117200809158,0.0,-1.4059271151951285,-0.2733407766697698,-0.053870931091023574,-0.4271911403838654,-0.15055299710000583,0.6290014040264751,1.274483487780124
67,1550.960761418744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.107007019544218,1.8450768182593036,-0.38638590654752014,-0.650706691607551,0.6230057322984518,-1.038531706908061,2.0865276179658605,-0.5258223350454829,-2.1417717512623473,-5.543212908442432,0.0,0.0,0.0,1.24947977011561,-0.8073276151680031,5.660941851023285,0.0,0.0,-2.4895710500501065,0.0,0.0,0.0,-2.1058567266014494,0.0,0.0,0.0,0.0,1.946419526897897,-1.0141539317387047,-0.7544266122234197,-3.4362818470246372,0.7038313149135877,-0.572571763487607,4.902117392875921,0.0,-1.4059271535686293,-0.2733412159215238,-0.053871020822327045,-0.4271913721248708,-0.1505528793383378,0.6290043060593363,1.2744846558675564
68,1550.9607614085887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1070070303124706,1.8450768351856488,-0.386385909803941,-0.6507066493045531,0.623005744746566,-1.038531718790306,2.086527710778032,-0.5258223074615984,-2.1417716457151363,-5.543213044765701,0.0,0.0,0.0,1.2494798841599883,-0.8073276498601759,5.660942002211736,0.0,0.0,-2.489571023247322,0.0,0.0,0.0,-2.10585676430486,0.0,0.0,0.0,0.0,1.9464195964934998,-1.0141539322647106,-0.754426610082409,-3.4362818787749867,0.7038312950768114,-0.5725717878593768,4.902117434266345,0.0,-1.4059271767864738,-0.2733412656532138,-0.0538710302989898,-0.42719139998811523,-0.15055284771495062,0.6290049706522446,1.274484933161015
