Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed
120,5904.871403545472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.545186223670638,0.0,-0.7706150338400353,-0.8508457663835366,0.3998800997162195,0.30683368443242903,-0.20865069067269926,-0.07413030093138162,-0.7824292123603637,-15.331343679826496,-0.403862109787688,-0.6276155867232561,-0.11476296952241614,0.23693587704013622,-0.6012907384016153,-1.1365184052021715,-2.056088208200598,-22.699520721099464,-0.42142271948045074,-1.0942235702790717,-0.6809073199343938,0.43226526166006785,-0.8292085033258022,-1.6247934709188017,3.2884675723844805,-13.640054932256506,-0.32443370292539414,-0.6440201853936812,-0.35497305066081664,-0.04184829157843296,-0.44089909235978664,-0.13296985432488595,-0.0037799233325337893,-0.0011082285146219893,-0.07417212341491332,-0.0712296109087959,-4.795245142906472,0.6647422122727036,-0.10447034998586603,-2.054594259459846,-0.07843973916118277,2.34275397753301
121,5904.865228755388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5449555167374593,0.0,-0.7703604340650033,-0.8507845130154121,0.3997701766425925,0.3068031233874951,-0.20840130805640747,-0.07403233526727757,-0.7824494748085064,-15.280271834173426,-0.4038393291353473,-0.6277168452491824,-0.11481420652069291,0.2368725944486413,-0.6011966114011137,-1.1364626930302535,-2.055694324606192,-22.402851857244354,-0.4213494075064334,-1.0941812996807094,-0.6810288449895536,0.43242540246504774,-0.8291622760242722,-1.6190052104025394,3.2882059756325948,-13.6187020943286,-0.3243756973208693,-0.6440719171285351,-0.3550140646697268,-0.04192598813349008,-0.44085442377144,-0.1330194368477629,-0.0037794342058833775,-0.0011080745369997623,-0.0750659598307192,-0.07129218185458289,-4.794566657261787,0.6496325159571271,-0.10379220412604796,-2.1586551560475193,-0.07869825985058122,2.341172245593826
122,5904.8595381844225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5450762436300756,0.0,-0.7705260586884145,-0.850795925130871,0.3998288167579385,0.306830067299473,-0.20859237256415902,-0.0741138004744734,-0.7824377538625885,-15.346714571159664,-0.403856375541443,-0.6276361236122145,-0.11477341721574812,0.2369210377960469,-0.601261560216488,-1.1365001133639523,-2.055839267423962,-22.780992135181695,-0.4213887003338865,-1.0940601935826888,-0.6808311799265067,0.4322770671407051,-0.829137645174511,-1.6239188330212748,3.2883890999873926,-13.643827101806048,-0.324420813822839,-0.6440239565882921,-0.35498357675730013,-0.041858602299251646,-0.44089177720848055,-0.1329757036943994,-0.003779747733921375,-0.0011081752370619576,-0.07409096601078606,-0.07120102234004257,-4.778092471292249,0.6679990417616992,-0.10445790061283457,-2.080993661224768,-0.07780907600995136,2.343908877838199
123,5904.859003383925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54468332936001,0.0,-0.7700928326268416,-0.8506914134431675,0.3996414652303747,0.3067779000083768,-0.2081691278798944,-0.07394782810887075,-0.7824722300869458,-15.260798450270707,-0.4038175148096748,-0.6278077705119361,-0.11486039032460138,0.23681325495806094,-0.6011015747252261,-1.136405787070134,-2.0551669825099905,-22.281595039283033,-0.4212636171323791,-1.0939866490189847,-0.6810314638581534,0.4325484546769085,-0.8290545461523275,-1.614091099919371,3.287944431577972,-13.607807684531306,-0.32432182516755953,-0.6441113713890138,-0.35505350823856774,-0.04199006188722954,-0.44081591797761144,-0.13305950832719796,-0.0037789155736939993,-0.001107913309550257,-0.07560136163403797,-0.07130594597594164,-4.776219123676744,0.6425288237981317,-0.10330720279759074,-2.258042179735106,-0.07822313637745106,2.3412713613714233
124,5904.857784666927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.545101583802256,0.0,-0.7705688492713141,-0.850793009499885,0.3998408053692741,0.3068377488355758,-0.2086504187523287,-0.07414051964725667,-0.7824360862504552,-15.37223320161722,-0.4038607517893894,-0.627609499361413,-0.11476060003015698,0.23693419912752975,-0.6012796538815599,-1.1365117503024162,-2.0558499809585853,-22.925272105270572,-0.42139642062460286,-1.0939975877912782,-0.6807359206879264,0.4322276268508666,-0.8291062969415284,-1.6254625583666702,3.2884395098936094,-13.653093388375082,-0.3244324838310251,-0.644007095255752,-0.3549752856536254,-0.04183523237596201,-0.440903251369398,-0.13296052785184706,-0.0037798238723513533,-0.0011082001212155642,-0.07374090553177144,-0.07116468175381262,-4.769311006496027,0.6748602492381799,-0.10466820070409916,-2.0591571174875076,-0.077388520339948,2.3450523473872797
125,5904.849976623814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.544848248482547,0.0,-0.7702879192235553,-0.8507266196664645,0.39971990055789836,0.3068035133712007,-0.20837477486118164,-0.07403221694981794,-0.7824583661239545,-15.31493497793525,-0.4038354039632461,-0.6277213518345487,-0.11481729959368762,0.2368638836074189,-0.6011757686965541,-1.1364507195163027,-2.055419317970107,-22.592623184925323,-0.4213155850661756,-1.093957066762009,-0.6808698922949812,0.4324056081005775,-0.8290539535331235,-1.6190370155386395,3.2881505635724064,-13.629196971154155,-0.32436780560124195,-0.6440643564723699,-0.3550208644687935,-0.041921103371217634,-0.44085368085824295,-0.13301531411327988,-0.00377928453776226,-0.0011080302682925254,-0.07473896503139087,-0.07123512740949671,-4.768903030135054,0.6579349951046569,-0.1039093983624727,-2.174478231491124,-0.07769093172829472,2.3432606503406275
126,5904.843961672244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.544973918650021,0.0,-0.7704580446437739,-0.8507406982094345,0.39978030427480715,0.3068296991530879,-0.2085724101756433,-0.07411642172538084,-0.7824464976320894,-15.384315311382037,-0.4038525769600483,-0.6276381884442663,-0.11477569423873196,0.23691260996044292,-0.6012424178732925,-1.1364901023984992,-2.0555716271562496,-22.986708241097652,-0.4213555541319313,-1.0938454356371967,-0.6806544344105576,0.4322542745345512,-0.8290171280116703,-1.6240332139276608,3.288339316063165,-13.655286422400911,-0.324412326594203,-0.6440139421033282,-0.35499057314247257,-0.0418509600834828,-0.4408915074877607,-0.1329692550684994,-0.003779603353677191,-0.0011081327142552046,-0.07373116797573481,-0.07113947017796017,-4.750112997770536,0.6770175490025396,-0.10458784047787387,-2.0957582449168983,-0.07673063000159731,2.346148527540263
127,5904.838898731301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5447720806709744,0.0,-0.7702346237907848,-0.8506875922534207,0.3996839227812921,0.3068024427931319,-0.20835389966955245,-0.074030743914165,-0.7824641952105424,-15.3394839252807,-0.4038323916565165,-0.6277267768170519,-0.11482064840611385,0.23685669778083512,-0.6011599002825402,-1.1364417843057342,-2.0552274007614337,-22.72620102295534,-0.42129104223211394,-1.093811637345411,-0.6807571788670456,0.4323949885405081,-0.8289730820765543,-1.6189401933209908,3.2881098575126817,-13.636519902422842,-0.32436080162024716,-0.6440590913827515,-0.35502687909265324,-0.041918801978021634,-0.4408522067141036,-0.13301248636168828,-0.0037791745607664686,-0.001107997707719845,-0.07451692120951779,-0.07119434583663507,-4.749273928742032,0.6637385588674795,-0.10398773537964212,-2.187401837262391,-0.07695263821343766,2.344763457684543
128,5904.834058319763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5448929772313655,0.0,-0.7703906839035358,-0.8507060564216158,0.3997415883355271,0.3068248121881409,-0.2085308388719883,-0.07410533932277871,-0.7824534640085715,-15.398109053475158,-0.40384755107516135,-0.6276523900464078,-0.11478369105517204,0.23689971047392275,-0.6012205152727453,-1.1364781769215477,-2.055386055772814,-23.05950094638216,-0.4213291910672229,-1.0937386688737385,-0.680574409034162,0.432263555554445,-0.8289441550860659,-1.623314647652407,3.2882810125804833,-13.658715187766145,-0.3243996159503582,-0.6440148673967556,-0.3550000598997993,-0.041856722823642015,-0.44088531062493197,-0.13297177907041063,-0.003779466141693257,-0.0011080910295829906,-0.0736545210415882,-0.07111410007100107,-4.734116902514005,0.6799246890913948,-0.10457018806732721,-2.117245412794979,-0.07617238848537156,2.3471623607439405
129,5904.83006063417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5447146000588114,0.0,-0.7701933763851005,-0.8506590622214425,0.39965635918620085,0.30680068269128685,-0.2083382847027442,-0.07402995541836319,-0.7824690749587309,-15.358935461089159,-0.4038296933407827,-0.6277304018140202,-0.11482331366888618,0.2368502990150528,-0.6011476997671563,-1.1364356853463489,-2.0550812250063237,-22.831722406099914,-0.4212720820845672,-1.0937083698386443,-0.6806626396334374,0.43238737415402867,-0.8289035754894885,-1.6188246729408478,3.288078576616622,-13.642273939812206,-0.32435399560927225,-0.6440544976265159,-0.35503219166660455,-0.04191634997135371,-0.44085065690395153,-0.1330097426934974,-0.003779087538946476,-0.0011079718430213362,-0.07434405496520943,-0.07116190301468857,-4.733051412477559,0.6682984967979566,-0.10404147385807071,-2.198176365081607,-0.07635736262398138,2.345962269350285
130,5904.826140976372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.544828422478891,0.0,-0.7703356878954385,-0.8506793997949625,0.39971048173571955,0.3068201829145002,-0.20849633740621734,-0.07409597255078648,-0.7824591979152171,-15.40874369798637,-0.4038432303567167,-0.6276642313730967,-0.11479047571312553,0.23688859010563879,-0.6012025272695678,-1.1364688103936995,-2.0552387238071232,-23.11522275550739,-0.4213078957478152,-1.0936604330012767,-0.6805088098338756,0.43227259144398866,-0.8288827963346438,-1.622675409916636,3.288233237794661,-13.661265753667514,-0.32438835331279425,-0.6440157514356178,-0.3550082724301626,-0.04186158928758581,-0.4408798223026881,-0.13297388948440594,-0.003779353489219541,-0.0011080567269715037,-0.07360175148108646,-0.07109423306283551,-4.7209244593760715,0.6821104886684115,-0.104546099330748,-2.135454272667767,-0.07572268366105586,2.347964698273688
131,5904.82574770287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5445169941954697,0.0,-0.769991631400059,-0.850597152268162,0.39956160277660946,0.3067780438019195,-0.2081614368943549,-0.07396508558166891,-0.7824864039253789,-15.341371390855226,-0.4038120564434689,-0.6277998262249063,-0.11485940411048197,0.23680241403010344,-0.6010756612243497,-1.1363950053825564,-2.0547050983024135,-22.72315619541845,-0.4212080406210052,-1.093606151711716,-0.6806577494727404,0.43248749577596834,-0.8288088748788902,-1.6148649986378674,3.287880674037763,-13.632895227628797,-0.3243086395605274,-0.6440843568721379,-0.35506440636319225,-0.04196499030486913,-0.44081952338967495,-0.13303965615684596,-0.0037786932938375134,-0.0011078489366268005,-0.07479414571659855,-0.07117611929457059,-4.718372527739405,0.6620653644404821,-0.10362772301326668,-2.2765260705427086,-0.07602116047396365,2.3459233022065398
132,5904.820572327893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.544706070002288,0.0,-0.7702063103399088,-0.8506436402204167,0.39965171362661317,0.30680486546491714,-0.208378127406132,-0.07405157119968589,-0.7824702354161086,-15.391704981450767,-0.4038316010100525,-0.6277108620824469,-0.11481463974550613,0.23685687303475983,-0.6011557986819955,-1.1364424842735958,-2.0550143328526866,-23.01367848434085,-0.42126819997764475,-1.0936151637018932,-0.680526181719084,0.4323435708427076,-0.8288327460182614,-1.6199688002698236,3.288103956680877,-13.653326673239713,-0.3243584024053144,-0.6440374089913284,-0.3550292606060522,-0.041895467741709685,-0.44085867051058275,-0.13299510817631607,-0.0037791014438182877,-0.0011079778153601028,-0.0739561097628281,-0.07111221587626179,-4.714902476434751,0.676651253822735,-0.10424241204066241,-2.187046676899591,-0.075639129772506,2.3476369691865155
133,5904.815240063447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5444480332992443,0.0,-0.7699391887293968,-0.8505653941906113,0.3995279435738156,0.3067740810310206,-0.20813997046164268,-0.07396311254482571,-0.7824925878409162,-15.36452501268087,-0.40380811774064707,-0.627805455323766,-0.1148635817101852,0.236792759826023,-0.6010597395194681,-1.136388101493117,-2.054530792565016,-22.847864838639367,-0.4211844892933344,-1.0934999276015263,-0.6805374410664107,0.43248188741365795,-0.8287161860483443,-1.6145713745695638,3.287840550905711,-13.639568885661943,-0.3242976260393582,-0.6440788427058824,-0.35507248717508216,-0.041962454303474866,-0.4408163580924733,-0.1330363255894158,-0.003778580911378734,-0.0011078153408619793,-0.07460018870260857,-0.07113694761744671,-4.697169925856891,0.6673786348854884,-0.1036702202596878,-2.2920538375572947,-0.075276686571184,2.34738659901556
134,5904.614721196404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5433171641433514,0.0,-0.7691580292012306,-0.8500007395485873,0.39897337637487057,0.30672625484733695,-0.20796532591297534,-0.07402126896600109,-0.7825964279406395,-15.876029590274856,-0.40375353028914385,-0.6278159045247947,-0.11489532336020182,0.2366653710979257,-0.6008387226286735,-1.136305688596571,-2.0514778245696714,-25.623980622247927,-0.4207940821549544,-1.091455084340914,-0.6780399572624989,0.4322112495173935,-0.8269314965735787,-1.6145165464880347,3.287310495620419,-13.793679037554664,-0.32413772465456603,-0.643917625624191,-0.35519130009288724,-0.041834661398634614,-0.44079774754768036,-0.13292066925423518,-0.0037768374719162486,-0.0011073017865966242,-0.0698487831539722,-0.07029548651392789,-4.275703549800736,0.7881439224730857,-0.105206161002846,-2.495060702284753,-0.06022571054348952,2.3780578147017097
135,5904.4807171383145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.542525581770241,0.0,-0.7685706292897867,-0.8496015388842624,0.3985522315945818,0.3066348412342971,-0.20789570511459712,-0.0741108924661726,-0.7825978479215259,-16.27495835461874,-0.4037209444332457,-0.627876837748744,-0.11491930933214456,0.23654780209308124,-0.6006457567464247,-1.1362798141181452,-2.0493213476507304,-27.74753624972481,-0.4204282307237469,-1.090214312557936,-0.6757194719009046,0.4319414853349723,-0.82522990609339,-1.613053465881827,3.286988649916492,-13.90896862092311,-0.3239633585773927,-0.6437307817877401,-0.35533142703391857,-0.041724143484199575,-0.44080172978077103,-0.13276759051602993,-0.003775659457377039,-0.0011069735123772648,-0.06651786853488241,-0.06963436776973422,-3.8674964631360065,0.8790568304666415,-0.10631969448267001,-2.68862294671149,-0.04768357396937167,2.4026609899914146
136,5904.383394137513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.541991423766813,0.0,-0.7680532783277549,-0.8493959345195392,0.3982242679854954,0.30645900437468476,-0.2078118364514075,-0.07421636917132902,-0.7825838709651315,-16.485088199663668,-0.4036397288762618,-0.6278511680865589,-0.11494198583315081,0.2363634948741775,-0.6005120275819489,-1.1363702143255687,-2.047851871572715,-28.813625234579384,-0.4200340810589795,-1.0898275592201794,-0.6732982530812579,0.4317938658440001,-0.823373211041608,-1.6079557131199145,3.2866577799110903,-13.958107521413794,-0.3236846042711791,-0.6435734701273237,-0.3554959337133107,-0.04159234251613804,-0.4407804726808661,-0.13263164569077907,-0.0037749528214150135,-0.0011067689022828064,-0.06544152354155826,-0.06926544095605523,-3.525315339176925,0.920283396753528,-0.10561803657158379,-2.9337240976714503,-0.03909245012037868,2.4175731181763975
137,5904.31584955301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54177761022345,0.0,-0.7679872922175125,-0.8493446099239254,0.3981169076743756,0.30642675858365986,-0.2080043932274449,-0.07428389311538798,-0.782685129085937,-16.809107979082793,-0.4036688056641475,-0.6277862942431036,-0.11494757572433116,0.23636615394061614,-0.6004718912809788,-1.1362744359007007,-2.0471982021087705,-30.495181100044558,-0.4198231031477319,-1.0897198312559153,-0.671996487218566,0.43165478323268736,-0.8226838621862982,-1.6111652105405432,3.2866629858960232,-14.053478469053138,-0.3236269488493996,-0.6433988451192207,-0.3554934907396635,-0.04145167536293735,-0.4407558901510428,-0.13250586850242124,-0.0037741795028825497,-0.0011065442520224841,-0.0627459409082195,-0.06873578685166523,-3.1302217003854933,0.9938735759011867,-0.1078013076815675,-2.955278776098555,-0.029947782304905954,2.4368956405897424
138,5904.31013957205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5415329048674042,0.0,-0.767504250112317,-0.8493095018157745,0.3979015307791568,0.306197242708449,-0.20778657201697978,-0.07441041205126403,-0.7824427310975356,-16.742037141877574,-0.4035215782354586,-0.6278523892653544,-0.11496524358109331,0.23610501580492077,-0.6003836566829797,-1.1366312405328882,-2.046391342385127,-30.03954341240401,-0.4194391830742675,-1.0903368334787409,-0.6698706454938549,0.43160465575905854,-0.8208285617368585,-1.599541448981632,3.2863967737145168,-14.007527684714017,-0.323271968211164,-0.6433546804993447,-0.35578750804068393,-0.04140057857331754,-0.4407618096125242,-0.13245216724760406,-0.00377470188050844,-0.001106709730524874,-0.06475274105422722,-0.06880454054735262,-2.9354840868525605,0.9638131857393238,-0.10404198453666233,-3.273007277617431,-0.027408506931671517,2.4372070385100124
139,5904.178291889907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.541462486238818,0.0,-0.7675764903280949,-0.8493465099279527,0.3978855664097205,0.3062215689670029,-0.2080127345512881,-0.07444934334194722,-0.7826413173490803,-17.11040455125088,-0.4035703553546075,-0.6277434522322214,-0.11496494716997549,0.23615032907406225,-0.600378862909562,-1.1364778641560094,-2.0459738196410138,-31.934326604177468,-0.41933337414425137,-1.090578814939592,-0.6690112969744477,0.4314942231480617,-0.820598227864992,-1.6038511936683222,3.2864860608739837,-14.116685315997868,-0.32325747073819006,-0.6432032333234188,-0.35573365865489226,-0.04126031075164902,-0.44071813897417667,-0.13235722426815053,-0.0037737456188669514,-0.001106416602948809,-0.06167761328996861,-0.06820245160129454,-2.462572770590209,1.0474068016606228,-0.10703984634375167,-3.2387271463193024,-0.017586739820115355,2.459039028446888
140,5904.090953436852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5413341436008445,0.0,-0.7675016590684748,-0.8493322892504221,0.39780744344309693,0.30616586040288174,-0.20813480082327881,-0.07455107167200746,-0.7825367301724937,-17.429806195182465,-0.4035809244341345,-0.6278304247223491,-0.11497429849271712,0.236142120411002,-0.6003224925205018,-1.1365102523820934,-2.045552763012341,-33.51290309790161,-0.419095781215943,-1.0909120654947548,-0.667845498543105,0.43129683697302096,-0.8199215192505176,-1.603136586179005,3.2866398515187827,-14.200211495588139,-0.3231681945940249,-0.6430579386062921,-0.3558548213971282,-0.04120135344272598,-0.4407370556644064,-0.1322460016055662,-0.0037737377496998006,-0.0011064429819185536,-0.05969586076879604,-0.0676745247840429,-1.9095714866275921,1.1133230226569382,-0.10874722629235717,-3.312106548250585,-0.007301647684576744,2.47952588327166
141,5904.02019767962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5413352438036285,0.0,-0.7674629000454313,-0.8494127259322168,0.3977874825559628,0.30611528293593065,-0.2081834689022319,-0.07459768024663606,-0.7826075906229742,-17.692006356135572,-0.4035651471305918,-0.6277390062685209,-0.11497817201659566,0.2360968861582636,-0.6003199534867004,-1.1364863621598178,-2.0452284024278127,-34.77943180569164,-0.4190230660807834,-1.091498045773363,-0.6669869407353045,0.4311739561960188,-0.8194603704692951,-1.6017099281128435,3.286688201256277,-14.265206088650164,-0.3230382241941299,-0.642967644018772,-0.3558866233862602,-0.04110152017522798,-0.4406974697994524,-0.13218467488264501,-0.0037735539671999493,-0.001106378851364642,-0.05828643478905953,-0.06723542038525013,-1.395440264044543,1.165140745101489,-0.11008008517603221,-3.3774896243391703,0.0013472251114752185,2.496953662460868
142,5903.846251033144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5414834479834214,0.0,-0.7674684388234556,-0.8496036886106917,0.397813295752489,0.30602010821979375,-0.20833150441456671,-0.07475646145379147,-0.7824114048501494,-18.463072908584984,-0.40359049959540616,-0.6278524162290224,-0.11496611185913705,0.23607318956321705,-0.6002591155214512,-1.136580608375364,-2.0446445140958156,-38.46247055815799,-0.41895909029638795,-1.093008212358741,-0.6652083315493406,0.43065626139540086,-0.8185406871406232,-1.596859844487594,3.287253729372411,-14.453033699353512,-0.3228280889964209,-0.6427617903106826,-0.35615146695917566,-0.040980382905987406,-0.44070394003160335,-0.13201185891733194,-0.00377385526818683,-0.001106521256943358,-0.05434636547292221,-0.06596338732363466,0.18754682065891326,1.3155372778959329,-0.1143794022040569,-3.5258362535731607,0.0267544898440298,2.5481411060922365
143,5903.747331649058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5417271107569097,0.0,-0.7674923684777992,-0.8498528717516067,0.3978656681206287,0.30589635755569256,-0.2084438650134372,-0.0748959621610789,-0.7822934086529373,-19.18152667929071,-0.40359058504948586,-0.627853090551324,-0.1149573825641025,0.2360193010533091,-0.6002330551542039,-1.1366335807245387,-2.0441277776834017,-41.85645619532031,-0.41898591039356137,-1.094725561721851,-0.6635538215686541,0.4301801001721488,-0.8176287887822669,-1.5911491246733669,3.287786206753406,-14.622314533555684,-0.32256845948550866,-0.6425758382094912,-0.35636457398062454,-0.04083385410447727,-0.44068257887317613,-0.13185091676774557,-0.0037742864968759227,-0.0011066809551877246,-0.05096698952195134,-0.06478139809747044,1.7475863281611586,1.4522551986402539,-0.11798023323912114,-3.677545401113698,0.050945368892104534,2.59644864892508
144,5903.70472719001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5418913522659587,0.0,-0.7675206966774394,-0.8499174204495722,0.3978984627007906,0.30583085525906467,-0.20841444423554645,-0.07489520564968977,-0.7822637569939508,-19.037348050997736,-0.40356721980498494,-0.6277763898240586,-0.11495776291385372,0.23597996576702324,-0.6002689244081205,-1.1366139502497643,-2.0442217550496666,-41.09324884340246,-0.41907594575672147,-1.095132441083527,-0.6636857979254572,0.43020904714058716,-0.8174868521595137,-1.589168060484778,3.2878434970450527,-14.574761344707369,-0.3225050334987054,-0.6425961014054513,-0.35633765787082283,-0.04081489577286045,-0.4406749716794894,-0.13185212873113342,-0.003774889545005002,-0.001106855250837285,-0.05230442415105751,-0.06503388865217252,1.6286543467434778,1.416768493976802,-0.11596651408047373,-3.6914027913129113,0.04755760324366829,2.587959320403492
145,5903.674246048171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.541939159260294,0.0,-0.7675428993093224,-0.8499750659891151,0.39791612140725224,0.3058107543078727,-0.2084554875518266,-0.07492720288299423,-0.7822471375330676,-19.264525015950934,-0.4035770145067001,-0.6277916695033524,-0.11495416486080359,0.23598635049891428,-0.6002536743062534,-1.136619608118575,-2.0441621364721945,-42.175067451831225,-0.4190853212785319,-1.0954501509239642,-0.6633484412352741,0.43008670210911865,-0.8173578919906924,-1.588184952516621,3.28800125632803,-14.630449432622296,-0.3224634552874994,-0.6425464227569893,-0.356397396402888,-0.040788416092294145,-0.44067187718634127,-0.1318076447812618,-0.0037748182674012766,-0.0011068445864770267,-0.05113154814893553,-0.06466191996502366,2.0958293475348455,1.4612652527106207,-0.11745218137919264,-3.7199679635794234,0.054852343593376776,2.6029578144807797
146,5903.615127432328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.542326710364482,0.0,-0.7676885277522083,-0.8502831249431952,0.3980353712698622,0.30565817236028126,-0.20859590372909015,-0.0750561053054159,-0.7821417909618675,-20.068282205377052,-0.40359656013063727,-0.6277832039233907,-0.11493870637110147,0.23598578425528116,-0.6002287153126677,-1.1366190453574925,-2.044166126804882,-45.907641578240614,-0.4192405487464861,-1.0970771477224406,-0.6622622362338862,0.4296109663364548,-0.8167752182721169,-1.5821802678333363,3.2887561061187522,-14.813288156385475,-0.32224434534339785,-0.6423700454234641,-0.35661749453722347,-0.04067688097963804,-0.4406566118429777,-0.13162417738189697,-0.003775166143061054,-0.0011069885401509207,-0.04767491125098177,-0.06337190716935544,3.9607700710816287,1.6103206079121308,-0.12169107434777043,-3.841976804127665,0.08193996326965981,2.657096221808733
147,5903.5673250549735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.542365345774597,0.0,-0.7677003801895452,-0.8502636050505461,0.3980469743149454,0.30565715741748345,-0.20854532932085268,-0.0750216527114142,-0.7821469130020381,-19.82571668553363,-0.40357995447663164,-0.6277408384136732,-0.1149401298533,0.23597555271576995,-0.6002622367489027,-1.1366095415719892,-2.0443086474775267,-44.71695648759352,-0.4192964808039611,-1.0968972966178678,-0.6627425325504436,0.4297285662612304,-0.8169299537664735,-1.5824468845032371,3.288666934660026,-14.748698505298917,-0.3222742328095789,-0.6424353559736509,-0.35655416090850606,-0.04070320846761353,-0.440658510179215,-0.13167205167553037,-0.0037754622565246555,-0.0011070649928416924,-0.04917215197062284,-0.06378012252577915,3.5403125492240983,1.5598174303773253,-0.1197888375432519,-3.8119687841713557,0.07453633818340304,2.6414349435026026
148,5903.546630545004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.542648759457785,0.0,-0.7678562935817934,-0.8504803812120905,0.3981714914300893,0.30560175903535214,-0.20860775256517153,-0.0750663885599245,-0.7821766998248288,-20.434549892109633,-0.4036009276919793,-0.6277187653700192,-0.11492319472191273,0.23600571585515784,-0.6002535686439929,-1.1366001584235146,-2.0446082889644503,-47.5296454300341,-0.4195207392975605,-1.0975610401684635,-0.6625552171771751,0.4294346520757939,-0.8169920174627974,-1.579658914905195,3.289172062828778,-14.887547279992129,-0.3222015786061454,-0.6423679618609733,-0.3566685039791655,-0.0406685365250475,-0.4406400043382983,-0.1315821449319808,-0.0037752335300093344,-0.0011070103037824064,-0.046535326341809444,-0.06281738288122146,4.962452089013572,1.6732397593386752,-0.12380284573806838,-3.849457376003165,0.09427953066620952,2.6822687496057367
149,5903.502036397628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5426774518079687,0.0,-0.7678628197945083,-0.8504601514944314,0.39818287062244223,0.3056095980068787,-0.20855266907054376,-0.07503059298230569,-0.7821861428633022,-20.20845233782505,-0.40358291418487996,-0.627677638816035,-0.11492444994488152,0.23599457017135023,-0.6002883800128629,-1.1365985973141235,-2.0447095710678256,-46.42400254845072,-0.41957852905722015,-1.0973694829192386,-0.663004244722807,0.4295446844484123,-0.817155246099264,-1.5800413729745462,3.289069344185633,-14.82793686158767,-0.3222328750233617,-0.6424359043746237,-0.35660617191859634,-0.04069380351852386,-0.44064060588810855,-0.13163447479117982,-0.0037755091143438645,-0.0011070791332981114,-0.04790111886420272,-0.06319590790918084,4.561211375955675,1.6265657413505892,-0.12209615969590541,-3.819540825264495,0.08729215134029114,2.667657855548709
