Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed
14,7507.140158388128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.347345710714112,0.0,-0.14813146629574309,-0.5870539234940696,1.1183744164014868,1.85408999897743,1.3134153391124568,1.477053546085422,0.6125636451845697,-1.6209025446060936,-1.4964439623751022,-3.675316499482145,-0.3700453371777153,-1.0147359813219734,-2.509410370141589,-9.031298490123039,-0.7080526084519886,-1.5376524636887376,-0.32945366345209853,-1.4625753544804119,-0.2913537220532758,-0.03965133727633058,-0.4596516556508474,-1.0116484490536868,4.445492730551075,-3.1072196572570134,-1.4380793509245613,-1.2032878856386642,-0.6745586019636951,-0.8992268823232141,-1.2414400404213315,-1.267359283547383,-0.003978838960606993,-0.0013761820519343792,-0.19764984125066778,-0.11342271596168425,-0.14775412531869037,-0.6328014624116474,0.0783571146496741,0.02142803186710425,-0.6922928410322318,2.824321485562431
15,7307.812536886991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.140473213758517,0.0,-0.26977342601054355,-0.3672344749599743,0.9594093186981194,1.8378312270744233,1.2163594769022466,1.6742887010239935,0.13637070458118367,-2.0624461721957945,-1.2955113527799262,-3.835891245434009,-0.7365151751704047,-1.0006963830248026,-2.0360983235723196,-10.898429907336396,-0.5564495438404065,-1.9218282156622322,-0.5355800599336491,-1.3184138097872433,-0.3392409537852217,-0.03585436707706454,-0.6904155476551062,-1.0784443036748663,4.223416260196227,-3.9054321827584983,-1.105834407517138,-1.2653874146077124,-0.7865206391406485,-0.9454957670996521,-1.171243736724903,-1.0256143203874293,-0.0037594584473297707,-0.0010726393742077837,-0.20111416945983698,-0.09866510169364373,-0.19622129032518243,-0.4999031951573075,-0.0873249001539389,0.03375665693920041,-0.8187560018622766,3.103153911500467
16,7069.194093244109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9167840415644295,0.0,0.044728976085540384,-0.444664570457406,0.7482286531489264,1.7174509290599382,0.9858808892367166,1.3601923450671287,-0.147652717543377,-2.6569822115648116,-0.8720484764180123,-3.5254549091238228,-0.39650355776202045,-0.7641539664532081,-0.9823025131762564,-13.137824378492473,-0.5846126605180211,-2.4355337020265484,-0.5005117885478633,-1.2315477599813804,-0.26061392805422134,-0.07693402336722395,-0.8431920718584174,-1.1041105271072749,4.073970103549969,-4.971955046761575,-1.2727071151406673,-1.0437455455148161,-0.6848174803840852,-0.658005359491797,-0.6646862944087538,-0.7623292403724331,-0.004005039949211263,-0.0011644821130690442,-0.20473426986174292,-0.08874021871120591,-0.2609876048983161,-0.7031249194959127,0.06844536150123706,0.05007338469391995,-1.0006722212939838,3.4519660939935304
17,6941.400980357401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.68136546148151,0.0,0.003749907757674087,-0.5110430924572787,0.6686322155458643,1.4351703233881394,0.9120205231342974,0.950882794561938,-0.4719314271316447,-3.005416489304311,-1.1992568579958816,-2.817466015497107,-0.2587106438815329,-0.5844292476826246,-0.918691067929446,-14.140906543956934,-0.9275604911053705,-2.728395508962447,-0.250617191089586,-1.355673722151279,-0.2516797575191398,-0.13533561870551922,-0.5544278306720141,-1.0945484496691669,3.756136737993937,-5.580964051070711,-1.1852302339711736,-1.0551693184658544,-0.4370600318678073,-0.2973875819764813,-0.7813294669957289,-0.762871120213524,-0.003954105676997091,-0.001014627797258911,-0.20111031481196104,-0.07821583225632137,-0.30129547447123745,-0.7927262309497091,0.08907010664389448,0.058892304187271975,-1.0529381377356857,3.5843576117409133
18,6842.255133496057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.487219250242445,0.0,-0.14532184224193778,-0.5763689910781777,0.7363307570230481,1.3405047432242043,0.6653869714962842,0.7028886642718107,-0.3795527654346712,-3.2733610222421072,-1.076498430698417,-1.8959837765714305,-0.3270009034946283,-0.6455335470090265,-1.178018544269767,-14.575415825413012,-1.267970112211303,-2.931761685791503,-0.18479247127917228,-1.5644042946579793,0.05175690159272367,0.08964212727459725,-0.46084178562181793,-1.0474886606295206,3.6176570064537548,-6.026698821677229,-1.0810325978383812,-0.998110584045992,-0.40906576102471126,-0.32241791161204586,-0.5193111952892291,-0.9365502534505808,-0.004147296971792834,-0.0010824332901846537,-0.19577633952879195,-0.07698131341808853,-0.3337137060126608,-0.6335506156167683,-0.023571589172896035,0.06246587763854686,-1.0793887755270222,3.6096539916642527
19,6795.284654909479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3980581587095187,0.0,-0.059869870650336734,-0.6508681438798773,0.6713546111158586,1.2685044348455836,0.5692899560794669,0.6293234277671869,-0.2766508708202454,-3.4474914761537643,-0.8897750533024374,-1.276589898279097,-0.40611942290162695,-0.9739356372036072,-1.1404134203365088,-14.394350198037397,-1.232197232224147,-3.029610046465713,-0.344648774131432,-1.6370967045130163,0.02848494870432542,0.2884054898583811,-0.4197898027620607,-0.9370112190893123,3.7405222983313444,-6.291242735308271,-1.0400336604588944,-0.9280278676689824,-0.3658143661915558,-0.3456094183360147,-0.9353549128689036,-0.8834426884922967,-0.004314743209925895,-0.0011847210684076204,-0.19528762652499476,-0.07742157049940672,-0.3525405593614162,-0.6718575630120175,0.028220475289482523,0.061300574881528874,-1.0124697369260054,3.5233759390828183
20,6719.383246027106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1319128566296626,0.0,-0.12200396096131959,-0.6507283043943376,0.51191408864005,0.8702676910437319,0.5308701005927278,0.5876788258827578,-0.4209355850266044,-3.8301222814474563,-0.9996029081300829,-0.7126124237602018,-0.13766869431694095,-1.201124102469126,-1.3281552887016415,-13.066871044984499,-0.8329983741075351,-3.189578945935046,-0.2789770253196258,-1.5802738426875458,-0.6469109774646441,0.26657158105058043,-0.4730301592119055,-0.5646335948169223,4.041125634034402,-6.830057522665514,-1.0160875979345756,-0.9250521233035126,-0.7032239254197755,-0.7193740108023604,-0.7357301778135351,-0.8616228339703195,-0.0043745155461253,-0.0012043699555560454,-0.19957196493434648,-0.07597155617463242,-0.39396550571274747,-0.7503210071406791,0.11447691649625266,0.05196233180820378,-0.6506430668847915,3.09094034777713
21,6596.835100289405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6749407556220137,0.0,-0.7682190751977784,-0.5909005394914085,0.049091948267219854,-0.5167906714977784,-0.339297786452763,-0.28702648983718737,-0.3140451355484674,-6.136866665830839,-0.07683609043068385,-1.3219562489497705,-0.20276583644658452,-0.3544309271988748,-1.4385983643318867,-2.8499802027573313,-0.845435231028467,-4.038614332281071,-0.6924728666386946,-1.4386162875223132,-0.35636033006846574,-2.3189683014760285,-0.47910436755569535,0.6798268690215006,4.81979240869715,-9.988926070773301,-1.1931465033234463,-2.0436086743304567,-0.8361365311332287,0.03830052834835318,-0.7089173655714465,-1.1243671582259638,-0.0055553233202621614,-0.001878094468439064,-0.17886098549639803,-0.08963584712034886,-0.6504364338465048,-0.12209820719627906,-0.15222254453466474,-0.03467528420470764,1.6642839756032841,-0.0645309268300589
22,6518.425589756152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6331965347313897,0.0,-0.6839640002523737,-0.7096512678554234,0.08242675467465334,-0.480337166219989,-0.44551004579034326,-0.3876047473618156,-0.22062184924043832,-6.415313187427181,-0.3177837193246702,-1.4518288655773632,-0.2421373968757807,-0.11551863529519021,-1.3383898067858473,-1.5180139795849261,-0.9480397436811804,-4.1233317047453815,-0.697607483238415,-1.4271346892376857,-0.2542661335472677,-2.366218719394757,-0.48631210501619837,0.37768088253996024,4.696132961672446,-10.358410679348435,-0.9922059813889644,-1.781012018552672,-0.8107179728768282,-0.15042048117444998,-0.693121049224704,-0.8208155247041118,-0.005728716437423206,-0.001954597276835297,-0.17409748301588718,-0.09022683554280377,-0.6786583450790082,-0.061037793500540304,-0.1747939884617053,-0.047921993599846655,1.8076648033197418,-0.2662482698150433
23,6460.949321243865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.741279208211354,0.0,-0.942421078282632,-0.5391670372888875,0.1705966046565669,-0.2588342026857351,-0.05127570416379401,-0.3270404829833874,-0.35619476927616534,-6.652445242119219,-0.26669808321693983,-1.4637834323009928,-0.1857931690362991,0.07251117755383915,-1.0892893299069557,-0.5796556443144582,-1.1545665812421253,-4.134909014806073,-0.4271400763594917,-1.2935300481413385,-0.28022350182211403,-1.845243171437121,-0.8093319834282151,0.3657717099669405,4.367250030118133,-10.606591657221415,-0.6907394276939083,-1.537857365682708,-0.7334142325892464,0.24378441825700162,-0.6300723163684855,-0.8410970105293216,-0.005865949653895099,-0.0020173785893710054,-0.16922353900032877,-0.08787078790487868,-0.6945700335562662,-0.130261166841584,-0.10251188376831659,-0.07173276070145256,1.2857536153761293,0.4079998181378885
24,6413.078553716363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.740193575871,0.0,-0.41876253997081103,-0.44450312811244963,-0.25194486807151434,0.0656506375817103,-0.5847974888183726,0.29972203489524096,-0.8054105522533961,-6.949402907054241,-0.11653267414323273,-1.469440281518583,0.05380495416900494,0.7297388113293737,-1.2221282015474813,-0.3654868232269578,-1.5813755657765705,-4.064463734141145,-0.29832130630485204,-0.8856634274937439,-0.3307980593245329,-1.0400983150295264,-0.3681369573060263,0.6668962178151054,3.9337797213539587,-10.818712023759199,-0.4188799438026297,-1.3436782346434737,-0.6304838155834351,0.5875682467387741,-0.5301750777476857,-0.6037741822894099,-0.005770507280197905,-0.0019295470815640162,-0.16758998104241798,-0.08091003442827532,-0.7070622751141694,-0.11276299179721101,-0.12640483068349745,-0.11820270883723696,0.3785339763066172,1.6061556622788649
25,6324.2641345594375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8568447318433603,0.0,-0.6400528924860331,-0.3851262545101303,-0.12786167733432102,-0.10765512070970482,-0.165707326642835,0.1315162728352784,-1.056879172379869,-7.227116661014539,-0.1186700884851571,-1.4139334322380872,0.046745037251336,0.8402385663856666,-0.7440306863363834,-1.4697052101823398,-2.165450777203802,-3.907154427903922,-0.5374635934861529,-0.5761814515210826,-0.10819180142623405,-0.5010736024789827,0.5103958704017533,1.1009486524970253,3.4259928948586937,-10.899524406101893,-0.2800686238026029,-0.926852723976163,-0.44426818372563825,0.31510750954106925,-0.15683488087815034,0.11872879616874354,-0.005625054492623441,-0.0018272341449253467,-0.16112098860989554,-0.07766593472020616,-0.7061411795382172,-0.18263042453764175,-0.08394911610727493,-0.17769779188800294,-0.18907957155025035,2.3240395642664424
26,6284.176609991171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87878985075885,0.0,-0.60382180974377,-0.530896540294597,0.04849025095302284,-0.13097691138430909,-0.4141852409388091,0.04955522041836666,-0.9409655041946123,-7.342084452709458,-0.3276427708894268,-1.3525298974843476,0.12545326175031668,0.6823509206571684,-0.3708303459789002,-2.220099639376615,-2.3083407960056705,-3.8242367796308767,-0.19648257779380518,-0.5740563696095242,-0.16099587354576222,-0.2886245067325711,0.2557967018380826,0.9990666341051442,3.240637374086337,-10.900310127849668,0.05829137024359449,-0.938841424602149,-0.44291013796850287,0.45787906587097865,-0.13048081559468283,0.13493032215252604,-0.005602900455492596,-0.00184999775385901,-0.15400125862008074,-0.08125525067062454,-0.7010905182059751,-0.07972064101867474,-0.14107615863565642,-0.2046998821467675,-0.21037985722453184,2.297533186106447
27,6244.731471084043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7588758217807463,0.0,-0.6403500075841533,-0.5996265914706909,-0.11422414531434452,-0.1648337963829222,-0.406251529579071,-0.20121492058490167,-0.8695721107378831,-7.469451042561495,-0.26262386366646806,-1.1832423825401486,-0.022498232422564185,1.0416647927716653,-0.6374234882457602,-3.0731916997335698,-2.200915649770411,-3.728344344188289,-0.0627069440006583,-0.3592775141516594,-0.19722391803485276,-0.07624380400989167,-0.39571162756777484,0.3954985459723718,3.1192753397596404,-10.889910833996993,0.12836584317151697,-0.574319444861056,-0.37452033417635416,0.6077660072496708,-0.25881509684175896,-0.022693181781202693,-0.0054764184546517,-0.001790325312146108,-0.1508173671492763,-0.08126497057936061,-0.6937546734036505,-0.3379635001917113,0.054994976417594765,-0.2325268845345332,-0.05892881229739513,2.0902662763432023
28,6225.6543459631475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7532606576859016,0.0,-0.8755797556053977,-0.4084651909851491,0.00813308282103413,0.03870034428811692,-0.5687400847518932,-0.1909974436104021,-0.9506917607554558,-7.561112649357764,-0.24902150190394104,-0.968043547535053,0.12677702398946097,0.8416119433744613,-0.6821623982256286,-3.2897001908136256,-2.129266047495454,-3.678405208458189,-0.1355372663716137,-0.05920182987516759,-0.21445828125437413,-0.15814544916282144,-0.4238674640214744,-0.3415540718642097,3.142902251611182,-10.892953355589633,-0.03145387725196089,-0.638156128206022,-0.323808953085649,0.6525902860229622,-0.25897625292724186,-0.06610862176258397,-0.005415037213467547,-0.001763609451940863,-0.15061413696904657,-0.07988562044912809,-0.6946515554367355,-0.4519436919879923,0.13437576180672714,-0.2498054110767749,-0.06728263796923854,2.1104279296587363
