Iteration,LL,asc_carD,b_carD_age_gr_under25,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under25,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under25,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under25,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under25,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed
10,7439.5569034674345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7280939498842014,0.2714109096212809,-1.312948416184315,-0.5867859363259739,-0.8931095941956085,-0.23911227584197434,-0.7765988684834707,-0.31173834210025286,0.0,-0.48514526407811154,0.07386038719058181,-0.22502693706852833,-0.24691008491638988,-0.20558516992650377,0.130606938236748,-0.3979448343563832,-0.33930975686586107,0.0,-1.3399019679122244,0.0,-0.4334149213779108,-0.2912292646248754,-0.6212858005942492,-0.10484952442159831,-0.39531527908281555,-0.20353560311274463,0.0,2.982465059691503,-0.020760039968582826,0.6621307563164986,0.26488627425732153,0.6552483046169257,0.0,0.0,0.0,0.48593357734945025,-0.009692099583290597,-0.0033740254784536054,-0.2916594508144168,-0.1522154478106124,-0.010032738950524568,-0.39742549566267793,0.242965120281524,0.014494086291988499,0.9832553502994035,1.081407491368049
11,7402.972583784361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.775691365708993,0.388092096244744,-1.3523940908859375,-0.6306745263543935,-0.7899669260557912,-0.2100571421224016,-0.7764724827112504,-0.31980815113222616,0.0,-0.4944797949764614,0.10269761918699945,-0.24247400301997518,-0.2821932689429292,-0.21536560919958334,0.1603814412931839,-0.4455291610450709,-0.41522127699506717,0.0,-1.3560581939469012,0.0,-0.3955054941276536,-0.3019442203347176,-0.5869428443644068,-0.08343087182245822,-0.3959532004261453,-0.2255045051113392,0.0,3.0502177897366622,-0.06165440714552917,0.5937396829937988,0.20562659351531024,0.6114323604662973,0.0,0.0,0.0,0.4410736032296888,-0.0096454066477904,-0.003349761515277232,-0.29833678588561025,-0.1503591354169724,-0.012690156344197507,-0.33683487049064736,0.12125909473351575,0.015267344042669313,1.0019870668196682,1.0897425834953152
12,7368.911661580574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8262240880267053,0.5304082283167514,-1.3825822101866416,-0.6784584719356042,-0.6711616680540587,-0.170558722718573,-0.769612720860982,-0.3346125167905912,0.0,-0.42813123259673885,0.14730827602493418,-0.23291957870656183,-0.30968065065123207,-0.1804222300101759,0.189177062964701,-0.46474620023562613,-0.5059585704581687,0.0,-1.4577354585170672,0.0,-0.42864921994839283,-0.3276233017906378,-0.6161083863140708,-0.06687129889430864,-0.42643892819504303,-0.26377758644536253,0.0,3.0858203625429743,-0.12021182062273932,0.5496906395298589,0.13067952322658502,0.578272701378685,0.0,0.0,0.0,0.41577350318751244,-0.009686152635590016,-0.0033839058215258677,-0.30190960914351683,-0.14782956292565494,-0.012984693895204654,-0.23956189771221353,-0.10144323145413588,0.017130037042849666,1.0494544238352967,1.0751378633986213
13,7306.377516033274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0390429490890023,1.1909729660955999,-1.4658709840306627,-0.8837829535664035,-0.12238100787284245,0.027935759069868255,-0.7137359398404026,-0.4191120775765889,0.0,0.07913722615239976,0.3726005942573513,-0.11164483199196926,-0.3831097651743598,0.045795879434159664,0.29601422609385203,-0.45148445687283806,-0.9266054992604802,0.0,-1.4836192469574412,0.0,-0.5589262703350724,-0.36907433655014427,-0.7606399489646519,0.11757502347629457,-0.5226888632695063,-0.41677996141028395,0.0,3.2028890828985475,-0.40738047955632795,0.45833026677767064,-0.23609219022128594,0.7615923970753405,0.0,0.0,0.0,0.4787916486566586,-0.010205024945399249,-0.003695900116847978,-0.28696238340453145,-0.15345912349288812,-0.005588212815594286,-0.16548810334657432,-0.06601569642105361,0.0204823799443496,1.0785944345606473,0.9828635092452339
14,7243.676934671808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.285165526385248,1.7952569305487596,-1.3558085591497993,-1.0245077929439375,0.27634332725563737,0.27719306084720186,-0.6043278412580622,-0.5974295079962431,0.0,-0.042697383304509215,0.5794962767717612,-0.3888381981203609,-0.4904305515865932,-0.24100965044035902,0.04868567272786073,-0.46252534099151016,-1.4022889055072787,0.0,-1.419423858949613,0.0,-0.9325212987299574,-0.44080064782563316,-1.046575593187703,0.31794075227273044,-0.6393144128258098,-0.5966005540394714,0.0,3.036561528871472,-0.7324770832983525,0.46434176346212463,-0.4393963738458285,0.8740835650315824,0.0,0.0,0.0,0.6050339910563747,-0.009852587157707524,-0.003443305383231382,-0.2653355012080095,-0.14871393933133778,0.023148541645445886,-0.19124922291633872,-0.05186440638432604,0.026738192035727852,1.2391852855803183,0.7634975861335279
15,7095.849926000339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9669386543681946,2.4312755800263943,-0.31901048630423956,-1.0279447304807146,0.5178524717944765,0.8798841259295344,-0.1728241183143142,-1.2897150110019613,0.0,0.06791905515569388,1.0438228162463645,-0.342225338288637,-0.7949461993838236,-0.10596725770161317,-0.42321554384762816,-0.4876992921397117,-2.522184718059568,0.0,-0.9147176090584028,0.0,-1.3985584823996258,-0.8198278766892784,-1.124620084454191,0.49728355082118636,-0.5917550776200907,-0.98814263693549,0.0,3.4780482388477294,-1.1557719849259476,0.0028185627737830066,0.15597534599511864,0.23871516898102718,0.0,0.0,0.0,0.7197807153730578,-0.009531515507809203,-0.00333911542429548,-0.2714285053071313,-0.13671377767707954,0.133845387543268,-0.14473254386632803,-0.10007266558572377,0.05746024769404495,1.902324255661585,-0.018053363413140455
16,7073.285385980136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.781004384958672,3.134197808823497,1.0649010303280744,-0.8720650859689111,0.7340302889857425,1.5623977266058884,0.40281607898903127,-2.1436675626101955,0.0,0.1507103815677106,1.493119814444803,-0.2588786141599431,-1.0486941535337648,-0.05659906476631909,-0.6981578660865722,-0.7584306564383687,-3.992558469312219,0.0,-0.5543055427476482,0.0,-1.7255220498539818,-1.330647223275261,-1.128665652662329,0.41642019932879415,-0.4812855788571459,-1.4733542662450314,0.0,4.150642770900701,-1.461350414882804,-0.278378105380605,0.13992249402538195,-0.3419954981799882,0.0,0.0,0.0,0.12088290068019958,-0.00882204893313865,-0.003089034062991292,-0.2663087116021359,-0.11268665406071321,0.2947415816249953,-0.2889376007033916,-0.013722714286246288,0.1150940013774846,3.418876510417049,-1.8777682046161406
17,6889.709901065807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.027871343618142,3.378037017395244,1.8938373455732562,-0.03417399366194862,0.3836061737491546,1.5169926321669496,0.9341280423462188,-2.68013594333002,0.0,0.05163938265221449,1.4770009429933535,-0.0896927173846011,-1.0348844302773108,-0.2338236450885066,-0.5384404677772814,-1.160990614451433,-5.326863321453002,0.0,-0.7044635355631125,0.0,-1.5948608619713815,-1.7992644872538461,-1.0983845552099156,0.027776994316067005,-0.5120882922104256,-1.8876810438858724,0.0,4.46002701714019,-1.0160962592075895,-0.5440996999048758,-0.7579715372603897,-0.20393812193469943,0.0,0.0,0.0,-0.5235463151486446,-0.008433065409113195,-0.00282915188088261,-0.24557599943858682,-0.10926562719613184,0.4948588080331273,-0.015595365164188912,-0.25374079452884607,0.22345729116026825,2.9892611980881147,-1.3306224990258633
18,6719.179460577894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.780542887789568,3.586678710128602,1.480987546925732,0.8369909211103683,0.33883099626117247,1.306271122846915,0.6454543896205699,-2.6659496365680435,0.0,-0.0463986324774214,1.4453357185209301,-0.20705146870130214,-0.9436443785792243,-0.20274082559854226,-0.2511222924974731,-1.2900504765331184,-6.083288257487306,0.0,-0.9017680554208408,0.0,-1.2703784277820336,-2.027203584539661,-0.9422490968531069,-0.1474445830844805,-0.6293622955878594,-2.097226751758739,0.0,4.535975618797904,-0.7968866582610761,-0.5194963668143409,-1.0509685492834548,-0.615357697461403,0.0,0.0,0.0,-0.33405379190945167,-0.007961297504607908,-0.002631918013898949,-0.23387777704406984,-0.10362494431766997,0.6307170976682763,0.06125771341664882,-0.33908054184858205,0.28598810033567124,2.8952421646008815,-1.2104418235039494
19,6631.642609763423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.566511054365268,3.4844717283150595,1.1695516368795253,1.1078019162024804,0.5762448150989969,1.1318183272860685,0.053962936506493975,-2.4062883093809218,0.0,-0.17127225846456823,1.4338978772423963,-0.29993830177039693,-0.9221820200791305,-0.22691615125374326,7.22566989495188E-4,-1.1254189654676823,-6.453063769427066,0.0,-1.253082007045169,0.0,-0.9932093341345206,-2.070721193038738,-0.8951874869389901,-0.15162915069881672,-0.7106350394384372,-2.1700023560859094,0.0,4.485532479991965,-0.8419317802699811,-0.8734147766053741,-0.6445829878880678,-0.2939708803177455,0.0,0.0,0.0,-0.7355283253060452,-0.0076988627888835825,-0.002512929918390868,-0.21638887291348832,-0.09948487883106623,0.7189789212794226,0.09848038949308965,-0.3860926156595344,0.31262657614428585,2.819439360799779,-1.1326139284290808
20,6565.373343464053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.464920744502988,3.0426720127920857,1.1922078108870893,0.4950892708097072,0.955747366741134,0.8656612084640564,-0.40144714017789457,-1.8993006504788181,0.0,-0.3970348642025827,1.4076414489909996,-0.3383359610626566,-0.9622905150734206,-0.059975308975813546,0.19043114334647096,-0.9881521356060537,-6.556108135923871,0.0,-1.559822048342745,0.0,-0.7218445134410247,-1.8663666567574335,-0.6207030886486999,0.07089847505381228,-0.6618750467775665,-2.0963996473134943,0.0,4.402768373011897,-1.1323926462985727,-0.3306741779358161,-0.5150746139820988,-0.39480498774524525,0.0,0.0,0.0,-0.9947810093665799,-0.007555060404628308,-0.002422508811209118,-0.2175638752822865,-0.09827369944839144,0.7813804981694171,0.15465478406311672,-0.4399015309286898,0.3087845366526642,2.636568569277218,-0.8769802639155303
21,6487.650865048151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.21200111545268,2.462102690310615,0.9371507644803976,-0.7969187003254925,1.1674775908286026,0.5015626866545377,-0.3236373874545785,-1.0124804648701553,0.0,-0.7961879597420451,1.113259696272737,0.00973445512914417,-1.0039505203193109,-0.03470415170042313,0.3569304683447383,-1.1439542079489415,-6.405973561737516,0.0,-2.2037814975101693,0.0,-0.46811938553466026,-1.4149380742363484,-0.3834766422071171,0.39042113393188294,-0.5632172549455445,-1.8850523421220688,0.0,4.24838099233472,-1.2039025875177487,-0.6056657377485329,-0.5630256600483278,-0.40362402171227024,0.0,0.0,0.0,-0.5530290925769676,-0.0072966827138351295,-0.0022503262075210606,-0.20141140973436397,-0.09379677191127751,0.8394848864840916,0.11674484291831003,-0.4226127525300694,0.2687211473338801,2.580071559823468,-0.8062598163622683
22,6423.95109933945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7261358134203717,2.072156279879624,0.15140696393006559,-1.7696810115309471,0.8592944809923475,0.7133811602599096,0.15882083161448624,-0.3733106942155865,0.0,-0.8504401113233595,1.1358649479755847,-0.19173037299533113,-0.9230022518715935,0.12399515965397881,0.0845524393067546,-0.9431977925513956,-6.095427619241743,0.0,-2.515971998173722,0.0,-0.37816520936555276,-0.9971147743139646,-0.27627957693641997,0.6493747945409134,-0.33823317309724765,-1.6491006831772044,0.0,4.3755492793303,-1.3305023101470392,-0.7402180477534461,-0.6596728873387748,-0.4646626111498555,0.0,0.0,0.0,-0.695355032810183,-0.00702631815823178,-0.002176793586753486,-0.1949432749521963,-0.09185690978469681,0.8655967663466543,0.12287348057286905,-0.4301695584294232,0.19818883278970936,2.468973864594145,-0.6770607574413406
23,6393.153161078051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.478747782673242,1.621278891649455,-0.115695083814507,-2.1622865521519774,0.7850031615944721,1.189281375202433,0.05565741857904649,-0.3585856544171819,0.0,-0.6581828562080791,1.2328337310943505,-0.35534015088463455,-0.9109485410981183,-0.11202247699514145,0.2376847614757387,-1.0336584976392413,-5.8380934947853955,0.0,-2.5965075035006957,0.0,-0.3699061932348332,-0.8349264638605618,-0.34243777701153494,0.6995119066602187,-0.24249486940722692,-1.496745480088776,0.0,4.426369447684042,-1.3415882233313556,-0.8290509743504829,-0.7871788927391599,-0.5420955272008359,0.0,0.0,0.0,-0.6139937272577944,-0.0069486948161518805,-0.002154645489284559,-0.18998989699278046,-0.09197642135749864,0.8590417463913635,0.1383949176584074,-0.4342085013471137,0.12490318889874034,2.369388355336501,-0.5683618493334781
24,6364.2886628360275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.780115101460878,1.5047280876403335,-0.8982451261007655,-2.3981673333577658,0.6450767691440003,0.6834101372565357,0.10391196814506089,-0.9043153395756516,0.0,-0.32142535620964424,0.9629640342192136,-0.09771925527162961,-1.487308266199518,-0.729518971044539,0.6549563854569551,-1.5047544399029478,-4.587344988404597,0.0,-2.1756680301691285,0.0,-0.5806170109476047,-0.8867746568966176,-0.80756654182386,0.8867019552766193,-0.42342121511156827,-0.9946370569072857,0.0,4.438119099889018,-1.531976522069018,-0.5398156318808545,-0.5961740388865678,-0.6472693740480657,0.0,0.0,0.0,-0.8662138368488738,-0.006606739562496386,-0.002049631894719216,-0.18264115520888197,-0.0929666666831436,0.7515970366043605,0.22115537494327903,-0.45229621369592304,-0.26670375846093913,2.0979594431423623,-0.2733788144421065
25,6262.262250916638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.071236638617373,1.4869452012000184,-1.018486266830603,-2.3781714977740935,0.5186467723652138,-0.2001728700391191,-0.6346793841152112,-1.4834805694038347,0.0,-0.26090575907855684,0.6321798739343545,-0.7481974410185269,-2.0154763830862152,-0.402456473800497,0.4416791253864203,-1.5338629045823124,-2.6505965055499834,0.0,-1.8543411317109793,0.0,-0.5945450897945895,-1.1851633322980706,-1.2396795886752872,1.0088822370413175,-0.8415506328333513,-0.3835455493481936,0.0,4.571560441621665,-1.3686093018833014,-0.8086021764722751,-1.1594880607035853,-0.6241378853088251,0.0,0.0,0.0,-0.7636338730847703,-0.0059491387370655974,-0.001835911285223987,-0.16198430063578284,-0.09327958114992177,0.5462361569813715,0.22477661722070003,-0.38975231587800496,-0.8942313325617737,1.7190548483187056,0.13976226303030637
26,6205.333175405107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.101580908624189,2.1601903129936804,-0.8427724293918145,-0.6980800557145719,0.4092731267471717,-0.007285466935346291,-1.0228084173762757,-0.7627566813207217,0.0,-0.5790857353723409,0.1528480880071651,-0.2764787333377625,-1.547088753381417,-1.0512023540472184,0.15538298110465532,-0.34101164430877096,-0.19367150289597523,0.0,-2.5537569701016087,0.0,-0.42951024114306513,-1.6276836673972022,-0.07211709944325295,0.07655320639971475,-0.9283698096072615,-0.22309539491750874,0.0,4.200282530600091,-1.7237847920478742,-0.580161501356317,-1.4825935397573087,-0.502653465532344,0.0,0.0,0.0,-0.27502948711933506,-0.005179123739158122,-0.0015973587279803933,-0.12366382681067642,-0.0950875038669374,0.08049585959618077,-0.167335867079704,0.011462517170747755,-2.087815752723756,0.8603258928537397,1.118979852372224
27,6151.275291941545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2217245948084154,2.031724741411684,-0.8469474058685532,-0.19768614603311363,0.4485261672119451,5.09549518764316E-5,-0.7514765036008166,-0.5995427720134944,0.0,-0.7578200715727439,0.12830436120431798,-0.5096416859811472,-1.2744217878219377,-0.8442892131901266,0.41770802236566607,-0.39676823464462707,-0.08214711289001511,0.0,-2.71520226277369,0.0,-0.36403611709515155,-1.6257534647536036,0.07004640292954589,0.029433827432112064,-0.9707505747352352,-0.2993143159111886,0.0,3.9654538723371404,-1.7362991667636793,-0.4802250238210971,-1.355172672095652,-0.35777914546447126,0.0,0.0,0.0,-0.14419289022119233,-0.004931767326021349,-0.0014769283981542443,-0.11246565674783317,-0.09463476488210718,-0.03568076096451647,-0.26156593158701824,0.10562430270965639,-2.365661784038216,0.6855874321754808,1.3169271478300617
