Iteration,LL,asc_carD,b_carD_age_gr_under25,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under25,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under25,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under25,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under25,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_speed
10,7838.2456315083855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8911118589169345,0.7101823707302872,-0.5552607313005137,-0.560730505595754,0.1579461460491282,-0.011616652981715658,-0.30932052161275425,-0.18360167812612055,0.0,-1.0722024515203186,0.18057912092159628,-0.10923197151919184,-0.6891044985697545,0.42476791516102336,0.34896661314895916,-0.6359737726974846,-0.7426240391172436,0.0,-0.614407311778795,0.0,-0.08324735506439816,-0.2742715166880104,-0.21419666595332348,0.18746012252838423,-0.2232488163163992,-0.29532658252226096,0.0,1.5288638752533337,-0.18050858251639101,-0.47182388996324187,-0.44539542992660863,-0.6356320921036527,0.0,0.0,0.0,-0.6114720984328916,-0.012158865639360764,-0.0033402282529458667,-0.3900466336151131,-0.057460061325637926,-0.0833036725859189,1.7506785934059734
11,7728.589973010094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1248307157077786,1.339093310552325,-0.3170442523120743,-0.6322470051019498,0.2778933192296705,0.28592849386814023,-0.23853171851403365,-0.3010789825694125,0.0,-1.5595681405194455,0.4921042434224342,-0.30268137653380656,-1.0247724605655142,0.5050121755794694,0.6017150054739699,-0.830277169509362,-1.4086154377237277,0.0,-0.12819346629405887,0.0,-0.05001365283976363,-0.39180604910853073,-0.05873263998972489,0.5431570354892626,-0.33590220459649545,-0.5468852094764147,0.0,1.5695487832607393,-0.43834501540126514,-0.6231081465092891,-0.9992953836331084,-0.18058816816139156,0.0,0.0,0.0,-0.2332178848125988,-0.011274416458011062,-0.0029272251995425672,-0.4002381356701044,-0.060249496378457425,0.09056644420265407,1.81388761089981
12,7565.844810611657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2081817355807725,1.8746114966207852,0.015292002100676827,-0.484252475351526,0.103239108424724,0.667636560545138,-0.12723626410416516,-0.4953831318472479,0.0,-1.6236791048873016,1.0001557379432768,-0.42405898552953425,-1.2194947214798708,0.5806091075242287,0.836665816735511,-0.7281346666497684,-2.1684124323803036,0.0,-0.43608523226284623,0.0,-0.6966842189181819,-0.7993258299070469,-0.344497825580102,0.6001833516190588,-0.5927796043125909,-0.8955186821261385,0.0,1.3478299033358918,-0.7808266643238658,-0.5203492549400885,-1.1354916568031657,-0.01176482190567657,0.0,0.0,0.0,0.011061053100070883,-0.011110803738979156,-0.0028531108251363874,-0.3483573221205366,-0.055726671562523145,0.013406461729172897,1.886497440359573
13,7306.300979980278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2811616231441376,2.1541080423177057,0.40185221934601206,0.2768433605785067,-0.2857381763542387,1.0234768939065617,0.12389172654274633,-0.8874667731654413,0.0,-1.1773154720197005,2.105006989188865,-0.4095528606694694,-1.2033852076660276,0.33507362103934657,0.9476126285529767,-0.10786133124592812,-3.511639930943603,0.0,0.11104550131195257,0.0,-0.985800317538888,-1.6187867068455648,0.18983613729437776,0.5415988737399812,-0.42193937875941134,-1.4437551239304653,0.0,2.121390579797317,-0.977341924573415,-0.3679101826577787,0.1082010410403571,-0.31104825314686846,0.0,0.0,0.0,-0.09402247305347579,-0.010394535903383646,-0.002824822396577374,-0.35709210542855574,-0.06444665214184275,0.1860050414031709,2.1450842691070866
14,7087.309463428868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1847545210047548,1.9092894094105541,0.0013310645273829635,0.8945838810705593,0.021929309031758326,0.6037646670545531,0.055536687093735854,-0.87465522569632,0.0,-0.9063708549020736,2.307342867361142,-0.20055476164433977,-0.74046804842344,-0.44337927415683276,0.6629790874372552,-0.05639141112457448,-4.007034940484611,0.0,0.15346633765688134,0.0,-0.8200052192806266,-1.8418929784739477,-0.027467448926350363,0.1774800260553031,-0.23830762668951574,-1.680434829389395,0.0,2.464858764298017,-0.4500159087776927,-0.11700385388026185,-0.2456882437719734,-0.0282082521118015,0.0,0.0,0.0,-0.6477964417548695,-0.009848482862695872,-0.002681512742939991,-0.34115976432208767,-0.06654681749089292,0.25311998708138306,2.2889909377717967
15,6903.459305158997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0091176847772183,1.3483456947736454,0.11075335454226043,0.5218251154384469,0.2797726155838992,0.038583800572866034,-0.4358799110441838,-0.7115293135546619,0.0,-0.48354815324193057,2.071166239491657,0.10294938904947598,0.007024344758649326,-0.759053798920053,0.23927334228719394,-0.5301205897957595,-4.091135935238494,0.0,-0.008936680099454392,0.0,-0.441289157784777,-1.8929947124601687,-0.3310476909446245,-0.17743427017987112,-0.38270434927033475,-1.8336683328934085,0.0,2.7880805710191128,0.435102011003372,-0.4628893334705608,-0.386271377160742,-0.3159804413789493,0.0,0.0,0.0,0.05766281564445341,-0.009608837070669327,-0.0027132181676927138,-0.320256522665822,-0.06891989085521558,0.26734389518957263,2.441199379369756
16,6784.336913056741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6151269621827065,1.0786565838788233,0.049332495225536704,-0.22678005911920218,-0.1412954192319048,-0.20090850632763863,-0.36944529798240716,-0.4896316941126646,0.0,-0.538954431194946,1.6678170080304442,-0.11827218108158405,0.33873287516315564,-0.34793294463720786,-0.19811177641653183,-1.1290854155966177,-3.664424566871992,0.0,-0.006351611723819838,0.0,-0.22298883179713172,-1.7202844106946715,-0.3591552884294406,-0.26078945248127566,-0.5064133378204503,-1.8137444434903478,0.0,2.90212747906006,0.5514658394636827,0.10939021293057571,-0.4179521649541653,-0.4312129337101874,0.0,0.0,0.0,-0.14289926555406748,-0.009016082341755889,-0.0025465152638865923,-0.3109364118791159,-0.07076118496891998,0.3229901591864841,2.5173586114658795
17,6694.701191381329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2962142250348245,0.8681334544624915,-0.5403385420520502,-0.6143402083084262,-0.18466233581723707,-0.08189717549242728,-0.31918190070774494,-0.3793124463998051,0.0,-0.6751861991953746,1.2304526310719264,-0.07586817118115988,0.062138176100241416,-0.08591139585154073,-0.469671952444651,-1.3351591036056984,-2.933899691465284,0.0,-0.1742553362108498,0.0,-0.07300132567317277,-1.468824381425139,-0.4814401397688332,-0.21213268958025386,-0.7652397954161541,-1.7403288643924688,0.0,2.866330285247374,0.29405142993630884,-0.19094834085252166,0.023037124397411013,-0.03330820117700195,0.0,0.0,0.0,-0.2673359023027746,-0.008557162127150896,-0.0024259249513912387,-0.292128859185663,-0.06999847335820895,0.32235503527113535,2.5579430007276196
18,6570.90587236644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3886456267662506,0.2859850913478468,-0.8183640968461028,-0.7301820841350686,0.2528887221395576,0.23391418092872665,-0.44317481076480214,-0.47673931871092257,0.0,-0.6681743938319288,0.7580460742380188,-0.22634680214892777,-0.4899825244052157,-0.07410178445071612,-0.4306196732784348,-1.0120142886285939,-1.6774287797623353,0.0,-0.3896298723150712,0.0,-0.0516639672952171,-0.9737373035068285,-0.3028289856328452,0.007230254810345782,-1.1228747307679088,-1.5985773830977867,0.0,2.9259006059653094,-0.35180219738867835,0.06821784631507405,-0.09648771004088236,-0.21749107461477407,0.0,0.0,0.0,-0.10965516763065594,-0.008068825964218018,-0.0023510536963151332,-0.27784487300149346,-0.07154887357596475,0.33045734975831026,2.5947449626416548
19,6470.24592095192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5907436591966158,-0.017516115684663602,-0.370708528886592,-0.6501345889487936,0.045661554486671974,0.13316710544770094,-0.2061090069175931,-0.4139630848378355,0.0,-0.5813562518982631,0.3528678301378164,-0.43718792130234063,-0.8123608556900106,-0.2265656731077681,-0.11201719791865383,-0.7165157910212981,-0.733921988064318,0.0,-0.6886710958060146,0.0,-0.0097384058592581,-0.5822972791617171,-0.20087986965838572,0.16312820231390843,-1.3042956478483563,-1.4846025388739248,0.0,3.1311489773120686,-0.7369239868007096,-0.2451424304823469,-0.33615318073960665,-0.12231432183586528,0.0,0.0,0.0,-0.2548637723874184,-0.007660825424656629,-0.0022945194356600584,-0.2617728462388509,-0.07170357339345379,0.3047526262814627,2.6171955480410314
20,6398.224073908961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5910334797681374,0.47253256082810896,-0.5683005117751778,-0.33931830943659974,-0.1316787742979629,0.03165926778924047,-0.10525429142864642,-0.04946837237953994,0.0,-0.45832684550402675,-0.004091996303839607,-0.5952390876866669,-0.7710237191424706,-0.324253378921495,0.3411526922071751,-0.6406788237649297,-0.5060912504905167,0.0,-0.9007350179153499,0.0,0.014979822582149246,-0.408419322091952,-0.10770475718374854,0.24139121492724505,-1.2405590992334141,-1.4159474954185962,0.0,3.2040322607437295,-0.8367864814324532,-0.29498830873879256,-0.3991611026243614,-0.33852387604712403,0.0,0.0,0.0,-0.05803587029262852,-0.007270709657659428,-0.0022449853458987,-0.24987338905045794,-0.0720328578072686,0.28373878993499635,2.6166633282830567
21,6304.617404650479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.951069516077135,1.151030427259317,-0.25522592101819824,-0.47686395511226937,0.16882941642976104,0.41307147316704496,-0.5153907040275123,-0.052904548671446325,0.0,-0.32965357430140607,-0.2971988022790173,-0.7231848338967192,-0.42371904715420444,-0.44310905140562384,0.5936199405414324,-0.5687860826386538,-0.9124982765037939,0.0,-1.1698336143413894,0.0,0.01777153457163934,-0.3792640038116267,-0.1700795456054933,0.2509612348555577,-0.7462322852963093,-1.2967191063206154,0.0,2.985360171994256,-0.5790673319078318,-0.17646678891993178,-0.08117805761179236,-0.13325433318801225,0.0,0.0,0.0,-0.3059066884709949,-0.006638684236534089,-0.0021357048442350174,-0.2317064325574826,-0.0725124179877934,0.2530043841421561,2.59225001567578
22,6207.23761167679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3343029389291514,1.2440445898139094,-0.20350904473894663,-0.20333917445982136,0.25996370631157084,0.5091100590410389,0.08721300242380381,-0.814993947435223,0.0,-0.5178106208623077,-0.10066458535764825,-0.3799531645857878,-0.4078392694627734,-0.19259190290884876,0.28847458720296804,-0.8433020732503832,-1.829314007696308,0.0,-1.4648337807568432,0.0,0.0024103437842506563,-0.5394686890961151,-0.34986046206019045,0.3398708019828774,-0.22220285740976786,-1.2126962850457808,0.0,2.6628864236173557,0.02003257599613051,-0.040585932186585044,-0.0053296609243529,-0.14914484739503675,0.0,0.0,0.0,-0.10688484747491411,-0.005713028455613284,-0.0019091657711777863,-0.2035849266305052,-0.0724851841963015,0.2087438593390876,2.5568714873891825
23,6166.805574815941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1509568780909145,1.0914371430065377,-0.2334869111845499,-0.1361531499900398,0.09065725223162549,0.2800716536942528,-0.32108998220117996,-0.6144779187754907,0.0,-0.5705210611459197,0.6183209548303087,-0.2915463678255566,-0.5482745670787429,-0.09805149356193098,-0.11279230931767342,-0.8511735828370932,-2.303695623119239,0.0,-1.5077017240269517,0.0,-0.019685599856889422,-0.7355559638859723,-0.39744898324097166,0.5111491470111058,-0.3616066663689289,-1.2272423421276484,0.0,2.6982752899661664,-0.05653012366753893,-0.1238109086525494,-0.18290116725897015,-0.1722289076169181,0.0,0.0,0.0,-0.14603906517153742,-0.005247564347534198,-0.0017956706025008377,-0.1884803787025587,-0.0718383930413808,0.18329441578651642,2.537682400522281
24,6151.754883196168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.127184646028431,1.017856326579336,-0.3506876093822269,-0.39286412902298923,0.1795500136712073,0.0966838146044405,-0.21785350532511055,-0.5743654797615463,0.0,-0.4136838880194784,0.983758572578542,-0.3063005869316818,-0.4890595833659928,-0.2628564717002289,-0.04730891684064288,-0.944735934783917,-2.4662988751661348,0.0,-1.458960648366053,0.0,-0.07415044280863343,-0.8358405169941445,-0.4112529167903856,0.5459592970863012,-0.5591793406729825,-1.2422510791678576,0.0,2.7068678908905017,-0.2169560630534069,-0.15461783525205924,-0.1982599629220738,-0.16258114768631315,0.0,0.0,0.0,-0.18056886007941775,-0.005232931848583113,-0.001807997134322025,-0.18453512064939553,-0.07204164749957913,0.17367891732767024,2.530041880078163
25,6138.392431546743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9844692806611082,0.870418689703463,-0.49833341267375975,-0.5631008669232691,0.014398725461404083,0.39540584538247525,-0.20550999506209192,-0.6304958057776091,0.0,-0.4178932752315421,0.9829005470789524,-0.2060630822446488,-0.3668315128900401,-0.39668614654095025,0.13419264731639352,-0.9169731692419194,-2.576263586983173,0.0,-1.2593627651228365,0.0,-0.22393638778912872,-0.9622593775095845,-0.4273561694957155,0.33300448933540006,-0.8635840705504821,-1.2901998703782,0.0,2.880355637225331,-0.24102429170809767,-0.2843797355552834,-0.41232341459586364,-0.2341269766331187,0.0,0.0,0.0,-0.2657427276684571,-0.005143705638440341,-0.0017824359901716417,-0.1800945258434433,-0.07249147130646233,0.16927495617395724,2.5264017407500257
26,6107.2344803311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1355978077165374,0.6951179456157758,-0.5642857279038731,-0.5091376692319287,0.2589443403994597,0.12244038650784927,-0.13347552017180475,-0.45566018908252565,0.0,-0.6902287157343111,0.4812787675377824,-0.6181783557200807,-0.33910876445951826,0.05313855301179554,0.32166993889629003,-0.4862947666539132,-2.593788966927197,0.0,-0.44933636838630797,0.0,-0.7324004912437784,-1.4427893725972396,-0.8573678334623607,-0.581830044291453,-1.680268479083522,-1.58049983226617,0.0,3.0929886706765033,-0.40571073992028006,-0.4909271102797663,-0.5441955018292973,-0.27036621062645133,0.0,0.0,0.0,-0.32723825186896005,-0.004839120496624893,-0.0016443957954442475,-0.16108779217473795,-0.07468973501811013,0.18070705964851816,2.5340856115864363
27,6073.042553402712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.276967041287611,0.8897951464789672,-0.35863266484604583,-0.4434765921096239,0.2906207774950214,-0.017598701356214774,-0.19703400862420026,-0.3015243970662029,0.0,-0.7005345370406889,0.15763904650079635,-0.24579563950411587,-0.7801585661124542,-0.07515834559551368,0.3287398077609683,-0.7409759519148009,-2.3398095680810638,0.0,-0.22517255643368567,0.0,-0.8983884647316673,-1.6996118658529085,-0.9646714675583544,-0.9442083923664597,-1.8795363997514716,-1.810896238565936,0.0,3.1516066707650903,-0.6483750471467346,-0.3773575140197162,-0.5583514893163104,-0.33497441679223516,0.0,0.0,0.0,-0.3606516377131569,-0.004745778390983427,-0.0015705937538676412,-0.14976216422839442,-0.07672078784436312,0.1911267399678543,2.544820453554317
28,5998.976712819022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4432658108583407,1.4311507291652583,-0.34206048674179945,-0.3151467401154915,0.3276947919016222,0.2772962323562371,-0.1618479126427915,-0.45518922823948915,0.0,-0.3153694977790824,0.1472075803074039,-0.6578598329167584,-1.0559289309273856,-0.08915720719132603,-0.05840411339980456,-1.0113067225561345,-1.5505465710862862,0.0,-0.7592312496844882,0.0,-0.6391729245899096,-1.9229601317710439,-0.8569378481708873,-0.915652984974332,-1.6301980932873374,-2.2172418166950605,0.0,3.381352935908887,-0.8831748671710353,-0.5815779459684188,-0.897377044768465,-0.41204333977731944,0.0,0.0,0.0,-0.32853824528792896,-0.004735425659282994,-0.001528951097003586,-0.12140248164208395,-0.07919700924999926,0.1500599196716207,2.5662743212813175
29,5940.837117252349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3631942060447417,1.3635926956260773,-0.4404740977805123,-0.5654027588972805,0.33127148969570086,0.09025829762897408,-0.21348690733447345,-0.416018199016832,0.0,-0.866789300993405,0.2031326490156647,-0.42580328329114947,-0.9613227973835015,0.05326685545102108,0.4880368947243471,-0.5894466094139872,-1.2342244896968673,0.0,-1.5637523545732104,0.0,-0.6696375539582092,-1.5070568610184827,-0.6189884942784791,-0.02419885197697702,-0.9797909577101148,-2.276568573885913,0.0,3.4043767707042027,-0.8451441388975321,-0.566085003413039,-0.9475737478724969,-0.38443641712282217,0.0,0.0,0.0,-0.30361678328395547,-0.004497550325405778,-0.0013810091811241652,-0.09430452092246046,-0.08027458117788738,0.12929473799882854,2.596620227645716
30,5933.417607808153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.678669208428066,1.2486576272538763,-0.3029028116770668,-0.22334777312521165,0.39249504339401237,0.4539371227562916,-0.05752547594077079,-0.059145417001559175,0.0,-1.0119942732984095,0.40099038830994777,-0.27095534937772514,-0.45150750044301025,0.09340535783395551,0.3632625779981399,-0.8355261297144844,-1.4563100602632362,0.0,-1.683504313756201,0.0,-0.7413622229093358,-0.32105282551531933,-1.0516639687766778,0.38247264807496084,-0.7809710887016688,-1.4824543487083615,0.0,3.5615572201067676,-1.3695566759294793,-0.6305548143588349,-0.814315276089474,-0.5000096662255397,0.0,0.0,0.0,-0.27361379792412405,-0.004346833902639067,-0.0012915416878824717,-0.09053121032313974,-0.08082633116489275,0.1469486351420981,2.6282667715989336
