Iteration,LL,asc_carD,b_carD_age_gr_under25,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under25,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under25,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under25,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under25,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed
125,5889.850515279838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8194269556128573,1.6201975503056933,-0.4594580546770202,-0.5072632266026132,0.4090074340921193,0.41229040167435826,-0.2588175996151055,-0.6278592979637666,0.0,-0.8790666245541086,0.5359009002901968,-0.30798966640051273,-0.525771753995705,-0.10841643849078994,0.24071179983359883,-0.605919654151868,-1.2888872343928333,0.0,-2.0637929701186355,0.0,-0.3997373554124586,-1.0646965912886444,-0.6668428792579044,0.42365728651029144,-0.7907306574000982,-1.6307868813729138,0.0,3.357927877050296,-0.7160227314748379,-0.40309329876683425,-0.7122287211889743,-0.35743009113568913,0.0,0.0,0.0,-0.31128146237784093,-0.003786765625311061,-0.001107302137555152,-0.019111969100697686,-0.04208285742152146,30.645602542247175,6.268019270194086,-0.506419073175106,-3.407852226268225,0.7865280298859508,4.067102039425069
126,5889.848255202127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8193880580633968,1.6201568483886246,-0.4594189090184806,-0.50725201012247,0.40897363864232505,0.41226701707147556,-0.2588156926956887,-0.6278426798644058,0.0,-0.8790538367683751,0.5358569106046991,-0.3080025325120699,-0.5257314589454157,-0.1084252073511559,0.24072022223543837,-0.6058851798521229,-1.2888243363728986,0.0,-2.0640104890509794,0.0,-0.39971715706822475,-1.0645973230590018,-0.6667760656911791,0.42366440969357927,-0.7907567595619338,-1.6306901995738177,0.0,3.357988814049547,-0.7160651948277889,-0.4031115501611578,-0.7122612495484489,-0.35743003607601637,0.0,0.0,0.0,-0.31129480992205427,-0.0037867934582420403,-0.0011073148621451988,-0.0192687470821288,-0.04226940156152957,30.233919054437777,6.2144730027361,-0.4938157962912359,-3.414256739285428,0.7799835555490661,4.052128721009906
127,5889.846682557064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8194037549323947,1.6201774723653881,-0.45942916862429417,-0.5072526428318105,0.4089833033297016,0.41227664661434366,-0.2588183468134356,-0.6278482139127374,0.0,-0.8790703779656226,0.535868415296776,-0.3079975185492744,-0.5257410410447436,-0.10842317958266175,0.24071918442319898,-0.6058920923581215,-1.2888412562736615,0.0,-2.0639235517364893,0.0,-0.3997190114170359,-1.0646297481746883,-0.6667910970139405,0.4236412578760623,-0.7907303810169695,-1.630678027088935,0.0,3.357993655038126,-0.7160476685494355,-0.40310614023419655,-0.7122475488890851,-0.357431505220007,0.0,0.0,0.0,-0.3112878353980521,-0.0037867158439980567,-0.0011072892290330742,-0.019157157583524403,-0.04213650980917303,30.5650452801828,6.255240429029755,-0.5027032714708113,-3.4092299525994005,0.7852700603806879,4.0637336024305775
128,5889.844563489602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8193444028444516,1.620126917972294,-0.45936026779309164,-0.5072288546747938,0.4089243473785962,0.412243165501011,-0.2588192945757584,-0.6278218741950992,0.0,-0.8790797071399474,0.5357928863805352,-0.308017268540014,-0.5256674275021246,-0.10843886742381476,0.24073522092094776,-0.6058258158851659,-1.2887303802378327,0.0,-2.064232925050258,0.0,-0.3996862277540767,-1.0644772052930525,-0.6666513916705682,0.42360211560396754,-0.7907327394542106,-1.6304150513481541,0.0,3.358155014754343,-0.7161041305018493,-0.4031392852610435,-0.7122922293328552,-0.3574347979359056,0.0,0.0,0.0,-0.31130500116366855,-0.003786586214171634,-0.001107255607778046,-0.019239414270489107,-0.04222105059031097,30.541263452705888,6.241478031153825,-0.4962156167931921,-3.409482483240788,0.7847805463992322,4.061162032123131
129,5889.797874919592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8193551849624763,1.6202426525324616,-0.4592787977551344,-0.5071661344900249,0.4088615049295788,0.4122679784759624,-0.25885663505384027,-0.6278126031283956,0.0,-0.8793523260251197,0.535717442561845,-0.30801564949732385,-0.5255601762412018,-0.10845923603307685,0.24076653528123065,-0.6057024396971243,-1.2886009121775293,0.0,-2.06400097325594,0.0,-0.3996533959684594,-1.0644651426200826,-0.6663316153470028,0.4231383884110414,-0.7903785436619005,-1.6293575733921033,0.0,3.3587797770790275,-0.7160270799637348,-0.4031831607944723,-0.7122437353965382,-0.3574657723868079,0.0,0.0,0.0,-0.3112712540554316,-0.0037849799142116464,-0.001106759284783388,-0.01780255859458678,-0.04040966234868436,35.931808904362704,6.851488235478575,-0.6118535142677419,-3.325184655065216,0.8697116913814054,4.242471769597875
130,5889.787364812213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8194852209441703,1.6202820656232286,-0.45956363097850295,-0.5073300364652136,0.4090845626386408,0.41236082871419455,-0.2588024089212828,-0.6278877382791868,0.0,-0.8791420515452001,0.5360969737012755,-0.30796007652024676,-0.5258966859750859,-0.10837640331232433,0.24066005039870483,-0.6060027291230372,-1.289067357105748,0.0,-2.0630021738292923,0.0,-0.3999965471303185,-1.0651089345782172,-0.6666973166897932,0.42357029242816485,-0.790682806795109,-1.6309235511671603,0.0,3.357909889358442,-0.7158198810531173,-0.4030899440815741,-0.7121312692987696,-0.35742214666571875,0.0,0.0,0.0,-0.31127701822184395,-0.003786325564200083,-0.0011071666553565712,-0.018008235088155307,-0.040527422822823386,35.55989522921388,6.797816518325157,-0.5964661962965147,-3.323102784205455,0.8615967495736965,4.23227085035804
131,5889.778829309768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.819356783219353,1.6202366406111053,-0.45929398195821697,-0.5071891941471639,0.40887951251331767,0.41227599491800926,-0.25884268525505894,-0.6278115059332556,0.0,-0.8793500148899611,0.5357722962537441,-0.3080101586415289,-0.5255931502141701,-0.10844589589216877,0.24075027669892513,-0.605721601076441,-1.2886488907078213,0.0,-2.063972040882261,0.0,-0.399711803472472,-1.0644900353123012,-0.666257557514559,0.4231633008467747,-0.7904062165630641,-1.629423044369017,0.0,3.358764214360363,-0.7159931494714635,-0.4031864941494315,-0.7122283497478211,-0.3574610884402458,0.0,0.0,0.0,-0.31127340596506625,-0.0037849693857101956,-0.0011067586227183493,-0.017651532697291885,-0.040173952348135755,36.788281057958066,6.931309553363433,-0.6186180999328404,-3.310042098472573,0.8825443780013054,4.27090675359985
132,5889.771698976603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8194804996921268,1.6202863452101028,-0.45957052175638935,-0.5073384357359211,0.40908873910286436,0.4123648463813376,-0.2587968812628121,-0.6278947624460431,0.0,-0.8791635185576941,0.5361223825561197,-0.30796006187914343,-0.5259052287782325,-0.10837125339093555,0.24065012060830687,-0.6060058119087416,-1.289081870186702,0.0,-2.062964148241576,0.0,-0.4000459936893799,-1.0651378770980309,-0.6666007985057921,0.42354577000307125,-0.7906774052725503,-1.6308661511763682,0.0,3.3579433049857617,-0.7157851738022973,-0.4030972553081527,-0.7121115185795297,-0.3574242485895447,0.0,0.0,0.0,-0.3112785985667912,-0.0037861803889219572,-0.0011071227063962023,-0.01773944294611175,-0.04014598279646599,36.838360754231765,6.9259515323621,-0.6125303412984059,-3.3018091089778743,0.8811105788675627,4.274989484011369
133,5889.740546117851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8194472638155297,1.6202862717065778,-0.4595403799190047,-0.5073318906745868,0.40906308713370276,0.41235903251332995,-0.2587907695206563,-0.6278966961605761,0.0,-0.8792515179699154,0.5361235987602654,-0.3079702772432256,-0.5258725373524645,-0.10837115277341092,0.2406428564267399,-0.6059640416872377,-1.2890422350264725,0.0,-2.0630887119132444,0.0,-0.4001090945192625,-1.0650855258724778,-0.6663086757880003,0.4234263733626375,-0.7906247822088209,-1.6304796553243779,0.0,3.35816547148536,-0.7157391521768887,-0.40313017694886055,-0.7120843943477333,-0.3574352533947124,0.0,0.0,0.0,-0.31128165189725165,-0.0037855981742398316,-0.0011069464229833852,-0.017082724174952,-0.03924036343417355,39.88247362920599,7.231154843492642,-0.650502098138642,-3.2528402965504206,0.9279547545841155,4.376372035406502
134,5889.729100975103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8192776159236925,1.6201650051698335,-0.4592301324867199,-0.5072025939051394,0.40884090220173197,0.4122514897518248,-0.2588030406618291,-0.6277773831541383,0.0,-0.8794156225475291,0.535816612118933,-0.30802302810119064,-0.5255664643691409,-0.10843336081526588,0.24072672970899356,-0.6056632753011452,-1.2886098489922901,0.0,-2.0645706298685895,0.0,-0.3998071990631316,-1.0642405534318764,-0.6657267767171385,0.4231033585775476,-0.7904547601164165,-1.6289545453720788,0.0,3.359087529921482,-0.7159594186801639,-0.4032498873722387,-0.7122272446609561,-0.35746232662927746,0.0,0.0,0.0,-0.3112936744493812,-0.0037844109225742104,-0.0011066014908812682,-0.016976149442049535,-0.0391826549486578,40.51256486959699,7.264382301753363,-0.6360740213719995,-3.2497782949997034,0.9392899786383855,4.393623364607494
135,5889.717772820689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.819333465246201,1.6202130702171462,-0.4593530647832857,-0.5072534426031324,0.40892394208683064,0.41229280419261205,-0.2587942901960998,-0.6278320175868674,0.0,-0.8793749368173969,0.535947618272974,-0.3080065331715159,-0.5256833188874986,-0.10840751440791177,0.24068743136797668,-0.6057778335379793,-1.2887780332368501,0.0,-2.064019376416822,0.0,-0.39996479179213246,-1.0645725465376514,-0.6658618922685363,0.4232040230476446,-0.7905204743871054,-1.6294524285950873,0.0,3.358771409912871,-0.7158491801524948,-0.40321139165452835,-0.7121569745929213,-0.3574561047224146,0.0,0.0,0.0,-0.31129277510922326,-0.0037847169499436997,-0.0011066878205918647,-0.01678899911787007,-0.038881427876222924,41.37084976370562,7.358777194435858,-0.652880712418363,-3.2333287894688736,0.9517503437734363,4.4237856653403265
136,5889.713262349269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8193682341825084,1.6202443260663792,-0.45943700346721505,-0.5072882927764367,0.408979041970425,0.4123202077828635,-0.2587868496201777,-0.6278705384912356,0.0,-0.8793500470573382,0.5360395929728605,-0.3079964004345466,-0.5257622670533767,-0.10838974498000652,0.24065912271385315,-0.6058552437439368,-1.288891705855529,0.0,-2.0636510496924108,0.0,-0.40008195411303615,-1.0647975461940484,-0.6659309404357203,0.42326816320736976,-0.7905688907116191,-1.6297696101422627,0.0,3.35856391925063,-0.7157686870240243,-0.4031871266812824,-0.7121068774601791,-0.3574524809977239,0.0,0.0,0.0,-0.3112939809428364,-0.0037849044187619947,-0.0011067403771104708,-0.016614920940528948,-0.03860849079510801,42.19720529198721,7.445312242060164,-0.6658123891326496,-3.218293006097297,0.9639187560226017,4.452393439175081
137,5889.711597672217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.819242396392898,1.620142803617019,-0.459218457913765,-0.507199095159961,0.40881934764148864,0.4122398923166355,-0.2587919346864521,-0.6277797692736417,0.0,-0.8794379789723442,0.5358225739463754,-0.3080347748308164,-0.5255485100016841,-0.1084347618492328,0.2407182236869653,-0.6056458169567265,-1.288581853875138,0.0,-2.0647138939768794,0.0,-0.3998668115950318,-1.0641864907655625,-0.6655271801148626,0.4230659630916547,-0.7904896236227731,-1.628738552445572,0.0,3.3591838966426124,-0.7159339793450841,-0.4032712147970252,-0.7122204919958255,-0.35746778141395136,0.0,0.0,0.0,-0.3113099733869581,-0.0037842354022936844,-0.0011065502749105485,-0.016652588441064698,-0.038711289476596786,42.241982466653894,7.417667054875698,-0.6421729823554578,-3.2227464211424395,0.965658822770903,4.451164072135143
138,5889.660793044298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.819222928519609,1.6201440174272035,-0.45931682098826865,-0.5072458457794657,0.40885845283699657,0.41225818780458856,-0.25875640849218656,-0.627840808824504,0.0,-0.8794607798393389,0.5359760995571738,-0.30804547118335895,-0.5256296258939004,-0.10840912470383199,0.2406574201958724,-0.605721628035596,-1.2886963254223234,0.0,-2.0644749815469554,0.0,-0.4001740029893587,-1.0644028612489815,-0.6651958694981193,0.42307922434086226,-0.7906329485358891,-1.6287533187392325,0.0,3.359076266980274,-0.7157548634129623,-0.40328079056251015,-0.712125314773049,-0.3574727592900519,0.0,0.0,0.0,-0.3113437042841105,-0.0037840816453885095,-0.0011065005786757176,-0.015676818706202394,-0.03726332508198257,47.27431798372252,7.885519685524313,-0.6763063227699988,-3.1409904043585506,1.0417573127814064,4.620349479135901
139,5889.636888996262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.819210376631089,1.6201169605166619,-0.4593798057093834,-0.5072857994520237,0.4088877673204003,0.4122624858329635,-0.2587292329722828,-0.6278679156348317,0.0,-0.8794062872988074,0.5360723361241707,-0.30805245679864984,-0.5256918291416125,-0.10839194987326879,0.24062120008155247,-0.6057825966978386,-1.2887770566542538,0.0,-2.0642710682260508,0.0,-0.400348020034674,-1.064519079307159,-0.6650545669802136,0.42316071020027524,-0.7908099037728538,-1.6289661567540406,0.0,3.358887267618899,-0.7156663026567799,-0.40327633412250774,-0.712085292201904,-0.3574672004532069,0.0,0.0,0.0,-0.3113758522057079,-0.0037844399019525982,-0.001106610172241886,-0.01540280771315817,-0.03679703786427959,49.118658937151565,8.023030659956987,-0.6622539069275263,-3.1105199073559406,1.0690681549687446,4.682742460799494
140,5889.621792425374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.819164788366444,1.6200685385783604,-0.45931701569676286,-0.5072830829258972,0.40885806149329473,0.4122412281878455,-0.2587107413591891,-0.62784135063452,0.0,-0.8794810556709483,0.5360589802660413,-0.30807108731981186,-0.5256487943376426,-0.10838961051939894,0.24061650355773215,-0.6057185515156831,-1.2887170379592756,0.0,-2.0648761548898884,0.0,-0.4003656267710377,-1.064263132265,-0.664721535079711,0.4231165732042237,-0.790855660256919,-1.628654707939903,0.0,3.3590702549838567,-0.7156660618056322,-0.4033130547239498,-0.7120750615673808,-0.3574657865808632,0.0,0.0,0.0,-0.3113755117816232,-0.00378396017957184,-0.0011064673248264477,-0.01505729634153277,-0.03629479120856598,51.09306661159672,8.180900833268568,-0.6553965941965374,-3.081114920177081,1.0993478336693006,4.748316483671315
141,5889.616419813424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.819171582074581,1.6200664539186214,-0.45935085686228416,-0.507297319709081,0.40887647578536057,0.41224644191731163,-0.25870860225987635,-0.6278499641767523,0.0,-0.879426152562305,0.536091702924487,-0.3080637567634839,-0.5256812234249181,-0.10838463424882205,0.24060692194759511,-0.6057568888926356,-1.2887570931050427,0.0,-2.064724036507043,0.0,-0.4003884012240548,-1.0643363978340998,-0.6647842052411503,0.42317458606525704,-0.7909210850693837,-1.6288543119076933,0.0,3.358960596958967,-0.715654143890007,-0.40330096252643477,-0.7120774868988479,-0.3574622055031675,0.0,0.0,0.0,-0.3113863019391403,-0.003784285690573903,-0.0011065679913889982,-0.015168324610377466,-0.03642608120113977,50.70404957042388,8.129447098539329,-0.6403402792293797,-3.086627148605152,1.093131806876093,4.735850902596168
142,5889.611594322738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8191497870035467,1.6200527231211281,-0.4593263646387045,-0.5072909124441852,0.40885833693288737,0.4122371003614839,-0.25870291240554233,-0.6278453147159139,0.0,-0.879462942126761,0.5360827458607778,-0.3080722351769952,-0.5256577762133056,-0.10838617817782595,0.24060629598594274,-0.6057300552449343,-1.2887272537787415,0.0,-2.0649375464326307,0.0,-0.400400244386325,-1.064248404965256,-0.6646454938855484,0.4231399118783391,-0.7909209948087459,-1.6286692952170765,0.0,3.359052565898445,-0.7156478676568735,-0.40331689947066496,-0.7120727339648022,-0.35746498699968554,0.0,0.0,0.0,-0.31138894869150946,-0.0037840377974332037,-0.0011064934704779388,-0.014975945441591912,-0.036154014120677896,51.707733760282274,8.218662288571538,-0.6439084112620903,-3.0713531465610604,1.108579589784681,4.769168779836069
143,5889.6049423218155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8191461646788305,1.6200361341948057,-0.4593541381885431,-0.5073080164316588,0.4088727363366507,0.4122378207291682,-0.2586943142281183,-0.6278499008414695,0.0,-0.879412669456122,0.5361195889691044,-0.30806989227340476,-0.5256879444340433,-0.10837959752935548,0.24059276723930637,-0.605762143922317,-1.2887621258960906,0.0,-2.0649088548641004,0.0,-0.4004333260491349,-1.0642715840479775,-0.6646364882701761,0.4232030586605614,-0.7910170691301879,-1.628835021370944,0.0,3.358959442577358,-0.7156317223903128,-0.403311110740956,-0.7120717605923352,-0.357460699646526,0.0,0.0,0.0,-0.31140270258124014,-0.0037843315603987887,-0.0011065853181332953,-0.015024066203077209,-0.03618517822725061,51.74896844809026,8.195184491559804,-0.6219483442476736,-3.070218111013358,1.1089367345467411,4.771212243419817
144,5889.561408467843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.819028360647206,1.6199163036433781,-0.45931830055626993,-0.5073296699959735,0.4088277758672715,0.4121946030883732,-0.2586391286311541,-0.6278396108764566,0.0,-0.8794442672724423,0.5361873780188311,-0.30810627762446496,-0.5256651396755352,-0.1083664927142888,0.24054846904264607,-0.6057267032626359,-1.2887221216494593,0.0,-2.065881930408404,0.0,-0.4005946732029203,-1.063903591395834,-0.6639260102427605,0.4232287210791735,-0.7913143635283963,-1.6284393724652872,0.0,3.3591217042466046,-0.7155522657979254,-0.4033721699350936,-0.7120440005521803,-0.3574604700718612,0.0,0.0,0.0,-0.3114571863422171,-0.003783995864099715,-0.001106494424888654,-0.01423337127464587,-0.03495267852591484,56.78576465807403,8.558062047812687,-0.5706008146215774,-2.991834009266431,1.1856448599304437,4.94055372676968
145,5889.541634741857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.818957614588428,1.619833076744742,-0.4592527069640463,-0.5073318552723034,0.4087890219684921,0.412162919766692,-0.25860609842250165,-0.6278070244743257,0.0,-0.8795059612436706,0.5361877035826732,-0.30813331065279076,-0.5256232193322559,-0.10835991456510245,0.24053485377379444,-0.6056635974182926,-1.2886641246776307,0.0,-2.0668350405394236,0.0,-0.4006123008796991,-1.0634978296017605,-0.6634847006099566,0.42323154450923506,-0.7914602014383734,-1.6281052877249573,0.0,3.3593326608824174,-0.715557648474125,-0.4034172102745871,-0.7120368099510541,-0.3574611116330945,0.0,0.0,0.0,-0.31146789686499177,-0.003783555319805034,-0.0011063659779280905,-0.013888905193083029,-0.03441764743289182,59.16318692111135,8.704841062684435,-0.5254838487992912,-2.9557484464740784,1.222392023653738,5.020604420329719
146,5889.5294894842355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8189314282906666,1.6198105077808453,-0.4592677291399358,-0.5073370039332735,0.4087819006422902,0.41215493668811576,-0.2585952701491042,-0.6278138205948776,0.0,-0.8794658044004885,0.5362202834916592,-0.3081314158392497,-0.5256310376127915,-0.10835975248748031,0.24052264873839432,-0.6056816651238666,-1.2886722931129855,0.0,-2.066928899507286,0.0,-0.4006500127317051,-1.0634500500977928,-0.6633811014134489,0.4232590331658903,-0.7915732942627685,-1.6281018271843835,0.0,3.359318395128446,-0.7155347763746336,-0.4034244116608657,-0.7120432310422063,-0.3574610365778251,0.0,0.0,0.0,-0.3114928279579696,-0.0037837379348768826,-0.0011064264015936704,-0.01380784494345358,-0.034261590063324535,59.96209718036412,8.735418307981378,-0.4936645329671352,-2.9420452501518652,1.2347869641748228,5.0484998593692065
147,5889.528450547723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.818874048007532,1.6197488273663405,-0.4592590669667653,-0.5073517902975554,0.40876068906425883,0.41213252982734655,-0.2585634204413741,-0.6278185150019948,0.0,-0.8794824780868451,0.5362556780780551,-0.30815730635732264,-0.5256218486778783,-0.10835392585478577,0.24049881053499936,-0.6056684778249601,-1.2886573649344517,0.0,-2.0673920584349066,0.0,-0.40075396571531924,-1.063283984574499,-0.6630211905296501,0.4232823102369477,-0.7917498079938735,-1.627952919489723,0.0,3.3593207849180677,-0.7154759523420465,-0.40345161676900093,-0.7120146191087237,-0.3574586360692318,0.0,0.0,0.0,-0.31152362993652016,-0.0037836158603272102,-0.0011063917294765618,-0.013404791481049647,-0.03361819153245674,62.639101723049166,8.920989433700028,-0.4594074771261134,-2.898765241693423,1.2756618568779032,5.139086873180165
148,5889.518896791548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8188984272976576,1.6197649465853796,-0.4592412976906162,-0.507342972872311,0.40876494386170376,0.4121399132033033,-0.2585764762023492,-0.6277974300754892,0.0,-0.8794905045663888,0.536223072970081,-0.30814880150322055,-0.5256147616379961,-0.10835617704366511,0.2405138952619257,-0.6056533974534848,-1.2886465859548886,0.0,-2.0673766177813415,0.0,-0.40066921372556064,-1.0632563239410462,-0.663158245792744,0.42326968127402914,-0.7916794223959653,-1.627995989322846,0.0,3.3593803672154934,-0.7155286315824423,-0.40344599318396035,-0.7120350962651043,-0.357458548650781,0.0,0.0,0.0,-0.3115013324299525,-0.003783589826109204,-0.0011063830912176175,-0.013640539806588501,-0.03398860625175426,61.22281643601815,8.804249628995745,-0.4609337088560781,-2.921308943659048,1.2544766744234979,5.091722819232893
149,5889.515692082666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.81887936286689,1.6197491872666543,-0.45924776522825556,-0.5073487291782108,0.4087602805361854,0.4121337739965652,-0.25856700951441286,-0.6278053560321235,0.0,-0.8794831260259591,0.5362447838632509,-0.3081529236974032,-0.5256172668708657,-0.1083544511270094,0.24050413243689187,-0.6056597209585942,-1.2886501895494913,0.0,-2.0674562429271512,0.0,-0.4007148853640572,-1.0632355518803345,-0.663052640369738,0.42328079033967997,-0.7917431195095752,-1.6279662761572786,0.0,3.3593594025871805,-0.7155002983724346,-0.40345239385869636,-0.7120266926970313,-0.3574577115639916,0.0,0.0,0.0,-0.3115164731008256,-0.00378361067614361,-0.0011063910996297406,-0.01350209163519126,-0.033764792591753884,62.139879128517656,8.869464812454499,-0.4505283756371946,-2.906249577183853,1.2684215823142095,5.12281799127584
150,5889.512296169021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.818874500715671,1.6197364291096785,-0.4592290683929718,-0.5073475225976524,0.4087550419485514,0.4121301373772789,-0.25856473549256276,-0.627788792673798,0.0,-0.8794896320240987,0.5362362706507102,-0.30815313925337984,-0.5256081822532379,-0.10835391844453396,0.24050644095185442,-0.6056438355273072,-1.2886366084309475,0.0,-2.067658228999734,0.0,-0.40068242869598814,-1.0631301926598442,-0.6630162052476668,0.4232827441801353,-0.7917674690033385,-1.6279456200245894,0.0,3.3594130932847857,-0.715520653162467,-0.40345897150915905,-0.7120355253481452,-0.3574560050574393,0.0,0.0,0.0,-0.3115120634002558,-0.003783566399572914,-0.0011063792692094872,-0.01354424266861159,-0.03382174527127839,62.047181132591845,8.841559662623764,-0.43222954793496493,-2.9069917871926503,1.2675311109913994,5.120489191848342
151,5889.49080331832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.818793392651619,1.619647768945796,-0.4592082568129415,-0.5073661143837931,0.40872501103636494,0.41209898111832766,-0.25852396113803483,-0.627779731282538,0.0,-0.879487568937786,0.5362923785698891,-0.3081738102107675,-0.5255950195673907,-0.1083456961865981,0.2404759075318583,-0.6056271472162122,-1.2886165388634168,0.0,-2.0684232275454444,0.0,-0.40078025100874215,-1.062811003876304,-0.6625384320093008,0.42332750237396655,-0.7920538295684317,-1.6277813099887186,0.0,3.3594602073720474,-0.7154628054884502,-0.40349851177886026,-0.7120209187710724,-0.3574496134453367,0.0,0.0,0.0,-0.31155655261396065,-0.0037834963232252186,-0.001106366459336101,-0.013116341965400267,-0.03310806400853947,65.27343461731743,9.025953144733165,-0.35448456552901186,-2.8522569344411317,1.3177668842077477,5.231664702136163
152,5889.479531510698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8187371119149742,1.6195828479327128,-0.4591906121058435,-0.5073784998588602,0.40870280442933227,0.4120760795950556,-0.2584945125184051,-0.6277718290011843,0.0,-0.8794929716096229,0.5363263171493647,-0.30819295351066334,-0.5255836890276284,-0.10833936392214893,0.2404551999309104,-0.6056122734827365,-1.2886008474495916,0.0,-2.0690160216482005,0.0,-0.40084219732912985,-1.0625554073667645,-0.6622043537534228,0.4233636596091972,-0.7922632247519861,-1.6276706357254553,0.0,3.3595005863595997,-0.7154276430092149,-0.4035267627227586,-0.7120087908194982,-0.3574465255558435,0.0,0.0,0.0,-0.3115858529198144,-0.0037834207490443127,-0.0011063481683374426,-0.012833920038975278,-0.03262930055779185,67.50734978674798,9.144848984018736,-0.2917778977010242,-2.8133256399430224,1.3529239886889772,5.309355105177406
153,5889.472514465485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.818713520682593,1.6195565569078343,-0.459189292721771,-0.5073841723550446,0.40869475727717297,0.41206743688709674,-0.25848255546612287,-0.6277695886958198,0.0,-0.8794844425627102,0.5363475560422248,-0.3081977324160298,-0.5255827854158986,-0.10833716199051248,0.24044508733994624,-0.6056127067874421,-1.2885986950068415,0.0,-2.069252677849976,0.0,-0.40086994552946625,-1.0624441819217432,-0.6620720035104464,0.4233841324288906,-0.7923749333168012,-1.6276544686310441,0.0,3.359513837251418,-0.7154111521794682,-0.4035388811377865,-0.712007441848918,-0.3574453994350605,0.0,0.0,0.0,-0.3116018786467618,-0.0037834448908209504,-0.0011063583116653092,-0.01272689302436535,-0.03243535882682498,68.47964109795016,9.187325694155104,-0.2545353550658822,-2.794786310440249,1.3686777803645342,5.344217721134818
