Iteration,LL,asc_carD,b_carD_age_gr_under25,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under25,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under25,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under25,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under25,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed
10,7465.7829683958325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.890956776124723,2.1181397796537578,-1.8728154156714365,-1.4329176067970149,0.9639991384211302,0.13695895569615266,-0.7616667561245986,-0.45763565381156457,0.0,-0.5707306422389651,0.5934355860539048,-0.49801640520008145,-0.872091920638052,-0.39366168484730796,0.7203604149354875,-1.2516433045405557,-1.5674676586627547,0.0,-1.5416404150789893,0.0,0.5900501393000571,-0.4742662035165759,0.5828915047565363,0.1754134398923942,-0.1078843922640404,-0.5401740088498319,0.0,3.6855314203352263,-0.6631884605169138,-0.3908518838617612,-0.8232711584009518,0.135043262261469,0.0,0.0,0.0,-0.14551918697082022,-0.008083364570380665,-0.0028619025650066772,-0.3365934718928765,-0.1307779768190663,-0.04076531311215073,-0.39882731420917034,0.13713283223735,0.04126161793373777,0.7171236458967651,1.4699203151657945
11,7401.420345149934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.16675884281131,2.5957806963577656,-1.8929811786505757,-1.654984927520456,1.5174050042507872,0.2986398814294091,-0.6961368310634038,-0.5467321494211037,0.0,-0.24301885031134463,0.7970395913623541,-0.44373605255470555,-1.0010365231372216,-0.2309939298165081,0.8483647778702015,-1.3438947462559379,-1.9559759263043661,0.0,-1.8573215074301244,0.0,0.41781583157376434,-0.4701656638877491,0.48073801729081006,0.24060389236436913,-0.1823765239528188,-0.6545972928254571,0.0,3.6442434878390917,-0.893517688982239,-0.44237825779709455,-1.166136155151924,0.22253826309086092,0.0,0.0,0.0,-0.11860895908027375,-0.008498422636831173,-0.0030720823007056937,-0.30379399446727773,-0.13502585942934328,-0.05426215247074739,-0.408991489275135,0.2696736498009461,0.0511589619470902,0.6127609384649562,1.5045014774905778
12,7309.645817206285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.467473195216303,2.65819890968881,-1.5365469419533437,-1.788243407453028,1.8127874905214676,0.534092373503049,-0.5517108904977004,-0.7923363372636366,0.0,-0.30013864462559336,1.0152280954479036,-0.6070772718823616,-1.161378192727256,-0.29586625985033643,0.6255113938696527,-1.3411230715397078,-2.4268352503538417,0.0,-1.9912998599742198,0.0,0.24627998826277084,-0.4215667002306418,0.4686015747514941,0.34261299011687585,-0.1860379568376263,-0.7551708843681861,0.0,3.539472224163487,-1.0706830994423417,-0.5206841909574046,-1.1895309437523645,0.3084206595362181,0.0,0.0,0.0,0.02539297865150783,-0.008463530426735845,-0.0029707854591658027,-0.30453093053122343,-0.12904314944192152,-0.0778986386429979,-0.5727621028602083,0.2735765776375228,0.06968503534884561,0.6174859060205968,1.5884559321251501
13,7197.530277167867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.88843900189115,2.621001883382225,-0.7813352492151188,-1.889113281492087,1.9194309635742874,0.8198997970086273,-0.3377172712452742,-1.0523236323582197,0.0,-0.023249954336974243,1.2178685938513891,-0.4264212933257739,-1.3163761931315083,0.01606446568301595,0.5990555344854774,-1.3093935616005827,-3.243248354627674,0.0,-1.9457382350832433,0.0,0.17594262645557998,-0.36393221314822316,0.4139674697072584,0.41047737258905115,-0.08021952169086298,-0.8352594144164113,0.0,3.7617996342897584,-1.1615823024819114,-0.41655613361685134,-0.9612842054522995,-0.01217717452550554,0.0,0.0,0.0,-0.1098559444337798,-0.008864110546415156,-0.0031868270713161675,-0.3169439178191006,-0.12612469699892667,-0.12436659378512023,-0.649732038743128,0.3003793003262669,0.1061353023661773,0.5813926493927134,1.726964237495908
14,7105.3919680473955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.028457412339972,2.883452552169183,-0.4196714996961022,-1.8968864533847831,1.8694369493642213,0.8986773540326863,-0.25164579077959126,-0.9854548402675505,0.0,-0.1229493231731806,1.0610836125934051,-0.2958955899584862,-1.2505677061654417,-0.12588948759890306,0.6525743914825802,-1.3005728975493853,-3.822383072251625,0.0,-1.8204915149617558,0.0,0.18229201260732916,-0.3528566098904831,0.07281182694574856,0.38606292165829265,-0.12539360437119376,-0.8285797157506902,0.0,3.7771511359368817,-1.0113554558201294,-0.2450250287495569,-0.9944262392113432,0.0028790793292085767,0.0,0.0,0.0,-0.37989174261493697,-0.008823651752771266,-0.0031080035407793673,-0.32488152427209327,-0.11979873716993979,-0.168151550205104,-0.5755569025845269,0.1216360226650183,0.13908640302531272,0.625881304814727,1.774207458908918
15,7040.256194777409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.035612979519822,3.119475772704888,-0.3192044012022279,-1.8221567092144153,1.777670418546926,0.8907035869231409,-0.24895226091741546,-0.8103885076565416,0.0,-0.11258676177059222,0.9431993474750516,-0.3078309942460655,-1.069095516846937,-0.11744327548624732,0.6830638609495501,-1.2701450422993257,-4.29125241847496,0.0,-1.659577361672425,0.0,0.22497994860883613,-0.4655525841399695,-0.2137413953886549,0.3980955256032857,-0.4379215738187986,-0.8159545765014897,0.0,3.837409251343588,-0.7922632830690496,-0.528030943569326,-0.8874484773485832,-0.2117227537485931,0.0,0.0,0.0,-0.030303831689461325,-0.008802098435886415,-0.0030903125531896356,-0.32546639401701966,-0.11577991836142956,-0.21233092350112853,-0.4808867298591773,-0.007850298888883084,0.1689244938381877,0.7059727256980718,1.7271311365071433
16,6941.534859358147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.802351057314548,2.9968008366358747,-0.5047535784856086,-1.4263318775957456,1.610991286199363,0.8195771874567361,-0.3325606218564052,-0.4920766277316999,0.0,-0.01894782073040735,1.0716647789008633,-0.9799255394272063,-0.5972568521743109,0.02260840009409114,0.3556160736429217,-1.0433614286964437,-5.073381368083304,0.0,-1.1410122104792362,0.0,-0.14387526617929114,-0.8083176499443924,-0.29025190162059483,0.3415811714956962,-1.0141169018518883,-0.8468488785716861,0.0,4.210006336502805,-0.7513501578259189,-0.3855009717754455,-1.362830308457302,-0.6408172030759366,0.0,0.0,0.0,-0.1324973267057154,-0.008365496048395428,-0.002926544267592802,-0.3215219428563232,-0.1105592727256601,-0.30904633578429486,-0.6435039507701158,0.12838834867262897,0.22253270386579108,1.015279441011999,1.3828227118864909
17,6789.874404492696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.362693151391824,2.371984340472407,-0.9055641592393395,-0.7373367491806853,1.3799299807858239,0.7240465726777645,-0.4194778178163794,-0.2662917325721152,0.0,0.18553865582585286,1.2611154665801996,-0.9998272979205506,-0.526010174751032,-0.0577522027669755,0.1369422578989778,-0.9964359308384947,-6.101825647354216,0.0,-0.744075527822716,0.0,-0.6877322985643217,-1.4283440432112982,-0.4141415888165774,-0.02546363604053048,-1.3347201652989502,-1.0139110189649534,0.0,4.640496915213229,-0.9211525876663973,-1.184246831633173,-1.3507200189447233,-0.2619158438081305,0.0,0.0,0.0,-0.7164943587040613,-0.008005053985615442,-0.0028111085818036063,-0.3025787371742925,-0.10391468522451397,-0.4574919177040803,-0.7915977069178298,0.24758028741454946,0.2936089782257807,1.4453276263768498,0.8612684604261165
18,6629.036278201413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9655651569761283,1.8033366231175711,-1.2758677005771348,-0.2189827427944544,1.2372827688612327,0.6811199100277093,-0.4137261799981614,-0.32280325103259466,0.0,0.013894751161457386,1.21745408326628,-0.5767790121814056,-0.9300639222319609,-0.37625196777073355,0.11706413570039999,-1.3652805585942087,-6.888240434732383,0.0,-0.6020988688983475,0.0,-0.9199579899000636,-1.8507876283074294,-0.4232568796545767,-0.23731557512912696,-1.258466038836509,-1.2707130681390923,0.0,4.665788533685916,-1.2596761979308886,-0.999549643409745,-1.4665112341108764,-0.5312575354440907,0.0,0.0,0.0,-0.47697076976512376,-0.007448683527204243,-0.002496696862004524,-0.2886746096375277,-0.09703489570841821,-0.5936385946246534,-0.6012616524843861,0.08880176621032854,0.35154534728720904,1.7360185101969652,0.5222862878772354
19,6437.894093913822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.25435610894821,1.6289401450002423,-1.1001814662657547,-0.5640203623692439,0.5613330874249254,0.5547426864304751,-0.17592675526258078,-0.7984920338420523,0.0,-0.5015547474790885,0.6632223593820437,-1.0780529884397332,-0.949754798033762,0.2634036220268764,-0.12199121962368113,-0.8850266615318081,-7.808431551022245,0.0,-1.7030817412167853,0.0,0.5083373881730087,-2.2234703976047774,-1.0328362516679537,0.21372667624210942,-0.7213277719272672,-1.8248125257152017,0.0,4.277077008863722,-1.490682718680639,-0.609569256832458,-0.930071659082445,-0.4895190925692884,0.0,0.0,0.0,-0.561944262547828,-0.0066159263223085785,-0.0020750476137776906,-0.22247266116461373,-0.085906201009349,-0.8393201018941336,-0.38701106708986976,-0.009450685968197772,0.4289527679755379,1.4603339065569447,0.8332347002802436
20,6349.14841519122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9781706483957633,1.7517724486352777,-0.13710737198067202,-1.3407117447830665,0.04104442122462637,0.4328043712904575,-0.3115486749536689,-0.9614632192022959,0.0,-0.6950311423662099,0.1458448157539003,-0.6708927993849805,-0.3054969049995865,-0.2159902116411272,0.15780110339295805,-0.438331318627981,-7.907882095204924,0.0,-2.5794492882413156,0.0,0.13231903539396028,-1.8980759423458213,-0.19038252812908985,0.6907946002877958,-0.654026727472598,-1.9182983101285767,0.0,4.150439521607509,-0.5966375829508,-0.6039963605527265,-0.9053492222294772,-0.5710461411032655,0.0,0.0,0.0,-0.4649778963928174,-0.00633109314637104,-0.0019339367069290913,-0.18449401524842085,-0.07704543236422458,-0.9893198517489138,-0.7185091479211698,0.26356434941772217,0.4596888907638501,0.8181583696297913,1.6774815807884897
21,6322.365623705381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.034558465659416,1.9159557940544258,-0.11327537998636623,-1.3582435863259803,0.2173629358675607,0.42508673591784685,-0.3389266389301224,-0.7991297310331064,0.0,-0.9026362055607122,0.540258455416539,-0.6587288849416667,-0.35805710595215,-0.029520012311816834,0.0648038262541269,-0.883177949880029,-7.443331514435555,0.0,-2.3728680630229375,0.0,-0.0917567633784527,-1.4098188585075586,-0.21567201542005937,0.808744089435962,-0.8602353444248245,-1.663021310286918,0.0,4.035817707442923,-0.2751465144827406,-0.4657548018338502,-0.4836700924125887,-0.5119441180116996,0.0,0.0,0.0,-0.5824757995107287,-0.00612705860721031,-0.0018039200810495315,-0.18936340959767048,-0.07370163471752648,-1.0238820965676945,-0.6943886399469507,0.24664174146440462,0.45388553469331455,0.50394955580053,2.115325444226018
22,6312.715072751667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.284406262960497,1.6737598654730543,-0.25885758552830573,-0.5609832497068893,0.634608157618377,0.7611209211915562,-0.13576250473760143,-0.690961762040704,0.0,-0.8865641355712713,2.114481393349407,-0.10016631902227413,-0.43921014213796106,-0.4320493554462674,-0.49228200708011144,-0.5550281603639104,-5.528531964263073,0.0,-2.50652336518426,0.0,0.516563162275982,-0.302059563829552,-0.5528852541053382,0.4166573280150158,-1.369573824812689,-0.91917865811402,0.0,4.143519645103921,0.3867960814926124,-0.4841621878786817,-0.7809606032784888,-0.6279017632859608,0.0,0.0,0.0,-0.6688049620811287,-0.006271803144389356,-0.00190446880200486,-0.18379711800411,-0.07284507970973962,-1.1028418109561198,-0.23642724675675708,-0.07813233047485144,0.41133878521616285,-0.40854899486377927,3.2595446104937116
23,6305.928034390337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.326694725691304,1.6401496029952554,-0.12352728119073184,0.557734882397472,0.20136696946103794,0.8383295641138514,0.43655635656103253,-0.7726629770572495,0.0,-0.8303091923464624,2.452705887770262,-0.41866963051251055,0.00237769700104673,-0.41689097698624095,0.09360201281870179,-1.341239709518943,-3.021612343615007,0.0,-3.1116808075780824,0.0,0.6811108016767204,0.36291677642841746,-0.374735507566865,-0.20935990305028523,-1.389625222593762,-0.40891645480186134,0.0,4.039526989943882,-0.23891694145507442,-0.6571081764746939,-1.0957203712286738,-0.5144207049411378,0.0,0.0,0.0,-0.528656556267602,-0.0062094436507777314,-0.0018752622842765835,-0.16411705655882983,-0.07037483295702664,-1.1727325656047827,-0.20157546920705288,-0.18580716160395633,0.3481214292412407,-0.8365389520069442,3.754603580797651
24,6249.99463537452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3330833753305877,1.7894120142846803,-0.10174974253404011,0.7716753371131511,0.33361148351249625,0.9615199188349367,0.19892823375244387,-0.7028140792846002,0.0,-0.9219233961191244,2.0625548090712553,-0.284608564216212,-0.01623107017519798,-0.3614746194633533,0.05547554039320097,-1.2079337320363013,-1.651662499201171,0.0,-3.1272972081704444,0.0,0.5698676353148808,0.5350517672196886,-0.381205179312495,-0.3302092716322411,-1.3078857062942673,-0.2668848169180726,0.0,4.073605391520213,-0.8117997495165783,-0.695722675237826,-0.976132637290945,-0.5857896164838011,0.0,0.0,0.0,-0.48130652599579093,-0.006135287565858536,-0.001878156557175721,-0.15772241174055354,-0.07181224942200684,-1.2025892870193504,-0.2625516115394936,-0.11598821465920364,0.3053128644576547,-0.8104979397879915,3.6644137255049563
25,6249.630673928135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.274345695408023,0.9618009555972203,0.30638966269018375,-0.255284653521602,0.7506451877763964,-0.47838029034315654,0.7162856997111638,-0.29206745922003796,0.0,-1.2655552469379452,1.136383523558914,-0.24270012828562904,-1.068613514225712,0.05061731999228086,0.6613333798913692,-1.053755438508049,0.024939638681802156,0.0,-2.547872432695161,0.0,0.19273397319785346,0.1288093652571436,-0.7938815914979548,-0.10564268707028987,-1.3451785135808179,-0.3116734887733038,0.0,4.109444142048571,-0.9789742216280721,-0.9258995053722178,-1.5134364693658542,-0.4048574171830214,0.0,0.0,0.0,-0.2705956122140762,-0.005628672188545066,-0.0016427582951771312,-0.1365589612154709,-0.0813147662490731,-1.2706860775432935,0.013221986932418661,-0.16161813381371573,0.14114957218106583,-0.3548499468425901,2.845179460132388
26,6133.19088001096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.43134462606415,0.5983909839018441,-0.3266441852456289,-0.6449439267659804,0.36291492011446136,-0.5202871188870243,0.11098748121381463,0.07774022106730272,0.0,-1.2077050222125,0.762357919059104,-0.4313395603181106,-1.6428114786775767,0.10481013364930852,1.1376430053538047,-0.9084355429017574,-0.5564278593480615,0.0,-2.5827910354071455,0.0,-0.2106753046905538,-0.2543545196747834,-0.6474908943662024,0.11369353421058773,-1.0708975413070505,-0.5144779100408567,0.0,3.7182952364002064,-0.8727430816685573,-0.7315008599546721,-1.257208798646439,-0.2706397389942633,0.0,0.0,0.0,-0.17720724390823256,-0.004903630466267175,-0.0013914001716583608,-0.11015143396175686,-0.08468400656546134,-1.318372108644722,0.22773117612346241,-0.30683355906210585,0.0045353855473519444,-0.27820430699694354,2.5479142985072647
27,6090.385339917039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.235541916010619,0.8061518570085338,-0.6735276922594264,-0.86052851161276,0.23066129441581654,-0.48368634330654564,0.46401835786475437,-0.18182609409215061,0.0,-0.9118672118177595,0.5011082438667708,-0.30171389749373456,-1.305704878650971,-0.0758711398327632,0.6749815181977874,-1.1018624455265116,-0.9153442180015223,0.0,-2.428018943338766,0.0,-0.42378459656577083,-0.5497009282676804,-0.6157662372540236,0.17852496038708304,-0.8569130931957922,-0.6491704770434086,0.0,3.6779565235941654,-0.8183698384964979,-0.6582464333774748,-1.002114995226858,-0.31454121080030023,0.0,0.0,0.0,-0.215401072694757,-0.004788013602225772,-0.0013821226564364275,-0.10528037283511191,-0.08857834199485112,-1.3338246710049295,0.44764632427268825,-0.4248359036136814,-0.049068371668317665,-0.18970480621020214,2.3431552239186253
