Iteration,LL,asc_carD,b_carD_age_gr_under25,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under25,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under25,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under25,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under25,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_vgvi,g_bike_stressLink,g_walk_speed
30,5915.8602589207985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.575111976169828,1.4903917553939314,-0.40984377564065294,-0.6080749341023778,0.3025888472984374,0.3450462867272438,-0.0518475635963394,-0.6570528067964583,0.0,-1.203807843903946,0.6567887547903368,-0.36748829340746725,-0.4667911745076444,-0.12643378378445697,0.1534704845708824,-0.610168430053628,-1.916020338202659,0.0,-2.1545428488198883,0.0,-0.25827544827053506,-0.702963757717334,-0.3329257683049399,0.28638480429970686,-0.4343370282247978,-1.2375329617253914,0.0,3.3491917694293143,-0.5078169540905728,-0.3130110055678383,-0.6787855311144789,-0.29353130275181444,0.0,0.0,0.0,-0.41157943717328915,-0.004699552570178227,-0.0012652109568298334,-0.20216126426917697,-0.07949230888042022,-0.18189720038676746,-0.36292878725648037,2.7020232502281267
31,5910.254662712472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.608202485260362,1.500673151092469,-0.3453715469184983,-0.31171998128515316,0.3118594582033085,0.3050255689080653,-0.15669051886191301,-0.872457737155741,0.0,-1.1658069002255729,0.5880509075024811,-0.3603796280656235,-0.5801854720443196,-0.09115433368160844,0.19005514138581148,-0.7281878701636895,-1.8247573238688755,0.0,-2.044936574316787,0.0,-0.3126730162667523,-1.0062570874980037,-0.37719609507969293,0.26680886838699547,-0.5493551226175643,-1.0898511345799249,0.0,3.3664123635545855,-0.5122347228582811,-0.2791833621969668,-0.6098649106644096,-0.28491367248433386,0.0,0.0,0.0,-0.5052646086867837,-0.004656578494720293,-0.0012528086853407217,-0.2011766750202237,-0.07938700883362892,-0.18345104357307432,-0.36087069021557033,2.70830680916311
32,5900.201931714705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.725926915128705,1.766462481602233,-0.20507588997409518,-0.08232677821211462,0.3245493760224796,0.10556205828543183,-0.22716732677838655,-0.8182354194929669,0.0,-0.9454326012336641,0.6980606903627966,-0.4244817796766119,-0.5327703443614554,-0.20355651614021308,-0.045197245512312134,-0.8051501603263208,-1.5922903365608583,0.0,-2.070244729952441,0.0,-0.36364393539458306,-1.0972281404128716,-0.3979202636317917,0.28593023764851866,-0.5025211076280774,-0.8752488253670831,0.0,3.5113207256468533,-0.5927843577196681,-0.4359243986811494,-0.8062177624296193,-0.34691599038061516,0.0,0.0,0.0,-0.47434287250111734,-0.004532858282491097,-0.001246692481971373,-0.19758931802387963,-0.07906578698819411,-0.22787364770773566,-0.327721129831757,2.7220416134797154
33,5865.58832038662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9612101843686394,1.8318300759956343,-0.20303134758113614,-0.30332573869759905,0.4315233919540777,0.36013080377414597,-0.118797654489533,-0.6329835939634849,0.0,-1.058806416220173,0.6475756208415726,-0.3184392039995241,-0.5446140276632103,-0.13449723318778184,0.07991827747628255,-0.695969166891033,-1.3075506138616277,0.0,-2.2169503433208884,0.0,-0.398097577538487,-1.0086874870505562,-0.4907457348635211,0.610336786062904,-0.5049088084378733,-0.4621840625725617,0.0,3.4166264916494473,-0.8803934975059278,-0.3483473260036701,-0.6432639835220875,-0.3037393092581663,0.0,0.0,0.0,-0.3650210619521718,-0.0038021521825297583,-0.0010550884264651221,-0.18209905042739952,-0.07448785621250231,-0.18931247499810286,-0.3699944767068895,2.771380514693569
34,5858.493794035166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.919715569657296,1.6364591112181421,-0.3028202586693448,-0.27294995934805716,0.3864735325333951,0.4392586686767548,-0.1323234869632336,-0.6027624510854604,0.0,-1.018838949398967,0.5870133809184964,-0.3729435682544324,-0.49194526734901844,-0.1777151755516722,0.2739847504910711,-0.5341041131547973,-1.289376321935872,0.0,-2.3054712991609576,0.0,-0.295370269767689,-1.080055861053377,-0.5097243494102631,0.6011151830497758,-0.422432486552181,-0.5434671921845465,0.0,3.4880720224552615,-0.7558124631015491,-0.42278041973201896,-0.7479075743380722,-0.324090144908385,0.0,0.0,0.0,-0.38096772395064876,-0.00366247377070153,-0.0010374508312734768,-0.1771309978373899,-0.07364484122026686,-0.23991123908183537,-0.3325520665024271,2.7818299888904514
35,5856.4958508721675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7847398945926685,1.567373322604795,-0.44391659146084783,-0.5591093288920543,0.34894498852819683,0.4904677934363749,-0.15201321357570988,-0.7622053214753113,0.0,-0.8001560527524268,0.49338864197548143,-0.42782642691335127,-0.682704977105803,-0.15986551776897664,0.0819416461389691,-0.6607574454641919,-1.243342939117667,0.0,-2.3279953542903593,0.0,-0.24636224941212254,-1.299092429542563,-0.38518638116067444,0.5736392629204309,-0.5019191214561552,-1.3028896580542084,0.0,3.447561358690474,-0.716082977380812,-0.40625055852101083,-0.8257767293321436,-0.2400649914284178,0.0,0.0,0.0,-0.3697461443955984,-0.0036196554103768946,-0.0010516635058654326,-0.17123768493612698,-0.07293970213197179,-0.29195969347564665,-0.29010468977906073,2.7885543361039344
36,5854.398879179278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.715805289772204,1.5260978354600292,-0.47703543601515813,-0.6336484017640439,0.36376839508671477,0.21972984420277925,-0.24861923118647447,-0.7321905338863679,0.0,-0.7870041918488029,0.3960808395934534,-0.45380394918316436,-0.6720385112561077,-0.163840758183793,0.1315800970688214,-0.6355879030207353,-1.2094866141573217,0.0,-1.9576632175187794,0.0,-0.460681651948072,-1.188196585243145,-0.5745328584922316,0.49759142216803326,-0.7075100715034573,-2.1170328673342924,0.0,3.526649232572131,-0.7360932500213355,-0.4235001487946428,-0.7217585003089804,-0.3293943288746167,0.0,0.0,0.0,-0.4019365022861603,-0.003478752989977373,-0.0010167008015420323,-0.17047642827389292,-0.0732069177854597,-0.1958199817819252,-0.3629670474590287,2.797609420067214
37,5853.522880042213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8194390279422605,1.5618401933890984,-0.4270304440565323,-0.5581546409331412,0.3773645972229425,0.3705125720666364,-0.17714194386938614,-0.646182824951702,0.0,-0.8663078835349083,0.4933679197466033,-0.33513019315378756,-0.49540852082848497,-0.14243424991741735,0.1492774314434668,-0.6429707695003064,-1.1052298837056642,0.0,-1.8503771938678386,0.0,-0.3896868385981885,-1.188728848209756,-0.6266830019112836,0.22359393288934282,-0.8800261314806039,-2.357795226366036,0.0,3.5239761302365835,-0.7624797247873503,-0.4074681773654393,-0.6991457695361583,-0.3363138617366883,0.0,0.0,0.0,-0.39942968179391386,-0.003494868762763192,-0.0010275015681613464,-0.17029991129686028,-0.07356191042935503,-0.18934064094328235,-0.36514157705281125,2.799095702164531
38,5852.214120910341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9085205405503642,1.5503217518359496,-0.38411482852574036,-0.4740372996984865,0.4113318522527047,0.38230032085992044,-0.13882864981378099,-0.46607694271764577,0.0,-0.8871909596264713,0.46032511583323166,-0.33125331717014056,-0.5230606192403872,-0.0957269147071596,0.15380230810431877,-0.6113498035779742,-1.174630964148541,0.0,-1.8951870390493553,0.0,-0.41277985984897636,-1.219011757185759,-0.5547210850168587,0.21274692131826275,-0.886453671586887,-2.3000125493315653,0.0,3.465997150412699,-0.7301007072903165,-0.3860252893012807,-0.6857218543181816,-0.2967915230716885,0.0,0.0,0.0,-0.3609023599365531,-0.0035171785914531774,-0.0010327747251186639,-0.16980546773414287,-0.07349382478700782,-0.19085412477221808,-0.36293172948132013,2.7990319238161834
39,5849.47781970956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9596426825810926,1.6192674041424966,-0.38330782033994953,-0.44626137671286303,0.4221987786055901,0.5372854118206944,-0.1023553380945463,-0.49015892417772816,0.0,-0.8159858185027528,0.44658888057472396,-0.33287442094414593,-0.5290545615579237,-0.1402739808494111,0.21034576498302035,-0.61913856582001,-1.2678187248061283,0.0,-1.9918319793858206,0.0,-0.3728579177194708,-1.1397682298414116,-0.6409306994138916,0.3806517009781337,-0.7105901681706438,-1.9695759270623323,0.0,3.4377238505688252,-0.6762442132855122,-0.36528258623706444,-0.6168149738584651,-0.34253257955334465,0.0,0.0,0.0,-0.3156888704611119,-0.003626207112558613,-0.0010685681294954376,-0.1717297381842905,-0.0738260116639124,-0.18330389189733234,-0.36512567790206685,2.796253790659275
40,5848.477855416332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7834145854462484,1.6287970179338973,-0.4771330555502157,-0.5761509873873619,0.3917268267246242,0.34735527301348984,-0.28523527716441993,-0.7109192243305388,0.0,-0.9838430634243286,0.6266716688488619,-0.2132168858227958,-0.43026253340130666,-0.04722111973336626,0.305357108423671,-0.5607155018038932,-1.2565872200312076,0.0,-2.2446660048893357,0.0,-0.29324306999546157,-1.020538789591491,-0.524921285445771,0.5012167306270866,-0.660615345283369,-1.3912487797319777,0.0,3.372064554837562,-0.637053206252184,-0.3613516080405188,-0.6286278238893027,-0.3096275124719501,0.0,0.0,0.0,-0.2663377782828473,-0.0036899924366780574,-0.0010814972275612236,-0.17099524680147896,-0.07340528752607019,-0.20956158612283893,-0.3436866489758639,2.7927347525387827
41,5848.23260270954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.765091640560562,1.5949387034963713,-0.4928779893056948,-0.5955539586114207,0.38428558925516537,0.34609643163347353,-0.2905600967422748,-0.716627275697151,0.0,-0.9505159065593572,0.5657930630917706,-0.23431962431218628,-0.4624194717143135,-0.06187931602444466,0.29202797597906843,-0.5650630129854314,-1.310990173928907,0.0,-2.236542700567741,0.0,-0.27291751824433885,-0.9853177756298277,-0.5291011573258543,0.42069982257075605,-0.7046849930852397,-1.3366558861467472,0.0,3.39327021226055,-0.7325200320891966,-0.3847126807194829,-0.6553167054205683,-0.31836212766102767,0.0,0.0,0.0,-0.2609652605950174,-0.0036950255464560503,-0.0010822628740436197,-0.17131127741000224,-0.07341551927721317,-0.21514087715429872,-0.3394882528126649,2.7924793992796997
42,5847.383038679799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.903062725658074,1.6640557952732171,-0.4203717196548313,-0.4631689408594284,0.4265516512648255,0.4700249916524259,-0.2066750909996577,-0.5638303688373081,0.0,-0.8465106161495867,0.519754045064514,-0.36456256001257314,-0.580439672848249,-0.1473968276379895,0.2255504706462445,-0.6183400785655718,-1.2965943533666213,0.0,-2.082153158237001,0.0,-0.3802159330976649,-1.0903957045606394,-0.6075241735278486,0.41333295286979327,-0.7219497347185885,-1.6571866103732469,0.0,3.4223283982060377,-0.666312055388212,-0.38160817350725396,-0.6621382323039336,-0.3403265014637526,0.0,0.0,0.0,-0.29322265910559747,-0.0036826356027704343,-0.0010709925208639416,-0.17298634391159007,-0.07306175857676463,-0.24053199217755258,-0.32269501934625744,2.8023687829711634
43,5846.689140484984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.837399629423742,1.5964361361176098,-0.4635749050848722,-0.5164762474680251,0.4135440270856357,0.4211798730074558,-0.24122505117754578,-0.5956664718966173,0.0,-0.8667156105774897,0.4821255291089618,-0.3253401613226439,-0.5367038455987951,-0.11147940839953205,0.23878626438180728,-0.5989766239260679,-1.227225608444635,0.0,-2.154270514856512,0.0,-0.3487141740287766,-1.0505488267430898,-0.5907111520856264,0.4340148512727506,-0.7245072877747418,-1.491077880237039,0.0,3.4240203229151867,-0.6824645019070098,-0.3758618049015346,-0.6500098572404954,-0.3292498370165493,0.0,0.0,0.0,-0.277195703314172,-0.003701573039393874,-0.0010846962801319543,-0.1716797528273696,-0.07400472851139313,-0.22819140150027903,-0.3287206974848263,2.804881976910486
44,5846.46354822019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8304871638243827,1.6205183773246186,-0.46905082868881676,-0.5254975392942272,0.4131875649157914,0.4115921227084226,-0.26216034578676756,-0.6367124438988042,0.0,-0.8917939844343055,0.5322001549374471,-0.29716809575108594,-0.5099571789656466,-0.1019256644851752,0.24680470305682797,-0.5973837183798116,-1.2919888235066312,0.0,-2.153451534124512,0.0,-0.34694632834528294,-1.0413387779617562,-0.5907080776970959,0.4267807187942073,-0.7470506565727585,-1.5081965106326158,0.0,3.4081359496588464,-0.6742625369603208,-0.3756894936168681,-0.6491206676505845,-0.3285563075206285,0.0,0.0,0.0,-0.2801996889800001,-0.003698232863180379,-0.001082846214186222,-0.1716987320639233,-0.07343334976143626,-0.24334108976645757,-0.31740401316726075,2.8033341648538506
45,5846.267695327719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8373687110017047,1.626075769185762,-0.4685609924993337,-0.5170086718719208,0.4167000742257872,0.4196018328587987,-0.2628751772736572,-0.6294257335946242,0.0,-0.8895877440415898,0.5338556572462497,-0.3040141581274958,-0.520318161356354,-0.10560273211194074,0.24901579812821684,-0.5992355263550877,-1.2877282390575189,0.0,-2.1456622167702633,0.0,-0.3581520833489822,-1.0460070728929904,-0.6062035484098618,0.4268563807482968,-0.7654950689261593,-1.5315755134114635,0.0,3.4076358714487123,-0.6729623362940929,-0.3764821378576013,-0.6528471820424789,-0.32949329283763434,0.0,0.0,0.0,-0.28127762603482653,-0.003708543320675466,-0.001084470064124847,-0.17170032630377924,-0.07331818915976146,-0.26027630542517266,-0.30348467254296013,2.806010712076764
46,5845.8316844252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.842005783628337,1.6298662772488883,-0.47155591983284395,-0.49916776321133294,0.4219997490280052,0.43306863930162426,-0.2674364829065141,-0.6190671045327132,0.0,-0.8791437584506033,0.5338219678539413,-0.3160150138885618,-0.529628929192225,-0.1135569430575195,0.24114043667124674,-0.6091303317157921,-1.293779400293843,0.0,-2.132816238201951,0.0,-0.39229683194064224,-1.0553429884216985,-0.6612344705926928,0.4330972904201833,-0.8315703815653462,-1.6172967566354541,0.0,3.4096530791742556,-0.6619432369017214,-0.3752417364387686,-0.6578901500574929,-0.3290741047792547,0.0,0.0,0.0,-0.2845679524416383,-0.003732459366000435,-0.0010908821843475826,-0.17096284287222,-0.07323488842098093,-0.3290770743353498,-0.24584486950238807,2.817597642210058
47,5845.7060775321615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8360002129853674,1.6221450987262247,-0.47171318837407333,-0.5029242554782953,0.41828152422740394,0.4285585182336699,-0.26517967683287813,-0.6196938862593263,0.0,-0.8798188060024803,0.5290361497704719,-0.3146326683802511,-0.5322200528958059,-0.10966332032898947,0.24608471245835092,-0.6050518078100295,-1.2797408779513506,0.0,-2.137504108613666,0.0,-0.3997729439818548,-1.059785947765505,-0.6777533340866769,0.4394453621893269,-0.8426976308023021,-1.6417994663048088,0.0,3.406218176117661,-0.6678821324046166,-0.376714683040264,-0.6589691478532652,-0.32794832804823754,0.0,0.0,0.0,-0.28274525072126466,-0.0037501595324855304,-0.0010970035170441634,-0.17061540816845325,-0.07319878704984653,-0.35692608976139795,-0.22073468944808403,2.8198357360949644
48,5845.574271963575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8252765482231794,1.6138127095017896,-0.46461955874828925,-0.5081010245950219,0.409992486961518,0.4187597989615108,-0.2567929351311941,-0.624419621537933,0.0,-0.8812765789446535,0.5286412897759155,-0.3096400754883473,-0.5257846329727046,-0.10798812535985529,0.24609292777147973,-0.6044011286310726,-1.2838901877207407,0.0,-2.1444159790954753,0.0,-0.40178625609766416,-1.0686995275352393,-0.6889291127665621,0.4444545945659294,-0.8410906197659073,-1.6805337335022619,0.0,3.4063843245874827,-0.6707642231242619,-0.3759586062313224,-0.6568013245763945,-0.3261747073184006,0.0,0.0,0.0,-0.28099187963681754,-0.0037500633495235044,-0.001097557049621553,-0.16989851963376904,-0.07326874680364927,-0.3904655163293602,-0.1896737270613778,2.8222572739338285
49,5845.481510452061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8189412655520805,1.6072507587491554,-0.45722286295959264,-0.5138072436230898,0.404222022986875,0.41178869480967006,-0.2483955445092808,-0.6253777928369825,0.0,-0.8805162272086448,0.5266171647562243,-0.30730079926722953,-0.5240133583819905,-0.10510490190229939,0.2473836428502638,-0.6003565120150554,-1.2811389715566837,0.0,-2.1425946234039768,0.0,-0.40075569287266166,-1.0836665569314738,-0.687306393919173,0.4460962532654528,-0.8216315595366477,-1.6964642085093118,0.0,3.403238931585043,-0.6758404039418225,-0.3774213160208672,-0.6548493821036444,-0.32642520212570497,0.0,0.0,0.0,-0.28036182439666263,-0.003754109511921232,-0.0010999823016310363,-0.16971729127287305,-0.07323185346508229,-0.4056345324688535,-0.17275532984733735,2.82025029535881
50,5845.380023929477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.813386625177166,1.6038387288181515,-0.4499379739878221,-0.516462048313129,0.4006534389519623,0.4062263870946546,-0.2435958021577893,-0.6245921560561128,0.0,-0.8819632293913415,0.5286513629426204,-0.3046691945360953,-0.5213685940669197,-0.10554995841497047,0.24831303920143774,-0.5997399757158175,-1.2850793669706368,0.0,-2.134357399873562,0.0,-0.39519943234430677,-1.100502754221775,-0.6773605532009128,0.44345246818325096,-0.7977899860773229,-1.7043540603562455,0.0,3.4032722778635267,-0.6775317604648707,-0.37707290862745096,-0.6527251429001194,-0.3270756576113311,0.0,0.0,0.0,-0.28016247263940547,-0.003745776857479123,-0.0010970187817249113,-0.16943013633788087,-0.07322899184310655,-0.4159878018850532,-0.15809871948870774,2.818636364929533
51,5845.270251887506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.811738350776007,1.6027933863902661,-0.4477587656980604,-0.5165799784951086,0.4015371175990652,0.40569935619885833,-0.24481174743949477,-0.6206503663839178,0.0,-0.8804878197011358,0.5291956689026694,-0.3051853594974303,-0.5211991854140361,-0.10610979153737292,0.2468079823145123,-0.5992391119202833,-1.2863239267992639,0.0,-2.115700195532987,0.0,-0.39029610915141616,-1.1156797526229654,-0.6644472866779646,0.43888227673102803,-0.7788008405475149,-1.6977588192354618,0.0,3.402652540901094,-0.6774115583544659,-0.37703703931089133,-0.6510491228849933,-0.3286302174091103,0.0,0.0,0.0,-0.28125035580370483,-0.0037410521483120032,-0.0010956041566133267,-0.16914696544267915,-0.07317117099164505,-0.4190380270577683,-0.14696909933884222,2.8173989894574722
52,5845.13781283274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.812611689637126,1.60455452283337,-0.45154090963388394,-0.5142967810308571,0.4056492793104635,0.4085245498347977,-0.2525624416836474,-0.6157829125391219,0.0,-0.880497751190371,0.5300652586104705,-0.30604268928009987,-0.5221199675993891,-0.10794139188833851,0.24602226573213548,-0.6008432206077144,-1.285835861809146,0.0,-2.091791082359875,0.0,-0.38400965372905355,-1.1202015113767227,-0.6506923432271005,0.4338699958821396,-0.7738488134344536,-1.6789267602622646,0.0,3.404097881987625,-0.6748013154300307,-0.37566728194823584,-0.6505069997630649,-0.32977429003121184,0.0,0.0,0.0,-0.28231604084380996,-0.0037349797676627335,-0.0010929069354425117,-0.1682362840674623,-0.07312022673552533,-0.41844417488945573,-0.13497828283625765,2.81988880452003
53,5844.98248227338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8172176892521517,1.6084791718306366,-0.46039144901812307,-0.5110107858282953,0.41136454304743036,0.4147909055635498,-0.2625460070148829,-0.6119556817639665,0.0,-0.8788673839034867,0.5290653775114611,-0.30852335888603877,-0.5238844267133513,-0.10903177979212375,0.24378838320715848,-0.6025826798926457,-1.2825881438361426,0.0,-2.067266395497958,0.0,-0.3796437804060907,-1.1092459790001863,-0.641497414633462,0.43173693970493066,-0.7853525494642833,-1.6544351189280992,0.0,3.405920794086491,-0.6704496974368435,-0.37415098435188926,-0.6507728743552985,-0.33027332073202526,0.0,0.0,0.0,-0.2837141596237762,-0.0037350929453384618,-0.0010926930687012912,-0.1662506832536238,-0.07304273457845939,-0.41314057779023444,-0.12227014364467391,2.826947652611977
54,5844.764403429525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8246544523155594,1.6143729842189423,-0.4724619858247028,-0.5078429604560365,0.41671565110825076,0.4223123213024293,-0.2718817773178618,-0.6108494900282978,0.0,-0.878120305282557,0.5272090393547545,-0.31064665342081993,-0.526059647291065,-0.10967598640257811,0.24293367223607418,-0.6046999645764645,-1.2767608278752054,0.0,-2.047167908374457,0.0,-0.3756890348319777,-1.0786996628607766,-0.6360284712121488,0.4333804637255817,-0.8109651853498429,-1.6288426951713468,0.0,3.4088049988174847,-0.6648930249482001,-0.3720305795502736,-0.6520795502547665,-0.32946227527780764,0.0,0.0,0.0,-0.2846445196442154,-0.003738428387279613,-0.0010934651765788178,-0.16188832447121917,-0.07293440251782649,-0.40089824495955934,-0.10592958047479467,2.84122097224109
55,5844.378301047391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.836275381810453,1.6228450456669747,-0.487365175444541,-0.5048853407041948,0.421149370518889,0.4317491422411414,-0.2783339979170275,-0.6131354922080434,0.0,-0.8766710483121277,0.5239540026689671,-0.3133145392167478,-0.5284132068320109,-0.10913388943375449,0.2418147781930579,-0.6063235229701707,-1.2688165109693144,0.0,-2.0313998317045745,0.0,-0.3724827981792116,-1.0230944590354747,-0.632997834114707,0.43930025322456867,-0.8482584678110296,-1.6008129364561445,0.0,3.4116911177154505,-0.6575740183070832,-0.36937262864905324,-0.6537076777673323,-0.327184204102477,0.0,0.0,0.0,-0.285472337267515,-0.0037458517368859517,-0.0010961093147117053,-0.15191025631091676,-0.07268867491977533,-0.3731367462493153,-0.07786388528078468,2.8689592804352575
56,5844.021566013086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.853810177212004,1.635436384390024,-0.5047048373527925,-0.5016395809645248,0.4241586223075188,0.4432098930499966,-0.2797210026442961,-0.6200571250837978,0.0,-0.8764826834671912,0.520084742421444,-0.3157108877124106,-0.5310051120761727,-0.10764698151798005,0.24233238977715663,-0.6076655583588111,-1.2587951648140903,0.0,-2.029049210002874,0.0,-0.37078030943426227,-0.9261325296101912,-0.6320349522560098,0.4495331034041728,-0.8950340821348959,-1.5501809326709337,0.0,3.4145958361735422,-0.6481572657301873,-0.3651123991322831,-0.6551356796613718,-0.3223201267993698,0.0,0.0,0.0,-0.28483325442070306,-0.0037517506853765197,-0.0010985766864601198,-0.12802668150172525,-0.07206043007491429,-0.31679142032209207,-0.010814856730570269,2.9292566297859315
57,5843.563839440525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8452193210409837,1.6286527326582232,-0.4875142029211559,-0.5043531580661496,0.4191909078415536,0.43392466831438026,-0.26851587991874815,-0.6218599148753391,0.0,-0.8789769217966313,0.5245000120148832,-0.31325060279317707,-0.5287282265509456,-0.1074849817414859,0.24458029448018484,-0.606082338678939,-1.2700613550456894,0.0,-2.0661453092430366,0.0,-0.380930605585469,-0.9627505939184285,-0.6445768829960531,0.44524106360714827,-0.8554808444441104,-1.5491974566396758,0.0,3.410784946390759,-0.657199556866948,-0.3687134217267775,-0.6540766265545401,-0.32364051401664046,0.0,0.0,0.0,-0.2821943649045165,-0.003748888051606467,-0.001097635020377727,-0.13448237685232334,-0.07216143896685895,-0.3426815473504034,-0.025770027525136546,2.9128209470451076
58,5843.115035684892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8392181394636893,1.622119218623932,-0.4713275990042407,-0.5098614534449379,0.41341307546446193,0.4237950335571462,-0.2534997376733192,-0.6251649845540126,0.0,-0.881439538588775,0.5268747479950626,-0.3101666886616453,-0.5266145899808378,-0.1060772213512168,0.24649901326101184,-0.603270577092273,-1.277589674539217,0.0,-2.1053264789323514,0.0,-0.3942953727528117,-0.9755921487133464,-0.6581885774863923,0.43971276082994853,-0.8174615553838762,-1.5432255037654914,0.0,3.4058950525215788,-0.6637268964601245,-0.37038108917163454,-0.6505370377814232,-0.3240088993461839,0.0,0.0,0.0,-0.2802899341880437,-0.0037439914131880076,-0.001096576097977373,-0.1276888488219694,-0.07185781219244333,-0.3355675970416849,-0.004274409894556262,2.92718120998212
59,5842.748127573436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8278799058229187,1.6114004942328566,-0.45306578328173003,-0.5190991034189811,0.40788976614556266,0.4097210118869629,-0.24089946396916448,-0.6247288323600962,0.0,-0.8840724333329716,0.5291498183880192,-0.30593851869538013,-0.5237130360159826,-0.10485264249615057,0.24819708816982394,-0.6000930330040228,-1.2838651605846354,0.0,-2.132427474850911,0.0,-0.4067414097356121,-1.007099864580877,-0.6676070633594461,0.42876105926866787,-0.7671824632689441,-1.5572963172826335,0.0,3.4005396948341944,-0.6698170521131186,-0.3711001528180878,-0.6445448494715146,-0.32583208234630745,0.0,0.0,0.0,-0.28001421599153703,-0.003733958405499432,-0.001093713389249112,-0.11639915713804247,-0.07136582680402245,-0.2973817595417677,0.018955591838938975,2.952098637275793
60,5842.588601229893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.822048095530344,1.6092233718367979,-0.4489240822122731,-0.5181388941005844,0.4072785773778448,0.407779065220065,-0.2439050392912678,-0.6230087658433413,0.0,-0.8838933885671751,0.5317784889645895,-0.3055639181294066,-0.5228012332310455,-0.1060339662316555,0.2475462262238115,-0.6009535435958869,-1.2889996060300086,0.0,-2.1262378597724414,0.0,-0.4049749235744111,-1.0369321107118679,-0.6675951694834037,0.42721479553609354,-0.7618329240121098,-1.5849637289978629,0.0,3.40033027924307,-0.6715908272479931,-0.3725706294978611,-0.645979693113931,-0.32690225105997467,0.0,0.0,0.0,-0.28060207950020105,-0.003735589500157523,-0.0010936738611548005,-0.11755824642928137,-0.0713054514611906,-0.3023101995443882,0.023421829538778822,2.9520237310008586
