Iteration,LL,asc_carD,b_carD_age_gr_under25,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under25,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under25,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under25,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under25,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_vgvi,g_bike_stressLink,g_walk_speed
10,8051.52390414992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1000165765435697,0.18159586805737205,-0.41537082098557615,-0.26532816883801386,-0.19890036423465085,-0.06581684295772262,-0.26253212344144766,-0.11792600968310843,0.0,-0.9283266197430412,0.02486903428149516,-0.34603554772333256,-0.30761545211623503,-0.2542924536762149,0.03527225490792307,-0.4038617138659104,-0.28206127672239983,0.0,-1.1131198407319915,0.0,-0.35175536903527105,-0.2539016688219053,-0.44903455605895676,-0.09242753935345059,-0.29522382270528247,-0.16691723287634472,0.0,1.5983937765101939,-0.0014757848946351064,0.21076497734856156,0.15674113519852473,0.09352224979599674,0.0,0.0,0.0,0.09416832220144289,-0.01230402026676459,-0.003226915172023067,-0.34916901683247914,-0.11699645995730305,-0.36149669710192667,-0.13806966098739865,1.782098071402958
11,7891.586408125558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2753267701459268,0.7251923207525601,-0.31124641334884146,-0.3204042465222631,-0.12039874676635412,0.13159989367295122,-0.1970009741212792,-0.16316485337985892,0.0,-1.2861831380830089,0.2491291572552375,-0.13153627218367434,-0.7691779717993938,0.5129646896960801,0.4004318993029987,-0.6428063006711597,-0.8711988957024748,0.0,-1.0075561039710041,0.0,0.028524866361623658,-0.28178510678137836,0.08941120390452456,0.15253161083108568,-0.1731105869214908,-0.3056740796297205,0.0,2.626986225532959,-0.15672926383636832,-0.28148579460907197,-0.23395180257943587,-0.3803324165653381,0.0,0.0,0.0,-0.3812457140272312,-0.01177540920415603,-0.003110307223963493,-0.3786934418952003,-0.12036084645162888,0.06174522155260803,-0.480705072567933,1.8795702944844737
12,7730.926146442102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3104565845086964,1.1339345285771296,-0.17163580280124016,-0.2283722137357903,-0.2010203420988756,0.37922115927732447,-0.22376638793335096,-0.29180254051480514,0.0,-1.3159129162844252,0.5781728052866799,0.0950007473427841,-1.0497505022996751,1.1504152961105218,0.7655228827400231,-0.6497073057525968,-1.464031525893195,0.0,-0.9974652625819279,0.0,-0.22029059039344354,-0.1597530629011079,-0.1615700150114564,0.3771670190234412,-0.23741204180417924,-0.4299768629614185,0.0,2.920901334237186,-0.3892494804894717,-0.503241504140769,-0.9585748753580912,-0.17714783519640814,0.0,0.0,0.0,-0.5080135027690268,-0.011831143794163668,-0.003237085590004938,-0.36472197760985997,-0.11765599308370421,-0.17102135709293212,-0.27463447696468546,1.9447478981532766
13,7501.054580214236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3595975941590852,1.3388225684208597,-0.1429611931799124,-0.06139111086229734,-0.19035569485810414,0.5608859222628377,-0.3121356710437045,-0.5334992823891521,0.0,-1.5049835532068105,1.03112170217537,-0.14792181663540982,-1.0772441676828302,0.8496204695809861,0.9009282369921049,-0.5260290083253223,-2.062571494302491,0.0,-0.950892273628134,0.0,-0.2899903688550325,-0.30317941426946154,-0.22130436528590164,0.5427688760060027,-0.33003996624371107,-0.5439926503878973,0.0,2.8344051521262985,-0.6978230876776312,-0.6896709867319796,-1.4662213555061094,0.1346497689102601,0.0,0.0,0.0,-0.2610754164793826,-0.011005389425856353,-0.002921212935828604,-0.3518684724478072,-0.10551959125097868,0.2246455366093492,-0.5969198596655862,2.038579700156525
14,7139.444336669728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5715918959844979,1.2681232062577874,-0.16309681157830244,-0.13403098215902737,0.28731706360232534,0.1942253435813735,-0.08913699320458984,-0.8755977240726374,0.0,-0.6110108193070303,2.106093349031767,-0.048157244841950664,-0.6488352664496555,0.31822963228343304,1.035656617727772,0.01454783194200615,-3.142527854185867,0.0,-1.063698004691197,0.0,-0.4683159582237516,-1.0061227695086474,-0.005064272371465922,0.31043605205934655,-0.13666786589356608,-0.6907248704971659,0.0,3.0759913425681322,-1.3422607861645732,-0.6287341889594081,-0.6710954038267802,-0.31055520029950534,0.0,0.0,0.0,0.3880538428543754,-0.010736961660650737,-0.0031439279658788412,-0.3368190237422076,-0.09342303798863043,0.23554476474088956,-0.5760484680970698,2.30700332184283
15,6955.3860774248315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4192121294870854,1.1384809182889686,-0.16542064207454463,-0.18727777436401305,-0.054887563977714215,0.03396150849907509,7.393653845482046E-4,-0.653433105202546,0.0,-0.44131957738329186,1.9567424857324076,0.10752255565764682,-0.3601104309581864,0.014041637744781621,0.6384735763822185,-0.19882336077924084,-3.2354981123229916,0.0,-1.1227039018330716,0.0,-0.5297796792617975,-0.9888331685116738,-0.04870882490150467,0.07662853526919342,0.06676664235959628,-0.6341731986005786,0.0,3.1793425671822635,-1.1867642843325346,-0.2410420863534246,-0.4610581731838929,-0.23669724313625348,0.0,0.0,0.0,-0.29346725620360625,-0.010208900658730029,-0.0030283987399850917,-0.32607662221135997,-0.08473802234965287,0.3501151348997058,-0.6681561749665319,2.4107136224647183
16,6826.4426188125435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3650078639852994,0.764664440552043,-0.16139963718670997,-0.296414442077717,0.02896145389476376,0.12989695901465953,-0.544462593376305,-0.28256836738537927,0.0,-0.2825201388783306,1.2022361612363848,0.34907795247894735,-0.07594564692428357,0.09285568889471131,0.06490987745265453,-0.9929710200833237,-2.9139977089739033,0.0,-1.121542328700328,0.0,-0.2640719673815051,-0.6464207716430861,-0.32120525012274664,0.02837489983350342,-0.23995851807814256,-0.4944507370822857,0.0,3.2562935800432316,-0.2776530057944854,-0.4428902986612362,-0.3071595317898412,-0.38488650562349214,0.0,0.0,0.0,0.018656540207965366,-0.009605160846506354,-0.0029119183470262314,-0.31605327454651727,-0.07758325179157867,0.44262645727513605,-0.744072275416042,2.5199107436810544
17,6752.606047268715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.559281665512569,0.6398494537800729,-0.35825588824846877,-0.25892161054899887,0.3316884127460632,0.047734189092180454,-0.21554597739103376,-0.3847468364007739,0.0,-0.14648732718145374,0.9457153110184702,-0.03862149956260241,-0.07336806261747679,0.2639576411811482,-0.027782516886758757,-1.0700543573113857,-2.4808691003310326,0.0,-1.1426689379412274,0.0,-0.13709861143056318,-0.379162550896694,-0.3251243985225139,0.13302802475090295,-0.6181389483251599,-0.44062041314070455,0.0,3.2928820183708782,0.0036318487898975294,-0.18697645324105916,-0.5523168468410273,-0.531166449532046,0.0,0.0,0.0,-0.022733017760208273,-0.009313066597970236,-0.002870150331323452,-0.31180663069343856,-0.07628881168563915,0.4448807454548407,-0.7504483666645516,2.5487656937866716
18,6621.705274689992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8942283887850422,0.6454769430284054,-0.047364852337744734,-0.3507101453013456,0.3556743246551595,0.13115156032903652,0.06900980035562243,-0.5377318171367043,0.0,0.029845332380409095,0.6061230333587379,-0.5745378492692605,-0.6417022535458127,0.18902280102432212,0.11892042649035839,-0.6858259384977898,-1.4504011850506715,0.0,-1.340501420978079,0.0,-0.015290150458709434,-0.002464310105087908,-0.171124546099511,0.2294067251627589,-1.0450816368222495,-0.48420437450930176,0.0,3.3984055662712134,0.11594365213579609,-0.7046458758672796,-0.3289300978634112,-0.17506446237184764,0.0,0.0,0.0,-0.3054651997674436,-0.008537431770604136,-0.0027310820311122054,-0.2960691761338585,-0.07461424396239506,0.3019268165317534,-0.6573485390494087,2.583605177224935
19,6444.155883614421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9407933546157996,1.1961130905091364,-0.2582896933057169,-0.13090275320715497,0.3358213993508799,0.5408135769012463,-0.4912426464789921,-0.27972074639167815,0.0,0.05685260413605234,0.1369452311839568,-0.7509998847989848,-1.601865736024906,-0.1585574486094184,0.5993853218389171,-0.2592132328153591,-0.21249020924826056,0.0,-1.6938427916550278,0.0,-0.05754136085562322,0.2212706081848204,0.18266327053489895,0.145831000626876,-0.9624105153484792,-0.7091813783893691,0.0,3.4009487832744503,-0.32758512181898136,-0.37886857238287835,-0.4325623652186822,-0.43442036549786,0.0,0.0,0.0,-0.24686249283606432,-0.007095785142413796,-0.0024162685711970455,-0.2688816609264381,-0.07213696878834439,0.10130018579837072,-0.5401722477742926,2.6080502737573577
20,6326.519622592973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.117195108435561,1.2074316794570241,-0.13018427885721515,-0.16632460628347706,0.10167449980912263,0.08282571031509917,0.043829453456557754,-0.3305486867023633,0.0,-0.2951555772941761,-0.1777715201166165,-0.34041514315701304,-1.6929149425784888,-0.2707144805167434,0.9146958716750613,-0.7324149694338125,-0.28734895892871437,0.0,-1.8356783401385393,0.0,0.11226777800175947,-0.24461908547484432,-0.09388877122608541,0.12989082325145795,-0.34993082651082696,-0.8724315728757146,0.0,3.239650601822623,-0.7498211016709306,-0.40025195499992267,-0.7434045945388719,-0.45338463369026466,0.0,0.0,0.0,0.17782363725862343,-0.005864175643772152,-0.002045044538001627,-0.24804222505461848,-0.07014121366894371,0.04382768944413895,-0.5298357823235095,2.6107854198301514
21,6239.260709881158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3630051832349017,0.9421425120888803,-0.06898716250304104,-0.35376666418355773,0.5587584891847139,0.16221462887938246,-0.2990779066354703,-0.3749476547290604,0.0,-0.47651140344366194,-0.03981818860556843,-0.34159806199484843,-1.129056989022977,-0.017464546458376362,0.4097999208994507,-0.716672736108852,-1.0729883618328224,0.0,-1.7479433983025205,0.0,0.13060320015088833,-0.7644986910056709,-0.3996902189576551,0.27860282319086926,0.04810549005642584,-0.8916087998515525,0.0,3.2766429044936016,-1.0561173317478056,-0.4241932964531538,-0.8460437928473165,-0.28790003742483966,0.0,0.0,0.0,-0.12761386789547197,-0.005075524338640675,-0.001853590281870092,-0.2382253314312173,-0.07158827456534306,-0.013684189924883558,-0.5063868287708866,2.5980147204713577
22,6197.123645703365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1703464412503575,1.0398422493269988,-0.3930606123708338,-0.28682366666997994,0.24739445447170144,0.3859701091459776,-0.21426963411105882,-0.3167478992609836,0.0,-0.43343996849925825,0.24745203756691989,-0.43751909640190134,-0.6733965864461409,-0.014165652274933646,0.20840602615911388,-0.9142248662013185,-1.8518007917762582,0.0,-1.6775673870146806,0.0,-0.18537759348176402,-0.8853658663888002,-0.20175385104687393,0.46795167050594066,-0.31135852165957917,-0.786653278063621,0.0,3.3454270104151473,-0.9174235491149666,-0.5771395900879204,-0.638084076527375,-0.3367635814477815,0.0,0.0,0.0,-0.17325808764631387,-0.00459592061907599,-0.0017229869012915092,-0.2277917829994441,-0.07250887849499067,-0.09841443122391878,-0.452648953182926,2.5870443508233256
23,6182.981576588381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2228806924911044,1.0450084397450576,-0.22246107183457745,-0.4418773391979829,0.2526415301746383,0.40339882707727714,-0.2840344008512822,-0.32459174093202997,0.0,-0.2952997106454717,0.458768809613203,-0.38923055007339435,-0.6609672971976545,-0.22181392478740142,0.33459469749942683,-1.0641963970272075,-2.2167440105515612,0.0,-1.6652617824193012,0.0,-0.25473186372866236,-0.807846896968734,-0.0872004895582702,0.4177307285236951,-0.5111955721868854,-0.7192296652702453,0.0,3.3295733907242147,-0.6668509687433151,-0.44984569316817147,-0.678413204805957,-0.37495032310304655,0.0,0.0,0.0,-0.2537463826872579,-0.004547028976269247,-0.0017084315007962995,-0.2269920693178731,-0.07338418060000942,-0.10319513820465308,-0.4507101790866028,2.5822492578651577
24,6173.591342765475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.226702845210869,1.1975068643640712,-0.36224764421013067,-0.4327413407526311,0.3576130684782559,0.3102126614348736,-0.2805211389673566,-0.317324105702535,0.0,-0.2535667357929759,0.6535374842924684,-0.3222009268888033,-0.8493892661651452,-0.30504290344931106,0.3239530777437186,-1.077179930150503,-2.500304022977728,0.0,-1.6786173361749377,0.0,-0.10792826860839566,-0.6693111094035125,-0.17593211853105373,0.24923882119555732,-0.5628066365471224,-0.683451020217093,0.0,3.254041091629792,-0.4051724111083386,-0.4181234592442774,-0.5864735277161812,-0.2826390768744988,0.0,0.0,0.0,-0.31459952247433953,-0.004501495835620427,-0.0016851633801653998,-0.22604881667963123,-0.07348086048293852,-0.09510325818543784,-0.4574730658237807,2.581093186788465
25,6163.932649481212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.209668342280702,1.2438401250732942,-0.2568080825198248,-0.37803085745230186,0.22184309536130195,0.2682100297456776,-0.2919759749154257,-0.39525194403579894,0.0,-0.316476265482917,0.8426681570977064,-0.4269649934469404,-1.034134935680333,-0.20766642790679538,0.18161809415685243,-0.9924288736649723,-2.730094988981083,0.0,-1.7305302918314913,0.0,0.033402576054868266,-0.4905083261578812,-0.26423109667620415,0.0680193563446228,-0.5337836139327087,-0.6907661177328984,0.0,3.1809850333514067,-0.19379645223771935,-0.28379760530551024,-0.48246698342658384,-0.3582003656484871,0.0,0.0,0.0,-0.24412094709142684,-0.004363707657958515,-0.0016193040083341118,-0.22314193238946367,-0.07345910995602349,-0.08045038161540471,-0.4716976147814973,2.5850933156068256
26,6096.960191739242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.485055349270978,1.4758564624944759,-0.11094172483776224,0.10214119021467893,0.3893448153731547,0.2332964377775238,-0.26460499299188617,-1.0343540487661518,0.0,-0.632791643738136,0.4198853963167599,-0.20226712117561382,-0.5763097227745586,-0.24248311703852113,0.034495684069113325,-0.8168231686065617,-3.029374733121879,0.0,-2.3865288124572928,0.0,0.07048542660475679,0.3648316726904218,0.19797195924971905,0.04545213214026078,-0.27544934018104766,-1.1876514074607363,0.0,3.048542484643336,-0.2151714452128366,-0.20741485930281572,-0.34210653009894887,-0.23826979177874147,0.0,0.0,0.0,-0.2287338481217546,-0.004482996677229574,-0.0015231089331882925,-0.21460485436722287,-0.07523351149757525,-0.1713833203991903,-0.3971169215406346,2.609736403118287
27,6029.595576708559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.522637279659674,1.7252230171939178,-0.05835713983166751,0.016254144690452263,0.30343751054084,0.0946624790083068,-0.3772185480038709,-0.806873029402703,0.0,-0.721668620744545,0.39493377586511036,-0.531335945266094,-0.14648998470608016,-0.11621903481898921,0.32398642201608097,-0.9271823425921042,-2.907634099095091,0.0,-2.7562082199123417,0.0,0.5585722760012981,0.4099109310544271,0.08251686443206745,0.34012640697316865,-0.3641627750940406,-1.507571562017564,0.0,2.970823651263905,-0.5553397017249551,-0.09380181652654244,-0.21854598967369387,-0.10971385749514714,0.0,0.0,0.0,-0.3370580825231991,-0.00466556658597163,-0.0014689773269570218,-0.20620417011008582,-0.07624824034984908,-0.26285535368879154,-0.31573126171579347,2.6345850985320256
28,5954.543112942201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.544593791028798,1.2666786336818427,-0.2620601773193016,-0.2381223148532906,0.21841156082992194,0.2023673787617725,-0.14551819416744732,-0.48402224055224036,0.0,-1.0178210124117024,0.7873260385326802,-0.15041065450942764,-0.37397564592948884,-0.31380381715677685,0.058474915288478535,-0.6607038015062181,-2.3812879943566303,0.0,-2.6426296946133423,0.0,0.4861445590854973,0.06629824615318775,-0.22290127445240343,0.7972812962806961,-0.6068598888117765,-1.5894988783402102,0.0,3.2344782656106594,-0.7781528759782019,-0.16289347204839896,-0.5116098768741766,-0.2909745756961416,0.0,0.0,0.0,-0.4173158823821426,-0.004778546418673494,-0.0013710421854160914,-0.20191508669018812,-0.07884483468708851,-0.27296141047495226,-0.2956494992801786,2.6730638037788936
29,5925.116756710855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.558163149442548,1.1845620192627617,-0.46526057758790174,-0.531285835718174,0.3170006503716768,0.35882270723626675,-0.04622303032205892,-0.4802151797304184,0.0,-1.1494916975725304,0.9482444421824234,-0.3725670445144246,-0.46481110975351636,-0.1507146106619583,0.1533000455389011,-0.8138881671350245,-1.9948476801024155,0.0,-2.3553531550338658,0.0,-0.1191767412735813,-0.25415386492040537,-0.25699905499839015,0.41518349365668306,-0.3206138494573169,-1.4236867512930809,0.0,3.314005276565558,-0.6746102461942339,-0.3329551905274283,-0.6303736811138797,-0.25283496142698764,0.0,0.0,0.0,-0.40325346974614296,-0.004721899132307534,-0.0012781978604850185,-0.2027020290655885,-0.07918228694559082,-0.18704433939341056,-0.36110436461847734,2.692930260692007
