Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_stressJct,g_walk_speed,g_walk_speed_c,g_walk_speed_o
10,12884.193269198766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12898882792277067,0.0,0.3489153787399581,-0.8553847280124309,-0.9132889712766212,1.1405045241478573,-1.0657548653387816,-0.12670349307529294,-0.35118716778551906,0.06466691774395174,0.0,0.6248332531606993,0.0,-2.6619370397763884,-1.946121279476369,1.0998355432453215,-0.5487002030835748,0.23811485497275386,0.2771303259083026,-2.060157038221411,4.437515665760705,-2.8276879346498975,-0.8386335582004433,-0.49737762098901045,-0.8787976561556756,-1.2526577748460845,-1.4954718559742257,-0.3802025482382141,0.48766285969201867,0.0,-0.5788892267513573,-0.5246727544518213,-0.36610958312655034,0.8742293662461323,-0.505407081475252,-0.30326674866205916,-0.01040281649693971,0.49968022416174923,-0.15287366939319783,1.9290773346298062,-0.7352696721846821,1.7650934464294619,-0.4168191336820192,-0.6624685624906039,-0.09739495361650372,-0.7086220423058089,4.3009985969062186,-0.9626468106056898,-0.6446940650151001,0.0792223681449751,1.8910709685640168,0.019929710863443376,-0.30659172169012666,-0.04912417149628814,-0.15891021822912585,-0.12253644728810095,0.8596565713648598,1.2263308969140239,1.3500032998877085,0.16730609227033463,-0.1139611159742069,1.8086873069435883,0.7328697158928731
11,12864.417394646185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40089133107174263,0.0,0.5826615324522714,-0.7391198532538817,-0.4252093647921833,1.62790656286163,-1.0955232889114814,2.3139050686581952,-0.5617940851932048,-0.42058312265787084,0.0,-0.22557903299889503,0.0,-3.3875255243886655,-2.857836407537727,2.381455837796384,0.21596555852658073,-0.6020774607869519,0.5592458286245776,-2.1851118956936895,5.990924073352295,-3.532485646865359,-1.272706581627941,-0.3913079352342175,-0.42271801484902705,-1.9063695478165847,-1.4939446047314768,-0.389960908085781,1.1959542944591388,0.0,-0.8424896539253452,-0.35927679087815834,-0.5022627036922377,2.343252935882749,-0.7087320949252064,-0.5344020800043487,0.0737227543236708,1.3348981152965451,0.08011288837984559,2.257050467821399,-0.985120975831907,1.8010120044395175,-0.041141113879600066,-1.7490582419371024,0.1501145934378041,-0.5746064917811511,4.579346012643541,-0.5213571752004236,-0.9820222183536566,0.5112068032000932,2.125321086378933,0.09427097846623518,-0.241964234773902,-0.020904389254983082,-0.18228545202556107,-0.1208189950191147,0.9037976090521898,1.8084967198709232,1.5021101966520287,0.2411910014445403,-0.05768470313864756,1.9703884051957201,0.6753189841676371
12,12624.078653157158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8964533497089857,0.0,0.8255822936375938,-0.3892460672176459,-0.5711704791047572,1.6481593371515924,-0.7703310035991991,3.1200054950508376,-0.1221740598711919,-0.6296789171258852,0.0,-0.13305423256956211,0.0,-3.4174522532653033,-3.1441261970368464,3.0109914820160597,0.6886728564761045,-0.9000057034082387,0.8686686197634435,-2.0119903352853425,6.623040936406652,-3.6301287949867347,-1.5000185325792839,-0.23908227040543453,-0.125928714360601,-2.034683742513252,-1.601467818736646,-0.4307711338122631,1.5924668009040568,0.0,-1.01091554329938,-0.3149399655383871,-0.6033131387306575,3.2014701846885765,-0.8437116392756501,-0.6831856517899711,0.11932224705043225,1.7152534406181859,0.202930841980352,2.435531273688982,-1.0663125991211249,1.7809010067838362,-0.01986156406914345,-2.1656198764310615,0.36496125525681267,-0.7125646000599481,5.1734240729320495,-0.5604166702032586,-1.1805813975304742,0.6468803889437819,1.8196189484856817,0.31470996417381614,-0.2050311275718706,-0.025291509490671837,-0.17822364984632497,-0.11308136555805695,0.8916937857874827,2.12110693425271,1.4613381252283186,0.27414605698874306,0.22226318752916055,1.8378356075758644,0.431089764537538
13,12471.249025861916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0817576865970793,0.0,1.1696088183744222,-0.42354242875033116,-0.1948851066157482,1.7159273290615913,-0.9383383347958285,3.7105581939779904,-0.0828059183122136,-0.6955296200319839,0.0,0.13151670358368028,0.0,-3.471265892881019,-3.2266322547419386,3.3662247305907136,0.9981665278330053,-1.0287504089377675,0.9972403988228824,-1.7494071602529733,6.819501446850312,-3.5193684904037608,-1.6971108816333145,-0.03602593140084623,0.05550085949394862,-1.961212407757038,-1.9111428503835013,-0.5147509549961872,1.8995815165250065,0.0,-1.2078002774825187,-0.3580503644612702,-0.7410804813028949,3.9764921105547812,-0.982622114599825,-0.8453272160877893,0.15477129748051718,1.8704104393579464,0.3014407916067718,2.3183017660507144,-1.2332602147524419,1.8138058879692018,-0.13672560713566745,-2.5178647293863916,0.35494160020918947,-0.7907059862755945,5.872343015042625,-0.6805719092832954,-1.3474754452719058,0.7214907283443829,1.5832302556413513,0.26937007039416627,-0.24540446352086212,-0.042270252192173285,-0.17408939385006308,-0.10702524974871673,0.8199784344635743,2.3932414964721813,1.2752867932823524,0.29537015171992204,0.5132767771940626,1.6241490560171705,0.18297081279658778
14,12350.73228681079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3270376334470075,0.0,1.8948098336467423,0.14253437747247316,-0.14290867280737704,1.7158703186500048,-0.8389769200421182,4.251221841804894,-0.40969185818652454,-0.5229848977019116,0.0,0.03111090408685016,0.0,-3.4540382738240476,-3.164492418538963,3.8163133818927037,1.0855024080702809,-0.5136195614722529,1.1266546800635509,-1.3967702056553306,7.582280889203525,-3.195731287546533,-2.1792110513219445,0.4195485312390015,0.24780184070374123,-1.5385479599379193,-2.6118706018971714,-0.6347531965018653,2.437151469776754,0.0,-1.612651390376935,-0.420208087526608,-1.043665482238973,5.751479244128761,-1.203750396987153,-1.2330412196027611,0.2566296492535255,1.907797411222105,0.5852282343935875,1.9551696357752164,-1.7605205122950904,1.9046441146175317,-0.2831428487060571,-2.9990473760974656,0.2823580966673001,-0.3109051873289127,6.713977140233186,-0.44224333456077164,-1.5369892067309516,0.9605408128965063,1.870590076349946,-0.25022187155850273,-0.29049309553742914,-0.07278215675773947,-0.14763377643746184,-0.09764472542422359,0.6383047930330548,2.8851434052370855,0.8413849815944873,0.336050989311203,1.2342149108852118,0.9644196955625679,-0.34798683709663447
15,12285.463142788289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.34781296532001,0.0,2.0183952870701796,-0.027423944481960033,0.03632831659309238,1.686124567846954,-0.677484246558916,4.3568698718754595,-0.3046741850545205,-0.5555752777147656,0.0,-0.0076914079445507405,0.0,-3.5975842179032766,-3.0922608535366516,3.8882699130504492,0.9977257626482117,-0.25465427682690356,0.9507258425151375,-1.396645823425247,7.865442928327919,-3.118277139965675,-2.376133496943572,0.5801199436340093,0.2701048224505189,-1.3716009480491227,-2.703838489181533,-0.6104905623504808,2.553903662046888,0.0,-1.720386177684829,-0.31396355861302633,-1.0049947489165045,6.350810488686754,-1.160750159194136,-1.3635217433228568,0.34273187943127037,1.9233955721881217,0.6656905264731698,1.8746330807755138,-2.035589367279238,2.0247252223321923,-0.24373261063226828,-2.9147957956178536,0.3531972918044236,-0.203636588148139,6.820237714842983,-0.3831523430340319,-1.4906532688271374,0.9681554598312626,1.8393930262012912,-0.14062336677665846,-0.2552173442693737,-0.06365942336766836,-0.14083111371105286,-0.08666974992245811,0.6419906100162185,3.0305132536213355,0.737798373935898,0.35303092995378815,1.5116061303541648,0.7576527921432519,-0.5261886247473644
16,12231.73204858984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.404309395647872,0.0,2.0471718505999243,-0.10632722069699967,0.13205026023743713,1.706077493834624,-0.593476955588375,4.548673318226654,-0.26371477202299043,-0.6158730988386115,0.0,-0.05899350269618436,0.0,-3.6810828675322647,-3.0177912840828416,3.965513212354094,0.9594786988264719,-0.025514910085177006,0.8174776290668921,-1.398559626403922,8.168917804660737,-3.059468286075817,-2.5616582830406265,0.7312946024467551,0.30872520111196533,-1.2099483671574436,-3.0094950690822255,-0.6305635618764904,2.6132846720383807,0.0,-1.8511731008227519,-0.31694257630537415,-0.9790973926904043,6.7758356527749894,-1.1477929019143014,-1.4927280608546791,0.4218025556868128,1.88082329596512,0.6407190830729009,1.7997672011570627,-2.1863764167670574,2.136784082166373,-0.35688058625087615,-2.654048132554283,0.28477016439085673,-0.22199001524162693,6.769001508544414,-0.31818435287497254,-1.3927677030716514,0.9425644243099798,1.7440164302595407,0.052751572233618094,-0.285685680054166,-0.0707107529568688,-0.13177864216697077,-0.08926117333341906,0.5745094053953199,3.1602429009716295,0.641534081710514,0.3702869205338106,1.6189260033618984,0.6011829781851954,-0.6235542216472224
17,12191.418435406451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.476559198011761,0.0,1.9897937944774742,0.058561681531483153,0.1521407837303433,1.7657550951414667,-0.645692921647215,4.84867950261062,-0.30737235066459284,-0.6546427356615321,0.0,-0.1146556226209689,0.0,-3.849788031967588,-2.913537313462591,4.028440451790877,0.9274060681060624,0.14660998889819538,0.6474947230581607,-1.373120611556048,8.306142741447317,-2.9671510553884426,-2.7585665003118933,0.9071095700602806,0.35733476875661846,-1.0629624116844276,-3.1545488385612876,-0.5874252551791083,2.6295173515263692,0.0,-1.899154317127732,-0.2073727167008596,-0.8194481105284847,7.0211734873554565,-0.9796104808688387,-1.5961063183380486,0.5527525320553152,1.8321632348793615,0.6211566807124133,1.804704370148299,-2.3062963804788983,2.2778536938238108,-0.42968999457752266,-2.303705551604177,0.1984539242114105,-0.2288290438307055,6.900725787129438,-0.3238108762270239,-1.268992577959018,0.8771103092115531,1.701557795037709,0.21495649447804116,-0.26838219582770434,-0.06486789235903424,-0.12622187560715833,-0.08406253266759059,0.5637934472060795,3.274143065869468,0.578254627139023,0.38917242382225836,1.7687083135396975,0.4038171767749085,-0.6035854886294193
18,12149.07210385904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4657049388327832,0.0,2.0030053899712783,0.14995549547283174,0.22990264420221815,1.5907105985761412,-0.8181548804979825,5.40934541147924,-0.21573750934599106,-0.6241591606523337,0.0,0.12245501810739262,0.0,-3.9423655161011157,-2.691227873987371,4.213878008813321,1.1189704075782658,0.5147576583101197,0.6982891175505275,-1.2787187473257517,8.887416607678155,-2.8212623618996115,-3.223229067808723,1.294322399733499,0.4659308039764838,-0.7420601969426024,-3.4930876140023877,-0.4464407301690804,2.6018525177455527,0.0,-1.8902557822773036,-0.035173791479827216,-0.3988697506226027,7.197796583309166,-0.5190203119168809,-1.7877156515525265,0.8680260910572298,1.6241078649202854,0.5686010851607312,1.7316962241273497,-2.5410209990411854,2.261698003565447,-0.08263522649160293,-1.575935877119484,0.08991573483347956,-0.08880110342159339,7.063837923697193,-0.315802532033736,-0.9647523529061942,0.7079067366868259,1.6409112056101929,0.18523067365953688,-0.28002099830965366,-0.0763848338892192,-0.11842525872866776,-0.08189240889125643,0.5513134105436815,3.4967633868462884,0.5246702602097412,0.4384033233730161,1.8671576124218496,0.132816219505766,-0.2519560408874533
19,12112.416640652003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5972577680874982,0.0,2.0451776464470757,0.012541230071789755,0.33008848734518553,1.5913906979979255,-0.4569804582992715,5.740286376508696,-0.13395488944857525,-0.48721810673657096,0.0,-0.03629329450545846,0.0,-4.266567860776916,-2.439828633559965,4.222153304247747,1.4259394947023922,0.7509085324979686,0.7202946643280529,-1.1918651242364529,9.155581680390577,-2.6815484824152853,-3.7054167537492395,1.681017115876407,0.5472001729864332,-0.6368126600710359,-3.8484914131622854,-0.2564798342353244,2.5548425135657635,0.0,-1.780340014685675,-0.0298894641314345,-0.10539633384218478,7.337898153484802,-0.1666356745311538,-1.9604039196827898,1.115417570572037,1.3766381830418344,0.5164653896168011,1.4856729474348116,-2.4262783338444276,2.1487763151514354,0.1912486131896598,-0.9944100025836313,0.08134339998546962,-0.2818710949772617,7.419467049577125,-0.26739867461315503,-0.7495160249554393,0.5510870586698473,1.6285743607215986,-0.08027365126915714,-0.29891027171469925,-0.08149331961284831,-0.11127928253083191,-0.08047981511037566,0.5081253852638594,3.66549442659979,0.5470993396088977,0.4941619709587755,1.761099842516876,-0.193116153068925,0.31258205557391167
20,12054.950219218796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7369258854642469,0.0,1.9218642960918797,0.11227043773602631,0.4417425457845924,1.631289400778527,-0.45770405790576857,5.7437135057268245,-0.1108438429089986,-0.35261365440946457,0.0,0.022038844987321032,0.0,-4.626067945882507,-2.181219024148924,4.132990585251254,1.697934679207163,0.9803897656929608,0.7826589844040466,-1.1022520206709183,9.299720131430155,-2.5638368594110634,-4.162898264173233,2.0054104189341,0.545424294342723,-0.7510300437126294,-3.9988259224765095,0.002020618415306985,2.5185343512981837,0.0,-1.5534882172656965,-0.11306566246736904,-0.0138519029052728,7.646560416737939,-0.06646712325553045,-2.084455004171166,1.189484936258165,1.1924572415560695,0.4885290036707316,1.1656795477201094,-2.2940541384528736,2.087723172238906,0.28088641770670497,-0.6374191951944391,0.323489096744058,-0.15832418073220114,7.615760021783314,-0.03220002651285073,-0.6162790015148116,0.5257170588326116,1.359951371602349,-0.05487609995117603,-0.2982268213610315,-0.07881990805377828,-0.11013510782636741,-0.08019542277978484,0.5006743622740176,3.7702231010975336,0.6923209667483592,0.5570301637003966,1.46803241459856,-0.2346034809746413,0.9247699186408573
21,12015.55626160827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7653388250784137,0.0,1.8492152656796736,0.12525267466143006,0.42174233879664647,1.5806917981865896,-0.5394999433708285,5.797734805788482,0.1299210263905267,-0.37235572613682727,0.0,-0.009993368970444977,0.0,-4.891382303196565,-1.9227368048117213,4.133665283171653,1.809205365223709,1.131819121701965,0.9271537408391143,-0.9770428537577276,9.210875955741901,-2.4061510005958713,-4.531978530701154,2.204770569822355,0.42162330619757754,-0.896122550111815,-4.057566151786364,0.17620370287890047,2.4591266289748464,0.0,-1.2587289728767557,-0.16655446967896392,-0.05582358485513169,7.855041857964734,-0.15060917641220084,-2.138018173089993,1.1170377639895397,1.1289863144558012,0.395088527939059,0.9717610722559407,-2.15768561656155,2.0028041044386047,0.36432246000216856,-0.3704930799679489,0.27814770184091353,-0.0638383694043353,7.662026095470003,-0.13777611805158343,-0.5776568989631508,0.5176977517660317,1.5018111921749124,-0.005065080906925798,-0.30760414013563875,-0.07742195929307978,-0.11254832163048034,-0.08113790875635395,0.4856862680026125,3.8180301755073,0.8852968412343865,0.6155859611427689,1.1811681598286805,-0.07229231775132561,1.01844136819765
22,11955.751846701152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7603316643286375,0.0,1.733006170313371,0.05281475915509237,0.46656665439727807,1.592881464567136,-0.3899047102864156,5.802746162372051,-0.1134493749276827,-0.31052258646649017,0.0,0.205287286754448,0.0,-5.091549249905212,-1.4303224507395278,4.271195712506675,1.9321923961533487,1.4166191582114398,1.1625075531124038,-0.7817329023262333,9.192073682976822,-2.1158076259431406,-5.149933908485655,2.4070362917437125,0.20102337355262795,-1.0498752818878054,-4.05306542095875,0.4141750262159167,2.341931072121175,0.0,-0.6913705417928143,-0.16970261709329906,-0.0866192349047183,7.931369677067411,-0.24805443372276714,-2.173502532470365,0.9747152249130683,1.1779836934360273,0.18058621366999336,0.9208333162113379,-1.7175734132977818,1.9016743179730042,0.5059258496398249,-0.12368407071777285,0.23116816835463588,-0.08580556380861308,7.682275804807103,-0.18379775699858186,-0.6464965014985563,0.5249822612586147,1.6346100687254232,0.21755904293109968,-0.3028040670655192,-0.07780744657789007,-0.11639181707047291,-0.08379970376077417,0.4768844803860719,3.859447843518779,1.2361855717482726,0.7188093129406251,0.8077193182758725,0.23384739121089237,0.8467130572341841
23,11872.073016396269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.663222173455454,0.0,1.5298654809583432,0.0749168493915859,0.561452161874659,1.498574626610828,-0.3883125882183607,5.72730164057011,-0.1026946557788293,-0.3896179235425212,0.0,0.11916158118534807,0.0,-5.182318136736932,-0.7947370927476023,4.463282297707078,2.0311087066313496,1.750049350032808,1.14917469369881,-0.679870407053652,9.287982423828346,-1.840487965331816,-5.873311439809995,2.425617542343849,0.12335390519280702,-1.1069344594252988,-4.196094829504789,0.6038908166699934,2.2061998409043406,0.0,-0.09130902623112236,-0.196577065449482,-0.028208396996488708,7.608151616047225,-0.314981965905148,-2.1800900650384505,0.8508018993176079,1.308163823044109,-0.07888315279680488,0.8273664038796393,-1.255618833117244,2.0132442912008357,0.3943823126879656,-0.23699606034558512,0.46354705534178187,-0.10611857302126332,7.6528919250934715,-0.3445869083068242,-0.7787737098736627,0.4992749205457961,1.5250780738518588,0.11700703013526839,-0.3280765007518296,-0.08579043761803147,-0.11297867716943501,-0.08348820235102754,0.46304767714376954,3.8732697593779903,1.5159953347744568,0.8402478276861962,0.47472502222243534,0.7040283943736311,0.5717623650863958
24,11812.968144829183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6631978299265304,0.0,1.750191913678496,-0.1332960425861235,0.17432253221666516,1.6124257282847403,-0.4535386311508243,5.717364271714338,-0.003231527675718507,-0.482059567454152,0.0,0.27201524479640676,0.0,-5.440014103896974,-0.09616247979580128,4.531820802666281,2.1571130671176464,2.017911101089144,0.8507194678235345,-0.7067806226464108,9.116758561965188,-1.624035329816823,-6.694863577165898,2.190074982488831,0.1787663981383572,-1.0926749564252016,-4.325152346609917,0.7545542657626626,2.194861208445596,0.0,0.4292040260504687,-0.2310926063452009,0.1422909419442382,7.241733832538753,-0.44720501588917694,-2.1595000300953213,0.7240399094903343,1.3353317440088373,-0.14344387102863,0.9570754086105584,-0.6780122632181189,2.098969940389568,0.31532941087795086,-0.4493326602096402,0.3491412309632874,0.028004905639948313,7.453543009098427,-0.2403796850507116,-0.8952470710312969,0.5315130400096091,1.1936134125356404,-0.1179304158491617,-0.346148524367708,-0.08234405509318411,-0.11305501117687712,-0.0862209804353603,0.4562921125301248,3.8758897990148533,1.7563302818598039,0.991869023033829,0.14181612783535275,1.3834862851203589,0.32620073191189963
25,11739.386572788262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4317447437026978,0.0,1.794260359134835,-0.14606771559294177,0.19331550513063445,1.3112392848890546,-0.4981922051023002,5.288361587610709,0.06155884295680203,-0.42399395181242794,0.0,0.2647575330760764,0.0,-5.551387528323131,0.3137126802565034,4.665265363613939,2.479384625100906,1.9837220784161376,0.8705250398554139,-0.7392512025873871,8.772278921361982,-1.5787464700343414,-7.4167463018425055,1.6532503607128513,0.3733340914896974,-0.9890492152146099,-4.299408182678031,0.8822334966829923,2.495888694997345,0.0,0.4703569514424467,-0.3165062087854708,0.42434087696754735,7.058404721643547,-0.5917983969829381,-2.0998634613431846,0.6529424058904568,1.1966727733956457,0.16173254435661077,1.3590705656732245,-0.18984473941599467,2.1956226148590923,0.02395349492449339,-0.5286762477533815,0.0724655117340044,-0.11761013179210522,7.194555564027472,-0.07459817864862378,-0.8782149061241974,0.5022155809377523,1.185669605634065,-0.1392751995420877,-0.34171163931786736,-0.07925664389547366,-0.11831166523513167,-0.08933041782901656,0.4864212266288271,3.8292589424599464,1.8082343789656175,1.1515769235605688,-0.0015413208130161393,2.1410532734990615,0.30000929257981024
26,11672.79607852466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3211710707546764,0.0,1.6873378293264336,-0.16407659442549177,0.004235503182573708,1.3581501339030495,-0.5474310549620461,4.892538480655656,-0.08305395718768527,-0.38736359482480104,0.0,0.21136721840508618,0.0,-5.501967030842488,0.527501469326726,4.935051759880796,2.477990949043943,2.0290080129238017,0.880725615264095,-0.7498231099661931,8.272095618688947,-1.5651344801760694,-8.006088904432266,1.0754627149022205,0.49414913954576933,-0.8348598891479666,-4.343423853418212,1.0334521257087075,2.9014583130885736,0.0,0.1943140041223464,-0.5492113113971056,0.5842604143274992,6.879931930316743,-0.7028254255559764,-2.042403587142317,0.6250112348185577,1.146001535188333,0.4384039175616036,1.4456506659069803,-0.015491475364427687,2.0650876911422036,0.16823171359047662,-0.7134388090051773,0.033677178832318085,-0.3825162032440313,6.912182254475918,-0.30491377834907596,-0.7522400368819584,0.3687972810523431,1.1269666622876457,8.006061965591671E-4,-0.3583922913089767,-0.08225370859284205,-0.12230328229505329,-0.09040468515470401,0.5088978262518805,3.7470358468982177,1.708052444229907,1.3108359144894581,-0.07053216290925841,2.982807075742907,0.4488591285529642
27,11638.693803673277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.334155624050871,0.0,1.719355639015021,-0.26985927184156633,-0.10724790455703995,1.4169194903853712,-0.5131930676149514,4.781183429084261,-0.1039028497742314,-0.4388841049107448,0.0,0.38461567744927333,0.0,-5.364551488906521,0.4052554494220447,5.0276081361007705,2.499256467893632,2.003542514718892,0.824205086216792,-0.6817774836779497,7.964366517454808,-1.640855265245401,-8.252033123042647,0.7706826220719913,0.3360331581453888,-0.7081755823794971,-4.3050132991219066,1.1278555864857736,3.058730433317668,0.0,-0.10360073705590911,-0.5942493275155094,0.5217135677246565,6.676878835812717,-0.6782641532227194,-1.991979099199638,0.637885105420894,1.263139125563495,0.47304469081392514,1.4015077976083825,0.16574944107252138,2.003680875748534,-0.08219267838844496,-0.7235987572038005,0.24212133033523742,-0.3733507987931275,6.6957566469816605,-0.3981565911489987,-0.6867654657938327,0.37026268326383616,1.369649866940148,0.06076917751916279,-0.3625524558343215,-0.08184454487458108,-0.12439900222327455,-0.09033149010748731,0.5324644393388538,3.6729665281976893,1.568804762273254,1.4160995928438784,-0.014130436436092422,3.3160017192176956,0.6576601087210577
28,11610.543302966851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2966934014959937,0.0,1.8188004233170563,-0.2736232312001501,-0.11002173677240351,1.3765761687380758,-0.5579872678212718,4.56276662610057,-0.05704864303191101,-0.4589199296317177,0.0,0.36482724912577913,0.0,-5.210154978311572,0.07084792787360034,5.040237543791328,2.3046022376971895,1.9282997193272682,0.8043963967668638,-0.6097684000929225,7.744520696133618,-1.806802643623958,-8.345331738687138,0.6050848216080256,0.2733995951875026,-0.7761163469421938,-4.287296782885203,1.1419674262374173,3.012849528606873,0.0,-0.4370116488125031,-0.4863197308457762,0.29562864204381123,6.423172015735625,-0.6314434454593262,-1.942594513347914,0.6561213021266207,1.467749727710102,0.3504159367565718,1.2630242215756118,0.3690463906134194,1.9477959083856977,-0.05753604936749375,-0.6495716310130932,0.15329505917144629,-0.3449442150938592,6.662143188407267,-0.281182637656672,-0.7292762072282056,0.4214593858490467,1.3475655212958038,0.16252121445671325,-0.36256283731470834,-0.07813678197134281,-0.11945923545436102,-0.08809380060419035,0.5289469828195569,3.6104656888188966,1.417207039516978,1.5233905173872242,0.09899963886399268,3.4543350829875643,0.7360495794113828
29,11577.137662990115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3226112367410974,0.0,1.8374442206375656,-0.25711153544730775,-0.12405637823982063,1.4137702234553657,-0.5773756701326246,4.353148256269659,-0.07303228161064347,-0.4669423043958451,0.0,0.4209051957206698,0.0,-4.8025739162346,-0.42197709206945405,4.791885728203928,2.079410101585063,1.6908589614537595,0.7305029727433178,-0.470755623434999,7.475325808901366,-1.938293251884739,-8.315444161755728,0.5538622080913692,0.33885708622273647,-0.8817375874406542,-4.183162998444008,1.0098161475986136,2.8424191235293046,0.0,-0.8826820044888036,-0.24381693214612934,-0.05197785655335224,6.297304676623157,-0.6482445338843876,-1.882521020019173,0.6496699796304073,1.583949255077383,0.3022806705793444,1.190337118818318,0.4767943092339908,2.2193126946478476,0.08562322030774956,-0.34960786100327435,0.2354434279705823,-0.4611646623099912,6.54608000277084,-0.19572695500447035,-0.794044198428748,0.4357766127155995,1.3181919113368372,-0.0461953491211351,-0.36285799745445285,-0.080166329464719,-0.12182164214777658,-0.08945985121313246,0.5244354095021477,3.625405717217713,1.361416721969977,1.6977241864824077,0.1084023439565401,3.7921779243276736,0.6956863137348797
