Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_stressJct,g_walk_speed,g_walk_speed_c,g_walk_speed_o
0,21249.943505112835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20421.348579758924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.267669133421131E-4,0.0,-6.280486579719272E-5,-4.949660557122326E-4,-4.834398419573845E-5,1.2174289994856607E-4,-4.99342338160693E-4,-4.906126500367327E-4,1.0800538650277708E-4,-4.437396407074335E-6,0.0,-4.941534870126574E-5,0.0,-0.0029030406520046963,-5.833548483184807E-4,-1.8683127710700104E-4,-0.001119032046453536,-3.910341726500875E-4,-0.0011780800082710088,-0.0011224317063264677,-4.3198952906334496E-5,-0.001066095507864715,-2.776576337854917E-4,-3.098310259434137E-4,-9.480102233483614E-4,-8.510287684036768E-4,-0.0015739884591399135,-2.620254670838849E-4,-1.445404531025638E-4,0.0,-2.868821179530961E-4,-7.371849128149742E-4,-4.7235032032309353E-4,-3.571145693108363E-4,-3.924568780737964E-4,-1.0545340831793915E-4,-1.0901867829273976E-4,-4.0444926814612036E-4,-3.9368427376331475E-4,0.0033760116294504396,3.610245746715408E-4,6.549800443782349E-4,0.0011651885219610468,3.6881595514736266E-4,0.0014291764623203603,9.909836692790716E-4,0.001635156943612409,4.936839943386737E-4,1.0594695962648871E-4,1.9851834050453092E-4,0.0012467381040283624,8.152793444290152E-4,0.013152017350943483,-0.09214820959323725,-0.10805545240540237,-0.06030266197788182,1.0480514911355891E-5,5.710293004346167E-4,1.0776365898980609E-4,-0.0021814569070676484,-1.2336492327265025E-4,-0.0019887883294993514,-1.641451217730547E-4,-3.5217925052277244E-4
2,20040.051912081813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.96727457024108E-4,0.0,-1.2476598962004302E-4,-8.391781673226762E-4,-1.4137725517981563E-4,-6.697085381243559E-6,-8.308970514044245E-4,-7.549436247899282E-4,4.706983099836298E-6,-4.118839192553015E-5,0.0,-2.1585561276075271E-4,0.0,-0.003050387348402135,-6.537484777551463E-4,-1.6270688557285635E-4,-0.0011845375629990162,-3.6225315341394685E-4,-0.0011964279744587493,-0.0012308559711457358,1.215771894889897E-4,-0.001185540187319942,-3.099136950038798E-4,-3.367674831905625E-4,-0.0010109765430541204,-9.193507983476174E-4,-0.0022645112988427486,-3.8438304741897345E-4,-2.0804691827936678E-4,0.0,-4.0996515692281495E-4,-0.0010543009823532176,-6.774960609523806E-4,-5.137108757385185E-4,-5.654897918462942E-4,-1.5156824588154975E-4,-1.5759954059529845E-4,-5.853892693087348E-4,-5.662469450069435E-4,0.004549790935363935,4.7397066858980146E-4,8.966379645846688E-4,0.0015686287636247564,4.889307104653227E-4,0.0019261494991714735,0.001334889946512641,0.0022417052154442563,6.496422811460136E-4,1.3792749677975412E-4,2.651786885286743E-4,0.0016930766133612938,0.0010978548833909712,0.011537043331734352,-0.09142841792070544,-0.11167532446589012,-0.04770025172398129,1.5439766888655344E-5,8.425800999878462E-4,1.6343617855792708E-4,-0.0027010350419306725,-1.529710634502565E-4,-0.002457049452247791,-1.9295720467102433E-4,-4.270692769864542E-4
3,19700.147215853172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04930231214377359,0.0,-0.005861450832533415,-0.036776984076921246,-0.008250996274790322,-0.006543010109320424,-0.03635490839061498,-0.029745391384467725,-0.006160787539288522,-0.003044040969581337,0.0,-0.014040537542712997,0.0,-0.02402208340339656,-0.009822896670102539,0.00274737266439399,-0.01049849723813311,0.0029412620919611,-0.004575855737747018,-0.016050403973528964,0.021188757958670732,-0.017306834191622166,-0.004670878410351154,-0.004027536320036136,-0.009798733787145977,-0.010271137301346635,-0.07202291154016892,-0.012033623938990256,-0.006533251410161937,0.0,-0.013148884962159303,-0.03397017831616242,-0.021400845616238874,-0.01654344306943934,-0.017644004371374266,-0.004809588983446599,-0.004862729301787832,-0.018236892676703417,-0.01797466846056579,0.09565035948071947,0.004755948646841343,0.026051448508469358,0.03132790266859364,0.005645275443970593,0.03968216957154949,0.02672174034092756,0.0675325497183589,0.004390826899634725,9.793787310664504E-5,0.0041002694778671704,0.041911477401063116,0.022551310521306024,-0.013386952365165582,-0.10274888323342667,-0.42360412445256573,-0.08478536629171099,5.486677719349496E-4,0.029538936722476757,0.006021974871305237,0.02185559089511497,0.001084709899383172,0.023530518918958767,0.005140112936138193,0.007763726025697603
4,17358.83891065586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48467171091532024,0.0,-0.05399151723056132,-0.31793467203792347,-0.07997455622087185,-0.0761546124242349,-0.31142670933993577,-0.2576756252683781,-0.07367405680618896,-0.029892661824249246,0.0,-0.13853849855026049,0.0,-0.18950737308069457,-0.08125735049494556,0.023601842636588797,-0.0822817734043853,0.025876341098046762,-0.03292934529998533,-0.12802659001831282,0.17479385133977296,-0.13916667852884101,-0.037521821812222605,-0.0320927291135948,-0.07749777029945788,-0.08202116894319939,-0.34490072054365406,-0.056080999063836366,-0.028320525755661043,0.0,-0.06603432881747862,-0.171481739852829,-0.09913896766873512,-0.08048134043285293,-0.0795378437570478,-0.023049424590739203,-0.020661313258153728,-0.07856357387050653,-0.08580940611813064,0.746194196479816,0.03109637539072648,0.20903733147929437,0.24310199325367854,0.04145215689625026,0.30840259864452535,0.20737071970860674,0.5410898143988729,0.02799075630303575,-0.0011545631389100557,0.030973688639842893,0.33134905877482107,0.17494699165343416,-1.09095352970633,-0.32099603674363186,-0.8871237902185563,-0.2777201703047324,0.0017482187578970604,0.06962222576664163,0.03124346386873892,0.14340475579566975,0.006921275407249642,0.16001409439360115,0.04252271594252147,0.058245799669421464
5,16060.269081224737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5476373432002304,0.0,-0.057784354726166734,-0.40566654473161096,-0.09107479754012768,0.035428379594105164,-0.4092706042117895,-0.373716951374573,-0.04197183952572089,-0.030065808345745158,0.0,-0.14301543723351667,0.0,-0.2881006172809837,-0.13561667787461001,0.04329351598039231,-0.12455083376837894,0.050137268698203744,-0.03852511512243685,-0.21259499907708507,0.31909336724114,-0.242845699112617,-0.06275050118645024,-0.054092675699000226,-0.12426768958829684,-0.12251595388519194,-0.5191803789749382,-0.08841100251022072,-0.039145912076599336,0.0,-0.10101024378104238,-0.2574442394613281,-0.14491974671325675,-0.11519425985338921,-0.11880001725528,-0.03532142454521596,-0.02958366977784529,-0.11148473036033194,-0.1267115463225318,1.1466890409606179,0.034410896970902854,0.3388730941373727,0.36343374053396227,0.05623823675951368,0.45708102750263846,0.3073328977112688,0.8726770494595744,0.024266145622808738,-0.00832651056629259,0.045432108740499785,0.5191117363199346,0.2647321333383652,-1.1021437927430333,-0.31633452258292144,-0.8645398065138974,-0.33676691018727173,0.002151875723717152,0.04444403999998354,0.07107560313321562,-0.14480383284882725,-0.009106982706820557,-0.09987552268876426,0.0596684370731039,0.031803804832766625
6,16019.789128628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4745570994292116,0.0,0.008756439342247416,-0.9018562668291654,-0.11918306204453374,1.4584408756491984,-1.0484620007173724,-1.224948854875322,0.3828850474273025,0.013025003947340106,0.0,0.02999655006436666,0.0,-1.0151297514424564,-0.6403129020526439,0.2624881397841535,-0.4208612366432843,0.29975287509482906,0.03295661282979427,-0.9488370853888819,1.8155549864356235,-1.2012089869503375,-0.30035467965372376,-0.24931347283358532,-0.5088400221003788,-0.43895008486172143,-1.7729494434368531,-0.34532981786369454,-0.07147319978729474,0.0,-0.3846268738651657,-0.892216670614498,-0.4559118532444341,-0.27122058373651436,-0.4295783672906621,-0.13722029157695528,-0.09148756188463752,-0.28955287903559296,-0.4095090881838329,3.4390356645749884,-0.018636830198105726,1.3141677467243436,0.8186371510593438,0.05024521455311402,1.0191552291350179,0.6937654790507113,3.289927893522739,-0.22959455839270834,-0.13505989436850388,0.10610927327881307,1.8298859632394935,0.7117834255913011,0.07059753635262145,-0.0411197430169547,-6.977383478734556E-5,-0.20136633864226283,-0.0082414929023652,-1.0921268065476122,0.34003753793209446,0.8459452828131611,0.05418660879931697,0.486724513900528,0.7941254644858733,0.5992519427685212
7,15846.88423836664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14722240017853067,0.0,0.06859142920522554,-0.7825352396347508,-0.2189268830069862,1.73679537405183,-0.9827510362624958,-1.2193494194380137,0.4306120397408729,0.06338562364735174,0.0,0.21722277614916843,0.0,-1.239649239226153,-0.8308782356905242,0.36757866578844833,-0.48936753698392277,0.3640333600901266,0.10162110146737642,-1.1668693361149727,2.32578627110565,-1.4995611307827375,-0.3851780268322323,-0.30651517012397994,-0.605817279902017,-0.5573901520294301,-2.084374457267342,-0.42905295304733915,-0.05290786345987993,0.0,-0.46444686771983695,-1.0289112060502088,-0.5267287065865596,-0.2586975309823096,-0.5153581565536759,-0.17334100373795058,-0.10529315322511673,-0.3066545550239317,-0.4686324816055395,3.406302927126498,-0.06988641696052822,1.487740252662728,0.6142196304322398,-0.02709519144102443,0.8099649579085638,0.4916339801239331,3.7129946139945003,-0.4035263273281533,-0.21179191063889896,0.08393906196392839,1.9731525122677946,0.6430798889206573,-0.11897879361316221,-0.06155756370663264,-0.031004285237321117,-0.21428749847982648,-0.009633258480847843,-1.2750368600003852,0.39432953263961873,0.8734364265291736,0.06627570840389717,0.39354656353097406,0.9119606850860709,0.6418425734791681
8,14890.503157220928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09919349227623331,0.0,0.16940977578287408,-0.7741619636265816,-0.8912904667800305,1.6083062984292784,-1.0862990505338168,-1.127246701883821,0.0265912606484896,0.1620892941204934,0.0,0.5625558821394263,0.0,-2.1314244883746536,-1.5364303067872647,0.7641057846793211,-0.7393861136609907,0.5398431788755367,0.3327134561015888,-1.9245892037688872,4.045531178189249,-2.516015052350809,-0.6926608194716374,-0.49992850548257783,-0.9356648735958242,-1.0411501840266442,-3.2947810350971496,-0.7327779942694974,0.01913219436223764,0.0,-0.7682217328504735,-1.4828885742780955,-0.8346368965006921,-0.19670791909967078,-0.846319071819535,-0.3280360435427767,-0.17330380210039098,-0.4024371164410107,-0.7118521108078745,3.0207399520448064,-0.23362634570450325,2.0265500309475906,-0.23087940925557549,-0.3255686019412446,-0.001476146073802198,-0.36194829552976004,5.0346282569201515,-1.0008226325710492,-0.49445822067831635,-0.003892875922341485,2.3647912665035316,0.3238596354751482,-0.15721847923687596,-0.0335259918108276,0.16530762428755744,-0.1828212785524283,-0.006242289929907745,-1.2738975645038928,0.5533282502352299,0.993234363101389,0.11618141890872506,0.14697302575722893,1.1477056865719721,0.6664567578799936
9,14509.427684807102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14787777016208675,0.0,0.1981501477408007,-0.8171508688409046,-1.1085207324721122,1.4996078567353692,-1.1541815923008942,-1.064134879641254,-0.14205169838084847,0.1816885841306903,0.0,0.6503387308144564,0.0,-2.4341494474702157,-1.7708835068093782,0.9022082497976381,-0.8117235687991343,0.5792197556158128,0.4022264289362075,-2.166034290636316,4.592062718801351,-2.844357570779755,-0.7937784255842888,-0.5598790193741318,-1.0366081631814437,-1.2057677274584286,-3.629861507847912,-0.8369278154598613,0.05499976939565256,0.0,-0.857220708732288,-1.599848478777782,-0.9099303715181413,-0.15183952288290165,-0.9452925910004033,-0.37502708727472583,-0.1931121675529863,-0.41588990447372615,-0.7738435576116559,2.876596132394755,-0.29571733281498747,2.195875783139389,-0.5023393042546911,-0.4342107236988267,-0.2619807938141808,-0.6412426074312615,5.450113528869235,-1.1875242195658164,-0.5885183899575686,-0.02905621311893616,2.4837495292400975,0.21386116793525797,-0.16029568247154286,-0.023718850202990305,0.1809750135848803,-0.1789611404850566,-0.010407714561807134,-1.603239288713819,0.45578810220721977,0.9934606493759663,0.1310658344314528,0.026299036912298443,1.2227492240131488,0.6615428458447112
