Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
10,32781.39226738153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2298559954967343,0.0,0.531520873049241,-0.6007323344846001,-0.5876820237309622,0.9907865059727885,0.4850535084732175,0.012673064267180345,0.0,0.0,0.0,-1.5360847101672808,-0.7663561404543702,0.30126863252308045,-0.6339735461304342,-0.16585402064573623,-0.49786668351387386,-0.5589352067461696,0.33742989471752,-0.7684824119686026,-0.3138322516152943,0.0,-1.3763023974795514,-0.3290487283934402,-0.02700844429886,-0.28936230348345104,-0.4667430091288338,-0.31890536629369026,0.45113217455347615,-0.09518981837880124,-0.25922105902328346,-0.1454812629787435,0.0,0.5396884561051599,-0.36901298821344863,0.07049732679077263,0.0,0.1027595938455935,-0.464272522066674,1.800161049133481,0.29316835721598966,0.0,0.0,-0.5499415883807487,-0.007132103917131951,-0.00197241189797172,-0.14471964563908013,-0.22324102764451972,0.01014787624348137,0.05881902187861801,0.42545704458130196,-0.5335839269196253,-0.28196590730593607,0.24424204579653258,0.12734109968327248
11,32389.97991556374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3378497694465814,0.0,0.6427422082083312,-0.39097336571415986,-0.49756999569646243,0.8617959578191348,0.6082115675943891,0.11947171325265063,0.0,0.0,0.0,-1.9065319171786486,-1.0704852443469477,0.47274031310732545,-0.7988776660284068,-0.19048594094273283,-0.4879174343757109,-0.6022952907340876,0.5260148789862732,-0.9868575456084998,-0.42543387921620945,0.0,-1.5523084999279246,-0.42723132600347835,-0.00834597760815612,-0.2729449638863562,-0.5581985224037294,-0.17724918840900167,0.8926083527619408,-0.043457867601257825,-0.2704675266657788,-0.1808216044836703,0.0,0.5230954214581716,-0.34829299803876573,0.11342821336624012,0.0,0.1292192284264663,-0.2877046780473563,1.882323408456617,0.25133914990831996,0.0,0.0,-0.5494508226843806,-0.006216734811904995,-0.0016132832663843012,-0.13826968318659574,-0.22538942082338684,0.012176972496672114,0.0259808366221893,0.5098708578328875,-0.6064624769835875,-0.20342842790641835,0.13521357944510834,0.12988886965181048
12,32359.993330544254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4714508418311627,0.0,0.7801841905193505,-0.22319760111920428,-0.2408978092527792,0.7122853069250443,0.6418574619576071,0.26037066911755435,0.0,0.0,0.0,-2.3047670010462995,-1.5562652085482722,0.7938390661649501,-0.9898896493061983,-0.18708235097515252,-0.31864771287425997,-0.5319662351268001,0.8769303379473481,-1.266413891406908,-0.5968030257640871,0.0,-1.9731104450630044,-0.5745246207012471,0.008482992281161814,-0.2990911284705164,-0.6860805143494509,-0.09338479056203965,1.3712071273845408,0.04210397041042346,-0.33651923641864256,-0.26286339950679316,0.0,0.320169206547928,-0.43860842378220005,0.20356712820122644,0.0,0.11900575537033123,-0.12087285033006873,1.7760687464507554,0.15465611862778036,0.0,0.0,-0.47087283590362633,-0.00611499961471996,-0.0014473339589547466,-0.1239227923173037,-0.21922711474494785,0.016163501479804394,0.01693370244878369,0.5986831285460207,-0.6768993314271061,-0.16427718630923863,0.6104834350406877,0.21356929559547566
13,32221.02397794545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.562719692023014,0.0,0.8807380345336296,-0.17233985592081616,-0.06149712357925227,0.820441608191088,0.5106795193169741,0.2753496133768281,0.0,0.0,0.0,-2.399875783506833,-1.8608924466815555,1.0332538428756985,-1.0451195825520245,-0.15201595465520124,-0.09801670087078287,-0.38015610648758086,1.123182704326108,-1.3742564371266073,-0.6976217008486324,0.0,-2.2112243570160923,-0.6809281523270506,0.022625064555947018,-0.28768838241983336,-0.7014316027814322,-0.07023175631067068,1.4370219440857712,0.10526896814322367,-0.35063715673081675,-0.3101769875876154,0.0,0.24479033551962473,-0.3484808498221371,0.24960599600225028,0.0,0.1705329076106951,-0.12126766066470314,1.74307115311624,0.1595578938171326,0.0,0.0,-0.3836879398454047,-0.005992394133685395,-0.0014496260979666854,-0.11071638551502373,-0.2216835112358991,0.017791274394656022,-0.03786114015789402,0.5968903788131638,-0.6716906274140788,-0.17899938128439885,0.5884311607989726,0.14941114270189879
14,32115.295448175028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7731280132493836,0.0,1.1276246164866193,-0.1308445232728856,0.24904094420763714,1.1746240018189082,0.34073250016090795,0.26738548238250176,0.0,0.0,0.0,-2.647963824565362,-2.5574804517285497,1.5740522999499582,-1.1617776469078915,-0.0778192359689766,0.3629814769528392,-0.05759807932442129,1.6453988395791692,-1.6061857959119938,-0.928197985141527,0.0,-2.2710988807617167,-0.808092061512341,0.08769623815345409,-0.13120168424536383,-0.5711459094100947,0.20811564189161347,1.535653030616557,0.2979589358668937,-0.2072901049796049,-0.3575418211726689,0.0,0.16286500258594158,-0.20085214606109444,0.3607221372076427,0.0,0.2697929446303214,-0.12585944137915483,1.7758079841839454,0.25071923576376776,0.0,0.0,-0.21131838412615528,-0.006226477228066312,-0.0014956800563858449,-0.13130614381579353,-0.22147498816687256,0.02298844591206792,0.04842835552347556,0.4825536689145662,-0.6244470590069041,-0.2139307900733651,0.6908735720010629,0.1825396007619239
15,31962.957150535138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9066778631757604,0.0,1.2843590141028667,-0.05730366067916623,0.2315527239096078,1.1738112337994087,0.5268164054544675,0.27799258035772906,0.0,0.0,0.0,-2.7912699438543087,-3.0198278908237945,1.9360430060024885,-1.191549174303607,-0.021552976726539982,0.6693012046900936,0.18195934902187785,1.9189694576808156,-1.6969586420845248,-1.0802032736655984,0.0,-2.3601436517274204,-0.9196710072785317,0.1508457530475334,-0.07135366954917022,-0.4234135231154249,0.2923473515834089,1.33736831195673,0.39544166707377104,-0.11884881099875493,-0.3681633692948104,0.0,0.12311726147745955,-0.10241235923656578,0.4279519614498888,0.0,0.3670435256886389,-0.035451383627697744,1.7438765933209113,0.38827088787215325,0.0,0.0,-0.23387828381517692,-0.006232427012996987,-0.0015262277047320349,-0.1286363920239833,-0.22359901096889295,0.026005388510296924,0.04222816754245608,0.4033709356255671,-0.6027254534335802,-0.24336787061394177,0.7474495635710301,0.1949579423158058
16,31873.63489359984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8703858026216613,0.0,1.3404993526647524,-0.042769344474312174,0.2038929974753386,1.130702997111213,0.35772548855683856,0.5335606062590712,0.0,0.0,0.0,-3.135231339561117,-3.4914257414347434,2.2302866380723456,-1.1003103124808988,-0.019934483121665937,0.7149629988988789,0.39993253946421625,1.8161657774511553,-1.617734271887494,-1.245880415661515,0.0,-2.3611551426683075,-0.9979152579103913,0.3053536757559729,-0.06264450068304186,-0.23065720583217014,0.2232384906641328,1.1867483317836434,0.49924079763531737,-0.0985139849139007,-0.30073273435550074,0.0,-0.0015625463909759996,-0.02738619539285571,0.5505836152061776,0.0,0.4419404084513817,0.023281627595576608,1.774050296635086,0.5107882287937608,0.0,0.0,-0.32852938422764943,-0.0058793091971415315,-0.0013691674558136112,-0.1233466054226354,-0.22317201174694035,0.029761855641400436,0.0387324144786577,0.28970855035834614,-0.6082823869832075,-0.2599684549661818,0.7729902775449252,0.1964781563784946
17,31818.41722309735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8588656811026227,0.0,1.3543870871820665,-0.18633180803832394,0.2294270083700579,1.0920775722542093,0.4381223211636458,0.5371948201849757,0.0,0.0,0.0,-3.3483150520168348,-3.840569790207482,2.389061309560464,-0.9142277107683445,0.02432992101881168,0.703109024280305,0.5302592783120109,1.6835986020105551,-1.449746527724355,-1.3925572841673914,0.0,-2.343275250565435,-1.0887518602437882,0.47313952110178514,-0.01717847179012138,-0.15904075534309972,0.14863212967038295,1.1988534677945464,0.6091107067719402,-0.167270400638645,-0.22319287741535934,0.0,0.0140807799429538,0.02818165620048324,0.6708543362225565,0.0,0.5067885380061553,-0.0483828394932923,1.7283253359176762,0.5459928309069331,0.0,0.0,-0.16727365253779442,-0.00559253846934098,-0.0012686622976799484,-0.12080916126758859,-0.22509251409114123,0.033216908012512196,0.01808749206785276,0.3102240840188386,-0.6403207409342092,-0.2296629205594837,0.7702188437264084,0.18504956970991854
18,31766.308004114926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.864939126760942,0.0,1.3433466141572488,-0.0583304401242859,0.14261993488703212,1.102743084256078,0.42767659871097313,0.3385115158425017,0.0,0.0,0.0,-3.4486168249976337,-4.182126727778083,2.4916029917897373,-0.6441038302213634,0.14723918782514123,0.6990967518253527,0.6267991595206719,1.5995102016348461,-1.213561382075221,-1.558111474369106,0.0,-2.352002836868027,-1.0929578288665442,0.6649205293127451,-0.034353395918515814,-0.18050146635280637,0.0547234441466844,1.3116635112677266,0.6625756597393732,-0.19299922956383658,-0.16215631006330677,0.0,0.04708225318913808,0.05397639946958291,0.7685333007700667,0.0,0.5395197780898218,-0.11170029565172682,1.7459738162153042,0.5735434096060863,0.0,0.0,-0.154267292384869,-0.005581439185020797,-0.001280957636939427,-0.12206858652565779,-0.2267144731695723,0.0378889325282068,0.022992954215054196,0.27151851949989353,-0.6586328930061309,-0.21492865618606763,0.8102868963255482,0.20070227950800723
19,31708.18609876456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8323645912632514,0.0,1.4133280476249797,-0.13456557921371562,0.24808607796302284,1.0539240112325226,0.458839426099863,0.22848017740940285,0.0,0.0,0.0,-3.4689780387316937,-4.56380753244494,2.5401836022885167,-0.2854479461397821,0.3513996829892141,0.6705303428055119,0.6452333399912199,1.5791992680195321,-0.925684952360246,-1.7579080804125968,0.0,-2.392579693239462,-1.0723069711356745,0.8522148311411286,-0.013687243372573127,-0.2924740310652446,0.060561215613590055,1.3715217563453073,0.5654263881248631,-0.0987826449106099,-0.1414021393492319,0.0,0.047857170804082916,0.0514604451660546,0.7901389618507437,0.0,0.4874553516044141,-0.06961845241278405,1.859625722553037,0.4802057129928246,0.0,0.0,-0.30938739224186834,-0.005716185148528101,-0.0013453619960793258,-0.124711762136828,-0.2270405707659338,0.045122964633743934,0.027626654128557374,0.2724885619449145,-0.6113656118716004,-0.2588829768301999,0.8117515981439731,0.18207955356495284
20,31652.265221271704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9088337776510351,0.0,1.4452094836384788,-0.07650628517511,0.16502019732027232,1.1050353431586082,0.4661972184209643,0.3357092639976139,0.0,0.0,0.0,-3.4702499432413214,-4.899878517375306,2.5497607701348497,-0.013765461827031478,0.5593221015307962,0.5689855648877193,0.5532752612661034,1.594721490508293,-0.7112492655779773,-1.9322097498506663,0.0,-2.434375359662083,-1.0141342121861783,0.9244904927107925,-0.019348323367431294,-0.3360330947283804,0.16430657597998494,1.3060912318219882,0.4028167254352163,-0.04428300751538885,-0.20618987615176315,0.0,0.07026839173556249,8.630234279756732E-4,0.7845760388748143,0.0,0.39561860252344117,-0.07293702471465584,1.861479534192606,0.24771007457876834,0.0,0.0,-0.21827395305085806,-0.00564996080708981,-0.0013433231205265343,-0.1245608114706414,-0.22843558481508786,0.05397226650170438,0.011742871886219433,0.29002984679451194,-0.577984705628183,-0.29326546413160476,0.8010945423791503,0.1582210134489837
21,31630.595185801663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0472212906616725,0.0,1.3814956763192812,-0.07040402390627376,0.2965236129547938,1.2832299300275554,0.2837462505458411,0.18265835681438852,0.0,0.0,0.0,-3.519000194773695,-5.664115474026055,2.5587589339778862,0.2971957055200454,0.9174935270359346,0.13754436723826452,0.045269075512327284,1.6225583192761568,-0.46156601290589283,-2.277776318467814,0.0,-2.461896637297121,-0.7800421605921404,0.7041439111848824,0.05389185599981795,-0.20730977505964643,0.3719579756988701,1.0518331293550611,0.06284104805979884,-0.2716909489480962,-0.5255769624257367,0.0,0.358102942714885,-0.3075127933228167,0.6082826008301292,0.0,0.16518576148224065,0.14609884691512232,1.398655457579475,0.41399181975267774,0.0,0.0,-0.32238970800817157,-0.004585142787790635,-0.0010152408833242203,-0.11291759898152348,-0.2365795764479731,0.08505705365222586,-0.09621205971974961,0.4284634817133216,-0.7477802626831831,-0.13039003836881907,0.7433853573176965,0.04104925990996276
22,31594.53892348486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7854684358478605,0.0,1.1515682035868247,0.06516766106580194,0.36639988163757514,0.8628774305002576,0.07922554978034221,0.01733280460634881,0.0,0.0,0.0,-3.224290033131333,-6.477456698851224,2.598529060584547,0.3111920106033414,1.1103794869860484,0.05042235103001613,-0.4210251649122918,1.6539726716671894,-0.4827576060964159,-2.534651724164945,0.0,-2.32390401190758,-0.5798999809583104,0.1279739079338953,0.2910399383795556,0.13249013195261078,0.38443340634098794,0.8906275979130795,-0.06290408241446072,-0.7660886716240944,-0.9612880115431319,0.0,0.4156964469713361,-0.9877966013103219,0.2626535699328658,0.0,-0.12720609609477782,-0.2204209238617738,1.7790450481300488,0.586823752403782,0.0,0.0,-0.24104137866439912,-0.004084226394818442,-8.983350010453472E-4,-0.11174379100714696,-0.2389210722712261,0.13836914665724337,-0.21332108248593745,0.8816903238422165,-0.6416261044656747,-0.23735341122715486,0.6070896824510591,-0.04808667988871543
