Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_40_54,b_carD_age_gr_55_69,b_carD_age_gr_70up,b_carD_female,b_carD_shopping_trip,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_40_54,b_carP_age_gr_55_69,b_carP_age_gr_70up,b_carP_female,b_carP_shopping_trip,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_40_54,b_pt_age_gr_55_69,b_pt_age_gr_70up,b_pt_female,b_pt_shopping_trip,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_40_54,b_bike_age_gr_55_69,b_bike_age_gr_70up,b_bike_female,b_bike_shopping_trip,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_40_54,b_walk_age_gr_55_69,b_walk_age_gr_70up,b_walk_female,b_walk_shopping_trip,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_shopping,g_bike_grad_c,g_bike_grad_e,g_bike_stressLink,g_bike_stressLink_c,g_bike_stressLink_e,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
57,29558.398940517072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.666611851045924,0.0,1.2206729660858509,-0.4075373200268029,-0.1488711991172276,-0.004771538703960094,0.995988285216846,-0.3006177154555606,0.07194856045320473,0.35723142328351504,0.009714721730640148,0.03518514668080862,-3.3308648002521024,-5.1337976457027885,2.0341754651909283,-0.9140182407201388,-0.22921519902007587,-0.04357376552023248,0.3028637673436641,0.9207375552378548,0.9731628505623946,1.7129573384375958,-1.0299831811127949,-1.4367989846080094,-3.2180837239124958,-0.8186368134585177,0.6419675733324351,-0.37999524653783173,-0.33713031514872993,-1.3166263803921099,-0.07215082318362709,0.3017851668940452,1.6797945799104892,0.3453069153285091,-0.2745603190316723,-0.8752961042482219,1.0241847224167542,-1.7200699597614026,0.8256729472977484,-0.007351604903464051,0.14605397642895035,-0.03746289372760839,0.42750374331164864,-0.5691022408352562,1.5530441403585797,0.45554991311682813,-0.06484163677735263,0.03279164384626233,-0.004247795888470554,-0.0011406114759246202,-0.11148138614546084,-0.08049576985423666,5.170064991575347,1.1825216339575575,0.368355751057452,1.8004253270403503,-0.14367044053916697,0.3884858147905771,-0.20883872943185652,0.6951169132492259,-0.027859374664645442,0.4164948399947974,0.12720869221008418
58,29498.05427730162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.691921650987161,0.0,1.285268034092049,-0.3079244072599785,-0.05397337465277956,0.0878979158182332,1.02214033275015,-0.35662389857053656,0.0105014161788793,0.2775053507014471,0.008600552177804163,0.013100396889921283,-3.457255678424028,-5.235455977219832,2.0090228784636954,-0.5510122810793829,-0.03541187523217004,0.034908805544312235,0.36351467528734016,0.9152673051942558,0.9028375953675575,1.4411266651685746,-0.9239797403903425,-0.6870076993834924,-3.752733917791786,-0.41245276834325023,0.6412631844414869,0.13125168689690675,0.14930545485282093,-0.7070684482438546,0.007916522161031156,0.36289002264866627,1.7345073391984815,0.21007494212827219,-0.23664121576438368,-0.7758423817206496,1.205449138432342,-1.828379933513918,0.7342897090921797,0.027042525211905637,0.11641300446456464,-0.06838771436567968,0.4305597083289818,-0.6881589890746831,1.394339149963443,0.35491850903192335,-0.08652356635209622,0.01811120839475497,-0.0039186334837850775,-0.001051226448529936,-0.1091278976961909,-0.07950353750895738,5.440452990992912,1.3344947140913361,0.3718852420762651,1.9104350281983737,-0.25314469686187213,0.5025157902554691,-0.0087317636043229,0.7766890023625282,-0.10182959551450668,0.4241760936798483,0.11821814433417677
59,29411.693627072338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6864575239526645,0.0,1.0730967391147168,-0.4660481483667831,-0.24659532317762317,-0.030573757033258542,1.0276625340045948,-0.27129219735290394,0.15970948406956964,0.3251283821989866,0.0624014868148306,0.15902504642800835,-3.6255817439102556,-4.7959951663095275,1.818475019227121,-0.47228255412143993,-0.0172788600308865,0.29012383478547826,0.3927524267585645,0.9364002710453524,1.0233064009955757,1.3213869635989437,-0.9634185540590968,-0.5615082939444775,-3.7453695325261855,-0.12654225065435326,0.6518370717988085,0.07593568822671545,-0.11487694376106422,-0.47765956033243395,0.008304707297785267,0.28361189636076883,1.7356908257121233,0.10266197235265685,-0.30617694458662964,-0.4016596157597125,0.9775789217814672,-1.964788341571424,0.5415381374410244,-0.1616049209634297,-0.24807154401819304,-0.32587727518098697,0.4582861421292965,-0.2815194800340323,1.7646326816884832,0.40800615124697465,-0.018905358299581773,0.28864534978495626,-0.0033403951188604197,-8.471408092446138E-4,-0.10643469068068451,-0.07617058173521857,5.851592427811284,1.5746408571326265,0.3763690415438526,2.0774641286695834,-0.3728482891539095,0.6036627776612923,0.13038753356678595,0.8486128746939982,-0.13610616319124844,0.3650060211556797,0.042600445885358995
60,29208.915338272338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5816147237418963,0.0,1.0071057496543112,-0.5251354111363796,-0.29741621580634003,-0.09148392209345965,1.0334497470811441,-0.3068792011902634,0.14229133551306844,0.4060757918982727,0.09637253831217898,0.12789165338912056,-3.778673064720634,-3.54399448278523,1.671761269613678,-0.7053025235780527,-0.106594259595306,0.07081480584086605,0.44930012979877804,1.0683653177890733,1.1790972303791478,1.2462246072838115,-0.8165898207678504,-0.6253712699904673,-3.509533191739664,-0.3555121997289897,0.2199831439790676,-0.11858024677988602,-0.41103784095396895,-0.9932104539867813,0.012276719207730363,0.14271862083111067,1.6455303354749486,0.28374378487465113,-0.2508667599887904,-0.5598954449196616,0.988487560116466,-1.673588531977412,0.5476343618813403,-0.1768184928473998,-0.13628292092737865,-0.22349715464006809,0.4595852254586544,-0.31068082392947205,1.7283209895019451,0.4755308683918574,-0.029544672173816296,0.19543252688163296,-0.002586170844848702,-6.119079536358286E-4,-0.10092669970456038,-0.07339060183102458,6.464714505851998,1.9394403783846283,0.3833275870898236,2.3250688090666567,-0.505697370083249,0.66484697379357,0.12273238191185668,1.0171351264946096,-0.33571917640755256,0.49119383336678046,0.11593197782277362
61,29205.207332580037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2698558339521675,0.0,0.7301619278176896,-0.735541757349052,-0.5200614589781007,-0.3137987110519891,0.9954357092627918,-0.39137884932185985,0.04401463806993812,0.3114893511054625,0.05891314714864323,0.035470744030025564,-3.8847061102870946,-3.1399739967883264,1.5796391094407227,-0.3504880467327811,0.014296537867325196,0.3357789180048453,0.4368745242547087,1.0003502260916821,1.2003959391720505,1.2431895726316438,-0.30852089470991007,-0.8862307046656361,-3.469261072146259,-0.20172545504434064,0.19457824396223153,-0.25727276785217595,-0.5654651647649797,-1.4870192383186376,-0.08364038007192538,0.49465519206067765,1.9762429728849904,-0.0434267016871992,-0.5200407537329592,-1.2411377219762916,1.5771640349559761,-1.6060965207313014,0.13125379416503252,-0.4057263245050668,-0.4676093689286438,-0.619885196143149,0.3712282739282151,-0.5597931854454223,1.4848703009263056,0.3553834473983943,-0.12610623782379848,0.05227030775164557,-0.002423900403554234,-5.830165944623457E-4,-0.0996180532052181,-0.07310443675761952,6.776962897040809,2.2096384198036216,0.39103461170752113,2.468022724393686,-0.5296637853026357,0.7136429434426992,-0.05368979729228396,1.007998816740391,-0.30408510241949693,0.5435675964698178,0.05601671306281058
62,29053.251320836443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3798190715498055,0.0,0.8073981922873142,-0.6483390565988051,-0.4352942759169407,-0.21659044301029917,1.0009390598112298,-0.3690225063008574,0.0495591226618902,0.378972245004628,0.10498292662132028,0.014588702580881734,-3.7806204746784084,-1.633831597805532,1.4628883133648187,-0.1856489238597113,0.26463755813613193,0.07661679138170158,0.520844120203066,0.7341007085971372,1.098771645127702,1.2976527286568993,-0.30322176757891633,-1.0442480097252014,-3.4998832564395452,-0.27764971064025296,0.08699099621445669,-0.24685445630685057,-0.563769227227034,-1.4712012400586358,-0.14236142304881766,0.21805635998745654,1.932931275484815,0.18508033457097983,-0.48702388700376503,-1.251736757468088,1.4788455214946916,-1.680463771527703,0.15111970225289711,-0.3970420950589322,-0.3516060150393381,-0.5122588832738367,0.3597169744510449,-0.5579700770031983,1.5099989909251603,0.458602539278856,-0.12185168458669873,-1.7864240152501432E-4,-0.002278228994733536,-5.45305456667391E-4,-0.10213866990104013,-0.07083204566904618,7.487419990024061,2.9242434172634932,0.4102686443646096,2.815676225537726,-0.6874029843937346,0.8354892536564074,-0.09176864610169311,0.9761640501568677,-0.26870805249186536,0.5730925979130522,0.11574619862044754
63,29045.78123494928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4013271039694144,0.0,0.8832328571334727,-0.582875426128729,-0.39043629272497793,-0.12353433506319654,0.9781509153888501,-0.36366621772494484,0.04270956527553376,0.3598235929600365,0.08534170127636245,0.01151652546473473,-3.6524420709965653,-1.2815954314000373,1.6047346605541908,-0.289005403293572,-0.10031308201974964,0.4226311222902605,0.35298452853479256,0.7476861944203983,1.0929567359903787,1.229607314268632,-0.2543979447872098,-1.049964483339995,-3.491429543602173,-0.3297004229437884,0.07384726630524001,-0.15394198516791183,-0.5509139900702089,-1.4748194907391692,-0.18812449005756485,0.18602496246825734,1.8574890964079467,0.13325972408534204,-0.4997226205127348,-1.1420879399266881,1.490650213049358,-1.658090123351602,0.23586353002780058,-0.36946048430462214,-0.31866046807885035,-0.4397847596238802,0.3393654481196551,-0.5572546994256959,1.4976449447470148,0.43718448486614164,-0.14540321759395122,-0.03545919189632516,-0.002227783368744564,-5.265443443439944E-4,-0.1015810080565368,-0.07058528705080046,7.641484981934671,3.0841927964060813,0.4138337549395245,2.8936845703119705,-0.7046949509294803,0.8362750694889163,-0.1533963112172223,1.1078432221560817,-0.40498418265356023,0.6029178021403384,0.13510025773303908
64,29007.053914448203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7329765219490498,0.0,1.3121583287322256,-0.23291242640055793,-0.09125195992738716,0.2297774482749707,0.920814748371763,-0.291940294552615,0.08290982670623284,0.4276585590007818,0.11409429051900896,0.0030361585704812375,-2.2265670571976424,-2.843237812432209,1.3193420862893288,-0.87221646255936,-0.6027760322883059,-0.23772552959565268,0.47831982519464455,-0.15977958765197242,0.4521672970275713,1.00098223066794,-0.3939124870433408,-0.7656928333419561,-2.8399135048726762,-1.154809798395099,0.294651837232962,-0.08928183432104966,-0.4839482042575496,-1.5404369698317115,-0.44786123024348257,-0.5439718271052179,1.2830232086607651,0.6863279714307533,-0.31079964545538497,-0.738692779604701,1.1549307635521273,-1.8335509898479876,0.6242206727298057,-0.261595218633976,0.16927040787608233,0.012029883112886441,0.20763107204135592,-0.6724672621104519,1.526400943672482,0.7016973511773643,-0.1377165767858027,-0.17508859414169933,-0.001613128177300601,-3.8722636143201193E-4,-0.08251859028257691,-0.06951118157032377,7.0156042117470765,2.897284687861228,0.3589929856114985,2.8317182325288863,-0.47006189351280436,0.6881195683294401,0.04743634174356978,0.9365276580730492,-0.3996611612240012,0.6812490087491333,0.27988739597461987
65,28908.874095508385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6906305380017586,0.0,1.207032456099953,-0.27710504092214294,-0.14542633572060193,0.14824612591474362,0.9150489526476058,-0.2918396945697888,0.0885391724454108,0.3559690976727603,0.09404062172406019,-0.02327265802859855,-2.9602904889938353,-2.19548818856011,1.4377769596426442,-0.4894526876870732,-0.12674786956838702,-0.015395823170973155,0.42158597805173703,0.7192997317881649,1.069592737503563,0.9100991816717804,-0.8908043374046847,-1.4464013684028356,-3.2042379734099335,-0.998409904251051,0.29148495620388365,-0.02934589461040639,-0.27374690082315767,-0.880136995841669,-0.4479297221231789,-0.2779164528669378,1.5591427526013493,0.7051901634945161,-0.27669373574409106,-0.4939406385624787,1.0379307407195624,-1.614854385559584,0.5091810175687894,-0.20115077265200693,0.2463041265838441,0.07681550833861518,0.2335864227547805,-0.5755511470098531,1.6551315863442726,0.5642530573309394,-0.1526892191223943,-0.10309359445348901,-0.0027991575168981207,-7.367337263563276E-4,-0.09150779587756974,-0.07501662262984554,6.246660836795896,2.6342662622595614,0.3236646353604645,2.61880758670904,-0.3426169234027925,0.6341023576149115,0.15090715754152184,0.7867392118608333,-0.24053699019773886,0.6641615072053698,0.2730995424748066
66,28882.229510303445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5649381559354238,0.0,1.0371767340268767,-0.42680492803630077,-0.24806592495529434,-0.006673299407491562,0.9380836248983349,-0.3032047388215803,0.058057662411903604,0.32425860297803955,0.04868172075406798,-0.027335229845302886,-3.052601689000037,-2.033996795851112,1.4711533398086059,-0.45959196579286976,-0.0053255175716084985,0.11659609444639363,0.4057575638735686,0.42077386011805284,0.8494444007823485,1.198117894152259,-0.4925222996989002,-0.5065832630948174,-3.1676432894624376,-0.9506166267687433,0.1445976006913478,-0.34404503293098565,-0.5316857391645304,-1.3418729626351347,-0.48172864376058866,0.009002915462016092,1.8103275848006046,0.4759679423797171,-0.37985231792144325,-0.785771591308813,1.2691557219536742,-1.711948574512158,0.3024585633887552,-0.27757727147910227,-0.03584976754831842,-0.18729926725485668,0.2716544493966731,-0.6088368202075531,1.578756366828869,0.4853228719065615,-0.1480763823025049,-0.09616589478670824,-0.0027078791537036156,-6.843958471753277E-4,-0.0943982237976765,-0.07403485439448147,6.715584302087288,3.2287960807155134,0.36845799127599765,2.873666298932901,-0.419744825353461,0.7047018469647495,0.02207415751374478,0.7453052900700563,-0.13338985468167663,0.6152720073755614,0.19098616974985694
67,28872.0875964162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6261132079091354,0.0,1.1167482402618467,-0.3646329612386663,-0.19175463478686264,0.05603531917705612,0.9535755134961011,-0.31605788491903636,0.06031570597795676,0.33135030307689806,0.05939550115795836,6.742790441713713E-4,-2.906732519507383,-2.1095510136179008,1.421986041194075,-0.4295779216311952,-0.09809415837083722,0.09608871135054774,0.43192069827817664,0.3513730247681244,0.7264276080677857,1.0870857281892585,-0.3656409222171904,-1.2728794233393863,-3.4679872872258124,-0.6956032882165917,0.41991244075397993,-0.051772585319285525,-0.23948973630022602,-0.9551056900951889,-0.437219875204114,0.041666091247331304,1.8181291955933097,0.49965712712452115,-0.3901209209471034,-0.6889897568672345,1.212934350110586,-1.7331578374276322,0.40579874338761507,-0.21497364892669238,0.014874981003576107,-0.14823244581266903,0.289528525285916,-0.5983987281229423,1.5628284220539674,0.4953025407554048,-0.13518797788164716,-0.05037525317976519,-0.002285345262944395,-5.634853016873251E-4,-0.09037988483804689,-0.07293851933109004,7.004249655764104,3.5512202632380045,0.37332121101390914,3.096410585689695,-0.4597599057704745,0.7550284644118016,0.06057870627117967,0.7529835978479126,-0.14522949510515834,0.6131236935527972,0.19142210134342388
68,28861.003666355686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6227584444653014,0.0,1.1431241361746578,-0.35997502155376376,-0.19947909770428845,0.06386434813448622,0.9393551538582904,-0.32803654343023586,0.06285073359199579,0.3359427579331199,0.060793139264652865,-0.01693946108877491,-2.6355639642522775,-2.2117915915572173,1.388985851317648,-0.5283184954012256,-0.23304307403295732,-0.042720653685986446,0.4177184231183365,0.3370087275470301,0.7747757552237642,0.9675244981330332,-0.7109909339583852,-1.0658811757536375,-3.201170657626299,-0.879601702514568,0.24927042113587858,-0.1641899520172747,-0.35713182997003123,-1.0718877653768157,-0.500155055012303,-0.09307867111200124,1.6967602715012018,0.5541095468532328,-0.38436149565376293,-0.6226787186427691,1.2024131878266815,-1.6594898683544312,0.4375152328261338,-0.24631316889361415,0.08351206770166547,-0.1073234135781515,0.24648218561382382,-0.6026154363842192,1.582664047455863,0.5239402137151474,-0.1589554822581294,-0.0971252039959284,-0.002491658001245757,-6.504894731507772E-4,-0.09147732471046448,-0.07437713533101516,6.992842043119076,3.682676380548447,0.37614022743512343,3.174246197385918,-0.4059672317578898,0.7246056694349677,0.03274130312287826,0.7161988378704394,-0.13191245995539186,0.6589888268649322,0.21283144082184668
69,28857.246760624654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6209982488008976,0.0,1.115908091771029,-0.3392742956213537,-0.17997732793510027,0.0747113420255559,0.9153888176339606,-0.299009717580213,0.06271099663324116,0.33427794443937087,0.05647884514566489,-0.020316913358724,-2.8513298199220785,-2.2692662388580254,1.370195474515156,-0.553903537750545,-0.18883986586206894,0.006602451493647396,0.4187761072987993,0.4457628922524892,0.8514027844199767,1.0314052025970584,-0.5394663175303089,-0.9104361694044736,-3.268008487408267,-0.899732099303009,0.24140548611341456,-0.19717152895861237,-0.37366358833804253,-1.051501133850578,-0.5216673783408403,-0.001545568294443217,1.7756160583907774,0.5729053454657865,-0.3535596222720516,-0.597189267371026,1.1835531574601021,-1.6762588716402127,0.40714845387557624,-0.21837427311151497,0.07473723411099274,-0.08429318478411138,0.25893127435726887,-0.5941629248167315,1.5988121523225811,0.5177477401541741,-0.1438695410533068,-0.08892507174042207,-0.002570824399985835,-6.455330563642389E-4,-0.09280827455329774,-0.07461284003148826,7.1241880925711945,3.98908722472046,0.39776810952059527,3.308028792740068,-0.41341656223472084,0.7324714518692141,0.0214881322820129,0.6882703209437582,-0.09423160834393807,0.6507418376121086,0.20820469828076468
70,28855.776323613463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.623321514072097,0.0,1.111978052219987,-0.3751374978194643,-0.20678383843103287,0.04674752094731684,0.9505205250520953,-0.3147369549525994,0.05518681260578832,0.33022160055241795,0.06043795955890124,-0.011807056284192657,-2.8270022164039523,-2.055458064661907,1.4302081402163132,-0.5244169875119993,-0.1149744915237793,0.05221776951803667,0.42880425249433285,0.32835121537028417,0.7462611584857988,1.0927124365350311,-0.506103058191042,-0.9088542198293094,-3.2675532073575213,-0.8589953747779081,0.2473013851434441,-0.19509712453992617,-0.36546686555934765,-1.0541996828039935,-0.5027597554740868,0.03411653962508123,1.7897780679519981,0.5224235989143723,-0.3826302725509427,-0.6620531827032392,1.2125986208893758,-1.6888121436292625,0.3866703985901172,-0.2379932244270854,0.03633383469912066,-0.13128113507073647,0.2677596858919404,-0.5920128569737595,1.5923011321446985,0.5052639039891097,-0.14154177626001457,-0.07280214829653481,-0.002459657207618451,-6.267867678009486E-4,-0.09198133449899801,-0.07450985487822762,7.246329416560627,4.237540776004751,0.407141171109885,3.4838659253401927,-0.4194752483867106,0.7542296197111704,0.025388691879055424,0.6936076155034194,-0.09489150395989103,0.6492409464061647,0.19305139472523616
71,28853.806895746675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.621678122323532,0.0,1.1224213702561385,-0.3640374729809568,-0.1972198068507521,0.056904369382434886,0.9439339950835719,-0.31954640932034295,0.05700342245145227,0.3293431740934581,0.056651732922850834,-0.012160659566051875,-2.7848788904407593,-2.18148645700221,1.4088053829924068,-0.47002753082760235,-0.16183762354264233,0.03807710231873296,0.4114203876361595,0.3529423717550717,0.7633887587631856,1.042455644436468,-0.5539467345236857,-0.9587994960064216,-3.2657984102551874,-0.8449652925594411,0.2543402896952242,-0.17791776592066094,-0.34680479010452653,-1.013639534674526,-0.5081417845626268,0.018890167312695355,1.769096255453282,0.5261269765717301,-0.38614455994482355,-0.6337406033824792,1.2136974142387809,-1.6733148100840354,0.4059701147790144,-0.2335258055924218,0.049012082600965914,-0.12523725834240934,0.26384826800586697,-0.5933714832165954,1.5888394818248917,0.5089316136721632,-0.14621328754776686,-0.07954712655236432,-0.002463120514814801,-6.248706503997975E-4,-0.09215808558701293,-0.07477480476308569,7.412625900727717,4.517640343831662,0.41587871149554045,3.653405319619318,-0.420750456135496,0.7673897230302049,0.006590296525358693,0.6844360662463841,-0.08762584767258602,0.6626901278285758,0.19272518992995652
72,28852.7715241463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6218668335170503,0.0,1.1204348314136368,-0.3538343536428519,-0.18990722767365514,0.0650051061989751,0.9313017562265478,-0.31281322641633624,0.05667446547579686,0.33302893406921874,0.05759474749401219,-0.015549543708845554,-2.771532426842998,-2.1955014250136475,1.376112280687254,-0.5525026670701207,-0.19709992050523986,-5.708021786719475E-4,0.42848248347241463,0.38520987195418466,0.7976583358664905,1.0122151780956172,-0.5675244303951144,-0.9817601287144766,-3.2587572794640804,-0.851701080620217,0.24442147874667985,-0.18781701243821455,-0.35655310219359104,-1.0053877487193805,-0.5174675114826172,0.03304663287448002,1.7680300535410727,0.5496730947368271,-0.3727829932240818,-0.6145134717891537,1.2063638064999627,-1.663308915573514,0.41068012458538816,-0.22850555591367303,0.056647985482853776,-0.11525480400110108,0.2610732235374432,-0.5943488011811187,1.594427738402704,0.517301345597912,-0.14409812019788446,-0.08204567280166385,-0.0025021092419813765,-6.355817173546824E-4,-0.09187880077154428,-0.0752626842112505,7.555883554902382,4.892040770971491,0.43346882080941035,3.8732028443473356,-0.4110969218399632,0.7844373720789651,0.01633386487514764,0.6724724910986418,-0.08065702267619074,0.672126004087429,0.1926355946006201
73,28851.386291743638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6259496343864948,0.0,1.121647353233232,-0.35260883419990896,-0.1885129265588758,0.06674355378440508,0.9332756478604055,-0.3118338645124309,0.055144285043231905,0.33153265922056785,0.057755110038898175,-0.015284117825311264,-2.7811046318309254,-2.1910091021786053,1.3840894062183224,-0.5441364557704075,-0.18444748607966494,0.010873950746702566,0.422473828737573,0.37755322564149557,0.7909307916070306,1.028515485166226,-0.556109122265351,-0.9581382581341729,-3.249392302157652,-0.8437245983423614,0.23745106085742845,-0.1938931970139656,-0.3558733213424963,-0.9874898733024232,-0.5192682059765344,0.05009405205986124,1.7665809289842838,0.5463539275811126,-0.37173120972709384,-0.615673349266199,1.2048179485971429,-1.6538653633095115,0.4084263208500743,-0.22642167187463638,0.056976785605885295,-0.11278733205762681,0.26199886868083466,-0.5898113952762564,1.6024487638893306,0.515845488983796,-0.14314182449503923,-0.0808837006083391,-0.00251533752918749,-6.389128319877887E-4,-0.0917528484615297,-0.07575928364273223,7.815791111941286,5.510433069653981,0.4582521480715025,4.261875403262878,-0.40675192521228787,0.8169638805895321,0.0108248504395346,0.6601468233446094,-0.07126655777291997,0.6871499346662779,0.18782791811187732
74,28848.7049303555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6259310442816188,0.0,1.1168463137893836,-0.3588949125601334,-0.19263698121815515,0.06039013995798167,0.9385755444454719,-0.3142966346077777,0.05128503272937883,0.3286765061162519,0.05748209444130039,-0.01364471730870427,-2.822978988919833,-2.139773378203063,1.3946613237792294,-0.5127191061479269,-0.15948321959663,0.024998118042967088,0.4262739276795681,0.38673508761127884,0.7855362901731612,1.0460939379852194,-0.5457268016236286,-0.9290688912795455,-3.239091932136945,-0.7638564112185942,0.23506805197551095,-0.20253279397283142,-0.3511561232545218,-0.957397502177336,-0.5097134566272723,0.10706725187251989,1.7634192143877125,0.5312323254225031,-0.3729066140007732,-0.6309567191579868,1.21819069303434,-1.6162959272984747,0.40076659005741033,-0.22855902550116755,0.039716627701252186,-0.1307172774917984,0.26596488885181035,-0.5841855601523955,1.6121053036340227,0.5116652979669889,-0.1410917198732064,-0.07686626089838866,-0.002493729350962549,-6.287029719769749E-4,-0.08987111206754661,-0.07717460402646405,8.785596130946246,7.8731790110430655,0.5433061608936547,5.775394908190345,-0.3953582931126094,0.9559518492361628,-0.010256797305645122,0.6264156508747258,-0.05145255218016774,0.741048533242941,0.16733657321009976
75,28847.85465962269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.630953170033265,0.0,1.1242393426590565,-0.35543811805966663,-0.18926359335451198,0.06715072732955821,0.9410429455672011,-0.31482861655277256,0.04980506300243605,0.3287212165400966,0.05748984684053128,-0.012963551663854541,-2.765993773866529,-2.1902303051315894,1.3949375150274537,-0.5273509265321956,-0.16936775620214872,0.03298979149197642,0.41281889880425193,0.34924566851229305,0.7653838065469682,1.0406033668613521,-0.537557602482396,-0.9517497476440585,-3.2353514617070047,-0.7530990507603209,0.2396538123592323,-0.1921078612319002,-0.345969183384905,-0.9534772707816604,-0.5042991281742233,0.08911727119759905,1.747700319072456,0.5309631509488023,-0.3731482098674279,-0.6288070253381167,1.210904368810166,-1.6073438154688522,0.4086569929768548,-0.2262534244816854,0.043293000358589726,-0.12446478529389213,0.26537934539961816,-0.5822792428204447,1.613767777539557,0.5136766667408119,-0.1421628411579543,-0.07716922194303923,-0.002531846653564146,-6.463480460247098E-4,-0.08919140380018173,-0.07745608774160372,8.90454714458468,8.320492767432164,0.5525289353786275,6.088956100450497,-0.38843315136203516,0.987167608329182,-0.005065972914765634,0.6308227336246689,-0.06338114883331544,0.7515087909714162,0.16823295000193308
76,28847.227467453897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6237486797332137,0.0,1.1140696976948228,-0.3586718463945008,-0.1933306498323387,0.05974926919807332,0.9361877112845112,-0.31339951943304234,0.052055341144989824,0.3286074352992691,0.057733840909041316,-0.013695655169845299,-2.839005026154226,-2.1326206654504523,1.39334941399681,-0.5060643392708127,-0.16095690862278636,0.017256588673062137,0.42828828780321176,0.39621922142486665,0.7949882276914206,1.0467375318103052,-0.5573365355654617,-0.9322016938637725,-3.239650671822284,-0.7289864274150323,0.2436895578366589,-0.19770966206526602,-0.3506382255788402,-0.9734202964785331,-0.5021277506065649,0.09952970287016688,1.7572452294714058,0.5344242213952275,-0.3700710495109756,-0.6312555609274058,1.2154964737149003,-1.5977858421031108,0.40065863932005097,-0.2268808981849031,0.040390416511715835,-0.12881394252348927,0.26488871403565867,-0.5861304929678207,1.6110363194651687,0.5113786829368746,-0.14188641785983808,-0.07796599512360645,-0.002479527051140266,-6.220509226434851E-4,-0.08785871716306166,-0.0774362624523251,9.094109610421969,8.958907074745772,0.5668250871177971,6.5202548473623,-0.3847587912933306,1.0266350195536829,-0.015774971661636703,0.621782614928244,-0.06099507745105911,0.7612579494441812,0.1662886856382719
