Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_40_54,b_carD_age_gr_55_69,b_carD_age_gr_70up,b_carD_female,b_carD_shopping_trip,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_40_54,b_carP_age_gr_55_69,b_carP_age_gr_70up,b_carP_female,b_carP_shopping_trip,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_40_54,b_pt_age_gr_55_69,b_pt_age_gr_70up,b_pt_female,b_pt_shopping_trip,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_40_54,b_bike_age_gr_55_69,b_bike_age_gr_70up,b_bike_female,b_bike_shopping_trip,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_40_54,b_walk_age_gr_55_69,b_walk_age_gr_70up,b_walk_female,b_walk_shopping_trip,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_shopping,g_bike_grad_c,g_bike_grad_e,g_bike_stressLink,g_bike_stressLink_c,g_bike_stressLink_e,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
202,28836.379340625903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6227123439906934,0.0,1.1180244265099892,-0.3596952419755398,-0.19422182827447665,0.060620776947040066,0.9397015622549714,-0.31425683704171986,0.05194830877390027,0.3288479455097186,0.057028442451598035,-0.012767995696492168,-2.7991247674945967,-2.1740716321831908,1.3974257877998264,-0.5194500406527149,-0.16881397646259516,0.02307706769260522,0.4208983651060492,0.3717880633834471,0.7810105371692616,1.038352729468572,-0.5517100570425693,-0.9549335038746143,-3.3442537169256283,-0.4871307242493137,0.24018118676516187,-0.18551665658814778,-0.3386978614533789,-0.9695021555012535,-0.5066850210847674,0.21138304476006162,1.7891124079334337,0.5423740547171757,-0.3730207412004857,-0.6367605893380466,1.2044570495046794,-1.593979994352479,0.4078180789453171,-0.2261750684099716,0.04768754098323641,-0.11919726472619617,0.26248725075549206,-0.5884337493304628,1.6035996756146844,0.5140839882959498,-0.14383746632227243,-0.07714189618919969,-0.002480543380860969,-6.28474282980986E-4,-0.05283808469281601,-0.08363678249127796,13.19321792301445,41.4422690998961,3.530902440221517,30.120368999906862,0.06176527605153682,2.3935954527455765,-0.18571002857006008,0.508253008805619,-0.12208857002939025,0.6755072549932579,0.164007392208685
203,28836.378578303058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6225754397797558,0.0,1.1177705500522928,-0.35962490116755647,-0.1941754563504371,0.060501214349944245,0.9394172944540646,-0.31419474056401,0.05223316380835384,0.3288265069661321,0.05694454668258697,-0.012862936442848456,-2.798288142155415,-2.1736085957775555,1.3973870730691587,-0.5195329500390365,-0.16856161682028084,0.023486213904126807,0.42113908483851054,0.3710192358053306,0.7793978639407495,1.038105889307872,-0.5521072620469364,-0.9551606201477547,-3.345280577340328,-0.4851127741686592,0.24037438090586674,-0.18520312162741787,-0.3385174202819123,-0.9700645306498392,-0.5067928055805543,0.2125135849217543,1.7894464676379693,0.5422792211055545,-0.3730660676283855,-0.636959465049447,1.2045690510606928,-1.593838564407423,0.40782624490610214,-0.22616265057757992,0.04751708428943999,-0.1195448163789653,0.26246043044549255,-0.5884436461033167,1.603575624301904,0.5139952912628007,-0.14388444270546055,-0.0773989061026852,-0.002480615102165749,-6.284726961575262E-4,-0.052543682132339,-0.08369046573324831,13.213867895615452,41.71598283479262,3.555393038093525,30.319459151862798,0.06574459426983938,2.405103525839467,-0.1874961474834112,0.5073388217756711,-0.1224015770699076,0.6749269788992857,0.1634571588802128
204,28836.37625463692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6226786496053136,0.0,1.1179628203351881,-0.35967843824791074,-0.19421108617053087,0.060591118607112436,0.9396321494688246,-0.3142416131821484,0.052018293411844885,0.328842864671575,0.05700762412491916,-0.012791614592582797,-2.7989253477476743,-2.1739577775350387,1.3974152924145213,-0.519469366211772,-0.16875262338197428,0.023176859037357066,0.42095701514416456,0.3716005616433737,0.7806169099073395,1.0382920176408168,-0.5518061619778216,-0.9549873943577559,-3.34450455755803,-0.4866979541386968,0.24022867167798687,-0.18543806244826216,-0.33864313635072346,-0.969612886931877,-0.5067078829176724,0.2116898950552241,1.7891881888682026,0.5423499734490301,-0.3730283777673002,-0.6368019521863016,1.2044782749935088,-1.5939462101897146,0.4078184979428594,-0.22617358442522414,0.04765160915182588,-0.11927620342517907,0.26248132145671527,-0.5884316113716899,1.6035904237127323,0.5140621257223676,-0.14384909064829285,-0.0772073113356455,-0.0024805398205007575,-6.284672077422912E-4,-0.052757527555626196,-0.08363948611300914,13.20422202166013,41.52612341068163,3.5514438135894975,30.18713162692061,0.06290024453823333,2.39644908673224,-0.18626940727638172,0.5082021848067396,-0.12211208285366576,0.6754535827360304,0.16390362024188931
205,28836.374609169314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6226299804775042,0.0,1.1178731187423219,-0.359653445753732,-0.194194263253257,0.060548991431366196,0.9395311430074714,-0.3142197380792558,0.05211896423699633,0.32883542197768983,0.056977985930239616,-0.012825150003454995,-2.7986320599084404,-2.173794497864421,1.3974022999130804,-0.5194997779567426,-0.16866183023365727,0.02332144679931164,0.4210414227708282,0.37132869922089096,0.7800448900756939,1.0382048842658715,-0.5519470587064774,-0.9550695007658656,-3.34488275018561,-0.48599352613322566,0.2403000364837092,-0.18532318518467092,-0.33857274479437843,-0.9698062819156685,-0.5067410665649132,0.2121197583545706,1.7893032779669573,0.5423180181467943,-0.3730412523739617,-0.6368666782667516,1.2045181555837015,-1.593898276054856,0.4078211160699166,-0.22617038572514112,0.047585342951232804,-0.11940460790494856,0.2624720041541217,-0.5884338309449134,1.6035782687771176,0.5140307451136132,-0.143865435253008,-0.07729920351032614,-0.0024805504350994224,-6.28461771659628E-4,-0.05264418473825363,-0.0836540182237038,13.214770209701191,41.636864900749075,3.568133674929063,30.27068871815418,0.06446723827365552,2.400745052101008,-0.18699905800360103,0.5079513326057034,-0.12219665246715544,0.675282300333075,0.16371048049320408
206,28836.373232068272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6227133633906634,0.0,1.1180281446258653,-0.3596965055994468,-0.1942229731351229,0.060621874066904044,0.9397040492731511,-0.31425718348676784,0.05194574678825037,0.3288486681879778,0.057028808358350704,-0.012767923034724455,-2.7991506722064106,-2.1740755769369775,1.397424049096528,-0.5194466279768378,-0.16881650217386557,0.02307302858797584,0.4208947301856982,0.3717985795860672,0.7810308743832649,1.0383546543444324,-0.5517027939542307,-0.9549271721954102,-3.3442611940146367,-0.4872998780726993,0.24018201987213847,-0.18551161595204735,-0.33866824694368014,-0.9694271961838992,-0.50667117624191,0.21147582820066652,1.7890929004465395,0.5423746771244551,-0.37300952460185166,-0.6367365720317678,1.2044427652420138,-1.593986427295147,0.4078140131099076,-0.2261795807019878,0.04769496579738172,-0.11918640676324643,0.2624892176931851,-0.5884212802285705,1.6035893993425299,0.5140844022834168,-0.14383697821601765,-0.07714546509446558,-0.0024804753420100364,-6.284532631851407E-4,-0.052811185398323704,-0.083607694573435,13.209929468857725,41.49420115644217,3.572717317854383,30.174605372372458,0.06228251847401299,2.393844507942267,-0.18608280679034486,0.5087339987367537,-0.12193507411121052,0.675749314008705,0.16408277910933353
207,28836.372583309392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6225719146627373,0.0,1.1177662438213034,-0.35962387324089207,-0.19417488107778444,0.0604983644004827,0.9394107786292372,-0.3141932549005745,0.05223956259998999,0.3288266148612613,0.05694222529213747,-0.012865685799712031,-2.7982871117321952,-2.173597386403531,1.39738490955224,-0.519532912043444,-0.16855544886037105,0.02349474197409296,0.4211426941696882,0.37100506560540863,0.779365830841557,1.038100298306894,-0.5521128913373495,-0.9551628947812894,-3.34532493800893,-0.4852070069604693,0.24038175249787447,-0.18518789855565204,-0.33848274895475816,-0.9700116437246459,-0.5067818681106226,0.21264543989027157,1.7894381476625048,0.5422776590050205,-0.37305590675928224,-0.6369421917473369,1.204558762060342,-1.593840858728142,0.4078226029977989,-0.2261670448325427,0.04751647300168785,-0.11954746012976802,0.26246146920465213,-0.5884321356218659,1.6035634402441972,0.5139930084504161,-0.1438853130823351,-0.07741072000069606,-0.0024805494734875906,-6.284514437411141E-4,-0.05250683198526321,-0.08366357293869096,13.230664118515369,41.77685582263545,3.597447288287683,30.379942746244446,0.06639664783534695,2.4057637843061777,-0.1879284247903615,0.5077822527508652,-0.12225973252865233,0.675145517767546,0.16351092474504833
208,28836.370151503306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6226771410043255,0.0,1.1179619180237934,-0.35967840467111384,-0.19421133025845197,0.060590017498271025,0.9396295144162397,-0.31424087001184914,0.05202083030950417,0.3288432089056838,0.057006469335843774,-0.012793205009116387,-2.7989358660907926,-2.1739532253807905,1.3974130258156126,-0.5194676093129822,-0.16875047517404945,0.02318014295696163,0.4209576866875661,0.3715970882320393,0.7806078493208044,1.03828955947515,-0.5518061508358743,-0.9549854651122529,-3.344531276317239,-0.48682351064318996,0.24023271827555062,-0.1854277054416608,-0.3386111166255871,-0.9695500587200909,-0.5066961312365726,0.21180279038117536,1.7891752734571995,0.5423489958919836,-0.3730180589426707,-0.6367822343815637,1.2044659714615014,-1.5939490194089312,0.40781459907896495,-0.22617792535847742,0.04765544680649589,-0.11927208018534446,0.262482771328539,-0.5884194280391966,1.6035795410879465,0.5140609652920407,-0.14384943513098072,-0.07721557641362123,-0.0024804739026189158,-6.284463838596169E-4,-0.05272593443135414,-0.08361152708701834,13.22051405471851,41.5820071036697,3.593079545280978,30.243993832971274,0.06347992748664072,2.3969043478275887,-0.1866693002960881,0.5086642587732418,-0.12196512886253578,0.6756848673378031,0.1639682101106997
209,28836.36852023121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6226308959183748,0.0,1.1178768775671695,-0.3596546696532691,-0.19419524441926828,0.06055001664823505,0.9395337023795367,-0.31422019611054125,0.05211627031144194,0.3288361787116495,0.05697836217884909,-0.012824928940101616,-2.798657617749926,-2.17379830999121,1.3974010944673427,-0.5194969590105784,-0.16866393428679238,0.023317077409799183,0.4210375451884206,0.3713390803271201,0.780064480092181,1.0382070193697628,-0.55194003579415,-0.9550641843165446,-3.344893250345516,-0.4861500749638508,0.2403007197738736,-0.18531839345459028,-0.33854420801478907,-0.969735051894845,-0.5067270112307378,0.21221466035169986,1.7892845336027359,0.5423191646478529,-0.373029863801944,-0.6368434538391503,1.2045040137765224,-1.5939033926079584,0.4078171167263319,-0.22617515615528844,0.04759090961640767,-0.11939546362366847,0.26247391219989263,-0.5884216053125128,1.6035672325231334,0.5140312475220081,-0.14386485862225012,-0.07730289446946226,-0.0024804829106909376,-6.284407597535906E-4,-0.05261748765566503,-0.08362503186836132,13.230358884338441,41.68825825780011,3.6093742356290925,30.32428057683587,0.0649827581966394,2.4010178568221483,-0.18737094416032707,0.508430829477002,-0.122043349456701,0.6755245637811587,0.1637835202862276
210,28836.36714041998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6227107145760133,0.0,1.118024944193797,-0.3596958029189587,-0.19422278169557086,0.06061982095788422,0.9396988849637051,-0.31425585689133295,0.051950740066196224,0.3288487979385198,0.05702694850583285,-0.012770363440624521,-2.799153742233284,-2.1740671326256122,1.3974213248778873,-0.5194455122732684,-0.1688122382425854,0.023080090517801136,0.4208976621337625,0.37178838607412923,0.7810078188964803,1.0383499674864047,-0.5517062945545399,-0.9549270670918493,-3.344297094994812,-0.4874008695069969,0.2401871894694658,-0.1854989971102326,-0.3386354776650351,-0.969370463364052,-0.5066607423578949,0.21159802109598608,1.7890835665733826,0.5423727397202233,-0.3729998870911061,-0.6367194175989214,1.2044314558821705,-1.5939862371454132,0.40781015241905166,-0.22618377808072979,0.04769721250174213,-0.11918541395346022,0.2624904174256614,-0.5884089654459872,1.6035786063884836,0.5140824377130839,-0.14383775750867647,-0.07715598763305045,-0.002480410707417956,-6.28432698332536E-4,-0.052777873971805625,-0.08358015994877149,13.225463931825677,41.55139397441424,3.6140517513302117,30.232219733440335,0.0628860994127091,2.3943922497258354,-0.18649281247177385,0.5091893973283237,-0.121790823749614,0.6759777709659803,0.16414243907360815
211,28836.36645151086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6225745725032814,0.0,1.117773348310761,-0.3596259633113542,-0.19417633091628658,0.06050091755571952,0.9394170821436097,-0.3141945771069119,0.05223309026648271,0.3288276711697065,0.056943699511663844,-0.012864133979140551,-2.798323454094614,-2.1736070838020307,1.397384572813506,-0.519529376987993,-0.16856055360244881,0.02348487988034544,0.4211355431784824,0.3710253657983168,0.7794058864469333,1.0381057603423975,-0.5521008470943432,-0.9551552844908544,-3.345324686081241,-0.4853812129793098,0.24037963098892973,-0.18518742609208527,-0.33845721303480597,-0.9699353635079155,-0.5067663962772994,0.21272804796724176,1.7894157342440566,0.5422804173409727,-0.3730438496038957,-0.6369170778950392,1.204543264753846,-1.5938470057319647,0.40781852159351684,-0.22617217847287233,0.047522867158697774,-0.119535084026687,0.2624636943103849,-0.588419835135996,1.6035522072725996,0.5139947181000615,-0.14388406079993143,-0.07741117202787277,-0.002480480944564465,-6.28430326654719E-4,-0.05248393104004796,-0.08363382947566192,13.245208567753151,41.8246669298905,3.638163242155616,30.430825439499614,0.0668637006209331,2.4059099134289528,-0.1882788195735003,0.5082747895931072,-0.12210168862739108,0.6753963823130452,0.16358959487921548
212,28836.364136404325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6226768727148517,0.0,1.1179632221361004,-0.3596789035559473,-0.19421185481203349,0.06059004212145458,0.9396293767563688,-0.3142406811004577,0.0520207775109681,0.3288437295834671,0.05700609077343107,-0.012793909060561624,-2.7989535268101036,-2.1739528626178917,1.3974112650781496,-0.5194653790622111,-0.16875039573097406,0.023179876585481377,0.4209562874595322,0.3716003051249538,0.7806125902774761,1.0382892821133738,-0.5518028437446273,-0.9549819485235943,-3.3445513519117,-0.4869538888732153,0.24023433926803586,-0.18542067898977602,-0.33858185912826977,-0.969485026158578,-0.5066837255019955,0.21190747834169807,1.7891605239609185,0.5423490343342889,-0.3730075122845284,-0.636761997166041,1.204452811818761,-1.5939507926215772,0.40781061662982643,-0.2261825188111762,0.04765956794195821,-0.119266041177438,0.26248441925512367,-0.588406968303974,1.603568743400778,0.5140605980602011,-0.14384933717566054,-0.0772216805786263,-0.0024804077588160955,-6.284256741120749E-4,-0.052697566082285284,-0.0835829520136225,13.235195917895002,41.6346654584755,3.6339711041761396,30.298284718064014,0.0640195227838845,2.397272316851611,-0.18705110726746504,0.509137426491348,-0.12181456786642608,0.675924647658231,0.1640363839361944
213,28836.362533684416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6226299986220427,0.0,1.1178771150806046,-0.35965484854109175,-0.19419550647776687,0.060549482004342986,0.9395323871102658,-0.3142197754769386,0.0521174014917122,0.32883662547376535,0.056977612513209326,-0.01282598323906477,-2.7986716511381005,-2.173795781611832,1.3973993727279934,-0.5194952301392618,-0.16866264672307102,0.023318446018494726,0.42103708956196567,0.3713389596996902,0.7800621117814218,1.0382057799931173,-0.5519384540630864,-0.9550619431140829,-3.3449186740473684,-0.48626763966914577,0.24030294610957678,-0.18531025226782277,-0.33851461854830134,-0.9696735710820185,-0.50671515294057,0.21232487626872312,1.789271596631911,0.5423189705418684,-0.3730194943298539,-0.6368245388163688,1.204491257297933,-1.5939042273200565,0.40781317775968673,-0.22617978367743105,0.04759379532772236,-0.11939135989123136,0.26247542933568113,-0.588409273292152,1.603556053317668,0.5140305363002314,-0.14386493304092232,-0.07731015547761584,-0.002480417226534377,-6.284200376815379E-4,-0.05258801551918276,-0.08359672496002506,13.24470415917114,41.74181155006825,3.650134040581675,30.379121992859922,0.06553784869248121,2.4014411960004076,-0.18775942950502558,0.5088995164276765,-0.12189422302003497,0.675761789294421,0.16384875719809663
214,28836.36119578219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6227112066356157,0.0,1.1180275226473786,-0.3596966634901867,-0.19422360594217025,0.06062048150347202,0.9397002438410871,-0.31425595735839096,0.05194922009848438,0.3288494016041152,0.05702700545726431,-0.012770618944901915,-2.7991755533757225,-2.1740692545040665,1.397419553348792,-0.5194427192676623,-0.16881366697392947,0.023077831341406937,0.42089520823904086,0.37179554685682087,0.7810209967042632,1.0383508624236495,-0.5517009455288397,-0.9549220864442818,-3.344310684339828,-0.4875378944964814,0.24018702652896556,-0.1854942743602206,-0.33860788097030303,-0.9693025922638641,-0.5066483560868652,0.2116954742321678,1.7890676204625333,0.5423729574279861,-0.3729894185684192,-0.6366989874613808,1.204417316548066,-1.593986918300254,0.40780603600887483,-0.22618841229970202,0.04770304766834544,-0.11917678427769686,0.2624922101568543,-0.5883961305086163,1.603568293717914,0.5140824999157023,-0.14383747015066972,-0.07716085944882699,-0.002480344976102975,-6.284122944953785E-4,-0.05275211279505571,-0.08355106127739215,13.239230125848154,41.6013938390363,3.654465996322648,30.284457006847735,0.06339070191344687,2.3946765230221394,-0.18685879644199416,0.5096720136275272,-0.12163795422987914,0.6762247900672906,0.1642151081446956
215,28836.36059383065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.622572049752649,0.0,1.1177707482279087,-0.3596253239941621,-0.19417596047000718,0.0604989610111317,0.9394126173460872,-0.3141935372521055,0.05223735770736334,0.32882789968550125,0.056941999583716166,-0.012866156757274901,-2.7983277353117377,-2.1735992029712605,1.3973827998421395,-0.5195290058598692,-0.16855611446419586,0.023490625621693954,0.42113764553669414,0.3710164314839806,0.7793847290700308,1.0381018900902317,-0.5521039323487469,-0.9551563328482141,-3.3453636113099914,-0.4854670854167044,0.24038385823215988,-0.18517599653365285,-0.33842641956889874,-0.9698828721332999,-0.5067556942021324,0.21285216048440428,1.7894071530815816,0.5422794907236238,-0.3730339060157472,-0.6369010709490631,1.2045318172161998,-1.5938452903399711,0.40781472354557596,-0.22617684082992814,0.047522661737613436,-0.11953598428462903,0.26246486735252017,-0.5884078095664911,1.6035402353388963,0.5139930702883082,-0.14388460800367345,-0.07742143080531895,-0.0024804166322120263,-6.28409647579804E-4,-0.052451386276847596,-0.08360624377125057,13.25895997280547,41.880760484089954,3.678698917436543,30.487301536099363,0.06746074233611687,2.406477191057306,-0.188685612535428,0.5087314067914307,-0.12195651439412716,0.675626917059162,0.16364709278335943
216,28836.35820455724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6226756544104788,0.0,1.117962711851546,-0.35967888935757325,-0.1942120511150481,0.06058921618976138,0.9396273127446164,-0.3142400660464589,0.05202266013465287,0.3288440854582598,0.05700512673545736,-0.012795258301110588,-2.798964997668151,-2.1739492499510793,1.3974092197832761,-0.5194637655420684,-0.1687486312713981,0.023182480744268773,0.4209566813251842,0.3715980722128214,0.7806059743218173,1.0382872735347708,-0.5518023758932903,-0.9549800484524529,-3.344578236963742,-0.4870603737846739,0.24023632156860722,-0.1854124152726584,-0.33855276127212053,-0.9694257185635581,-0.5066727151759398,0.21201867576377678,1.78914907912852,0.5423482553315249,-0.37299762027576655,-0.6367445396520094,1.20444002043924,-1.5939489923676229,0.4078066229626821,-0.22618706975152694,0.04766275209010286,-0.11926215201057996,0.2624858586953399,-0.5883943707277551,1.6035579133404014,0.5140596178371314,-0.14384959463286143,-0.07722971117378158,-0.002480343491096115,-6.284053930244187E-4,-0.0526686438841001,-0.0835546373925603,13.24857817342469,41.68728269865643,3.674194899880582,30.3522283648014,0.064566339510235,2.3976986944823797,-0.18743526002582905,0.5096069260999483,-0.12166614234891057,0.6761642368899897,0.1641014823536842
217,28836.3566165094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6226305882641523,0.0,1.1178800918330793,-0.3596557727751859,-0.1941962471086025,0.06055024210482694,0.9395342114843406,-0.3142200617498616,0.05211536724371433,0.3288372914547294,0.05697779131100979,-0.012825972211600747,-2.7986943719994963,-2.1737984026967423,1.3973981408320428,-0.5194928282987594,-0.16866405156887607,0.023315319459734304,0.42103407325883446,0.3713470865704247,0.7800769187629912,1.03820721811327,-0.551932737604906,-0.9550575275532466,-3.34493349493515,-0.48639693256990574,0.24030238749345714,-0.18530617934622584,-0.3384881717807652,-0.9696080765648734,-0.5067024309793318,0.21242262676319296,1.7892558253764579,0.5423197930145426,-0.3730088041740348,-0.6368045076792436,1.2044770781589358,-1.5939041255542121,0.40780910870706216,-0.22618466162793596,0.047598231929751156,-0.11938374868259508,0.26247721046276984,-0.5883966522699645,1.6035450824185058,0.5140308026682411,-0.1438644989620608,-0.07731476833776675,-0.002480351782320811,-6.283996204310091E-4,-0.05256277729405958,-0.08356764702710343,13.257520615803545,41.79102705504156,3.6900301961334114,30.4305755251494,0.06603640808736783,2.4017314777813965,-0.18812240804028058,0.509381986318645,-0.12174105380436981,0.6760095812424749,0.16392013246632503
218,28836.355281379794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6227091691446471,0.0,1.1180253356157348,-0.3596961625748326,-0.19422349408073517,0.06061897003609786,0.9396963426608024,-0.3142549136234814,0.05195288835033445,0.328849596703381,0.05702553163634557,-0.012772592032675632,-2.799181576232006,-2.174062841352393,1.3974171435908302,-0.5194415561534571,-0.16881039198480463,0.023083198801875277,0.42089726992123905,0.371788428092152,0.7810042227846735,1.0383472166802257,-0.5517030359233809,-0.9549214742431777,-3.3443440781403515,-0.487626028584994,0.2401897423331921,-0.185484441110122,-0.3385783407752387,-0.9692477726978294,-0.5066383717722106,0.21181312459325402,1.7890588397560387,0.5423714426759809,-0.37298006910253095,-0.6366834937403463,1.2044052253654471,-1.5939827155516209,0.40780206289211784,-0.22619285058165112,0.047705166492338844,-0.1191750871636289,0.2624934671044259,-0.5883834032145997,1.603557591789319,0.514080930991425,-0.1438380505973054,-0.07717053476314485,-0.0024802817769241947,-6.283922520717969E-4,-0.05272207899443298,-0.08352304444247739,13.25196097974638,41.6547775845074,3.694394134278855,30.338785527997132,0.06395298636465892,2.3951674284437776,-0.18724920343588322,0.5101369540014191,-0.12149149510881983,0.6764626948232056,0.16427676213782869
219,28836.35465700016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6225738447005256,0.0,1.1177760749188428,-0.35962684943981305,-0.19417700590151632,0.06050077874964794,0.9394170739819879,-0.3141944427339595,0.05223266256285113,0.3288287805057396,0.05694294495273368,-0.012865193995084507,-2.798357981036918,-2.1736059083530774,1.3973822530093916,-0.5195261660746302,-0.16855956323388713,0.023483612704816074,0.42113230233358473,0.3710314876773571,0.7794137856189194,1.0381056909585673,-0.5520947184835256,-0.9551504312836235,-3.345371268977349,-0.4856073831629883,0.24038131224743217,-0.1851749847903934,-0.338402197665686,-0.9698142675761956,-0.5067419640006503,0.2129415094440868,1.7893889011420332,0.5422815091012649,-0.3730227308506071,-0.63687982185314,1.204516701749084,-1.5938458247937057,0.40781060602681535,-0.22618200315331785,0.04752744917946047,-0.11952631905516542,0.262466864461124,-0.5883951744161778,1.603529024007474,0.5139941940040218,-0.1438836885925664,-0.07742378788578362,-0.002480350544536326,-6.283891552656333E-4,-0.05242881220428267,-0.08357665744209691,13.270930676823616,41.92740955824297,3.7181486942535584,30.53678222816003,0.06792545194397463,2.4066821768245976,-0.18903337317447452,0.5092226851708667,-0.12180005858703145,0.6758806191092456,0.1637221141782973
220,28836.35235201875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6226752774418647,0.0,1.1179636795127956,-0.35967922562194277,-0.19421242836250027,0.060589155270502994,0.9396269350998012,-0.31423982454239624,0.05202278709904178,0.32884455601506296,0.057004689279624834,-0.012796006338149868,-2.798981216930641,-2.1739484775406663,1.3974075188683848,-0.5194618489518106,-0.16874826178047725,0.023182704222504097,0.4209556985126711,0.37160033387709507,0.7806086263345373,1.0382867299223393,-0.551799708574153,-0.954977098928339,-3.344600718053342,-0.48716822176744423,0.24023652318681793,-0.1854065328990936,-0.33852577048677507,-0.9693653352246354,-0.5066613583533114,0.2121241113836847,1.7891365712924268,0.5423481520175943,-0.372987637365235,-0.6367269691015296,1.204426638724698,-1.5939460772628455,0.40780256822559463,-0.22619179746671092,0.04766607454839946,-0.11925702052745707,0.2624874258365399,-0.5883815575361874,1.6035471680404234,0.5140591723655688,-0.1438495558199846,-0.07723629809152242,-0.0024802792981626597,-6.283852611851207E-4,-0.05264210562659634,-0.08352590734965372,13.260628395499953,41.73741609920561,3.71374811743137,30.404148683672375,0.06508341577661322,2.39806501733853,-0.18780555606911417,0.5100840967013763,-0.12151530823736796,0.676410029641568,0.16416894711011482
221,28836.350788253345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6226299488493596,0.0,1.1178806742355447,-0.35965597981474423,-0.19419648745156634,0.06054994535406987,0.9395334129720663,-0.31421975553369313,0.05211591628415256,0.3288377450857377,0.05697720843904455,-0.012826818078747892,-2.798709212300208,-2.173796724617944,1.3973965814656246,-0.5194911955295632,-0.16866314168312802,0.023316083984039754,0.42103338481140606,0.3713480719567507,0.7800767783210871,1.038206371322845,-0.551930735584702,-0.9550552471409653,-3.3449585894555773,-0.4864978775392471,0.24030274807954358,-0.18529995758002438,-0.3384612474861093,-0.9695496472112496,-0.5066912767321663,0.21253061635765563,1.7892441621453166,0.5423197161879983,-0.37299885431743085,-0.6367876264772029,1.2044638306980837,-1.5939007565251326,0.40780507928345,-0.2261894557046422,0.04760075040690759,-0.1193796487260545,0.262478719897064,-0.5883839457411666,1.6035340118665413,0.5140302492374654,-0.14386450512929758,-0.07732181712364396,-0.002480287792889495,-6.28379459882736E-4,-0.052535833653967606,-0.08353903732276581,13.26926056208768,41.841433082548086,3.7294370543084727,30.482613527284503,0.06655955321404033,2.4021237282203876,-0.1884951931003257,0.5098571706400346,-0.1215907555873155,0.6762543018609788,0.16398609771855507
