Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
10,32549.730262532987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2147256523385752,0.0,0.5263365999994121,-0.7516656330815515,-0.6242751397288203,1.0878103725128911,0.514519128364214,0.008993710423345905,0.0,0.0,0.0,-1.6081306269646511,-0.764955026889942,0.28902517221525664,-0.6664884194702635,-0.1706707647328597,-0.5554984976322846,-0.6079328084281209,0.33002303946488987,-0.8016515230417595,-0.3235954013575229,0.0,-1.2145808408080545,-0.3429818120027451,-0.010334174623488216,-0.24079032148946003,-0.4044569904146072,-0.19686516227585768,0.5112601078733834,-0.07782383709659763,-0.19626241138725056,-0.12546514834621852,0.0,0.6732778652814313,-0.6251160011657342,0.10490817416195809,0.0,0.05780167617709743,-0.4162928678211585,2.1154188720633313,0.33352004617504966,0.0,0.0,-0.5089176102662144,-0.005469700227302789,-0.001605771199452969,-0.14822661179118063,-0.2211561207522733,0.016544811766379574,-0.09009031308206632,0.32500717650967403,-0.4761054345896217,-0.328026695445523,0.4647294405533198,0.04727749220929606
11,32078.911839687935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3954484470591613,0.0,0.6521418975675589,-0.46151777619170214,-0.52701597246009,0.8917279508089517,0.681609859048762,0.14116353281819347,0.0,0.0,0.0,-2.1575011740572596,-1.1939390234269867,0.5216978415153328,-0.9145796618251261,-0.19740245463113293,-0.5619525812082277,-0.6827259409473281,0.5993269582276743,-1.1323005128465704,-0.48637020059747416,0.0,-1.6225389693273065,-0.5406010721737251,0.013313335708894756,-0.28234727374966817,-0.5543933867444552,-0.10428505825985737,1.0448791830420472,-0.027214264165998772,-0.2712501487428086,-0.19019121760090724,0.0,0.5780838584392319,-0.6852952432350929,0.16984834799042398,0.0,0.01623736701555515,-0.20224428092853564,2.230669584081746,0.28244433948294934,0.0,0.0,-0.5392654602354682,-0.003910399316083123,-0.0010465414962465105,-0.1174548059725011,-0.22545678744364628,0.023177295654329418,-0.2172714284569825,0.46272461145012056,-0.5599668577706375,-0.2490319921274822,0.06701652074041364,-0.027611279883801507
12,31915.36716327252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5043650049331334,0.0,0.7714992512859352,-0.21947842319162778,-0.2808519174507971,0.6797744826711087,0.7521811242172485,0.29863806499277024,0.0,0.0,0.0,-2.706237935582915,-1.7278770063083901,0.8438555663762854,-1.1730712389146254,-0.1986495476031245,-0.46132728249255295,-0.6751582264085232,0.9707883082916291,-1.4979672171573712,-0.686530899321933,0.0,-1.9803250171503963,-0.6878970830370902,0.03984604239728759,-0.29885418401400743,-0.6756383043631478,0.04975832400804081,1.6338823655501962,0.07560861470759848,-0.31249165885095354,-0.270345880893583,0.0,0.4118462441938875,-0.9888269731147508,0.2873835811333565,0.0,-0.05376536907789783,0.12276674365824236,2.1751958933221416,0.18623960611050333,0.0,0.0,-0.40414954825156507,-0.0029207545925411093,-6.11177699418158E-4,-0.1026816445149975,-0.21616004452118814,0.03216697315719719,-0.26822172236546915,0.534305417086979,-0.6233748066549925,-0.16160496693574472,0.42961057355285703,-0.040041648884080086
13,31707.895286755374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6036927554185274,0.0,0.8849363252038145,-0.21777435269428222,-0.05757099232492424,0.8483389133065045,0.5453538798325401,0.29911762539212194,0.0,0.0,0.0,-2.8659171826934604,-2.1036674163150795,1.125133556207464,-1.2633856207943728,-0.14894783885178287,-0.20775065551462735,-0.49740100078932803,1.2719832261105688,-1.6653579413617636,-0.8203056781955307,0.0,-2.2189136960867804,-0.8130555994285252,0.05399156099647832,-0.2581353534854294,-0.6706236591459448,0.10288588060692361,1.6648050448157792,0.15601333776437115,-0.29874084536725337,-0.32299701013196347,0.0,0.3138876078207412,-1.0698933274642417,0.34889864173944174,0.0,-0.07999892711216536,0.11580308344720303,2.0907418521057073,0.1990472529642246,0.0,0.0,-0.27504192838605535,-0.0029671441287342755,-6.224188436288362E-4,-0.09314510554033929,-0.2170207838453823,0.03805451950092373,-0.3018697855696031,0.5633283363422216,-0.6525223161231931,-0.14674954488498737,0.42397516286768744,-0.07416338019097712
14,31491.334457835925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7529158499709316,0.0,1.086364617414491,-0.123743000291916,0.023254870343739645,0.9687946695415682,0.6074877614752363,0.2627312214632033,0.0,0.0,0.0,-3.132005568930383,-2.7050166955522297,1.5763480504047764,-1.3768247134283003,-0.07262257065722504,0.18812928183185296,-0.20880073753297468,1.6803352783707073,-1.8907131879631955,-1.0349361791302882,0.0,-2.2259710229157976,-0.9426801710755716,0.10998911170365817,-0.09485730204908793,-0.48895397250864525,0.3560546636396052,1.495537332669291,0.29893434484128845,-0.12058095572236466,-0.33980195563259535,0.0,0.36180197483741033,-1.1642905128389338,0.4280792816254644,0.0,-0.03220280671322883,0.19904261699892312,2.023433722420877,0.3570155956803365,0.0,0.0,-0.18157143726819777,-0.0029471016617736386,-5.964082332997614E-4,-0.10551105396164087,-0.21833164953818185,0.046907367910240944,-0.25801502339010896,0.5208516548108183,-0.6554590521271126,-0.11772763357822151,0.39481041103092146,-0.056331637382281564
15,31415.52545537044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8226786887204707,0.0,1.1601111610167933,-0.048012351909807766,-0.023204283302112848,0.9048314135842893,0.6945068986212306,0.3305819201523251,0.0,0.0,0.0,-3.227712635468361,-3.0228017868103776,1.8213874147008087,-1.3754983175070152,-0.024290773024367884,0.4215387090829203,0.008065528571803121,1.809245372476401,-1.9390066710388307,-1.1474235958722756,0.0,-2.356465437362374,-0.9916242256578403,0.1621119713413417,-0.11652325222596192,-0.4038600549407259,0.29633375715609556,1.315171023493562,0.3441453235628909,-0.10170459447830882,-0.33040347852029006,0.0,0.313682233042746,-1.2395201898497732,0.4615516173352252,0.0,-3.7340803669877465E-5,0.21535796257829964,1.9835581856308837,0.4344284275434767,0.0,0.0,-0.2690711139028583,-0.0031136724103313558,-6.698961078339901E-4,-0.09460480241399892,-0.21905605342366344,0.05168217118351736,-0.2801648389047597,0.46822192625310155,-0.6411970666273928,-0.15183949606726319,0.42650986135180985,-0.05618912761371331
16,31339.090119439657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7984745024426383,0.0,1.206958501855634,-0.011670756902034826,-0.016094317995726665,0.888159545865106,0.5857872754016876,0.5728333744456413,0.0,0.0,0.0,-3.430579634171259,-3.4427070367548827,2.103541908438449,-1.2785674994925622,0.012400697592613481,0.6067141163025931,0.31325442395671776,1.7463422484813045,-1.8931003109216928,-1.3045978345683793,0.0,-2.269690638888815,-0.9498380867990637,0.3019987976188031,-0.12573923020825398,-0.27794561941351426,0.18614552376991195,1.336266318162921,0.43251164207354426,-0.10056522636075729,-0.23596461632472454,0.0,0.2812357098085139,-1.3093941794373525,0.5178930337240454,0.0,0.056303977884876115,0.19931163174229244,2.1029530927755222,0.48198119948821355,0.0,0.0,-0.3785005807933375,-0.0032146006265716945,-6.826788380075857E-4,-0.10182671705460328,-0.21692599964483425,0.05838993112240434,-0.22946323480721997,0.35582440948650196,-0.5721179829591029,-0.2100667555836655,0.39530912238715354,-0.04432491041027816
17,31291.970497934868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7913439491933763,0.0,1.2459415228681818,-0.17810335065122745,0.0432391886511343,0.8465332682127891,0.7115964851228873,0.596897621853251,0.0,0.0,0.0,-3.5740364673297913,-3.789288795887403,2.28536271451576,-1.0904595806779311,0.060578007879543774,0.6926883245302735,0.5693125898257085,1.6120764575395803,-1.7570049379739983,-1.456532881888871,0.0,-2.2367093870356305,-0.9704514976724056,0.4455952320285824,-0.0964961779356128,-0.24550634290740123,0.08593962488515663,1.4066715411398782,0.5247330190857054,-0.19374483133303383,-0.15095385017125484,0.0,0.3104616096615596,-1.353396947965535,0.5863021745730296,0.0,0.10820270093502532,0.16269763012951832,2.0954392272277635,0.5077076406557172,0.0,0.0,-0.2995249118041161,-0.0032811180869452374,-7.043650719408366E-4,-0.1034904722461347,-0.21845281007517695,0.06513324314780826,-0.22392987251780744,0.3816361073371068,-0.5490136397552846,-0.23077951646052638,0.35572964627095294,-0.03294573588542403
18,31252.201354906996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.81540636678126,0.0,1.240503297169371,-0.06836817720026389,-0.042818809650764844,0.8865746133138684,0.702072419194459,0.42501524442228045,0.0,0.0,0.0,-3.690293889810763,-4.112773071535866,2.389130807039053,-0.8449255782252132,0.14062685828602933,0.6857207504608432,0.7512187187889874,1.4806782608717475,-1.5698038438811448,-1.6231661519756235,0.0,-2.247726945403467,-0.9609478415555603,0.5828009474881937,-0.10806884472799759,-0.2694141797219148,0.05249644953163388,1.4765588924358346,0.5725123626797797,-0.2431311531377021,-0.11729030006716226,0.0,0.3330133565106444,-1.3859036401302551,0.670783546617043,0.0,0.14048178673761208,0.11610630090120469,2.075008355802273,0.5420014698683023,0.0,0.0,-0.23508049687768845,-0.003337572356263807,-7.24352149741894E-4,-0.10533628856163724,-0.21993219722060234,0.07303283278737606,-0.22673892513204408,0.4134163327487224,-0.5650087362180345,-0.21615387570557731,0.3684918913443587,-0.014653034893578224
19,31198.544322685782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7865388178859922,0.0,1.3100662519582555,-0.08571156778778043,0.04002783186255178,0.8455727474443754,0.6485097628581928,0.2807927353260247,0.0,0.0,0.0,-3.859579927861793,-4.6338598640024395,2.443090996988552,-0.3892025755397632,0.31206641001071544,0.5406532997714476,0.8273310366854277,1.3347261207015646,-1.23516747617526,-1.9188300665797342,0.0,-2.332241765094296,-0.9344946193246406,0.734851749772473,-0.07834674348279061,-0.36532553101315557,0.17868115605229515,1.36923200105494,0.4498975141956308,-0.1023790773776197,-0.16777571877947128,0.0,0.29389499260348534,-1.3907040703970375,0.7520552005996852,0.0,0.09820233772983938,0.18057296870128747,2.1125663910408563,0.4870727964628509,0.0,0.0,-0.325494858560268,-0.003236665380389905,-6.785475232185743E-4,-0.10352228830454885,-0.2201868852184115,0.08861623723335842,-0.2488077378468374,0.44018452578407075,-0.5963425907990446,-0.1867218933075878,0.38566763919135133,-0.03264358725517581
20,31167.75088724634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8531426425718376,0.0,1.3219340481573871,-0.0688499628056254,-0.019573959873149707,0.8913241448168497,0.6705397756411174,0.37908375445998,0.0,0.0,0.0,-3.879578543975812,-4.943513290292512,2.462777093723864,-0.14090510745467927,0.4487514309231707,0.47193747648878687,0.7437220445442586,1.3287340918280677,-1.0508386037713993,-2.0918544298488877,0.0,-2.35226257926366,-0.8986770833451351,0.7507244954542317,-0.06545756320989642,-0.34513023635382073,0.20809140769509551,1.3280427756429314,0.34788072417673876,-0.07385562011576496,-0.22695172232525324,0.0,0.3065183764984608,-1.357314171954075,0.7607544048367239,0.0,0.05842103463753329,0.16955360710306483,2.0844470522686116,0.32529074160444704,0.0,0.0,-0.2329824555587057,-0.003220466409194558,-6.749489151411201E-4,-0.10350188120169777,-0.22174007046563457,0.09961994845524272,-0.2520476355134409,0.44020169604348136,-0.583461473951797,-0.20512035905255527,0.3888468186452113,-0.03843024179943411
21,31124.06851030046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8811461256813187,0.0,1.2888920326051698,-0.08567507500969015,0.006021080088398002,0.9354959569886981,0.6606759214093291,0.3689721842507766,0.0,0.0,0.0,-3.7616782220330625,-5.364153304474307,2.503608267403591,0.11146777841037248,0.6511712435926744,0.44566014236403434,0.4721310542166505,1.4332063773408865,-0.8427360390120928,-2.3062106844265884,0.0,-2.3157384588962797,-0.8375158391791715,0.6644688172456936,-0.019545763639266293,-0.23782490886491667,0.1257385547510509,1.4239104676662098,0.25382417646768485,-0.20174346121504866,-0.2940703650381304,0.0,0.4235199272591399,-1.2795876862886215,0.660046233487247,0.0,0.0378300892602082,0.20878530358490768,2.016398121366752,0.3491830776040852,0.0,0.0,-0.35934262859106797,-0.003260321313289573,-7.108859317636608E-4,-0.10629596108635639,-0.2249807722615848,0.11839543149356492,-0.25064325476388155,0.4668396607666192,-0.5474993096457049,-0.24907394531989963,0.41736254769714537,-0.0380229837376868
22,31096.014694204285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8147902522812722,0.0,1.2222577889432173,-0.0628472744307223,0.04137485944393834,0.8229003438342618,0.6305693693271551,0.34144426115989085,0.0,0.0,0.0,-3.6813511934155674,-5.595121128606104,2.5220658817288184,0.14523413038814054,0.707551821274265,0.4184350651651981,0.31268382668259187,1.461526179447262,-0.7763881294182656,-2.397070893063407,0.0,-2.2869149973613645,-0.822824064762037,0.5836440671866733,0.003148078370722545,-0.1897553782883604,0.13648810458776078,1.3799554812142434,0.2672279836095298,-0.3112547676045977,-0.3308629071304349,0.0,0.4282358516435356,-1.253382782044332,0.5848637967074657,0.0,0.038688384367284716,0.07645344353886402,2.1099495785465905,0.3769269472615603,0.0,0.0,-0.3133930926474756,-0.003166381383201087,-6.89581620051362E-4,-0.10547916551909983,-0.22531134028485358,0.13305303254898412,-0.2662641183950111,0.4997935910921469,-0.5503737366374524,-0.24751570457961267,0.4425936611067348,-0.04594505695658288
