Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
0,56098.993934027254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51967.39997543432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.974162043238004E-7,0.0,6.8098167548217E-9,-1.4280337489884547E-7,-7.810597085955844E-8,-4.189330599490368E-8,-8.578659084960388E-8,-1.1683071862683937E-7,-2.5233311047911186E-8,-4.956722317279212E-8,-2.6689653015471224E-8,-7.433863463742102E-7,-1.4572608531461732E-7,-4.3811356866620136E-8,-2.2677396964389738E-7,-1.3900265449937567E-7,-3.929930549860587E-7,-2.584036127571272E-7,-3.433130889330472E-7,-8.686858657651252E-8,-2.3743294319022564E-7,-8.604561833135409E-8,-2.5183135437229373E-7,-3.5309262180923583E-8,-1.6112481816591338E-8,-7.830240114867742E-8,-5.9168452279249686E-8,-1.4699804375789374E-7,-1.0491836373807827E-7,-1.1507276235815717E-7,-3.4358607987045515E-8,-7.554080707443646E-8,-2.6189658899345214E-8,6.422940286782438E-7,5.7660330385659376E-8,4.4249650697563955E-8,2.2324659810169095E-7,1.3043661061329448E-7,3.5016835506990667E-7,1.0692302634772893E-7,4.918086073469774E-7,1.065299491196648E-7,1.7077440889939667E-7,6.687317292037828E-8,2.4580184533575607E-4,-0.001698432222983303,-0.10000118244205694,-0.09999054940055699,1.4486631114803001E-9,9.409458182189333E-8,1.95938838919053E-8,-6.39445128390863E-7,-5.825587574619071E-7,-4.2845732395793945E-8,-1.1185310644603783E-7
2,51134.46820379565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.544296271636905E-5,0.0,-7.126757833873421E-7,-1.0972727057428049E-5,-6.369312250417664E-6,-1.0347604534161392E-5,-9.38621903465855E-6,-1.2850017452702516E-5,-3.476154029663007E-6,-7.269012786188435E-6,-2.960276272402519E-6,-5.386259181313525E-6,-1.4243448726158124E-6,1.938790850158013E-7,-1.9601375844020353E-6,-9.097337304951171E-7,-2.695500827080383E-6,-1.7070510077205142E-6,-2.9020323987614173E-6,8.8403737354881E-9,-2.1005817058801175E-6,-7.369573889362779E-7,-1.5667146030325857E-5,-2.5320138312150303E-6,-9.883105104135805E-7,-4.762803105035489E-6,-3.5274948654956477E-6,-8.9748349529128E-6,-6.384485492355669E-6,-7.3149395454813E-6,-2.1632222847470727E-6,-4.692635761543514E-6,-1.5996594456395038E-6,3.060065404781511E-5,2.6537765159963453E-6,2.1192151884807073E-6,1.0682633811995907E-5,6.213831048021404E-6,1.669224310905237E-5,4.946992914351531E-6,2.3606518655429396E-5,5.0851787369132734E-6,8.11972000653444E-6,3.1996187330917755E-6,-0.0018592376593375847,-0.0020590566233408595,-0.10008449935425044,-0.09954922638360912,1.0050253230773617E-7,6.758436810368213E-6,1.578313357937242E-6,-3.0483268193274632E-5,-2.7778621476632544E-5,-1.9390689356457257E-6,-5.328477404731556E-6
3,45180.0208006365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002987724548991125,0.0,-6.316616195194714E-5,-0.0013936601411319073,-7.969126509836822E-4,-0.0011443139327426601,-0.001105243780966395,-0.0015253963626655953,-4.0618354494375197E-4,-8.434807438003156E-4,-3.5743038895401683E-4,-5.633163839374068E-4,-1.6446026087338933E-4,3.955241550769035E-5,-2.177683749858585E-4,-8.844411968844411E-5,-2.752759692446707E-4,-1.702855534167316E-4,-3.091944443103528E-4,2.995270524516518E-5,-2.3857449363706452E-4,-8.492372537072548E-5,-0.0032552953309581503,-5.514275501422733E-4,-2.1612254920746988E-4,-9.813681429982034E-4,-7.02077075991844E-4,-0.001824334957883,-0.0013034534431711111,-0.0015121649289898441,-4.46189484472666E-4,-9.80557095781705E-4,-3.3924745083592267E-4,0.004157749440204863,3.531128035072867E-4,2.8878869619772615E-4,0.0014560795676129082,8.421188417478961E-4,0.00226904779897569,6.415535391123137E-4,0.0032426827684302853,6.939730462655828E-4,0.0011000558289625383,4.354183122585715E-4,-0.0025936263730715714,-0.002185559879128539,-0.1264956536956783,-0.039269312997602945,3.0050108372313234E-5,0.002155503650495656,4.867325438755362E-4,-0.004079457465014919,-0.0037178890867639886,-2.462152982322629E-4,-7.095535063863041E-4
4,42459.43790491289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05736383074451008,0.0,-9.930458077854903E-4,-0.027493670531163892,-0.015523938888435678,-0.021089705276191244,-0.02097678905737714,-0.02923093678372369,-0.007766892097864723,-0.016122310887204297,-0.006951402312927034,-0.011490866731540785,-0.003373306008447202,8.496863847887385E-4,-0.004483887236661997,-0.0017864350187440313,-0.005596295175177507,-0.0034076751190113995,-0.006345776099329175,6.756681825486436E-4,-0.004909298629178475,-0.001748374405311207,-0.039537546638867854,-0.005826815597848607,-0.0025220342157393615,-0.012192201217197147,-0.009138269175696767,-0.022889348891256146,-0.016295300281420292,-0.018208755025810337,-0.005414465653515724,-0.011852614120099837,-0.004076551718335516,0.049008763299675163,9.173416343815016E-4,0.003432517364697966,0.01891380748807196,0.009810651334570939,0.027036086184379065,-0.0016664960514690707,0.04966762360883762,0.009281455729574891,0.011611623162378296,0.005096548072436518,-0.011157287419837887,-0.003730435629063026,-0.2970858337784147,-0.09141663615021237,3.5151759633406576E-4,0.023986065544296237,0.005293120849502057,0.007777444746513854,0.008788758290606906,0.004845190900904308,0.0017680200364566837
5,41862.59232388018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6622314244746144,0.0,-0.029843842813077927,-0.7563757791971095,-0.43353385473730494,-0.613386058366762,-0.6135148332364582,-0.8351242320233915,-0.22585129115300837,-0.46554989289750487,-0.19538622066726663,-0.22152756064786783,-0.07717514898769884,0.028108535796540882,-0.09445749051504027,-0.029093465411653845,-0.10584222632395911,-0.05784143345028954,-0.12176989572438268,0.03235700394711376,-0.10901856412993975,-0.039881080686773464,-0.7334931345134537,-0.09421417019562695,-0.04308898157743348,-0.23010608869074742,-0.18128868939548337,-0.43613627936517757,-0.3075820880545005,-0.34232508237561804,-0.10171166637469944,-0.21626253869857737,-0.07294247966630041,1.231571083145259,0.008106938866949819,0.08782070907563158,0.479064474455882,0.2461475547696712,0.6745291035935838,-0.07674686416682253,1.287565021176591,0.2374377671729151,0.2849114588040556,0.12794166157188658,-0.008521178167907248,-0.0037314298488535513,-0.21007823549929222,-0.1721833214363458,0.01231280141376871,0.85517748744709,0.1858438769913567,0.1672130218838122,0.1975091063332859,0.1914986871620809,0.043724383036130826
6,38347.150537777015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4016572171124013,0.0,0.08722191974646382,-0.8288033135246906,-0.43970588081957523,-0.1888501082381428,-0.5129303142482692,-0.7760422939864053,-0.19276953797187568,-0.33066034349650636,-0.16115497222990738,-0.3745471487657503,-0.17202970570425186,0.057642521542329,-0.14963490778096408,-0.03808331393216148,-0.1703145907355416,-0.10675234078565526,-0.1910303262209127,0.06725912313708912,-0.1944613039784488,-0.07048903265133272,-1.0875004658560743,-0.17964591438984806,-0.060988589088503534,-0.31683808072923547,-0.2661792505940871,-0.6351330073080416,-0.4805723393928061,-0.4667642754534624,-0.14622331513942222,-0.3183323238430682,-0.10808413483383636,1.6254818062345355,-0.08641998341207521,0.13028023888257564,0.6406190882222378,0.33059257746992954,0.8105309093644393,-0.2307038122080619,1.8467624522155393,0.3271822298600387,0.32808147842962826,0.17932573731488533,-0.011476766582461512,-0.004034209415010499,-0.15519991289690582,-0.20322037838096524,0.019621026875037625,1.3849124456921735,0.34974659732361035,0.12882332992639212,0.19957877477035613,0.4398115576674609,0.03307395858344218
7,36894.115737701584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4642015055811344,0.0,0.4762130969507265,-1.2765007723336896,-0.6286567619032458,0.8588920969942782,-0.6321869440888913,-0.9204970560930058,-0.20869668115262677,-0.11872976852449968,-0.11849258945962572,-0.7837015282450635,-0.5050020184702741,0.1918221780624692,-0.31663386591653153,-0.03789100572108791,-0.3037024464902178,-0.21990825167395323,-0.3563616848784687,0.2445589811985964,-0.4742301980792363,-0.17889594295798883,-0.5956012887564623,-0.335332521520068,0.001266273853505591,-0.009312004083792236,-0.15961748452215546,-0.2503109699338004,-0.36674221266238044,-0.03294541242421001,-0.05422757993082311,-0.12151445572479436,-0.047947717314866224,2.1888684289450597,-0.3091947635677851,0.23063943215521326,0.7608717472971436,0.3979653930163995,0.6961517552292966,-0.8112260622645537,3.0368004854988984,0.52094374427224,0.2151621122494347,0.26004810950249774,-0.007504652514344761,-0.002938105498582073,-0.17770359457996018,-0.19655107862209717,0.04324002682921543,1.0212247320065035,0.4498817850271069,0.15138073167756186,0.1912911956567521,1.0166440801339205,0.14149321548893187
8,36509.332863477975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7305800707456425,0.0,0.7784998476435931,-1.5038516866869596,-0.7627879827544386,1.4784235347526007,-0.9043296621493218,-0.9194830926559381,-0.22067862350671572,-2.0780235532419367E-4,-0.07201677548432861,-1.0671029360803752,-0.8047626957521326,0.35411916146238426,-0.46787844314124927,-0.012699917086411893,-0.3177427854462985,-0.2815571063115955,-0.4398693783768991,0.46765750079156776,-0.7192319330999222,-0.2896325719693928,-0.5522453107748307,-0.5359452831750038,0.04084679149382232,0.12938036085308774,-0.17025466737495437,-0.0931017358423368,-0.5732519718099119,0.3212232989811822,-0.010032647017685935,-0.08303592657160157,-0.03647919477522141,2.1503806997606207,-0.3315184368692621,0.2709093958360529,0.48847453294602017,0.34522201228910127,0.314643264120161,-0.9882032508523799,3.17470270437525,0.6123201064697993,-0.022788300972665237,0.2225680087475243,-0.008549667706815046,-0.0029453398702287024,-0.19357106744574804,-0.11576396969031731,0.07044811047779145,1.2905781138816224,0.626192006558185,0.7474157409040338,0.5724986630756307,1.1257694880501938,0.3293478452588535
9,36239.26305181408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.967018652789393,0.0,0.9730849221163871,-1.6259986913887081,-0.8444205405556987,1.8300844335746567,-1.1217540609799026,-0.8958658960838511,-0.22232190673720628,0.06170286511763451,-0.03931632853773161,-1.2353893276276262,-1.0245068865983185,0.48414684667370805,-0.5702957581771073,0.014937605582820822,-0.29315002655608463,-0.30835393274636475,-0.4755766181342333,0.6451679905634573,-0.888390820863411,-0.37104230244110414,-0.5678886445595246,-0.6784634405053094,0.06860542204072506,0.202282508633305,-0.19136825097735163,-0.011609041940355044,-0.763556749781054,0.583017899180605,0.021654408065798617,-0.07516098556703416,-0.034719054650554165,2.1707549700503086,-0.3352100027185363,0.30181125121661523,0.29396706730976563,0.3278342639468315,0.1069328286405806,-0.9308720060749072,3.099902197139035,0.6740414539577779,-0.16084901208413468,0.19064064477358353,-0.009777546850151024,-0.0030862890649872832,-0.21222864454967882,-0.13161811004794313,0.09026430492634133,1.481535877453778,0.7408928584665198,0.7238686740973546,0.38394123189803875,1.151186966034083,0.3650368157400866
