| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0.0000000 |         |             |             |
| b_carD_age_gr_under16          |  0.0000000 |         |             |             |
| b_carD_age_gr_16_24            |  0.0000000 |         |             |             |
| b_carD_age_gr_45_64            |  0.0000000 |         |             |             |
| b_carD_age_gr_65up             |  0.0000000 |         |             |             |
| b_carD_female                  |  0.0000000 |         |             |             |
| b_carD_recreation_trip         |  0.0000000 |         |             |             |
| b_carD_occupation_employed_full |  0.0000000 |         |             |             |
| b_carD_hhcars_0                |  0.0000000 |         |             |             |
| b_carD_hhcars_2                |  0.0000000 |         |             |             |
| b_carD_hhcars_3                |  0.0000000 |         |             |             |
| b_carD_hhcars_23               |  0.0000000 |         |             |             |
| asc_carP                       | -1.7689047 | 0.04876 |  -36.27745  | 0.00000 *** |
| b_carP_age_gr_under16          |  0.0000000 |         |             |             |
| b_carP_age_gr_16_24            |  1.1583645 | 0.05883 |   19.69010  | 0.00000 *** |
| b_carP_age_gr_45_64            | -0.2088660 | 0.04171 |  -5.00710   | 0.00000 *** |
| b_carP_age_gr_65up             | -0.0442912 | 0.04951 |  -0.89467   | 0.37096     |
| b_carP_female                  |  0.8898511 | 0.03535 |   25.16925  | 0.00000 *** |
| b_carP_recreation_trip         |  0.2685932 | 0.03416 |   7.86267   | 0.00000 *** |
| b_carP_occupation_employed_full | -0.2235140 | 0.04070 |  -5.49204   | 0.00000 *** |
| b_carP_hhcars_0                |  0.2922254 | 0.04919 |   5.94099   | 0.00000 *** |
| b_carP_hhcars_2                |  0.0000000 |         |             |             |
| b_carP_hhcars_3                |  0.0000000 |         |             |             |
| b_carP_hhcars_23               |  0.0000000 |         |             |             |
| asc_pt                         | -2.3918324 | 0.09772 |  -24.47578  | 0.00000 *** |
| b_pt_age_gr_under16            | -2.2351393 | 0.12040 |  -18.56477  | 0.00000 *** |
| b_pt_age_gr_16_24              |  1.4181640 | 0.10022 |   14.15101  | 0.00000 *** |
| b_pt_age_gr_45_64              | -0.2784698 | 0.07930 |  -3.51141   | 0.00045 *** |
| b_pt_age_gr_65up               | -0.0103513 | 0.08734 |  -0.11851   | 0.90566     |
| b_pt_female                    |  0.3538799 | 0.06019 |   5.87906   | 0.00000 *** |
| b_pt_recreation_trip           |  0.5300767 | 0.05893 |   8.99505   | 0.00000 *** |
| b_pt_occupation_employed_full  | -0.3365928 | 0.07496 |  -4.49058   | 0.00001 *** |
| b_pt_hhcars_0                  |  1.0347271 | 0.07184 |   14.40241  | 0.00000 *** |
| b_pt_hhcars_2                  | -0.5566187 | 0.07453 |  -7.46874   | 0.00000 *** |
| b_pt_hhcars_3                  | -0.9172162 | 0.11970 |  -7.66288   | 0.00000 *** |
| b_pt_hhcars_23                 |  0.0000000 |         |             |             |
| asc_bike                       | -3.2176096 | 0.13563 |  -23.72279  | 0.00000 *** |
| b_bike_age_gr_under16          | -0.2905803 | 0.18949 |  -1.53347   | 0.12516     |
| b_bike_age_gr_16_24            |  0.2693981 | 0.17668 |   1.52479   | 0.12731     |
| b_bike_age_gr_45_64            | -0.1254505 | 0.10222 |  -1.22721   | 0.21974     |
| b_bike_age_gr_65up             | -0.8100181 | 0.14612 |  -5.54336   | 0.00000 *** |
| b_bike_female                  | -0.5719661 | 0.08771 |  -6.52100   | 0.00000 *** |
| b_bike_recreation_trip         |  1.8204559 | 0.09040 |   20.13709  | 0.00000 *** |
| b_bike_occupation_employed_full | -0.2358847 | 0.10236 |  -2.30446   | 0.02120 *   |
| b_bike_hhcars_0                |  0.5409575 | 0.10943 |   4.94330   | 0.00000 *** |
| b_bike_hhcars_2                | -0.3861359 | 0.09660 |  -3.99731   | 0.00006 *** |
| b_bike_hhcars_3                | -0.6550290 | 0.16018 |  -4.08933   | 0.00004 *** |
| b_bike_hhcars_23               |  0.0000000 |         |             |             |
