Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_recreation_trip,b_carD_occupation_employed_full,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_recreation_trip,b_carP_occupation_employed_full,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_recreation_trip,b_pt_occupation_employed_full,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_recreation_trip,b_bike_occupation_employed_full,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_recreation_trip,b_walk_occupation_employed_full,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
44,29622.235057396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6666921191955766,0.0,1.1538018138756712,-0.3329098993132113,-0.18602390864995608,0.9612535516664573,0.28659237025356676,-0.30158948496538873,0.4433792547224181,0.0,0.0,0.0,-3.0659374833044386,-4.890114642366126,1.6811275534386572,-0.5411076389936685,0.27695508388286866,0.4416502517805487,0.8889022701305194,-0.4947735808224781,2.1535431487300127,-0.2138895663283018,-0.6619779945012532,0.0,-2.7399102135235758,-1.5957288722614447,-0.05783738191388794,-0.4259087597753686,-1.035210690849906,-0.4394447212782755,1.64112390721284,-0.5563916165976557,0.8216756551398681,-0.5382691909670987,-0.9679046005386635,0.0,0.7518468158167357,-1.3694023555410597,0.4943736335817858,0.0,0.09192001275544014,0.355167638692196,2.170730466666347,-0.008651986838152381,0.6996129588005435,0.0,0.0,-0.14904991289888392,-0.004084126920325851,-0.0011944099467724738,-0.07043437196478163,-0.07996370733341956,10.433502847128157,0.25066506633050456,0.45882734825843136,0.4737401397428591,0.3694898944529823,0.6751327972197486,0.25711823201163975
45,29481.081600336678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.788227217129359,0.0,1.1851939844007904,-0.210337538930201,-0.047607689496319244,0.943965495227889,0.21763897826630074,-0.18511478233553247,0.28518881337524454,0.0,0.0,0.0,-2.875740288848255,-4.531192394109189,1.8785702279260204,-0.4131449549862599,-0.041138891562907065,0.5513440381042214,0.49588572762273775,-0.46513505674729716,1.77763557667233,-0.30046354254066915,-1.3002705854807464,0.0,-2.9741140733255795,-1.5172520851047198,-0.11444620896402251,-0.2660429008987676,-0.9936226421374268,-0.5400918243814008,1.6659849278891736,-0.23749393249932854,0.8928518517913304,-0.19080320459886896,-0.5534449830005466,0.0,0.730624612653621,-1.4025447810422316,0.3736112439136521,0.0,-0.0495016791866683,0.29854041966254746,2.1182749453299805,-0.12327850761209648,0.5816199636592774,0.0,0.0,-0.11753272111243304,-0.004118009629929151,-0.0011815724551056523,-0.07218796409355585,-0.07704242198297562,9.981859391348497,0.30772418792124384,0.4374251826857926,0.6586453085464956,0.13102056063850237,0.8842590638213318,0.26825751505073425
46,29412.28462466134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8736837531707506,0.0,1.2700546530736792,-0.1667766961827692,0.0680327011119146,0.9421634045597084,0.2601018951074638,-0.1339123443452727,0.19849152505534584,0.0,0.0,0.0,-2.6182119109164397,-4.2532832366571,1.9323678276408256,-0.5048512713408169,0.09534434854185111,0.40832894618783755,0.6733682568317513,-0.5500508233532928,1.543615241075201,-0.8646565010186493,-1.7224570949213858,0.0,-2.9475956862709856,-1.3822967858372395,0.005922656643454552,-0.34762031143209415,-0.7590828629973699,-0.5844899628551876,1.6438650784889572,-0.16342379160085196,0.5047210626000538,-0.2488771155998137,-0.1749314510719039,0.0,0.6910417541890373,-1.3780769739881484,0.6823027984215444,0.0,0.044010237605002264,0.2788509331139224,2.085821522830803,-0.11055022999951583,0.48892450982643265,0.0,0.0,-0.14999819384267107,-0.004203208093532435,-0.0011966167561961699,-0.07444806866261144,-0.07642452009799618,9.750068693184248,0.32016712469400477,0.5000965402483283,0.6483097117558514,0.13778146555678505,0.8709221547805005,0.27102567131605443
47,29402.85622108446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.884909124927294,0.0,1.2614558151580584,-0.17059095258663293,0.09683420251801776,0.9216346104202325,0.2772155360202781,-0.10984046873463842,0.22799711602877526,0.0,0.0,0.0,-2.5443848547460215,-4.14898499185411,1.9723816774167606,-0.40949220078599263,0.09526597922551729,0.31959910017471993,0.611360659278026,-0.4809201747153915,1.5419134481153047,-1.0479635266326792,-1.8847521158712404,0.0,-2.8602941997292417,-1.2960688100014552,0.24747466688602465,-0.267216246959144,-0.878664385857153,-0.6423321890419292,1.6244373936703038,-0.19237549172607307,0.49716258649028966,-0.3741662248665055,-0.429345364050926,0.0,0.624394660861818,-1.369415335626647,0.6259554128060082,0.0,0.12645303454131018,0.290158479409452,2.1097000149493086,-0.11454144751797649,0.5463122442503132,0.0,0.0,-0.13756017437190707,-0.004176487118031361,-0.0011850454164348872,-0.07478551174996488,-0.0763828488629064,9.72517466884298,0.2899075113323898,0.6094494166317489,0.5216270192105777,0.251418061234522,0.885033882824118,0.33258970840339114
48,29395.469124960364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8390716423921638,0.0,1.2398612701643146,-0.19377744082842002,0.04732863015188082,0.9080599704382588,0.27222057749806905,-0.13762117456933773,0.202696007506547,0.0,0.0,0.0,-2.56041721788513,-4.046517584157757,2.0206761760339655,-0.42222402038774026,0.10212635550764133,0.3508075738648416,0.6480821109055732,-0.5381013263373474,1.4388411061501614,-1.0617970894441746,-2.0337813827319655,0.0,-2.8115032642279774,-1.2887840708031082,0.48365159339064767,-0.327865987643857,-0.9325162681054403,-0.6124703985453338,1.5882137682155617,-0.14063750071157902,0.4464374731013993,-0.38942543287336884,-0.7352019026938666,0.0,0.6666150431686062,-1.3215624108481157,0.6705057383150594,0.0,0.03440416499781196,0.27465427280323274,2.0906144279416448,-0.13195666448341783,0.5033705631186819,0.0,0.0,-0.14794948542277217,-0.004143391320959413,-0.001165630432097175,-0.07455909436902193,-0.07630340026874985,9.724372967053242,0.2967046083290742,0.5725622289579322,0.48183995200448027,0.2998106914869921,0.9085846372033201,0.2796472664309003
49,29388.904092352215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.929375084355737,0.0,1.3302138834898523,-0.09646197352641055,0.13258866974284414,0.9360289176713835,0.289704283251161,-0.09748638070066451,0.17753710608520212,0.0,0.0,0.0,-2.5789289738344006,-3.49744360525627,1.877804085200136,-0.6160000347944998,-0.06233946435291042,0.388637392529769,0.6729329715850104,-0.3918748211798645,1.4649553240515705,-0.8861270774562796,-2.3144176654013524,0.0,-2.7689802974712987,-1.5227440441679385,0.5749562055939197,-0.0019849154873627373,-0.5042465450439522,-0.7058899010330412,1.6756472010243852,-0.3213212470042799,0.1165455738741697,-0.5526716274217236,-1.2794199795923191,0.0,0.6277201662837362,-1.3204465538722177,0.7276561260596787,0.0,0.016473369758766475,0.26657363634703196,2.106057155675305,-0.12643729429698464,0.4915304423031888,0.0,0.0,-0.16943272416563537,-0.004160477299107059,-0.001176477959340335,-0.07380690030240632,-0.07512676727453992,9.798574779664524,0.31406022733468136,0.48206030109445147,0.7211662303195846,0.043345401170744646,0.9883427598303418,0.2255024495460735
50,29265.98324461671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8343939269187448,0.0,1.3137905598849529,-0.05746411426342314,0.07715481681976123,0.8514702060141646,0.3125678151219319,-0.08679735959295964,0.19932020634830677,0.0,0.0,0.0,-2.272715816984231,-2.5647496394575393,1.9479264811483574,-0.42436196519504354,-0.20687327420853824,0.14204811314143947,0.5823780153388978,-0.4887353031504891,1.3820440733717736,-0.7133543880832555,-2.2044942021982097,0.0,-2.925663791123315,-1.2745726570747027,0.5460129615023227,-0.16863734976915237,-0.5076107735768752,-0.5925408529264212,1.6282850364713455,-0.04818494539020374,0.10666960035951004,-0.40054685910019777,-1.0906503915919281,0.0,0.5536073500255247,-1.5179371481771908,0.8100051475618308,0.0,0.18162855864655952,0.20422868801519117,2.0718331791264077,-0.07866175452723675,0.5138188496061554,0.0,0.0,-0.12052989988351312,-0.0040486370857669455,-0.0011720304312888127,-0.07416274053597174,-0.07270640051507915,10.075659199826683,0.2598386457854576,0.6231669322063386,1.0148673647895357,-0.3066440050146155,0.8260084275554446,0.3587461677768795
51,29189.183282647435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.686354821123013,0.0,1.084746823282737,-0.09528669393874106,-0.040192268785924676,0.7735048784296144,0.3100428895262296,-0.13388288640980636,0.1918075254988495,0.0,0.0,0.0,-2.379675053720442,-2.209154972255977,1.7357818617753697,-0.3443341127420308,-0.117399196292498,0.2826994192908927,0.5827977385636667,-0.3615184184904936,1.1513810662805604,-0.8451570909774504,-2.2007174378346006,0.0,-3.0232662676736455,-1.1871070214002324,0.47778416009726477,-0.02562325495843959,-0.3914816572511171,-0.6249794455583761,1.633451194372742,-0.1870434862484389,0.20501255911506444,-0.3165545811128076,-0.719270101100036,0.0,0.5915511639976867,-1.402306496855285,0.6047934451419352,0.0,0.05461457761437849,0.1487224872495513,2.0407967431239413,-0.14425397054150274,0.48470262529271607,0.0,0.0,-0.08928439264560609,-0.003770411006567379,-0.0010589506527495058,-0.07161909628089363,-0.07189013989486871,10.218833412082148,0.23191587025524057,0.5802522683939805,0.8366713047790477,-0.1349129782148406,0.8972402794792792,0.2870139512364182
52,29181.980723994973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7495686801218495,0.0,1.0562426239347515,-0.10726534579855604,0.012910617696474495,0.8134035505975563,0.3334603898006412,-0.08891682376385363,0.21283149646940258,0.0,0.0,0.0,-2.4158171276059335,-2.2160838561188227,1.6346561609127697,-0.5594606074274466,-0.08497543771847005,0.369125258670445,0.5942252164415425,-0.054607262752108976,1.1100233665178874,-0.8952641177368733,-2.0978185288358464,0.0,-3.2253181030369,-1.0088655579253976,-0.010974898571218972,-0.16875480787573613,-0.3092733558025807,-0.43426984020470905,1.6585305803977768,0.17317332423426338,0.21081321894217933,-0.22061470664818483,-0.9704381405331787,0.0,0.5109177656076329,-1.4988755894881804,0.5948301134972535,0.0,0.06589434522756271,0.1807329884005714,2.060688265125779,-0.07242397691234997,0.512925679724419,0.0,0.0,-0.04623406737702919,-0.0036236931727189592,-0.0010192379868348216,-0.07051694255112295,-0.07212639236136104,9.969504344041406,0.19611483558044449,0.6817025806727153,0.5847341972043565,0.1353350015348978,0.8164117120320833,0.2475951462606526
53,29157.238394481297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6634571767862587,0.0,0.8889130981808387,-0.22464924587509308,-0.024929469479883726,0.787537020769189,0.35668222628172025,-0.23144745430531816,0.24940407247136356,0.0,0.0,0.0,-2.528711352346735,-2.5584084726119105,1.6278619455114585,0.28120629896596816,-0.04677163125679011,0.22445437713523364,0.8712192121419786,-0.5438886356815626,1.0096548984925313,-0.6378149523392725,-1.6922961846046332,0.0,-3.389100912779551,-0.49142957200796855,-0.7347005714509671,0.06277966093629964,-0.1966035452228972,-0.24082408590522048,1.6945069897346403,0.28574201096059804,-0.02139639059191692,-0.33276016154836807,-1.0354266687981117,0.0,0.5481120488344842,-1.4196385180574707,0.42910366854275284,0.0,-0.019023975997549625,0.1739386451522876,2.093487978392042,-0.14226994103666485,0.5420791381274985,0.0,0.0,-0.024248201777357252,-0.0030198696949679353,-8.239662366264487E-4,-0.0670945196194581,-0.07172031548326221,8.71859409294867,0.1294181059144382,0.8594031796058546,0.5033927314085438,0.1999839144142633,0.8312925769020089,0.23859309792666267
54,29058.805653960793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6733010130642938,0.0,0.9650409092952674,-0.25834484196354945,-0.0485298474479066,0.8087241249086378,0.3194935259411125,-0.2631542265765072,0.3129886498355058,0.0,0.0,0.0,-2.4680935777687245,-2.6663280361837014,1.5322556008378883,0.14393105507157922,0.0876473986073157,0.272251782898072,0.644450719737754,-0.3137399602213493,0.8571007851458889,-0.4625760687395881,-1.175535382338733,0.0,-3.334019818265124,-0.6801583174548536,-0.22066654736551783,-0.02984070496896145,-0.42669093708298966,-0.23245702085231998,1.6289999471110612,0.16874368890369792,0.2813554000459719,-0.2601834843441162,-0.5046096648217282,0.0,0.5491350290445065,-1.5023408039015786,0.4804745983296608,0.0,0.08345982005897383,0.18383243038515815,2.057476910964567,-0.08172454776343106,0.5341554879672501,0.0,0.0,-0.03705507148292077,-0.0024776701139718497,-6.678328796575681E-4,-0.06433678984906409,-0.07096014399821071,7.593209199995353,0.14107137571751519,0.7534531892596127,0.6072004509431261,0.06534931220718021,0.7629677305798414,0.32492453963009293
55,28986.393934969095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7089536265541863,0.0,1.0303366640399905,-0.27617613756759696,-0.02544924681162308,0.8429749095043896,0.2925680143046325,-0.27288428755729666,0.3348229658393991,0.0,0.0,0.0,-2.4865424802636737,-1.942482704238044,1.5384936244457583,-0.054454593257542316,0.101999829381939,0.3128335572022665,0.5933769467409278,-0.3911858911942564,0.9496784329887907,-0.5510785231772004,-1.0279821199130674,0.0,-3.2348237272206015,-0.8804503372611683,0.04442833395571588,-0.09252570569101767,-0.6018483887754543,-0.27164540138366056,1.6509188261020467,0.043991498620714095,0.4528252545033952,-0.2414582691763307,-0.350020187263276,0.0,0.5925498973027015,-1.486137989974774,0.48173719576008006,0.0,0.07404382053375669,0.2215040677577229,2.066099749323315,-0.056143665275397166,0.5407979697457439,0.0,0.0,-0.06250902118360498,-0.002448173743981477,-6.506469340808383E-4,-0.06448287204935522,-0.07187675560404667,7.8662139568645175,0.1592591534153291,0.7538976260667952,0.5640964740875265,0.12479911472447028,0.7831679809730648,0.3217466036913222
56,28976.97596559814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7449916973446151,0.0,1.2057092740326991,-0.17769963734408134,-0.07829267079758306,0.8574127717485565,0.30012961257152165,-0.19177958226675434,0.29059564191466447,0.0,0.0,0.0,-2.311464472003787,-2.648089564681383,1.350452876343447,-0.48265415143446744,-0.10541600231816953,0.3611837143296063,0.44294258146585797,-0.26892209196726585,1.1239546248859542,-0.6455439343810289,-0.866591924877041,0.0,-2.9714647094238433,-1.3195114632330132,0.5931175291095596,-0.21497098191284514,-0.8634804663506782,-0.4792304119657447,1.6507484980477265,-0.2700468130790639,0.6364071380881897,-0.33189080681936256,-0.458913822751049,0.0,0.7233219064543482,-1.450500103369896,0.5750220466420674,0.0,0.05424456293410704,0.28026850680360543,2.055103758904719,-0.014563112722172943,0.5028530529846084,0.0,0.0,-0.16032774899529395,-0.002703088089130157,-6.986833626809667E-4,-0.06461354086698072,-0.07389990388835699,9.044161228097062,0.14289973931006772,0.7907765177485447,0.6823950261639995,0.03516085659610635,0.8419411613720105,0.30228827283253756
57,28946.66678095515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7580950820172296,0.0,1.1557542226746924,-0.20557366137757396,-0.04326203060796906,0.8737889420508196,0.2856010035444059,-0.2161676320406498,0.2886837171861654,0.0,0.0,0.0,-2.3444566932908186,-2.2030151949175205,1.394962634697133,-0.3078002132580073,-0.021431882477520037,0.3279452740380112,0.5202898909183237,-0.33330776660112793,1.047120276291298,-0.5312405374071928,-0.9070760479735336,0.0,-3.036701559135059,-1.159940676624856,0.2616604217237897,-0.1302882311755572,-0.7519184598079075,-0.4557019067068978,1.6676635731042786,-0.2010021898794382,0.5170465363192434,-0.38085207718244585,-0.6193055321444492,0.0,0.6944844438455392,-1.4753083729996366,0.5459811224502896,0.0,0.03304658510880455,0.2621249778970002,2.0749303104342753,-0.04648618686267425,0.5022511964263375,0.0,0.0,-0.1390479953211882,-0.0026068722785623777,-7.020618592704242E-4,-0.06463856399883357,-0.0731843189592159,8.667809124562494,0.10346480444507156,0.8863191111579728,0.6105120901742888,0.10644044340366086,0.8428352548226298,0.2884866341199362
58,28943.55263984767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7660705641643004,0.0,1.1511755496316094,-0.20683570997126968,-0.024347781544157742,0.8830457239504883,0.2743936495981686,-0.22117404917113623,0.3009600031476855,0.0,0.0,0.0,-2.4267179852443266,-2.1859417700930646,1.450762685258937,-0.2561914926902115,0.007819442155130085,0.3427148284668176,0.540088795688772,-0.3421745079977161,1.0482915874246999,-0.5773203466089387,-0.8867878968840983,0.0,-3.0990635954393246,-1.0906539111605154,0.2502774315539322,-0.11309283836345418,-0.7500603420176087,-0.4694727264567528,1.6899398171270528,-0.1964982263685046,0.5239594477787652,-0.360075740309154,-0.6185720044803978,0.0,0.6802716168314691,-1.5093694467857568,0.538085459343258,0.0,0.039405177331339254,0.25436178290880757,2.0714114381947994,-0.04919368037170781,0.5123186308188908,0.0,0.0,-0.1299833753242594,-0.0025172514107659584,-6.536073260406842E-4,-0.06346557670032084,-0.07267947334843122,8.953985469549586,0.06020049418670516,0.9994855630879966,0.5877972625192792,0.12612220077510658,0.8227719512227385,0.2920824242575971
59,28942.238668649672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7636411784956343,0.0,1.1595587287484783,-0.21159783576631117,-0.05015720890219,0.8762337852444924,0.2876855728783738,-0.223443652442766,0.2844417438807914,0.0,0.0,0.0,-2.2956245600959395,-2.219100744994204,1.382523942998622,-0.30309750864004265,-0.030063277054897072,0.3329810521408703,0.5116578899997289,-0.33910292440544454,1.0137924820018247,-0.5407683793219454,-0.9453217820159685,0.0,-3.0815599679816867,-1.0753111041140762,0.3087383505959734,-0.1252722695676756,-0.7682782935350343,-0.5164300073379205,1.7071329308952996,-0.21305166686396457,0.5131319240257809,-0.3993192117265713,-0.636282514914227,0.0,0.6948113944974417,-1.4913319810123655,0.5407533341218898,0.0,0.03687782075413107,0.2651808166588039,2.0641105421844594,-0.046595978988336346,0.5006917993548554,0.0,0.0,-0.13819035320917689,-0.0026297974131627554,-7.177285278422354E-4,-0.06489400099224481,-0.0729132667473692,9.039068966484633,0.04324176959150941,1.0693182021965986,0.6096427673819104,0.11529962214823507,0.8147663997735197,0.2893659232212935
60,28938.517121644578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7649023697530781,0.0,1.1549284339867665,-0.20853027938473678,-0.04137114859524068,0.879594292028067,0.28045885613529387,-0.2211763374469962,0.29033775531124,0.0,0.0,0.0,-2.354683962786742,-2.225181381821592,1.4021557427938656,-0.29512793646842095,-0.02141903498800045,0.332061714336606,0.5291822932814528,-0.3427830267952698,1.037756087592937,-0.5354863346278125,-0.9077197354455641,0.0,-3.125609203884816,-1.0233250820597324,0.2817960558984047,-0.12423670869812674,-0.7716019097337413,-0.5163476589310183,1.7195165819879257,-0.21416602159801737,0.5218762851839552,-0.3891551135549039,-0.6436343365568952,0.0,0.6886781323905243,-1.4989731718111057,0.5404272231711647,0.0,0.03302563578410737,0.2614633723816255,2.0639545907598746,-0.04859638968615719,0.5046634565939362,0.0,0.0,-0.13417807289221645,-0.002573590005127602,-6.87695525976933E-4,-0.06420501951640524,-0.07257899147584673,9.339242675328647,0.004632852812827951,1.168839956004446,0.6016043915281841,0.12303432955610841,0.812219618226802,0.2865789840463373
61,28936.085701149488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.766108630736872,0.0,1.1562920475829765,-0.20887358698392353,-0.043261312809305216,0.8799745807911745,0.2816480032367939,-0.22187646385896345,0.28998943002978284,0.0,0.0,0.0,-2.35657805591234,-2.2130032203666183,1.406915656004087,-0.28222400168139694,-0.02017250647583463,0.3380568307498608,0.5248632643898428,-0.3388810564159823,1.0282997956445816,-0.557990510750546,-0.9221931441985789,0.0,-3.152300805195547,-0.9720562336143438,0.2748852344331988,-0.12929561436473502,-0.7840835734484335,-0.5295232652851092,1.733951122142876,-0.21922280645329992,0.5218998462072181,-0.39524106046032026,-0.6500605521915361,0.0,0.6885058134135345,-1.4989165736002503,0.5397127943279614,0.0,0.033485032929653685,0.2613775380865571,2.062066931814905,-0.049945987350503075,0.5042626888676405,0.0,0.0,-0.1345544070707098,-0.0025440471086380346,-6.785866439512117E-4,-0.0641482702390306,-0.07234774138421227,9.606677660581388,-0.03848468420341733,1.2850705910756433,0.6048717168454285,0.12165775443978882,0.8088848846953987,0.28744360201849
62,28931.27626551486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7724181369257364,0.0,1.1561134925765542,-0.20935100965182013,-0.04186058264361105,0.888951857154379,0.27045036294924957,-0.22454560198426735,0.2942491359848867,0.0,0.0,0.0,-2.390219433581421,-2.240670881409275,1.4118131547899695,-0.2917054401716118,-0.005469548709904411,0.34119257380722284,0.5419585418734845,-0.3379539568511618,1.032237392897371,-0.5232877874968287,-0.8980779827236366,0.0,-3.2879564892689936,-0.7096554945088753,0.29905931324910606,-0.13513073845172993,-0.7989102924090448,-0.5725347214222458,1.7895409551885728,-0.2227109734373399,0.536105960482356,-0.40711342900600983,-0.6536000106673616,0.0,0.6831727268910481,-1.5007996406045017,0.5386683989413934,0.0,0.03621617497927364,0.26073637506843605,2.053373943425758,-0.058087381714240466,0.5048122097700745,0.0,0.0,-0.12593480517992234,-0.002514595887546236,-6.631428463979793E-4,-0.0656612852768728,-0.07156206767652255,10.651529737542816,-0.2025417863310939,1.8223754918155533,0.6098969022236702,0.12980754840672384,0.7941637019083532,0.29070030878173597
63,28928.370591725445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7759473498124083,0.0,1.1621779681025948,-0.21310685475751295,-0.05454263248353751,0.8935697387718314,0.2723050281817058,-0.2277467609040956,0.29352627842266105,0.0,0.0,0.0,-2.4046241194252085,-2.2147994500639667,1.4344009427508146,-0.25264813834919997,0.001820617387881811,0.36915666950646414,0.5322615611578357,-0.3288998005041742,1.0200222368408005,-0.5874264919229732,-0.9298699170778493,0.0,-3.2771104791922196,-0.6971225568044954,0.2838962272076704,-0.1371981565729864,-0.7946478899850787,-0.5729043822517782,1.802919749891494,-0.21693177239546407,0.5410721934747864,-0.4008708127912924,-0.6496779226854863,0.0,0.6929696710642603,-1.5143353786967197,0.5441090256883231,0.0,0.03473340782032381,0.260296215300129,2.0498821800830815,-0.06293575151769554,0.5038683759094037,0.0,0.0,-0.12983199348657812,-0.002490072050561324,-6.544966590924967E-4,-0.06701520218979587,-0.07137857523498295,10.40320441718846,-0.1984733270074521,1.9096736266307588,0.6205035004985763,0.12628404294719334,0.7783083693275429,0.2912896424442875
64,28923.251726176033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7728422553568761,0.0,1.162013880828825,-0.21095478773811235,-0.05721907656498321,0.8916757183241919,0.27027328237720477,-0.22676447731492286,0.2906265354574067,0.0,0.0,0.0,-2.380098622335442,-2.2235705338829552,1.422998953546308,-0.2544595483241057,-0.020666266404799433,0.35453378020320675,0.5149427997606,-0.3420063271704507,1.0138420831492436,-0.6092206334839085,-0.9425554825404244,0.0,-3.247666566196228,-0.6455811959422902,0.26394709575456793,-0.13871892195135277,-0.80141334564196,-0.5695029401800024,1.821249475679801,-0.22354287792812158,0.5433321160916399,-0.39535387152736945,-0.6542111475365603,0.0,0.6957184671387214,-1.516519835778409,0.5536741711153774,0.0,0.029322787627770974,0.26088145235935745,2.051093919449588,-0.05906363940160648,0.5007122060676799,0.0,0.0,-0.13427809254230044,-0.0024877347159594143,-6.517317113739989E-4,-0.07045223577647905,-0.07102295917668583,10.147047897521366,-0.19921379612940648,2.141550931037952,0.6469151298703519,0.11371351093994125,0.7725872257868643,0.28823974720733525
65,28917.95783060562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.77079533204998,0.0,1.1610849276706174,-0.20778148153408693,-0.05038734311337431,0.8891724833261933,0.269023652479648,-0.22422916555929318,0.2948464889660321,0.0,0.0,0.0,-2.392597908055742,-2.2250367958678687,1.4232059475311127,-0.2699034639157458,-0.02151790752116367,0.36471706800543,0.5320548749458331,-0.336341978131793,1.0337698259895511,-0.5862126859926614,-0.924234783190897,0.0,-3.232027324307858,-0.43761289968287964,0.2558855928316548,-0.13611660960166302,-0.8204260119332389,-0.5742573643933425,1.8531739235606022,-0.22661794564901985,0.5483429118788036,-0.3995306835684166,-0.6617888104874394,0.0,0.7007584616901374,-1.5014108634647283,0.5480441124312228,0.0,0.02116458574299262,0.2537693064626471,2.057851134866822,-0.058288139532469176,0.5060437752031628,0.0,0.0,-0.13313899946983934,-0.002558551229988196,-6.758227347852456E-4,-0.07775916437503573,-0.07053415778032074,10.286329823095505,-0.24449961633637912,2.719144568780794,0.6417612783654029,0.15087538630616915,0.7937428636365335,0.2859627275117715
66,28916.986602160803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7657803213560712,0.0,1.1521052149310098,-0.21000212822565006,-0.04723568120266462,0.8851777671468779,0.27248455821875633,-0.2231788937671967,0.28989233030291944,0.0,0.0,0.0,-2.3615346833620707,-2.2481401937051575,1.4022084778751915,-0.29332469225102,-0.0243811910509164,0.3285185346813328,0.5159377923815432,-0.3615343202337527,1.0286903465994326,-0.558744308721587,-0.9227539797519971,0.0,-3.2351475905164406,-0.29787574819561513,0.2488039775630288,-0.13210289968492833,-0.8341556348863359,-0.5710160768793947,1.8565354908731322,-0.22882702854401235,0.5367195548391529,-0.3980123289307223,-0.676731895683911,0.0,0.6955151857081857,-1.470150706331801,0.5470463722204656,0.0,0.010483950251385925,0.25289605886183064,2.0641745196296473,-0.0559379188351018,0.5055316383962425,0.0,0.0,-0.13104985422260357,-0.0025463223829071536,-6.704654665869549E-4,-0.08040512785770612,-0.07035996736725215,10.699013377836309,-0.28876593263934197,3.0230745081335977,0.5603100581335739,0.24954486872589754,0.8340547308287594,0.2725177087281303
