Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
0,56098.993934027254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51669.73483626826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.839132114410178E-7,0.0,6.344034791844687E-9,-1.330358233368992E-7,-7.276363144911376E-8,-3.902786232667478E-8,-7.991890775009284E-8,-1.0883966050923381E-7,-2.350738778514736E-8,0.0,0.0,-6.925397576727855E-7,-1.357586244388547E-7,-4.081472119539273E-8,-2.1126294658178126E-7,-1.2949506690887375E-7,-3.6611287844413754E-7,-2.407291662450172E-7,-3.1983095274109865E-7,-8.092689647919858E-8,-2.2119286121206548E-7,-8.016021811356243E-8,-2.3460644116216466E-7,-3.289415792158273E-8,-1.501041054519487E-8,-7.294662618057413E-8,-5.512141271252023E-8,-1.3694358269962034E-7,-9.774209407125404E-8,-1.0720194599611352E-7,-3.200852714793448E-8,-7.037392128722557E-8,-2.43983227781202E-8,5.98362013433584E-7,5.371644425187769E-8,4.1223036339936036E-8,0.0,1.2151492847074477E-7,3.26217328240674E-7,0.0,4.581695849199981E-7,9.924344926169645E-8,1.590936776451997E-7,6.229914121368067E-8,2.289893421295874E-4,-0.0015822618290818175,-0.10000110156467033,-0.09999119580837064,1.3495765762545298E-9,8.765864373362239E-8,1.8253689576830184E-8,-5.957079739502392E-7,-5.427125514082815E-7,-3.9915144090848694E-8,-1.0420251005537527E-7
2,50919.306928192455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.021013729496822E-5,0.0,-5.617429002298415E-7,-8.739252097788514E-6,-5.067873829611436E-6,-8.200311019875278E-6,-7.447884075377941E-6,-1.0209303371507162E-5,-2.7603068550433965E-6,0.0,0.0,-4.63585184560732E-6,-1.193160211608067E-6,1.34633381016446E-7,-1.6674431850020909E-6,-7.981356247802971E-7,-2.3336852351433088E-6,-1.5051309184955417E-6,-2.4821348014485004E-6,-3.967432840632299E-8,-1.7766411118566942E-6,-6.208581715734463E-7,-1.2485986918299735E-5,-2.013625079778178E-6,-7.882863766931833E-7,-3.7972428338530813E-6,-2.8126088173442555E-6,-7.154316945077193E-6,-5.089498000929393E-6,-5.8261660181627315E-6,-1.7230960515666956E-6,-3.7404546404987053E-6,-1.2758560939588112E-6,2.4504354178635186E-5,2.1278309969783247E-6,1.6966756751387344E-6,0.0,4.97592167687461E-6,1.3366540346492026E-5,0.0,1.889917174001243E-5,4.071989545654807E-6,6.50241171178717E-6,2.5616926296730967E-6,-0.0014712399711808014,-0.0018741295402172394,-0.10006748784858639,-0.0996391119148212,8.02698536404903E-8,5.398196716266719E-6,1.2594247160284576E-6,-2.4405340550442776E-5,-2.2239650795451812E-5,-1.5547571254489865E-6,-4.266121345109722E-6
3,45113.544851708786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026796968130281184,0.0,-5.5647048762289214E-5,-0.0012554784414466316,-7.167713305039448E-4,-0.0010218504483439695,-9.892457930383888E-4,-0.0013685433450914357,-3.6414497166594064E-4,0.0,0.0,-5.353668682996848E-4,-1.5253454042579639E-4,3.4233874968737894E-5,-2.049590277486979E-4,-8.58093592410431E-5,-2.6318005432308494E-4,-1.6670632165220623E-4,-2.915686598931558E-4,2.369913588505353E-5,-2.2357252059222702E-4,-7.935495216371471E-5,-0.0029716685695656392,-5.029484068549854E-4,-1.9719898459822548E-4,-8.962339811909393E-4,-6.409921342783705E-4,-0.0016649730249403488,-0.0011906711249466135,-0.001381090899413062,-4.072880563634167E-4,-8.950114692807199E-4,-3.097282252076913E-4,0.0037640613447039485,3.19546594292902E-4,2.614640503888212E-4,0.0,7.6228137603947E-4,0.0020542281837188517,0.0,0.0029368536562674316,6.283915226913525E-4,9.957787342054177E-4,3.94190102975718E-4,-0.0020969242964782343,-0.0019822255697659065,-0.12395363067843561,-0.04504140493207854,2.718620187906705E-5,0.001947137790386167,4.3907145400664654E-4,-0.00369012855125012,-0.0033630991813493644,-2.2227552099419586E-4,-6.416976914025652E-4
4,42516.2530643172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049414995820772405,0.0,-7.841948424992349E-4,-0.024022307798678397,-0.013485369633120617,-0.017832154984344734,-0.01801974107090856,-0.02510622377611347,-0.006660659212922542,0.0,0.0,-0.0104300086539282,-0.0030207319017649544,7.443533438926801E-4,-0.004062140368304817,-0.0016346215788248057,-0.005094741710351464,-0.0031708010368298374,-0.005699355546182349,5.916414698208962E-4,-0.004443881716049362,-0.0015851826936331955,-0.034210870135844534,-0.004973073391078292,-0.0021903105779678984,-0.01057094038942202,-0.007936985903083227,-0.019848553184268956,-0.014139846446398782,-0.015673201620124543,-0.00467117638597638,-0.010262169813535683,-0.003541003327358674,0.0395544708705413,2.2890799976299538E-4,0.002827034923601425,0.0,0.007811095250684593,0.02186332770008007,0.0,0.042065176797907,0.007661851666647304,0.009170449104213474,0.004155616859791864,-0.00941166729559535,-0.0033035578397326145,-0.27153519550067645,-0.08659783035546131,3.321586302678459E-4,0.022714267294322476,0.005059216476006248,0.02949216155507529,0.028268108962327083,0.006050669942784974,0.005644922129251913
5,35706.80465162955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.850822403072201,0.0,-0.013651396955560254,-0.3940905151997866,-0.22436646714710196,-0.3066736559963513,-0.31335512344490873,-0.4263286415689187,-0.11463098264560188,0.0,0.0,-0.12602058249130058,-0.04322857071599472,0.014276520794315692,-0.05236667537010074,-0.016659124706831275,-0.061026207133884056,-0.03585933114440421,-0.06750236426547475,0.01687117129670517,-0.06110627224841862,-0.022303143910785108,-0.3780690498778615,-0.04720244220071929,-0.022273462122078494,-0.11936799430169205,-0.09389404502925675,-0.2255262672999021,-0.1583338565099153,-0.17571362905877577,-0.05234882441496809,-0.11098701928393213,-0.037836652911655666,0.5916042317582418,-0.00585811237084941,0.04300430806716948,0.0,0.11642668859044109,0.3247625067914242,0.0,0.6528502043969578,0.11687479751291074,0.1338358466568445,0.06225154360554925,-0.007200451142714687,-0.003115636459962372,-0.20218492995476178,-0.0721853653723434,0.0071763984396909794,0.4973554215335989,0.10952589781859895,0.37509322587791044,0.367672420583374,0.11719150172335586,0.07575739451006605
6,33712.60393381777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7654610802189034,0.0,0.08857256621091297,-0.5015374983233309,-0.2675939887138362,0.08109086479650135,-0.29328530351701665,-0.406102615652534,-0.09336671046568887,0.0,0.0,-0.31214387341889793,-0.12916685190799798,0.04267241654110294,-0.1280330168911325,-0.03473414945461603,-0.1435432937715776,-0.10191617145534776,-0.14909833140432593,0.05187166674851011,-0.15705850489858847,-0.058417648781527165,-0.7927666928378285,-0.11719521688830509,-0.04417454003231987,-0.23873140647154284,-0.19766871367034186,-0.45198902668266416,-0.36435169084541486,-0.32064506544950966,-0.1054586275848994,-0.22335461847489502,-0.08020492851184093,1.1094276025498897,-0.10866976013417363,0.09065891412223309,0.0,0.21519233400662774,0.5130974848265268,0.0,1.3028552836093943,0.22498193932401586,0.2089323609306949,0.12880608870074411,-0.011831649301967522,-0.0037628080024096292,-0.17566937606121757,-0.18279906799418877,0.016452378165614026,1.1363836951591304,0.2738741215292759,0.054919022868174516,0.06521786068349972,0.300135696597889,0.02281936773278624
7,32608.913625811856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.802087925266398,0.0,0.26438505721656336,-0.6869702648517774,-0.35529535642034604,0.6212421032779976,-0.3709692120256504,-0.3920748040588338,-0.07545160075892511,0.0,0.0,-0.5725596745401429,-0.29012285130141113,0.11383751257168126,-0.2481025261834537,-0.04830708298609491,-0.22449414030008513,-0.18175337785352008,-0.2525101815503623,0.13591889144798602,-0.3071105032828421,-0.12144759704959962,-0.8060922050464489,-0.15494205526869373,-0.036670370448792046,-0.207841715726669,-0.21775486340407485,-0.40328314260737197,-0.4622504402694525,-0.1732076926276368,-0.08738746627815203,-0.19847050754387824,-0.08772005428934761,1.5037511781918922,-0.2976681979991752,0.14359456267344325,0.0,0.22616253255973295,0.5013919308203483,0.0,2.055466640262154,0.3294495436275733,0.1772099814841646,0.2007961247171336,-0.0075253427861513905,-0.002768567757767035,-0.13351483837957473,-0.19585686814098816,0.017236118202504234,0.6074474179844136,0.2139158476796129,-0.027117789083608915,-0.02323653658883,0.6124788815803619,0.14367882433714108
8,32249.496698822622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0360537074907918,0.0,0.37796292386512953,-0.8283977156201362,-0.4610509289055966,0.7884129930869975,-0.5562965686317249,-0.3782151433955194,-0.07862940813955281,0.0,0.0,-0.7501817070132359,-0.43639733975008016,0.18811657871431026,-0.33834053707913836,-0.04601715209348446,-0.2492279363889715,-0.2392708802905584,-0.29995840685578773,0.23473796449453221,-0.43354731969015126,-0.17794847084296128,-0.708179586291766,-0.2018561918365121,-0.01753134083900044,-0.13738373168455675,-0.209695268306088,-0.2466859152261962,-0.5015800511528995,0.027858725990123623,-0.05077474478855576,-0.14277877267126224,-0.0813727489188794,1.4230086758016227,-0.42474685638854326,0.15677213504199863,0.0,0.15194625957616542,0.27419619523216476,0.0,2.3231217375934943,0.3510483409622533,0.035226608071910026,0.20663194321784562,-0.007906912025692645,-0.0027677706874722294,-0.17157636918920405,-0.22471419753554484,0.025070401626628443,0.6324655001732715,0.28445670506334825,-0.17737163450684135,-0.2165393271689885,0.7896319480259425,0.2305450832863889
9,32006.15692740966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1706087354068657,0.0,0.6081134451895946,-0.9506949314106897,-0.577226221957501,1.209043557094565,-0.7313486863937777,-0.24285283100890137,-0.040567155415510904,0.0,0.0,-1.086194965140161,-0.7268382136033453,0.33564308037372526,-0.5049187181181851,-0.041294913782550936,-0.28574543342635605,-0.34634287469388525,-0.3837493573017665,0.4290661261798675,-0.6745275110647897,-0.28676697344637325,-0.7426232741709248,-0.3460448373953221,0.008441635386901982,-0.06733312304763904,-0.24690386789551466,-0.09451428695966085,-0.6764646525928873,0.3184170014417409,-0.008779211833844273,-0.11685536623557154,-0.0888464392780044,1.1446620874912794,-0.5979299644601235,0.15951976825407385,0.0,0.03887944456697283,-0.17132439882439054,0.0,2.650289464091246,0.37040368695184667,-0.24447740655957,0.18141032777351926,-0.008428146062792194,-0.002628786818497826,-0.17428509584054555,-0.17794316540166477,0.039055742486551734,0.8058234406910703,0.4621541298843621,0.04642438547792008,-0.135258446927146,0.9814898129499396,0.30799618798371603
