Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
10,31750.27191081572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2909080121350978,0.0,0.7110466201867744,-0.8438536095241373,-0.5772838457116385,1.1249478182700954,-0.704337975450024,-0.19999752694074857,0.011088938474230904,0.0,0.0,-1.2627758611864994,-0.9864203563801018,0.5013981644608156,-0.6138449981019377,-0.017223092837409994,-0.2059476448932573,-0.3742825231484096,-0.37843385658800816,0.6342513345602443,-0.8482840770725044,-0.3787551309647648,-0.9369652382099104,-0.5006983774328149,0.0319773586596696,-0.07991606701776036,-0.3237550957957262,-0.0814660238531611,-0.8677057641626913,0.48753939806874025,0.023027265460607106,-0.1783523687388337,-0.10893208408486596,1.0133875723748869,-0.673756208268478,0.1698703532925751,0.0,0.05030871299506522,-0.18519281631481394,0.0,2.7177024254788225,0.3826315229035209,-0.3398278024503646,0.1161459706878206,-0.00786898662131001,-0.0024631062201079194,-0.1571377364125826,-0.18109525095949106,0.04689880879108922,0.6908906783555158,0.5431697574258556,0.054966125028912,-0.216767885563946,0.9914175184103827,0.18926449247671984
11,31467.113142209815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4886626830357632,0.0,0.9320696007218067,-0.5965347841168431,-0.321202986806566,1.0882925968021906,-0.5671886863964376,-0.11638823829025195,0.13657482623011258,0.0,0.0,-1.5808730227683276,-1.637690549923682,0.9505416212556621,-0.8337028822620185,0.06709264837673576,0.043493301819511804,-0.36002760124190863,-0.28190608817201435,1.1642036660880324,-1.2326534573032082,-0.6097672740336991,-1.0614825069056595,-0.8470668830325917,0.1058683511136102,-0.025098009763165424,-0.3413445707149194,0.1082302875179453,-0.7795425759304995,0.6852510466843249,0.16580141580852012,-0.20774329906135092,-0.13562611317449916,0.9099523597734425,-0.7161071374896348,0.23986203797578298,0.0,-0.13144966754409212,0.11625845106119348,0.0,2.852115447997278,0.4228474095103059,-0.3213879093916282,-0.027352972748207804,-0.007453175487181871,-0.0022579166961621475,-0.1538011400585923,-0.1807456659845173,0.07613336321112951,0.6669618101250143,0.7502320399875578,0.14921212066147474,-0.32758185605396956,0.8114481191361349,0.3843075227417022
12,31301.70776922689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6748476049071535,0.0,1.0722605289823623,-0.4934435508858043,-0.15630333292869203,1.1886778078555202,-0.5688470679945407,-0.02100674811038729,0.2072051756311491,0.0,0.0,-1.758128797312567,-2.0921823287287236,1.2914693765040761,-0.9528738862653986,0.11513303488586618,0.2341226756615625,-0.308439488729598,-0.1639852417657823,1.510929517384183,-1.4588393905063912,-0.7762126415254192,-1.065846054386806,-0.9784826612752461,0.16103275048959453,-0.01068045911461948,-0.34529750095026324,0.22143007956654553,-0.5235590295682434,0.7151844657065237,0.2811227692970558,-0.17815171729637655,-0.16030586121648854,0.9032986910496102,-0.8278824138685857,0.29363856469708893,0.0,-0.061327770417458655,0.2735068459718743,0.0,2.834052342647709,0.46883548585070794,-0.25911350251294724,-0.109616304175767,-0.007377351546295524,-0.00219661026838392,-0.16455805188563294,-0.1819728590765325,0.10092655633040676,0.6870757288269159,0.8028470484487439,0.22991732687886762,-0.35539030462666915,0.7990643207365558,0.14489164207730718
13,31175.141761790568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9125416138860385,0.0,1.1672649074215917,-0.48651542657897984,-0.011056423378009356,1.3759737584510614,-0.5399442606930428,-0.04088173756967119,0.26258412458471897,0.0,0.0,-1.8878726002158515,-2.514689888075938,1.639534228644592,-1.0029822917783882,0.13819343176380736,0.4178347172601901,-0.21957273898125435,0.029109218469222514,1.736460754808928,-1.5826041298564335,-0.9408701870398866,-1.2539654305577728,-0.9899937181399426,0.202337387480033,-0.16325216337059067,-0.3487743589444865,0.11228331018344913,-0.32046247833033076,0.6375742350742288,0.3594205337392329,-0.17503501356697151,-0.2239439975496383,0.8784886701891281,-1.003151286377683,0.3851479521490757,0.0,-0.1040570556228689,0.22816572100619215,0.0,2.641801734086696,0.5354215313730246,-0.21197642091932228,-0.11659773846329717,-0.007369835334335548,-0.002220029821093759,-0.1543516191828456,-0.18319680413634146,0.12756725902191543,0.6495845661496287,0.70198381318909,0.23278621686333195,-0.41360317829052023,0.8174075256098664,0.18016299219206874
14,31119.41888280909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9758798528509536,0.0,1.309258700440982,-0.4626261699088419,-0.0854967959104871,1.3780002129791271,-0.3415643123380664,-0.15617757483504213,0.33604858130669407,0.0,0.0,-2.146333905827063,-2.9144946994117342,1.9464498397000995,-0.943213779007921,0.06832014495049529,0.42351710725490244,-0.15364715999764672,0.2674550116314654,1.6141134858668214,-1.5346946423671894,-1.1277369934563262,-1.350966582855948,-1.029184053356609,0.2637070806165268,-0.1590867703620537,-0.29015447552962037,0.14566270478543902,-0.18569513883571606,0.7197715675336261,0.4029539047179043,-0.07535647442076902,-0.24966519327935122,0.9900542036096973,-1.1420987425953832,0.5145623594696682,0.0,-0.08262543774853404,0.11632590601722953,0.0,2.5351132350852112,0.6834117789267956,-0.22084790016379655,-0.02727445501070086,-0.007184673086629998,-0.0021194501626857994,-0.15626083405510993,-0.18588940365933898,0.17234400948249975,0.6886622152147615,0.5839667937834314,0.183212453811232,-0.36611170384044045,0.6490444612617026,0.15214389013449706
15,31074.125561037126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9574351190788046,0.0,1.4155475923001837,-0.4862929713885935,-0.1500378627521156,1.2842397975134354,-0.4354926370322608,0.033695932806542345,0.36972214183982066,0.0,0.0,-2.367101683758674,-3.2883840659599226,2.223521526977326,-0.8286015617759972,0.012115408281116423,0.4117799660186286,0.017280720753189593,0.4955735394181866,1.4432912358033594,-1.4246998019729515,-1.3278219522788355,-1.4964439621082588,-1.1058524965477294,0.3391207178367297,-0.1059841268992022,-0.24193043923847335,0.14098725019021743,-0.0896414164244416,0.7842217966040576,0.43992982939949726,-0.02358454749712329,-0.2485044660320147,1.088081997857986,-1.318327559038961,0.6488264176747971,0.0,-0.10193729851589034,0.07658471907554606,0.0,2.466553316015431,0.7674888720751801,-0.197175590615022,0.07138549615102699,-0.006961859639858748,-0.0020371984174058465,-0.14971810580747444,-0.1865012090864123,0.22250624113150233,0.6998899746089889,0.4680333985779269,0.1408973840232619,-0.3130714235809292,0.5006375540155266,0.18120137216408916
16,31014.3212327404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8976685968939067,0.0,1.3731959939472103,-0.5260326694053029,-0.07835623277363835,1.2241861676126835,-0.4195357803909909,0.018616959946539786,0.3079854061652164,0.0,0.0,-2.5403007933843043,-3.6990300417161444,2.4878349320019355,-0.6024926825471761,0.008525149065777893,0.3910795542066653,0.4261579008092873,0.7865073242903414,1.2563824932452008,-1.2194264134518746,-1.610876463307096,-1.6169011151070332,-1.1539375890399888,0.4820653595176373,0.019164729168819616,-0.21158759307745734,0.10409627249735251,-0.03870439050969318,0.9583049060674285,0.503083743154586,-0.028202954913647958,-0.18020375788624218,0.9907034027716111,-1.6371232538809604,0.7903361870461176,0.0,-0.17662560401192012,0.10436237102911058,0.0,2.596865713684459,0.6622429601288794,-0.12288052129341498,0.13884775103504926,-0.007259430972413878,-0.0021256516401654034,-0.15376517176273877,-0.18276260528532945,0.3036191599813231,0.7661892658717769,0.28574020212839646,0.15030136488174606,-0.2833518030155842,0.4451442651366824,0.13513909688872905
17,30992.083330111866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.966017751173839,0.0,1.3489388756941885,-0.37537276083266546,-0.13705700668764884,1.3447434408273695,-0.4962249192262651,-0.021579935862724296,0.15307558392891105,0.0,0.0,-2.7689905606099883,-3.9020048012391673,2.4462632183040265,-0.42848783174693383,0.07708065324061546,0.2527161558579542,0.7111625613842609,0.9816259238562673,1.1762144019329859,-1.0958253247549214,-1.8555149251901724,-1.7169051411656289,-1.2243292743844563,0.6395534552017156,0.028976891267113336,-0.15838050869955608,0.09081275180738578,0.027406679387723107,0.9728522876665292,0.45513893995975113,-0.04293740339070646,-0.09892322248039509,0.9304997160330425,-1.7928880174741721,0.764548240381647,0.0,-0.20881548516367357,0.18210812393584308,0.0,2.6352181636616114,0.6198447829914941,-0.17928726311402235,0.04607203563541938,-0.0071202325673240755,-0.002076073729954295,-0.15083159295217496,-0.18606983623436626,0.38368231598236735,0.7635506189716368,0.16565357049799032,0.17321107519151163,-0.3405476723565972,0.24291295197308813,0.09855639636499161
18,30966.418656552913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9864240169851861,0.0,1.3743406845631172,-0.3961146240907967,-0.09655464015811765,1.3520981366941927,-0.46345072564756723,-0.024949315325834828,0.1086356151362845,0.0,0.0,-3.0146742112064686,-4.005524139893911,2.3004272484236536,-0.31415425168170236,0.15654959049535305,0.12492412819050827,0.8786599241657828,1.1401351844422771,1.1486702992236661,-1.041073637018278,-2.0538948835692414,-1.7858430483450427,-1.3073069113932285,0.7564050746416566,0.032697451946412714,-0.1105649176304548,0.14791022197401613,0.04812411971361989,0.97433284374222,0.36808005544737804,-0.044378563479298055,-0.05125174454383547,0.9576376868131992,-1.9641709463635713,0.6953650106865603,0.0,-0.21402923519145148,0.2610074593813737,0.0,2.537598706180235,0.580304430630485,-0.21062727807394624,-0.046072383486484486,-0.006984264328431444,-0.0019885848997239354,-0.1477232144578951,-0.18358889371760032,0.46223514172082714,0.7655897975805949,0.12336657841774597,0.20057183908618403,-0.367973620071879,0.28626564049327935,0.1126488883291547
19,30947.589717146355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0207845996463054,0.0,1.382364863149351,-0.43482066391234303,0.00415358218868804,1.3213726349030495,-0.42123241925418703,-0.0032017938868109594,0.15536526987811475,0.0,0.0,-3.2124651136589946,-4.037492288823359,2.1200750640887973,-0.23161138719052998,0.26932305229152187,0.12068793587617067,1.0941818057871069,1.3282876470164369,1.1888982436788784,-1.0159280944651525,-2.244553318710918,-1.8547050506096774,-1.3966019871029371,0.8174504680337704,0.056135824951904334,-0.08288400214105665,0.22482630996750713,0.05820404459997393,0.9187990307975876,0.2795374030234677,-0.054724233853015766,-0.0661032105035604,1.0463487931734,-2.0469161633750703,0.6000085580746358,0.0,-0.18034266106526745,0.11564625174157184,0.0,2.550866328049294,0.4784303224660588,-0.18241843143878939,-0.08681854219990084,-0.0068991864180827315,-0.0019683445260304053,-0.14387113083249192,-0.18567705524855874,0.5657857448124203,0.7451964833972092,0.10253712912553428,0.2044236881959749,-0.390192116963128,0.1918154165387328,0.10533116173520367
20,30915.580461175123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0497914881219006,0.0,1.3424368280625165,-0.2715589358319802,-0.01033378279366477,1.288405411875895,-0.398645396450692,0.046166051598282166,0.21511356922402156,0.0,0.0,-3.4401063184605887,-3.9923247328530964,1.9501551012469194,-0.2293979737529751,0.37214491681301776,0.2280059974879417,1.323705559062727,1.566223150645301,1.260985817761699,-1.029108943900228,-2.4353005386443396,-1.8195983890715155,-1.381391902773287,0.7785892886793638,0.08568877847667494,-0.04791526295341515,0.19539695347169148,0.02064678619932138,0.9500321266381747,0.24766761741247317,-0.039854182811211655,-0.17308955212614674,1.1522589946135025,-2.1320940219041518,0.5215128327409059,0.0,-0.14954816030708112,0.06010951385128475,0.0,2.5489242036223776,0.40984033842415085,-0.21618970395827034,-0.03344942477525531,-0.007036083940137964,-0.00199108707456081,-0.14614546271377463,-0.18292672821814637,0.7169606266119356,0.7765814590714164,0.051703516696383955,0.1871035054428882,-0.33949838861147386,0.22584803393998032,0.14856318407974675
21,30886.00925892776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0717498105406023,0.0,1.3190481135313743,-0.40715373371890273,0.18875757860029077,1.2643945693497511,-0.35516219138512517,0.14575430957298932,0.20180120802180776,0.0,0.0,-4.408356081679557,-3.6047749101467796,1.5957991212876284,-0.433264379110993,0.36252995767799295,0.5547163913025148,1.827094905157502,2.310289155799301,1.3246143685357488,-1.1201880206360562,-2.9339492913320693,-1.6284015394531857,-1.3147901908229305,0.43625746536098864,0.2764874455306351,-0.031186953508752308,-0.17382802291068647,-0.08513565424464645,0.9979479654769097,0.33660759363216003,-0.17414394756384244,-0.5548789744811256,1.1116664929672921,-2.192325291988395,0.3030760821177938,0.0,-0.14035630463840187,0.17458280798870443,0.0,2.533656441125935,0.490762298291527,-0.39799006683038585,0.10485974046654928,-0.006644958551832337,-0.0017703630982007085,-0.14076263343451162,-0.1851473387092388,1.2967442104718225,0.7582262219288936,-0.03380255858779871,0.16074436756622282,-0.3576495362091138,0.005750601949716105,0.08990006591947766
