Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
0,56098.993934027254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51531.630554302676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7725847711961362E-7,0.0,6.114481592622724E-9,-1.2822204159387172E-7,-7.013074481872768E-8,-3.761567419249252E-8,-7.702711387532686E-8,-1.0490139517937705E-7,-2.265679407806859E-8,0.0,0.0,0.0,-6.674808287453223E-7,-1.3084632058422052E-7,-3.933787717842753E-8,-2.0361858666634565E-7,-1.248094042560448E-7,-3.528654128673014E-7,-2.3201859764463421E-7,-3.0825815706439337E-7,-7.799862943788512E-8,-2.131891962571441E-7,-7.725969264009666E-8,0.0,-2.2611741786801678E-7,-3.1703912370546556E-8,-1.446727232553787E-8,-7.030711805023956E-8,-5.312689391668084E-8,-1.3198840219493167E-7,0.0,-1.0332293989452931E-7,-3.085032735075858E-8,-6.782750417204138E-8,-2.351549138877042E-8,0.0,5.767108215685667E-7,5.177276297750982E-8,3.973141780631132E-8,0.0,1.1711801995764115E-7,3.144134473042781E-7,0.0,4.4159113012656175E-7,9.56524142142325E-8,0.0,0.0,2.133819186161585E-7,2.2070356851731901E-4,-0.001525009106360397,-0.10000106170554242,-0.09999151438013473,1.3007433603534283E-9,8.448679446596408E-8,1.759319621929808E-8,-5.741528161194372E-7,-5.230749853290672E-7,-3.8470850463197306E-8,-1.0043203584849992E-7
2,50831.59144167202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7848670002905837E-5,0.0,-4.939089435317457E-7,-7.729763667387699E-6,-4.480097984036358E-6,-7.232706167869648E-6,-6.573940329478943E-6,-9.017625015790347E-6,-2.437367424130331E-6,0.0,0.0,0.0,-4.270901893538984E-6,-1.0846004680256928E-6,1.092050434367173E-7,-1.5271174943490088E-6,-7.419467071869045E-7,-2.1561670063485864E-6,-1.4027404076695203E-6,-2.2791536576873736E-6,-5.7984666229099985E-8,-1.6226685217037946E-6,-5.660100541620332E-7,0.0,-1.104716768450271E-5,-1.7794729445948286E-6,-6.977442019667874E-7,-3.3604064168315433E-6,-2.489203221613419E-6,-6.330793207862172E-6,0.0,-5.15315582925904E-6,-1.5241300052069344E-6,-3.3097088451669854E-6,-1.1292934110072956E-6,0.0,2.1738512565713232E-5,1.888938344777414E-6,1.5050086192570023E-6,0.0,4.414290293234439E-6,1.1857721260318103E-5,0.0,1.6763906264041034E-5,3.6123181701813216E-6,0.0,0.0,8.04095207905175E-6,-0.0012945136819109886,-0.0017854127352287172,-0.10005976840492725,-0.09967988126532387,7.10904340569597E-8,4.780878152246115E-6,1.1147703404035075E-6,-2.164852338713349E-5,-1.9727326283840826E-5,-1.3802413756188975E-6,-3.7842538366934406E-6
3,45117.36821359652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002570717876543475,0.0,-5.291498051395037E-5,-0.0012069090283841164,-6.885207475794403E-4,-9.78233894309602E-4,-9.479998593084483E-4,-0.0013131250909941387,-3.492689502195566E-4,0.0,0.0,0.0,-5.287980923883189E-4,-1.4885534466658595E-4,3.2169203926275216E-5,-2.0144838464893438E-4,-8.559495847354848E-5,-2.607154238608447E-4,-1.6706514412542537E-4,-2.86832977722646E-4,2.1095793388643537E-5,-2.192954315241308E-4,-7.7725640125647E-5,0.0,-0.002873307417806728,-4.860372227969424E-4,-1.9063561626060524E-4,-8.667573938336327E-4,-6.198345915573797E-4,-0.0016097043030092273,0.0,-0.0013356735343143609,-3.9379565508760195E-4,-8.653415986589562E-4,-2.994968872805614E-4,0.0,0.0036271441702213796,3.0788354032953763E-4,2.519604557386405E-4,0.0,7.345118558671055E-4,0.0019795183211599567,0.0,0.002830512349437842,6.055877043656516E-4,0.0,0.0,0.0013393594554418796,-0.0018778751801354714,-0.0018863642504562358,-0.123065174804316,-0.047049387394166635,2.618548662314352E-5,0.0018742853236477868,4.2231465833927526E-4,-0.0035546300796817777,-0.003239621864565944,-2.1394514201455222E-4,-6.180772588247723E-4
4,42522.57336965721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0475778835232851,0.0,-7.28662154511476E-4,-0.023248440297282402,-0.013024399926635549,-0.01704608603217115,-0.017325270136516715,-0.024150490513062478,-0.00640336306580097,0.0,0.0,0.0,-0.010302767327099597,-0.002959764159547906,7.162937501662592E-4,-0.004003626947466666,-0.0016237781002342068,-0.005042337846730368,-0.003173640540187342,-0.005600582695499115,5.643143553307906E-4,-0.004377293925770065,-0.0015616292308067489,0.0,-0.03297987511136535,-0.004770352817618698,-0.002113847176393006,-0.010196775487239235,-0.007663705618127894,-0.01915015351639368,0.0,-0.01506199284027207,-0.00449827106754812,-0.009896170191176019,-0.0034173101769563634,0.0,0.03718259024170178,3.0648912871814526E-5,0.002679812719835522,0.0,0.007304266055107183,0.020568227550553302,0.0,0.040258598694196825,0.007264904017671549,0.0,0.0,0.012465793197807822,-0.008875442632085144,-0.0031517525072442664,-0.26584953480228346,-0.08524603814228036,3.2922542682035287E-4,0.022510509452088438,0.005029793192219771,0.037663266741013564,0.035632391188737726,0.006562734938988494,0.007104536834515028
5,39563.48835561475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2038250912825307,0.0,-0.003123798249485151,-0.09576159289871422,-0.0542905182552955,-0.07288722220532393,-0.07471010310236988,-0.102425860493484,-0.02743624512172344,0.0,0.0,0.0,-0.033726358338558894,-0.01104475836237867,0.0033464361047544676,-0.013706079824509313,-0.00468469386098732,-0.016424722011459225,-0.009974132643614783,-0.01801918642512096,0.0037371549560935545,-0.015784870533203262,-0.005732583006192832,0.0,-0.09949459633271601,-0.012784475174180559,-0.005986971401502981,-0.03128233149050997,-0.02439955774390174,-0.05902931642883019,0.0,-0.04564512011291444,-0.01372154741221503,-0.029363366295617904,-0.010037397524605479,0.0,0.14190373631449274,-0.0018460802303856402,0.010362288660236123,0.0,0.027834849562312233,0.07808405734119807,0.0,0.15864044137734296,0.028236110340439824,0.0,0.0,0.04679439188864317,-0.0082153740560429,-0.003072696044375902,-0.2487319056286433,-0.07573564136973408,0.0016788629422041998,0.11577724598940141,0.02561422834598258,0.1296913206479442,0.1244592588746751,0.02989247112819764,0.02523039485142649
6,38220.338319244685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0928469957432752,0.0,0.03787987941135009,-0.0954809265892967,-0.05217060204139125,0.12435101326979103,-0.03631510435657559,-0.0463587289173391,-0.006633934884354056,0.0,0.0,0.0,-0.12421491725302575,-0.04587627098667654,0.01241399141394451,-0.04882585242224725,-0.015923666943817284,-0.06101887774281597,-0.04268854989218261,-0.06149290493611933,0.01319836036591975,-0.05777946462334667,-0.021085054275324568,0.0,-0.25091002714345223,-0.03406019767236805,-0.013173181004171256,-0.07779859208390075,-0.06432470692367831,-0.1426940854393961,0.0,-0.09549044582866734,-0.0344262342027422,-0.06795583676898284,-0.024565042970119667,0.0,0.2997568577046533,-0.04427024500453888,0.02508298070046858,0.0,0.059078206515266116,0.1368503922667338,0.0,0.399648363746243,0.06639887419636564,0.0,0.0,0.07997478464082633,-0.008103139938004142,-0.002934673920951347,-0.2097214111908744,-0.059243594412182174,0.004154004676062672,0.22729149853114494,0.05101231462710905,0.24268326906008444,0.23953959648012843,0.10989508416912805,0.04771505989211014
7,37921.307493397755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026573374082643597,0.0,0.13676205729597277,-0.15384049859914492,-0.08540466296736277,0.5422307949501031,-0.013671079992138596,0.03620585212213225,0.02489359396726324,0.0,0.0,0.0,-0.3619826407570772,-0.1410049516306812,0.0390979569523495,-0.14235021706145617,-0.0441907963172462,-0.17342031879055245,-0.12912099624369966,-0.1726085955688341,0.0426101401390613,-0.17040582149338204,-0.06283021183838183,0.0,-0.620422804364732,-0.08643027047254259,-0.02996279152034136,-0.1889988328703446,-0.16418613347626698,-0.3347715593709057,0.0,-0.19261388180386302,-0.08288418138329265,-0.15868865710805233,-0.06034162061289847,0.0,0.7624816828782894,-0.1502563264949826,0.06684290038255723,0.0,0.14923767576881544,0.3066429644569122,0.0,1.044820859605672,0.174836518922119,0.0,0.0,0.17510185893105357,-0.009338121639860805,-0.002912973832419021,-0.16182990406201395,-0.12963949977305314,0.009508038092398889,0.41643370922206335,0.09339862127809745,0.04759588868820194,0.07162645963457201,0.280058179998133,0.017253612638371038
8,37857.70623903593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3238460791559751,0.0,0.4836173100253055,-0.5985451437911744,-0.37572280660674795,1.474033304113211,-0.45616843630743875,0.281904416008438,0.06875565017131721,0.0,0.0,0.0,-1.1953306117873415,-0.5520646447625229,0.20151745825581016,-0.5059533691491793,-0.11825431607869802,-0.4688205927797924,-0.4215151603492061,-0.517307499597053,0.23320673933574723,-0.6086679816578962,-0.23917407052103115,0.0,-0.8758979142865657,-0.10451054337711993,-0.01356420242090068,-0.2338556151485528,-0.3144375535721363,-0.1958967019687901,0.0,0.31960305528463556,-0.07392874928386205,-0.11712892816282192,-0.09152146301321051,0.0,1.2769352800886256,-0.795516965658184,0.17060613530669427,0.0,0.15038908510181903,0.14106735186701777,0.0,2.6737600816096467,0.4095817828852659,0.0,0.0,-0.07480380388497401,0.004114209666614058,8.443943539488243E-5,-0.03582729861622344,-0.08763792391940062,0.008308400018368026,-1.1422953995525418,-0.260602778937629,0.028261565332764,0.17271844463707337,1.0468319445365437,0.17964543624996787
9,37209.13678494463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.530852877444603,0.0,0.6139782977691243,-0.6603133538246585,-0.5002879118938228,1.3606268139474527,-0.5867995809086013,0.5351084025015386,0.15619796740178885,0.0,0.0,0.0,-1.7778961678425331,-0.9053007122802298,0.3583557909013555,-0.7650878591321357,-0.1530613525119426,-0.6027757415351843,-0.6582681356498796,-0.6797188835452981,0.4358294933883569,-0.9458788765695262,-0.38640988517133823,0.0,-1.5703415898844109,-0.2674087555203125,-0.021683237150109773,-0.4146373204669878,-0.5275123765206362,-0.3366664162250775,0.0,0.5808270992611564,-0.11661967466780371,-0.2650988868117672,-0.16924541988737757,0.0,0.8447161000592196,-1.2576094046494357,0.2280805584841849,0.0,-0.06892762680195025,-0.17137423475119792,0.0,2.9979972679082656,0.41735643539918393,0.0,0.0,-0.5044980894374884,0.005258513042960751,6.184562669284728E-4,0.022370884389586468,-0.07031864436408539,0.017961547288836924,-1.3268285867635783,-0.2725579422205048,-0.10322500831446293,0.1739964439863851,1.5795961706676294,0.3039296765943203
