Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
10,37003.41318966959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9349528639378687,0.0,0.8809670529243946,-0.6878717308011775,-0.6345436880252935,1.5387129169536773,-0.6278092165487787,0.659796564481794,0.28849075895880516,0.0,0.0,0.0,-2.1479867184356847,-1.4394965022419535,0.6939878948934571,-1.0285732318343166,-0.07448917045641344,-0.47630850615750275,-0.8019986230553866,-0.630672533598849,0.906604316623248,-1.3513257341989482,-0.5975453946124295,0.0,-1.952972637915683,-0.3572474563160193,0.012944023164417645,-0.4704097861952677,-0.749029728311991,-0.1728420154567378,0.0,1.4465014125785562,-0.07736221873460566,-0.2368371864346685,-0.22420959103091628,0.0,0.14020859113160633,-2.1263815073027974,0.34019640696304976,0.0,-0.3989998024298723,-0.7018526610856676,0.0,3.7329742745687464,0.4396715444438108,0.0,0.0,-1.1527097658735435,0.0010529411157763511,1.3178624670271756E-5,-0.03614992714722853,-0.07066671004785283,0.049534080532402894,-0.8319550702963519,-0.18344675805544813,-0.38399972622330025,0.17794908406619844,2.7025921745182275,0.504451879460099
11,36594.90135997825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0041315769806531,0.0,0.9426515681725114,-0.4288562553426645,-0.518813213542786,1.2760527464933387,-0.27171988427461385,0.5409880290503669,0.3736169590664841,0.0,0.0,0.0,-2.3605414441313313,-1.8062525140891914,0.9349215484864972,-1.1864440294794023,-0.0180490855373397,-0.3620400561725273,-0.8622127176873668,-0.5713735626491724,1.2299668868627616,-1.6100048709169061,-0.7407355715439548,0.0,-2.143747063437709,-0.5198325200305711,0.04807689823088141,-0.4322065947537024,-0.8426970049796745,0.014884537827027894,0.0,1.9728443302112482,-0.018820693278907015,-0.22135672482675184,-0.2578790459106275,0.0,0.025499711963395233,-2.4444070731878877,0.4382321113413879,0.0,-0.45081927657502785,-0.516752435292642,0.0,3.9719440773631423,0.4501510922069745,0.0,0.0,-1.1463564495853222,0.0012880616923343375,1.5449371733169102E-4,-0.04450609864190067,-0.07137671074651712,0.06546255527762229,-0.8417859266418909,-0.1470439503578932,-0.48564923509098945,0.2255844687800906,3.281059535103078,0.5307260307651626
12,36172.240052928246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1805349821807802,0.0,1.0439218389872646,-0.24860888781546678,-0.30125778397605685,1.2005030125535034,-0.4320190054612868,0.9066158674209609,0.390721336106144,0.0,0.0,0.0,-2.4185518709277183,-2.2805780205124373,1.2982371163041906,-1.319828977323659,0.09569174271086223,-0.06960024967874884,-0.8134035871844424,-0.37236493811310145,1.6921769817560248,-1.8826453213593923,-0.9213327388412682,0.0,-2.402714880906348,-0.8526580511176529,0.10173056735323972,-0.3141421496723503,-0.9182597686623581,0.20645015104306536,0.0,2.3804657013002295,0.08719783737026054,-0.2258878287883002,-0.3046419994086185,0.0,0.03250736441377929,-2.635911836690724,0.5293551171675972,0.0,-0.372471664778203,-0.25044000578293807,0.0,3.8789039548743824,0.5003960576805472,0.0,0.0,-0.9215030432042066,0.001035742249534551,7.455650616942614E-5,-0.04952164769307727,-0.07530601183830735,0.08873705571908025,-0.8562980380628858,-0.05333304969802785,-0.5526146827560787,0.2907843617853244,3.9368418211740255,0.43636229344814925
13,35746.91070402704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6206033528806585,0.0,1.2440251007624765,-0.2141907743577649,-0.07265959511674391,1.6548492110446387,-0.2617631719134052,0.7640979945170623,0.40095148259925034,0.0,0.0,0.0,-2.5563947649790695,-2.943523803940768,1.810685486701663,-1.465800779075441,0.19811319035951586,0.30380058819221983,-0.7845785241508754,-0.039695124709286767,2.2022223844068636,-2.2150748109657945,-1.1712008352595729,0.0,-2.818523110223149,-1.2444119001397347,0.1714551793483269,-0.22106659532803008,-0.9648917085871633,0.256219606156896,0.0,2.6179450737178573,0.24475817721789822,-0.25646542024144714,-0.38099959366782227,0.0,-0.05416657484962841,-2.5533040587688256,0.5801718857216539,0.0,-0.26747138949992255,-0.17135879361378664,0.0,3.4625765307806415,0.5970641222223988,0.0,0.0,-0.6793235871502045,0.0010840093069579826,2.601239354389301E-5,-0.036784083486738874,-0.07183284102465815,0.12061092179378419,-0.963189009680001,-0.02541793431398453,-0.569950187965403,0.31457488099694714,4.61345197516655,0.2324326953467067
14,35389.602266080416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8891017108405113,0.0,1.74101965297776,0.05777880972554661,-0.0678440226065871,1.7119211990710357,-0.18948806504690574,0.7315799700748424,0.7418874433286062,0.0,0.0,0.0,-2.6920472264441764,-3.833404139669708,2.499028217727376,-1.3904337193227576,0.20972713941847,0.8398568189408064,-0.7376028046185162,0.6480993083935607,2.2727588794685802,-2.3615318340773213,-1.4803445627848246,0.0,-3.071604942534905,-1.4205451576716162,0.28662716520321463,-0.24661880104481748,-0.7529996239014254,0.3314685146294576,0.0,2.1939746889950054,0.47798512530986015,-0.07487620319378507,-0.4537277292914973,0.0,-0.10687473654769024,-2.0533103048125,0.6260824982554802,0.0,-0.37416921106034273,0.01375249755763397,0.0,3.3498917209406147,0.9233009797695947,0.0,0.0,-0.8264681978848565,0.0012308554582402087,-8.78961604756883E-5,-0.02452932740431881,-0.07045782625311794,0.1723160595195256,-1.075023393467547,-0.3519104500503283,-0.5276330936148008,0.21764630533974388,5.6149018182463175,0.20534936365315073
15,35220.82586775763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9162517909035026,0.0,1.847568923184762,-0.06802536289702787,0.12372071749336382,1.6864045944586181,-0.18735644136890195,0.742898162182877,0.8380442358606047,0.0,0.0,0.0,-2.9154280098064684,-4.226898545736434,2.7357987719048316,-1.3120314730624323,0.13824301091068514,0.8964424028030842,-0.7223439371927154,0.8346519071593951,2.155001434920481,-2.385536666672098,-1.6296898690558788,0.0,-3.069922378700778,-1.418778245343897,0.35312818402156043,-0.2235695137758432,-0.6800528647391513,0.34816102508600644,0.0,2.152246332233838,0.6131019245429384,-0.009603182893080597,-0.46008144734264567,0.0,-0.1535151443904213,-1.7562870425754435,0.719112924456591,0.0,-0.4018602638151073,0.03769403890508358,0.0,3.286750946565303,1.0130750220964446,0.0,0.0,-0.7690606852774823,0.001168111179372039,-3.0007675241604438E-5,-0.030239805658611583,-0.0704000674745477,0.19844715417083963,-1.0220193366071373,-0.5187638724739156,-0.4841176656629661,0.14514657298758565,6.064279815115196,0.17510758364560647
16,35076.53593743335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9267813325012781,0.0,1.8354086461931922,0.01295811680911696,0.04894927248695162,1.6816298374580672,-0.22325218833818172,0.737153947535887,0.8007560083690848,0.0,0.0,0.0,-3.115262927491951,-4.581538280187038,2.8883191006272586,-1.1937116666622176,0.10140697267376295,0.9019427930477052,-0.6130790869964121,0.9258544345333246,2.039566413120627,-2.3596611871896713,-1.7769882181300438,0.0,-3.067132873000537,-1.4065324738861547,0.42886147710205536,-0.20442467682140975,-0.6297620044786159,0.30617231950935914,0.0,2.176595670487309,0.7437440676586342,-0.002881262613910524,-0.44756408897006744,0.0,-0.21762676618771398,-1.4412925520682316,0.8580687737316273,0.0,-0.332724062926028,-0.010536170150182315,0.0,3.258873573379106,1.0274684079993457,0.0,0.0,-0.6794851247624492,0.0011433132353753396,2.414913560620178E-5,-0.03469324768210507,-0.06984031452082397,0.22424622270546385,-0.9856654463886674,-0.6393454591299347,-0.41863076132697397,0.06832305878735895,6.477795702180914,0.07566828920485653
17,34801.38904158305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7863264137528319,0.0,1.7521432798812377,-0.1397816260395494,-0.03905075203999585,1.6197947628262996,-0.20796254229126504,0.6518119550834837,0.5828478355576234,0.0,0.0,0.0,-3.3022957898585,-5.513373511878681,3.1396845746766497,-0.6455893506690337,0.18356059738386343,1.0319211758528137,0.046340603022600346,1.1732351254345685,1.7959569282851182,-2.047369582065986,-2.184477941569435,0.0,-3.2694276764972297,-1.532381846811795,0.6648903520056595,-0.12603846501476412,-0.5445391474828046,0.02133666041544502,0.0,2.2483383369344163,1.0002668331479194,-0.10119514715063108,-0.37660094667958083,0.0,-0.40705081700897827,-0.5498010084907817,1.2737284625382663,0.0,-0.3819668420307896,-0.07199294008543458,0.0,3.3330792268278153,0.9174330502109168,0.0,0.0,-0.5560872249751019,0.0012280465070733044,-6.75587565588037E-5,-0.023192873208280274,-0.06722411527626992,0.2996431852105096,-1.1622591775565698,-0.5883498902285484,-0.28870217577309376,-0.16863375203160835,7.674399746388347,0.15433723734653457
18,34627.453918460735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7416031000007006,0.0,1.8430377132860987,-0.23987884060924825,-0.14297401545818397,1.6475062140231789,-0.22051462519754103,0.5936574667821958,0.5331982266470691,0.0,0.0,0.0,-3.4747552350755577,-6.089692995954636,3.1001406998655217,-0.27026347115476096,0.2881306948996533,0.8850288836173722,0.4065053598601408,1.295935107243261,1.643029475194498,-1.726805812646576,-2.4439817791215868,0.0,-3.368485247952986,-1.5152922360432988,0.8305566843434703,-0.0797530848339162,-0.5824361918967812,-0.16931454515588248,0.0,2.453612895944664,0.9692116709532338,-0.07294567414927236,-0.3132936091125617,0.0,-0.3788712242066739,-0.00342395116368277,1.3243934422898904,0.0,-0.22619424123199697,0.16135375803944543,0.0,3.1215899919170034,0.8826983370775296,0.0,0.0,-0.8336519694305344,0.0012463037154692121,-6.798889723035765E-5,-0.022127608271577982,-0.0661728114761196,0.3552449355008622,-1.2400925737070623,-0.4950454383547565,-0.3184937023205799,-0.1763953745648513,8.47709114918944,0.15024904312007598
19,34445.27248091493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8648276670469297,0.0,1.7923305525518862,-0.0726229545638406,-0.06436577733362851,1.7081772624845104,-0.29145783135075404,0.5139871919259325,0.7159663696477438,0.0,0.0,0.0,-3.6293779637277486,-6.750522187438738,2.875194285651107,0.11006409124758038,0.4901339910946301,0.570807450712731,0.6361053182964377,1.572624522593687,1.5339137016832065,-1.1711381003725398,-2.730548114723164,0.0,-3.532899998026612,-1.3045802349803786,1.0097530667378745,-0.13593343230549834,-0.716239089397714,-0.259753926773757,0.0,2.5375910808984594,0.6614545283687137,-0.026966991639696312,-0.2724206404500534,0.0,-0.2344683188956975,0.6042396756107407,1.1854787162285718,0.0,-0.16059346349346737,0.06763678320853772,0.0,2.8919275705236465,0.5839755997763556,0.0,0.0,-0.7077006602413154,0.001362333360878326,-7.105427022999675E-5,-0.016647463564797602,-0.06634215749701758,0.4334297737594899,-1.3669550551390544,-0.411015833628398,-0.5313294761460383,-0.046636207169255484,9.503214657627467,0.39990289916111355
20,34333.04630850727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8567220446047517,0.0,1.7743119167742254,-0.10103347190574413,0.028152617352511844,1.6077931151201161,-0.19923580748534814,0.5217985015913829,0.4606439671917126,0.0,0.0,0.0,-3.6705893646319234,-7.1121068664562035,2.693298140485119,0.20050462627072824,0.6035544123333326,0.4448577698275443,0.6792272535195143,1.748931003129238,1.5652237034647516,-0.8078641904574031,-2.862567492421347,0.0,-3.6031646797898413,-1.178556270458181,1.056625745340824,-0.1190342159058927,-0.785796767186155,-0.1944550698219899,0.0,2.394869966440268,0.4263741992630603,-0.030447522134389934,-0.28190756621527735,0.0,-0.23106632563957163,0.9056531152112548,0.8974865853037644,0.0,0.022104381772379916,-0.10847985786599809,0.0,2.8859936715007497,0.5768915471654816,0.0,0.0,-0.6543024819027271,0.0013732498693314228,-9.966770409343745E-5,-0.013830769090338094,-0.06514497170181086,0.4888163465577604,-1.4486251546713647,-0.36079286405156524,-0.6543103523922026,0.07075504160817798,10.114926495667522,0.28622870003047207
21,34202.415415210235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8791355680039858,0.0,1.543574766672603,-0.08985881086050623,-0.01596369889695915,1.6716425061165268,-0.1794183508261862,0.5165713641959182,0.12234936997206547,0.0,0.0,0.0,-3.8332251643821245,-7.505556749681885,2.4047019521956594,-0.03014983458984516,0.7002102282553238,0.3114946375381119,0.6263697557977778,1.754155720241993,1.6781793732994215,-0.4966272916156976,-2.9542227053020147,0.0,-3.4876547833757363,-1.069320118493519,1.016449802920228,0.022178537827260744,-0.7526182169299894,-0.0955758289661681,0.0,2.140136520165282,0.1357089502985761,-0.02942889436899988,-0.333894013378365,0.0,-0.37809943540173385,1.255231399489616,0.5294521851134917,0.0,-0.14891487682454674,0.07469163400409959,0.0,2.8004547944706513,0.64401368134565,0.0,0.0,-0.5510850090871651,0.0012823197860185147,-1.6432962697582115E-5,-0.0231415503399003,-0.06343721726557874,0.571465464331224,-1.4668951328070632,-0.2021231205176537,-0.5932420021067424,-0.05502721801299339,10.763441153041251,0.3821179320401364
