Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_40_54,b_carD_age_gr_55_69,b_carD_age_gr_70up,b_carD_female,b_carD_shopping_trip,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_40_54,b_carP_age_gr_55_69,b_carP_age_gr_70up,b_carP_female,b_carP_shopping_trip,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_40_54,b_pt_age_gr_55_69,b_pt_age_gr_70up,b_pt_female,b_pt_shopping_trip,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_40_54,b_bike_age_gr_55_69,b_bike_age_gr_70up,b_bike_female,b_bike_shopping_trip,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_40_54,b_walk_age_gr_55_69,b_walk_age_gr_70up,b_walk_female,b_walk_shopping_trip,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_bike_stressLink_e,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
10,32498.228463856565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3617101810942638,0.0,0.788463220685216,-1.1061876875063898,-0.8776901783640817,-0.4673295681024514,1.30838778969119,-0.8534839291686536,-0.2324593179846623,0.023083968260337803,0.06400616430577499,0.008960712036031743,-1.1030566580088483,-0.9789138743448758,0.5452805802448477,-0.47799111780474113,-0.23815346226708556,0.012475704137281343,-0.17390114591668887,-0.3339783227763632,-0.26925816906332034,0.7170324112663629,-0.8639923824693938,-0.3813244630612408,-1.1668786127939312,-0.5632181726971869,-0.016065988976911413,-0.03938594070666008,-0.13830650527569766,-0.25661896617939006,-0.1275069122933982,-1.0174147453420241,0.5458904182058375,0.016151916240282622,-0.2233285551475368,-0.15252853463583338,1.2920440586852764,-0.46203559796157045,0.2929020604309829,-0.11710070850111393,0.08691336881984076,0.17083268153004014,0.1780021808081855,-0.4633467152480273,1.4152922531589152,0.3803781624386221,-0.19730356406054583,0.04163513675317185,-0.010220811645963614,-0.0032640071696158667,-0.1859746005875693,-0.10926757758061435,0.043727532716896084,0.3986435927665702,0.6566071094982802,0.08923244636017999,0.6283184797122924,-0.33728536747033855,0.7957650506769941,0.2990286570469162
11,32242.135394049055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4888889137863133,0.0,0.8967159074294447,-1.057503828405482,-0.8038274290803875,-0.4772586458962328,1.226852550515337,-0.6006298701775188,-0.30913616641987385,0.21273702645197173,0.058804251769401336,0.0709402989197063,-1.352696228594077,-1.5153151492790808,0.9393638377510921,-0.6880446131041829,-0.29423870365962923,0.06781924755327853,0.020296538982894685,-0.3266812586641879,-0.20767898348946767,1.1988091085879664,-1.2190531523558648,-0.5854736736284246,-1.389815259715221,-0.6928975121931035,0.03492644752636505,-0.10449446379548558,-0.1502616733464334,-0.32232772194197323,0.07579023052722908,-1.0104306807829055,0.6684547757037096,0.1358068691556178,-0.23946656418793094,-0.19625945837518444,1.2618867017401953,-0.5956988229776755,0.36916015940661734,-0.38421711269538744,-0.12067696817545438,0.1387176154619356,0.36557960805818807,-0.7337708760504833,1.4186275866279563,0.33422843123214574,-0.1552511642325456,-0.09835996906456412,-0.009956680202115513,-0.0031144143030877,-0.17596327864378575,-0.10647728530904663,0.07270023904197195,0.3944721078595956,0.7031680560127608,0.13226185136337618,0.7537246010850537,-0.4933804390808329,0.7335728595114679,0.26163901369581083
12,31987.802612591444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6292909792153552,0.0,0.9504202443672496,-0.9460179869597827,-0.7065544010895101,-0.4212123656394847,1.1518984253190516,-0.6451294925384204,-0.08418552552470138,0.36768464449417915,0.08658466397100402,0.08702390235942037,-1.5505757926408215,-2.121066590027282,1.4306721709209174,-0.9225957847103402,-0.34793378622699545,0.13245268895743478,0.30726176226489704,-0.23953140951668245,-0.08685047182093508,1.7388814152590304,-1.5712755800673106,-0.8255792804034068,-1.587495923607075,-0.7522586461246481,0.1132098562330322,-0.24818500129525226,-0.1871537868647314,-0.35987019694010336,0.25958234421845416,-0.7550349711401412,0.5915459450311258,0.2777181081421236,-0.2125462315613294,-0.2444421539139709,1.3904385763649498,-0.8745750747235584,0.39095683303933104,-0.4148651829680927,-0.16497892358077854,0.06284114912238978,0.40743990392023416,-0.7376703154733613,1.3313911465731565,0.3825927956700179,-0.14209713580319133,-0.17919619955359167,-0.009716326547140363,-0.0030158303518930587,-0.17199317752066556,-0.1056351329206735,0.1114991819128821,0.35839021939427534,0.6144637593786311,0.15694813269573374,0.8409517770990572,-0.5587465063978964,0.8358062503123034,0.16291543117658402
13,31887.216359728427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7336762835527955,0.0,0.9729684543558438,-0.8706223806641992,-0.628513595466957,-0.31521378981866116,1.2040892741303575,-0.5968970112609107,-0.12048423015487819,0.4044991951014437,0.0968904518535905,0.06467423267416966,-1.675882081862063,-2.4598513942711824,1.7160831079279033,-1.0524794431227074,-0.38360846390717696,0.14875120032923958,0.4474327862923378,-0.1956217969614864,0.01798358276113718,1.9575404950932158,-1.7198074489299806,-0.9705741324728714,-1.698475265318335,-0.793709699391157,0.16311782049602092,-0.31347723733583965,-0.22338813479714192,-0.3629292566896416,0.2547248820437717,-0.613507171299086,0.5712758931192929,0.34845154182507365,-0.1822493673987649,-0.26556606618945244,1.444360096777925,-0.9503700429494486,0.3652057493634297,-0.3525561504598674,-0.16621630241036178,-0.08496549529305619,0.27645364474829126,-0.7139543546359051,1.2931204210563276,0.4758861964841825,-0.19068011361768572,-0.17431592083405895,-0.009662017207897349,-0.0029767251917110667,-0.16581321346393685,-0.10511304688077629,0.13998819027417916,0.3856083181617466,0.5516244154318698,0.15517921622588074,0.8115046060602585,-0.5451265070295089,0.7140813325178316,0.3011204642037435
14,31827.387030981943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7958330035182255,0.0,1.0160770255158695,-0.8108386001173439,-0.5771813661507295,-0.21972982069100716,1.2633657886920984,-0.5326523535883463,-0.21186417039129984,0.41111154588624566,0.09165082477266295,0.0399742672900022,-1.8104727021100364,-2.712268215627846,1.9244104949108434,-1.1416239549859128,-0.4167108249515776,0.1272466114111428,0.5024095454343191,-0.1773997422943401,0.1231902419940964,2.008658182837256,-1.7767405515793036,-1.091907496179472,-1.6953667754512478,-0.8374844309165668,0.20916712115517488,-0.2877056150801531,-0.23896609525028448,-0.35870088112623744,0.20412645564934284,-0.5047024724034579,0.6507707794690198,0.40974064621368983,-0.1330337676327539,-0.25906861976594053,1.4860471206647696,-1.0309253940486522,0.3188722999588854,-0.34789085444797796,-0.10421467706491748,-0.10238568714392704,0.20031446487073962,-0.6698595646576803,1.2858120121242094,0.5681891341047032,-0.21819557987008553,-0.15025253882717626,-0.009559230148987956,-0.0029081580332107715,-0.16934151062449926,-0.10441638398912449,0.1689166944258056,0.4101000094236471,0.5133413325375613,0.14870904165436327,0.7806976158367794,-0.45586943283039605,0.6347066755543468,0.15469006451954204
15,31746.54048291636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.843632730223774,0.0,1.1461386226043129,-0.7201678028217078,-0.48673722909446,-0.04120905538559805,1.1779029360047921,-0.604957164814867,-0.1571449934649921,0.42033916954845585,0.044738804534468705,-0.0026551066529273137,-2.0757072210631087,-3.167664387888263,2.2643282773838957,-1.2636269747800732,-0.4581817190900209,0.04164770322913572,0.529593548154629,-0.08434228301758412,0.37697793405113933,1.8767977660473814,-1.7376920127929936,-1.3519596118988972,-1.7797327292182303,-1.043391509513319,0.28531915194296575,-0.16905596069336704,-0.24500115622844287,-0.34819144874974267,-0.08610156151254877,-0.40854600650195705,0.8346113628198257,0.511588412835401,-0.12183839488739683,-0.22264395862738795,1.3582650358451147,-1.2915438400953203,0.28275178627745623,-0.2794560258021878,-0.12113488168925071,-0.1775302221809681,0.2576064310576466,-0.7107909108677527,1.2764966269313365,0.6229963382575976,-0.17176243720964768,-0.05828969707486749,-0.009278274705884054,-0.002776564581816139,-0.16086049773858857,-0.10157735144955367,0.24111681157545228,0.3999868538125273,0.544684125332274,0.07417525764426114,0.6149693645519027,-0.27862536824160417,0.5867668564033753,0.1114298133895247
16,31721.143963934846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.870993329461415,0.0,1.2366128786248722,-0.6559194880499439,-0.42464661502389833,-0.010574559057013357,1.1683603852938826,-0.6169134722516193,-0.15177156657297883,0.40134680322492816,0.06280405957843874,-4.587002560774013E-4,-2.1703562619832573,-3.368034934946708,2.357741947297293,-1.281964633223607,-0.44991377037388147,0.006350589372166773,0.527680311622373,0.035409083172053046,0.5036507791044051,1.7806455915615116,-1.6715407623111855,-1.493397649506033,-1.7364279066723305,-1.1282494667266518,0.32073131638488933,-0.10146904602158344,-0.19762929441772142,-0.3395553686749876,-0.03721679938514343,-0.31068214662317406,0.9008024363403759,0.542234291789719,-0.10439893293227409,-0.18480348001122834,1.3494317442650798,-1.4245136526168727,0.325373405333495,-0.262835536961668,-0.1474514860023881,-0.1674658658623189,0.23952858304119432,-0.7346597486415826,1.3811330287169634,0.6005322128684014,-0.10934456035832535,-0.013505830736066385,-0.009256978746586436,-0.002752674489118517,-0.16952189550959118,-0.10256930096689322,0.28750013734817803,0.4367942280972639,0.5326334186601891,0.0658479071716411,0.5375098559266038,-0.22672939767532352,0.5902798073165545,0.16532242485460108
17,31666.474465806004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.988485845014493,0.0,1.4338472660619384,-0.48972013540049836,-0.2888718229449815,-0.013365773414101582,1.1671782591750506,-0.620844791767859,-0.15259971964926522,0.3277207217459677,0.12874255899772402,0.026034243741678006,-2.316621322856297,-3.761568512388596,2.4470565472101393,-1.2585770023545022,-0.39248583544543814,-0.05574999155562261,0.5138174017241501,0.3946524773023505,0.7853760141809545,1.5545909412978813,-1.4698234578742597,-1.8149490387972498,-1.9169679566839193,-1.3241966077704803,0.3830406927366515,-0.06034233763752243,-0.15084576041101028,-0.3744052939517414,0.04301770440454001,-0.29430574263195663,0.9236802705355626,0.5103857912613915,-0.1515628369112074,-0.12173829194629292,1.3222564824567575,-1.6553899146550042,0.45480921483555603,-0.3532888458522168,-0.18275275662316626,-0.049427198040183806,0.1433700844584092,-0.5933277377699946,1.4404039148184415,0.5274956559922347,-0.041363985049145915,0.03680941502520077,-0.009341438209237109,-0.0027935572001221752,-0.16404072629982513,-0.10233180135156636,0.40017684902595385,0.43355848372023653,0.4447889512496183,0.08396787293267766,0.4852348553324968,-0.1415987531391943,0.49793166815149204,0.19601476951885075
18,31620.802258601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.119432169883393,0.0,1.5524552993647154,-0.4239060179847376,-0.22474604311531132,0.0762607088164277,1.2152449543814081,-0.5285574916138746,-0.15393725417399223,0.2903706871865136,0.11858774641201185,0.034987205338927414,-2.4776118655530284,-4.096015419922865,2.4047451438065006,-1.1876946181655068,-0.3335216349918202,-0.09947465626230598,0.4403691730591499,0.7465923429170243,1.0324414383059475,1.3681827271419313,-1.2831184217660603,-2.122640825268967,-2.0188409490688612,-1.4334926809130566,0.4611587640897631,-0.10569563596044099,-0.11201665428869453,-0.3664729521432529,0.13043468102458322,-0.271638890589647,0.9321759815704659,0.4056145593903987,-0.08364013461325898,-0.07891859955242178,1.2123810636077423,-1.8891999672903226,0.5394067457736218,-0.3117526804593889,-0.09503185385155971,-0.050960388252730936,0.25812035868930666,-0.5474989693439606,1.458534945076316,0.5039462466348723,-0.20190232547729908,0.03034722474920442,-0.009396440805386737,-0.002809891444069282,-0.1639031785973616,-0.10201606750903056,0.524695743032233,0.45825889495060146,0.2991943575987312,0.10475159530515381,0.5290829179118514,-0.20163215652209232,0.48911368420799817,0.21386109597008937
19,31592.43668197694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.205094520788848,0.0,1.5694711160546324,-0.41471734698073237,-0.18128382510305519,0.18530624044717897,1.2926939462672467,-0.5099312863865828,-0.05111151237768609,0.2917685610038333,0.04411126164831089,0.02943392879698663,-2.639931298748219,-4.314896226735318,2.296003117310403,-1.1134452695012502,-0.30591707551441394,-0.1222072162031567,0.36086479342214073,0.9728539449481025,1.2007133279571562,1.2851560124985888,-1.1920789824833733,-2.3428571073831947,-2.055560193970314,-1.5561634004102292,0.5224360367927392,-0.12042270361272504,-0.08152672871421915,-0.32425560403058096,0.18029587326192142,-0.23002469723446045,0.9076816917616795,0.3345181644079952,-0.05780110000026147,-0.06054988232134065,1.1654270557058763,-1.9140237461905611,0.5590563040446579,-0.23480007733765623,-0.03669495778862497,-0.06087991430427283,0.29416867742755903,-0.5477012646822039,1.4882841076679296,0.4595508645113503,-0.14470520523851094,-0.062022388242370725,-0.009367145937952695,-0.0027704129014468155,-0.16156825225147028,-0.1015069911357827,0.6323003841495931,0.47753770417316027,0.27385400042655245,0.09482468107346353,0.6296012640367257,-0.26264817080566033,0.35444752935795887,0.1717468406185399
20,31557.719753736732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.278925914744055,0.0,1.447534790647113,-0.40171964359539364,-0.12699271268618537,0.25576546600418737,1.2440064461518463,-0.41196197011130875,-0.010151576482192746,0.2496535061976659,0.1616581421172976,-0.061576144528319554,-2.862789190120037,-4.50471634166984,2.0726798722559607,-1.0010309774460857,-0.3092634526647274,-0.11957921271260506,0.3064618704248898,1.1697844838242824,1.4100421835808234,1.313927797638276,-1.1865940684779288,-2.5701214636257634,-2.0388724990259943,-1.62720080761383,0.5560476388049564,-0.08606972411066466,-0.0994637110859448,-0.24523885893693437,0.14599100806675902,-0.271411775046971,0.967139352827042,0.3184761127068736,-0.11225512739703752,-0.10716389330270745,1.1489686282284184,-1.9091270707567236,0.578167603153678,-0.12097486799126009,-0.008210638980773913,-0.03686173969542292,0.22697191409850132,-0.533272614401212,1.4855625351706068,0.4295999288928101,-0.08429418090677768,-0.14265252930559758,-0.009203716155861241,-0.002692364605154701,-0.16012471995543578,-0.1013078146083336,0.7910444453530912,0.4679758020559138,0.26056335179981355,0.08691647851762394,0.6756493400856549,-0.3214744463390793,0.4217139820660783,0.15905822359638644
21,31553.239008789955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.288433122336172,0.0,1.3592585614728412,-0.1324181511161654,-0.11966330360861806,0.18857211045942385,1.1038107431160342,-0.4008454089061806,0.1796060864112824,0.20055648395085096,0.17825683108613993,0.011123692112990358,-3.5653104351112352,-4.973475268541387,1.3163642703878478,-0.6484734024045088,-0.39147255293553646,-0.05480117778369514,0.2945464738640927,1.7624559054434337,2.1259818821907146,1.5749705325363268,-1.2900440151857382,-3.2240358798089015,-1.8705831275307365,-1.6867587814530092,0.4896830902234686,0.15556275808315828,-0.13375104774225116,-0.005595016515866108,-0.15946749529608728,-0.22134017844642528,0.9436596032152144,0.3320376651026683,-0.1435522221175426,-0.459426361421574,1.1778938732708366,-1.5079837959101436,0.5005344508984112,-0.2813124764031938,0.11475516736782326,0.16631033897974115,0.22059262818544526,-0.5540568637836848,1.586188180252312,0.5167325271104979,-0.3075012961170919,-0.18766360659588072,-0.008817280436607922,-0.002484033594857432,-0.15731241445070565,-0.10252203829564369,1.400531250400979,0.44913360946409564,0.2248224663265229,0.1120104848901795,0.6295541601778799,-0.32340322157003987,0.5395126344829384,0.28492619531616636
22,31502.28643986874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2218219949983724,0.0,1.3960279787368788,-0.17645334926042672,-0.1252023583635816,0.1586529726006827,1.1134384862578193,-0.38313438005561923,0.11434115247407313,0.28158414792011055,-0.0068284758630410836,0.08649972691353225,-3.8323293516927652,-5.103785075491938,1.066578588097083,-0.5581986349561525,-0.4375916811425777,-0.02741352566255396,0.3520622928026801,2.0074981006028203,2.433731507066044,1.6659628020227806,-1.3271929499177904,-3.4542147625963193,-1.8342132101249646,-1.622186739577001,0.42738863028463486,0.16012808859841438,-0.09477079339568223,0.036086921875956836,-0.23505026276370602,-0.24493149446634532,0.9156160359588179,0.3471787530438804,-0.18021695116064346,-0.6048737960990169,1.1499095673226907,-1.3777762387520318,0.41458997814058896,-0.21428675826973723,0.05668695142253802,0.2580967519526347,0.16804413316238648,-0.5257343267657538,1.5545517382725602,0.5017904153477792,-0.27528195802383354,-0.17246158575518794,-0.008709253267133805,-0.0024383110261739244,-0.15667670757345895,-0.10316027212365526,1.6930297078494556,0.42115017853607767,0.18236866468181892,0.15958063830905658,0.5605665996376159,-0.2961344391219612,0.6937081188746314,0.30554299780624905
23,31424.626639100472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8347212888181188,0.0,1.3663710699175464,-0.5293175262954,-0.25626554573211113,0.20235836300299964,1.0016746479851786,-0.6357193145913904,-0.1433564361022684,0.4603772954366441,0.17927979218440188,-0.09335557795085725,-4.662507598143751,-5.187388189313766,0.7657430085383898,-0.7052446304224003,-0.6264184029267291,-0.016701031174090365,0.5838310508181058,2.6355855263797725,3.1278297015887118,1.6355977993894042,-1.3704480962802743,-3.901395048421177,-1.8466551508723068,-1.4042757395950094,0.21269260001791368,-0.023325474819447134,0.14852776959156141,-0.009255955948798404,0.04669123215569457,-0.2984487731516296,0.6358060869755809,0.4001366564191905,-0.40211410523448654,-0.8342018060926835,1.0079986372335608,-0.8643157164018455,0.13605503173297545,-0.1931867236644671,0.07906465287200454,0.2419179223777525,0.2830292663553121,-0.5671532452863264,1.4882080564997096,0.6114816459672271,-0.2931601082134628,0.05513350973151712,-0.008048276936991427,-0.0021588456996315085,-0.14610464294053482,-0.10192228455683673,2.6763507517142697,0.2891133928239448,0.35013113052826283,0.2985787544817152,0.41637570870768165,-0.16723800210221806,0.800900629068965,0.23624724507037934
24,31300.944919564274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.627345223276988,0.0,0.9789059759145092,-0.44984057443145337,-0.36013689689560635,0.07473096742791696,1.0552238644762981,-0.7814990452655963,-0.23684656878268093,0.49374623030129283,0.07091361394012645,-0.16037998980506418,-5.263838951972204,-5.0832568953677875,0.7881244169316481,-1.0133174630224522,-0.7428614965746779,-0.05807640595747194,0.7541220107574655,3.119838796719679,3.508307258474346,1.5227126990901516,-1.3463471658035486,-4.114161298357343,-1.848516782585725,-1.072857768494972,0.08388138089640257,-0.14955596509574218,0.12434504713148849,-0.056116335515240395,0.18620029836505878,-0.48229497873218474,0.6006302060984626,0.4082675347733833,-0.39006637524482424,-0.8798851843574228,0.9553510050585018,-0.6320664318627479,0.11837821808046528,-0.33669269929254236,0.2184265250180811,0.09466918164132412,0.3280001758566336,-0.6344639067580662,1.4452562688828592,0.7039619973186102,-0.11686177336785677,0.10118862733930864,-0.007476744868960848,-0.0019284019490482874,-0.1402837803319666,-0.10185789589556928,3.501184177401502,0.21395846033120391,0.4343775185426812,0.3531401442026713,0.36265795315011184,-0.1630507027564082,0.9489088546114613,0.25489377248425865
25,31129.562644155765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4600842144240502,0.0,0.6955299028591684,-0.5553893514107018,-0.38285151282381535,-0.24338358910715835,1.0081298729907366,-0.7256633006786458,-0.14064818184199035,0.27351960405748776,0.08620108403061644,-0.04281279240052377,-5.918302603558955,-4.770632962309496,1.024343650198353,-1.4700919041172575,-0.8165989050336874,-0.1807520338914477,0.9504081670624489,3.722192540124836,3.927599778861686,1.4264950738345228,-1.273436824166115,-4.248417706753149,-1.8264090982321064,-0.6578701930426483,-0.0422141325021432,-0.2165772645890797,-0.023613819601493627,-0.11325911159075061,0.1824300212235308,-0.5978409122325133,0.5265838515869525,0.41192848096326423,-0.18381489393911604,-0.7974772223878039,1.0502895302451432,-0.3747604941591004,0.1168813204812854,-0.19817228337139245,-0.09236830469753923,0.07251314933168068,0.3700637466790246,-0.6974284673759966,1.4406861085373692,0.8291512890650474,-0.18376175886145119,-0.031018826368758134,-0.00687814437545348,-0.0017054586879002227,-0.13402519183749828,-0.10199089319447668,4.658321826035159,0.1427739355914258,0.6303137246961792,0.3110679928083812,0.40414478235514456,-0.19728389832962817,0.9489047281534717,0.17402978122672286
26,30939.015586453304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3585366976212871,0.0,0.7302253286329065,-0.8248695490442955,-0.689031863409465,-0.3580731673314324,0.851662653626987,-0.38183512380729934,0.02224555553798238,0.22587036735887228,0.12003419666242825,0.035888333916917786,-6.4159556561611275,-4.295425107788388,1.3550567718304598,-1.8110887810085634,-0.8284649054771993,-0.3368826767347851,1.0707653748320782,4.210110139417497,4.403713783831229,1.4718061413563608,-1.1922668456784253,-4.244862643344439,-1.815475833096472,-0.3196007091684319,-0.12973002604887496,-0.14909309051878106,-0.27759557889220726,-0.17703726281802634,0.038697036391971806,-0.5236550531545695,0.38864009989300086,0.46931105965225134,-0.052721133695639744,-0.6109278432077447,1.2309663531234583,-0.30834073762636094,0.1417152064234011,-0.3133914968353816,0.004073136332455304,-0.0704449962619037,0.25523566477824655,-0.6822954058674046,1.4098987690426865,0.5350268243789554,-0.18367371038240354,-0.1201711968375029,-0.006429293018457626,-0.0015957324992961258,-0.12811724295628596,-0.10262069239941124,5.926624973330574,0.056976728236743795,0.8910377171599548,0.18876743339568322,0.48149355856534054,-0.2912628171221565,0.9770466919743682,0.19777802091418323
27,30785.668730929527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4468960161496405,0.0,0.735796712641957,-0.7527826875542802,-0.5416109454430864,-0.2734210357201883,0.9123174248362631,-0.34902738770346065,0.09600714992994483,0.5079644082885675,0.11274661136067088,-0.17430430230338834,-6.731766766293148,-3.7811329223825454,1.5765329165363915,-1.7857661745904694,-0.8099360066024708,-0.4405695619722249,0.8269802651668394,4.258261640474163,4.697606509009556,1.6476267936994724,-1.2152814808537546,-4.039775716137691,-1.8318771976225938,-0.10318187359704012,-0.08690139129606483,-0.25610868301726447,-0.3300239408810628,-0.3307375102376162,-0.1286581596039707,-0.3190952148434839,0.43205307973861146,0.5027830903200624,-0.18151215569260365,-0.38312220124245755,1.3953220961041424,-0.4486229594656994,0.2543581475913289,-0.4688556734861071,-0.2109001617695856,-0.07825198118788468,0.2805105515298146,-0.6372851906524204,1.4452064735499512,0.3306749648099637,-0.3208873230023397,-0.09975278824866816,-0.005950208028890115,-0.001434830027362903,-0.1217125797864093,-0.10284321652484175,6.979964771468419,0.0456064498089422,0.8889727911303145,0.0954608127306726,0.5338189796617345,-0.3395039346275506,0.9104996885560365,0.20870672400305013
28,30713.104956418876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4559873214635144,0.0,1.3046551519862921,-0.2114682387469785,-0.18649698306720008,0.17838442806642374,0.7091463763780921,-0.42903226901462915,0.15461091054173912,0.4876278875424972,0.0017051438615534459,-0.08928649329142399,-6.735620302257594,-2.4023950882646163,2.014121764370156,-1.10444845497919,-0.5743575861963098,-0.29074717661844673,0.4521969900004588,4.4923654850514145,5.019442891003556,2.515868405769618,-1.444854318626138,-3.1567303594250316,-2.1252006930267733,-0.3061483662380189,0.24056087758659905,-0.5126104216346505,-0.22564086886048723,-0.8301391545536116,-0.12987542673350977,-0.1402645831639644,1.1936282259508844,0.5025012209173073,-0.709522002153887,0.0617565190114292,1.5622181230908767,-1.2045619433574002,0.1098028969848028,-0.5104086575942942,-0.18131068446162943,-0.4455584598149082,0.23606214509555717,-0.7819544510902482,1.6512105112807471,0.9377976222532244,-0.3098962805005853,-0.3631665761527939,-0.00579269938368726,-0.001629559804692457,-0.1222893474597241,-0.10707722379854244,9.656930359613519,-0.05100409090375861,0.9938021274270831,0.08445525272058897,0.5751608781296581,-0.3282145017698585,0.6913749427671775,0.12091174534692713
29,30636.890795072217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5705140943144003,0.0,1.232047685577397,-0.20965295480634089,0.17240154166160943,-0.007609834694612183,0.7153152770223543,-0.24181242884989296,0.12588176472611431,0.4785279702592184,-0.06321540219574148,0.08659596791707375,-6.923649623125853,-2.015965091385482,2.1391562022045827,-0.5040436005533988,-0.37493515017409806,0.13725145434002706,0.2990580843299908,4.033575755196678,4.528099394918157,2.4467228409015727,-1.7411417597025505,-2.37668348064092,-2.5552361023024583,-1.0658317967188948,0.4254161661701408,-0.33624489562335025,-0.26429397450520786,-0.9060059242639223,0.07255730049285017,0.2732408799393682,1.1393576185076255,0.6695825278814609,-0.5474263224173176,-0.3959622094281329,1.4479630700012256,-1.8706317656306695,0.17689703438442983,-0.4879974299181742,-0.06682638353240623,-0.5510507019662392,0.2395905556240542,-0.7915026060175505,1.5248854063039419,1.2384013039534925,-0.186199907438988,-0.16042047871901904,-0.004745697795334318,-0.0013094491309970672,-0.09915538095486004,-0.1030920286565321,11.126660630340554,-0.1157425790548514,0.8973956109871511,0.03964000852672982,0.4862225022533527,-0.23378683508650822,0.5699661172257489,0.10880368520628755
30,30535.51010786563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.631570397675607,0.0,1.1941225940861955,-0.0389802837410565,-0.07603497722778882,0.07609972053206712,0.7986625439310736,-0.23360100070900208,0.13224060944087085,0.49321880056224987,0.07151879500100072,0.09982259876434955,-6.867169141278168,-2.003047039064856,2.2207988115297495,-0.18081096782197909,-0.16447479510868593,0.4595414968147943,0.4255369137289829,3.846963976061641,4.113858512394545,2.3819532371386374,-1.90760972395355,-1.942254604733765,-2.7289735805609254,-1.3687341738084509,0.49648870293591224,-0.2762670877414673,-0.2565786871684941,-0.9011956338755335,0.09374748480700827,0.3502520819202359,1.250233850286056,0.7474501199529636,-0.35143070197205545,-0.6923339584007484,1.3648492488902442,-2.1131454446639792,0.18658134543357976,-0.3541177430373713,-0.15153436152515298,-0.4693415693595624,0.31818234065195306,-0.8093516943869453,1.5120074164780188,1.1302589917047798,-0.08973932600601452,-0.03069329705456028,-0.004530303885264412,-0.0012729114026739383,-0.09289196406008916,-0.10228496290646498,11.831629342058797,-0.0707914346933134,0.6067299179724169,0.06183517128635024,0.4252629965169029,-0.13653624014636664,0.3891796763396989,0.0737760831920779
