Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_bike_stressLink_e,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
101,28856.129019058717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7260451156588759,0.0,1.2247013422120534,-0.1736178074570284,0.07563833751366855,0.936087352090224,-0.31434674637105914,0.04491674666529643,0.3198093327333741,0.05722243310911933,-0.007469981911048262,-2.9579686279048873,-2.123208287813686,1.5510760485801824,-0.23394267006866065,0.1655437054870685,0.42007234790141995,0.36897519561506287,0.7684231550527031,1.0335928174518951,-0.543827692366801,-0.9292459927995753,-3.3720603178000217,-0.2766148960002957,0.3698945729326258,-0.08671076933347208,-0.5577339440316658,-0.5071547769870168,-0.022551829950135386,1.7843332356530486,0.5555313600568559,-0.37945935621075566,-0.6465796484582753,1.114419036970974,-1.6090350923566792,0.5394244216573544,0.02799236593485319,0.03964475124063002,0.26266875608852824,-0.5886128633101247,1.596202448268173,0.5151483213532894,-0.14233545409379703,-0.08698929383707715,-0.0024495630305323584,-6.194848743508672E-4,-0.051013112206898005,-0.058886667590478885,30.97575836910772,0.060764480323029696,5.999500456856227,0.19841758692393868,0.7011290758323372,0.593248325070433,1.0180210608658513,0.2802556714511796
102,28856.104328097517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7264172419865218,0.0,1.2245420967055858,-0.17366911733493032,0.07561768856389921,0.9363546705143583,-0.314022360354518,0.04512772857540079,0.3198152984331618,0.057212414907727195,-0.007240794356184332,-2.9574276715368373,-2.1235203012587296,1.5504434994251444,-0.23334977018181505,0.16491266331542534,0.4211557148393661,0.3687797677262063,0.7675569146871015,1.032964234784825,-0.5438853304461407,-0.9286046759061363,-3.373804618079463,-0.2797517500094214,0.369738565937998,-0.08658779028942419,-0.5513347816952017,-0.5066419625779628,-0.021663953818436818,1.7852828623204213,0.5548874149750144,-0.37968284546471426,-0.6469098177201954,1.1138624548436422,-1.6070892191274821,0.5394815254625407,0.0280042142560437,0.04198157724944724,0.26258318712161205,-0.588711603621896,1.5961348556227375,0.5150636561241709,-0.14238272969332172,-0.0871825175251513,-0.002450562306726534,-6.19978953488117E-4,-0.05120384074502301,-0.0591712966515218,30.663147517684237,0.0622427705418146,5.955279458117197,0.20246042713489146,0.6981045120790949,0.5867946282887326,1.0177084218747379,0.2812179752080944
103,28856.063409965285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.726374172277006,0.0,1.2247388838624247,-0.17361771778507507,0.07577161739976497,0.936189032260858,-0.31413534559385276,0.04517024848464684,0.3198695340314219,0.0572241374321671,-0.007290153290586998,-2.958808095476183,-2.1231834230521804,1.5508769949069359,-0.23318748567303849,0.1651429099414996,0.42141166907915656,0.3693865395256533,0.7678301697631985,1.0332116565643856,-0.5432479338753852,-0.9291036664429565,-3.373870487911495,-0.27871088895128976,0.3691864814434933,-0.08628898376181567,-0.550063574292335,-0.5068505806029217,-0.021786398661978894,1.7852820330149228,0.5554154404972126,-0.3796607034190957,-0.647601891408716,1.1149650518002332,-1.6109509223089131,0.5394429242538767,0.028072679082180564,0.03956323839892049,0.2625932129832124,-0.5887732748910832,1.5957831715263533,0.5150862318777581,-0.14239390124209206,-0.08705408028731017,-0.0024486392389852793,-6.193445014226745E-4,-0.050666940112973,-0.05871631504415118,31.088513693213244,0.06972670838814564,6.029423316513655,0.20824435538499803,0.7084781644845002,0.5947735357935338,1.0211527943742196,0.2802934750774708
104,28855.97846457321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.726272710746707,0.0,1.224498420728558,-0.17370710487339497,0.07556688628788047,0.9362253133998701,-0.3140601260552311,0.044962083526159574,0.3199221956653898,0.05721487617829516,-0.007304478784389922,-2.9567703884562744,-2.123370744370502,1.5507718651245752,-0.2338108050264137,0.16512264573183216,0.4206005776055505,0.36884303909569854,0.7682316350612555,1.0335653395297817,-0.5438976844358836,-0.9289355091633282,-3.3706280396026496,-0.28712607741434487,0.3695383045508674,-0.08641214073291659,-0.5438746965512393,-0.5075772321090746,-0.025116750958479234,1.7842737047468349,0.5550606927632991,-0.38015221731889365,-0.648520244385213,1.1148713382986182,-1.60811589680911,0.5396988052472124,0.027977090233702775,0.03967366849312173,0.2625138215438463,-0.5887455478265862,1.5959948147884089,0.5153544694925588,-0.14232561481828568,-0.08705196391625375,-0.002454317974733321,-6.211178543248794E-4,-0.05063703453422636,-0.05870340278409633,31.000586794162075,0.0810852024740575,6.030148166166527,0.21829578001438246,0.7077506321879093,0.6001327592699339,1.0271157904587984,0.2805274701846763
105,28855.29618017997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7255198251963546,0.0,1.2230047462530327,-0.1742426590482158,0.07431574520799901,0.93578926648443,-0.3136849754641973,0.04362492798314437,0.3208957613848217,0.05715777056749003,-0.007483193191045915,-2.946078223722053,-2.123368550667387,1.5518680314837257,-0.2370385052812212,0.16560214183298527,0.41682579168395295,0.36804942811142627,0.7718152928504322,1.0372909103102366,-0.5451281726115096,-0.9293556694557978,-3.3395240861528674,-0.38000656471944055,0.36814598909786506,-0.08507708371835071,-0.47827289737150336,-0.5167182882697853,-0.058573259945265986,1.777575211719128,0.5555894427382292,-0.3855746298085809,-0.6631957837225965,1.1184231547639643,-1.600004817553132,0.5415021650518573,0.027374694040473966,0.03533353837845904,0.2614173906155688,-0.5888661953971799,1.5962484222681252,0.5180673700713414,-0.1417467306205786,-0.08639152210963884,-0.002500305853872452,-6.353613324729397E-4,-0.0472876719751072,-0.05644389558567074,31.58268226000707,0.24980789281651478,6.340934103557115,0.3540689094951156,0.7534919218443396,0.6833556867130026,1.1062933681966611,0.28528023474867065
106,28854.559587253207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7234083007001928,0.0,1.2209845531223502,-0.17585831527529425,0.07250857328055743,0.9349028790710185,-0.3138875094471272,0.0433516653929149,0.3208384604922991,0.05742281062537252,-0.007699179989327047,-2.9488440608490896,-2.121674054582828,1.553297536664176,-0.2375331226186938,0.1675126587865624,0.41749274524014324,0.3678028252281591,0.7689310489729827,1.035658132986439,-0.544966886699918,-0.9284480367321979,-3.30804316277508,-0.41274503106536997,0.373379744019597,-0.08347207863702175,-0.47291028642902877,-0.5195136436199758,-0.07930343541223873,1.7630140232806166,0.556748824108157,-0.3883208219429916,-0.6646496131399475,1.1133973769715808,-1.5850781611855553,0.5417662281312275,0.02682701232244872,0.044699970230601495,0.26138963438557916,-0.5877467323579069,1.5978708857036528,0.5189302061529887,-0.14098773496875353,-0.08563089974438065,-0.002487101975932641,-6.303967944536001E-4,-0.04636649752718189,-0.05527869517989107,30.81224023484747,0.36128901229682603,6.430414817808736,0.4423419383431924,0.7853465293126375,0.7092211122938248,1.1545600274706178,0.29930800044739775
107,28854.111624870122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7248195735398657,0.0,1.222568957618684,-0.17493272314077687,0.07362681691622901,0.9356120874739354,-0.31380911241718795,0.04390543694635299,0.3210725372047849,0.057204701751136906,-0.007452099509072896,-2.9493714146372927,-2.1245473234585264,1.550906071375544,-0.23582025488384195,0.1638924166648514,0.4204013119271277,0.3681506630357516,0.7695821557215359,1.0360602363092242,-0.5450662143989458,-0.9268921969365193,-3.3036712480284804,-0.4344536244241881,0.3692864222129816,-0.0817975967115444,-0.4744114514757737,-0.5150633364754433,-0.07225826785631007,1.765788603480156,0.5599829603724242,-0.38466794293242773,-0.6621571508278051,1.1166448710885435,-1.5903386787859972,0.539844735511569,0.026858774738316705,0.040761107269961974,0.26161970558213504,-0.5875483299648421,1.596328958321972,0.5181038992011252,-0.1415390595079531,-0.08659857975638077,-0.0024845603769840124,-6.307481327695176E-4,-0.04501081370728237,-0.05448736185892631,30.53857049754328,0.44392558255190917,6.529313124391936,0.49934313452711426,0.8175452678900726,0.7231845321868607,1.1757303903792482,0.30380465411400315
108,28853.896395355794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7241350458846916,0.0,1.2227108397308357,-0.17486125568257416,0.07370220743707544,0.9352125266157999,-0.31438985732614444,0.043934596028140545,0.32040178764769645,0.057360781711779274,-0.007601085529105197,-2.9503252991687563,-2.122745075340393,1.551777181962175,-0.23719395101732257,0.16669980271812193,0.41693986205684735,0.367833065276271,0.7709311229507304,1.035701564463533,-0.5454667231790622,-0.9290111878419857,-3.29727829021735,-0.4211846865671762,0.37340257183267866,-0.0840292561599173,-0.48865852248616765,-0.5116031823507136,-0.06748147548213924,1.7610487695549277,0.5579191159495567,-0.38223743017013445,-0.6544055527558934,1.1133093060927044,-1.5886836725585227,0.5397156795875566,0.026612372840062626,0.043602014263379965,0.2618867590721435,-0.586987133425115,1.597533338398458,0.5178407786943238,-0.1416339300222549,-0.08738851540760964,-0.0024789579336761507,-6.280754902772557E-4,-0.04625440596029461,-0.05461661938278801,29.959171968501604,0.4377877028618538,6.4628879381714,0.4965816000193365,0.8309555627477858,0.694000839958898,1.1680019185677257,0.30735069609670407
109,28853.395883955214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.723846434319886,0.0,1.2226459745696232,-0.17462561460704734,0.07370596338245455,0.9350070387819351,-0.3147827760200338,0.04407493985357379,0.3199956220575859,0.05739673183854817,-0.007405467096301643,-2.9524957779894905,-2.1215721907575302,1.5516739633566003,-0.23664366019035393,0.16816117977959122,0.41686387927570295,0.36802634914135707,0.7696271612219877,1.0346190109383404,-0.54452331697389,-0.9296891009558201,-3.272044200834681,-0.46026864512700083,0.37699778714660703,-0.08497295389623558,-0.4777405453189288,-0.5074273362935885,-0.0704586550214119,1.7544910216658034,0.557496805098921,-0.38045638065410486,-0.6493305021139856,1.1121209120373183,-1.586163253655147,0.5389220374629005,0.026508564585826993,0.04656094951144546,0.26197299550284947,-0.5860221757943119,1.5977881131931415,0.5175362704110767,-0.14180650550046137,-0.08816545132944016,-0.002472393532450431,-6.255176927925835E-4,-0.044278431457393894,-0.05255488755047792,29.949114306576828,0.588626217274732,6.717718092380485,0.609626256645853,0.8968777960148,0.7318812994457745,1.217772136018523,0.31956823060073036
110,28853.017944621755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7250633974113383,0.0,1.2240741387679832,-0.1736964156500618,0.07465055509321672,0.9356730545847444,-0.31483972336977784,0.044782961192885086,0.31983667133137733,0.05718843019951151,-0.006854753169420719,-2.956499502435184,-2.122900356218406,1.5504129073814827,-0.23395903735037937,0.16636477543547062,0.42056200853458914,0.36928507286098206,0.7674132924295499,1.0331266045027454,-0.5423795924046431,-0.9290807597502249,-3.2757147278936,-0.4796387683769955,0.375554885143602,-0.08529347257435019,-0.48335151980596275,-0.500987008536086,-0.05440843346823421,1.76237524843378,0.5583815548915624,-0.37682547267369815,-0.6448075899773695,1.1127816018404624,-1.5918645979817485,0.5376389114736907,0.026729092489409335,0.05117221122159708,0.2620827600021265,-0.5861039980550242,1.5964335543393036,0.5160897425442534,-0.142408567981754,-0.08926820837451732,-0.002460268134431825,-6.224365520425047E-4,-0.043563726904827904,-0.05262151861794532,28.842634506692367,0.6518394005092656,6.660933932227656,0.6461251099073387,0.915877562834092,0.7174939050752533,1.2206457508513655,0.3296975264584497
111,28852.93681300981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7251512573048833,0.0,1.224784933068741,-0.1737145064378877,0.07541794687183731,0.9356224050655155,-0.3148257982782369,0.044969640765470505,0.31987000116207864,0.057114653833847735,-0.007336397865941622,-2.9554380001309464,-2.1242294793764263,1.5496419870802014,-0.23466179131823373,0.1633999314167449,0.42162871017394493,0.367099925753474,0.7681930073056524,1.0337513527213782,-0.5454923178945589,-0.9294096302214541,-3.2810938514557435,-0.44962949449843725,0.3770463418555005,-0.08559775924220595,-0.4899251988638259,-0.49742991206137865,-0.04746603729764475,1.760183003578106,0.5582995053261863,-0.37460328034323986,-0.6417479940896137,1.115498092537911,-1.600226415317933,0.5373665815007445,0.026834785643028436,0.040029471701714114,0.2630201515755516,-0.5859150593460261,1.595352149585813,0.5153545625845725,-0.14263779154131556,-0.08973053427918617,-0.002449080839939619,-6.198166543617922E-4,-0.043902292590945906,-0.052486439165153574,29.395118365155593,0.6299266889663606,6.714767375361439,0.629168188601558,0.921524304036495,0.7154993397495663,1.2018958161567015,0.3227126361259428
112,28852.919857250552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7254476795117224,0.0,1.225120643291916,-0.17287921644515652,0.07550652618878832,0.935729385104038,-0.31510865324162407,0.04506814180431891,0.31957635440680066,0.05702724861912562,-0.006919560557097842,-2.9588693469480734,-2.1234901531223747,1.5497101716830086,-0.2327736258298004,0.1661313687316828,0.42066208354872753,0.36977177146643353,0.7671359210757763,1.0327758175149697,-0.5419197039001071,-0.9282322905628795,-3.2782249170600135,-0.48145164112649613,0.3767600767778131,-0.0870386525548088,-0.49017288930227765,-0.49642525630541146,-0.04255520654041204,1.7655803569389688,0.5574956337490677,-0.37420485261499137,-0.6412528672488645,1.112629736420825,-1.5994164147065517,0.5367612448442122,0.026791180184556417,0.05461978174849947,0.26241906067165593,-0.586016316761902,1.5957189706370882,0.5148929778841173,-0.1427471761143809,-0.09010468162409012,-0.0024505909770626416,-6.194993200875691E-4,-0.04335637485154087,-0.052459817509135566,28.71665183020359,0.6804483673076579,6.67562560672982,0.6557492605958425,0.9344836771470474,0.7093703190279583,1.2095593600704297,0.33627350358602465
113,28852.873647782944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7244495968840974,0.0,1.2246362285766654,-0.17398295981042636,0.0751946501574404,0.9351712247895065,-0.31500632896101854,0.04481648493134485,0.319880523702725,0.05712344869639383,-0.007683576282020512,-2.9542832803542955,-2.1235252817056574,1.550450650189204,-0.23603295710932287,0.1636616682511845,0.4208679880456636,0.36636755100449986,0.7688705702200056,1.0341945377939095,-0.5464086468989772,-0.9303944899953169,-3.2692419624263183,-0.4681825397018008,0.37975570197961767,-0.08609566553627626,-0.4859165924158308,-0.4969190846464108,-0.051612715641785115,1.7555185769481036,0.5582410581576169,-0.37412660289744026,-0.6420919968944813,1.1157131499998334,-1.6032710206611982,0.5375517724768094,0.02646889668908233,0.03920433847691713,0.2632575253163445,-0.5857505073366177,1.59539074321812,0.5155215514515344,-0.14254010562944025,-0.09003795000417404,-0.0024498008387605547,-6.199455579508078E-4,-0.043448659165522735,-0.0519117445962825,29.21216823910636,0.6896616090518776,6.765813923841694,0.6635838234035631,0.9476149278359571,0.7214376787973961,1.208112177126649,0.32919486992666014
114,28852.79002667397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.724850408620314,0.0,1.2248034128583456,-0.1735312413109448,0.07529425120968317,0.9353732286105312,-0.3149934184089246,0.04502564532398041,0.31974487948118446,0.05708605094710226,-0.007380566769348638,-2.9564389582267157,-2.1233259199507115,1.550141141521894,-0.23434705869530464,0.16464220253243414,0.4208756315615761,0.3678428574775659,0.7679013961587055,1.0334638280732191,-0.5442837072437968,-0.9293919813788781,-3.2679892677937152,-0.4838328611293397,0.3794647821045397,-0.08617388428819783,-0.4848732166028561,-0.49628167405471363,-0.04904784779193143,1.7585287491587076,0.5578981558977777,-0.37407294359338,-0.6418175105486473,1.1143432823975332,-1.6033772735643583,0.5372430619408971,0.026468860477914215,0.047645862382026276,0.26292781877087584,-0.585872788116509,1.595506205083153,0.5152551863218522,-0.14259024903524978,-0.09023025513291562,-0.0024492109823567444,-6.194432711373374E-4,-0.04312616916244764,-0.05186899711396674,28.78409291258436,0.7234460002114448,6.745659135668181,0.6810044435007245,0.9550874436836424,0.7200437494385462,1.2124627338171285,0.3376775303183518
115,28852.7405760417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7253327686862754,0.0,1.224905972634678,-0.17325898894514669,0.07552892169465145,0.9355305078135887,-0.314816702058447,0.04531280195026212,0.31968918144951214,0.057067413489044476,-0.007202370222455991,-2.9582401927466218,-2.123245967032873,1.549811959893646,-0.23317452703925937,0.16533641029551416,0.4207202615864446,0.36885362401820937,0.7673666735014656,1.0328965470667297,-0.5430486467874702,-0.9282772155402401,-3.272894859652795,-0.478819687746939,0.379317394849577,-0.08581216699064353,-0.48312776602048785,-0.4963031665965111,-0.04591489486154429,1.7613386964682964,0.5572859764369712,-0.3745254759345955,-0.6424105229960736,1.114025167539552,-1.606747950631112,0.537200299199691,0.026615281314352646,0.05238903586716453,0.2627988198452898,-0.586175621228391,1.5953872498594859,0.5150298586656543,-0.14260488539622257,-0.09018110490125765,-0.002446331986643602,-6.184062870678666E-4,-0.04313105062677454,-0.05188111120418269,28.961854154304984,0.7228757334871172,6.754568469807665,0.6740884385012055,0.9543211677581196,0.72221583900492,1.203221903617541,0.34123723824095
116,28852.70039972678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.725193330608288,0.0,1.2250584616952587,-0.17330202257666733,0.07549661861048915,0.9354134378025322,-0.31495440455721757,0.0452260793090166,0.3197937329683645,0.05703285245671499,-0.007350904745870227,-2.957962026720671,-2.123490099180283,1.5499749640784748,-0.23409384762088967,0.16508259975471443,0.4206889668399107,0.3684886486714607,0.7679573930138968,1.0334757063841018,-0.5437615726449478,-0.9284996119456961,-3.272813032012821,-0.4800804683825697,0.3790418675335304,-0.08578399167641708,-0.4886077651098885,-0.4966596192566804,-0.04543844053714977,1.761815543546405,0.5579633115617803,-0.3742546737298949,-0.6433617392937252,1.1150810860791336,-1.6096181574264357,0.5370178401966351,0.026597364477442445,0.04964899945671741,0.2629469673064439,-0.5861972682974831,1.595175613680649,0.5150114415781955,-0.14265824818340858,-0.09006577799676721,-0.0024461038836703095,-6.184363352859256E-4,-0.04300760479267345,-0.05180105251297826,29.22100975112013,0.7252081024845561,6.775516170958925,0.6663141841298923,0.9566930487799358,0.7254769955286929,1.1978736399186918,0.3410194130837797
117,28852.666734281735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7253670230020042,0.0,1.2249843717938764,-0.17324703994347024,0.07551257191126841,0.9354296396428283,-0.3148022878584086,0.04540056576063002,0.3197636894736682,0.05705907545292861,-0.007287633868941904,-2.9583152197325897,-2.1232839836065773,1.5498904361519064,-0.23344514790318366,0.16521794941113324,0.4205805465432887,0.36879791996305955,0.7677989253629444,1.0331340248318674,-0.5434928144675286,-0.9285337164835445,-3.2747084652936747,-0.47775621539920404,0.3788766369064674,-0.08559145721542502,-0.48943679369586507,-0.49705753870245806,-0.04491849311240944,1.7627400836321379,0.5575111723104733,-0.3746158283149007,-0.6436067080422033,1.1148835032217963,-1.612401332253456,0.5371257819584003,0.02662976424526357,0.05198841808527191,0.26288936995406226,-0.5863903173216513,1.595269373369251,0.515041852444151,-0.1426022577626641,-0.09000027873698181,-0.002446492573597151,-6.184103819803095E-4,-0.04304579258325678,-0.05182198239152714,29.462941885789306,0.7190391977506975,6.782392599677642,0.6545835546697204,0.9556883757108192,0.725955134940634,1.1904592196342887,0.34261032473879377
118,28852.63758913689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.725212564020746,0.0,1.2250338281401416,-0.17338033519120474,0.07543470147324922,0.9353525947808532,-0.3148748304394472,0.04536704525281108,0.31983031481867297,0.057039789803685605,-0.007390741987309578,-2.9581164799262787,-2.1232954085392004,1.5502282999647758,-0.2341667044511586,0.16517861097903183,0.42059620333807124,0.3685494926950736,0.7680525781910909,1.0334395992189591,-0.5437310829255624,-0.928743641601527,-3.2720126840711266,-0.4832552895332225,0.37944288584377883,-0.08535528903370128,-0.49120722690378454,-0.4970585847454495,-0.045755117880924255,1.7621266770182487,0.557995128752064,-0.3743872047815716,-0.6438218624377279,1.1154837849764097,-1.6141521236434573,0.5371666307212045,0.02654082883182267,0.05063448407375138,0.26302262437264584,-0.5864021197321359,1.5951074829067762,0.5151067041034714,-0.14258527862764697,-0.09001228577006214,-0.0024459540587388746,-6.183521127557945E-4,-0.042821062200499645,-0.05165233873761805,29.537995569495926,0.7367545826232511,6.802741298531783,0.6576656893199129,0.9621891147995292,0.7300166527262147,1.1903497058072285,0.34460265649192234
119,28852.47197049953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72531008150015,0.0,1.2250966840341548,-0.17356583986317226,0.07532094268204137,0.935221488717698,-0.3146821466870174,0.0457856296506019,0.31995608018749966,0.057062567592485756,-0.007544345085859343,-2.95847653552404,-2.1229835211183543,1.550647835993352,-0.23452023643773165,0.16524254855965484,0.4203831968244556,0.36855043322270137,0.7683831434156206,1.0335892291621958,-0.5438366464200937,-0.9288367960790707,-3.265440541510575,-0.49781015363495584,0.38138288425672207,-0.0837178809697026,-0.4985508109409937,-0.49777625390561364,-0.04812350971201617,1.7616365037331392,0.5582000768022819,-0.37454822873986127,-0.6444116932308854,1.1166072579307234,-1.6270555348602955,0.5374471737526141,0.026349376962531233,0.054094827951047926,0.2633117100536338,-0.5869115641820674,1.5948334721214201,0.5152962909712514,-0.14239662061576078,-0.0899038479201342,-0.0024446889484877397,-6.179225703906685E-4,-0.04214049467531799,-0.05105286923736184,30.362752605580816,0.7947884509417456,6.890180323846275,0.6396241293928971,0.9847147297099356,0.7468567903835426,1.1730396918522439,0.35876072887672117
120,28852.34963856626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7261351369747957,0.0,1.225523340611434,-0.17358825984809428,0.07568639814050417,0.935417094516108,-0.31424242993650053,0.04662664825886216,0.32003358223735767,0.05709172644657428,-0.00752417259751871,-2.9600133141109,-2.1224523950638536,1.550475720479323,-0.2339897050881688,0.1650006209957775,0.4210912188103906,0.3689768275647472,0.7680173124468846,1.0329665132268915,-0.5431933990327588,-0.9283036620192678,-3.26716329785336,-0.4897332786109137,0.3837799254949717,-0.08119045465352982,-0.5076884780945954,-0.4968809646067478,-0.044712939166271566,1.7633667995211975,0.558388812125486,-0.3741599717129821,-0.643924529356632,1.1196659095478483,-1.6474376078853648,0.5377924878676572,0.026352626442305606,0.05568378253859988,0.26381786260301654,-0.5878521786298778,1.5939701074839232,0.5151775189658538,-0.14225649339082402,-0.08975557452675823,-0.002438132624541775,-6.161463312882549E-4,-0.04146136253332144,-0.05039254182816267,32.18435803722229,0.8336029881645881,7.045343145744602,0.5848517819990594,1.0065612042299652,0.77049784291364,1.1369873573048923,0.3717954731128157
121,28852.282772661398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7255855511941653,0.0,1.2254149102429763,-0.17355096978831383,0.07545655869719553,0.9350308568603819,-0.3146149210480649,0.046219305268073864,0.3201277278687005,0.057017347700697996,-0.007793406983368162,-2.9585508322263747,-2.122867243035325,1.5510276242970369,-0.23550813735409243,0.1655389326568759,0.41948154794017817,0.3683215082918959,0.7693394168821117,1.0342184564602934,-0.5446110011893964,-0.9286614130031224,-3.266858589237934,-0.4937558253930006,0.38254304164686215,-0.0825354296657066,-0.5178546559334846,-0.4987498625063349,-0.0461509374128528,1.7637417167449876,0.5586414942300801,-0.3744711502241534,-0.6454621403905367,1.1188678854163072,-1.6440453291403498,0.5374016926627339,0.026253973297863213,0.05523271574544744,0.26369229683324547,-0.5874813945557729,1.5944389060598463,0.5152335344115675,-0.14240317567900906,-0.08967936541791419,-0.0024434235933823603,-6.175578242624202E-4,-0.04183583735235122,-0.05074273376785182,32.309186218428515,0.8057865342925141,6.990752069776223,0.5520836216347186,0.9983790403542475,0.7586525848862948,1.1330005095767512,0.3700967837762341
122,28852.228368093092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7253877990163524,0.0,1.2253787987520777,-0.17332205399054984,0.07540615356932148,0.9347253764633726,-0.3147626879036191,0.0461050784172046,0.3201543875523859,0.05696570529293125,-0.00798679420088007,-2.958326470953568,-2.123081724185042,1.5511523378993834,-0.23566881904821138,0.16576539963532438,0.4184177351541976,0.3681243380834851,0.7700026785792098,1.0347513819962224,-0.5455439516736792,-0.9290539773523507,-3.27093714935349,-0.4893510447874096,0.38085109433588527,-0.08351854863319387,-0.5354488312245906,-0.5004249686703867,-0.04494170096868886,1.7657651376466004,0.5586467395478406,-0.3748539646953368,-0.6463101849257104,1.118324888748778,-1.6456378178706663,0.5369478403461952,0.02622601545255775,0.05646679585121855,0.2635907009500266,-0.5873323080559689,1.5947656500189233,0.5151088349583062,-0.14251986719085855,-0.08951416513897038,-0.0024452293539064473,-6.178258324209139E-4,-0.04210998840008152,-0.051055611364899556,33.17450217840979,0.7618552180941945,6.971857259586461,0.48473720491347544,0.9894143724102843,0.7488640567247331,1.1185901902497986,0.3692463361607566
123,28852.203654188135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7257393921854995,0.0,1.2253375681348098,-0.17343836179341213,0.07549246556184633,0.9349077808849966,-0.31441715556861854,0.04649997555647145,0.3200977640459592,0.05704851748080838,-0.007783481705545265,-2.9589784510668116,-2.122538050876049,1.550948413270266,-0.23470788519734853,0.16561120299376064,0.4192239477416044,0.36856993239684915,0.7692538360639712,1.0337778474674015,-0.5446388617791578,-0.9290657603281263,-3.267473363946118,-0.49367243894230767,0.38236442684120386,-0.08242610509842807,-0.5271165422561302,-0.4992395287185708,-0.04571669914585385,1.7645224713809644,0.5580863726510229,-0.37481522373889864,-0.6452636326583417,1.1185232462380061,-1.649563789222025,0.5374094850037383,0.026223976927258898,0.05915792779505588,0.2636454696436658,-0.5876686264012743,1.5945519422165133,0.5152066119928078,-0.1423562959890271,-0.08964060423932661,-0.0024431080251974516,-6.172347196336469E-4,-0.041733319971317184,-0.050673630640307894,33.175378068932865,0.8016940349911348,7.0179903159006445,0.5042301441941044,1.0028581173549243,0.7583061837529292,1.1217028116155905,0.3753222106121876
