Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
11,32225.345080037998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5793022203446672,0.0,0.9436289179330226,-0.8972843204224403,-0.6259366770328286,1.4140309060748384,-0.8477364973483283,-0.16727733389432484,0.06370575459011435,0.0,0.0,0.0,-1.5602719324945085,-1.3358859692483485,0.7100242568641018,-0.7662092647402363,-0.008565044006087728,-0.1412365001449831,-0.4217377552750103,-0.4305905315527359,0.8839268105892029,-1.079971402140571,-0.4988347719267643,0.0,-0.9151924169119686,-0.6813879827289504,0.07433581600276129,-7.911905719240643E-4,-0.33412471987253234,0.035804209516326936,-1.0158861315838708,0.8707547783206835,0.09526229360823771,-0.13155810407324253,-0.12043277882870107,0.0,0.9835488137600884,-0.630511878038237,0.18725458130920142,0.0,0.02740243166131276,-0.19974329428400361,0.0,2.8951884376674135,0.41781819284411714,0.0,0.0,-0.5475209595889168,-0.007968505513343405,-0.0023200095763884505,-0.1778768947222955,-0.2200271690510081,0.0726356896548179,0.74898582483609,0.7930929011989667,0.07149037569756399,-0.4752880821539719,0.2260897574550249,-0.07581751470493592
12,31967.538337332913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.779891295562609,0.0,1.1147718034815606,-0.7134428157707154,-0.5193856263829386,1.2891353013129951,-0.7866479003686704,-0.011532698765757854,0.21011856521237499,0.0,0.0,0.0,-1.8231796607118258,-1.8926994238722619,1.1053779513561643,-0.9582848973832574,0.06030077264401255,0.11969877868773207,-0.4014288611092327,-0.3445052671430383,1.350041253945227,-1.407015135378635,-0.7007386569302129,0.0,-1.0840281246212902,-0.8863705711830566,0.12995366542598355,-0.03359133034433165,-0.3929529040262227,0.13446446836529205,-1.1344509599574435,1.191995112220307,0.22923609447884186,-0.19652879605847784,-0.1921824974669674,0.0,0.824081588287166,-0.9888776694941717,0.2955620824381516,0.0,-0.07624822323141794,0.03417816816859459,0.0,2.873633905680596,0.36466896382469394,0.0,0.0,-0.5477536818512102,-0.007937837323019515,-0.002237993807415739,-0.17540260806563907,-0.21759719948435924,0.10359268655363624,0.7101790096436733,0.9869501144679393,0.06775250648117967,-0.49295669036587325,0.4573837830252685,-0.1106079518882462
13,31727.711374376115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9616650352875395,0.0,1.2875531915143863,-0.5285815663637246,-0.3046502848694136,1.3898539392327824,-0.6132898002965759,0.007667435689991214,0.33014811871393246,0.0,0.0,0.0,-2.020354308575393,-2.4641414625162312,1.5459528416669905,-1.1027417234532293,0.12291019508812562,0.41607864956192164,-0.33754649576992707,-0.16046841133857567,1.7901009326428028,-1.680055069624766,-0.911984218175027,0.0,-1.0975488101717312,-1.0495656020167181,0.20010085879069334,-0.03123598202548838,-0.37822122308046496,0.32415568616296886,-0.8175521469098771,1.2138464747125501,0.38597068890760833,-0.19096746963539984,-0.26118953743573675,0.0,0.8234356117967017,-1.2709230125845952,0.4104318399776532,0.0,-0.11672637666833252,0.21975625573203952,0.0,2.9581736729411183,0.38555993868197913,0.0,0.0,-0.39059649834416965,-0.007732591933199595,-0.0021559620432980266,-0.1840722618587507,-0.21528411446802515,0.14520278502321593,0.7076024365813643,1.133366812574232,0.0551730084104014,-0.40223698846025613,0.31161546464799605,-0.1386289803567822
14,31589.08137579718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2257857784954727,0.0,1.412061662693717,-0.5011448629055266,-0.11444927907974084,1.4854345029969152,-0.6141418703646585,0.056342469896694475,0.3729340562707136,0.0,0.0,0.0,-2.2281052711718212,-2.9330793596280857,1.923804762613399,-1.149968533980626,0.11619892466189549,0.5969966729674565,-0.2987286621416255,0.07652922125393061,1.9591712690006617,-1.7979951035662067,-1.0960006643405826,0.0,-1.3379306657008758,-1.1103241010076497,0.2624430438734417,-0.15489154890032172,-0.3971896373111459,0.24770125211766436,-0.5080135103058854,1.0108237193863885,0.4434347700585833,-0.1960744801085516,-0.32225732761813863,0.0,0.7531116819293524,-1.6134717496163589,0.49798670087011254,0.0,-0.14099414253385792,0.09786377264524683,0.0,2.8101817916881746,0.5693817834704729,0.0,0.0,-0.4477937333368351,-0.007681444015218443,-0.002145671670679331,-0.171140698531183,-0.214859794968918,0.18751623715647125,0.64100312175408,1.1276148814799698,0.005246556728420858,-0.39825827859873203,0.2642623724624046,-0.15532113966984895
15,31524.25342083353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.323759448962204,0.0,1.5492915783454382,-0.4679535300004554,-0.07069219882695163,1.5547458043951488,-0.5128751283946934,-0.015772458673030287,0.41803203808129613,0.0,0.0,0.0,-2.476704162128687,-3.246992095056223,2.139423507237591,-1.0831498300691151,0.05854016319541507,0.5590927198500252,-0.26827140459685417,0.28344532527259414,1.7978171218013046,-1.7447746632415901,-1.2458100209602094,0.0,-1.421854324296941,-1.130277468754116,0.33446045987576195,-0.11680322171077866,-0.40069149527634235,0.21555847362256947,-0.41585563438028494,1.1493491238670803,0.4697391010350347,-0.11981488406484464,-0.30495516813047496,0.0,0.8526947358188859,-1.9007733858243772,0.5742918661521259,0.0,-0.07720324881354863,0.11790043728216898,0.0,2.599196294234874,0.7473593888252348,0.0,0.0,-0.4140612826576703,-0.007444333310628779,-0.002025583012360847,-0.1712319708162961,-0.21382254086803493,0.23753287035532628,0.6580580228336945,1.097876050050484,-0.005900107163276802,-0.3730679532409227,0.19300243178923893,-0.1287431827944793
16,31447.720174449427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3270705901835043,0.0,1.7164485551850992,-0.3623467945810412,-0.11739856616265452,1.4560991075549035,-0.5833470306939512,0.12393619724248883,0.44546614971544185,0.0,0.0,0.0,-2.669581817162303,-3.6759536826126973,2.397152092276985,-0.8045346163264201,0.05220703230092415,0.533311178097083,0.11417603230903633,0.6123436146024626,1.4686532359095439,-1.4923525082527676,-1.5048986781717355,0.0,-1.6213373408656833,-1.247125057175728,0.4811457448673736,0.024933402432096505,-0.3577442990233134,0.18845562661779036,-0.2646908722875639,1.2978571716226048,0.5308339808287578,-0.0610343292321557,-0.21673483367858948,0.0,0.8761166197375476,-2.348364428295855,0.6887982798262425,0.0,-0.07792415030164267,0.01498703833372124,0.0,2.6890018584747954,0.7207813298180106,0.0,0.0,-0.24827064606573324,-0.007553678872942699,-0.0020785357965566157,-0.17127961779948356,-0.21211062315699208,0.34391972829677414,0.6737867066571477,1.0395837062864668,0.053099954975595956,-0.40478669469663725,0.07034026553402917,-0.1170901670242075
17,31414.34790973717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.327233198930205,0.0,1.717507346742876,-0.33034931574661447,-0.060039772547144724,1.422972891698111,-0.4782919279051438,0.03253567772582126,0.39017759439892075,0.0,0.0,0.0,-2.7561249613006957,-3.859412694777265,2.470581663636712,-0.6517147960845779,0.07822089761314509,0.49621149464175707,0.34875125204616864,0.7625374308816988,1.3572819893227313,-1.3698978587339576,-1.645905656035276,0.0,-1.7269187370150865,-1.2825618740505194,0.5706294525311774,0.047052316420960735,-0.31509986273332613,0.16660674133754402,-0.21542799455931724,1.3726777539259063,0.5476372626006895,-0.030790692307949168,-0.16312758386601214,0.0,0.8204912835726005,-2.5338779142232997,0.7234706435598288,0.0,-0.12935972198694895,0.025190303139930578,0.0,2.7996309262511128,0.6735061653296138,0.0,0.0,-0.34048101180122214,-0.007715475360016044,-0.002137952957884373,-0.1723229166938245,-0.21112540489380663,0.40869553572904865,0.6873097812464781,0.9698365972212206,0.06616963133569068,-0.4212796198857215,0.03730242616245585,-0.13498113158390715
18,31386.655088606632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3361587039754363,0.0,1.664927231671993,-0.33950033630155485,0.028316096473868388,1.4592284072275692,-0.5359264506262817,0.1087040402867438,0.27394750862379436,0.0,0.0,0.0,-2.9036345270101984,-3.9924792873871926,2.445334983967878,-0.5285156381177761,0.13126303065476375,0.3925527206521957,0.5607973563632151,0.8649718790623238,1.336011484308829,-1.302415369712281,-1.7970575369813118,0.0,-1.7925105646289508,-1.3155288751847514,0.6648823866480028,0.04022101900528319,-0.23745125866970823,0.196501193072083,-0.1564548374322199,1.429501843998941,0.5463792195321431,-0.02177362384953703,-0.11482805167877216,0.0,0.8584968220931611,-2.6183432995078473,0.7239624220571338,0.0,-0.1737118721995305,0.14908525363356948,0.0,2.7923924560537166,0.6071274775781275,0.0,0.0,-0.4471803067891052,-0.007619140736825401,-0.002092952924889744,-0.17221539516187784,-0.21011893874875381,0.49029918371492986,0.7052752779804452,0.8702298539346744,0.03930586460618775,-0.3740921488053853,-1.6578558521630066E-4,-0.15103456504305912
19,31354.56956061535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3814857663198103,0.0,1.5881612843776574,-0.33918831432501867,0.03141754602460915,1.5031092427021844,-0.48965538044841694,0.09240773535632094,0.1945849627859193,0.0,0.0,0.0,-3.1562345792445776,-4.104129003229683,2.321392848503388,-0.4258502508280585,0.23058561244100212,0.2569458041678965,0.7553858963289142,1.011625955156859,1.392480386225432,-1.2834819328796778,-1.9941956767819045,0.0,-1.9203087963782797,-1.3697820929579747,0.7543518225251149,0.018030520717741666,-0.1483213521590862,0.286375306760266,-0.1355963162219607,1.4677206833569103,0.5026366770754374,-0.09167107809628688,-0.1013054196411285,0.0,0.9004074856002703,-2.6256197465444773,0.696812779091241,0.0,-0.24140779501503118,0.07498777805878659,0.0,2.7162956563510594,0.44617153959537326,0.0,0.0,-0.35766006194377553,-0.007433773836350545,-0.001999035304965917,-0.16713198731436496,-0.20991272778134012,0.6225544435147647,0.719842172661824,0.704437383121682,0.003788580091506455,-0.3444647470977853,0.0020664603487172708,-0.17652407350745503
20,31336.677289291936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3042802928043913,0.0,1.6455722169693385,-0.32483194900393253,-0.22481224932407368,1.3223148437229202,-0.33719769295737845,0.1481224849126328,0.26942728654250214,0.0,0.0,0.0,-3.7268456774971734,-4.2029330005618375,1.9821620600050613,-0.3170802782391775,0.49315845602547204,0.23391478128245616,1.13923288747016,1.4972561900163348,1.5940509725570138,-1.306501523542705,-2.4139922781185055,0.0,-2.121856336047971,-1.5854218602455812,0.8187326369366704,0.27453765377297357,-0.044536765854908095,0.3740501667338407,0.03071994941544376,1.3959201526347311,0.17114481385318553,-0.028882670788388326,-0.16977518891843346,0.0,1.0194681575360203,-2.414330269739273,0.4882351445426911,0.0,-0.30715843468111503,0.07381933397925014,0.0,2.654211319105021,0.49756401857846194,0.0,0.0,-0.49003094136169945,-0.007146121462704574,-0.0018579040756607815,-0.15862193852960305,-0.21069552296793267,1.0407347070020294,0.7529372123790309,0.33073831043414004,0.011090975497146384,-0.37115583090342236,0.08816510627595016,-0.1759134713924342
