Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
10,34908.86999407861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0314039140808458,0.0,1.0233785079810604,-1.5246475153591008,-0.8186776131470304,1.7698694759738471,-1.1985285947150943,-0.6416456384449827,-0.14654231521235742,0.08500129842108588,-0.0032269881664796288,-1.3451539509297843,-1.2040513183656034,0.6264522214492745,-0.6831760050745019,0.0395696172731322,-0.17661513959799974,-0.3124769740847759,-0.459916293921928,0.8224871102929527,-1.0072996164325794,-0.447284128076391,-0.946654681738324,-0.6936432836575632,0.08176624990268197,-0.05600648739913902,-0.31073121422645283,-0.1583868851815904,-1.1322655153867938,0.6588953059989897,0.022676162907184022,-0.2117780586479624,-0.09085709063741848,2.1514279145293074,-0.5959270767884068,0.1912678468196502,0.0,0.13797137656806505,-0.04407166550411212,-0.6536093487369616,2.702495539176284,0.6489371926959848,-0.25320112844108617,0.2054354372478895,-0.008057746521540744,-0.002713201650783117,-0.15049269143408675,-0.1303611709437429,0.0912368181208669,1.194304234757059,0.6717763723175344,0.4908974516386587,0.36479534808074954,1.2557634977042806,0.501805889003871
11,34568.902232159984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.365944668551516,0.0,1.2330967866523463,-1.3644536196063186,-0.7091903004300179,1.944017718368889,-1.0880956215633182,-0.610427902405589,0.06889422141258658,0.10416258111843706,0.09330367380244883,-1.6991957488097,-1.900017276170489,1.1148266682601786,-0.9544468271690569,0.13549868359993578,0.08538846824135765,-0.2948438903582689,-0.4307583915928843,1.4032398769105994,-1.4417157854041398,-0.7055778240903106,-1.0584716393780351,-1.1044242201959218,0.17878801517981335,0.016649311589542304,-0.3782229148788834,0.04896676027772029,-1.1447587507557522,0.7888070987484807,0.16446976390506984,-0.24427343255676126,-0.10543868927308607,2.230526637159066,-0.8006238301127058,0.2238924403206673,0.0,0.2912844910024803,0.2109468538656627,-0.4631693705434899,2.346093987086834,0.6303929288464803,-0.24974011569879873,0.03180504900077802,-0.007802845615485829,-0.0025204722054950187,-0.14746774692842593,-0.1271369891000225,0.14514592987587058,1.1964308577232279,0.8667793501810317,0.6465961893723988,0.3106011860932561,1.4350271362652092,0.27334451462041065
12,34205.808526026936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7603653964670123,0.0,1.3976846043346536,-1.0826610129663101,-0.45735755777790665,2.0306104495990867,-0.8439144108944543,-0.6717267556792962,0.32333177489758425,0.10334347134282404,0.1724127518793879,-2.051768502759266,-2.7115217686187076,1.7143966058175146,-1.2400271281660609,0.24707105585585593,0.4330562378174098,-0.22106309224766862,-0.3457243418914978,2.043255467066527,-1.9008481201263103,-1.0096945164703308,-1.2614098326095615,-1.534074732955351,0.2807349785705099,-0.009620310733008682,-0.41538612645119144,0.1968055396795447,-0.9746823310825459,0.6649983070336476,0.32968230528089254,-0.28611747028589113,-0.15181062425356956,2.0966010219976017,-1.0009078875420052,0.3040721709253991,0.0,0.14777521806700478,0.4175591623805071,-0.7683972584430413,2.266954365049075,0.5527465366098923,-0.23932317389117377,-0.132676298257226,-0.007235820169802093,-0.0023165406830860237,-0.13561124964071442,-0.12471271157819616,0.21109784501915754,1.0715702846267754,0.9927658184460453,0.703963062864884,0.1443098944194405,1.5239486945314014,0.36342603417390346
13,34081.73254893477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.995388461265791,0.0,1.5294727144780755,-0.8505228748275052,-0.1655462349167126,2.0549939288574044,-0.9656660406094201,-0.5033556448600085,0.39590312393835125,0.17838319968580624,0.14843169100518067,-2.3924446865480364,-3.179875387109654,2.08571031637605,-1.3173875231292063,0.1615924567574021,0.5187992668711793,-0.2744893841049159,-0.14942759584762413,2.0123257367915253,-2.0219784995008823,-1.2145606650241425,-1.3140389643053647,-1.5822126070809452,0.327003506676608,-0.15607458734894952,-0.3849287109185226,0.1483109964558797,-0.6486293025687639,0.4501533772871199,0.4108773634209067,-0.17353293157772284,-0.2140661208992422,2.1237484985192183,-1.1989025989390951,0.40287228797884644,0.0,0.17753443026305182,0.3228067385344791,-0.7495472903672155,2.2322120608070706,0.7310223180523412,-0.2693872139280899,-0.11721992002305363,-0.00677861348390627,-0.0020976366536693426,-0.12894234144960942,-0.12336527788803053,0.2735442829146407,1.0691372971056086,0.8484698702901372,0.7714640090015659,0.061635188184415976,1.5455858658083608,0.343869914917671
14,33993.7961292123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1332125444111645,0.0,1.7404941267546379,-0.6537735932929559,0.09275968485204067,2.0298479653277863,-0.777417332960813,-0.6466496234811375,0.4165604489568347,0.23076026967661442,0.11522572427267283,-2.619088809282873,-3.5714404071120716,2.4037757797581443,-1.269430504974948,0.07997776465226766,0.5832622074000253,-0.16915393227132822,0.165300494909531,1.7803497530572179,-1.9923515093991384,-1.4478651758568863,-1.3398703723375172,-1.6638229545240653,0.3749765862703628,-0.1934247729500842,-0.34846235456593755,0.06712055303637557,-0.6541727246300988,0.6553821486589779,0.4613997845754553,-0.0483626373465236,-0.23092824426036287,2.1232910527074433,-1.3660044195565981,0.5168991689335666,0.0,0.20073570571142596,0.21702093994290414,-0.7215221047576285,2.256585805537617,0.8658746740402117,-0.15240481823794055,-0.04849797088471472,-0.006871752587051747,-0.0020765728709704365,-0.13250897612535384,-0.1230272956498429,0.35783380379918606,1.1643344769126636,0.646306252533433,0.9111818570135743,-0.05869471135344115,1.401512873221935,0.36082124162219587
15,33896.23481432297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.192490528997488,0.0,2.088902365074623,-0.5063615920339931,0.20129673105283713,1.8632938888653605,-0.8476837402555134,-0.3906657553693561,0.40604375398068554,0.27993436061878524,0.08303336552210538,-2.7627054159708377,-4.067753887653694,2.7651832708925568,-1.0736428305304817,0.05591822786942609,0.6929783985835056,0.29633409781246633,0.6527193487223137,1.4477314041683114,-1.8352448859839021,-1.8395678526867003,-1.4347353089708252,-2.0586253038891535,0.4643163034742283,-0.04188019050391528,-0.2790395445030616,0.015362187851636504,-0.6467353978093038,0.8653518540261654,0.5079212704166324,0.028447628503401587,-0.18049022744869891,2.080493191607651,-1.6889406138963945,0.6670490775690165,0.0,0.2582482039238957,0.2372714299012669,-0.7530245948332327,2.421252192070908,0.9119218619113721,0.015100034936633921,0.07328553160820066,-0.007097061441260688,-0.002201918990977089,-0.13449710654328886,-0.12423249767481016,0.5061832904001335,1.2169556452253334,0.44051556460831875,1.1854766929371436,-0.3143269301054522,1.1682466627557673,0.37820338177023627
16,33784.81016599853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3453608413838025,0.0,2.126503812486005,-0.4193898380367858,0.07788063217613433,2.1332639429916704,-0.7049848434956066,-0.4508752571102687,0.31295993601071537,0.09002648428084381,-0.03382999560886771,-3.2601488662943314,-4.642647872470023,2.769431612641185,-0.6490699252255758,0.13177256866942036,0.343249680421993,1.0876512382489776,1.275568026123414,1.1007930883436727,-1.5540555770824205,-2.5998430080582517,-1.627665318974892,-2.491155562801737,0.6740256182466257,0.054630342157270556,-0.2339397866028095,0.01764074058679445,-0.4476439399719836,0.8433362186548145,0.5164512143065705,-0.059330900367947845,-0.016390581495284495,1.7947587334275443,-2.4645901308491993,0.840868994362193,0.0,0.298863440624849,0.4555865399443582,-0.5903308320580627,2.481458615016301,0.7617016825205429,-0.3408746185914901,0.1335104953911152,-0.007236688900952871,-0.002192640341819951,-0.1298372502891419,-0.11760755430232699,0.8081517797431051,1.3185048155567651,-0.07631161229451722,1.4450474872874115,-0.5761364214114817,0.9206485754344588,0.38195264788988004
17,33714.7237841601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3600527788633947,0.0,2.03654432550154,-0.4312841729886446,0.13666686147121426,2.2047261700095278,-0.6652754789726397,-0.4043433720918239,0.20610938123543215,0.0687109265484765,-0.054150247145626676,-3.6560434651258915,-4.903234124187781,2.6278792305450174,-0.443592637384755,0.20528917293332333,0.11548262274839419,1.5083283434214116,1.586490583073307,1.081324500431732,-1.4759638304114828,-3.0679690907996497,-1.6966786736447157,-2.7273640639548975,0.79015390804797,0.03689366525054372,-0.17915448820411634,0.22267012052528418,-0.33859849222510363,0.8246032379179478,0.46938031605450603,-0.16368072877656548,0.0469941351361734,1.8264899073623035,-2.752124949769262,0.8340713283396272,0.0,0.23820270411063496,0.3686232987358119,-0.3971240779172326,2.5424101423174705,0.6353283442828505,-0.15192289878954193,-0.01693861789144513,-0.007063816568249515,-0.0020604267220014337,-0.12587453151344383,-0.11827641566865965,1.0170920352106914,1.398191156014073,-0.32294790094627235,1.4105137111992583,-0.531171835687206,0.6083462841156462,0.5033273724446579
18,33649.75225568611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.336685810314055,0.0,1.9299352832799934,-0.4486893012118894,0.1860723541390668,2.0662288159139255,-0.6238436570403973,-0.33439536048359136,0.09813714514099472,0.14744245997651675,-0.03127907060208315,-4.052456628988277,-5.080071733405867,2.447173468422822,-0.2997716417824281,0.2824026553964845,-0.005484380387766927,1.8870433775816515,1.880177413624737,1.1789146997704885,-1.4466928738242424,-3.5132022326850025,-1.766463497442054,-2.820187511288298,0.8513996498796308,-0.04495589395189789,-0.18452639730228587,0.3042276270501387,-0.3613832304134543,0.8996540444051719,0.3583510986478455,-0.16681882927203834,0.011057006018376732,1.7778974405997237,-3.049948003816357,0.7269968148380235,0.0,0.3244346942901322,0.24382451570718183,-0.4634050788682664,2.676035568239472,0.5661331253265374,-0.11328432783064254,-0.17947245168945428,-0.006716203126914889,-0.0019169975124728141,-0.1199691501061666,-0.11877433108139325,1.242779897137559,1.4040462766733448,-0.5806726951994619,1.259004459034972,-0.38752029756496453,0.42357436838238305,0.2859038523562264
19,33570.50922115188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2222456142116367,0.0,1.8292908259226275,-0.4596697329125667,0.23194192234248157,1.7703307971399151,-0.6204955509972341,-0.16624701254181884,0.025175547166439702,0.2580304664246988,0.06997230261913301,-4.658562871346097,-5.222995681313246,2.159390225266044,-0.18815883943530512,0.3923296539747637,-0.021274215499738854,2.364434475258006,2.379469664025816,1.379845028323971,-1.4181299164654881,-4.164806713868775,-1.7378205764080727,-2.846094849079121,0.8201541566684524,-0.10176905919210463,-0.16283090428218028,0.22058275249124495,-0.4306197051621261,1.1272318776632786,0.1601444485266083,0.010806004876150105,-0.16477849764394317,1.8522239414477712,-3.430281683592955,0.5505630918870685,0.0,0.14910357064499574,0.4350901887598335,-0.4346843062189903,2.696476786817862,0.602240200033424,-0.2722149461792943,-0.25293893039354387,-0.006492394640575576,-0.0017627830103348484,-0.11956187945205872,-0.12254205965427298,1.623769320508096,1.4570558763989079,-0.8560356535187741,0.9166258881349001,-0.08214651370523063,0.23787332002764552,0.3865954610849214
20,33420.70663175258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.049761017722764,0.0,1.8361418115496206,-0.45341339329069236,0.011973842423334269,1.7665338011225296,-0.5792886332432752,-0.2010177605448546,0.2817459175992707,-0.018730046899764263,0.2554630008480089,-5.6886184024055355,-5.03112562841927,1.7441573673941475,-0.26691703002196143,0.4150001662498633,0.4056320494988501,2.94917072182859,3.4375492547305253,1.5608447664090226,-1.2355077584500225,-5.216072493789748,-1.6419303712292062,-3.0258123770351344,0.4496428653501499,0.24119708792783204,-0.2506844177464659,-0.15022564793221552,-0.23981174123147941,1.086659790169016,-0.002057514367648283,0.07548150979047906,-0.5366091728793795,2.088846744159855,-3.640681179220991,0.21770474195737866,0.0,0.038474150190189155,0.2899702137762359,-0.5654395104580495,2.5933157960134166,0.6144973486585248,-0.3559732264320685,-0.05245441991743116,-0.006222411470194088,-0.0016245098461760284,-0.11195603528833917,-0.12663708615296962,2.4185451239141664,1.3940234564151905,-0.756958959149451,0.4103665805658674,0.4650415757289851,-0.32612738242042827,0.1917300089897925
21,33259.4874794755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.988909160802109,0.0,1.6998171472536978,-0.46292209579909915,-0.06241592710180867,1.7418671097166418,-0.6072841011079649,-0.2615431581246359,0.4685486172535119,0.025640322239024294,0.11920671074854938,-6.416383288766639,-4.652549369420077,1.5691934371736465,-0.42081086553750313,0.3311851428526411,0.8703764728641503,3.547593675674843,4.228686647793325,1.5531639064410099,-0.9943082999860924,-6.017577900015166,-1.586464189213989,-3.0031818957896044,0.1119805688349701,0.2931175883968248,-0.34340396005732043,-0.3068538877502355,-0.2334764331250446,1.0789327129978385,0.09826366631425984,-0.29945069645246114,-0.7230038543178766,2.222213571264634,-4.001492319096979,0.10658166591117192,0.0,-0.17456915875304846,0.18053966235354346,-0.699681871361453,2.320404852282555,0.5489873690226845,-0.14875125432565997,0.20622868457559057,-0.006346643169186617,-0.0016691891862901348,-0.11007105935879263,-0.12690718395348616,3.148988963703792,1.2728014086447794,-0.6019108204383391,-0.0034665827363878354,0.8646470505673594,-0.1499130807577044,0.0823578757914215
